	CM_madagascar__A09_02_1FE__bin.29	VatanenT_2016__G80310__bin.4	QinN_2014__LD-33__bin.41	VatanenT_2016__G78766__bin.2	GeversD_2014__SKBSTL023__bin.4	LoombaR_2017__SID1050_bax__bin.8	BackhedF_2015__SID608_B__bin.7	VincentC_2016__MM098.1__bin.2	VincentC_2016__MM019.2__bin.8	HeQ_2017__RSZAXPI003095-129__bin.6	QinN_2014__LD-5__bin.1	VatanenT_2016__G80539__bin.15	WenC_2017__RA039__bin.8	QinN_2014__LD-45__bin.19	VatanenT_2016__G78542__bin.1	QinN_2014__LD-85__bin.11	HeQ_2017__SZAXPI029473-40__bin.23	BackhedF_2015__SID103_B__bin.7	LoombaR_2017__SID5630_kod__bin.18	XieH_2016__YSZC12003_37270__bin.57	BackhedF_2015__SID12_B__bin.5	QinN_2014__LD-64__bin.31	BackhedF_2015__SID241_4M__bin.11	VincentC_2016__MM058.1__bin.43	VatanenT_2016__G78589__bin.3	QinN_2014__LD-91__bin.15	QinN_2014__LD-44__bin.14	LiuW_2016__SRR3993058__bin.16	LiJ_2014__V1.CD7-0-PN__bin.21	BackhedF_2015__SID582_4M__bin.1	WenC_2017__N227__bin.3	QinN_2014__LD-61__bin.27	VatanenT_2016__G78904__bin.6	BackhedF_2015__SID536_4M__bin.1	VatanenT_2016__G69157__bin.8	BackhedF_2015__SID532_4M__bin.3	LoombaR_2017__SID0017_mqf__bin.5	FerrettiP_2018__CA_C10034IS2595FE_t4M15__bin.6	NielsenHB_2014__V1_UC14_1__bin.19	QinN_2014__LD-38__bin.43	BackhedF_2015__SID577_4M__bin.10	BackhedF_2015__SID12_4M__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.1	BackhedF_2015__SID546_4M__bin.20
QinN_2014__LD-5__bin.1	21460.0	14167.0	8924.0	18503.0	12427.0	12431.0	13253.0	13885.0	13522.0	13140.0	0.0	17256.0	17227.0	3469.0	13325.0	12935.0	22812.0	18056.0	18626.0	9514.0	23764.0	21508.0	22796.0	22062.0	15952.0	9584.0	11908.0	21760.0	14307.0	25333.0	23233.0	8696.0	9496.0	17353.0	13250.0	13577.0	14131.0	13267.0	12012.0	25636.0	19153.0	16278.0	23382.0	13626.0
VatanenT_2016__G80539__bin.15	21518.0	13346.0	17744.0	17535.0	12980.0	14976.0	14543.0	13144.0	16463.0	16526.0	17256.0	0.0	16814.0	7051.0	12809.0	16277.0	21201.0	17960.0	20804.0	11694.0	24016.0	21603.0	22355.0	21514.0	14886.0	13938.0	15787.0	22150.0	18224.0	25524.0	23417.0	18266.0	9051.0	17327.0	12525.0	12997.0	16082.0	16527.0	14043.0	26728.0	18600.0	16074.0	24375.0	16353.0
WenC_2017__RA039__bin.8	14855.0	15889.0	17907.0	13209.0	14609.0	15433.0	11937.0	15749.0	16497.0	16551.0	17227.0	16814.0	0.0	6886.0	15188.0	15206.0	15439.0	13303.0	16413.0	12282.0	17000.0	16622.0	15980.0	15974.0	17018.0	14995.0	15341.0	16818.0	16380.0	20401.0	16275.0	17704.0	10689.0	18052.0	15117.0	15191.0	16073.0	16240.0	13445.0	15954.0	13384.0	10765.0	17484.0	16680.0
QinN_2014__LD-45__bin.19	10008.0	5653.0	1062.0	8477.0	5955.0	7090.0	7045.0	6004.0	7251.0	8091.0	3469.0	7051.0	6886.0	0.0	6114.0	8796.0	9443.0	10075.0	7762.0	4829.0	10156.0	8387.0	11345.0	8951.0	6426.0	2668.0	5583.0	8532.0	8698.0	10241.0	10653.0	2005.0	3883.0	7629.0	5231.0	6306.0	8079.0	8087.0	2774.0	11324.0	9943.0	9448.0	9831.0	7854.0
VatanenT_2016__G78542__bin.1	18138.0	694.0	13982.0	15974.0	10460.0	11267.0	11599.0	1033.0	13120.0	11474.0	13325.0	12809.0	15188.0	6114.0	0.0	11815.0	18495.0	15260.0	18129.0	8792.0	20224.0	17758.0	18724.0	18620.0	705.0	11885.0	11787.0	18929.0	11855.0	21662.0	19802.0	14473.0	557.0	12576.0	2412.0	2635.0	11996.0	11343.0	11505.0	22504.0	16131.0	13331.0	20410.0	12626.0
QinN_2014__LD-85__bin.11	19629.0	12339.0	17247.0	16507.0	4831.0	5572.0	14273.0	11942.0	5212.0	5047.0	12935.0	16277.0	15206.0	8796.0	11815.0	0.0	19392.0	17514.0	20045.0	3160.0	20625.0	16814.0	19962.0	18759.0	13221.0	12030.0	9001.0	19835.0	6483.0	25836.0	19155.0	17168.0	8410.0	15801.0	11457.0	12527.0	5641.0	5930.0	12791.0	24045.0	17363.0	14926.0	21969.0	7071.0
HeQ_2017__SZAXPI029473-40__bin.23	16211.0	19637.0	24552.0	1582.0	20048.0	18855.0	17753.0	19235.0	22875.0	23167.0	22812.0	21201.0	15439.0	9443.0	18495.0	19392.0	0.0	3264.0	20950.0	17423.0	9122.0	20338.0	16558.0	7163.0	21907.0	18075.0	21045.0	20281.0	23623.0	28365.0	18757.0	23601.0	13406.0	23091.0	18051.0	18308.0	21057.0	23855.0	17478.0	23671.0	4181.0	2345.0	22636.0	22101.0
BackhedF_2015__SID103_B__bin.7	12390.0	15569.0	18545.0	2840.0	15987.0	16149.0	15234.0	15921.0	18573.0	18357.0	18056.0	17960.0	13303.0	10075.0	15260.0	17514.0	3264.0	0.0	17045.0	13308.0	5739.0	15382.0	13185.0	4956.0	17465.0	15954.0	17029.0	15825.0	19400.0	23012.0	13666.0	20551.0	10681.0	18724.0	14953.0	15772.0	17822.0	19238.0	13229.0	18753.0	3609.0	2365.0	16952.0	18781.0
LoombaR_2017__SID5630_kod__bin.18	18944.0	18879.0	16285.0	16826.0	19461.0	19556.0	15178.0	18664.0	21919.0	21707.0	18626.0	20804.0	16413.0	7762.0	18129.0	20045.0	20950.0	17045.0	0.0	16790.0	21194.0	22154.0	19091.0	19653.0	20263.0	14609.0	18411.0	20983.0	22921.0	25195.0	21415.0	16407.0	12914.0	22524.0	17204.0	17219.0	21599.0	22447.0	15529.0	21380.0	17004.0	13337.0	23304.0	21085.0
XieH_2016__YSZC12003_37270__bin.57	15507.0	9100.0	14468.0	15009.0	1996.0	2580.0	10993.0	9217.0	2465.0	977.0	9514.0	11694.0	12282.0	4829.0	8792.0	3160.0	17423.0	13308.0	16790.0	0.0	18825.0	16150.0	17767.0	17556.0	10490.0	8372.0	5393.0	16190.0	2145.0	20739.0	17553.0	14683.0	5879.0	11887.0	8377.0	8696.0	2084.0	1638.0	11769.0	20676.0	14844.0	12164.0	17737.0	3930.0
BackhedF_2015__SID12_B__bin.5	16066.0	21279.0	25825.0	5460.0	22191.0	21401.0	18657.0	20787.0	24779.0	25647.0	23764.0	24016.0	17000.0	10156.0	20224.0	20625.0	9122.0	5739.0	21194.0	18825.0	0.0	20364.0	15970.0	2752.0	23470.0	19557.0	22520.0	20626.0	26688.0	28679.0	17802.0	24528.0	14850.0	24377.0	19932.0	19312.0	23545.0	26064.0	18921.0	22946.0	2049.0	1692.0	22982.0	24016.0
QinN_2014__LD-64__bin.31	13817.0	18722.0	23668.0	15876.0	19321.0	18673.0	16847.0	18392.0	20897.0	21552.0	21508.0	21603.0	16622.0	8387.0	17758.0	16814.0	20338.0	15382.0	22154.0	16150.0	20364.0	0.0	16883.0	17670.0	20727.0	17510.0	20535.0	21202.0	22203.0	26172.0	11207.0	22389.0	12913.0	21065.0	16807.0	17744.0	20650.0	21754.0	17631.0	23026.0	15173.0	12850.0	22887.0	20558.0
BackhedF_2015__SID241_4M__bin.11	13226.0	19992.0	24443.0	13252.0	20800.0	20176.0	18231.0	19601.0	23173.0	24285.0	22796.0	22355.0	15980.0	11345.0	18724.0	19962.0	16558.0	13185.0	19091.0	17767.0	15970.0	16883.0	0.0	13934.0	21921.0	18485.0	21165.0	19154.0	24261.0	27612.0	15694.0	23872.0	13968.0	23083.0	18325.0	18643.0	22259.0	24449.0	17458.0	22392.0	13025.0	11110.0	20845.0	22660.0
VincentC_2016__MM058.1__bin.43	14471.0	19310.0	23175.0	4119.0	20508.0	19710.0	17137.0	19142.0	23181.0	22999.0	22062.0	21514.0	15974.0	8951.0	18620.0	18759.0	7163.0	4956.0	19653.0	17556.0	2752.0	17670.0	13934.0	0.0	21328.0	18893.0	20521.0	18646.0	24586.0	26208.0	15742.0	22279.0	13449.0	23577.0	18462.0	18557.0	21582.0	23888.0	17156.0	21253.0	787.0	711.0	21347.0	23566.0
VatanenT_2016__G78589__bin.3	21279.0	585.0	16920.0	17933.0	12558.0	12510.0	13270.0	892.0	13765.0	13617.0	15952.0	14886.0	17018.0	6426.0	705.0	13221.0	21907.0	17465.0	20263.0	10490.0	23470.0	20727.0	21921.0	21328.0	0.0	13303.0	13741.0	21390.0	14346.0	24837.0	23245.0	17743.0	561.0	14255.0	2722.0	2899.0	13862.0	13365.0	13594.0	25834.0	18346.0	15277.0	23788.0	14057.0
QinN_2014__LD-91__bin.15	17912.0	11828.0	6366.0	15397.0	10481.0	11450.0	10393.0	12022.0	12095.0	11349.0	9584.0	13938.0	14995.0	2668.0	11885.0	12030.0	18075.0	15954.0	14609.0	8372.0	19557.0	17510.0	18485.0	18893.0	13303.0	0.0	9534.0	18512.0	12181.0	19720.0	19286.0	6985.0	7890.0	15085.0	11669.0	11713.0	11963.0	11308.0	9682.0	21751.0	16005.0	13503.0	19414.0	12125.0
QinN_2014__LD-44__bin.14	19963.0	12308.0	12397.0	16801.0	7982.0	8492.0	12628.0	12427.0	8247.0	7431.0	11908.0	15787.0	15341.0	5583.0	11787.0	9001.0	21045.0	17029.0	18411.0	5393.0	22520.0	20535.0	21165.0	20521.0	13741.0	9534.0	0.0	20321.0	8695.0	23595.0	22699.0	13027.0	8541.0	15822.0	11567.0	12137.0	8720.0	8434.0	11216.0	25052.0	17397.0	14599.0	23306.0	9420.0
LiuW_2016__SRR3993058__bin.16	18563.0	19466.0	21587.0	16287.0	20200.0	20001.0	16394.0	19086.0	21961.0	22134.0	21760.0	22150.0	16818.0	8532.0	18929.0	19835.0	20281.0	15825.0	20983.0	16190.0	20626.0	21202.0	19154.0	18646.0	21390.0	18512.0	20321.0	0.0	22499.0	26967.0	20577.0	21947.0	12995.0	22287.0	17970.0	18545.0	21408.0	21856.0	17719.0	23676.0	15540.0	12801.0	14857.0	21814.0
LiJ_2014__V1.CD7-0-PN__bin.21	22471.0	12178.0	20185.0	19240.0	3200.0	4082.0	15334.0	12101.0	2956.0	2782.0	14307.0	18224.0	16380.0	8698.0	11855.0	6483.0	23623.0	19400.0	22921.0	2145.0	26688.0	22203.0	24261.0	24586.0	14346.0	12181.0	8695.0	22499.0	0.0	29391.0	25047.0	22975.0	8183.0	16426.0	11186.0	11908.0	4061.0	4437.0	14775.0	29116.0	20157.0	17581.0	26289.0	4666.0
BackhedF_2015__SID582_4M__bin.1	24118.0	22606.0	26095.0	23312.0	24155.0	24477.0	18299.0	23197.0	26206.0	26845.0	25333.0	25524.0	20401.0	10241.0	21662.0	25836.0	28365.0	23012.0	25195.0	20739.0	28679.0	26172.0	27612.0	26208.0	24837.0	19720.0	23595.0	26967.0	29391.0	0.0	28215.0	26453.0	14697.0	24974.0	19176.0	19579.0	26138.0	29235.0	19435.0	31100.0	22766.0	19057.0	29456.0	25507.0
WenC_2017__N227__bin.3	13019.0	20988.0	25226.0	13694.0	22115.0	21434.0	19022.0	20797.0	24438.0	24447.0	23233.0	23417.0	16275.0	10653.0	19802.0	19155.0	18757.0	13666.0	21415.0	17553.0	17802.0	11207.0	15694.0	15742.0	23245.0	19286.0	22699.0	20577.0	25047.0	28215.0	0.0	24350.0	14490.0	24281.0	19323.0	19402.0	23056.0	24849.0	19383.0	23208.0	13088.0	11046.0	23421.0	23530.0
QinN_2014__LD-61__bin.27	21139.0	14487.0	2452.0	18479.0	17023.0	16898.0	13582.0	15083.0	20245.0	19728.0	8696.0	18266.0	17704.0	2005.0	14473.0	17168.0	23601.0	20551.0	16407.0	14683.0	24528.0	22389.0	23872.0	22279.0	17743.0	6985.0	13027.0	21947.0	22975.0	26453.0	24350.0	0.0	10000.0	18748.0	13453.0	13676.0	19884.0	22385.0	10695.0	27709.0	18959.0	16336.0	25001.0	17251.0
VatanenT_2016__G78904__bin.6	12356.0	533.0	10088.0	11066.0	7528.0	7594.0	7486.0	1001.0	8465.0	8553.0	9496.0	9051.0	10689.0	3883.0	557.0	8410.0	13406.0	10681.0	12914.0	5879.0	14850.0	12913.0	13968.0	13449.0	561.0	7890.0	8541.0	12995.0	8183.0	14697.0	14490.0	10000.0	0.0	8917.0	1855.0	1966.0	8315.0	7897.0	8393.0	15304.0	11307.0	9392.0	14322.0	9258.0
BackhedF_2015__SID536_4M__bin.1	22307.0	13054.0	18937.0	19442.0	14634.0	14917.0	14451.0	13645.0	16100.0	15779.0	17353.0	17327.0	18052.0	7629.0	12576.0	15801.0	23091.0	18724.0	22524.0	11887.0	24377.0	21065.0	23083.0	23577.0	14255.0	15085.0	15822.0	22287.0	16426.0	24974.0	24281.0	18748.0	8917.0	0.0	10594.0	12846.0	16019.0	16258.0	14411.0	27254.0	19692.0	16934.0	24039.0	16608.0
VatanenT_2016__G69157__bin.8	16703.0	2558.0	13452.0	15489.0	10416.0	11164.0	11273.0	2720.0	10995.0	11285.0	13250.0	12525.0	15117.0	5231.0	2412.0	11457.0	18051.0	14953.0	17204.0	8377.0	19932.0	16807.0	18325.0	18462.0	2722.0	11669.0	11567.0	17970.0	11186.0	19176.0	19323.0	13453.0	1855.0	10594.0	0.0	4170.0	11574.0	10982.0	11028.0	21315.0	15889.0	13182.0	19881.0	12243.0
BackhedF_2015__SID532_4M__bin.3	17958.0	2595.0	13885.0	15767.0	11046.0	12047.0	11199.0	2849.0	12083.0	12364.0	13577.0	12997.0	15191.0	6306.0	2635.0	12527.0	18308.0	15772.0	17219.0	8696.0	19312.0	17744.0	18643.0	18557.0	2899.0	11713.0	12137.0	18545.0	11908.0	19579.0	19402.0	13676.0	1966.0	12846.0	4170.0	0.0	12536.0	11935.0	11205.0	21743.0	16492.0	14135.0	20360.0	13226.0
LoombaR_2017__SID0017_mqf__bin.5	21459.0	12248.0	19569.0	17121.0	3944.0	3567.0	14587.0	12053.0	4147.0	3282.0	14131.0	16082.0	16073.0	8079.0	11996.0	5641.0	21057.0	17822.0	21599.0	2084.0	23545.0	20650.0	22259.0	21582.0	13862.0	11963.0	8720.0	21408.0	4061.0	26138.0	23056.0	19884.0	8315.0	16019.0	11574.0	12536.0	0.0	3698.0	13747.0	26117.0	18217.0	15582.0	23719.0	5631.0
FerrettiP_2018__CA_C10034IS2595FE_t4M15__bin.6	21989.0	11604.0	19211.0	19119.0	2473.0	3702.0	14326.0	11508.0	3239.0	1882.0	13267.0	16527.0	16240.0	8087.0	11343.0	5930.0	23855.0	19238.0	22447.0	1638.0	26064.0	21754.0	24449.0	23888.0	13365.0	11308.0	8434.0	21856.0	4437.0	29235.0	24849.0	22385.0	7897.0	16258.0	10982.0	11935.0	3698.0	0.0	13759.0	27287.0	19210.0	16554.0	25209.0	5181.0
NielsenHB_2014__V1_UC14_1__bin.19	17044.0	12238.0	10799.0	14185.0	12655.0	12784.0	9170.0	12462.0	13877.0	13879.0	12012.0	14043.0	13445.0	2774.0	11505.0	12791.0	17478.0	13229.0	15529.0	11769.0	18921.0	17631.0	17458.0	17156.0	13594.0	9682.0	11216.0	17719.0	14775.0	19435.0	19383.0	10695.0	8393.0	14411.0	11028.0	11205.0	13747.0	13759.0	0.0	21206.0	13692.0	11141.0	19228.0	13389.0
QinN_2014__LD-38__bin.43	20646.0	23838.0	26550.0	19566.0	23755.0	24414.0	18332.0	22915.0	26395.0	27573.0	25636.0	26728.0	15954.0	11324.0	22504.0	24045.0	23671.0	18753.0	21380.0	20676.0	22946.0	23026.0	22392.0	21253.0	25834.0	21751.0	25052.0	23676.0	29116.0	31100.0	23208.0	27709.0	15304.0	27254.0	21315.0	21743.0	26117.0	27287.0	21206.0	0.0	19335.0	15568.0	25767.0	26319.0
BackhedF_2015__SID577_4M__bin.10	12338.0	16775.0	20081.0	2463.0	17076.0	17386.0	16908.0	16813.0	19074.0	20414.0	19153.0	18600.0	13384.0	9943.0	16131.0	17363.0	4181.0	3609.0	17004.0	14844.0	2049.0	15173.0	13025.0	787.0	18346.0	16005.0	17397.0	15540.0	20157.0	22766.0	13088.0	18959.0	11307.0	19692.0	15889.0	16492.0	18217.0	19210.0	13692.0	19335.0	0.0	564.0	17587.0	20489.0
BackhedF_2015__SID12_4M__bin.1	10495.0	14089.0	17067.0	1370.0	14499.0	14118.0	16329.0	14621.0	16468.0	17685.0	16278.0	16074.0	10765.0	9448.0	13331.0	14926.0	2345.0	2365.0	13337.0	12164.0	1692.0	12850.0	11110.0	711.0	15277.0	13503.0	14599.0	12801.0	17581.0	19057.0	11046.0	16336.0	9392.0	16934.0	13182.0	14135.0	15582.0	16554.0	11141.0	15568.0	564.0	0.0	14838.0	17895.0
CM_periimplantitis__SP_123SPT_T016__bin.1	20077.0	21305.0	24106.0	17551.0	21904.0	22302.0	18559.0	21013.0	24133.0	24590.0	23382.0	24375.0	17484.0	9831.0	20410.0	21969.0	22636.0	16952.0	23304.0	17737.0	22982.0	22887.0	20845.0	21347.0	23788.0	19414.0	23306.0	14857.0	26289.0	29456.0	23421.0	25001.0	14322.0	24039.0	19881.0	20360.0	23719.0	25209.0	19228.0	25767.0	17587.0	14838.0	0.0	24148.0
BackhedF_2015__SID546_4M__bin.20	21920.0	13155.0	18283.0	19429.0	5062.0	6005.0	13848.0	13276.0	6625.0	4655.0	13626.0	16353.0	16680.0	7854.0	12626.0	7071.0	22101.0	18781.0	21085.0	3930.0	24016.0	20558.0	22660.0	23566.0	14057.0	12125.0	9420.0	21814.0	4666.0	25507.0	23530.0	17251.0	9258.0	16608.0	12243.0	13226.0	5631.0	5181.0	13389.0	26319.0	20489.0	17895.0	24148.0	0.0
