	CM_madagascar__A09_02_1FE__bin.29	VatanenT_2016__G80310__bin.4	QinN_2014__LD-33__bin.41	VatanenT_2016__G78766__bin.2	GeversD_2014__SKBSTL023__bin.4	LoombaR_2017__SID1050_bax__bin.8	BackhedF_2015__SID608_B__bin.7	VincentC_2016__MM098.1__bin.2	VincentC_2016__MM019.2__bin.8	HeQ_2017__RSZAXPI003095-129__bin.6	QinN_2014__LD-5__bin.1	VatanenT_2016__G80539__bin.15	WenC_2017__RA039__bin.8	QinN_2014__LD-45__bin.19	VatanenT_2016__G78542__bin.1	QinN_2014__LD-85__bin.11	HeQ_2017__SZAXPI029473-40__bin.23	BackhedF_2015__SID103_B__bin.7	LoombaR_2017__SID5630_kod__bin.18	XieH_2016__YSZC12003_37270__bin.57	BackhedF_2015__SID12_B__bin.5	QinN_2014__LD-64__bin.31	BackhedF_2015__SID241_4M__bin.11	VincentC_2016__MM058.1__bin.43	VatanenT_2016__G78589__bin.3	QinN_2014__LD-91__bin.15	QinN_2014__LD-44__bin.14	LiuW_2016__SRR3993058__bin.16	LiJ_2014__V1.CD7-0-PN__bin.21	BackhedF_2015__SID582_4M__bin.1	WenC_2017__N227__bin.3	QinN_2014__LD-61__bin.27	VatanenT_2016__G78904__bin.6	BackhedF_2015__SID536_4M__bin.1	VatanenT_2016__G69157__bin.8	BackhedF_2015__SID532_4M__bin.3	LoombaR_2017__SID0017_mqf__bin.5	FerrettiP_2018__CA_C10034IS2595FE_t4M15__bin.6	NielsenHB_2014__V1_UC14_1__bin.19	QinN_2014__LD-38__bin.43	BackhedF_2015__SID577_4M__bin.10	BackhedF_2015__SID12_4M__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.1	BackhedF_2015__SID546_4M__bin.20
QinN_2014__LD-5__bin.1	0.8306936745913244	0.8415004806610624	0.971413961669837	0.7846770253102707	0.8459384708387593	0.900023862605933	0.672989575450151	0.8247230233239928	0.885691754219704	0.9436174347016834	1.0	0.9343505621348169	0.6508641672291424	0.4420377301889236	0.8077828457407521	0.9152609319143037	0.8854399469113834	0.7579831779991318	0.8682288719350756	0.6558048629718263	0.9033100843372673	0.8771798490519728	0.9021246809796849	0.9072726404996148	0.9248573357059581	0.7281376486015376	0.8675525375040624	0.8804678888866162	0.9528997611466778	0.872288696624464	0.9207206961517571	0.9674327699485703	0.5557750915301385	0.8355234660321487	0.7636524786429677	0.7285635393017119	0.9478686147643625	0.9526370452185019	0.6881752833400375	0.9088303005097507	0.7959901731516139	0.7029487363045688	0.8884120912960577	0.8363202498073947
VatanenT_2016__G80539__bin.15	0.7846561171890301	0.7586779504624371	0.8754292401680435	0.7315657304992725	0.7874136785958752	0.8317056852918792	0.6432468045963158	0.748063456488393	0.8169296027800389	0.8615954194836454	0.8370656647364008	1.0	0.5899279784574677	0.40755959480298215	0.7328834311360933	0.8419300812405607	0.8497707257899995	0.70869083835649	0.7922907183137993	0.5904088821818451	0.8488076967399125	0.8209217959331263	0.8305822192668519	0.8470909396679606	0.8517729303732032	0.6467507644170335	0.7762633088375119	0.8070097927634781	0.8920849599294403	0.8080652563143554	0.867884630341401	0.876021309613636	0.503728938066034	0.7963061218921953	0.6987022114648913	0.6558484367371354	0.862370321928599	0.8888424227937778	0.6719344830773604	0.840153465703339	0.7478113994135499	0.672460993251467	0.8289949519360955	0.7665434342389608
WenC_2017__RA039__bin.8	0.8651283507830329	0.8827288783548639	0.9620572689669581	0.825076638296622	0.8618695500295452	0.9281039734385865	0.6493501660088342	0.8474129065747333	0.9164353642890023	0.9572927991015608	0.9349793835636563	0.9459343342833544	1.0	0.40258235964336664	0.8495571465415642	0.9375976546559194	0.918392864721572	0.786151892370123	0.8849136003186325	0.6999435210849175	0.9212964685987026	0.9022895181010026	0.921570701481184	0.939559072701096	0.9453688921970951	0.7478506997835519	0.8751117335762253	0.9127841493393927	0.9638913646024113	0.8928232601719179	0.9376479306843744	0.9467021863543024	0.5760007051702691	0.874131024553637	0.8019653356577835	0.7723318609639286	0.9520954330431035	0.9618431061444489	0.7202511189681008	0.945195864306958	0.8140903466760689	0.7031977512903637	0.9012324156325803	0.8763418639347847
QinN_2014__LD-45__bin.19	0.8320720328609124	0.7969532928919235	0.9572309422123083	0.8223751620830047	0.7671155119102673	0.8560920540790512	0.8997216252731609	0.7788344531795471	0.8523589311135896	0.9267729387122222	0.8818448899649084	0.9075578284957789	0.5590825421869191	1.0	0.7905125903357725	0.9287623659131508	0.8387784155309522	0.831765548633969	0.806614800105184	0.5730765394485097	0.8842532393931976	0.7925038310528367	0.9556522764161295	0.8795417244724935	0.8849532566216007	0.6194735362657889	0.7895713754613132	0.8481406925818122	0.9388019912407172	0.871595803523662	0.8846449588785216	0.9165274793032472	0.5125830817079695	0.8111912080737739	0.7437084591460154	0.7278166172483519	0.9173308669513888	0.9342011008042944	0.4318326487309921	0.8703136476156796	0.9339735045292566	0.896474524632083	0.8501763644442026	0.8276017155862645
VatanenT_2016__G78542__bin.1	0.8113472313412095	0.8599991541160311	0.9212381324493175	0.7807745678942725	0.8184526566798651	0.8820006968472696	0.6655223736309771	0.8308448568240682	0.8842417858624593	0.9123724628515957	0.8948238950137154	0.90620858693069	0.6551245463443715	0.4389538630715255	1.0	0.9002239578508102	0.8764168556478867	0.748912938399507	0.8427954853964175	0.6540208691659181	0.8799720858290266	0.8614970736442695	0.8848570657493525	0.8828803154744403	0.9244303374271432	0.6913082401182625	0.8428538916704598	0.8675124163682576	0.9285731548652426	0.8563553075191028	0.8971254043123971	0.9041709128699232	0.5720582370972485	0.836050567749264	0.7702689911021062	0.7435164000789491	0.9199073757054068	0.9272328315764458	0.6734107451432162	0.894525821615155	0.7792162280825422	0.6822693657078639	0.8708889032107339	0.8297411796456149
QinN_2014__LD-85__bin.11	0.7977769201013262	0.8235943881181929	0.9102507568461063	0.7715359500809019	0.8358375254210352	0.9097473570418778	0.6722304060467355	0.798090835503963	0.8912608396865911	0.9378010902775291	0.8791643999849809	0.9027167871828211	0.6269458170663449	0.44719497595643776	0.7806076249571041	1.0	0.8672583178849699	0.7565448523549767	0.8120808094214788	0.6452607506201904	0.8779550179748221	0.8580949570079976	0.8779672427749248	0.8790246879838074	0.8979172433425049	0.690616068801175	0.8380414822395484	0.843075480281834	0.9714660067603145	0.843487630685296	0.9039161273928954	0.9060139904105174	0.5367294119085271	0.822391555108089	0.7452661644602357	0.7074793073428262	0.9495735727764181	0.9627182890868337	0.6408152893828485	0.8782514693773122	0.7946495542750562	0.6971113670557355	0.8567851569969953	0.8285048283594405
HeQ_2017__SZAXPI029473-40__bin.23	0.8016765353867747	0.7794768006484551	0.8727916455315472	0.7571661861878702	0.7914573333979069	0.832877069648609	0.6301770422048156	0.7600023280493411	0.8321196039597231	0.8643822045267815	0.8275841560098934	0.8865539007146431	0.5975439929104951	0.3929772777286395	0.7394704622367456	0.8438715800402906	1.0	0.7313694452870171	0.7872702431961908	0.5934890237571487	0.9114287680625617	0.8646698120822363	0.8464961582937608	0.8847929947805814	0.854903050339394	0.642231494769111	0.7703294359748196	0.812919994120401	0.8873976061875133	0.8494062199700753	0.8885480364093323	0.8453019709401666	0.5232244163095999	0.7976920874360955	0.7094823828689555	0.6750807807631753	0.8704121921813228	0.8845861042643237	0.6647846851738093	0.8333817635568516	0.7651656695988193	0.6793073798314457	0.8425873294640134	0.7834824899252391
BackhedF_2015__SID103_B__bin.7	0.8580334328810251	0.8495866018280709	0.9499225547123661	0.8965645895893563	0.8455450716211167	0.9121886208374187	0.7305150893487629	0.8525461475701712	0.8954469413363606	0.9331364326445467	0.9149874051960493	0.9549105469892355	0.660617905306607	0.5032961570347919	0.8161010481312998	0.9507472112289357	0.9445812165960615	1.0	0.8642905073420766	0.670492385232558	0.9299310811011002	0.8900639040216134	0.9517551247491876	0.9460555027304745	0.9399635790422023	0.7152800677282771	0.8453129826613636	0.9085882242560944	0.9598436718997332	0.9258034091289421	0.940022835797884	0.950137634788544	0.5581470631967812	0.855625852844626	0.7700953101021246	0.7608633270363886	0.9459523520816954	0.9577823049451408	0.6449642456807038	0.913924075635762	0.9068549641524063	0.822655503718087	0.909114402299601	0.8523228373890377
LoombaR_2017__SID5630_kod__bin.18	0.7305103830699787	0.7422517921670746	0.8447862349280253	0.6926283595265718	0.7279502967780034	0.7814258059258318	0.5752620568330623	0.7268554332071353	0.7739593142552857	0.8232375619274207	0.8150401656205158	0.8301941697448149	0.57827442503662	0.3795579669672066	0.7142069002005828	0.7936314440038726	0.7907069720963394	0.6721233483709957	1.0	0.5827968174713943	0.7975355755991349	0.7916264697562073	0.7934607715844075	0.7954294779429366	0.8097083592364287	0.6277574796121127	0.7596544054178253	0.7792565594744314	0.8283227466653809	0.7861952466877817	0.8165856043787715	0.844000288436389	0.4937220283905036	0.7538506897939173	0.6748387465646842	0.6465288856669729	0.8230647561027123	0.8268268029087701	0.6165451550153583	0.8411291516599386	0.6921048218798628	0.608960472694333	0.808065637199078	0.7345604395838836
XieH_2016__YSZC12003_37270__bin.57	0.7562048801617095	0.8450217778419482	0.9062752671094426	0.8008169698719799	0.8558505390316681	0.8981332418904611	0.6666931369717971	0.8296659928770814	0.919980267590721	0.9784820483203388	0.8680052218692849	0.8722699489845028	0.6449098806429877	0.38021344691500625	0.7814413081143516	0.8891146886129561	0.8404412118586967	0.7351670035614593	0.8217128693810761	1.0	0.869751660410049	0.8435773414188084	0.8793369188564828	0.8835757772644143	0.8974919385888921	0.69226826451054	0.8584476369236693	0.8124548801617095	0.9990386466454905	0.8366006112234093	0.8523311916450091	0.8883656992973338	0.5310069544710752	0.8250366974684762	0.7432103667340456	0.7118623062854943	0.9492973337183559	1.0178060929829627	0.7587159495620368	0.8898456299932621	0.8059738665896622	0.6852879247280778	0.8280513042641255	0.8419506208489749
BackhedF_2015__SID12_B__bin.5	0.7910862688854399	0.792443603145872	0.890285279372534	0.7563221964726393	0.7933917724530336	0.8519963234948666	0.6471460530957728	0.7668250935142656	0.8477244363731413	0.8939306059656079	0.848811414250045	0.8902951027482389	0.6026457340496141	0.4165030149221348	0.7464492767859965	0.8588581649763343	0.9163133810607025	0.7238849827920084	0.798324815470023	0.6174786042606115	1.0	0.8487832254328052	0.8673998037033273	0.9250899265980284	0.8661859761488437	0.6614283871640084	0.7864769701634182	0.8187693958282258	0.9096416005439588	0.8240573616804635	0.8703694528892257	0.8694550247420937	0.5310222204758444	0.8084134223188805	0.7208867176855784	0.6823137381190542	0.8966576604819262	0.9086016040291216	0.6443925181753806	0.8501243297681598	0.7950331304023227	0.7012527793746696	0.8416002022761189	0.8024258612751425
QinN_2014__LD-64__bin.31	0.784719852835168	0.7614600469550857	0.8476069437380324	0.7160024843155385	0.7660185714847421	0.808362283896046	0.6072456102744797	0.7407297951708051	0.8027497432606177	0.8340653946599054	0.8159340345732503	0.8523510731896439	0.5842525850453167	0.3695174145192093	0.7233979314563983	0.8309532355926823	0.8605252999802557	0.6858545796006239	0.7844078336269612	0.5928483337201864	0.8402119193874277	1.0	0.8095431370783248	0.8275912074847405	0.8339064255240168	0.6285385958881957	0.7624392291857187	0.7901539759829768	0.8521836482486548	0.808639634303341	0.8823459278322402	0.8297195336285255	0.5188503149153214	0.7633947351620702	0.6947796818841563	0.6627008940745522	0.8511922051006262	0.850541108107891	0.6491762566066263	0.830691528424823	0.7129719237675347	0.6284087992799036	0.812282817930873	0.7651903253751524
BackhedF_2015__SID241_4M__bin.11	0.7908488894968408	0.7970303758586119	0.9141790657124899	0.767624595043383	0.7848305978380381	0.8446849606341478	0.6819283293883791	0.7832622837561967	0.8310809289890932	0.8951865787291072	0.8591573439347845	0.882956066427603	0.6109745624044424	0.45621880037608376	0.7607401161149792	0.8704809785102444	0.8625376819599294	0.7508891297609999	0.8049831957072434	0.632723178496046	0.8791259689956037	0.8288572388322012	1.0	0.8730319238274656	0.878743738431357	0.6624241815590852	0.8039222136993511	0.8303268569133085	0.9037415307576563	0.8345166752953521	0.8853290992171848	0.894271043459139	0.5367110163783416	0.793692892675891	0.7206435671851382	0.6865133646505556	0.8834746533086535	0.9002551378194418	0.6283480886740279	0.8531226029425261	0.8095141213198945	0.7132123643579306	0.8436348005561606	0.7846552825735761
VincentC_2016__MM058.1__bin.43	0.8082839044329234	0.8050758392345463	0.9002624820097331	0.7819310407125057	0.805498398790255	0.8760584617442458	0.6626997603613948	0.7903075347623634	0.8683134184590343	0.9036017013559254	0.8668707228330685	0.9034349358169818	0.6249264972201402	0.42125018565694766	0.7615096450412875	0.8743643149540917	0.9044928547046557	0.7488202640975509	0.8096054344720004	0.6378412722126051	0.9406457995495593	0.8500921119031509	0.8758717190834496	1.0	0.8798098177999629	0.6799500050811375	0.8009175578923963	0.8372164225838757	0.9276007389797944	0.8428456280937396	0.8827217004526121	0.8853990690661218	0.5356708882088946	0.8244319331687103	0.7362629058721446	0.7011444285110009	0.9137644106705626	0.9265710486338689	0.655617870664639	0.868629578126615	0.814528057867642	0.7324520527361273	0.863386452210816	0.8206089200454784
VatanenT_2016__G78589__bin.3	0.8156166809042128	0.8669556755471698	0.933408645960573	0.7762598454183931	0.8310012144050258	0.893831815992357	0.6714972309968678	0.8435901325378049	0.8806924681163238	0.9292021385592668	0.9024980905720832	0.9277814887062107	0.642186514515644	0.4328715223352059	0.8143344146771803	0.9121845008564704	0.8925557592870049	0.7598485231539757	0.8416962284252386	0.6616897350397098	0.8995148589418442	0.8748275748890492	0.9003837484398577	0.8985532701558857	1.0	0.7059476572805311	0.8487218586695124	0.8595996100420386	0.9436343975566419	0.8700174132729412	0.9153948235653122	0.9277087485950958	0.5788817715942769	0.8411032191047466	0.7769881336040684	0.7385773631000061	0.9355336329871081	0.9427482101053756	0.6796401316063766	0.9023042647881977	0.7910828607443797	0.692296023865853	0.8793915733242497	0.8286602247314603
QinN_2014__LD-91__bin.15	0.8316282346462146	0.8658817947909508	0.9858082942596037	0.7969002468096823	0.8694400024794211	0.9268463492014297	0.6522224493700423	0.8419571691924777	0.9151614812395437	0.9646944739306156	0.9547988420626637	0.9466417850401505	0.6826555553635064	0.4071817385867657	0.8183275708646564	0.9427790138460173	0.9010252048651488	0.7769963362977117	0.876890782096434	0.6858436379306131	0.9230109946829529	0.8860616601035516	0.9120705490666111	0.9331658929402655	0.9486354541721326	1.0	0.8929498018549169	0.8899584041349115	0.9739219733331108	0.8814949955626706	0.9300237035041492	0.9764073545828463	0.580681018303015	0.8642040134437073	0.7835030286486381	0.7455374890258796	0.9622079006515036	0.973944621891262	0.7306114931896381	0.9280711593856519	0.7989249087054502	0.6971935456377386	0.8951037989380211	0.8734625056099883
QinN_2014__LD-44__bin.14	0.780866033764568	0.8141613274343259	0.9173562418358088	0.7404662416920587	0.8153614084908053	0.8784607244724256	0.6197008978813561	0.7901198272588118	0.8822905040108582	0.930720359319478	0.8850820372256983	0.8839895368512525	0.6214977734972207	0.40378136823151733	0.7762419192764644	0.8900780470025564	0.8408357720606476	0.7144136319562852	0.8255797184446616	0.6616888961433717	0.8538850305654339	0.8362315970955071	0.8611833596797805	0.8551829543973836	0.8873226831549519	0.6947305405326449	1.0	0.8225057859394831	0.9444841946820829	0.8243736091603097	0.8866781264824223	0.9128118854395576	0.5445502269627794	0.8115914475212623	0.730239584961148	0.7047805238159053	0.9214475537219439	0.948903349422519	0.6642221429793636	0.8667692083684787	0.7428107586246552	0.6490282264814486	0.8510730941177944	0.8166129613391199
LiuW_2016__SRR3993058__bin.16	0.8366454277242374	0.8254398148577404	0.9192594124181054	0.7925276443132361	0.8202618954458045	0.8751462649811501	0.6746496594413466	0.8028876555137494	0.8556306686372648	0.9023955932285108	0.8980405592097334	0.918780052701753	0.6480952637034757	0.4336281503761629	0.7987579298336056	0.8952075154702454	0.8871093960067573	0.7677043212841277	0.8466776755597011	0.6260859769202668	0.8887296689358214	0.8664185802422204	0.8892530704056105	0.8937244673729419	0.8984772679648632	0.6922352997898976	0.8223063600000742	1.0	0.9147138398660389	0.8723716345146414	0.9231054164866364	0.9086407138658275	0.5427663969766032	0.8186685111662071	0.7534635362097388	0.7156729301766677	0.9073347599770798	0.9130833677940738	0.6656178548050016	0.8937712907108061	0.7911878478139527	0.7081014573648011	0.9140685122788408	0.8097094913223838
LiJ_2014__V1.CD7-0-PN__bin.21	0.7575109252536287	0.7694686885037708	0.8712171670101729	0.7144819277971814	0.808733116467165	0.8723705043432286	0.6207220122611263	0.7509205399545592	0.9076513999094689	0.9445820814295172	0.8346348355648309	0.8721794094451042	0.5877135535250838	0.4121833348528032	0.7342136703716517	0.8858327418017303	0.8316000097139906	0.6964569015315858	0.7728657984323052	0.6611254454402169	0.8479012007527547	0.8024464924332393	0.8311652688207573	0.8503424380762954	0.8469962867872609	0.6505415748847161	0.810879351041726	0.7855107070869534	1.0	0.8038271530721889	0.8325507068321601	0.8726300749131812	0.5088287833505385	0.8046436856473002	0.6996183277524334	0.6597360262851033	0.9189781518814287	0.9871162227226963	0.6214211010967653	0.8378281109353657	0.731909782506138	0.6441406920262868	0.8105783765771798	0.8071844515636141
BackhedF_2015__SID582_4M__bin.1	0.7662721434354043	0.7662255869352115	0.868356322760697	0.7357599615822658	0.7713058494793862	0.8142046468560137	0.6305539102718296	0.7545131785071055	0.8025224139372918	0.8441077144982977	0.8272909031185096	0.855450257397095	0.589456590805436	0.41436233544648116	0.7331773690576878	0.8328207807525081	0.8619069542478928	0.7273797915475811	0.7942982943939939	0.5994714112913307	0.8317275651553909	0.8244923401624822	0.8310494783516584	0.8366224638562059	0.8455794171988333	0.6375576459998914	0.7663626699635567	0.8111797675796051	0.870384979148723	1.0	0.8510769639299204	0.8534556562268025	0.50273907409467	0.7627493682541571	0.6953010696786999	0.6601302202553537	0.8541919386557759	0.8711734221010604	0.6288804627371256	0.8585527308404914	0.7554585341082404	0.6709546065501547	0.8312301003292579	0.7630795745425608
