	CM_madagascar__A09_02_1FE__bin.29	VatanenT_2016__G80310__bin.4	QinN_2014__LD-33__bin.41	VatanenT_2016__G78766__bin.2	GeversD_2014__SKBSTL023__bin.4	LoombaR_2017__SID1050_bax__bin.8	BackhedF_2015__SID608_B__bin.7	VincentC_2016__MM098.1__bin.2	VincentC_2016__MM019.2__bin.8	HeQ_2017__RSZAXPI003095-129__bin.6	QinN_2014__LD-5__bin.1	VatanenT_2016__G80539__bin.15	WenC_2017__RA039__bin.8	QinN_2014__LD-45__bin.19	VatanenT_2016__G78542__bin.1	QinN_2014__LD-85__bin.11	HeQ_2017__SZAXPI029473-40__bin.23	BackhedF_2015__SID103_B__bin.7	LoombaR_2017__SID5630_kod__bin.18	XieH_2016__YSZC12003_37270__bin.57	BackhedF_2015__SID12_B__bin.5	QinN_2014__LD-64__bin.31	BackhedF_2015__SID241_4M__bin.11	VincentC_2016__MM058.1__bin.43	VatanenT_2016__G78589__bin.3	QinN_2014__LD-91__bin.15	QinN_2014__LD-44__bin.14	LiuW_2016__SRR3993058__bin.16	LiJ_2014__V1.CD7-0-PN__bin.21	BackhedF_2015__SID582_4M__bin.1	WenC_2017__N227__bin.3	QinN_2014__LD-61__bin.27	VatanenT_2016__G78904__bin.6	BackhedF_2015__SID536_4M__bin.1	VatanenT_2016__G69157__bin.8	BackhedF_2015__SID532_4M__bin.3	LoombaR_2017__SID0017_mqf__bin.5	FerrettiP_2018__CA_C10034IS2595FE_t4M15__bin.6	NielsenHB_2014__V1_UC14_1__bin.19	QinN_2014__LD-38__bin.43	BackhedF_2015__SID577_4M__bin.10	BackhedF_2015__SID12_4M__bin.1	CM_periimplantitis__SP_123SPT_T016__bin.1	BackhedF_2015__SID546_4M__bin.20
QinN_2014__LD-5__bin.1	0.9883941343327574	0.99240598472942	0.9958418117846707	0.9893957533726067	0.9933672151377155	0.993761320185148	0.991128553967015	0.9924057376197388	0.9931085026053346	0.9937104750745266	1.0	0.9916754948102093	0.9881126698362533	0.996445674870952	0.9925580444607277	0.993617376132194	0.9884253809496749	0.9892886655976688	0.9903432786606471	0.9934492239113656	0.9881837691409614	0.9889780960926766	0.9886448995694267	0.9890681951967843	0.9922212913865626	0.9940529525502061	0.9937998735815675	0.98889157183748	0.993221927280807	0.9869716439241719	0.9886607779956719	0.9959310106029553	0.9922937965711615	0.9906482271888527	0.9921753108320863	0.9916009170509364	0.9932694524303511	0.99370981514433	0.9921287653262021	0.9873411783528027	0.9891815836697437	0.9895842931293959	0.988178807294134	0.9926489390972211
VatanenT_2016__G80539__bin.15	0.9889564689441105	0.9928878306551232	0.9918140520211827	0.9903340978959919	0.9933323230792545	0.9927211681514168	0.9908776934734391	0.9928960298513755	0.9918607703766253	0.9922501413882592	0.9916754948102093	1.0	0.9885272132400353	0.9930044953384798	0.9929334294741476	0.9921891008276377	0.989942895417687	0.989785925278015	0.9894208306509108	0.9919992665652264	0.988609977083365	0.9893979094206615	0.9891590728449202	0.9897639825786922	0.9929338518150023	0.9913008418298564	0.9917867115058354	0.9889471002730041	0.9917501131733816	0.9873012714151739	0.9891324424692843	0.9915809094148073	0.9927365671432182	0.9912174525695807	0.9927533842129654	0.9919950727538687	0.9924635113888518	0.9924854729146017	0.9915615845689305	0.9872113058028078	0.989973424183454	0.9903604140092438	0.9881687105472001	0.9913878319487052
WenC_2017__RA039__bin.8	0.9889128387163224	0.9883837733984098	0.9879926857774312	0.9896550184790551	0.9890536572353834	0.9892592628679362	0.9881394530854114	0.9880108099878198	0.9883828770494747	0.9888371660119998	0.9881126698362533	0.9885272132400353	1.0	0.9889551678618802	0.9884617985099402	0.989521623452379	0.9891427490455338	0.9890719854106939	0.9880345382146799	0.9886726362359434	0.9880952964516281	0.988114569769878	0.9888048748534931	0.9890209361002535	0.988382769253454	0.9870773086329956	0.9886833567667492	0.9881127066387332	0.9890260300156168	0.9852997550079262	0.9887938305819979	0.9879369401228246	0.9880283583092534	0.9866953906294336	0.9878418450605334	0.9873202498722927	0.9890975072070545	0.9890958850394737	0.9879583571419616	0.9890992126070333	0.98937946357721	0.9901033699105672	0.9874914327331835	0.987724797013917
QinN_2014__LD-45__bin.19	0.9892113552426475	0.9936092303831183	0.99899500816201	0.990739739375607	0.9930101777914979	0.992546367063563	0.992949959220843	0.9930583656867755	0.9923452744658794	0.9921459107481916	0.996445674870952	0.9930044953384798	0.9889551678618802	1.0	0.9930357722558562	0.991485514436196	0.9898948391232277	0.9891359552972866	0.9913498068138381	0.9924171881256526	0.9896928665015117	0.990495067906943	0.9893500878183592	0.9908563991925927	0.9934587363939986	0.9961098911994307	0.9936292286380037	0.9909607823817893	0.9916688776355628	0.9894581677325848	0.989198654318409	0.9980202986041378	0.9931778451267185	0.9915443315765848	0.993662581852765	0.9922048447149687	0.9920773845072122	0.9922116969967795	0.9942089133466385	0.9883393812581606	0.9904390277674943	0.9905340810153621	0.9896235187575665	0.9914682181894026
VatanenT_2016__G78542__bin.1	0.988869285598127	0.9995938499281337	0.9924160981361891	0.989803792907336	0.9936062748971717	0.9936091816326508	0.9913010870828756	0.9993743807398902	0.992584646374672	0.9937077946790998	0.9925580444607277	0.9929334294741476	0.9884617985099402	0.9930357722558562	1.0	0.9934351592091965	0.9894863160096775	0.9898447227496179	0.9892854293304649	0.9932769253709658	0.9885606071747347	0.9897279390455741	0.9894579669933699	0.9894926804273805	0.9996161604612608	0.9914180537864543	0.9930079388101217	0.9891330369111624	0.9936128933889271	0.987423793541675	0.9890084881425777	0.9920049098570574	0.9995099915106249	0.9924831714130993	0.998425827908792	0.998218781010786	0.9934769357258486	0.9938782746481344	0.991471194803693	0.9874916000180088	0.9896842343560848	0.9902578088802948	0.9883376226806668	0.9923965638201455
QinN_2014__LD-85__bin.11	0.9893717939138373	0.9935014148998194	0.9917953826371515	0.990745397226927	0.9974828774706852	0.9973330538113351	0.9908151202696067	0.9935094651368817	0.9974533111108831	0.997655841052368	0.993617376132194	0.9921891008276377	0.989521623452379	0.991485514436196	0.9934351592091965	1.0	0.9903319551516789	0.9899938525667248	0.9893380835464476	0.9978664246814154	0.9898474833572564	0.9915175785496745	0.9901707682527927	0.9907686629595001	0.9936125312464671	0.992452167256962	0.9953325766033541	0.9898325693023046	0.9970948495980828	0.9868034336815845	0.9908327702023634	0.9917947776780482	0.9932054075583984	0.9916811798078158	0.9933328833112007	0.9923286359216047	0.9974130605360344	0.9973179132188886	0.9913605321334035	0.9881878449510344	0.9905504860270952	0.9907384425989446	0.9889289911367425	0.9962876043471413
HeQ_2017__SZAXPI029473-40__bin.23	0.9914825939864833	0.9894108708300956	0.9881905784365503	0.9991131675558349	0.9893535047457305	0.9904742225540906	0.9881735601494342	0.9893623845955605	0.9884563154173667	0.9887420681316994	0.9884253809496749	0.989942895417687	0.9891427490455338	0.9898948391232277	0.9894863160096775	0.9903319551516789	1.0	0.9981076461762162	0.9888213426447903	0.9876820334295318	0.9957661417585968	0.9901064656761782	0.9917586095851582	0.9965725288401864	0.9892309998943107	0.9881849231121207	0.9885271148787701	0.9895124404350985	0.9888173559861205	0.9860118237445409	0.9911117408231579	0.9882777984452847	0.9892323447320335	0.9878518292490451	0.9893069321007071	0.988610050380059	0.989827152907211	0.9886732912837285	0.9889541659188177	0.9880772853422788	0.9976840491307291	0.9985356270388818	0.9887158749434198	0.9881581189299711
BackhedF_2015__SID103_B__bin.7	0.9921394321358286	0.9900454346083072	0.9894019608515463	0.9982650110147364	0.9897325597376591	0.9903799585746683	0.9886875173578366	0.989857633562499	0.9887476871962457	0.9893215517692706	0.9892886655976688	0.989785925278015	0.9890719854106939	0.9891359552972866	0.9898447227496179	0.9899938525667248	0.9981076461762162	1.0	0.9892952311809284	0.9892271875091069	0.996625328558576	0.9906069399459695	0.9924563688043244	0.9971339596290802	0.9899082468085155	0.987910036851881	0.9890676950356203	0.9905341378169717	0.9890320439577587	0.9865455225800416	0.9920865350651156	0.9882716507347696	0.989609386476151	0.988135610403962	0.9894586647548027	0.9887543992744405	0.9897686023194306	0.9890994804149881	0.988871278999534	0.9888669892249696	0.9978212073976318	0.9984251370763353	0.9898726494026165	0.9880543567791732
LoombaR_2017__SID5630_kod__bin.18	0.9890561634181003	0.9892639807378333	0.9918419425845086	0.9897409883063363	0.9887217718310299	0.9894346774459322	0.988867561535364	0.9891625352606647	0.988060408808029	0.9888745095727806	0.9903432786606471	0.9894208306509108	0.9880345382146799	0.9913498068138381	0.9892854293304649	0.9893380835464476	0.9888213426447903	0.9892952311809284	1.0	0.9878568628613831	0.9887883492783102	0.9882000526241221	0.9898381967975762	0.9895677957914473	0.9894350904323516	0.9901680232268589	0.9897647920186392	0.9886412848128949	0.9883308378775066	0.9865107095168698	0.9889340918333442	0.9917737379328603	0.9889627327706156	0.9874118511017145	0.989239456493729	0.9887638909733959	0.9889269514075727	0.9885489504692497	0.9893673981929575	0.9892708924028082	0.9896258244004222	0.9907416663195746	0.9878444185726268	0.9879006319674657
XieH_2016__YSZC12003_37270__bin.57	0.987813762032407	0.9935631227767132	0.9904873053392201	0.9888504998295149	0.9985989295428621	0.9982748163983383	0.9901777792470852	0.9933610454642694	0.99839066967075	0.999399673968278	0.9934492239113656	0.9919992665652264	0.9886726362359434	0.9924171881256526	0.9932769253709658	0.9978664246814154	0.9876820334295318	0.9892271875091069	0.9878568628613831	1.0	0.9871463189310653	0.988613754584462	0.9879906937508618	0.988187887673244	0.9930175453310409	0.9927770799111025	0.9962348298831492	0.9881538174487903	0.9987099971313222	0.9853057667372837	0.987762247513128	0.9901546239673855	0.9933835280347536	0.9914067560377533	0.9932648373374199	0.992704587820957	0.998681049388498	0.9990327586573414	0.9907544521056423	0.9862142813804121	0.9890415084979248	0.9894343411707174	0.9872776165094749	0.9971997657208572
BackhedF_2015__SID12_B__bin.5	0.991400641981203	0.9886612990030214	0.987762391851767	0.9969261568290549	0.9881950333066993	0.9893856145094846	0.9878365295285408	0.9885546493880616	0.9876696977809536	0.9878946784634591	0.9881837691409614	0.988609977083365	0.9880952964516281	0.9896928665015117	0.9885606071747347	0.9898474833572564	0.9957661417585968	0.996625328558576	0.9887883492783102	0.9871463189310653	1.0	0.9898568785843861	0.9921978054190321	0.998731045803621	0.9885596909215517	0.9875289743941282	0.9879180725140978	0.9893551741667118	0.987624282337753	0.9853535768803154	0.9913399443970141	0.98809453313465	0.9881970590409336	0.9872848313572322	0.988328727947286	0.9880557874880168	0.9889092380465185	0.9878964736126964	0.9876144879267277	0.9886032895795545	0.9989004579010605	0.9989705355344728	0.9884713358542357	0.9873784606620106
QinN_2014__LD-64__bin.31	0.9926107043976925	0.9897118131706596	0.9883320408920852	0.9907124926801502	0.9894486379508262	0.9903280927649493	0.9884063895265937	0.9896113579173009	0.9891138325227444	0.9891932873225707	0.9889780960926766	0.9893979094206615	0.988114569769878	0.990495067906943	0.9897279390455741	0.9915175785496745	0.9901064656761782	0.9906069399459695	0.9882000526241221	0.988613754584462	0.9898568785843861	1.0	0.9912597856957227	0.9910537126586169	0.9896007004111654	0.9883589047398073	0.9887410726328291	0.9887826337690234	0.9891045386223815	0.9865009144841288	0.9946586685705516	0.9887201908030434	0.9895872812103365	0.9884681246154217	0.9898760757460122	0.9888063891394723	0.9898472066051665	0.9893021199545411	0.9886477778464582	0.9884163979454776	0.9910826894979906	0.991428687682057	0.9882276390982084	0.9887686733507575
BackhedF_2015__SID241_4M__bin.11	0.9928126791599757	0.9892587217814447	0.9885583084851918	0.9925823929786853	0.9886577790186362	0.9897661834651025	0.9885596490897796	0.9892834140863428	0.9880740455968459	0.9883930282653779	0.9886448995694267	0.9891590728449202	0.9888048748534931	0.9893500878183592	0.9894579669933699	0.9901707682527927	0.9917586095851582	0.9924563688043244	0.9898381967975762	0.9879906937508618	0.9921978054190321	0.9912597856957227	1.0	0.9931384821144545	0.9893168766155538	0.9880646992091128	0.9887319819520051	0.9901131051683982	0.9885128711146127	0.9858794578636415	0.9923849321223496	0.9885766185316993	0.9888597959702896	0.9875671384220289	0.9891123586760391	0.9883813398447189	0.9892113930093859	0.9883805812323266	0.988115886781664	0.9887658657312246	0.9930832248687406	0.9933020602042901	0.9894174172710594	0.987653318701844
VincentC_2016__MM058.1__bin.43	0.9922848202732595	0.9896909142840364	0.9889440164110392	0.9977175250191176	0.9890640097777608	0.9903237778798911	0.9888943757079941	0.9895906915485138	0.9885389468646374	0.9890671652256089	0.9890681951967843	0.9897639825786922	0.9890209361002535	0.9908563991925927	0.9894926804273805	0.9907686629595001	0.9965725288401864	0.9971339596290802	0.9895677957914473	0.988187887673244	0.998731045803621	0.9910537126586169	0.9931384821144545	1.0	0.9895819086287275	0.9880768839981092	0.9889952545688651	0.9904205042104879	0.9886202847381939	0.9866759736915555	0.9923147036581561	0.9891903510333916	0.9892140767966714	0.9877327203422371	0.9892274854913566	0.9886365028082663	0.9898468560395964	0.9889276281818932	0.9887634562131092	0.9894859425870033	0.9995805679866251	0.9995786117301219	0.9893764836444529	0.9876819533246076
VatanenT_2016__G78589__bin.3	0.9885607229446771	0.9997008016980143	0.992024078609022	0.989857416760459	0.9933419399989927	0.9938305852067197	0.9913110607512037	0.9995312299642852	0.9931153519898208	0.993542154550085	0.9922212913865626	0.9929338518150023	0.988382769253454	0.9934587363939986	0.9996161604612608	0.9936125312464671	0.9892309998943107	0.9899082468085155	0.9894350904323516	0.9930175453310409	0.9885596909215517	0.9896007004111654	0.9893168766155538	0.9895819086287275	1.0	0.9917111856313094	0.9928702294591679	0.9890836435827493	0.9933021019989112	0.9874963501444839	0.9888625151885683	0.9915884319249895	0.9995703483701193	0.9925390242268429	0.9984485794128426	0.9982620914730977	0.9934709234248874	0.9937514230532047	0.9912064852333121	0.9874602642207856	0.9898186548481817	0.9903072654586014	0.9881443293831044	0.9925322308851248
QinN_2014__LD-91__bin.15	0.9873254615146753	0.9919241520291353	0.9961659055894905	0.9886154335296444	0.9928663653311208	0.9926908190942616	0.9905920074155946	0.9915615368363274	0.9921844861889306	0.993037098662269	0.9940529525502061	0.9913008418298564	0.9870773086329956	0.9961098911994307	0.9914180537864543	0.992452167256962	0.9881849231121207	0.987910036851881	0.9901680232268589	0.9927770799111025	0.9875289743941282	0.9883589047398073	0.9880646992091128	0.9880768839981092	0.9917111856313094	1.0	0.9936766076266718	0.9877541354268787	0.9926007053658098	0.9868419472316712	0.9877912755034216	0.9957543465522984	0.991966710210016	0.9897034652600311	0.991201435035465	0.9907229934800378	0.9926443371295268	0.9931275195195342	0.9921635599873736	0.9862237701559144	0.988200818312507	0.9885883261695212	0.9872379503677619	0.991794292211176
QinN_2014__LD-44__bin.14	0.9882840537420543	0.9930387135307319	0.9937725266803805	0.9895880845198906	0.9954810153957989	0.9955373635445903	0.9906391722620617	0.992759580432048	0.9956842890223321	0.9963113332065887	0.9937998735815675	0.9917867115058354	0.9886833567667492	0.9936292286380037	0.9930079388101217	0.9953325766033541	0.9885271148787701	0.9890676950356203	0.9897647920186392	0.9962348298831492	0.9879180725140978	0.9887410726328291	0.9887319819520051	0.9889952545688651	0.9928702294591679	0.9936766076266718	1.0	0.9886732528014484	0.9957491951825842	0.9869016650623358	0.9882682745179314	0.9934257705555065	0.9927794568318715	0.9910409527325604	0.9927083911181938	0.9920777331233261	0.9956309144866751	0.9958953923662279	0.9922306693220192	0.9867747688012932	0.9892563626886945	0.9896771556777412	0.9874608791373154	0.9946793578854797
LiuW_2016__SRR3993058__bin.16	0.9898186967844128	0.9891854113610403	0.9892305696767724	0.9905626594908807	0.9887121893267603	0.9895158119859728	0.9888600700033907	0.9890996316285445	0.9882410202645757	0.9887567108477371	0.98889157183748	0.9889471002730041	0.9881127066387332	0.9909607823817893	0.9891330369111624	0.9898325693023046	0.9895124404350985	0.9905341378169717	0.9886412848128949	0.9881538174487903	0.9893551741667118	0.9887826337690234	0.9901131051683982	0.9904205042104879	0.9890836435827493	0.9877541354268787	0.9886732528014484	1.0	0.9887255665905149	0.9858716170232162	0.9897716224035121	0.9889264225437391	0.989022323668698	0.9875365662840268	0.9890641811463319	0.9881295514321029	0.989180058921372	0.9890249003598945	0.9878093081047908	0.9878682913331762	0.9909764848589016	0.9916887794952237	0.9925211787512276	0.9876645067018474
LiJ_2014__V1.CD7-0-PN__bin.21	0.9883280750543575	0.9937386919326403	0.9908604945158439	0.9893930498013953	0.9984272162366332	0.9981406052279876	0.9902609672090437	0.9936253288479023	0.9987051171527296	0.998828839675645	0.993221927280807	0.9917501131733816	0.9890260300156168	0.9916688776355628	0.9936128933889271	0.9970948495980828	0.9888173559861205	0.9890320439577587	0.9883308378775066	0.9987099971313222	0.987624282337753	0.9891045386223815	0.9885128711146127	0.9886202847381939	0.9933021019989112	0.9926007053658098	0.9957491951825842	0.9887255665905149	1.0	0.9856522675138651	0.9881646207830526	0.9896269915837541	0.9936382436172528	0.9919384087755814	0.9936749229297331	0.9928654452206631	0.9982438068351851	0.9982137077099226	0.9906231317661006	0.9863536255739693	0.9891547284566109	0.9892507764924552	0.987252786043767	0.9977039491975386
BackhedF_2015__SID582_4M__bin.1	0.9866136570891615	0.9874415785634646	0.9872113110917801	0.9865256343563956	0.9866797250029089	0.9872065054112452	0.9876444430040093	0.9869201257634672	0.9861187255246264	0.9864758933870167	0.9869716439241719	0.9873012714151739	0.9852997550079262	0.9894581677325848	0.987423793541675	0.9868034336815845	0.9860118237445409	0.9865455225800416	0.9865107095168698	0.9853057667372837	0.9853535768803154	0.9865009144841288	0.9858794578636415	0.9866759736915555	0.9874963501444839	0.9868419472316712	0.9869016650623358	0.9858716170232162	0.9856522675138651	1.0	0.9859101897567604	0.9868148157747697	0.9875547448964038	0.9860820309735278	0.9882507847208735	0.9873759126817304	0.9869808632935856	0.9857400677999171	0.986853035403115	0.9846248006415067	0.987175890719617	0.9879042495391974	0.9849538645112254	0.9857952741873507
