	BritoIL_2016__M1.57.ST__bin.49	CosteaPI_2017__SID713B002-11-90-0__bin.69	ZeeviD_2015__PNP_Main_415__bin.61	CosteaPI_2017__SID713A066-11-90-0__bin.37	CosteaPI_2017__SID713A078-11-0-0__bin.28	CosteaPI_2017__SID713B065-11-0-0__bin.55	CosteaPI_2017__SID713A066-11-0-0__bin.48	CM_madagascar__A46_01_1FE__bin.15	ZeeviD_2015__PNP_Main_51__bin.51	CosteaPI_2017__SID713B032-11-0-0__bin.37	Obregon-TitoAJ_2015__SM30__bin.13	CM_madagascar__A81_01_1FE__bin.24	CosteaPI_2017__SID713B042-11-0-0__bin.44	ZeeviD_2015__PNP_Main_587__bin.27	LiuW_2016__SRR3992983__bin.11	CosteaPI_2017__SID713A078-11-90-0__bin.4	CosteaPI_2017__SID713A073-11-90-0__bin.42	ZellerG_2014__CCIS74726977ST-3-0__bin.59	LiuW_2016__SRR3993058__bin.63	CosteaPI_2017__SID713A049-11-90-0__bin.34	CosteaPI_2017__SID713A073-11-0-0__bin.42	CosteaPI_2017__SID713B043-11-0-0__bin.37	ZeeviD_2015__PNP_Main_73__bin.17	HMP_2012__SRS017307__bin.40	CosteaPI_2017__SID713B042-11-90-0__bin.30	CosteaPI_2017__SID713B046-11-0-0__bin.20	CosteaPI_2017__SID713B037-11-90-0__bin.28	CM_madagascar__A62_01_1FE__bin.52	CosteaPI_2017__SID713B046-11-90-0__bin.62	LiuW_2016__SRR3993059__bin.71	RampelliS_2015__H9__bin.15	ZeeviD_2015__PNP_Main_293__bin.8	BritoIL_2016__M1.65.ST__bin.15	RampelliS_2015__H6__bin.15	ZeeviD_2015__PNP_Main_374__bin.24	CosteaPI_2017__SID713B032-11-90-0__bin.28	SchirmerM_2016__G88821__bin.15	HMP_2012__SRS049959__bin.25	CosteaPI_2017__SID713B065-11-90-0__bin.33	CosteaPI_2017__SID713B043-11-90-0__bin.27	CosteaPI_2017__SID713A049-11-0-0__bin.64
LiuW_2016__SRR3993058__bin.63	0.888254299222679	0.6938435491064453	0.9133811145736571	0.7847031853213302	0.8674042173620323	0.9130160795331339	0.9427557825622146	0.8958935215039254	0.9139014433797984	0.9356392563701219	0.8912735319767855	0.8967741507845649	0.9405669926888831	0.7795950620370187	0.7123400781960925	0.8982863711729319	0.9092932902677208	0.929083776251985	1.0	0.9272898491851338	0.9188367550041996	0.8844226149386921	0.8915509775458472	0.9292873625910575	0.943271376802331	0.9425976480569814	0.9081465783764794	0.7156774737870752	0.934992988107717	0.9643572400510196	0.8436106558036783	0.9120194533848833	0.9005310289253576	0.8211636048228184	0.9168865872585253	0.9307531842323801	0.7405879194707133	0.8989572591786664	0.7971252662009748	0.9459610837611013	0.9208153301460235
CosteaPI_2017__SID713A049-11-90-0__bin.34	0.8723387061972258	0.6392376732839568	0.8966807496680919	0.7312504706791233	0.8237206201033506	0.8672896413361618	0.9432511171489665	0.8862301923417016	0.8680634589690498	0.9459647673935504	0.8511837421296105	0.8637975195527512	0.95620632203506	0.7189256585065362	0.6357315897827303	0.8736790311075534	0.9237914440900895	0.9133717717758374	0.8286292216215393	1.0	0.915820149381919	0.8582961796509232	0.8647896476823972	0.9154059517533802	0.9663323751928198	0.9185206840734031	0.8918419567389827	0.6752309818133817	0.9035871460810304	0.8845370167447536	0.8153622050375571	0.9009758817670965	0.8891524221888081	0.7766527077693998	0.8968774829645888	0.9406254680348586	0.69950067820102	0.8792878339283282	0.7421659955170193	0.9697991120347469	0.9607294955250579
CosteaPI_2017__SID713A073-11-0-0__bin.42	0.8495659115436994	0.6822347164776966	0.9227065148177216	0.7434735320020894	0.8652168171108492	0.8931257481201837	0.9439365148261333	0.8618033281937529	0.8770479461445997	0.9544474194006963	0.8679115218289167	0.8748099995541772	0.9598343053112642	0.7451184500842437	0.6616961624746701	0.895115127442247	0.9437245386784969	0.9225609915100188	0.8162339240906686	0.9104198894191097	1.0	0.8727041174684328	0.8685445061586642	0.9165512153719719	0.9739984337317981	0.9372664161646954	0.9085793981055053	0.6834279234833401	0.9219116042640852	0.9047141981118981	0.8433757033276049	0.9301021270797005	0.8806713082713598	0.8070958174246076	0.9203247272699744	0.9540049612512649	0.7271181422141245	0.8815936568661346	0.7794064331396107	0.9518873027128741	0.9520311436701988
CosteaPI_2017__SID713B043-11-0-0__bin.37	0.8687855131339114	0.704894184569954	0.9184048785041816	0.7806599177550034	0.8822285004201075	0.9094081423815519	0.949496913320082	0.8769302512759576	0.8828733903809428	0.9498349933698242	0.881452185238863	0.8879763144561398	0.9744550158661964	0.7579020546747045	0.6885970040488032	0.9115317926671979	0.9284670652929559	0.9266384419676078	0.8465651338860444	0.9193756123735486	0.9403537966933414	1.0	0.8823617384021775	0.9169233990368797	0.9824773925961375	0.9378109452736318	0.902363750567621	0.7086524926832407	0.9239995141798749	0.9092703724953298	0.850600794533436	0.9248487930179672	0.8903537513743	0.8272102776335122	0.9167058676375818	0.9459475259882043	0.7443303613105904	0.89480815996534	0.8027094442163386	0.9738368641398581	0.941774548645006
ZeeviD_2015__PNP_Main_73__bin.17	0.83332227311824	0.6381738400367513	0.8945484842010892	0.7173270185927211	0.8276074956576168	0.865169698664083	0.9200222288916509	0.8567208360323826	0.9082086347598728	0.9022648038124775	0.8620935317436023	0.870975241244698	0.9090379368231951	0.7335371552584472	0.6423130720182695	0.8847672581098849	0.8750502526224484	0.9078288769229255	0.8062117593063147	0.8751221796986683	0.8841353273688091	0.833583436906896	1.0	0.9046747890032063	0.9153148586354662	0.9151581603622727	0.8793800057284779	0.6874301868519873	0.899204049836901	0.8828569092164701	0.8166814302699106	0.8968073369042844	0.8650288414731522	0.778439345138222	0.9349368219106999	0.8927807050480392	0.7143270601220448	0.8662571675545522	0.7417732336229969	0.9044363164945484	0.8895628246619106
HMP_2012__SRS017307__bin.40	0.7735266881224192	0.5948813608209862	0.8482780999514209	0.6737836258197717	0.7686524623512266	0.8064655695895069	0.8791664136507166	0.8061680228321594	0.8146906120961865	0.8585916626184115	0.8028654056351713	0.8058480841632256	0.8611314367257712	0.6695310602380374	0.5905058294874909	0.8304332645129949	0.822405194923488	0.8664364221520524	0.7449189336895798	0.8211603564488705	0.827064610153024	0.7678767154481418	0.8019522710711683	1.0	0.8630123572990042	0.8650898712654845	0.8320143611853291	0.6306165745688608	0.8523272407092544	0.824937378552344	0.7555114464415836	0.8901061907942677	0.8083514239737674	0.7222556624969638	0.8356858756376002	0.8611826724556716	0.6604577817585621	0.8236215691037163	0.6934790199174156	0.8582026505950935	0.8415502793296089
CosteaPI_2017__SID713B042-11-90-0__bin.30	0.8249172024692356	0.6343755969797092	0.8939167792142992	0.7078732871217919	0.8210310239199841	0.8527206191839222	0.9254271089491156	0.8371049048539378	0.8562792556832468	0.934887778601972	0.8377046794579356	0.848501799127679	0.9674740937774463	0.712008554535359	0.6249478776648095	0.8763656247952862	0.8982650470268008	0.9010960302295815	0.781514546593543	0.8959467553919894	0.9084110052559712	0.8503984048898302	0.8386253275910832	0.8919868308482634	1.0	0.9080426675495266	0.8820668177936533	0.6580308015052028	0.8942298074248879	0.8710076644839683	0.8095898035963724	0.9020562972214627	0.8580228777334561	0.774182704132247	0.88572391304092	0.9288967010827717	0.6923681917835194	0.8544006941537863	0.7345410939747561	0.965960339561078	0.9346579107681312
CosteaPI_2017__SID713B046-11-0-0__bin.20	0.7484467781451613	0.5844179423617074	0.8377064904383453	0.6534476136190196	0.748571556708421	0.7797412418107287	0.8451302724368133	0.7663942756658654	0.7969664703725056	0.8397340516720689	0.774817732878392	0.7750730768368309	0.8360699020361692	0.6465381363073791	0.5797642444676079	0.808320957952156	0.8004779923165339	0.8338575238580229	0.7200573041030809	0.7852083512664844	0.8059859712727196	0.7484373745432924	0.773096873736391	0.824409435718786	0.8372334169289428	1.0	0.8724184400292524	0.6017003158886874	0.8798812831431756	0.808599810915267	0.7363088981944361	0.838145566310222	0.7783665075529007	0.7086724356558542	0.8188341848415385	0.8363903478537003	0.6336953478934847	0.7806873888295337	0.6698919815486865	0.8376891299425874	0.811801013997623
CosteaPI_2017__SID713B037-11-90-0__bin.28	0.7877174078164096	0.6170930537331923	0.8978095697613738	0.6833675592157616	0.7904163856051369	0.8211964602382877	0.8931152846835175	0.8040368175517776	0.8312095969951538	0.893979130738673	0.8163793870195619	0.8155332507924165	0.8800037151283647	0.6826571983366929	0.6095632284150648	0.8360428058349554	0.8548364753191902	0.8685824502688352	0.7548794511684944	0.8295924929219721	0.850174855035219	0.7836150245458217	0.8083422735168806	0.8627669363020777	0.8849581379021016	0.9493050269937134	1.0	0.6365254576809886	0.9087463724368959	0.8571863727202532	0.7760509602268747	0.8844638369247553	0.8303941578032257	0.7450611225197386	0.8672589357888862	0.8778187159036617	0.6768283036109946	0.8189252731839358	0.707409241066966	0.8795637242902491	0.8639409011232754
CM_madagascar__A62_01_1FE__bin.52	0.8636473112202926	0.677223508654634	0.911471818972168	0.7467081019655439	0.8719206506980943	0.8967523499254376	0.9320939825555686	0.8847739738561583	0.8851761269045951	0.9237027226818213	0.8960960005517784	0.8886519974435748	0.9301088038143911	0.7636013111413081	0.6901775091318778	0.9108327126752744	0.8939656462288	0.9160373407170784	0.8407952284512992	0.8877292147224727	0.9038353608781288	0.8697724970700675	0.8930968176511258	0.9242283584090314	0.9330796190726228	0.9253636203341485	0.8996363935715584	1.0	0.9214461045386559	0.907295657025191	0.8623106946568155	0.9164873293978328	0.8982497164626329	0.8290065262264417	0.9127622685881758	0.9294129622326558	0.7661393807955511	0.8852378682439818	0.7847407670276774	0.927000600170317	0.9019803395551175
CosteaPI_2017__SID713B046-11-90-0__bin.62	0.8041083045416584	0.6276122481007747	0.8851608456353504	0.7044034109952785	0.801463229593925	0.841937844681893	0.9096636717015624	0.8189921743951383	0.8543765580429915	0.9063837472210546	0.8332656423376027	0.8377596672599815	0.889956522664917	0.703197985515967	0.6202787502060304	0.862425740348907	0.8633027002003917	0.8911016177227907	0.7787052539516426	0.8421511698975644	0.8643263457824304	0.8039628017605442	0.8281710734162081	0.8855480644186947	0.8989043522287162	0.9592860348086816	0.9105122407664882	0.653223497792222	1.0	0.8728696066377659	0.7919156446640699	0.88144875029278	0.8284423631544372	0.7633135044719432	0.8802192715081896	0.8928511999444803	0.6883089895482474	0.840922085429454	0.7259630588548892	0.8943290981114607	0.8704887237316219
LiuW_2016__SRR3993059__bin.71	0.8261299246744312	0.6379056957452656	0.9089197520197357	0.7134328677531849	0.8146854412807816	0.8633273757506637	0.917928538631303	0.83559375869157	0.8748619634678397	0.909696953239559	0.8542749770007686	0.8569044597937228	0.909551716590222	0.7513231758194556	0.6636068225841756	0.8620864869846567	0.8833819649819216	0.9024869616163811	0.8380294554736525	0.8601864789205255	0.8850268831803617	0.8254938457512726	0.8484157273599515	0.8943002226687666	0.913572262021727	0.9198441812355895	0.8961381040075441	0.6711155162113724	0.910764216322789	1.0	0.8039638496516789	0.9030082500999788	0.8536524754414289	0.7735225770988547	0.8922249431807896	0.8966096088238054	0.7096846924685951	0.8684904769193044	0.7444624927381676	0.9064844666729205	0.8875650273439879
RampelliS_2015__H9__bin.15	0.7945977947801587	0.6459712496029697	0.8738469915365019	0.7041958812560635	0.8098835161653462	0.8278044385289027	0.8789743545421349	0.821353857190084	0.8266471626646731	0.8815412771087981	0.8200379852682844	0.8302175185983047	0.8808472573037374	0.7001285621992562	0.6339326420504267	0.8407639403557824	0.855640423412581	0.8722454738543379	0.7699955273318915	0.8328216053637446	0.866544658618745	0.8110943776185096	0.8243200788226728	0.8602569947559587	0.8918889136170056	0.879762581269676	0.8521474208694262	0.6699417256720346	0.8678812733491641	0.8444254782189706	1.0	0.8654197933929834	0.8308376421476585	0.7930649876515468	0.8627841602727679	0.8777094753581915	0.6844262560742939	0.828055512941568	0.7341908468035548	0.8744744614972418	0.8636026369295458
