	BritoIL_2016__M1.57.ST__bin.49	CosteaPI_2017__SID713B002-11-90-0__bin.69	ZeeviD_2015__PNP_Main_415__bin.61	CosteaPI_2017__SID713A066-11-90-0__bin.37	CosteaPI_2017__SID713A078-11-0-0__bin.28	CosteaPI_2017__SID713B065-11-0-0__bin.55	CosteaPI_2017__SID713A066-11-0-0__bin.48	CM_madagascar__A46_01_1FE__bin.15	ZeeviD_2015__PNP_Main_51__bin.51	CosteaPI_2017__SID713B032-11-0-0__bin.37	Obregon-TitoAJ_2015__SM30__bin.13	CM_madagascar__A81_01_1FE__bin.24	CosteaPI_2017__SID713B042-11-0-0__bin.44	ZeeviD_2015__PNP_Main_587__bin.27	LiuW_2016__SRR3992983__bin.11	CosteaPI_2017__SID713A078-11-90-0__bin.4	CosteaPI_2017__SID713A073-11-90-0__bin.42	ZellerG_2014__CCIS74726977ST-3-0__bin.59	LiuW_2016__SRR3993058__bin.63	CosteaPI_2017__SID713A049-11-90-0__bin.34	CosteaPI_2017__SID713A073-11-0-0__bin.42	CosteaPI_2017__SID713B043-11-0-0__bin.37	ZeeviD_2015__PNP_Main_73__bin.17	HMP_2012__SRS017307__bin.40	CosteaPI_2017__SID713B042-11-90-0__bin.30	CosteaPI_2017__SID713B046-11-0-0__bin.20	CosteaPI_2017__SID713B037-11-90-0__bin.28	CM_madagascar__A62_01_1FE__bin.52	CosteaPI_2017__SID713B046-11-90-0__bin.62	LiuW_2016__SRR3993059__bin.71	RampelliS_2015__H9__bin.15	ZeeviD_2015__PNP_Main_293__bin.8	BritoIL_2016__M1.65.ST__bin.15	RampelliS_2015__H6__bin.15	ZeeviD_2015__PNP_Main_374__bin.24	CosteaPI_2017__SID713B032-11-90-0__bin.28	SchirmerM_2016__G88821__bin.15	HMP_2012__SRS049959__bin.25	CosteaPI_2017__SID713B065-11-90-0__bin.33	CosteaPI_2017__SID713B043-11-90-0__bin.27	CosteaPI_2017__SID713A049-11-0-0__bin.64
CosteaPI_2017__SID713A078-11-90-0__bin.4	0.7853247331229598	0.6209957368142301	0.8595416219438274	0.6851888025422039	0.8219389943553568	0.8284237892612827	0.8887048735644221	0.8029578494372474	0.8309631738884402	0.8750409302082054	0.8155846928069564	0.8227155103840895	0.8792682705803934	0.6880395185439518	0.6118479107973185	1.0	0.8361237028698469	0.8660731366938058	0.7526727979749364	0.8188421936577812	0.8442287902983827	0.7978327630961564	0.8199260134883412	0.867335780755049	0.8857478296417272	0.8863628400026582	0.8428263894622586	0.6492338549711324	0.867889169252704	0.8309438415391772	0.761124256661102	0.8595774673414194	0.8199252079737884	0.7475851680605425	0.85859192028628	0.8724334796013509	0.6731648868151364	0.8190761956353194	0.7116994947409968	0.8740759237741579	0.850250414336548
CosteaPI_2017__SID713A073-11-90-0__bin.42	0.8249695106115538	0.6532175394492172	0.8990636069933411	0.729973510071367	0.8151131795186105	0.8497566043027954	0.9339812804504326	0.8305089182759732	0.8501152052190353	0.9582697401909354	0.8304137622970403	0.8429008030084248	0.9466573865348057	0.7105974258022293	0.6259484952681716	0.8626363192503869	1.0	0.8904060750236332	0.7861732960742965	0.903966840842276	0.9319863291191839	0.8459158762972274	0.8358160456250066	0.8858286153558481	0.9452150878322928	0.9058928144770056	0.8890115620747328	0.6571185190571663	0.8966452323322563	0.8787226660295232	0.7986142131452376	0.8925007531450299	0.850235292895505	0.7644926918961594	0.8979080228125033	0.9500036358725574	0.6951975317619439	0.8434484692976534	0.7377829487965262	0.9467853692488287	0.9575716526599004
ZellerG_2014__CCIS74726977ST-3-0__bin.59	0.74412258893842	0.5767023391875672	0.8250770032415985	0.6459528533140558	0.7433511677420764	0.7937209351417353	0.8488169998566778	0.762203398178883	0.7942475606535934	0.8343070226734133	0.7747435293019694	0.7815815134446901	0.8312080055965997	0.6530815554784423	0.5713946058289519	0.7963673949924653	0.793578353691619	1.0	0.7153111367963466	0.7862192991584732	0.7998545298867386	0.7458087534640812	0.7731303220377963	0.8310439443436087	0.8370256991027739	0.8398028894778964	0.8043601037104138	0.600241981089626	0.8235252726546185	0.799317164473443	0.7258158714263441	0.8278575266895809	0.7763548848589982	0.6973910557360147	0.8178005348470915	0.8297247881739612	0.6342196961644848	0.7829614056086729	0.6803946061992933	0.8308191470962825	0.8095752517118107
LiuW_2016__SRR3993058__bin.63	0.8748194946702991	0.6840562542196819	0.8996669706258055	0.7727673443724474	0.8548240019771547	0.900000757530564	0.9283764320878584	0.8814805556107921	0.899455808981093	0.9214218280538188	0.8771436931319438	0.8818200239947805	0.9260749595431332	0.7741237975385938	0.7120048709215264	0.8847956987414576	0.8957727900702894	0.9144771666084316	1.0	0.9134066812301916	0.9057210602019009	0.8716544372826243	0.8779551977486192	0.9145567073176506	0.9292087687950435	0.9279299625117062	0.8941114308521366	0.704077313569361	0.9207509400480842	0.9640528074556157	0.8194222314388441	0.8978787250381843	0.8863278043071293	0.8053638845409791	0.9024551565578948	0.9167715373041192	0.7302675124495414	0.8847507203642208	0.7862636982831517	0.9313151772195408	0.9071106553302217
CosteaPI_2017__SID713A049-11-90-0__bin.34	0.8580884462131168	0.6350098112798833	0.8822764877056497	0.722908132742936	0.8116864655107492	0.855185678154481	0.9327870211871183	0.8713867708915953	0.854193973107193	0.9388751763195727	0.8369131741923146	0.8492227554000117	0.95114329545618	0.7080219799746659	0.6273554052578983	0.8601649344264652	0.9204004389902548	0.8981860766980622	0.816223177636205	1.0	0.9128501112283519	0.8542299351076279	0.8515865165344817	0.9003818741363832	0.9616941233014301	0.9047925077191377	0.8781218189495203	0.6647478471454209	0.8902300129547818	0.8709653808629696	0.7918955189655129	0.8860194973273887	0.8746965441786829	0.7611061234402011	0.8823560271889646	0.9332976815932943	0.6896508978230721	0.8646140685038032	0.7322823685504267	0.9650660896951522	0.9605644934054154
CosteaPI_2017__SID713A073-11-0-0__bin.42	0.8361092114571425	0.6777449439062325	0.9081848869418488	0.7351294947144756	0.8521028959138233	0.88130176907554	0.9339803652887375	0.8476257409701946	0.8634516109766633	0.947665444439117	0.8537579080982459	0.8600511602749971	0.9541584757232634	0.7337617438571079	0.6529706522388298	0.8816033303808084	0.9433338128031911	0.9083749925345702	0.8045828065473712	0.9074673645056035	1.0	0.867447613712165	0.8553658144720827	0.9023589075826056	0.9682082043180887	0.9240755274378729	0.8955281444600622	0.6727803279405592	0.9091093384745961	0.8909891631400396	0.8189328346846813	0.914902512001467	0.8667847676632069	0.7909284302913915	0.9053215265983802	0.9470606394782022	0.7166997669103551	0.8672289081630165	0.7693569131562323	0.9460819321457623	0.9484923196499366
CosteaPI_2017__SID713B043-11-0-0__bin.37	0.8555731997690541	0.7007597284120479	0.9042259099836942	0.7722713631695776	0.8689346127805134	0.8974149112335934	0.9394623711466352	0.8622699945345235	0.8696692344435593	0.9436657122476523	0.8670620299848906	0.8736065527708515	0.9740149679730333	0.7459219660487869	0.6793152111550101	0.8977371296188035	0.9225869196556841	0.9126534389448278	0.8343434947688231	0.915019999293023	0.934689822884122	1.0	0.8694140882397994	0.9030417234287661	0.9818655855356121	0.9245007427790906	0.889538461817348	0.6978624820876488	0.911170146715865	0.8956121197619119	0.8261353099686483	0.9106512436904565	0.8769606150337763	0.8107118805680107	0.9029574300115382	0.9398367064295937	0.733850332958998	0.8810968839533431	0.7920880204552025	0.9734430416690459	0.9369276771543993
ZeeviD_2015__PNP_Main_73__bin.17	0.8205308132597565	0.6292583076843377	0.8809846645479575	0.7063256010299273	0.8157361029824477	0.8524420312720089	0.9054591366438912	0.8427194599989125	0.9018495105747787	0.888137127258264	0.8486444529025359	0.8572718488127109	0.8951072034538696	0.722125582106256	0.633451484973021	0.8715943278650202	0.8611786022085894	0.8937859715656855	0.7939173669209946	0.8617612971534432	0.8707200713790604	0.8213515525759099	1.0	0.8901039902829946	0.9013674279091612	0.9008228371892097	0.8654103118595332	0.6768894450868883	0.8854270177792601	0.8687998753264012	0.7934036020908515	0.8825520754172521	0.8516195794064219	0.7630362473931787	0.9298342808726638	0.8790464867262434	0.7039695611463634	0.8519453919362041	0.7313198318790222	0.890589926184838	0.8756612046329599
HMP_2012__SRS017307__bin.40	0.7610574295603594	0.5861876062666991	0.8343233847461744	0.662889012023318	0.7572064002914745	0.7936919328394462	0.8647422273500122	0.7918607299004129	0.801417142336653	0.8443538225649745	0.7892940095943649	0.7922330428710226	0.846907259533641	0.6592345761476804	0.5823525170026719	0.8173028752732573	0.8090740375273257	0.851649410978868	0.733110805805198	0.8076830823415108	0.814257954821472	0.7562515180957008	0.7890359333252368	1.0	0.8489711106388147	0.8513981661403934	0.8187860547728929	0.6203318557201846	0.8390442828515909	0.8118164774107359	0.7335518126062667	0.8823361974738887	0.7948513784308963	0.707729763784309	0.8214408246295847	0.8469144704882196	0.6526798184357542	0.8134909369686665	0.6833077787223706	0.8441033367743502	0.8275352198202575
CosteaPI_2017__SID713B042-11-90-0__bin.30	0.8114601275413439	0.6303438877711489	0.8792844755659516	0.6997604431977361	0.8085181330809234	0.8410252105389303	0.9151689626645212	0.8225843969950861	0.8428123741071537	0.9284118603956942	0.8236176254495858	0.8341774242328553	0.9672363806250442	0.7006320580898767	0.616479640809935	0.8626751516402011	0.892299466792924	0.8865782682322262	0.7698634639984215	0.8916463440227107	0.9030106802244232	0.8498688458869544	0.8258464804528005	0.8774741683079728	1.0	0.8945718633141528	0.8689969093367529	0.6478377713646656	0.8810736004638152	0.8572712962153006	0.785746311425412	0.887108611766958	0.8440895919689043	0.7582072819462352	0.8715862567278511	0.9223741032310552	0.6823238304297156	0.8400492529099267	0.724809368565613	0.9654962889681876	0.9297079070219916
CosteaPI_2017__SID713B046-11-0-0__bin.20	0.7362152238527425	0.5762671896033777	0.8247881115325051	0.6425846450755146	0.7375570455040293	0.7689802661798013	0.8313999286772967	0.7529735274140311	0.7839685225277749	0.8267748032657986	0.7617036867182805	0.7615959069737835	0.8230994416430552	0.6364997913123739	0.5717115061749114	0.7959559448485984	0.7884916550266954	0.8201550292271179	0.7088525507993424	0.7734726561341504	0.794642695679913	0.7378149212014332	0.7609868429142774	0.8113615764487514	0.824813067245157	1.0	0.868759353871282	0.5923122661306132	0.879648363158424	0.7959526897556438	0.7150404825060455	0.8245421711759349	0.7654861047315308	0.6939822011517243	0.8049562768680797	0.823504158200411	0.6244809030929893	0.767953103514126	0.6610138963535003	0.8247837714085655	0.7993188175476998
CosteaPI_2017__SID713B037-11-90-0__bin.28	0.7745326376388154	0.6083865087317323	0.8836173071458762	0.672159992947553	0.7787192409803846	0.8097905438963668	0.8786817748553502	0.7901263379775061	0.8177599665008765	0.8806432366953933	0.8027880779012044	0.8014425245241763	0.8664246061137475	0.6718258675257638	0.6012419705607561	0.8235624932604265	0.8419933080463227	0.8547715392831533	0.7432130035789595	0.8168300037544837	0.8379625511912417	0.7724775104861861	0.7955010740026809	0.8490496906289822	0.8718453876917482	0.9453234641053271	1.0	0.6264340041291449	0.9054031504603375	0.8437985298481442	0.7534339356511431	0.8700181269928475	0.8165509755753922	0.7298735675700778	0.8527297928894647	0.8645268996545403	0.6671847119319376	0.8055279850702214	0.6978970956669168	0.8660798547951524	0.8502020101048343
CM_madagascar__A62_01_1FE__bin.52	0.8505392355087237	0.6664810718296518	0.8970782996991361	0.7347336194942439	0.8585133241703995	0.8821513575029355	0.9174507167835766	0.8709700565628541	0.8715418592375334	0.9088803514027799	0.881610147383808	0.873889142590789	0.9156846919858074	0.7509977344822043	0.6796019407917242	0.8966249736486851	0.8796221875012168	0.90152367613497	0.8271670792953477	0.8739469903321961	0.8897538856717264	0.8565292578857874	0.8794024773295257	0.9091551281744644	0.9186260271450526	0.9109256027984958	0.8853735879449757	1.0	0.9070881838757208	0.8922519068896104	0.8383411492677534	0.9015114391127492	0.8844947472582118	0.812873681113213	0.8986062587918833	0.9145522112021038	0.7540931448757748	0.8701095714094214	0.771928048534255	0.9126743845194993	0.8876824915467206
CosteaPI_2017__SID713B046-11-90-0__bin.62	0.7911676263015401	0.6190106284064014	0.8716815310835738	0.6931886559880507	0.7898616501198328	0.8302120555166058	0.8952683599667828	0.8048807705259473	0.8408810765155357	0.8927786457121631	0.8193356240492043	0.8232464548976867	0.87673627404049	0.6922762076533674	0.6117678233020536	0.84970035890686	0.8508734504348128	0.8768384020088058	0.7668438199172408	0.8297022043079864	0.8523237464481943	0.7928000965286743	0.8154823634067997	0.8717473819357311	0.8856793718065294	0.9590320949955718	0.9071625222690233	0.6430450064943923	1.0	0.8593433684248712	0.7693481238816199	0.8676449132779765	0.8150308710372179	0.747669392445054	0.8662064467589945	0.8795800844941354	0.6784435855355252	0.8272763693231242	0.7164312465842335	0.8811325084758327	0.8574317221299084
LiuW_2016__SRR3993059__bin.71	0.8132215545999285	0.6287360379442061	0.8947277039114327	0.7025582222046677	0.8023353888639285	0.850365107656152	0.9036640779159651	0.8214782375429744	0.8606230117390711	0.8954271438657471	0.8405289247221578	0.8425260315093585	0.8953135877319878	0.7457255990086056	0.6633192293323723	0.8488477343905574	0.8700670968633821	0.88801102317368	0.8377649025968148	0.8469884584178832	0.8716005161043993	0.8130940096670831	0.8349070732305404	0.8800760826096187	0.8991646218333885	0.9054571128106131	0.8821418990864491	0.6599878379735004	0.8966507523505296	1.0	0.7804083577314447	0.8885915583357609	0.8397574835960758	0.7577436231647929	0.8779057615749084	0.8826940452150901	0.6992362938569423	0.8545350040896665	0.7340116255149113	0.8923352078324108	0.8739197767058517
RampelliS_2015__H9__bin.15	0.7715015416660365	0.6276847352374944	0.8481751730187916	0.6838502109932564	0.7869691947684908	0.8041308439082044	0.8533556894715121	0.798155186458403	0.8028517040433352	0.8554083632411502	0.7965523723507004	0.8065862738785379	0.8550250534235357	0.6798904952561629	0.6168046999747197	0.8166547467540746	0.8305442178340618	0.8469357902037764	0.7479178325493561	0.8088524257202184	0.8414303030826837	0.7877652000492642	0.8008245266426252	0.8352528353906887	0.8656216036351772	0.8543504800015557	0.827312661107882	0.6513194370920311	0.8431489312051788	0.8196844932380605	1.0	0.839902681656227	0.8065616417933023	0.770784618343125	0.8377389474321051	0.8516642862853302	0.6649042481704195	0.8037445090976663	0.7138175194625884	0.8489824139875672	0.8381304679447982
