	NielsenHB_2014__O2_UC58_2__bin.2	ZeeviD_2015__PNP_Main_111__bin.3	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.66	SchirmerM_2016__G89089__bin.14	BackhedF_2015__SID566_12M__bin.26	ZeeviD_2015__PNP_Main_165__bin.56	SchirmerM_2016__G89059__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.50	SchirmerM_2016__G90575__bin.14	SchirmerM_2016__G89168__bin.7	ZeeviD_2015__PNP_Main_71__bin.27	ZeeviD_2015__PNP_Main_38__bin.4	ZeeviD_2015__PNP_Main_142__bin.16	ZeeviD_2015__PNP_Main_217__bin.35	ZeeviD_2015__PNP_Main_230__bin.30	NielsenHB_2014__O2_UC1_2__bin.64	ZeeviD_2015__PNP_Main_30__bin.24	ZeeviD_2015__PNP_Main_359__bin.43	BackhedF_2015__SID626_12M__bin.8	SchirmerM_2016__G88922__bin.7	ZeeviD_2015__PNP_Main_459__bin.26	ZeeviD_2015__PNP_Main_689__bin.9	ZeeviD_2015__PNP_Main_340__bin.40	ZeeviD_2015__PNP_Main_186__bin.45	FengQ_2015__SID530323__bin.64	ZeeviD_2015__PNP_DietIntervention_25__bin.10	FengQ_2015__SID530450__bin.39	CM_madagascar__A15_02_1FE__bin.10	ZellerG_2014__CCIS74726977ST-3-0__bin.79	BackhedF_2015__SID238_M__bin.26
ZeeviD_2015__PNP_Main_71__bin.27	0.9787529755265588	0.9809475453898279	0.9840222182621472	0.9849107661759008	0.9830497079429532	0.9844808607618487	0.9854413403329007	0.9862537388356386	0.9824686887938379	0.9809779850431536	1.0	0.9831041997027995	0.9855823444292502	0.9804321356990106	0.9820354128983815	0.9823940025677773	0.986523246842505	0.9829882698994516	0.9862033248154619	0.9809376358370493	0.9855082336540345	0.986604231911129	0.983480257538835	0.9839100538325126	0.9573880884943577	0.9871304113777385	0.9858068573430944	0.965644312471087	0.9592997847901911	0.9867913824266179
ZeeviD_2015__PNP_Main_38__bin.4	0.9761691838434043	0.9759366787980399	0.9849744204036425	0.9821515703745036	0.980987925799651	0.9828515666488086	0.9867442377342613	0.9848321961988392	0.9790704896542437	0.9784374967501291	0.9831041997027995	1.0	0.9859109589509316	0.9783846353060018	0.9836261553392774	0.9815476631917371	0.9875564584560047	0.9821598607326749	0.9837409718955588	0.9776216281754955	0.9861733329414877	0.9865211700189072	0.9875002411218919	0.9811139484593048	0.9570098245018465	0.987470732379382	0.9835711727087877	0.9645736105218499	0.9575811141720233	0.9787782774452208
ZeeviD_2015__PNP_Main_142__bin.16	0.9765814552902782	0.9765998325910595	0.9850485438761772	0.9823356545565723	0.9798383095467413	0.983609824393866	0.9840875781011759	0.9850399429962688	0.9809448933245533	0.9791748593124958	0.9855823444292502	0.9859109589509316	1.0	0.9773154355002838	0.9809035556417476	0.9808770075811449	0.9870525987517226	0.9831431354704586	0.9857492353847449	0.9782846922810245	0.9849819269872124	0.9835773557719762	0.9904637544540049	0.9845948529515566	0.958712341530143	0.9938805074192957	0.9824837821744629	0.9663977279821399	0.9606545143328307	0.9816058408217627
ZeeviD_2015__PNP_Main_217__bin.35	0.9776626735964482	0.9808366422977263	0.9778758342732844	0.9783135112709169	0.9761912657094538	0.9806760622488306	0.9787996134325433	0.9775827033786413	0.9809240692666528	0.9795630160019648	0.9804321356990106	0.9783846353060018	0.9773154355002838	1.0	0.975065673076183	0.9806519459521538	0.9786728739826963	0.9803265513204716	0.9782597076177391	0.984566959640972	0.9777041810461662	0.9790910400607109	0.9790370026115452	0.9770538433600626	0.9555166329337278	0.9808769028829512	0.9788987751817344	0.9656725122918629	0.956377240710722	0.9786513293134165
ZeeviD_2015__PNP_Main_230__bin.30	0.9720041909932166	0.9756367717820755	0.9818961535500756	0.9772376011319522	0.9769072357017623	0.9767255883592874	0.9921787924806506	0.9824903660702204	0.9761139435658601	0.9752396073253985	0.9820354128983815	0.9836261553392774	0.9809035556417476	0.975065673076183	1.0	0.976092735091259	0.9877538737157128	0.980393189837174	0.982607591645618	0.9725550883705733	0.9882491645683782	0.9818983423176871	0.9782589309192851	0.9784965496307619	0.9558360109825547	0.9857398086208279	0.9787969688524304	0.9603867168850458	0.9587304192016761	0.9785778536393767
NielsenHB_2014__O2_UC1_2__bin.64	0.977220842290181	0.9802394314417535	0.9797479638518874	0.9803438576460675	0.9787246313160385	0.9814529001734018	0.9795363568589649	0.9819593570241075	0.9842991755956947	0.9794657002820453	0.9823940025677773	0.9815476631917371	0.9808770075811449	0.9806519459521538	0.976092735091259	1.0	0.981404458010345	0.979965594163825	0.9818826532343737	0.9804368798339652	0.9797532132523064	0.9825695710747392	0.9817045985148589	0.9798621976057915	0.9558389929411281	0.9842278963049306	0.9805801749561723	0.9660462694413909	0.9577030352540195	0.9792416932634288
ZeeviD_2015__PNP_Main_30__bin.24	0.9767877622672839	0.9782668282283211	0.985901882188916	0.9825425762521501	0.982163734136547	0.9828097594790589	0.9913036791551566	0.9857213375274831	0.9821261256899878	0.979278844865922	0.986523246842505	0.9875564584560047	0.9870525987517226	0.9786728739826963	0.9877538737157128	0.981404458010345	1.0	0.9837712650665046	0.9848104637159747	0.9789339102118952	0.9905987801530425	0.9852509496330257	0.9870860971614255	0.9847148769078303	0.9573176142110961	0.9901650757230336	0.985110387303564	0.9639013509231992	0.9599500676167689	0.9825056271799953
ZeeviD_2015__PNP_Main_359__bin.43	0.9764111637045201	0.9762973670548005	0.9816662540414081	0.9799965023403162	0.9796975861140829	0.9799918819567914	0.9836264386111577	0.982339229398053	0.979870636556177	0.9783918864364296	0.9829882698994516	0.9821598607326749	0.9831431354704586	0.9803265513204716	0.980393189837174	0.979965594163825	0.9837712650665046	1.0	0.9824392677553521	0.9783714993226967	0.9822595946743425	0.982566187471541	0.9832150087731137	0.98017783499611	0.9564938854492561	0.9866681208177238	0.9825222961060711	0.9626349656345775	0.9588935043266802	0.9809886707561719
BackhedF_2015__SID626_12M__bin.8	0.9768564810066479	0.9784424881576764	0.9833960020819236	0.9821399228205274	0.9814037306927333	0.9822165279499275	0.9848790582809153	0.9857016772846029	0.9821443421110414	0.9805441463739553	0.9862033248154619	0.9837409718955588	0.9857492353847449	0.9782597076177391	0.982607591645618	0.9818826532343737	0.9848104637159747	0.9824392677553521	1.0	0.9787900196403098	0.984517257668254	0.9865763781272713	0.9831351073789922	0.9837443998951136	0.9577332297795209	0.9880467720453943	0.9846134674887528	0.9643447527183487	0.9596741746526094	0.9839877631229638
SchirmerM_2016__G88922__bin.7	0.9803749319074065	0.9806831550368041	0.9785880730153176	0.9778400059096966	0.9765066574982328	0.9818086630195324	0.9782457593157038	0.9802188125585992	0.9828052227855183	0.9804257632796162	0.9809376358370493	0.9776216281754955	0.9782846922810245	0.984566959640972	0.9725550883705733	0.9804368798339652	0.9789339102118952	0.9783714993226967	0.9787900196403098	1.0	0.9775686082344095	0.9807474081335591	0.9799082970292124	0.9771279984799891	0.9556489642986177	0.9807326805955353	0.9800257630208157	0.9682330386259095	0.957079482949242	0.9781883854116153
ZeeviD_2015__PNP_Main_459__bin.26	0.9751299259459688	0.9775057710159453	0.9856131290678948	0.9820677163291405	0.9810167875085294	0.9817714457656865	0.9900937458584277	0.9847992510760419	0.9812001379280707	0.9785506971485298	0.9855082336540345	0.9861733329414877	0.9849819269872124	0.9777041810461662	0.9882491645683782	0.9797532132523064	0.9905987801530425	0.9822595946743425	0.984517257668254	0.9775686082344095	1.0	0.9839362698002119	0.983905936260296	0.9837692548237018	0.9589290863492239	0.9885751835997354	0.9834240628126415	0.9632164411837293	0.96173262469387	0.983906650208367
ZeeviD_2015__PNP_Main_689__bin.9	0.9763500545375156	0.9785633010081524	0.9829813913504359	0.9824817406896292	0.9842031015432278	0.9828705517034528	0.984419485760017	0.9865900903171766	0.9842116184317893	0.9817270844564351	0.986604231911129	0.9865211700189072	0.9835773557719762	0.9790910400607109	0.9818983423176871	0.9825695710747392	0.9852509496330257	0.982566187471541	0.9865763781272713	0.9807474081335591	0.9839362698002119	1.0	0.9841616767631965	0.984256930634212	0.9573731500036682	0.9891814365525741	0.9852553039373186	0.9644046820520015	0.9601147717944631	0.9837726982690735
ZeeviD_2015__PNP_Main_340__bin.40	0.9794958093425457	0.9783444014302616	0.9836624486326422	0.9808001097472547	0.9815406282222167	0.9823653653628662	0.9848145423283267	0.9843280960655165	0.9821004440056851	0.9802285534662213	0.983480257538835	0.9875002411218919	0.9904637544540049	0.9790370026115452	0.9782589309192851	0.9817045985148589	0.9870860971614255	0.9832150087731137	0.9831351073789922	0.9799082970292124	0.983905936260296	0.9841616767631965	1.0	0.9827289081518293	0.9577789526621878	0.9912312336166494	0.9829330208358309	0.967734652610087	0.9594092111424702	0.9798004491057871
ZeeviD_2015__PNP_Main_186__bin.45	0.976016856186341	0.9791059350791554	0.983333966194611	0.9815069297123046	0.9816145061367498	0.9815781758444648	0.9831663755622462	0.9833142273305281	0.9815633500822183	0.9770216003772212	0.9839100538325126	0.9811139484593048	0.9845948529515566	0.9770538433600626	0.9784965496307619	0.9798621976057915	0.9847148769078303	0.98017783499611	0.9837443998951136	0.9771279984799891	0.9837692548237018	0.984256930634212	0.9827289081518293	1.0	0.9597397112929734	0.9877486114548395	0.9840074395906518	0.9642633971906552	0.9609754461732667	0.9816392967088982
FengQ_2015__SID530323__bin.64	0.9597529898435864	0.9590971334219802	0.9565771583471647	0.95693741754976	0.957772060599311	0.9575973565053391	0.9586920051521528	0.9579395919347062	0.9576010131752297	0.9573600914892832	0.9573880884943577	0.9570098245018465	0.958712341530143	0.9555166329337278	0.9558360109825547	0.9558389929411281	0.9573176142110961	0.9564938854492561	0.9577332297795209	0.9556489642986177	0.9589290863492239	0.9573731500036682	0.9577789526621878	0.9597397112929734	1.0	0.9578291804844896	0.9570295560741972	0.9503568997220344	0.9835656748725484	0.9573182074822051
ZeeviD_2015__PNP_DietIntervention_25__bin.10	0.9799961677018058	0.9804661392608564	0.9877518062599717	0.9860053109157779	0.9855162186582924	0.9865124815614313	0.9891611469149063	0.9879451187553338	0.9848863935286745	0.9821750796315765	0.9871304113777385	0.987470732379382	0.9938805074192957	0.9808769028829512	0.9857398086208279	0.9842278963049306	0.9901650757230336	0.9866681208177238	0.9880467720453943	0.9807326805955353	0.9885751835997354	0.9891814365525741	0.9912312336166494	0.9877486114548395	0.9578291804844896	1.0	0.9879987638326262	0.9672742131879464	0.9606898000699327	0.9857771401291339
FengQ_2015__SID530450__bin.39	0.9758125618412354	0.9786578841200199	0.9822463419031547	0.983806950508025	0.9832640811368556	0.9820860013090867	0.982456696608337	0.9849470586749959	0.982427042225137	0.9808447264910093	0.9858068573430944	0.9835711727087877	0.9824837821744629	0.9788987751817344	0.9787969688524304	0.9805801749561723	0.985110387303564	0.9825222961060711	0.9846134674887528	0.9800257630208157	0.9834240628126415	0.9852553039373186	0.9829330208358309	0.9840074395906518	0.9570295560741972	0.9879987638326262	1.0	0.9641878206302897	0.9589849298022901	0.9824121947632781
CM_madagascar__A15_02_1FE__bin.10	0.965925462725544	0.9642931437451818	0.9638198300346267	0.9640790126522111	0.9620987716303511	0.9672750797638979	0.9634138639872936	0.9658635564306435	0.9664516807884644	0.966564854677604	0.965644312471087	0.9645736105218499	0.9663977279821399	0.9656725122918629	0.9603867168850458	0.9660462694413909	0.9639013509231992	0.9626349656345775	0.9643447527183487	0.9682330386259095	0.9632164411837293	0.9644046820520015	0.967734652610087	0.9642633971906552	0.9503568997220344	0.9672742131879464	0.9641878206302897	1.0	0.9516819775500045	0.9641070708880032
ZellerG_2014__CCIS74726977ST-3-0__bin.79	0.9618538077835675	0.9613602445389718	0.9601922629004594	0.9589881419998125	0.9595514585331147	0.9594958625205882	0.9612425928860422	0.9595832763623657	0.9601573090783087	0.958463570464152	0.9592997847901911	0.9575811141720233	0.9606545143328307	0.956377240710722	0.9587304192016761	0.9577030352540195	0.9599500676167689	0.9588935043266802	0.9596741746526094	0.957079482949242	0.96173262469387	0.9601147717944631	0.9594092111424702	0.9609754461732667	0.9835656748725484	0.9606898000699327	0.9589849298022901	0.9516819775500045	1.0	0.9599333926881315
BackhedF_2015__SID238_M__bin.26	0.9758814474706954	0.977662792042417	0.9817587093235942	0.9815267687599734	0.9803049555273189	0.9816422295700248	0.981067326398407	0.9841865182785096	0.9810096134315217	0.9785205244735753	0.9867913824266179	0.9787782774452208	0.9816058408217627	0.9786513293134165	0.9785778536393767	0.9792416932634288	0.9825056271799953	0.9809886707561719	0.9839877631229638	0.9781883854116153	0.983906650208367	0.9837726982690735	0.9798004491057871	0.9816392967088982	0.9573182074822051	0.9857771401291339	0.9824121947632781	0.9641070708880032	0.9599333926881315	1.0
