	BritoIL_2016__W1.44.ST__bin.70	BritoIL_2016__W2.69.ST__bin.3	BritoIL_2016__W2.13.ST__bin.34	BritoIL_2016__M2.36.ST__bin.3	BritoIL_2016__W1.38.ST__bin.17	BritoIL_2016__M1.57.ST__bin.54	BritoIL_2016__WL.7.ST__bin.78	BritoIL_2016__M2.41.ST__bin.40	BritoIL_2016__W2.11.ST__bin.63	BritoIL_2016__M1.59.ST__bin.21	BritoIL_2016__W1.18.ST__bin.19	BritoIL_2016__W1.26.ST__bin.53	BritoIL_2016__M2.39.ST__bin.25	BritoIL_2016__M2.37.ST__bin.25	LiuW_2016__SRR3993030__bin.56	BritoIL_2016__M1.27.ST__bin.96	BritoIL_2016__W2.21.ST__bin.22	BritoIL_2016__W2.15.ST__bin.65	BritoIL_2016__M1.22.ST__bin.51	Obregon-TitoAJ_2015__HCO74__bin.1	BritoIL_2016__W3.23.ST__bin.8	BritoIL_2016__M2.50.ST__bin.62	BritoIL_2016__W1.31.ST__bin.47	BritoIL_2016__W1.33.ST__bin.46	BritoIL_2016__M2.63.ST__bin.18	BritoIL_2016__M2.60.ST__bin.4	BritoIL_2016__M1.61.ST__bin.36	BritoIL_2016__W2.33.ST__bin.50	BritoIL_2016__W2.62.ST__bin.9	BritoIL_2016__W1.37.ST__bin.46	BritoIL_2016__M2.51.ST__bin.30	BritoIL_2016__W1.20.ST__bin.10	BritoIL_2016__W3.20.ST__bin.25	LiJ_2014__MH0245__bin.7	BritoIL_2016__W1.40.ST__bin.31	BritoIL_2016__W1.21.ST__bin.57	BritoIL_2016__W1.8.ST__bin.57	CM_madagascar__A13_03_1FE__bin.36	BritoIL_2016__W1.39.ST__bin.79	BritoIL_2016__M2.45.ST__bin.43	BritoIL_2016__M1.25.ST__bin.73
LiuW_2016__SRR3993030__bin.56	11352.0	8931.0	6547.0	12995.0	8982.0	13233.0	12839.0	7535.0	6984.0	15530.0	15743.0	11228.0	13833.0	10802.0	0.0	13460.0	12599.0	14553.0	14571.0	16143.0	13559.0	13618.0	12039.0	13198.0	14310.0	6584.0	8403.0	13129.0	12391.0	8662.0	16172.0	6294.0	11507.0	11156.0	7517.0	11311.0	13696.0	6322.0	10281.0	7030.0	7609.0
BritoIL_2016__M1.27.ST__bin.96	9505.0	7418.0	5395.0	10004.0	6871.0	10388.0	10588.0	6252.0	5790.0	10129.0	12155.0	9379.0	11801.0	9396.0	13460.0	0.0	10168.0	11813.0	11914.0	16907.0	11168.0	11133.0	9077.0	10936.0	8358.0	4867.0	6922.0	9847.0	9260.0	7347.0	12329.0	5518.0	9410.0	12435.0	6218.0	8960.0	11339.0	5147.0	8082.0	5573.0	2881.0
BritoIL_2016__W2.21.ST__bin.22	7828.0	8400.0	6589.0	9101.0	2274.0	10028.0	9879.0	6771.0	7755.0	11743.0	12383.0	7625.0	10175.0	10626.0	12599.0	10168.0	0.0	10970.0	11408.0	14980.0	10749.0	11028.0	10449.0	9550.0	11086.0	6711.0	5311.0	11517.0	11298.0	7103.0	12478.0	6767.0	10698.0	10192.0	7180.0	9195.0	10580.0	6702.0	6501.0	6071.0	7422.0
BritoIL_2016__W2.15.ST__bin.65	9677.0	7897.0	6388.0	10660.0	6994.0	11929.0	11097.0	6543.0	6254.0	13175.0	12318.0	9471.0	12233.0	9938.0	14553.0	11813.0	10970.0	0.0	12048.0	17780.0	12243.0	12110.0	10034.0	10444.0	12656.0	5626.0	7163.0	196.0	97.0	6668.0	3168.0	5712.0	129.0	12945.0	6760.0	9776.0	12397.0	5806.0	1776.0	6563.0	6817.0
BritoIL_2016__M1.22.ST__bin.51	9877.0	8939.0	1947.0	10511.0	7355.0	11606.0	2280.0	6175.0	6547.0	13258.0	13464.0	8740.0	9574.0	10258.0	14571.0	11914.0	11408.0	12048.0	0.0	17969.0	12263.0	12637.0	10335.0	10679.0	12731.0	1044.0	2174.0	10632.0	10322.0	7561.0	12715.0	6280.0	10403.0	12918.0	6355.0	10045.0	12585.0	6451.0	7641.0	6548.0	6928.0
Obregon-TitoAJ_2015__HCO74__bin.1	15209.0	9420.0	6038.0	15742.0	8294.0	16251.0	16439.0	10426.0	6777.0	17915.0	18704.0	14206.0	17520.0	12741.0	16143.0	16907.0	14980.0	17780.0	17969.0	0.0	16536.0	16802.0	12491.0	16346.0	17410.0	5549.0	10565.0	14139.0	13315.0	11205.0	18636.0	5840.0	13482.0	13517.0	7060.0	12716.0	17297.0	5401.0	13739.0	6965.0	7462.0
BritoIL_2016__W3.23.ST__bin.8	5678.0	7480.0	6489.0	9372.0	7027.0	11130.0	10853.0	6061.0	6441.0	12980.0	13320.0	9023.0	11485.0	10589.0	13559.0	11168.0	10749.0	12243.0	12263.0	16536.0	0.0	12667.0	87.0	9994.0	12319.0	5872.0	6251.0	11245.0	10430.0	7056.0	13474.0	6716.0	10785.0	11652.0	6733.0	9499.0	11805.0	6219.0	7379.0	6197.0	6898.0
BritoIL_2016__M2.50.ST__bin.62	9140.0	8791.0	6552.0	10068.0	7502.0	10737.0	10514.0	6618.0	4678.0	12242.0	12774.0	8928.0	11648.0	10564.0	13618.0	11133.0	11028.0	12110.0	12637.0	16802.0	12667.0	0.0	10172.0	10294.0	12361.0	6064.0	6202.0	11348.0	11013.0	7670.0	12924.0	6490.0	11174.0	11728.0	6966.0	9999.0	12009.0	6438.0	7687.0	248.0	7243.0
BritoIL_2016__W1.31.ST__bin.47	4589.0	7797.0	6816.0	7593.0	8186.0	8684.0	8968.0	5844.0	6999.0	11278.0	11518.0	6648.0	9380.0	10683.0	12039.0	9077.0	10449.0	10034.0	10335.0	12491.0	87.0	10172.0	0.0	7799.0	10211.0	6155.0	4256.0	11822.0	10964.0	5931.0	12212.0	7133.0	10246.0	8530.0	7279.0	9305.0	9833.0	7223.0	5447.0	6592.0	7315.0
BritoIL_2016__W1.33.ST__bin.46	8870.0	6246.0	4661.0	9287.0	5812.0	10389.0	9165.0	6015.0	5043.0	11368.0	11092.0	8501.0	10779.0	8501.0	13198.0	10936.0	9550.0	10444.0	10679.0	16346.0	9994.0	10294.0	7799.0	0.0	10857.0	3924.0	6067.0	8855.0	8476.0	7016.0	11342.0	4852.0	8338.0	11727.0	5500.0	8334.0	10770.0	4317.0	7384.0	5089.0	5675.0
BritoIL_2016__M2.63.ST__bin.18	10320.0	8035.0	5797.0	10879.0	7200.0	11210.0	10893.0	6504.0	6057.0	9707.0	13644.0	9593.0	12134.0	9627.0	14310.0	8358.0	11086.0	12656.0	12731.0	17410.0	12319.0	12361.0	10211.0	10857.0	0.0	5240.0	7011.0	10952.0	10211.0	7906.0	13543.0	5675.0	10337.0	12632.0	7010.0	10183.0	12571.0	5482.0	8802.0	6109.0	4356.0
BritoIL_2016__M2.60.ST__bin.4	2318.0	5935.0	1633.0	3224.0	7183.0	4534.0	629.0	1962.0	5994.0	6379.0	6843.0	2571.0	4387.0	6321.0	6584.0	4867.0	6711.0	5626.0	1044.0	5549.0	5872.0	6064.0	6155.0	3924.0	5240.0	0.0	510.0	7159.0	7035.0	2638.0	7317.0	5705.0	6410.0	3996.0	5525.0	6120.0	5282.0	6811.0	1473.0	5227.0	5422.0
BritoIL_2016__M1.61.ST__bin.36	6446.0	3034.0	694.0	7100.0	2594.0	6869.0	900.0	3571.0	2137.0	7107.0	7241.0	5876.0	5637.0	4406.0	8403.0	6922.0	5311.0	7163.0	2174.0	10565.0	6251.0	6202.0	4256.0	6067.0	7011.0	510.0	0.0	5156.0	4816.0	4788.0	7272.0	1861.0	4679.0	7897.0	2381.0	4712.0	6838.0	1566.0	5549.0	2244.0	2462.0
BritoIL_2016__W2.33.ST__bin.50	7653.0	8783.0	7224.0	9097.0	8478.0	9725.0	8928.0	6697.0	7043.0	11855.0	11380.0	7286.0	10273.0	10740.0	13129.0	9847.0	11517.0	196.0	10632.0	14139.0	11245.0	11348.0	11822.0	8855.0	10952.0	7159.0	5156.0	0.0	261.0	6091.0	3275.0	6376.0	312.0	9853.0	7720.0	10588.0	10372.0	6811.0	1195.0	7198.0	7595.0
BritoIL_2016__W2.62.ST__bin.9	7032.0	8365.0	7231.0	8471.0	8366.0	9221.0	8611.0	6499.0	7004.0	11256.0	10696.0	6811.0	9919.0	10476.0	12391.0	9260.0	11298.0	97.0	10322.0	13315.0	10430.0	11013.0	10964.0	8476.0	10211.0	7035.0	4816.0	261.0	0.0	5897.0	3067.0	6337.0	243.0	9140.0	7669.0	10338.0	9824.0	6706.0	1108.0	7246.0	7591.0
BritoIL_2016__W1.37.ST__bin.46	6833.0	4768.0	3249.0	7305.0	3895.0	7325.0	7105.0	6036.0	3366.0	7861.0	7690.0	6506.0	7469.0	6358.0	8662.0	7347.0	7103.0	6668.0	7561.0	11205.0	7056.0	7670.0	5931.0	7016.0	7906.0	2638.0	4788.0	6091.0	5897.0	0.0	6636.0	3143.0	5924.0	8261.0	3581.0	6698.0	7392.0	3093.0	5301.0	4028.0	4250.0
BritoIL_2016__M2.51.ST__bin.30	10038.0	8662.0	7191.0	11907.0	8553.0	12085.0	11619.0	6633.0	6990.0	14203.0	13974.0	9398.0	12810.0	10611.0	16172.0	12329.0	12478.0	3168.0	12715.0	18636.0	13474.0	12924.0	12212.0	11342.0	13543.0	7317.0	7272.0	3275.0	3067.0	6636.0	0.0	5905.0	3153.0	13248.0	8030.0	10846.0	12834.0	6767.0	1878.0	6940.0	7435.0
BritoIL_2016__W1.20.ST__bin.10	3129.0	6448.0	7057.0	2751.0	6919.0	5126.0	5017.0	2317.0	6265.0	6368.0	6467.0	3590.0	5945.0	3521.0	6294.0	5518.0	6767.0	5712.0	6280.0	5840.0	6716.0	6490.0	7133.0	4852.0	5675.0	5705.0	1861.0	6376.0	6337.0	3143.0	5905.0	0.0	6309.0	4529.0	6256.0	7183.0	5735.0	6426.0	1683.0	5774.0	9035.0
BritoIL_2016__W3.20.ST__bin.25	7221.0	8525.0	7257.0	8125.0	7709.0	9436.0	8591.0	6722.0	7024.0	10944.0	10458.0	7046.0	10198.0	10540.0	11507.0	9410.0	10698.0	129.0	10403.0	13482.0	10785.0	11174.0	10246.0	8338.0	10337.0	6410.0	4679.0	312.0	243.0	5924.0	3153.0	6309.0	0.0	9339.0	7503.0	10457.0	10038.0	6347.0	1174.0	7236.0	7557.0
LiJ_2014__MH0245__bin.7	11078.0	6962.0	4598.0	11367.0	5935.0	12128.0	11726.0	6815.0	4963.0	12873.0	13080.0	10401.0	12565.0	8678.0	11156.0	12435.0	10192.0	12945.0	12918.0	13517.0	11652.0	11728.0	8530.0	11727.0	12632.0	3996.0	7897.0	9853.0	9140.0	8261.0	13248.0	4529.0	9339.0	0.0	5565.0	8815.0	12509.0	4000.0	9598.0	5114.0	5868.0
BritoIL_2016__W1.40.ST__bin.31	3769.0	6747.0	5376.0	3973.0	7510.0	6074.0	4942.0	3172.0	6856.0	7433.0	7833.0	2385.0	6473.0	7256.0	7517.0	6218.0	7180.0	6760.0	6355.0	7060.0	6733.0	6966.0	7279.0	5500.0	7010.0	5525.0	2381.0	7720.0	7669.0	3581.0	8030.0	6256.0	7503.0	5565.0	0.0	6389.0	6361.0	6195.0	2380.0	6300.0	6764.0
BritoIL_2016__W1.21.ST__bin.57	6655.0	7641.0	6545.0	6742.0	7406.0	8928.0	8436.0	6617.0	6882.0	10775.0	10334.0	6413.0	9428.0	10745.0	11311.0	8960.0	9195.0	9776.0	10045.0	12716.0	9499.0	9999.0	9305.0	8334.0	10183.0	6120.0	4712.0	10588.0	10338.0	6698.0	10846.0	7183.0	10457.0	8815.0	6389.0	0.0	9138.0	6525.0	5603.0	6452.0	7499.0
BritoIL_2016__W1.8.ST__bin.57	9466.0	7919.0	5762.0	10314.0	6798.0	11481.0	10834.0	6049.0	6309.0	12641.0	12717.0	8931.0	12090.0	9712.0	13696.0	11339.0	10580.0	12397.0	12585.0	17297.0	11805.0	12009.0	9833.0	10770.0	12571.0	5282.0	6838.0	10372.0	9824.0	7392.0	12834.0	5735.0	10038.0	12509.0	6361.0	9138.0	0.0	5350.0	8740.0	6203.0	6638.0
CM_madagascar__A13_03_1FE__bin.36	2636.0	6310.0	6920.0	2924.0	6994.0	4836.0	4938.0	2219.0	6515.0	6515.0	6857.0	3245.0	5893.0	5996.0	6322.0	5147.0	6702.0	5806.0	6451.0	5401.0	6219.0	6438.0	7223.0	4317.0	5482.0	6811.0	1566.0	6811.0	6706.0	3093.0	6767.0	6426.0	6347.0	4000.0	6195.0	6525.0	5350.0	0.0	1533.0	5717.0	5758.0
BritoIL_2016__W1.39.ST__bin.79	8174.0	3618.0	1873.0	9002.0	2749.0	8071.0	7671.0	5125.0	2209.0	8599.0	8179.0	7174.0	7903.0	5626.0	10281.0	8082.0	6501.0	1776.0	7641.0	13739.0	7379.0	7687.0	5447.0	7384.0	8802.0	1473.0	5549.0	1195.0	1108.0	5301.0	1878.0	1683.0	1174.0	9598.0	2380.0	5603.0	8740.0	1533.0	0.0	2770.0	3033.0
BritoIL_2016__M2.45.ST__bin.43	3719.0	6619.0	5867.0	4064.0	6426.0	5568.0	5270.0	3575.0	4242.0	6115.0	6795.0	3626.0	6051.0	6620.0	7030.0	5573.0	6071.0	6563.0	6548.0	6965.0	6197.0	248.0	6592.0	5089.0	6109.0	5227.0	2244.0	7198.0	7246.0	4028.0	6940.0	5774.0	7236.0	5114.0	6300.0	6452.0	6203.0	5717.0	2770.0	0.0	6196.0
BritoIL_2016__M1.25.ST__bin.73	4188.0	7226.0	6019.0	4242.0	7326.0	5846.0	5597.0	3941.0	6062.0	5276.0	7583.0	4351.0	6676.0	8601.0	7609.0	2881.0	7422.0	6817.0	6928.0	7462.0	6898.0	7243.0	7315.0	5675.0	4356.0	5422.0	2462.0	7595.0	7591.0	4250.0	7435.0	9035.0	7557.0	5868.0	6764.0	7499.0	6638.0	5758.0	3033.0	6196.0	0.0
