	BritoIL_2016__W1.44.ST__bin.70	BritoIL_2016__W2.69.ST__bin.3	BritoIL_2016__W2.13.ST__bin.34	BritoIL_2016__M2.36.ST__bin.3	BritoIL_2016__W1.38.ST__bin.17	BritoIL_2016__M1.57.ST__bin.54	BritoIL_2016__WL.7.ST__bin.78	BritoIL_2016__M2.41.ST__bin.40	BritoIL_2016__W2.11.ST__bin.63	BritoIL_2016__M1.59.ST__bin.21	BritoIL_2016__W1.18.ST__bin.19	BritoIL_2016__W1.26.ST__bin.53	BritoIL_2016__M2.39.ST__bin.25	BritoIL_2016__M2.37.ST__bin.25	LiuW_2016__SRR3993030__bin.56	BritoIL_2016__M1.27.ST__bin.96	BritoIL_2016__W2.21.ST__bin.22	BritoIL_2016__W2.15.ST__bin.65	BritoIL_2016__M1.22.ST__bin.51	Obregon-TitoAJ_2015__HCO74__bin.1	BritoIL_2016__W3.23.ST__bin.8	BritoIL_2016__M2.50.ST__bin.62	BritoIL_2016__W1.31.ST__bin.47	BritoIL_2016__W1.33.ST__bin.46	BritoIL_2016__M2.63.ST__bin.18	BritoIL_2016__M2.60.ST__bin.4	BritoIL_2016__M1.61.ST__bin.36	BritoIL_2016__W2.33.ST__bin.50	BritoIL_2016__W2.62.ST__bin.9	BritoIL_2016__W1.37.ST__bin.46	BritoIL_2016__M2.51.ST__bin.30	BritoIL_2016__W1.20.ST__bin.10	BritoIL_2016__W3.20.ST__bin.25	LiJ_2014__MH0245__bin.7	BritoIL_2016__W1.40.ST__bin.31	BritoIL_2016__W1.21.ST__bin.57	BritoIL_2016__W1.8.ST__bin.57	CM_madagascar__A13_03_1FE__bin.36	BritoIL_2016__W1.39.ST__bin.79	BritoIL_2016__M2.45.ST__bin.43	BritoIL_2016__M1.25.ST__bin.73
BritoIL_2016__W1.18.ST__bin.19	0.6670688327872664	0.5617301366088843	0.4098540623740277	0.6916331016270478	0.5062572039010587	0.793784241420653	0.7573435486363449	0.4730073755659744	0.4349584908799026	0.8771162751572394	1.0	0.6531385734019332	0.8553822917419842	0.6747567745615515	0.7758753256671302	0.8076341620979933	0.7616170953209319	0.8482387628595098	0.8774291235377765	0.6122400274852897	0.8397890211011979	0.8400905275464889	0.7018313917357935	0.7377404313054425	0.8588486707015601	0.39536993848417873	0.4707890820640999	0.7446037198712123	0.7010936933641645	0.5686884138823397	0.914660916305497	0.39515633203704464	0.7033408142847893	0.574047005705466	0.4608833193685756	0.6914804580818613	0.8410271823655591	0.3680434358313473	0.5940976568979524	0.43608323279180317	0.4821508656968367
BritoIL_2016__W1.26.ST__bin.53	0.8063381661105364	0.5028374667954185	0.32753926989439824	0.823732727603875	0.4247705318574978	0.8841020072233925	0.8530757837655799	0.5308176316757103	0.3542671967944907	0.9272918463637332	0.9498781782755267	1.0	0.9386066618785631	0.656464798848106	0.8499204464620154	0.8983343585373146	0.7555022525850604	0.9417929271234609	0.9457613256402942	0.71465262767226	0.88106900710999	0.8762380626737549	0.6538001848803604	0.840813885958371	0.9175784109223744	0.30163746267169306	0.593347743463036	0.7257475111598322	0.6788229512816195	0.6641747909786632	0.9626417960199176	0.3138100130928285	0.692889666287513	0.6667397482465576	0.3959450032474338	0.6794215787683119	0.9211598665287509	0.27797552568909173	0.7381729834123141	0.3854982319526871	0.42656435245481944
BritoIL_2016__M2.39.ST__bin.25	0.7295849006090623	0.5940501974432769	0.42907114650960443	0.7476334917341544	0.5174454186466769	0.8939192825112108	0.848529549561609	0.5142392075496954	0.45864346429288533	0.9442500501974432	0.9691581554112844	0.7312324476273342	1.0	0.7289702161836558	0.8546817482096245	0.9015798139348102	0.808540258349508	0.9421152533297638	0.9641410882805702	0.6797028311358008	0.9048904357138077	0.9079692122347902	0.7268745063918077	0.8263661066862994	0.9301685295495616	0.405939629208219	0.5347336858309351	0.7860014724583361	0.7464844387925842	0.6219937085871093	0.9802792316444683	0.4169702161836557	0.7607142761528679	0.6425685027775918	0.5035507663476341	0.7350003346496219	0.9196616023023894	0.3771544073355197	0.6519558262499163	0.4585818887624657	0.5152078174151663
BritoIL_2016__M2.37.ST__bin.25	0.5991299543555357	0.7301886527017711	0.5362450809744819	0.6225679839061379	0.6531493913005667	0.7954893958790812	0.7474725448994964	0.6008277135691567	0.567763293358724	0.8617301413328593	0.9130254900481256	0.6107795880104309	0.8705847069942564	1.0	0.7763785740868869	0.8076039150135629	0.8948508337884138	0.8587202156761686	0.8912231923500441	0.5703307145424107	0.8715944101197959	0.9103333746849074	0.8574125254344154	0.7294878074670711	0.8742027565726622	0.5085597758318381	0.38132631123922994	0.9267763804924589	0.8974061052828128	0.6298443688747981	0.922983119605378	0.5954607481906555	0.9098441898267454	0.5159192902535192	0.5997981872663583	0.909008419095219	0.8409330705590008	0.47077360268981333	0.5193768360418615	0.5615228292661716	0.630887963238877
LiuW_2016__SRR3993030__bin.56	0.715081991432372	0.5611487103606912	0.39845425377976007	0.7477147933880038	0.506591782475473	0.8476603366696425	0.8198650778971576	0.4900377417697918	0.43091183222520685	0.915288022213302	0.9401279589725031	0.7081263052290475	0.9140396978596964	0.6952370699651442	1.0	0.860053677947205	0.778373754037728	0.9000962584054317	0.9231398678723113	0.6665238919546641	0.869926892857695	0.8687953841775461	0.7123597281401514	0.7944049873421056	0.9046394719015358	0.38542014417573656	0.5208971214671132	0.766115552460831	0.7267269107236216	0.5907500310649524	0.9564054213925001	0.3879104939985948	0.715017857337141	0.6466056743786007	0.4673314089287258	0.7065349779911254	0.8771213640405854	0.35949508143025904	0.6395119853453592	0.4388650326597154	0.48374973730789117
BritoIL_2016__M1.27.ST__bin.96	0.7485830494744273	0.5750042895276457	0.4063935057957847	0.7710579240936439	0.4957900747362292	0.8852246165443566	0.8454689930439332	0.5204673756810504	0.4351735641333607	0.9427397283392918	0.9614094403361865	0.7353077349325068	0.9472475296539968	0.7104875434929975	0.8449368103353707	1.0	0.7943051949695795	0.9373413929572988	0.9569995246359527	0.6805294824157495	0.8955217331379371	0.8965872236770674	0.7100870000590689	0.8307900888002543	0.9334996638698009	0.37997114062056103	0.5437039578979346	0.7745418643834191	0.7320049392856037	0.633425124536942	0.9774435540353907	0.3932346413814248	0.7474871806411508	0.6514957090659519	0.4710098251279123	0.719703417839372	0.917265841014635	0.35635933021487015	0.6689767296641229	0.4463015833279421	0.5028862192243971
BritoIL_2016__W2.21.ST__bin.22	0.616561866420481	0.637323156570003	0.47192355580193984	0.6608942705969926	0.6359048325841214	0.7752107367908101	0.7292325626622019	0.5498861093663031	0.5222567334065035	0.8647048567258063	0.9006262308347435	0.6143008188054784	0.8438692414816735	0.7820290862595812	0.7596281733462387	0.7890447045884849	1.0	0.827646252785794	0.8524987761506978	0.5846154877849781	0.8403362847288196	0.8870146794856033	0.7662084589781362	0.7149805860617535	0.8416115468784577	0.4360407413285527	0.4065672088859283	0.8269538558517879	0.8140626432015451	0.6333850442262254	0.904481076719145	0.47702460440049266	0.8114556765371883	0.529356177030081	0.521860519180345	0.8110505209462646	0.8225111152340737	0.43258713918798997	0.5264697927168114	0.5018475094946118	0.5433421480287643
BritoIL_2016__W2.15.ST__bin.65	0.715202043645604	0.5581758746850741	0.3971648655885354	0.736197793631906	0.48110237767124886	0.8523055626486755	0.8109906946306747	0.49342080097922963	0.4259752235883514	0.9009708557197369	0.927801457885993	0.708320453720752	0.9095081004578767	0.6941494338311842	0.8125140211167063	0.8612733913579265	0.7655503876289556	1.0	0.9232919566087144	0.6582062688477408	0.8670539682474043	0.8676478949974723	0.6894083579812074	0.7948104551784313	0.8891145477420962	0.3728433325648641	0.5148905551690236	0.768872035406098	0.7266520623059658	0.5986487003394014	0.9635083961289829	0.3829943626064959	0.7477279329591612	0.617458448388334	0.4634148358663525	0.6994989098420227	0.8872671202357926	0.3469664247884039	0.6564224209674234	0.4329710500769675	0.47838809623991124
BritoIL_2016__M1.22.ST__bin.51	0.7267297170556849	0.589965734542596	0.42782111021333885	0.7415386124080704	0.5080322217359531	0.8715173145145432	0.8423783743181726	0.5016538077743832	0.4518288385893001	0.9279069173033518	0.9684861073365845	0.7177948255977415	0.9392637073566148	0.7269962667395549	0.840918349728834	0.8873590246889689	0.7957327012645722	0.931715813177361	1.0	0.6679411671120463	0.8956564920496731	0.9045569563468818	0.7207341748513764	0.8132785558953644	0.9264088141877459	0.4016554248076904	0.5259870293063814	0.7856319809544774	0.7398704599833811	0.6110351569122175	0.9787542688375251	0.4075669856047522	0.7527816885061794	0.6276462619666985	0.4889434043558704	0.72540009837822	0.9011272808646016	0.3692803315022605	0.6593562851215722	0.4527854963588061	0.5025807329959819
Obregon-TitoAJ_2015__HCO74__bin.1	0.783359173351367	0.4925535084076098	0.31953048723474115	0.7973772925314737	0.4244148667445129	0.8632211376421292	0.842468667619087	0.5168539977370957	0.35168663197653305	0.9219595214124233	0.9390291546436288	0.75368483006111	0.9201148413031487	0.6464701375645728	0.843680575337243	0.8768203078622513	0.7582628259629484	0.922959055349826	0.9281415554603618	1.0	0.8679172800499839	0.8687225608363903	0.6511648303220471	0.8259701966378259	0.9061539833130745	0.29514446853280163	0.5660014945895424	0.7231486696196044	0.6747738364200014	0.6160470498527517	0.9580058029504734	0.3099222045123267	0.6783073592226395	0.6526086821010942	0.38028605950959776	0.6556087335636828	0.90713539662072	0.28724967256022027	0.7228906318518631	0.3653894521988659	0.4129147902754553
BritoIL_2016__W3.23.ST__bin.8	0.6645483991244201	0.5577464217139756	0.4142192957314212	0.6886557616555866	0.4945002320844737	0.7965615987703327	0.7667710835428012	0.4722698368813934	0.43807910149066714	0.8766867975640008	0.9014658100255419	0.6503189576236579	0.8573154801612163	0.6914453409358965	0.7706670589697479	0.8075352628895658	0.7628238719806825	0.8509190798801785	0.8710421987911315	0.6074353270615569	1.0	0.8678214243138289	0.7846748154104091	0.7404098383525299	0.8522380298945094	0.3836622676301766	0.46139002112856464	0.7564244279688424	0.716691566075591	0.5748653783230565	0.9053876571643082	0.40545233644385714	0.7309407918265682	0.5736133903863763	0.4663137629897553	0.7090086822421136	0.8293983812425016	0.3647089559242415	0.5654917020289002	0.4398267102596556	0.48321864386574104
BritoIL_2016__M2.50.ST__bin.62	0.6894306317656264	0.6330860205516231	0.4573668279360581	0.7081912776434309	0.5558318032304513	0.8325144162513657	0.787023488252156	0.5316058086724301	0.5152097626317805	0.9076850025839573	0.9441753670520738	0.6771519212904809	0.9006650304258988	0.7561211639652407	0.8058404341260833	0.8464969983072822	0.8430425155263174	0.8915242480365376	0.9210456290223293	0.6365760891791938	0.9086107657277491	1.0	0.7302969931021882	0.7746757306119544	0.9125119305534236	0.4274332884880849	0.46980859594714386	0.8064815104970281	0.7796943972474614	0.62763341904034	0.9603414329198825	0.44053790928371	0.7936546717577443	0.5930099836889351	0.518691333146729	0.7708250233299748	0.8782778149865278	0.4025906496329081	0.604581757420313	0.5144916721151962	0.5424239060406177
BritoIL_2016__W1.31.ST__bin.47	0.5883511815141482	0.6874053015604273	0.5179092733726793	0.611459690254762	0.6338816539645886	0.7351422700402495	0.7074291336279308	0.5293614414818866	0.547367428154555	0.8566171598049973	0.8866006707843449	0.5679076614843461	0.8104389470429013	0.8004780741396994	0.7426763555085388	0.753551825791885	0.8185294324839677	0.7962232859358565	0.8248766905425139	0.5363259930724621	0.9234341101839105	0.8208583126275332	1.0	0.6683199467002258	0.8070253257506922	0.506676202677645	0.35042273264026114	0.8918954254609105	0.8386422169076341	0.5714424728993811	0.8916267774053851	0.5070678318430332	0.8285762727649377	0.4782621933382446	0.5830886646042456	0.8134161644938014	0.7854582598531152	0.46747030244995086	0.46900935731027177	0.5487894718618027	0.599350229903036
BritoIL_2016__W1.33.ST__bin.46	0.7710051789506995	0.5394853912207352	0.370231074921342	0.791734370340618	0.46807794594660385	0.8880579847735198	0.8502224331939703	0.5243873197865129	0.40050937505705364	0.9317327880525076	0.9500356014824822	0.7445152416945089	0.9392352679848344	0.6942544684424807	0.8442736384715097	0.8987396466628935	0.778614767616648	0.9357566684315265	0.9488427996762395	0.6934949701495262	0.8882381221891564	0.8876252898325817	0.6812797059378404	1.0	0.9243897540759133	0.34171337459453865	0.5597624133545116	0.7519684272664756	0.715803406788016	0.6345273522842764	0.9699030544246253	0.35992551074434487	0.7209160231014065	0.6623159829356313	0.43628856066553473	0.7034280880482476	0.9150968542895223	0.31329913156725636	0.6958738794661603	0.41822491616915874	0.4673622648628582
BritoIL_2016__M2.63.ST__bin.18	0.7215801895363555	0.584260300471297	0.4110532070311405	0.7407653721834061	0.5057590851086142	0.8389828748596959	0.8012017605886073	0.5106807588514849	0.4442911180402186	0.9338481362535265	0.9435071805558584	0.693121182198493	0.9018946367254465	0.7097494826531767	0.8201797968407839	0.8614875914636996	0.7818660204114478	0.892995648368216	0.9220402725818124	0.6490426098576764	0.8721885977071646	0.8919500522798044	0.7018114666691586	0.7885829629098928	1.0	0.3805621922007046	0.5027546836370961	0.7706422161237769	0.727238037685069	0.6157263051001622	0.9547979569862328	0.40985549592092924	0.7345380012397634	0.6100918193268106	0.4715653933652931	0.7160843205234834	0.8822141717207272	0.3590085838558718	0.6398404297846404	0.4405744237021162	0.5122823794735055
BritoIL_2016__M2.60.ST__bin.4	0.3441989479927478	0.8290672574594435	0.7446928204139552	0.409203009166348	0.8613859821561197	0.6882472480413133	0.6499110334343623	0.3397711626123407	0.7971088236502524	0.8381935731269351	0.8813631637332456	0.46235328944526793	0.798690100323103	0.8378332822394502	0.7090724827307943	0.7115544866223572	0.8219973389041468	0.7598724443840448	0.8111917727259799	0.42897160128229844	0.7967485327627674	0.8477992231622794	0.894100816132604	0.5915302143941477	0.7722329501818836	1.0	0.22252281578916872	0.8905200303824246	0.8727277707370056	0.4081937732885393	0.8963837119021357	0.7245965953564615	0.8491919265343704	0.3755547900252098	0.8366755053817134	0.8340607627421297	0.7338419545043209	0.717245397073216	0.22231106588161179	0.7501867297070371	0.7807387648764845
BritoIL_2016__M1.61.ST__bin.36	0.8570857165713371	0.38702642370495655	0.21965502332287662	0.885311254216498	0.3052973119170471	0.9114035438582456	0.879561008035869	0.5059054780665916	0.2439121482759737	0.9362720729266067	0.9487325268894006	0.8221747320583367	0.9510876707788831	0.5679087122229397	0.8663120141860993	0.9204203260441011	0.692854190594281	0.9486268168320886	0.9603092066793518	0.743665491475579	0.8661767815001685	0.8423872568906767	0.5590033541515482	0.8759611520301093	0.9222421579327303	0.20115957266471246	1.0	0.6596459951125765	0.6003131303319296	0.6478550381794252	0.9717297022404818	0.2087126038767973	0.6128707232663074	0.7195426468655539	0.28218776010864327	0.5794539646985549	0.926239140910554	0.16343251031863487	0.8237089564036486	0.270128242489348	0.32275185183068866
BritoIL_2016__W2.33.ST__bin.50	0.6225201840386785	0.699864367937048	0.5049429702252545	0.6676371374619265	0.6191223670133469	0.7833067330796079	0.7397454560335807	0.5881567485720633	0.5371626006278829	0.8798124535957113	0.9211358016030307	0.6173357653565311	0.8581978474256216	0.8473010973335438	0.782163799100853	0.8049143237981654	0.8651109902894458	0.8695921099555104	0.8805139987489111	0.5832687327171429	0.8717359150194971	0.8877001596015224	0.8734079309679569	0.7223734441774675	0.8678060929196555	0.4941865291638166	0.40494121636237146	1.0	0.9666006044980737	0.6225184301757956	0.9961268861333754	0.4884169048997083	0.9244050020169423	0.5227663094632595	0.572776540330077	0.8477407322962157	0.8388392935440308	0.45187634097432927	0.5688508105769624	0.5376273742918779	0.5938848647479407
BritoIL_2016__W2.62.ST__bin.9	0.6162987968063655	0.710677940457913	0.5317162189311394	0.6565478685540098	0.6548693253831444	0.7865850482542407	0.7460501219067556	0.6092038980398188	0.5657788018661779	0.8890772539108134	0.9199080056650057	0.6124382095208805	0.8644794965982683	0.8702052696458379	0.7869453118605476	0.8068422801895941	0.903271391969284	0.871681668349137	0.8795138363547523	0.5772570111886343	0.8760352153024602	0.9102614980517242	0.8710634535204141	0.7293328984540288	0.8685930745057382	0.5136838162891236	0.3908667905163241	1.0252196925915913	1.0	0.6375233458257787	0.9978049343092488	0.5176014504795661	0.9610921505939078	0.5159018247568685	0.6042960039883227	0.8839417923145417	0.8445304419646954	0.474660632923009	0.5266638473920884	0.569488710913569	0.6259601862209402
BritoIL_2016__W1.37.ST__bin.46	0.9162903652052874	0.6157088009402202	0.38014654828559186	0.9048814958167752	0.5072428798182591	0.9050078871473148	0.8584449926873587	0.7755987584103582	0.41643809533189213	0.9604255612513727	0.9876317055114827	0.7931228343173802	0.953393607224988	0.8083849978414988	0.8466996268993581	0.9241069303485282	0.9302090053002287	0.9505079454186426	0.9614030422557406	0.6975529325250854	0.9300530679443682	0.9698400739307211	0.785593522198093	0.8557259376349063	0.9733741068482762	0.3180063326980938	0.5583172882001383	0.8739254685096821	0.8438172479847148	1.0	0.9963641974396727	0.36269387527309555	0.8610212419507599	0.671713291936069	0.45144028666210345	0.8433756990507518	0.9528716274443181	0.3193498561272711	0.7834678498208362	0.48095512451187505	0.5365287359717934
BritoIL_2016__M2.51.ST__bin.30	0.679851460985548	0.5639767325488199	0.41077788408597804	0.7185224496249835	0.5035153507515716	0.8047187269653512	0.7712671500875583	0.47800012024767236	0.43703685117740937	0.8910589227796907	0.9162777948470558	0.6630849587678306	0.8667272323577965	0.683321600505987	0.790704192146312	0.8225551494172012	0.7662290566664789	0.8824408573185621	0.8882993807244874	0.6257168110506665	0.8449335252877541	0.8559849491574851	0.7070577335586162	0.7544997010377753	0.87066273983848	0.40281881374250994	0.4830533629818014	0.8066464770509211	0.7618059306720093	0.5747308511499513	1.0	0.3982550831862982	0.7469600772993699	0.578359585041379	0.46764935210648834	0.6888269555514421	0.8502807593782532	0.36891796504958796	0.6211535539104874	0.43708182570052556	0.48315940817314906
