	BritoIL_2016__W1.44.ST__bin.70	BritoIL_2016__W2.69.ST__bin.3	BritoIL_2016__W2.13.ST__bin.34	BritoIL_2016__M2.36.ST__bin.3	BritoIL_2016__W1.38.ST__bin.17	BritoIL_2016__M1.57.ST__bin.54	BritoIL_2016__WL.7.ST__bin.78	BritoIL_2016__M2.41.ST__bin.40	BritoIL_2016__W2.11.ST__bin.63	BritoIL_2016__M1.59.ST__bin.21	BritoIL_2016__W1.18.ST__bin.19	BritoIL_2016__W1.26.ST__bin.53	BritoIL_2016__M2.39.ST__bin.25	BritoIL_2016__M2.37.ST__bin.25	LiuW_2016__SRR3993030__bin.56	BritoIL_2016__M1.27.ST__bin.96	BritoIL_2016__W2.21.ST__bin.22	BritoIL_2016__W2.15.ST__bin.65	BritoIL_2016__M1.22.ST__bin.51	Obregon-TitoAJ_2015__HCO74__bin.1	BritoIL_2016__W3.23.ST__bin.8	BritoIL_2016__M2.50.ST__bin.62	BritoIL_2016__W1.31.ST__bin.47	BritoIL_2016__W1.33.ST__bin.46	BritoIL_2016__M2.63.ST__bin.18	BritoIL_2016__M2.60.ST__bin.4	BritoIL_2016__M1.61.ST__bin.36	BritoIL_2016__W2.33.ST__bin.50	BritoIL_2016__W2.62.ST__bin.9	BritoIL_2016__W1.37.ST__bin.46	BritoIL_2016__M2.51.ST__bin.30	BritoIL_2016__W1.20.ST__bin.10	BritoIL_2016__W3.20.ST__bin.25	LiJ_2014__MH0245__bin.7	BritoIL_2016__W1.40.ST__bin.31	BritoIL_2016__W1.21.ST__bin.57	BritoIL_2016__W1.8.ST__bin.57	CM_madagascar__A13_03_1FE__bin.36	BritoIL_2016__W1.39.ST__bin.79	BritoIL_2016__M2.45.ST__bin.43	BritoIL_2016__M1.25.ST__bin.73
BritoIL_2016__W1.18.ST__bin.19	0.6621573022450887	0.5578880560442827	0.40658427695871674	0.6863127888353769	0.5024132330139162	0.7879015576730318	0.7519249390725415	0.4699204788565061	0.4317142248188953	0.8704949478767189	1.0	0.6485715541428545	0.8492576467091139	0.6696803133776709	0.7684354887263526	0.8018899444765011	0.7557651293146022	0.8424175145944716	0.8710662978647389	0.6034008792835299	0.8334942470396367	0.8340537825117755	0.696388207978957	0.7324985668992235	0.8524007805141772	0.39213606919714694	0.4673671256842377	0.7392257522420407	0.6960389708895055	0.5650542687972492	0.9080570745084807	0.39210015306886775	0.6983985660013203	0.5678656509963653	0.45718159525264396	0.6865968097971636	0.835017374427055	0.364802950415422	0.5902324198822234	0.4328720473752635	0.47856728673971816
BritoIL_2016__W1.26.ST__bin.53	0.8008632332069869	0.49938522125505586	0.3257344526957137	0.8180859728040303	0.42169766906415485	0.8781659043501868	0.847664081319867	0.5273433929326218	0.35171873442864066	0.9204444001525778	0.9432362310523403	1.0	0.9321715882185162	0.6518455389881065	0.8422035814556064	0.8918882882759047	0.7502616847480575	0.9352836264042144	0.9397544321458149	0.7048890202371829	0.8748676112289046	0.8701019591132616	0.6492310970140791	0.8349712541967499	0.9109852611177358	0.2998704462901935	0.5893092416125141	0.7207399338142055	0.6741418355389537	0.6597032979494776	0.9561826672943894	0.3113426506620298	0.6880470379623298	0.659591270073093	0.39430582235677786	0.6750140034845481	0.9150217011055021	0.27574527747518035	0.7332423822762277	0.3830061271688219	0.42357396417169824
BritoIL_2016__M2.39.ST__bin.25	0.724960845994244	0.5898421792383375	0.4263966267318118	0.742528077103273	0.5139704169734288	0.8877113981661201	0.8440082993106217	0.510801151194699	0.45527233786225824	0.9374199852754166	0.9622188608526873	0.7262191285723847	1.0	0.7238059032193294	0.847275015059233	0.8952610936349642	0.8030921625058564	0.9355652232112979	0.9590147915132856	0.6703219329362157	0.8987409142627669	0.901732414162372	0.721852084867144	0.8205946054480958	0.9236715079311961	0.4035906565825581	0.5317154139615823	0.7805009035539789	0.7411734154340406	0.6179945117462018	0.9734202529951141	0.4137870289806572	0.7552538652031323	0.6358407067800013	0.5000848671441002	0.7299522120340004	0.9131881400174017	0.3739990629810588	0.647724248711599	0.4553419449836022	0.5116332240144569
BritoIL_2016__M2.37.ST__bin.25	0.594653753039021	0.7247053060890406	0.5318181178724488	0.6177982716747259	0.6481360458260702	0.7898532189642582	0.7418830483698313	0.5969263843931486	0.5634271331976831	0.8551520437695753	0.9061564393992683	0.6064817952892457	0.86441714103743	1.0	0.7694711559981737	0.8015955739321382	0.8880559601899444	0.8523652887213795	0.8846636390493572	0.562183388689023	0.864823196442571	0.9035781474409558	0.8505812027680829	0.7240517806968294	0.8680467008477926	0.5045177660430253	0.37850886223914937	0.9199086087582634	0.8907071502839831	0.6257786991647408	0.9161978378668726	0.5932092189284486	0.9031043095587361	0.5103700795357028	0.5951582848731253	0.9021374500743689	0.834722660961002	0.466939416533553	0.5157792490980454	0.5572896217354105	0.6253879907355422
LiuW_2016__SRR3993030__bin.56	0.7085815427800184	0.5560345888918601	0.39470527233799124	0.7402735204636437	0.5014484570882777	0.8400827787929162	0.8125131346054408	0.48572300598794854	0.42691261328686664	0.9063951427584875	0.9311131102115795	0.7016968621821282	0.9061185644728035	0.6890515655304433	1.0	0.8523461340024657	0.7711592409500779	0.8917628344063387	0.9147961366079134	0.6572799928536295	0.8621626589537782	0.8609973653484628	0.7054658855286569	0.7868474713701391	0.8964451959840604	0.38164997557750746	0.5160853464472288	0.7585975476725336	0.7196315038128293	0.585789945949846	0.9471449161418073	0.38430638689694624	0.7084286516779942	0.6402174603929015	0.46302698041218754	0.7000580069986331	0.8692786803951805	0.3558749408048027	0.6336248189786531	0.4348394729322624	0.4793926272131273
BritoIL_2016__M1.27.ST__bin.96	0.7432359071436809	0.5708312120095523	0.40335848918617107	0.7654300638225457	0.49192471808661753	0.8793807328482183	0.8395125971472531	0.5169502442921154	0.4319163359276772	0.937041547942855	0.9545715113482618	0.7300314752881016	0.9406087472610312	0.7052017203115463	0.8373647392389112	1.0	0.7885850746940372	0.9306958598323005	0.950297172849681	0.671018263542953	0.889239051859686	0.8903242320339111	0.7049806338374818	0.8246379216746316	0.9287977790091614	0.3772331562203776	0.5398099106371848	0.7690023261897462	0.7267956244005208	0.6292919888500409	0.9705077394329948	0.390130429768478	0.7421934816056617	0.6445002629972688	0.46751182081306936	0.7146628712551018	0.9108869618049208	0.35346382873392834	0.6644301116402309	0.44316643085984636	0.5012654809755933
BritoIL_2016__W2.21.ST__bin.22	0.6121873037091016	0.6326289400682673	0.46824139002456644	0.655808310551481	0.6346340411168658	0.7696067364242142	0.723711828754982	0.5461022355647254	0.5179229656718654	0.8581424538234393	0.893706173341768	0.6100396996595575	0.8381830923262972	0.7760909023848855	0.7525874074289329	0.7833624672801933	1.0	0.8215158295686462	0.8461235830731024	0.5762441350235493	0.8343293641124914	0.8808518438211816	0.7603691889511556	0.7096437089675183	0.8354162987667622	0.4322903976448445	0.4035992346191761	0.8205177497267295	0.8077489220067104	0.6294156371057696	0.8975079298728761	0.4732429659401063	0.8054772565210492	0.5236605276746417	0.5178480817419566	0.8059120303827574	0.816598637783078	0.4288418250219622	0.5228368044456466	0.49845482040151207	0.5391944724483021
BritoIL_2016__W2.15.ST__bin.65	0.7101999294938132	0.5540938559337366	0.39386286029747	0.7306875593797523	0.47748712641800656	0.8461393727430525	0.8052545717886345	0.49003867502127074	0.4227424839060841	0.8941605990337965	0.921434190951844	0.7034248225198001	0.9031847706636369	0.6890124068144954	0.804991465856707	0.8551671627255915	0.759879912043015	1.0	0.9170642547072184	0.6490156529937734	0.8607254693778811	0.8613881448292189	0.6842217078417974	0.7894118729524001	0.8825725660633666	0.36993521081039726	0.5111879465434911	0.7687707215305425	0.7266019222757164	0.5952019609403995	0.9618708330791872	0.3800417868045914	0.7476612518880047	0.6107670804339128	0.45992054097474283	0.6944456218449256	0.8808590176069043	0.343965259678835	0.6555043931970833	0.42957858596844173	0.47486433761918595
BritoIL_2016__M1.22.ST__bin.51	0.7215776402893759	0.5853029407576374	0.4268055089716659	0.7360558262492496	0.5041956798086267	0.8654633504617153	0.8411890724018839	0.498432781751101	0.4484137685691498	0.920991230984862	0.9614629665467106	0.7132358349186345	0.9342696825554969	0.7216454513635503	0.8333177715611831	0.8811444005527125	0.7897820186939483	0.9254312914723402	1.0	0.6585681117902071	0.8892598212604409	0.8979651983134864	0.7153431944545147	0.8077081369637643	0.9197680235314859	0.4011108497197055	0.5248530194967271	0.7800860783343097	0.7344862606939369	0.6070911605135072	0.9721218241596252	0.40429118909848305	0.7473552377012881	0.620907927688357	0.48562848607603915	0.7201603888391318	0.894562647260876	0.36591533735226967	0.6553705588310622	0.4493699047150083	0.498966924366136
Obregon-TitoAJ_2015__HCO74__bin.1	0.7723353070323264	0.4857256551151276	0.3151539927358019	0.7859670943860115	0.4184031666162913	0.8514420034748119	0.8305532663159962	0.5092969703031871	0.34677449166197344	0.9089742781284723	0.9254720242845432	0.7433879634079251	0.9074159039693601	0.6372351398151551	0.8319797222904767	0.8645656883701073	0.7474049446124831	0.9100716634665635	0.9151171716161354	1.0	0.8559315707034356	0.8565440479892262	0.6421110388702005	0.8141222040774316	0.8935347767502173	0.29112241355191165	0.5583437164541842	0.7129003662541685	0.6651227890113602	0.6079253835956112	0.9444979607043271	0.30568922540106386	0.6685352660072208	0.6428112200040155	0.37516879366618755	0.6463918564440221	0.894598095304365	0.28333489170749243	0.7129322585625412	0.3603410447485328	0.40750614470555063
BritoIL_2016__W3.23.ST__bin.8	0.6616680152085083	0.553951903980439	0.4109275008687315	0.6839014541423908	0.4909355160265109	0.7909154781320624	0.7612654818099038	0.46919516148260126	0.43481165647439585	0.8701021932616874	0.8947087276444313	0.6457416937854625	0.8514892721171431	0.6860736633583004	0.7637887346450122	0.8018698652895475	0.7573710282483583	0.8447083471780811	0.8648213203196932	0.5990468049704124	1.0	0.8613956013017021	0.7846306813137757	0.7353399974128287	0.8459887432689162	0.38068346975165696	0.4582189609210329	0.7507199691568612	0.711400547364256	0.5712859508995493	0.8985524523592718	0.402045387099147	0.7254696857094303	0.5677024651683057	0.4628981897411053	0.7041899490936023	0.8234098408889723	0.36155412894765543	0.5617484204305356	0.4366830436293446	0.4797193680200278
BritoIL_2016__M2.50.ST__bin.62	0.6845760849301376	0.6284168387977083	0.45388685081722635	0.7028438402758488	0.5518472506746704	0.8268116515497637	0.7814391659952272	0.5280907768390314	0.5127251269538357	0.9011828841638203	0.9373906863872452	0.6724099744472376	0.8944784044368645	0.7505102851063672	0.7986074780204284	0.8405839053182782	0.8371851914013972	0.8850922390455345	0.9143337134468291	0.6276520086617012	0.9018829161910822	1.0	0.7248943180025611	0.7692082574035822	0.9059466074206581	0.42421250380423325	0.4665145150419249	0.800454224119662	0.7738450401031247	0.623559636302025	0.9534770824492198	0.43709086235128963	0.7877198023551457	0.5867808671367893	0.5149914673637952	0.7655142340730764	0.8718994503314529	0.3991712215665102	0.6004989454373368	0.5143599513695506	0.5385769166829104
BritoIL_2016__W1.31.ST__bin.47	0.5856115683434683	0.6827505262516911	0.5138401508249884	0.6069267020645305	0.6289946473367426	0.7299579595642887	0.7020752763791496	0.5258725987341304	0.543189055397617	0.8498842425378526	0.8797244745542532	0.5639388342107179	0.8048391275743946	0.794100369301527	0.7354891245297167	0.7481328960140987	0.8122914246346685	0.7902330312933195	0.8187067402006144	0.5288689200467567	0.9233821715598423	0.8147856725813019	1.0	0.6636639774001316	0.800929402872982	0.5030016942737369	0.34788191903067	0.8848377425444195	0.8320967562836781	0.5679016915275567	0.8843362661741053	0.5028094616651165	0.8224594550384644	0.47316982019684145	0.5787431330572029	0.8078611197012157	0.7795880013420463	0.4631582026609291	0.4657575218470569	0.5448540763461954	0.5949832065115513
BritoIL_2016__W1.33.ST__bin.46	0.7656071422051011	0.5356842483218618	0.3673945191974148	0.7860825589250179	0.46454092344768405	0.8817355266280832	0.8446448676050853	0.520726757100518	0.3974403446953791	0.9248145375762997	0.9432853169749086	0.7393417681461061	0.9326754666228495	0.6890809948940779	0.8362417005945753	0.8920842994419391	0.7728029016729653	0.929400738806833	0.942343855549267	0.6835472465144019	0.8821560501220187	0.8813606460604069	0.6765334501792245	1.0	0.9177824840706187	0.3393253366926527	0.5560702049063102	0.746579519106129	0.7106451475483663	0.6302576086758075	0.9630006268295206	0.356972717701544	0.7158417468460738	0.655179254985729	0.4329414127398536	0.6983562460823155	0.9085425300786885	0.3106719247317717	0.6913801812328458	0.4151278914793785	0.4639086167759054
BritoIL_2016__M2.63.ST__bin.18	0.716222418120066	0.5800888185594864	0.4080436139206531	0.7351173881487343	0.5020211050507378	0.8331630475751411	0.7955465082593783	0.5073041168658698	0.44114654231653005	0.9288086123060534	0.9364237083461826	0.6881408429352696	0.8955951020001309	0.7047514918174579	0.8127505614757546	0.8571484196131814	0.776110569450112	0.8864251100887044	0.9154307970100313	0.6400039664121725	0.8657930176609174	0.8855326673498863	0.6965102841176342	0.7829464004809534	1.0	0.37784177338080566	0.49911482555573894	0.7649563331246294	0.7219368551335446	0.6116217953310552	0.9477669203301468	0.40690924080586693	0.7291714040372261	0.6035337409808252	0.46792605444783286	0.7107976745610729	0.8756877623724545	0.3561625273729165	0.6352707491638865	0.43740285145578744	0.5100209015384903
BritoIL_2016__M2.60.ST__bin.4	0.3417569764220165	0.8228148410348144	0.7429724841003209	0.40580658278841975	0.8538188200368086	0.6834707600768198	0.6492483931763856	0.3377042306788744	0.7907942517801214	0.8314734106378517	0.8741541855371652	0.45964478689636795	0.7940684742313004	0.8311742217137416	0.7021363564056454	0.7064271891095232	0.81492742034885	0.7539455539367046	0.8100919373852363	0.4231258289587488	0.7905624857121486	0.8414109075432481	0.8876166336400021	0.5873963505272151	0.7667127038356231	1.0	0.22198553990432274	0.8829781518341651	0.8653165239725126	0.40541468743712034	0.8886753831777867	0.7185864798210766	0.8424391060993455	0.3713450754451225	0.8308550166292153	0.827613452123978	0.72827746190872	0.7100701303052044	0.22075928670832135	0.7446801786284295	0.7750267847830827
BritoIL_2016__M1.61.ST__bin.36	0.8509469145043722	0.3841370154717621	0.218994097378962	0.8785496199199652	0.3028269345416659	0.9048619007620647	0.878703899463069	0.5025046617182931	0.24187699158700318	0.9295037722300631	0.9418366122497956	0.8165787654208116	0.9457193140845795	0.5637126895876546	0.8583094771447238	0.9138282087764108	0.6877962976719026	0.9418051849354597	0.9582388133046106	0.7336039891737663	0.8602236862906436	0.8364808264812265	0.5549501829450632	0.870183287906579	0.9155652821506188	0.2006738778067925	1.0	0.6547357153332914	0.5957266471245912	0.6432952205721295	0.9648042649722584	0.20694029381681875	0.6084147110306064	0.7120219953106637	0.2799202317621581	0.5749665251485179	0.9197270204429918	0.16194114140196297	0.8184244058809077	0.26799118511450015	0.3204071837126515
BritoIL_2016__W2.33.ST__bin.50	0.6180460798241459	0.6947296420365856	0.500719668402991	0.6623188405797101	0.6141659505059894	0.7776212942338835	0.7345259600937732	0.5842415419962468	0.5330451151995603	0.8728817721030571	0.9144828150668514	0.6130762170346856	0.8521920362932692	0.8410222682124044	0.7744883105038848	0.799157561195199	0.8583779106816095	0.8694775242471544	0.8742983086915598	0.5750027769495647	0.8651618523130528	0.8810658809360952	0.8664965419670156	0.717196625567813	0.8614033241547842	0.4900012277040181	0.4019269106874558	1.0	0.9664480184272528	0.6189575039023449	0.9942122524861006	0.4846893616523727	0.9242226002771102	0.5170060391345271	0.5682632665111574	0.8415507655611485	0.8327756049365395	0.4478944876089587	0.5681521885285675	0.5334192726146003	0.5894446685491461
BritoIL_2016__W2.62.ST__bin.9	0.6119384290274495	0.705491012632169	0.5272324562165004	0.651295212772554	0.6496817774823465	0.7808673361823715	0.740710655617756	0.6051740302646232	0.5614357961887707	0.8820976891042892	0.9132756828886569	0.608214878328873	0.8583289721387878	0.8637093633813436	0.7792619618678644	0.8011003851906234	0.8962657840104966	0.8716215210689101	0.8731134216485563	0.5690007118461619	0.8695678324904447	0.903432611483294	0.8642649506296242	0.7240771422973036	0.8622614881305234	0.509321588285046	0.38788050905681626	1.0250578530025274	1.0	0.6338667632330217	0.9959031641189849	0.5136720348630999	0.960941472355814	0.510234338764364	0.5995406484000824	0.8775314564074835	0.8384388246353338	0.47050240961165934	0.5259768042323844	0.5649956470731218	0.6212531964869028
BritoIL_2016__W1.37.ST__bin.46	0.9106823654547871	0.6117955940310463	0.3774800195003767	0.8988861148454004	0.5040461640231181	0.8989960917174283	0.8526137563011003	0.7706448748315466	0.4136755419643839	0.9539738583333744	0.981320346213759	0.7877832109635452	0.9472636276938178	0.8031668414806499	0.8395905249179687	0.9180770790142789	0.9243794103598214	0.9450353649508634	0.9551975562154169	0.6883567321439417	0.9242620469814632	0.9635451290915089	0.7807258145264675	0.8499677455890247	0.9668854713986268	0.3158412656204091	0.5543876668324528	0.8689264451699635	0.8389774448925591	1.0	0.9909178801055122	0.360114343117992	0.8561592793396134	0.664933299847838	0.4485012778655951	0.8378784968952052	0.9468048435784177	0.3168113601184467	0.7791171975923272	0.4776492525676317	0.5330406635380709
BritoIL_2016__M2.51.ST__bin.30	0.675099310848281	0.5598760028726885	0.4073735493940985	0.7128854849224094	0.49946622342301566	0.7989974942089384	0.7657665292024313	0.4748599517020964	0.43372767310812305	0.8843349948658031	0.90966227920468	0.658635794891557	0.8606627729776022	0.6782981829819245	0.7830481080638373	0.8167184031487847	0.7603217714091749	0.8809410753266453	0.8822798958674094	0.6168942298633674	0.8385547176617792	0.8498665203495515	0.7012763769660375	0.7491302163937344	0.8642512665062418	0.39935482863049737	0.4796106815912649	0.8050960395434944	0.7603539636994054	0.5715892623562769	1.0	0.3954595615126021	0.745467396547945	0.5720877694388173	0.4638478213630879	0.6836922852596712	0.8442049380132718	0.3657143587556165	0.6202644786008852	0.4337963184328793	0.4796395599692658
