	BritoIL_2016__W1.44.ST__bin.70	BritoIL_2016__W2.69.ST__bin.3	BritoIL_2016__W2.13.ST__bin.34	BritoIL_2016__M2.36.ST__bin.3	BritoIL_2016__W1.38.ST__bin.17	BritoIL_2016__M1.57.ST__bin.54	BritoIL_2016__WL.7.ST__bin.78	BritoIL_2016__M2.41.ST__bin.40	BritoIL_2016__W2.11.ST__bin.63	BritoIL_2016__M1.59.ST__bin.21	BritoIL_2016__W1.18.ST__bin.19	BritoIL_2016__W1.26.ST__bin.53	BritoIL_2016__M2.39.ST__bin.25	BritoIL_2016__M2.37.ST__bin.25	LiuW_2016__SRR3993030__bin.56	BritoIL_2016__M1.27.ST__bin.96	BritoIL_2016__W2.21.ST__bin.22	BritoIL_2016__W2.15.ST__bin.65	BritoIL_2016__M1.22.ST__bin.51	Obregon-TitoAJ_2015__HCO74__bin.1	BritoIL_2016__W3.23.ST__bin.8	BritoIL_2016__M2.50.ST__bin.62	BritoIL_2016__W1.31.ST__bin.47	BritoIL_2016__W1.33.ST__bin.46	BritoIL_2016__M2.63.ST__bin.18	BritoIL_2016__M2.60.ST__bin.4	BritoIL_2016__M1.61.ST__bin.36	BritoIL_2016__W2.33.ST__bin.50	BritoIL_2016__W2.62.ST__bin.9	BritoIL_2016__W1.37.ST__bin.46	BritoIL_2016__M2.51.ST__bin.30	BritoIL_2016__W1.20.ST__bin.10	BritoIL_2016__W3.20.ST__bin.25	LiJ_2014__MH0245__bin.7	BritoIL_2016__W1.40.ST__bin.31	BritoIL_2016__W1.21.ST__bin.57	BritoIL_2016__W1.8.ST__bin.57	CM_madagascar__A13_03_1FE__bin.36	BritoIL_2016__W1.39.ST__bin.79	BritoIL_2016__M2.45.ST__bin.43	BritoIL_2016__M1.25.ST__bin.73
BritoIL_2016__W1.18.ST__bin.19	1411545.0	1188644.0	867268.0	1463524.0	1071261.0	1679680.0	1602570.0	1000903.0	920390.0	1856014.0	2116041.0	1382068.0	1810024.0	1427813.0	1641784.0	1708987.0	1611613.0	1794908.0	1856676.0	1295525.0	1777028.0	1777666.0	1485104.0	1561089.0	1817359.0	836619.0	996209.0	1575612.0	1483543.0	1203368.0	1935460.0	836167.0	1488298.0	1214707.0	975248.0	1463201.0	1779648.0	778795.0	1257135.0	922770.0	1020251.0
BritoIL_2016__W1.26.ST__bin.53	1173218.0	731626.0	476568.0	1198527.0	618039.0	1286364.0	1241221.0	772337.0	515457.0	1349205.0	1382068.0	1454995.0	1365668.0	955153.0	1236630.0	1307072.0	1099252.0	1370304.0	1376078.0	1039816.0	1281951.0	1274922.0	951276.0	1223380.0	1335072.0	438881.0	863318.0	1055959.0	987684.0	966371.0	1400639.0	456592.0	1008151.0	970103.0	576098.0	988555.0	1340283.0	404453.0	1074038.0	560898.0	620649.0
BritoIL_2016__M2.39.ST__bin.25	1362591.0	1109463.0	801344.0	1396299.0	966394.0	1669506.0	1584735.0	960406.0	856574.0	1763505.0	1810024.0	1365668.0	1867625.0	1361443.0	1596225.0	1683813.0	1510050.0	1759518.0	1800654.0	1269430.0	1689996.0	1695746.0	1357529.0	1543342.0	1737206.0	758143.0	998682.0	1467956.0	1394153.0	1161651.0	1830794.0	778744.0	1420729.0	1200077.0	940444.0	1372705.0	1717583.0	704383.0	1217609.0	856459.0	962215.0
BritoIL_2016__M2.37.ST__bin.25	936935.0	1141888.0	838594.0	973588.0	1021412.0	1244007.0	1168917.0	939590.0	887883.0	1347596.0	1427813.0	955153.0	1361443.0	1563826.0	1214121.0	1262952.0	1399391.0	1342889.0	1393718.0	891898.0	1363022.0	1423603.0	1340844.0	1140792.0	1367101.0	795299.0	596328.0	1449317.0	1403387.0	984967.0	1443385.0	931197.0	1422838.0	806808.0	937980.0	1421531.0	1315073.0	736208.0	812215.0	878124.0	986599.0
LiuW_2016__SRR3993030__bin.56	1248777.0	979957.0	695837.0	1305765.0	884682.0	1480304.0	1431764.0	855773.0	752519.0	1598405.0	1641784.0	1236630.0	1596225.0	1214121.0	1746341.0	1501947.0	1359306.0	1571875.0	1612117.0	1163978.0	1519189.0	1517213.0	1244023.0	1387302.0	1579809.0	673075.0	909664.0	1337899.0	1269113.0	1031651.0	1670210.0	677424.0	1248665.0	1129194.0	816120.0	1233851.0	1531753.0	627801.0	1116806.0	766408.0	844792.0
BritoIL_2016__M1.27.ST__bin.96	1330670.0	1022119.0	722399.0	1370621.0	881309.0	1573562.0	1502893.0	925175.0	773558.0	1675800.0	1708987.0	1307072.0	1683813.0	1262952.0	1501947.0	1777585.0	1411945.0	1666204.0	1701148.0	1209699.0	1591866.0	1593760.0	1262240.0	1476800.0	1659375.0	675431.0	966480.0	1376814.0	1301201.0	1125967.0	1737489.0	699008.0	1328722.0	1158089.0	837260.0	1279334.0	1630518.0	633459.0	1189163.0	793339.0	893923.0
BritoIL_2016__W2.21.ST__bin.22	1103298.0	1140449.0	844477.0	1182628.0	1137911.0	1387190.0	1304915.0	983986.0	934545.0	1547334.0	1611613.0	1099252.0	1510050.0	1399391.0	1359306.0	1411945.0	1789436.0	1481020.0	1525492.0	1046132.0	1503728.0	1587256.0	1371081.0	1279412.0	1506010.0	780267.0	727526.0	1479781.0	1456713.0	1133402.0	1618511.0	853605.0	1452048.0	947249.0	933836.0	1451323.0	1471831.0	774087.0	942084.0	898024.0	972276.0
BritoIL_2016__W2.15.ST__bin.65	1383617.0	1079837.0	768348.0	1424235.0	930732.0	1648855.0	1568928.0	954563.0	824084.0	1743002.0	1794908.0	1370304.0	1759518.0	1342889.0	1571875.0	1666204.0	1481020.0	1934582.0	1786184.0	1273354.0	1677387.0	1678536.0	1333717.0	1537626.0	1720065.0	721296.0	996098.0	1487446.0	1405768.0	1158135.0	1863986.0	740934.0	1446541.0	1194524.0	896514.0	1353238.0	1716491.0	671235.0	1269903.0	837618.0	925481.0
BritoIL_2016__M1.22.ST__bin.51	1393207.0	1131018.0	820172.0	1421597.0	973944.0	1670778.0	1614916.0	961716.0	866197.0	1778882.0	1856676.0	1376078.0	1800654.0	1393718.0	1612117.0	1701148.0	1525492.0	1786184.0	1917091.0	1280504.0	1717055.0	1734118.0	1381713.0	1559129.0	1776010.0	770010.0	1008365.0	1506128.0	1418399.0	1171410.0	1876361.0	781343.0	1443151.0	1203255.0	937349.0	1390658.0	1727543.0	707944.0	1264046.0	868031.0	963493.0
Obregon-TitoAJ_2015__HCO74__bin.1	1080756.0	679548.0	440838.0	1100096.0	585541.0	1190937.0	1162306.0	713074.0	485202.0	1271975.0	1295525.0	1039816.0	1269430.0	891898.0	1163978.0	1209699.0	1046132.0	1273354.0	1280504.0	1379643.0	1197416.0	1198527.0	898375.0	1139544.0	1250169.0	407194.0	780880.0	997687.0	930947.0	849925.0	1321706.0	427582.0	935822.0	900367.0	524659.0	904506.0	1251523.0	396302.0	997331.0	504107.0	569675.0
BritoIL_2016__W3.23.ST__bin.8	1310001.0	1099466.0	816536.0	1357523.0	974791.0	1570234.0	1511509.0	930969.0	863570.0	1728182.0	1777028.0	1281951.0	1689996.0	1363022.0	1519189.0	1591866.0	1503728.0	1677387.0	1717055.0	1197416.0	1971265.0	1710706.0	1546802.0	1459544.0	1679987.0	756300.0	909522.0	1491113.0	1412789.0	1133212.0	1784759.0	799254.0	1440878.0	1130744.0	919228.0	1397644.0	1634964.0	718938.0	1114734.0	867015.0	952552.0
BritoIL_2016__M2.50.ST__bin.62	1298040.0	1191956.0	861117.0	1333362.0	1046504.0	1567434.0	1481785.0	1000892.0	970022.0	1708963.0	1777666.0	1274922.0	1695746.0	1423603.0	1517213.0	1593760.0	1587256.0	1678536.0	1734118.0	1198527.0	1710706.0	1882771.0	1374982.0	1458537.0	1718051.0	804759.0	884542.0	1518420.0	1467986.0	1181690.0	1808103.0	829432.0	1494270.0	1116502.0	976577.0	1451287.0	1653596.0	757986.0	1138289.0	968670.0	1021260.0
BritoIL_2016__W1.31.ST__bin.47	985520.0	1151441.0	867526.0	1024228.0	1061786.0	1231403.0	1184982.0	886709.0	916870.0	1434880.0	1485104.0	951276.0	1357529.0	1340844.0	1244023.0	1262240.0	1371081.0	1333717.0	1381713.0	898375.0	1546802.0	1374982.0	1675054.0	1119472.0	1351811.0	848710.0	586977.0	1493973.0	1404771.0	957197.0	1493523.0	849366.0	1387910.0	801115.0	976705.0	1362516.0	1315685.0	783038.0	785616.0	919252.0	1003944.0
BritoIL_2016__W1.33.ST__bin.46	1266908.0	886477.0	608360.0	1300970.0	769141.0	1459248.0	1397077.0	861668.0	658113.0	1531014.0	1561089.0	1223380.0	1543342.0	1140792.0	1387302.0	1476800.0	1279412.0	1537626.0	1559129.0	1139544.0	1459544.0	1458537.0	1119472.0	1643190.0	1518948.0	561500.0	919796.0	1235627.0	1176201.0	1042649.0	1593735.0	591426.0	1184602.0	1088311.0	716905.0	1155866.0	1503678.0	514810.0	1143453.0	687223.0	767965.0
BritoIL_2016__M2.63.ST__bin.18	1389889.0	1125387.0	791760.0	1426843.0	974180.0	1616027.0	1543254.0	983660.0	855782.0	1798754.0	1817359.0	1335072.0	1737206.0	1367101.0	1579809.0	1659375.0	1506010.0	1720065.0	1776010.0	1250169.0	1679987.0	1718051.0	1351811.0	1518948.0	1926174.0	733029.0	968393.0	1484391.0	1400787.0	1185996.0	1839107.0	789453.0	1414848.0	1175143.0	908317.0	1379303.0	1699298.0	691513.0	1232444.0	848623.0	986745.0
BritoIL_2016__M2.60.ST__bin.4	326725.0	786978.0	706887.0	388429.0	817656.0	653307.0	616917.0	322522.0	756642.0	795641.0	836619.0	438881.0	758143.0	795299.0	673075.0	675431.0	780267.0	721296.0	770010.0	407194.0	756300.0	804759.0	848710.0	561500.0	733029.0	949233.0	211226.0	845311.0	828422.0	387471.0	850877.0	687811.0	806081.0	356489.0	794200.0	791718.0	696587.0	680833.0	211025.0	712102.0	741103.0
BritoIL_2016__M1.61.ST__bin.36	899976.0	406394.0	230647.0	929614.0	320575.0	957012.0	923576.0	531222.0	256118.0	983125.0	996209.0	863318.0	998682.0	596328.0	909664.0	966480.0	727526.0	996098.0	1008365.0	780880.0	909522.0	884542.0	586977.0	919796.0	968393.0	211226.0	1050042.0	692656.0	630354.0	680275.0	1020357.0	219157.0	643540.0	755550.0	296309.0	608451.0	972590.0	171611.0	864929.0	283646.0	338903.0
BritoIL_2016__W2.33.ST__bin.50	1064827.0	1197125.0	863710.0	1142000.0	1059015.0	1339854.0	1265342.0	1006048.0	918822.0	1504928.0	1575612.0	1055959.0	1467956.0	1449317.0	1337899.0	1376814.0	1479781.0	1487446.0	1506128.0	997687.0	1491113.0	1518420.0	1493973.0	1235627.0	1484391.0	845311.0	692656.0	1710510.0	1653380.0	1064824.0	1703885.0	835442.0	1581204.0	894197.0	979740.0	1450069.0	1434843.0	772939.0	973025.0	919617.0	1015846.0
BritoIL_2016__W2.62.ST__bin.9	993910.0	1146116.0	857503.0	1058820.0	1056113.0	1268532.0	1203161.0	982468.0	912436.0	1433822.0	1483543.0	987684.0	1394153.0	1403387.0	1269113.0	1301201.0	1456713.0	1405768.0	1418399.0	930947.0	1412789.0	1467986.0	1404771.0	1176201.0	1400787.0	828422.0	630354.0	1653380.0	1612708.0	1028139.0	1609168.0	834740.0	1549961.0	831999.0	974553.0	1425540.0	1361981.0	765489.0	849355.0	918419.0	1009491.0
BritoIL_2016__W1.37.ST__bin.46	1116443.0	750203.0	463185.0	1102542.0	618044.0	1102696.0	1045962.0	945019.0	507404.0	1170219.0	1203368.0	966371.0	1161651.0	984967.0	1031651.0	1125967.0	1133402.0	1158135.0	1171410.0	849925.0	1133212.0	1181690.0	957197.0	1042649.0	1185996.0	387471.0	680275.0	1064824.0	1028139.0	1218438.0	1214008.0	441920.0	1049101.0	818441.0	550052.0	1027601.0	1161015.0	389108.0	954607.0	586014.0	653727.0
BritoIL_2016__M2.51.ST__bin.30	1436055.0	1191292.0	867689.0	1517740.0	1063579.0	1699813.0	1629153.0	1009683.0	923156.0	1882190.0	1935460.0	1400639.0	1830794.0	1443385.0	1670210.0	1737489.0	1618511.0	1863986.0	1876361.0	1321706.0	1784759.0	1808103.0	1493523.0	1593735.0	1839107.0	850877.0	1020357.0	1703885.0	1609168.0	1214008.0	2112307.0	841237.0	1577809.0	1221673.0	987819.0	1455014.0	1796054.0	779268.0	1312067.0	923251.0	1020581.0
BritoIL_2016__W1.20.ST__bin.10	365325.0	831703.0	839676.0	384097.0	843030.0	680571.0	632550.0	380944.0	824843.0	797887.0	836167.0	456592.0	778744.0	931197.0	677424.0	699008.0	853605.0	740934.0	781343.0	427582.0	799254.0	829432.0	849366.0	591426.0	789453.0	687811.0	219157.0	835442.0	834740.0	441920.0	841237.0	996699.0	836720.0	374075.0	809173.0	847408.0	733141.0	751865.0	197593.0	753727.0	815965.0
BritoIL_2016__W3.20.ST__bin.25	1010143.0	1170989.0	867120.0	1042099.0	1031433.0	1298594.0	1219086.0	999440.0	922868.0	1431433.0	1488298.0	1008151.0	1420729.0	1422838.0	1248665.0	1328722.0	1452048.0	1446541.0	1443151.0	935822.0	1440878.0	1494270.0	1387910.0	1184602.0	1414848.0	806081.0	643540.0	1581204.0	1549961.0	1049101.0	1577809.0	836720.0	1605618.0	850971.0	978772.0	1447048.0	1388734.0	764381.0	868417.0	922810.0	1019129.0
LiJ_2014__MH0245__bin.7	1043143.0	615458.0	389605.0	1057921.0	511867.0	1148102.0	1099507.0	659439.0	428150.0	1187967.0	1214707.0	970103.0	1200077.0	806808.0	1129194.0	1158089.0	947249.0	1194524.0	1203255.0	900367.0	1130744.0	1116502.0	801115.0	1088311.0	1175143.0	356489.0	755550.0	894197.0	831999.0	818441.0	1221673.0	374075.0	850971.0	1256527.0	472600.0	825980.0	1159416.0	335773.0	929113.0	456860.0	522574.0
BritoIL_2016__W1.40.ST__bin.31	498801.0	960291.0	845622.0	526912.0	942697.0	819022.0	753663.0	491736.0	896008.0	920554.0	975248.0	576098.0	940444.0	937980.0	816120.0	837260.0	933836.0	896514.0	937349.0	524659.0	919228.0	976577.0	976705.0	716905.0	908317.0	794200.0	296309.0	979740.0	974553.0	550052.0	987819.0	809173.0	978772.0	472600.0	1123711.0	965142.0	868376.0	736796.0	346505.0	889108.0	906886.0
BritoIL_2016__W1.21.ST__bin.57	969843.0	1177121.0	855402.0	1003266.0	1076730.0	1259879.0	1175815.0	983821.0	913684.0	1384034.0	1463201.0	988555.0	1372705.0	1421531.0	1233851.0	1279334.0	1451323.0	1353238.0	1390658.0	904506.0	1397644.0	1451287.0	1362516.0	1155866.0	1379303.0	791718.0	608451.0	1450069.0	1425540.0	1027601.0	1455014.0	847408.0	1447048.0	825980.0	965142.0	1581263.0	1341336.0	761092.0	810694.0	927610.0	1010814.0
BritoIL_2016__W1.8.ST__bin.57	1381671.0	1077321.0	752942.0	1414818.0	928363.0	1601919.0	1527830.0	980180.0	820570.0	1709522.0	1779648.0	1340283.0	1717583.0	1315073.0	1531753.0	1630518.0	1471831.0	1716491.0	1727543.0	1251523.0	1634964.0	1653596.0	1315685.0	1503678.0	1699298.0	696587.0	972590.0	1434843.0	1361981.0	1161015.0	1796054.0	733141.0	1388734.0	1159416.0	868376.0	1341336.0	1902274.0	639995.0	1233968.0	845135.0	927296.0
CM_madagascar__A13_03_1FE__bin.36	315714.0	738648.0	766859.0	332901.0	781289.0	607425.0	567302.0	309757.0	761703.0	729571.0	778795.0	404453.0	704383.0	736208.0	627801.0	633459.0	774087.0	671235.0	707944.0	396302.0	718938.0	757986.0	783038.0	514810.0	691513.0	680833.0	171611.0	772939.0	765489.0	389108.0	779268.0	751865.0	764381.0	335773.0	736796.0	761092.0	639995.0	866199.0	175894.0	681156.0	698104.0
BritoIL_2016__W1.39.ST__bin.79	1207991.0	547224.0	217892.0	1170343.0	392834.0	1168372.0	1145315.0	770753.0	279020.0	1219762.0	1257135.0	1074038.0	1217609.0	812215.0	1116806.0	1189163.0	942084.0	1269903.0	1264046.0	997331.0	1114734.0	1138289.0	785616.0	1143453.0	1232444.0	211025.0	864929.0	973025.0	849355.0	954607.0	1312067.0	197593.0	868417.0	929113.0	346505.0	810694.0	1233968.0	175894.0	1315432.0	364226.0	426876.0
BritoIL_2016__M2.45.ST__bin.43	529762.0	903638.0	778739.0	550834.0	902133.0	767492.0	715781.0	531908.0	870787.0	855267.0	922770.0	560898.0	856459.0	878124.0	766408.0	793339.0	898024.0	837618.0	868031.0	504107.0	867015.0	968670.0	919252.0	687223.0	848623.0	712102.0	283646.0	919617.0	918419.0	586014.0	923251.0	753727.0	922810.0	456860.0	889108.0	927610.0	845135.0	681156.0	364226.0	976482.0	863493.0
BritoIL_2016__M1.25.ST__bin.73	582423.0	998732.0	802340.0	616993.0	938643.0	845330.0	797215.0	596950.0	860348.0	1018026.0	1020251.0	620649.0	962215.0	986599.0	844792.0	893923.0	972276.0	925481.0	963493.0	569675.0	952552.0	1021260.0	1003944.0	767965.0	986745.0	741103.0	338903.0	1015846.0	1009491.0	653727.0	1020581.0	815965.0	1019129.0	522574.0	906886.0	1010814.0	927296.0	698104.0	426876.0	863493.0	1104475.0
