	YuJ_2015__SZAXPI017586-111__bin.46	YuJ_2015__SZAXPI015213-15__bin.3	HeQ_2017__SZAXPI029460-123__bin.30	YuJ_2015__SZAXPI015258-57__bin.36	LiJ_2017__H2M514917__bin.38	QinJ_2012__CON-098__bin.12	HeQ_2017__RSZAXPI003105-143__bin.29	WenC_2017__N010__bin.15	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.75	QinJ_2012__CON-084__bin.10	QinN_2014__LD-74__bin.17	QinJ_2012__CON-074__bin.14	YuJ_2015__SZAXPI003417-4__bin.21	YuJ_2015__SZAXPI015210-17__bin.10	QinJ_2012__CON-040__bin.45	LiJ_2017__H1M513803__bin.32	QinN_2014__HD-26__bin.35	WenC_2017__N287__bin.41	LiJ_2014__O2.UC8-0__bin.48	ChengpingW_2017__AS54raw__bin.17	QinJ_2012__T2D-087__bin.26	QinJ_2012__CON-094__bin.51	QinJ_2012__T2D-008__bin.19	WenC_2017__RA068__bin.5	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.3	HeQ_2017__RSZAXPI003102-140__bin.5	QinJ_2012__CON-022__bin.36	QinN_2014__HD-58__bin.4	QinN_2014__LD-84__bin.67	LiJ_2014__O2.UC8-1__bin.57	QinN_2014__HD-81__bin.7	QinJ_2012__T2D-023__bin.48	HeQ_2017__RSZAXPI003081-115__bin.31	QinJ_2012__NOM022__bin.8	LeChatelierE_2013__MH0321__bin.36	VogtmannE_2016__MMRS67247116ST-27-0-0__bin.90	ChengpingW_2017__AS42raw__bin.81	VogtmannE_2016__MMRS56137463ST-27-0-0__bin.1	QinN_2014__HD-43__bin.29	QinJ_2012__NLM032__bin.22	QinN_2014__LD-16__bin.6
QinN_2014__LD-74__bin.17	0.7539848811200525	0.4924440880307691	0.8850723378981622	0.629939321389862	0.9229434724706739	0.8310297508952695	0.5508666159656624	0.8874388619823151	0.6423201630367591	0.655490970916051	1.0	0.5682099794670136	0.6488914549582729	0.5634775448647132	0.5014834492103866	0.6947950888949769	0.892464581135361	0.753222525357916	0.8560997511069498	0.7524948360751041	0.867432008450031	0.898977891069332	0.6692679820090176	0.9106209195943225	0.648695113836435	0.518340561652186	0.6976248553134663	0.5306591263495001	0.8347798663223743	0.8520161625557233	0.8582033621576417	0.8995175223713835	0.5035818449500297	0.8365687180121197	0.8205528045641948	0.7687242704930279	0.7676269076917555	0.5957995884812799	0.918609548989104	0.6956755561132189	0.8982238184482731
QinJ_2012__CON-074__bin.14	0.7889441660701503	0.4620763881787504	0.8999238163411392	0.6568739134880868	0.9802633193578075	0.8801431639226914	0.6460977605072094	0.9420339503016668	0.8343097453727375	0.6837585642703753	0.9470068514163003	1.0	0.557916453625115	0.4088644033132222	0.3502827487473157	0.7550782288577564	0.9159597095817569	0.7912915431025668	0.8699043869516311	0.8247632682278352	0.8762455261274159	0.9353497290111463	0.6955711217915942	0.9757015032211883	0.8071403006442377	0.3864270375293997	0.7238383270273034	0.6760563452295736	0.8796042540137028	0.8738782084057675	0.9114469782186317	0.9314750997034461	0.3650214745884037	0.8749565395234686	0.8815604867573371	0.7717062071786481	0.808458942632171	0.8514566929133859	0.9670237243071889	0.6968943654770426	0.9400945904489212
YuJ_2015__SZAXPI003417-4__bin.21	0.7363586844469785	0.5609736748551468	0.8983337957436194	0.6681803179516158	0.9147977230747824	0.8198088930406827	0.5394762630800598	0.873914290344449	0.6152899142801629	0.6853662840963951	0.8973084327515448	0.46290790738558313	1.0	0.7437814301119882	0.6795946401132863	0.6813136185344224	0.886704813394117	0.7678271892157437	0.8432395191951176	0.7413959869574845	0.8771897672421766	0.9093349182551945	0.6941338376575058	0.8954778819402905	0.5871427032081092	0.6974118599329547	0.7175173743240961	0.5875206917997263	0.8200591885166133	0.8650470428225864	0.8559986492528893	0.8988059633109255	0.7150729632523818	0.8516121149798024	0.8231543678257468	0.7893076318060218	0.7864521422323132	0.507670919992839	0.9320116883744963	0.7599534874644389	0.9104383394973897
YuJ_2015__SZAXPI015210-17__bin.10	0.6680508327410623	0.5196350362739718	0.8244312783523012	0.5913508262561841	0.8499647248735993	0.7505606808338771	0.42159803939063034	0.7752171454958603	0.5133830043091798	0.6294153207642755	0.799393990302278	0.348032100582638	0.7630621334030857	1.0	0.7009826984318346	0.5970401100601352	0.814767068830672	0.6949726525284714	0.7402162119345262	0.6544042986473588	0.8180351863401479	0.8008702793676852	0.6176180650428937	0.8029389120115178	0.47386920479289085	0.677420393767031	0.6418667222596275	0.4668825101092289	0.736340082684374	0.7418239394721483	0.7728751904660973	0.806253598781017	0.7074223131169067	0.7633855068628727	0.7386611468311359	0.7037093938902002	0.6950932103324566	0.3968780316261855	0.8374079985097836	0.6852988680188	0.81264446807242
QinJ_2012__CON-040__bin.45	0.7561161499369955	0.6305241148206101	0.8840018278244735	0.6882362878546603	0.9439433928299431	0.8530523283991304	0.5000047080327347	0.8873905036210311	0.5895586911668997	0.7260417907140978	0.9054111912707534	0.3794580223493083	0.8872980046249498	0.8920974285832975	1.0	0.6847528975172051	0.8753429247961007	0.8024470692496226	0.8731201794591301	0.7443316670590028	0.8860622845036488	0.9141282523505546	0.7310107038508938	0.930725452455793	0.5059955412160572	0.8038389852804741	0.7453967902294474	0.5619790354071756	0.8416965534430951	0.8623271528864395	0.8739598709445144	0.8959076117811595	0.8349103396707146	0.8750931221180609	0.8244845396513286	0.8192148663057175	0.8087752191312295	0.38581552819973136	0.9340033510115346	0.798597560131271	0.9164196795768309
LiJ_2017__H1M513803__bin.32	0.8170088411987073	0.5391411230199077	0.9194859029592339	0.6668664374733186	0.9390660542928382	0.8833588718242732	0.6031524740713854	0.9376913066701864	0.6893924176461005	0.7367244874600166	0.9341424532212527	0.6091216752700103	0.6624204714893511	0.565816506458179	0.509918764913207	1.0	0.9093293516660514	0.8164701612121537	0.8779333001986022	0.890047000447525	0.8971533691215928	0.9280924087780915	0.7232051046734407	0.9240692199658066	0.6722012666816529	0.526291171793957	0.7863812130198871	0.5817681984949132	0.8909692733800931	0.8738886631785832	0.909078160156242	0.9278634904070828	0.5169216047384041	0.8818669839901503	0.8927391629836932	0.8212873461761352	0.8804934737640986	0.6323690576606192	0.9413696742965916	0.7488979952112752	0.9330584937996119
QinN_2014__HD-26__bin.35	0.7192005143637511	0.46495359408087494	0.8441209662656337	0.6030377443966932	0.8668414858375268	0.7755655119463251	0.5242580264068329	0.8315673730209284	0.6055277379850642	0.6262417491712216	0.8687524319843231	0.5349795123518674	0.6241865637700259	0.5590546266607299	0.4719478540752666	0.658369773902729	1.0	0.7153386053826029	0.8039669079911832	0.7159263131520817	0.8314419475823202	0.860000722689432	0.6508042308986762	0.8547409173317948	0.6100532072628496	0.4942962781792885	0.6714827048772279	0.5024331041930022	0.7997087143504321	0.7999338828759336	0.8149968807887946	0.8614759647530627	0.48461104526275584	0.7946875159581474	0.7858145620726016	0.7422913376115353	0.7277476607409119	0.5656397608196612	0.8696429525984418	0.6612706851185405	0.8564473005608607
WenC_2017__N287__bin.41	0.7876700201505363	0.5318497007052688	0.903022950868251	0.684998592425769	0.9226523143483673	0.8572408581757838	0.5601545368339952	0.9268861494695667	0.6544783085402714	0.6934999703668583	0.9094518609612992	0.5732560896106205	0.6704250133349138	0.5914797309310733	0.5366406388905351	0.7332302346944823	0.8872847893083625	1.0	0.850132608309133	0.7871814437266639	0.8743910389379482	0.9140457387542227	0.7156277781070349	0.9142427991465655	0.6331261482842411	0.5469777899602916	0.740755941444912	0.5472841225626741	0.8634519646772951	0.8507934273691696	0.8826801695015706	0.910238620873585	0.5364583950690452	0.8753685621999644	0.8492299087299235	0.8026292004978368	0.8105597700468203	0.5942085728678954	0.9292812481479287	0.7454957624607361	0.9106638564570616
LiJ_2014__O2.UC8-0__bin.48	0.7490744575153985	0.4903550108930679	0.870946526576303	0.6330046043876721	0.9193503770425525	0.8250790995500369	0.5458616981400761	0.8821204735661007	0.643617120530855	0.6568217121512949	0.9135350665123687	0.5569652616709688	0.650701952240731	0.5567691700808101	0.5160426818389398	0.6967965705250443	0.8813207210539841	0.7513306565794621	1.0	0.765813280867648	0.8636728053046212	0.9039023535901293	0.6924632410109683	0.9032728308390854	0.6477376628435899	0.5092361103154325	0.697163546606126	0.5287434588395895	0.826603310641488	0.929980570891693	0.8473700320326579	0.8861781618132089	0.51163013001298	0.8385193939165776	0.8265794130019527	0.7750482454058425	0.7743152753384545	0.5891799344942785	0.9275318812516471	0.6954019959439486	0.9055598022061122
ChengpingW_2017__AS54raw__bin.17	0.7717535126394599	0.5133109317562317	0.8516119101198759	0.6357079892204848	0.8889902710307902	0.82493609868011	0.5616356867697024	0.8834526961195975	0.6442364372213365	0.6816856497434416	0.8821770074653141	0.5801459399329392	0.6285397482933573	0.5407718653646754	0.4833140859117146	0.776084092590468	0.8622148357519388	0.7643119355473323	0.8413452599013328	1.0	0.8386270036709766	0.8777806110429969	0.6825905363107314	0.8768307678696216	0.643894047709389	0.4888797137451047	0.733130393219249	0.5425388398102615	0.8291764057660983	0.832392061886185	0.8507570152985532	0.8663159571854863	0.48749361166627525	0.8248638084575245	0.8372351471465682	0.7714075265990256	0.8158199779245081	0.5974491981359912	0.8988141885926029	0.7126679443933538	0.8787146294910301
QinJ_2012__T2D-087__bin.26	0.7525582746220378	0.49602592346396696	0.9415655410183364	0.6368311868061751	0.9252313298401599	0.8363828722907638	0.5640952570354761	0.8843686537102894	0.6234248029025746	0.6570673470954816	0.9084232302355595	0.550597629529771	0.664318964500777	0.6038659014626928	0.5139581828001312	0.6988164355429813	0.8944986212256393	0.7584065397245408	0.8476199716823554	0.7491510971561233	1.0	0.910412597785672	0.6835999584905866	0.9178894326736271	0.6138162732964354	0.542614778186482	0.6996071063344586	0.5095139125609991	0.844516404089641	0.8495630748708373	0.8724899575813634	0.9172879959724303	0.5336388494695823	0.8446115030552149	0.8332542448354997	0.7738389171312112	0.7805771286345234	0.5921189302522982	0.9286735268575864	0.6996006807286765	0.9222713745366736
QinJ_2012__CON-094__bin.51	0.7693723484792117	0.5078577944223037	0.9151203057059604	0.6598660240905871	0.9552317063865101	0.8503927234939742	0.5544900483768473	0.9148752394066609	0.6608276085233679	0.6740057796385367	0.9278127769462903	0.5792167313791565	0.6786807200896423	0.5826251793274229	0.5225516404402455	0.7124365447678187	0.9118115940422926	0.7813090403184723	0.8742426770611929	0.7727608491705582	0.8972155845701952	1.0	0.6994724108856297	0.9368197550033578	0.6408667368092431	0.5502089870941248	0.7212820450307742	0.5447399558437389	0.8616939527199351	0.8784721287744247	0.8876826955013236	0.9349409133753956	0.543073568333128	0.8681527478612899	0.8497958889020112	0.8005141326315276	0.793699453096875	0.6050268987176447	0.9534833134863404	0.7113236144809486	0.9298527797452387
QinJ_2012__T2D-008__bin.19	0.8126695417616157	0.5543347183392809	0.9085658790239818	0.6928384203983157	0.9317244044375557	0.8716308805197205	0.5827423117763358	0.9342561433332853	0.6820945255966218	0.7298492651389511	0.924378336281026	0.5764305489996348	0.6933032434223517	0.6012920130947044	0.5592219277825188	0.7429418509362985	0.9234109789757623	0.8186164799041371	0.896283873395259	0.8041883223914191	0.9015689577879679	0.9360713683423741	1.0	0.9217127012361666	0.6581097423007596	0.5449331748048125	0.7702549704708145	0.5880621413723	0.892900029575795	0.8815747882025629	0.9046426371100804	0.9336591190480831	0.5463916258975491	0.9029731724658671	0.8828014633662679	0.8373839743258371	0.8336954743949038	0.6002475383870938	0.9510630761030119	0.7815653815743645	0.9384399742716008
WenC_2017__RA068__bin.5	0.7240157488564478	0.47926100230281976	0.8701491639294552	0.6213362700546324	0.9320579868751547	0.8120395595277259	0.5357362123419525	0.8701303055329638	0.6414929025077776	0.6395106754987822	0.8885268209802355	0.571222925104926	0.6318559625609942	0.5522441940834325	0.5029968386742009	0.6706270297097573	0.8567662878922808	0.7388189914230217	0.8259447832137521	0.7297876155413542	0.8552055310778891	0.8856815978270338	0.6511466054736645	1.0	0.6270644331540189	0.5217869857307793	0.6745361058967811	0.5097089311270406	0.813367430112429	0.8296619826999656	0.8557180005190549	0.907811177760742	0.5064874380628894	0.8172851871486314	0.7982334172581868	0.754359806830152	0.7497170492177208	0.5936320882501114	0.9086819567352463	0.6708907479210114	0.8809110221939379
FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.3	0.7668867376775635	0.4667648602419764	0.8548281074822981	0.6186626784789556	0.9155998758558882	0.8353582307371754	0.6240238035872766	0.9018285102532226	0.7499668716555629	0.6567184282518521	0.9217124913038096	0.6881127653972698	0.6032937420557358	0.47460145729843584	0.3982101104220028	0.710391577031247	0.8904663599098211	0.7450555945927567	0.8624881653348491	0.7803996150137656	0.8327995020286751	0.8822897614236122	0.677023052096937	0.913133121893128	1.0	0.4511117174954274	0.6955091041921304	0.6215457162435247	0.8403078669356456	0.8347579974438867	0.852727508905422	0.8843445905772527	0.41493425767226305	0.8165500490822577	0.8345330734211293	0.7774973976813646	0.7767031892134111	0.7164492691712857	0.9287984698192064	0.6889087174622991	0.90277310396895
HeQ_2017__RSZAXPI003102-140__bin.5	0.6999469260047413	0.5437056768956262	0.8750390472965118	0.6485712985942973	0.9105172439937929	0.7814918341867295	0.4568154591911523	0.8595020142844867	0.5556897850250458	0.6517259157791515	0.8540364037060812	0.3820185304063446	0.830961346967453	0.7867471706505861	0.7335690492678316	0.6449572122504891	0.8366493628593236	0.7464048686544984	0.7862841632252814	0.6870858332869989	0.8536896536037243	0.8783700723322735	0.6500619196611351	0.8810925155557353	0.5231069011357835	1.0	0.6770482771170205	0.45714906716135	0.7902834151346816	0.7909663005403438	0.8379681252748474	0.8679251100653569	0.877192840570773	0.8110272598148981	0.7798889995299161	0.7521075430783928	0.7482978411520596	0.4488053296400572	0.9298594297325576	0.71284693965234	0.8942553718465202
QinJ_2012__CON-022__bin.36	0.8287238170978786	0.5659196245892073	0.933915871146784	0.6972780471451335	0.9546816748904934	0.9008374119715015	0.6063702040559972	0.9424784116749363	0.6838619029337495	0.7490413623199136	0.945847941492218	0.5888391655744776	0.7034967658586477	0.6134228824391387	0.5597545621337389	0.7930053868387438	0.9352531181980814	0.8317984454659006	0.8857949424193482	0.847868286780637	0.9057342734131577	0.9475304187309421	0.7561085986025249	0.9372849850240809	0.6636626094494078	0.5571316445892655	1.0	0.5903107612408821	0.9045068345178611	0.8913726976162063	0.9155271644165007	0.9408787064931975	0.5517431420855148	0.9189919444903134	0.8970373842698984	0.8443182390099297	0.870167245308509	0.601027870890565	0.9547810845468729	0.7755300843151943	0.9471282047655908
QinN_2014__HD-58__bin.4	0.8226505080164684	0.5682101342887544	0.9201731700856197	0.7037762258170243	0.9864622478437922	0.9064126135348338	0.7489656712866308	0.9618869792438345	0.847028788348172	0.7988312029416915	0.9707727776804996	0.7420626635956701	0.7772405030328337	0.6020399229556995	0.5694201249051538	0.7915813612057703	0.9442242590771746	0.8291982633604066	0.9064547050451446	0.8466045059242397	0.8900311589420327	0.965561287483893	0.7788888065766021	0.955633303251934	0.8002398654867574	0.5075731045351077	0.7964954047295143	1.0	0.925870676921281	0.8813866851644824	0.9418755528018354	0.9387691993409031	0.5367700209671843	0.9181813998177157	0.9145851011767664	0.8443006972598988	0.8662775166233405	0.666672840088179	0.9731080146725393	0.7997908893767762	0.9598413318427327
QinN_2014__LD-84__bin.67	0.7813382678382695	0.5191546125877762	0.9109466656177423	0.6707144884954662	0.9437264633349637	0.8576177560087973	0.568419738475799	0.9288357281872193	0.6621203777495784	0.7002955230313002	0.9307183193495757	0.588422611616381	0.6611831866549461	0.5786826650431142	0.5197716537318333	0.7388438345481473	0.9159527710414792	0.7973115613124779	0.8636595602042666	0.7885713992536675	0.8990867517435517	0.9308677910679531	0.7207745166111991	0.9293946224385439	0.6593710558449598	0.5347711577730424	0.7438044485793346	0.5642800217537787	1.0	0.8618111730964588	0.8991773924881056	0.9272527645427089	0.5264486272202706	0.873370433331167	0.8675229081655339	0.815273136477598	0.8068055807335401	0.5946357781251389	0.9476927655004225	0.7399010818742454	0.9296446540772944
LiJ_2014__O2.UC8-1__bin.57	0.7458373820602556	0.49270504991454883	0.8858864671138041	0.6329766503664263	0.9231795212100624	0.8283089619722501	0.5296004729439708	0.8824236535185083	0.6292133093174702	0.6555119302486643	0.9141762058622932	0.5625857474279063	0.6712002533252227	0.5610462437030775	0.5124657997782746	0.6973997956544981	0.8817208866909458	0.7560487321888932	0.9350936407995808	0.7618295242383785	0.8704121011510234	0.9132690276998754	0.6848438047236464	0.9123266289048819	0.6303588027881575	0.5150849640157051	0.7054106791591288	0.5169477075647335	0.8293692017622166	1.0	0.8537863167513279	0.9032729513441773	0.5171899728504881	0.8392964826767154	0.8306697318491951	0.7833503182365193	0.775820344490703	0.6026674856286652	0.930778290397078	0.6958573294465555	0.8977930159131426
QinN_2014__HD-81__bin.7	0.7499577282809191	0.5023853441784223	0.881861534211537	0.6419850093414884	0.9289896080553373	0.8325699825554963	0.5500254913706336	0.8862824982890782	0.6324044891763544	0.6688043696925731	0.8975490744980092	0.571946145027771	0.6473980353195854	0.5697614912499948	0.5062560539999955	0.7071521181901224	0.8756264957530959	0.7645659360209912	0.8305011548922416	0.758964251440848	0.871315903374711	0.8995274230357928	0.6850075126550458	0.9172035789948539	0.627658506112635	0.5319052818312462	0.706219734010622	0.5384675852116041	0.8434650168236629	0.8322141621649024	1.0	0.9108578479892939	0.5179795177077595	0.8405513964747151	0.8319026187931561	0.7825456141527319	0.7779510713273897	0.6034101004863734	0.9032110784951333	0.7145646686715387	0.8946062569844591
QinJ_2012__T2D-023__bin.48	0.7483636269331833	0.48945283809346213	0.905106879450995	0.6412751622943091	0.933803186948657	0.822829291425223	0.5365145601003759	0.8901310673002322	0.6328213785453206	0.6528978028251111	0.9052411792074339	0.5624470712310471	0.6541102054539285	0.5719289427707058	0.49937712699168857	0.6945162167727738	0.8906207211248577	0.7586710560561009	0.8357470755842117	0.7436674577488335	0.8814701223177482	0.9116486668973947	0.6802887784372016	0.9363048672392879	0.6263561573968447	0.5301218916938842	0.6983754051761905	0.5164301087087063	0.8369634917689686	0.8472110262878652	0.8764704665573538	1.0	0.5241098936315055	0.8401731015803222	0.8288801901067081	0.775409436734472	0.7734150081675863	0.6116257896285392	0.9204451465766066	0.6969005777359407	0.9045665930745166
