	YuJ_2015__SZAXPI017586-111__bin.46	YuJ_2015__SZAXPI015213-15__bin.3	HeQ_2017__SZAXPI029460-123__bin.30	YuJ_2015__SZAXPI015258-57__bin.36	LiJ_2017__H2M514917__bin.38	QinJ_2012__CON-098__bin.12	HeQ_2017__RSZAXPI003105-143__bin.29	WenC_2017__N010__bin.15	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.75	QinJ_2012__CON-084__bin.10	QinN_2014__LD-74__bin.17	QinJ_2012__CON-074__bin.14	YuJ_2015__SZAXPI003417-4__bin.21	YuJ_2015__SZAXPI015210-17__bin.10	QinJ_2012__CON-040__bin.45	LiJ_2017__H1M513803__bin.32	QinN_2014__HD-26__bin.35	WenC_2017__N287__bin.41	LiJ_2014__O2.UC8-0__bin.48	ChengpingW_2017__AS54raw__bin.17	QinJ_2012__T2D-087__bin.26	QinJ_2012__CON-094__bin.51	QinJ_2012__T2D-008__bin.19	WenC_2017__RA068__bin.5	FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.3	HeQ_2017__RSZAXPI003102-140__bin.5	QinJ_2012__CON-022__bin.36	QinN_2014__HD-58__bin.4	QinN_2014__LD-84__bin.67	LiJ_2014__O2.UC8-1__bin.57	QinN_2014__HD-81__bin.7	QinJ_2012__T2D-023__bin.48	HeQ_2017__RSZAXPI003081-115__bin.31	QinJ_2012__NOM022__bin.8	LeChatelierE_2013__MH0321__bin.36	VogtmannE_2016__MMRS67247116ST-27-0-0__bin.90	ChengpingW_2017__AS42raw__bin.81	VogtmannE_2016__MMRS56137463ST-27-0-0__bin.1	QinN_2014__HD-43__bin.29	QinJ_2012__NLM032__bin.22	QinN_2014__LD-16__bin.6
QinN_2014__LD-74__bin.17	2457714.0	1605187.0	2885011.0	2053371.0	3008457.0	2708852.0	1795623.0	2892725.0	2093728.0	2136660.0	3259633.0	1852156.0	2115148.0	1836730.0	1634652.0	2264777.0	2909107.0	2455229.0	2790571.0	2452857.0	2827510.0	2930338.0	2181568.0	2968290.0	2114508.0	1689600.0	2274001.0	1729754.0	2721076.0	2777260.0	2797428.0	2932097.0	1641492.0	2726907.0	2674701.0	2505759.0	2502182.0	1942088.0	2994330.0	2267647.0	2927880.0
QinJ_2012__CON-074__bin.14	1543017.0	903729.0	1760071.0	1284714.0	1917199.0	1721384.0	1263638.0	1842430.0	1631743.0	1337295.0	1852156.0	1955800.0	1091173.0	799657.0	685083.0	1476782.0	1791434.0	1547608.0	1701359.0	1613072.0	1713761.0	1829357.0	1360398.0	1908277.0	1578605.0	755774.0	1415683.0	1322231.0	1720330.0	1709131.0	1782608.0	1821779.0	713909.0	1711240.0	1724156.0	1509303.0	1581184.0	1665279.0	1891305.0	1362986.0	1838637.0
YuJ_2015__SZAXPI003417-4__bin.21	1735755.0	1322335.0	2117565.0	1575044.0	2156374.0	1932465.0	1271661.0	2060003.0	1450370.0	1615555.0	2115148.0	1091173.0	2357214.0	1753252.0	1601950.0	1606002.0	2090153.0	1809933.0	1987696.0	1747629.0	2067724.0	2143497.0	1636222.0	2110833.0	1384021.0	1643949.0	1691342.0	1384912.0	1933055.0	2039101.0	2017772.0	2118678.0	1685580.0	2007432.0	1940351.0	1860567.0	1853836.0	1196689.0	2196951.0	1791373.0	2146098.0
YuJ_2015__SZAXPI015210-17__bin.10	1534949.0	1193941.0	1894257.0	1358719.0	1952924.0	1724528.0	968686.0	1781180.0	1179576.0	1446178.0	1836730.0	799657.0	1753252.0	2297653.0	1610615.0	1371791.0	1872052.0	1596806.0	1700760.0	1503594.0	1879561.0	1840122.0	1419072.0	1844875.0	1088787.0	1556477.0	1474787.0	1072734.0	1691854.0	1704454.0	1775799.0	1852491.0	1625411.0	1753995.0	1697187.0	1616880.0	1597083.0	911888.0	1924073.0	1574579.0	1867175.0
QinJ_2012__CON-040__bin.45	1365111.0	1138364.0	1595999.0	1242559.0	1704219.0	1540122.0	902721.0	1602117.0	1064404.0	1310814.0	1634652.0	685083.0	1601950.0	1610615.0	1805425.0	1236270.0	1580366.0	1448758.0	1576353.0	1343835.0	1599719.0	1650390.0	1319785.0	1680355.0	913537.0	1451271.0	1345758.0	1014611.0	1519620.0	1556867.0	1577869.0	1617494.0	1507368.0	1579915.0	1488545.0	1479031.0	1460183.0	696561.0	1686273.0	1441808.0	1654527.0
LiJ_2017__H1M513803__bin.32	1980793.0	1307118.0	2229243.0	1616781.0	2276714.0	2141655.0	1462310.0	2273381.0	1671394.0	1786148.0	2264777.0	1476782.0	1606002.0	1371791.0	1236270.0	2424445.0	2204619.0	1979487.0	2128501.0	2157870.0	2175099.0	2250109.0	1753371.0	2240355.0	1629715.0	1275964.0	1906538.0	1410465.0	2160106.0	2118695.0	2204010.0	2249554.0	1253248.0	2138038.0	2164397.0	1991166.0	2134708.0	1533144.0	2282299.0	1815662.0	2262149.0
QinN_2014__HD-26__bin.35	2408317.0	1556945.0	2826626.0	2019334.0	2902708.0	2597061.0	1755532.0	2784589.0	2027672.0	2097035.0	2909107.0	1791434.0	2090153.0	1872052.0	1580366.0	2204619.0	3348603.0	2395385.0	2692166.0	2397353.0	2784169.0	2879801.0	2179285.0	2862188.0	2042826.0	1655202.0	2248529.0	1682449.0	2677907.0	2678661.0	2729101.0	2884741.0	1622770.0	2661093.0	2631381.0	2485639.0	2436938.0	1894103.0	2912089.0	2214333.0	2867902.0
WenC_2017__N287__bin.41	2126457.0	1435824.0	2437873.0	1849277.0	2490866.0	2314276.0	1512238.0	2502296.0	1766882.0	1872228.0	2455229.0	1547608.0	1809933.0	1596806.0	1448758.0	1979487.0	2395385.0	2699680.0	2295086.0	2125138.0	2360576.0	2467631.0	1931966.0	2468163.0	1709238.0	1476665.0	1999804.0	1477492.0	2331044.0	2296870.0	2382954.0	2457353.0	1448266.0	2363215.0	2292649.0	2166842.0	2188252.0	1604173.0	2508762.0	2012600.0	2458501.0
LiJ_2014__O2.UC8-0__bin.48	2288194.0	1497885.0	2660476.0	1933636.0	2808335.0	2520365.0	1667441.0	2694609.0	1966054.0	2006390.0	2790571.0	1701359.0	1987696.0	1700760.0	1576353.0	2128501.0	2692166.0	2295086.0	3054695.0	2339326.0	2638257.0	2761146.0	2115264.0	2759223.0	1978641.0	1555561.0	2129622.0	1615150.0	2525021.0	2840807.0	2588457.0	2707004.0	1562874.0	2561421.0	2524948.0	2367536.0	2365297.0	1799765.0	2833327.0	2124241.0	2766209.0
ChengpingW_2017__AS54raw__bin.17	2145829.0	1427240.0	2367872.0	1767560.0	2471801.0	2293701.0	1561605.0	2456404.0	1791273.0	1895399.0	2452857.0	1613072.0	1747629.0	1503594.0	1343835.0	2157870.0	2397353.0	2125138.0	2339326.0	2780459.0	2331768.0	2440633.0	1897915.0	2437992.0	1790321.0	1359310.0	2038439.0	1508507.0	2305491.0	2314432.0	2365495.0	2408756.0	1355456.0	2293500.0	2327898.0	2144867.0	2268354.0	1661183.0	2499116.0	1981544.0	2443230.0
QinJ_2012__T2D-087__bin.26	2342373.0	1543904.0	2930667.0	1982167.0	2879826.0	2603281.0	1755773.0	2752639.0	1940439.0	2045153.0	2827510.0	1713761.0	2067724.0	1879561.0	1599719.0	2175099.0	2784169.0	2360576.0	2638257.0	2331768.0	3112547.0	2833702.0	2127737.0	2856974.0	1910532.0	1688914.0	2177560.0	1585886.0	2628597.0	2644305.0	2715666.0	2855102.0	1660976.0	2628893.0	2593543.0	2408610.0	2429583.0	1842998.0	2890540.0	2177540.0	2870613.0
QinJ_2012__CON-094__bin.51	2429931.0	1603982.0	2890251.0	2084074.0	3016936.0	2685820.0	1751262.0	2889477.0	2087111.0	2128732.0	2930338.0	1829357.0	2143497.0	1840122.0	1650390.0	2250109.0	2879801.0	2467631.0	2761146.0	2440633.0	2833702.0	3158329.0	2209164.0	2958785.0	2024068.0	1737741.0	2278046.0	1720468.0	2721513.0	2774504.0	2803594.0	2952851.0	1715205.0	2741912.0	2683935.0	2528287.0	2506764.0	1910874.0	3011414.0	2246594.0	2936781.0
QinJ_2012__T2D-008__bin.19	1917931.0	1308251.0	2144250.0	1635125.0	2198905.0	2057082.0	1375294.0	2204880.0	1609769.0	1722472.0	2181568.0	1360398.0	1636222.0	1419072.0	1319785.0	1753371.0	2179285.0	1931966.0	2115264.0	1897915.0	2127737.0	2209164.0	2360038.0	2175277.0	1553164.0	1286063.0	1817831.0	1387849.0	2107278.0	2080550.0	2134991.0	2203471.0	1289505.0	2131051.0	2083445.0	1976258.0	1967553.0	1416607.0	2244545.0	1844524.0	2214754.0
WenC_2017__RA068__bin.5	2418710.0	1601061.0	2906896.0	2075690.0	3113714.0	2712770.0	1789727.0	2906833.0	2143027.0	2136405.0	2968290.0	1908277.0	2110833.0	1844875.0	1680355.0	2240355.0	2862188.0	2468163.0	2759223.0	2437992.0	2856974.0	2958785.0	2175277.0	3340687.0	2094826.0	1743127.0	2253414.0	1702778.0	2717206.0	2771641.0	2858686.0	3032713.0	1692016.0	2730294.0	2666648.0	2520080.0	2504570.0	1983139.0	3035622.0	2241236.0	2942848.0
FerrettiP_2018__CA_C10029IS2503FE_t3M15__bin.3	1759321.0	1070809.0	1961068.0	1419279.0	2100485.0	1916402.0	1431578.0	2068892.0	1720505.0	1506583.0	2114508.0	1578605.0	1384021.0	1088787.0	913537.0	1629715.0	2042826.0	1709238.0	1978641.0	1790321.0	1910532.0	2024068.0	1553164.0	2094826.0	2294108.0	1034899.0	1595573.0	1425893.0	1927757.0	1915025.0	1956249.0	2028782.0	951904.0	1873254.0	1914509.0	1783663.0	1781841.0	1643612.0	2130764.0	1580431.0	2071059.0
HeQ_2017__RSZAXPI003102-140__bin.5	1384754.0	1075651.0	1731151.0	1283114.0	1801340.0	1546080.0	903750.0	1700413.0	1099360.0	1289355.0	1689600.0	755774.0	1643949.0	1556477.0	1451271.0	1275964.0	1655202.0	1476665.0	1555561.0	1359310.0	1688914.0	1737741.0	1286063.0	1743127.0	1034899.0	1978370.0	1339452.0	904410.0	1563473.0	1564824.0	1657811.0	1717077.0	1735412.0	1604512.0	1542909.0	1487947.0	1480410.0	887903.0	1839606.0	1410275.0	1769168.0
QinJ_2012__CON-022__bin.36	1992412.0	1360580.0	2245314.0	1676391.0	2295239.0	2165787.0	1457831.0	2265900.0	1644136.0	1800840.0	2274001.0	1415683.0	1691342.0	1474787.0	1345758.0	1906538.0	2248529.0	1999804.0	2129622.0	2038439.0	2177560.0	2278046.0	1817831.0	2253414.0	1595573.0	1339452.0	2404193.0	1419221.0	2174609.0	2143032.0	2201104.0	2262054.0	1326497.0	2209434.0	2156651.0	2029904.0	2092050.0	1444987.0	2295478.0	1864524.0	2277079.0
QinN_2014__HD-58__bin.4	1465825.0	1012455.0	1639594.0	1254011.0	1757710.0	1615075.0	1334531.0	1713921.0	1509263.0	1423383.0	1729754.0	1322231.0	1384912.0	1072734.0	1014611.0	1410465.0	1682449.0	1477492.0	1615150.0	1508507.0	1585886.0	1720468.0	1387849.0	1702778.0	1425893.0	904410.0	1419221.0	1781832.0	1649746.0	1570483.0	1678264.0	1672729.0	956434.0	1636045.0	1629637.0	1504402.0	1543561.0	1187899.0	1733915.0	1425093.0	1710276.0
QinN_2014__LD-84__bin.67	2284344.0	1517816.0	2663271.0	1960921.0	2759107.0	2507357.0	1661849.0	2715572.0	1935795.0	2047405.0	2721076.0	1720330.0	1933055.0	1691854.0	1519620.0	2160106.0	2677907.0	2331044.0	2525021.0	2305491.0	2628597.0	2721513.0	2107278.0	2717206.0	1927757.0	1563473.0	2174609.0	1649746.0	2923630.0	2519617.0	2628862.0	2710944.0	1539141.0	2553412.0	2536316.0	2383557.0	2358801.0	1738495.0	2770703.0	2163197.0	2717937.0
LiJ_2014__O2.UC8-1__bin.57	2265848.0	1496834.0	2691316.0	1922978.0	2804612.0	2516396.0	1608922.0	2680796.0	1911545.0	1991440.0	2777260.0	1709131.0	2039101.0	1704454.0	1556867.0	2118695.0	2678661.0	2296870.0	2840807.0	2314432.0	2644305.0	2774504.0	2080550.0	2771641.0	1915025.0	1564824.0	2143032.0	1570483.0	2519617.0	3037992.0	2593796.0	2744136.0	1571219.0	2549776.0	2523568.0	2379812.0	2356936.0	1830899.0	2827697.0	2114009.0	2727488.0
QinN_2014__HD-81__bin.7	2337424.0	1565805.0	2748534.0	2000901.0	2895420.0	2594905.0	1714287.0	2762313.0	1971041.0	2084490.0	2797428.0	1782608.0	2017772.0	1775799.0	1577869.0	2204010.0	2729101.0	2382954.0	2588457.0	2365495.0	2715666.0	2803594.0	2134991.0	2858686.0	1956249.0	1657811.0	2201104.0	1678264.0	2628862.0	2593796.0	3116741.0	2838908.0	1614408.0	2619781.0	2592825.0	2438992.0	2424672.0	1880673.0	2815075.0	2227113.0	2788256.0
QinJ_2012__T2D-023__bin.48	2423967.0	1585349.0	2931662.0	2077105.0	3024610.0	2665163.0	1737783.0	2883155.0	2049723.0	2114751.0	2932097.0	1821779.0	2118678.0	1852491.0	1617494.0	2249554.0	2884741.0	2457353.0	2707004.0	2408756.0	2855102.0	2952851.0	2203471.0	3032713.0	2028782.0	1717077.0	2262054.0	1672729.0	2710944.0	2744136.0	2838908.0	3239023.0	1697604.0	2721340.0	2684762.0	2511569.0	2505109.0	1981070.0	2981343.0	2257277.0	2929912.0
HeQ_2017__RSZAXPI003081-115__bin.31	1346024.0	1076455.0	1685828.0	1265903.0	1752510.0	1513572.0	821802.0	1668936.0	1095545.0	1246521.0	1641492.0	713909.0	1685580.0	1625411.0	1507368.0	1253248.0	1622770.0	1448266.0	1562874.0	1355456.0	1660976.0	1715205.0	1289505.0	1692016.0	951904.0	1735412.0	1326497.0	956434.0	1539141.0	1571219.0	1614408.0	1697604.0	1939326.0	1585577.0	1525996.0	1467513.0	1460279.0	848953.0	1804657.0	1419624.0	1735016.0
QinJ_2012__NOM022__bin.8	2287853.0	1547999.0	2712954.0	1964227.0	2763295.0	2545143.0	1679584.0	2702126.0	1965354.0	2054978.0	2726907.0	1711240.0	2007432.0	1753995.0	1579915.0	2138038.0	2661093.0	2363215.0	2561421.0	2293500.0	2628893.0	2741912.0	2131051.0	2730294.0	1873254.0	1604512.0	2209434.0	1636045.0	2553412.0	2549776.0	2619781.0	2721340.0	1585577.0	2913524.0	2549359.0	2390010.0	2399851.0	1765200.0	2804923.0	2189900.0	2743291.0
LeChatelierE_2013__MH0321__bin.36	2298297.0	1515044.0	2617715.0	1917695.0	2701515.0	2476205.0	1626708.0	2653673.0	1933781.0	2047553.0	2674701.0	1724156.0	1940351.0	1697187.0	1488545.0	2164397.0	2631381.0	2292649.0	2524948.0	2327898.0	2593543.0	2683935.0	2083445.0	2666648.0	1914509.0	1542909.0	2156651.0	1629637.0	2536316.0	2523568.0	2592825.0	2684762.0	1525996.0	2549359.0	2958965.0	2352612.0	2363593.0	1800678.0	2726170.0	2138712.0	2679384.0
VogtmannE_2016__MMRS67247116ST-27-0-0__bin.90	2138922.0	1454361.0	2454005.0	1799247.0	2548664.0	2333083.0	1532441.0	2509423.0	1758738.0	1937872.0	2505759.0	1509303.0	1860567.0	1616880.0	1479031.0	1991166.0	2485639.0	2166842.0	2367536.0	2144867.0	2408610.0	2528287.0	1976258.0	2520080.0	1783663.0	1487947.0	2029904.0	1504402.0	2383557.0	2379812.0	2438992.0	2511569.0	1467513.0	2390010.0	2352612.0	2844207.0	2242490.0	1604751.0	2571405.0	2027411.0	2514522.0
ChengpingW_2017__AS42raw__bin.81	2177344.0	1473444.0	2492346.0	1820926.0	2536828.0	2362334.0	1597851.0	2517696.0	1835259.0	1942593.0	2502182.0	1581184.0	1853836.0	1597083.0	1460183.0	2134708.0	2436938.0	2188252.0	2365297.0	2268354.0	2429583.0	2506764.0	1967553.0	2504570.0	1781841.0	1480410.0	2092050.0	1543561.0	2358801.0	2356936.0	2424672.0	2505109.0	1460279.0	2399851.0	2363593.0	2242490.0	2756483.0	1681985.0	2544429.0	2046531.0	2514641.0
VogtmannE_2016__MMRS56137463ST-27-0-0__bin.1	1629899.0	937421.0	1892264.0	1381179.0	2012091.0	1775241.0	1218602.0	1944652.0	1635979.0	1334855.0	1942088.0	1665279.0	1196689.0	911888.0	696561.0	1533144.0	1894103.0	1604173.0	1799765.0	1661183.0	1842998.0	1910874.0	1416607.0	1983139.0	1643612.0	887903.0	1444987.0	1187899.0	1738495.0	1830899.0	1880673.0	1981070.0	848953.0	1765200.0	1800678.0	1604751.0	1681985.0	2204260.0	2042694.0	1415154.0	1969759.0
QinN_2014__HD-43__bin.29	2469634.0	1619602.0	2959287.0	2104143.0	3077448.0	2729582.0	1788836.0	3010729.0	2145422.0	2144511.0	2994330.0	1891305.0	2196951.0	1924073.0	1686273.0	2282299.0	2912089.0	2508762.0	2833327.0	2499116.0	2890540.0	3011414.0	2244545.0	3035622.0	2130764.0	1839606.0	2295478.0	1733915.0	2770703.0	2827697.0	2815075.0	2981343.0	1804657.0	2804923.0	2726170.0	2571405.0	2544429.0	2042694.0	3390667.0	2271228.0	3068192.0
QinJ_2012__NLM032__bin.22	1960503.0	1438042.0	2193376.0	1719749.0	2276629.0	2070500.0	1360391.0	2225157.0	1593519.0	1742430.0	2267647.0	1362986.0	1791373.0	1574579.0	1441808.0	1815662.0	2214333.0	2012600.0	2124241.0	1981544.0	2177540.0	2246594.0	1844524.0	2241236.0	1580431.0	1410275.0	1864524.0	1425093.0	2163197.0	2114009.0	2227113.0	2257277.0	1419624.0	2189900.0	2138712.0	2027411.0	2046531.0	1415154.0	2271228.0	2432618.0	2231141.0
QinN_2014__LD-16__bin.6	2423207.0	1605252.0	2912407.0	2077201.0	2998279.0	2694552.0	1793858.0	2912533.0	2068056.0	2121505.0	2927880.0	1838637.0	2146098.0	1867175.0	1654527.0	2262149.0	2867902.0	2458501.0	2766209.0	2443230.0	2870613.0	2936781.0	2214754.0	2942848.0	2071059.0	1769168.0	2277079.0	1710276.0	2717937.0	2727488.0	2788256.0	2929912.0	1735016.0	2743291.0	2679384.0	2514522.0	2514641.0	1969759.0	3068192.0	2231141.0	3290955.0
