	LiSS_2016__FAT_010-22-42-0__bin.4	HeQ_2017__RSZAXPI003099-133__bin.4	VincentC_2016__MM021.4__bin.15	ZellerG_2014__CCIS71578391ST-4-0__bin.47	NielsenHB_2014__V1_UC13_3__bin.36	RaymondF_2016__P1E0__bin.32	ZellerG_2014__CCIS23164343ST-4-0__bin.86	ZellerG_2014__CCIS80834637ST-4-0__bin.35	LiSS_2016__FAT_010-22-14-0__bin.52	XieH_2016__YSZC12003_35705__bin.12	ZellerG_2014__CCIS38765456ST-20-0__bin.18	NielsenHB_2014__V1_UC55_0__bin.105	ZeeviD_2015__PNP_Main_144__bin.23	FengQ_2015__SID31416__bin.9	NielsenHB_2014__V1_UC13_0__bin.4	ZellerG_2014__CCIS11354283ST-4-0__bin.12	FengQ_2015__SID31865__bin.46	HeQ_2017__SZAXPI029501-104__bin.44	LiJ_2014__V1.FI10__bin.10	HeQ_2017__RSZAXPI003105-143__bin.39	YuJ_2015__SZAXPI003415-12__bin.14	XieH_2016__YSZC12003_37322__bin.70	LiSS_2016__FAT_010-22-2-0__bin.52	CosteaPI_2017__halbarad-11-0-0__bin.8	XieH_2016__YSZC12003_37285__bin.65	ZellerG_2014__CCIS81710917ST-20-0__bin.52	LiJ_2014__MH0370__bin.30	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	XieH_2016__YSZC12003_36699__bin.28	NielsenHB_2014__O2_UC19_2__bin.43	RaymondF_2016__P1E7__bin.27
ZellerG_2014__CCIS38765456ST-20-0__bin.18	798648.0	1132782.0	914797.0	1158728.0	1190179.0	1173622.0	1182245.0	947151.0	1175708.0	939959.0	1445189.0	1190328.0	965119.0	990737.0	1175314.0	1202311.0	901537.0	1165537.0	1178336.0	1042393.0	1061155.0	883962.0	1185652.0	1011826.0	991966.0	1192463.0	1144166.0	1212040.0	1130600.0	1132100.0	1182929.0
NielsenHB_2014__V1_UC55_0__bin.105	1221044.0	1788319.0	1403626.0	1814432.0	1861105.0	1829972.0	1860917.0	1480586.0	1878349.0	1450064.0	1190328.0	2288561.0	1475692.0	1500542.0	1840014.0	1900463.0	1378168.0	1834017.0	1875222.0	1609524.0	1674611.0	1348712.0	1904541.0	1576144.0	1520267.0	1907336.0	1752855.0	2053209.0	1756204.0	1771801.0	1858993.0
ZeeviD_2015__PNP_Main_144__bin.23	981957.0	1497431.0	1113828.0	1425684.0	1486538.0	1447896.0	1481361.0	1130963.0	1508943.0	1197834.0	965119.0	1475692.0	1784459.0	1246855.0	1469320.0	1485046.0	1121136.0	1479100.0	1503802.0	1323773.0	1363010.0	1084199.0	1517793.0	1316754.0	1207230.0	1477346.0	1410174.0	1510815.0	1442477.0	1393460.0	1470970.0
FengQ_2015__SID31416__bin.9	973539.0	1463750.0	1191380.0	1502149.0	1549301.0	1524694.0	1541224.0	1157059.0	1495353.0	1233890.0	990737.0	1500542.0	1246855.0	1820995.0	1528343.0	1525107.0	1202153.0	1473886.0	1543161.0	1313457.0	1359010.0	1175576.0	1500287.0	1390596.0	1294213.0	1507273.0	1422700.0	1546721.0	1504267.0	1429311.0	1546473.0
NielsenHB_2014__V1_UC13_0__bin.4	1179101.0	1784690.0	1433660.0	1763450.0	2121472.0	1898293.0	1859426.0	1390153.0	1831310.0	1463341.0	1175314.0	1840014.0	1469320.0	1528343.0	2152415.0	1885904.0	1404545.0	1827845.0	1929189.0	1562774.0	1663989.0	1344126.0	1861316.0	1606052.0	1500369.0	1883512.0	1736760.0	1918075.0	1777766.0	1740055.0	1936734.0
ZellerG_2014__CCIS11354283ST-4-0__bin.12	1210532.0	1789247.0	1445321.0	1808794.0	1915082.0	1875396.0	1879837.0	1416153.0	1911246.0	1493935.0	1202311.0	1900463.0	1485046.0	1525107.0	1885904.0	2205449.0	1408622.0	1878194.0	1902653.0	1597551.0	1708730.0	1352536.0	1946205.0	1598345.0	1514093.0	1896765.0	1776246.0	1953784.0	1800652.0	1790929.0	1912146.0
FengQ_2015__SID31865__bin.46	950033.0	1359204.0	1073508.0	1358756.0	1413016.0	1382904.0	1385248.0	1078975.0	1415824.0	1121572.0	901537.0	1378168.0	1121136.0	1202153.0	1404545.0	1408622.0	1640276.0	1381652.0	1410894.0	1208385.0	1242303.0	1045122.0	1433263.0	1253925.0	1154225.0	1351092.0	1290995.0	1434875.0	1399035.0	1323092.0	1412445.0
HeQ_2017__SZAXPI029501-104__bin.44	1241292.0	1838819.0	1381977.0	1765952.0	1852317.0	1830026.0	1832005.0	1342123.0	1928289.0	1444566.0	1165537.0	1834017.0	1479100.0	1473886.0	1827845.0	1878194.0	1381652.0	2198171.0	1848258.0	1636310.0	1739732.0	1304979.0	1942898.0	1585490.0	1464999.0	1813649.0	1689195.0	1866584.0	1740118.0	1725422.0	1864547.0
LiJ_2014__V1.FI10__bin.10	1210907.0	1823951.0	1463151.0	1847578.0	1952790.0	1885763.0	1873233.0	1408324.0	1890836.0	1510493.0	1178336.0	1875222.0	1503802.0	1543161.0	1929189.0	1902653.0	1410894.0	1848258.0	2214794.0	1617485.0	1708545.0	1366606.0	1924977.0	1616385.0	1527709.0	1908788.0	1776888.0	1957889.0	1804124.0	1811683.0	1929323.0
HeQ_2017__RSZAXPI003105-143__bin.39	1075482.0	1643918.0	1220860.0	1564030.0	1586558.0	1573026.0	1570206.0	1219569.0	1662211.0	1275298.0	1042393.0	1609524.0	1323773.0	1313457.0	1562774.0	1597551.0	1208385.0	1636310.0	1617485.0	1870897.0	1504495.0	1144656.0	1677719.0	1394764.0	1294193.0	1586112.0	1490071.0	1652980.0	1525722.0	1532534.0	1596778.0
YuJ_2015__SZAXPI003415-12__bin.14	1108557.0	1680399.0	1294613.0	1622785.0	1694827.0	1672320.0	1666785.0	1230598.0	1743645.0	1321627.0	1061155.0	1674611.0	1363010.0	1359010.0	1663989.0	1708730.0	1242303.0	1739732.0	1708545.0	1504495.0	1982682.0	1192674.0	1746374.0	1440778.0	1339117.0	1667778.0	1554076.0	1718201.0	1579998.0	1600021.0	1688585.0
XieH_2016__YSZC12003_37322__bin.70	880559.0	1269282.0	1049124.0	1330619.0	1361552.0	1354772.0	1344828.0	1028812.0	1326972.0	1109555.0	883962.0	1348712.0	1084199.0	1175576.0	1344126.0	1352536.0	1045122.0	1304979.0	1366606.0	1144656.0	1192674.0	1615377.0	1340415.0	1220409.0	1145693.0	1337143.0	1242600.0	1375515.0	1300378.0	1274839.0	1376545.0
LiSS_2016__FAT_010-22-2-0__bin.52	1364643.0	1923875.0	1436709.0	1817949.0	1887111.0	1846342.0	1841568.0	1442622.0	2205278.0	1484477.0	1185652.0	1904541.0	1517793.0	1500287.0	1861316.0	1946205.0	1433263.0	1942898.0	1924977.0	1677719.0	1746374.0	1340415.0	2260313.0	1605962.0	1508706.0	1887044.0	1777461.0	1993538.0	1781309.0	1782300.0	1886003.0
CosteaPI_2017__halbarad-11-0-0__bin.8	1028089.0	1558849.0	1234532.0	1555015.0	1625185.0	1600744.0	1602714.0	1206314.0	1585401.0	1286772.0	1011826.0	1576144.0	1316754.0	1390596.0	1606052.0	1598345.0	1253925.0	1585490.0	1616385.0	1394764.0	1440778.0	1220409.0	1605962.0	1947188.0	1330392.0	1582861.0	1470696.0	1623047.0	1571395.0	1481958.0	1623561.0
XieH_2016__YSZC12003_37285__bin.65	966298.0	1447572.0	1178042.0	1501626.0	1513895.0	1527977.0	1513491.0	1135354.0	1500599.0	1201974.0	991966.0	1520267.0	1207230.0	1294213.0	1500369.0	1514093.0	1154225.0	1464999.0	1527709.0	1294193.0	1339117.0	1145693.0	1508706.0	1330392.0	1699629.0	1528403.0	1421500.0	1547313.0	1450630.0	1441621.0	1531687.0
ZellerG_2014__CCIS81710917ST-20-0__bin.52	1187342.0	1814863.0	1425630.0	1807881.0	1899204.0	1850592.0	1833437.0	1412865.0	1849742.0	1472687.0	1192463.0	1907336.0	1477346.0	1507273.0	1883512.0	1896765.0	1351092.0	1813649.0	1908788.0	1586112.0	1667778.0	1337143.0	1887044.0	1582861.0	1528403.0	2127817.0	1747827.0	1969193.0	1772426.0	1744229.0	1883238.0
LiJ_2014__MH0370__bin.30	1156653.0	1667703.0	1317082.0	1686914.0	1754101.0	1725502.0	1743042.0	1338323.0	1758109.0	1338687.0	1144166.0	1752855.0	1410174.0	1422700.0	1736760.0	1776246.0	1290995.0	1689195.0	1776888.0	1490071.0	1554076.0	1242600.0	1777461.0	1470696.0	1421500.0	1747827.0	1980740.0	1830144.0	1646940.0	1689318.0	1772008.0
FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	1258617.0	1873584.0	1458024.0	1875390.0	1946621.0	1912913.0	1903626.0	1557113.0	1970194.0	1496475.0	1212040.0	2053209.0	1510815.0	1546721.0	1918075.0	1953784.0	1434875.0	1866584.0	1957889.0	1652980.0	1718201.0	1375515.0	1993538.0	1623047.0	1547313.0	1969193.0	1830144.0	2307666.0	1821351.0	1812487.0	1954638.0
XieH_2016__YSZC12003_36699__bin.28	1134472.0	1720216.0	1405724.0	1722103.0	1806024.0	1806146.0	1778851.0	1312448.0	1770536.0	1462123.0	1130600.0	1756204.0	1442477.0	1504267.0	1777766.0	1800652.0	1399035.0	1740118.0	1804124.0	1525722.0	1579998.0	1300378.0	1781309.0	1571395.0	1450630.0	1772426.0	1646940.0	1821351.0	2022725.0	1654573.0	1842816.0
NielsenHB_2014__O2_UC19_2__bin.43	1146257.0	1709717.0	1357588.0	1733465.0	1757823.0	1755954.0	1763412.0	1333312.0	1756813.0	1398364.0	1132100.0	1771801.0	1393460.0	1429311.0	1740055.0	1790929.0	1323092.0	1725422.0	1811683.0	1532534.0	1600021.0	1274839.0	1782300.0	1481958.0	1441621.0	1744229.0	1689318.0	1812487.0	1654573.0	2067689.0	1788222.0
RaymondF_2016__P1E7__bin.27	1185757.0	1788553.0	1469992.0	1827815.0	1965250.0	2118808.0	1887459.0	1401673.0	1864430.0	1474835.0	1182929.0	1858993.0	1470970.0	1546473.0	1936734.0	1912146.0	1412445.0	1864547.0	1929323.0	1596778.0	1688585.0	1376545.0	1886003.0	1623561.0	1531687.0	1883238.0	1772008.0	1954638.0	1842816.0	1788222.0	2191122.0
