	LiSS_2016__FAT_010-22-42-0__bin.4	HeQ_2017__RSZAXPI003099-133__bin.4	VincentC_2016__MM021.4__bin.15	ZellerG_2014__CCIS71578391ST-4-0__bin.47	NielsenHB_2014__V1_UC13_3__bin.36	RaymondF_2016__P1E0__bin.32	ZellerG_2014__CCIS23164343ST-4-0__bin.86	ZellerG_2014__CCIS80834637ST-4-0__bin.35	LiSS_2016__FAT_010-22-14-0__bin.52	XieH_2016__YSZC12003_35705__bin.12	ZellerG_2014__CCIS38765456ST-20-0__bin.18	NielsenHB_2014__V1_UC55_0__bin.105	ZeeviD_2015__PNP_Main_144__bin.23	FengQ_2015__SID31416__bin.9	NielsenHB_2014__V1_UC13_0__bin.4	ZellerG_2014__CCIS11354283ST-4-0__bin.12	FengQ_2015__SID31865__bin.46	HeQ_2017__SZAXPI029501-104__bin.44	LiJ_2014__V1.FI10__bin.10	HeQ_2017__RSZAXPI003105-143__bin.39	YuJ_2015__SZAXPI003415-12__bin.14	XieH_2016__YSZC12003_37322__bin.70	LiSS_2016__FAT_010-22-2-0__bin.52	CosteaPI_2017__halbarad-11-0-0__bin.8	XieH_2016__YSZC12003_37285__bin.65	ZellerG_2014__CCIS81710917ST-20-0__bin.52	LiJ_2014__MH0370__bin.30	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	XieH_2016__YSZC12003_36699__bin.28	NielsenHB_2014__O2_UC19_2__bin.43	RaymondF_2016__P1E7__bin.27
ZellerG_2014__CCIS38765456ST-20-0__bin.18	0.5299085448339282	0.7514428908606418	0.6152662385335067	0.7822450904345383	0.8017733320693694	0.7920382731947172	0.7976195501072869	0.6390617420974004	0.7806916603987436	0.6320654253526701	1.0	0.8037156385773764	0.6422772384788425	0.6671162041781387	0.7917912466812299	0.8116246387150747	0.6062099836076804	0.7727688212406819	0.7931965991991359	0.6920340522935063	0.704327254082338	0.5950585009988313	0.7875724213234394	0.6824353077694336	0.6677915483718739	0.806036442292323	0.7742489044685504	0.8183372555423546	0.7598424842702235	0.7626739478365805	0.7984146018271658
NielsenHB_2014__V1_UC55_0__bin.105	0.5114043278724054	0.7493796320045653	0.5960763117085365	0.7719728685405371	0.7916935576547883	0.7784118491925712	0.7921842590169106	0.6388534105055534	0.7875647623113389	0.6154876361171933	0.5075333364502848	1.0	0.6205419038426331	0.6376517820586823	0.7825957009666772	0.8093771588347438	0.5849850626660159	0.7686043762871079	0.7965459518011537	0.674275669296121	0.702137281898975	0.572330822730965	0.7988421545241748	0.6710487507215233	0.6458005707516645	0.8131402221745455	0.7470563380220147	0.8833354234385712	0.7451123216728764	0.753196440907627	0.7904748879317615
ZeeviD_2015__PNP_Main_144__bin.23	0.5310040746242979	0.8113573917921342	0.6027496288791169	0.7683253019542619	0.8014126410301385	0.7809565812383473	0.7989581155969401	0.6099815126041002	0.8173188624675602	0.6446788634538536	0.5201643747488736	0.7958423253210077	1.0	0.6716097147650912	0.7918657699616523	0.8004610921293231	0.604807395406675	0.8018519898748024	0.8114139915795208	0.717341782579482	0.7394000086300666	0.5830007862326901	0.8223646494539802	0.7098156920388756	0.6497806898337255	0.7956551537468779	0.7606759247480609	0.8147029435812199	0.7768511352740523	0.7520133553082474	0.7933793939787913
FengQ_2015__SID31416__bin.9	0.5117087087004631	0.769508428084646	0.6361609998929156	0.8042235151661592	0.8279616363581449	0.8151181085066131	0.8242433394929695	0.6186809958292033	0.7865282441742014	0.6584647404303692	0.5294407727643403	0.8013778181708353	0.6581347010837482	1.0	0.816512401187263	0.8150983390948354	0.6418490989816007	0.7746396887415946	0.8243185730877899	0.6902715273792625	0.7147092660880453	0.6293696577969736	0.7896616959409554	0.7461711866314845	0.692898113394051	0.8063569641871615	0.761024055530081	0.8268666306057952	0.8027776023547566	0.763012528864714	0.8266876075991422
NielsenHB_2014__V1_UC13_0__bin.4	0.5246790233296088	0.7947087341428116	0.6476107070430192	0.7972245129308243	0.9850516745144408	0.8591122065215119	0.8411477340568616	0.6287871994945213	0.8157381360007248	0.6607689502256767	0.5316298204574862	0.8320969701474855	0.6564960753386312	0.6907891833126976	1.0	0.8528002267220772	0.6341820699075225	0.8139104215497476	0.8731634001807272	0.695585191517435	0.7411837401244648	0.6070399992566489	0.8295277630010941	0.7269578589630717	0.6776541698510743	0.8517446681982797	0.7860672779180594	0.8674818750101629	0.8030672523653664	0.7867088828130263	0.8763598097950441
ZellerG_2014__CCIS11354283ST-4-0__bin.12	0.5257990549770137	0.7779676610068971	0.6371410084749183	0.7990064608159154	0.8451521662935757	0.828779989924954	0.8301302818609725	0.6264193821756932	0.8317217945189392	0.6581439879135723	0.5318422688531904	0.839878410246621	0.6476640357587049	0.673010348459656	0.8322931067551325	1.0	0.620852715252087	0.816840471033336	0.8391320769602925	0.6946621753665579	0.7431829074261068	0.5961656787348063	0.847512229935945	0.7061319486417506	0.6676073670259435	0.8384129490185446	0.7859809952531208	0.8636350239792442	0.7929074759833485	0.7903184340240921	0.8450379038463369
FengQ_2015__SID31865__bin.46	0.5552193655214123	0.7952917679707562	0.6355442620632137	0.8050590266516122	0.837374929585021	0.8192017684828651	0.8207240732657186	0.6393558157285725	0.8290592558813272	0.6634096944660532	0.5341101131760753	0.8161882512455222	0.6579709756162987	0.7125654463029393	0.8321910458971539	0.8347735381118788	1.0	0.807589088665566	0.8352728443261987	0.7066627811417103	0.7270867829560391	0.6187446502905608	0.8394483611294684	0.7437669026432138	0.6832795212513015	0.7999806130187846	0.7656650466141065	0.8504044441301342	0.8281039288509984	0.7841448634254234	0.8366726087560874
HeQ_2017__SZAXPI029501-104__bin.44	0.546501614296613	0.8141423028508701	0.605305956633947	0.7703090432909906	0.8076537266663967	0.7986034753438199	0.7985875530156662	0.5853712017854844	0.8503797020341002	0.6284788581052156	0.5080573804312768	0.8002098107926999	0.6509375294278744	0.6417221408161603	0.7969684797042632	0.8195449762552595	0.6026232718018752	1.0	0.8068057489612955	0.7237885496624239	0.7700556508115156	0.5675613953600516	0.8568250604707277	0.6909635328643677	0.6379995004938196	0.7905526913056354	0.7369877047781996	0.8141723278125313	0.7583336328247438	0.7532198359454292	0.8135877509074589
LiJ_2014__V1.FI10__bin.10	0.5241164641045623	0.7899682769593922	0.6421260848638745	0.8119536173567384	0.8592167036753756	0.828711383541765	0.8231126687177227	0.6184647420933956	0.8196265657212364	0.6626548563884497	0.517573643417853	0.8230760964676626	0.6537560603830425	0.6777515200059238	0.8485710183430153	0.8355914816456971	0.6186029039269566	0.8007503180882738	1.0	0.7004475359785154	0.740483313572278	0.599600685210453	0.8348085645888511	0.7110625186811956	0.6706998483831905	0.8388694388733219	0.7814668091027879	0.8595485629814783	0.7918402343513664	0.7962582524604997	0.8479542566938505
HeQ_2017__RSZAXPI003105-143__bin.39	0.5559253128312248	0.8551406090233722	0.6287091165360786	0.8020024619206723	0.8127261949749238	0.806405162871072	0.8046284750042358	0.6250964109729183	0.8609057580401271	0.6520615512238247	0.5345671087184383	0.8248027550421001	0.6841996112025408	0.6718600756749302	0.8002514301963176	0.818880996655615	0.6195541496939704	0.8504001021969676	0.8291995764598479	1.0	0.7814866344860246	0.5848985807342681	0.8691681049250708	0.714630468700308	0.6625452924452816	0.8121189996028643	0.7640794763153718	0.8471738422799331	0.7813685093300166	0.7864211658899448	0.8184052890137725
YuJ_2015__SZAXPI003415-12__bin.14	0.5407821324851891	0.8244075449315624	0.6292158803075834	0.7852136651263288	0.8195978982005182	0.8092129751518398	0.806299245163874	0.5957284123222988	0.8521971753412801	0.6381451992805705	0.5133884304189981	0.8104597711584611	0.6654768641668206	0.656424983935901	0.8046348330191125	0.8266842589986695	0.6015200622187522	0.8537496179417576	0.8271714778264997	0.7374258706136435	1.0	0.5752273940046866	0.8537612183900394	0.6969292100296468	0.6467088519490266	0.8063224460604373	0.7521932412762107	0.8313673095332484	0.7636877724213968	0.7743274009649557	0.8170579043941489
XieH_2016__YSZC12003_37322__bin.70	0.5208369315645821	0.7520714978608709	0.6309932603967989	0.8013646350047079	0.8194997204986824	0.81582875081173	0.8098060081330859	0.6192288239835035	0.7856617990722908	0.6667520956408319	0.5323661287736546	0.8108410606316668	0.6440236551591363	0.7094808208857746	0.8088526703054457	0.813935694268273	0.6282818190428612	0.7723255933444638	0.8220941613010461	0.6774177173501913	0.7060228045836978	1.0	0.7937069798567146	0.7368750452680705	0.6909922575349283	0.8048455561766695	0.7487775299512126	0.8270936134413205	0.7814881603489464	0.7666767571904267	0.8287805261558139
LiSS_2016__FAT_010-22-2-0__bin.52	0.6022705704917859	0.8255569029598998	0.6127629226571718	0.7721333284372562	0.8010178236376998	0.7839334640821869	0.7817979191377478	0.6126956753334605	0.9749906318284238	0.6293584118659672	0.5035545961997299	0.8088255918538716	0.6492357474385185	0.6361818031396538	0.7899295363075822	0.8269407820952231	0.6091753664204913	0.8332686667731416	0.8179968880416119	0.719424256729046	0.748894953928947	0.5672382541709932	1.0	0.6818591053539931	0.6393950749298881	0.8008054636680849	0.7552945100966105	0.8463124354901291	0.7560368851570557	0.7570491343455531	0.8010209205539233
CosteaPI_2017__halbarad-11-0-0__bin.8	0.5055783006057967	0.7677086136520973	0.617323545543625	0.7782925942435964	0.8130981702845334	0.8018090703106223	0.802622551083922	0.6038071311039304	0.7810067646267335	0.6426169429967727	0.5064986020867014	0.788694260646635	0.6504954837437371	0.6978134622851004	0.8035767475970477	0.7997882074047292	0.6265358044523692	0.7800253493756124	0.8087852842149809	0.6866311830187943	0.7096330708693768	0.6113076908855231	0.7915080618820577	1.0	0.666194532834015	0.7935515214760978	0.7368276714934563	0.8123915102188386	0.7855882431485816	0.7409669739131507	0.8130468141751078
XieH_2016__YSZC12003_37285__bin.65	0.5440622629997487	0.8154244249774509	0.6734634440810318	0.8604054178882568	0.8661872679272948	0.8743055102025206	0.8663878999475768	0.6497400315009922	0.845132084707898	0.6867998839746792	0.5678209774015388	0.8695744777242563	0.6822118238745044	0.7423761303202051	0.858183168209062	0.8662914083014587	0.6594186142975907	0.8251400746868877	0.873991912352637	0.7293085726355575	0.7544105213549545	0.6567392060267271	0.8503226292326149	0.7632289164282323	1.0	0.8744967284036692	0.8152690969617487	0.8850949236568687	0.8290544583553234	0.8245864244491004	0.8764483307827766
ZellerG_2014__CCIS81710917ST-20-0__bin.52	0.5345036720733033	0.8168418618706402	0.6515743600131025	0.8289284275856429	0.8688529135729247	0.848361959698602	0.8394598783635999	0.6488650104778747	0.8332911147904166	0.6725836855331074	0.5474507441194426	0.8745681607017898	0.6672632091951517	0.6900837807010659	0.8615910108811049	0.8690018925499703	0.6166832016099129	0.8166914729979129	0.8731592049504258	0.7140609366312985	0.7513244795017617	0.6110154209690025	0.8506704288949661	0.7261874493906196	0.6985187166001587	1.0	0.8029995060665461	0.9039992630945237	0.8102726879238206	0.7977076976074541	0.8635822535490598
LiJ_2014__MH0370__bin.30	0.5598846895604673	0.8077365025192604	0.6475059826125589	0.831390793339863	0.8630607752658097	0.8504806284519927	0.8591122509769077	0.659668103839979	0.8521567696921353	0.6580692064581923	0.5649080646627018	0.863154174702384	0.6852969092359421	0.6996481113119339	0.8541974211658269	0.8751481769439704	0.6340569686076921	0.8178887688439674	0.8738087785373144	0.721707038783485	0.7529307228611529	0.6106596524531235	0.8619011076668316	0.7243464563748901	0.6995643042499268	0.8626250795157365	1.0	0.9021981683613195	0.8087633914597574	0.8307996001494391	0.8733846946090855
FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	0.5226666250661924	0.7786352097747248	0.6140975340452214	0.7923941332931196	0.8213172963505118	0.8073456037398826	0.8040933999980934	0.6712656857621511	0.8189647028642794	0.6300582493307091	0.5124883757008163	0.8760223533214946	0.6299889152069666	0.6524861050082638	0.80912099064596	0.8253807093400866	0.604462690874676	0.7755411745027226	0.8249560378321646	0.6868303298657604	0.7142875095442754	0.578969400251163	0.8289462166535366	0.6854887145713461	0.6518850648230723	0.8335456690872943	0.7743841613127723	1.0	0.7673372143109098	0.7638544746076772	0.8250305720151876
XieH_2016__YSZC12003_36699__bin.28	0.5370146708030009	0.8146856344782409	0.6752910059449505	0.8272834913297655	0.8680463236475546	0.8675885253803656	0.8551592529879246	0.6305118095638309	0.8395407185850771	0.7019584965825805	0.5428894189768753	0.8430384753241296	0.6853422981374137	0.722715149118145	0.854557095007972	0.8645352185788973	0.6715292489092685	0.8241095551792755	0.8670298730672731	0.7227181154136129	0.7485693804150342	0.6241075776489636	0.8448404998207864	0.7562510969113448	0.6966270748618819	0.8523709352482418	0.7919761707597424	0.8754319049796685	1.0	0.7944456117366424	0.8851766799737978
NielsenHB_2014__O2_UC19_2__bin.43	0.5310155444073069	0.7937194616791984	0.6379866604697321	0.8158156279788692	0.827294626996613	0.8265836883593228	0.8304367823207456	0.6275073282297289	0.815368268632275	0.6570523903739875	0.5330627575036672	0.8336534169306893	0.6490033075573745	0.6719782327032741	0.8189452088781243	0.8429734839233559	0.6220538968868142	0.8007519506076591	0.8529077632081034	0.7115736457465316	0.742493189256218	0.5989643510218413	0.8275751333977208	0.6977848216051834	0.6778055113704237	0.82090488463207	0.795863401120768	0.8525077997706618	0.7771695840138435	1.0	0.8418567782679117
RaymondF_2016__P1E7__bin.27	0.5184102026267821	0.7826839400088174	0.6531169875524959	0.81311994494145	0.8736391675132649	0.9669041705573674	0.8393617516505243	0.6228489331036793	0.8165464999210451	0.6539973584309774	0.5266069164565004	0.825627235726719	0.6461315253098641	0.6870425288961545	0.8608785818407191	0.8505633187015602	0.6263339056428625	0.8162051223072014	0.8571152131191234	0.6987981499889098	0.7393317213737984	0.6110079676074632	0.8263154676006174	0.7225316527331659	0.6798512360334112	0.838631988542856	0.7895260966755845	0.868913278220017	0.8171471054555611	0.7944322589066241	1.0
