	LiSS_2016__FAT_010-22-42-0__bin.4	HeQ_2017__RSZAXPI003099-133__bin.4	VincentC_2016__MM021.4__bin.15	ZellerG_2014__CCIS71578391ST-4-0__bin.47	NielsenHB_2014__V1_UC13_3__bin.36	RaymondF_2016__P1E0__bin.32	ZellerG_2014__CCIS23164343ST-4-0__bin.86	ZellerG_2014__CCIS80834637ST-4-0__bin.35	LiSS_2016__FAT_010-22-14-0__bin.52	XieH_2016__YSZC12003_35705__bin.12	ZellerG_2014__CCIS38765456ST-20-0__bin.18	NielsenHB_2014__V1_UC55_0__bin.105	ZeeviD_2015__PNP_Main_144__bin.23	FengQ_2015__SID31416__bin.9	NielsenHB_2014__V1_UC13_0__bin.4	ZellerG_2014__CCIS11354283ST-4-0__bin.12	FengQ_2015__SID31865__bin.46	HeQ_2017__SZAXPI029501-104__bin.44	LiJ_2014__V1.FI10__bin.10	HeQ_2017__RSZAXPI003105-143__bin.39	YuJ_2015__SZAXPI003415-12__bin.14	XieH_2016__YSZC12003_37322__bin.70	LiSS_2016__FAT_010-22-2-0__bin.52	CosteaPI_2017__halbarad-11-0-0__bin.8	XieH_2016__YSZC12003_37285__bin.65	ZellerG_2014__CCIS81710917ST-20-0__bin.52	LiJ_2014__MH0370__bin.30	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	XieH_2016__YSZC12003_36699__bin.28	NielsenHB_2014__O2_UC19_2__bin.43	RaymondF_2016__P1E7__bin.27
FengQ_2015__SID31416__bin.9	0.9571460414015258	0.9573157984628523	0.9723564270006211	0.9749279199333755	0.9731575723503696	0.9735238677400186	0.9738642793000888	0.9736884635960655	0.9578099619287218	0.9717730105600986	0.973123038707548	0.972518596613757	0.9611863448436265	1.0	0.9728608041519475	0.9732366319215635	0.9722589387540521	0.957071985214596	0.9727306483250937	0.9570020183378671	0.9576691856572064	0.9749084704008928	0.9584632806922943	0.9771162868295321	0.9749276201058095	0.974191138566139	0.9740781612427075	0.9734916639781835	0.9718048724062949	0.972106140650985	0.9734369756213008
NielsenHB_2014__V1_UC13_0__bin.4	0.9577864830917793	0.9584538491278597	0.9722856186264526	0.9730687005585642	0.9994192711475806	0.9741204334631166	0.973687041054605	0.9735698156965457	0.9587710436791149	0.9719190537270533	0.9736019480751527	0.9733719417352259	0.9617047341627419	0.9728608041519475	1.0	0.973315714903834	0.9718613501169417	0.9584363006710087	0.9741969293832797	0.9580323194524608	0.9587413137947426	0.9720829743640105	0.9592610819441728	0.9742617300062514	0.9721561829123369	0.9733455374852934	0.9741950528570441	0.9734661053399893	0.9723068165326595	0.9731439523463339	0.9739540897201164
ZellerG_2014__CCIS11354283ST-4-0__bin.12	0.9579449366063846	0.958933003660199	0.9722283146788845	0.9742226035690078	0.9732951382760634	0.9746378898110053	0.9739195472798972	0.9755556073390376	0.9597508640959876	0.9715971578415393	0.9755803614871693	0.9746619639529946	0.9618489932298393	0.9732366319215635	0.973315714903834	1.0	0.9720556685895861	0.9591660925335721	0.9726749964391825	0.95899411036017	0.9592223464210261	0.9721094299892942	0.9604049933074882	0.9743440871651614	0.9724462103714897	0.974858245486394	0.9759014235640784	0.9748790040250099	0.97115766955525	0.9732418203066676	0.974657792867281
FengQ_2015__SID31865__bin.46	0.9586119640054609	0.9597514427562014	0.9710854506906329	0.9718588179187433	0.9720526873014884	0.9716632535591769	0.9718216521518168	0.9719594985982066	0.9604908519703014	0.9702230440845527	0.971771541267857	0.9714156764632469	0.9626432475631859	0.9722589387540521	0.9718613501169417	0.9720556685895861	1.0	0.9587573426593672	0.9710708245977373	0.9592323638575454	0.9600097560740013	0.971094283729555	0.9606938852115766	0.9729313954183862	0.9710125842015205	0.9712062539042493	0.9728170906936123	0.9721390365014374	0.9708970826319571	0.9721274106411345	0.9716300457716938
HeQ_2017__SZAXPI029501-104__bin.44	0.9677851786686775	0.9732464152262947	0.9627989467263204	0.9588431622150545	0.9584541954751805	0.9592579558978943	0.9582026249928357	0.958739251171465	0.9693982592858228	0.9563453660130448	0.9581823657249834	0.9590957990029536	0.9673936853491989	0.957071985214596	0.9584363006710087	0.9591660925335721	0.9587573426593672	1.0	0.9595505605819101	0.9723163703699177	0.9729739982939901	0.9560284111851608	0.969401378765123	0.9579726141445232	0.9572921210185127	0.9581622463883585	0.9590515008628371	0.9588049613625746	0.9579505527786046	0.95959481216769	0.9591632712932417
LiJ_2014__V1.FI10__bin.10	0.9586285321663843	0.9592456156991059	0.9719960550893243	0.9733337374660231	0.974497001725736	0.9733062956479684	0.9731971409856649	0.9726256174005413	0.9600536482275565	0.9716324405343156	0.9728286329196426	0.9721217007906264	0.9628494974737366	0.9727306483250937	0.9741969293832797	0.9726749964391825	0.9710708245977373	0.9595505605819101	1.0	0.959110594534107	0.9598916036744716	0.9717445993944122	0.9604940734356826	0.9743081011021508	0.9723461732568179	0.9733522004539006	0.9740557649103376	0.9723344888295506	0.9720856216091577	0.9734307823167739	0.973421246727479
HeQ_2017__RSZAXPI003105-143__bin.39	0.9670817363749463	0.973211559214024	0.9634601838048589	0.9593575570801072	0.9583809731506822	0.9591074781980717	0.9587130605793125	0.9589379526701646	0.9689900981283363	0.9565921063155435	0.959446197355508	0.9587437031072541	0.9669837653434539	0.9570020183378671	0.9580323194524608	0.95899411036017	0.9592323638575454	0.9723163703699177	0.959110594534107	1.0	0.971808480586509	0.9559946394375254	0.9692469358694752	0.9585851083050609	0.9577814128186445	0.9579342442400032	0.9593596546741733	0.9588591513508935	0.958143095531165	0.960052436030783	0.958900986862294
YuJ_2015__SZAXPI003415-12__bin.14	0.9672024081756734	0.9727082675007543	0.9636354648068574	0.9593562918069861	0.9588011047735255	0.9593929391504018	0.9591129029838882	0.9598097835361344	0.9690252316268506	0.9573344067577312	0.9592246184581894	0.9595565776171302	0.9680259132361465	0.9576691856572064	0.9587413137947426	0.9592223464210261	0.9600097560740013	0.9729739982939901	0.9598916036744716	0.971808480586509	1.0	0.956248731841224	0.9692866476482128	0.9590575369696095	0.9575100607340509	0.9585694259068054	0.9596441872855639	0.9593388666401661	0.9583239978784783	0.959515531358651	0.9593630169639077
XieH_2016__YSZC12003_37322__bin.70	0.9554703319141591	0.9571387603385221	0.9715648483877978	0.9728599997444798	0.9722735525341669	0.9727622064819763	0.9727206750603051	0.9722748179453583	0.9564180706149037	0.9707098791857998	0.9728608243340777	0.9711591503597506	0.9595480165541566	0.9749084704008928	0.9720829743640105	0.9721094299892942	0.971094283729555	0.9560284111851608	0.9717445993944122	0.9559946394375254	0.956248731841224	1.0	0.9565216742575994	0.9753541640548373	0.9742688486357165	0.9723185927010051	0.9734089811685176	0.9713220139365983	0.9707931078501789	0.9714732605450571	0.9725748159340959
LiSS_2016__FAT_010-22-2-0__bin.52	0.997564930901342	0.9699263205769606	0.9640337744108236	0.9600175802511511	0.9594300494247556	0.959700315542841	0.9595670645884377	0.9599770418030503	0.9993225343924893	0.9582816035546526	0.9599705478504654	0.9599158012350483	0.9668485755303918	0.9584632806922943	0.9592610819441728	0.9604049933074882	0.9606938852115766	0.969401378765123	0.9604940734356826	0.9692469358694752	0.9692866476482128	0.9565216742575994	1.0	0.9596833548988083	0.9579288476349932	0.9592097481563758	0.9604722691524596	0.9595658572848875	0.9593394520546408	0.9600897716433822	0.9599974125173714
CosteaPI_2017__halbarad-11-0-0__bin.8	0.9575591218270013	0.9589594630397171	0.9736847647529591	0.9745770941116324	0.974199860323594	0.9753420909277186	0.9751315580945821	0.9746434178829061	0.9592317653388638	0.9724302362811749	0.9747209500447706	0.9743627485813479	0.9619389802499176	0.9771162868295321	0.9742617300062514	0.9743440871651614	0.9729313954183862	0.9579726141445232	0.9743081011021508	0.9585851083050609	0.9590575369696095	0.9753541640548373	0.9596833548988083	1.0	0.9750554723720527	0.9762032168333163	0.9755530714709226	0.9746353617609348	0.9734586147976798	0.9735781985724292	0.9751127305965097
XieH_2016__YSZC12003_37285__bin.65	0.9569553077828993	0.9574093723835498	0.9716444744754431	0.9738576716173002	0.9724564781573359	0.9725244555382705	0.9729413653599526	0.9726631517570731	0.9572250814508073	0.9711566140365765	0.9729012889554682	0.9721673890178502	0.9604690075627677	0.9749276201058095	0.9721561829123369	0.9724462103714897	0.9710125842015205	0.9572921210185127	0.9723461732568179	0.9577814128186445	0.9575100607340509	0.9742688486357165	0.9579288476349932	0.9750554723720527	1.0	0.9724660315374937	0.9747836792120999	0.9722228146470688	0.9713607191358238	0.9721632800854039	0.9725466103714401
ZellerG_2014__CCIS81710917ST-20-0__bin.52	0.9578756584033917	0.9576976333750812	0.9725040859128946	0.9756217361651569	0.9734393988218222	0.9754494777887293	0.9742450926865772	0.9772101368495929	0.9585612480010726	0.9717849074514815	0.9768646909799298	0.9756650113037242	0.9610571931016837	0.974191138566139	0.9733455374852934	0.974858245486394	0.9712062539042493	0.9581622463883585	0.9733522004539006	0.9579342442400032	0.9585694259068054	0.9723185927010051	0.9592097481563758	0.9762032168333163	0.9724660315374937	1.0	0.9775773002705646	0.9768189303943291	0.9727413161395737	0.9731382748480848	0.9757370019084152
LiJ_2014__MH0370__bin.30	0.9587888502428992	0.9593530742584261	0.9737746017332254	0.9762021063314431	0.9745727298485093	0.9762845826895593	0.9762690744112879	0.9763196179098768	0.960066184747362	0.9736883976612905	0.9779490039032798	0.9753710375359057	0.9625727037939998	0.9740781612427075	0.9741950528570441	0.9759014235640784	0.9728170906936123	0.9590515008628371	0.9740557649103376	0.9593596546741733	0.9596441872855639	0.9734089811685176	0.9604722691524596	0.9755530714709226	0.9747836792120999	0.9775773002705646	1.0	0.9764368268289271	0.9726826721070592	0.9741197335256002	0.9762642155114424
FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	0.9583058229787139	0.9590335955046585	0.9719538224336499	0.9750403915985475	0.9736492106064817	0.9739512460838522	0.9747602732889759	0.9948263228166485	0.9592441150465386	0.971592575886667	0.9757532754694564	0.9845890018989786	0.9622647379063618	0.9734916639781835	0.9734661053399893	0.9748790040250099	0.9721390365014374	0.9588049613625746	0.9723344888295506	0.9588591513508935	0.9593388666401661	0.9713220139365983	0.9595658572848875	0.9746353617609348	0.9722228146470688	0.9768189303943291	0.9764368268289271	1.0	0.9722222679758048	0.9725426996166041	0.9740396943065672
XieH_2016__YSZC12003_36699__bin.28	0.957478897672221	0.9579523734228724	0.971690033036357	0.9716997183095321	0.9722013660948027	0.9716230027915794	0.9723984751955054	0.9717352611303457	0.9591219833993774	0.971100926529437	0.9712683530868566	0.9709777451822226	0.961026761605211	0.9718048724062949	0.9723068165326595	0.97115766955525	0.9708970826319571	0.9579505527786046	0.9720856216091577	0.958143095531165	0.9583239978784783	0.9707931078501789	0.9593394520546408	0.9734586147976798	0.9713607191358238	0.9727413161395737	0.9726826721070592	0.9722222679758048	1.0	0.9712143253878796	0.9715940169827048
NielsenHB_2014__O2_UC19_2__bin.43	0.9578785560306284	0.9599044754190313	0.9716924427735071	0.9731105041059381	0.9731286938446021	0.9733273195083698	0.9737287712684274	0.9731330701291221	0.9596513687000267	0.9715496108309425	0.9735959720872714	0.9728722356517464	0.9630251316865931	0.972106140650985	0.9731439523463339	0.9732418203066676	0.9721274106411345	0.95959481216769	0.9734307823167739	0.960052436030783	0.959515531358651	0.9714732605450571	0.9600897716433822	0.9735781985724292	0.9721632800854039	0.9731382748480848	0.9741197335256002	0.9725426996166041	0.9712143253878796	1.0	0.9734238813749075
RaymondF_2016__P1E7__bin.27	0.9579534424000871	0.9588510935935363	0.9735148218493707	0.9747403320357914	0.9740491031675359	0.9999041914132852	0.9744020929726156	0.973649346174179	0.9596246574019942	0.9716259784992898	0.9754262512796626	0.9731343797421508	0.9624621848168216	0.9734369756213008	0.9739540897201164	0.974657792867281	0.9716300457716938	0.9591632712932417	0.973421246727479	0.958900986862294	0.9593630169639077	0.9725748159340959	0.9599974125173714	0.9751127305965097	0.9725466103714401	0.9757370019084152	0.9762642155114424	0.9740396943065672	0.9715940169827048	0.9734238813749075	1.0
