	LiSS_2016__FAT_010-22-42-0__bin.4	HeQ_2017__RSZAXPI003099-133__bin.4	VincentC_2016__MM021.4__bin.15	ZellerG_2014__CCIS71578391ST-4-0__bin.47	NielsenHB_2014__V1_UC13_3__bin.36	RaymondF_2016__P1E0__bin.32	ZellerG_2014__CCIS23164343ST-4-0__bin.86	ZellerG_2014__CCIS80834637ST-4-0__bin.35	LiSS_2016__FAT_010-22-14-0__bin.52	XieH_2016__YSZC12003_35705__bin.12	ZellerG_2014__CCIS38765456ST-20-0__bin.18	NielsenHB_2014__V1_UC55_0__bin.105	ZeeviD_2015__PNP_Main_144__bin.23	FengQ_2015__SID31416__bin.9	NielsenHB_2014__V1_UC13_0__bin.4	ZellerG_2014__CCIS11354283ST-4-0__bin.12	FengQ_2015__SID31865__bin.46	HeQ_2017__SZAXPI029501-104__bin.44	LiJ_2014__V1.FI10__bin.10	HeQ_2017__RSZAXPI003105-143__bin.39	YuJ_2015__SZAXPI003415-12__bin.14	XieH_2016__YSZC12003_37322__bin.70	LiSS_2016__FAT_010-22-2-0__bin.52	CosteaPI_2017__halbarad-11-0-0__bin.8	XieH_2016__YSZC12003_37285__bin.65	ZellerG_2014__CCIS81710917ST-20-0__bin.52	LiJ_2014__MH0370__bin.30	FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	XieH_2016__YSZC12003_36699__bin.28	NielsenHB_2014__O2_UC19_2__bin.43	RaymondF_2016__P1E7__bin.27
ZellerG_2014__CCIS38765456ST-20-0__bin.18	0.5526252967604929	0.7838296582661507	0.6329947155700743	0.8017830193836238	0.8235455708561302	0.8120889378482676	0.8180556314779589	0.6553820988119893	0.813532347672173	0.6504055870893011	1.0	0.8236486715578377	0.6678150747064917	0.6855414758900047	0.8132597189710135	0.8319403206085848	0.6238194450691225	0.8064945138663524	0.8153507949479272	0.7212848976846628	0.7342672826875931	0.6116584059247614	0.8204131085968687	0.7001340309122198	0.6863918836913373	0.8251259869816335	0.791706828657013	0.8386723120643735	0.7823198211445008	0.7833577476717578	0.8185289259743881
NielsenHB_2014__V1_UC55_0__bin.105	0.5335422564659626	0.781416357265548	0.6133225201338308	0.7928265840412382	0.8132206220415361	0.7996168771555576	0.81313847435135	0.6469506384142699	0.8207554878371168	0.6336138735213962	0.5201207221481097	1.0	0.6448121767346381	0.6556705283363651	0.8040047872877323	0.8304183283731568	0.6021984994063956	0.8013843633619554	0.8193891270540746	0.7032908452079712	0.7317309872885188	0.589327529395109	0.832200234120917	0.6887052606419493	0.6642894814689231	0.833421525578737	0.765920156814697	0.8971615788261706	0.7673835217850867	0.7741987213799414	0.812297771394339
ZeeviD_2015__PNP_Main_144__bin.23	0.5502827467596622	0.8391512497625331	0.6241824552987768	0.7989446661425116	0.8330468786338044	0.8113921362160744	0.8301457192347933	0.6337848053667806	0.8456025047367297	0.6712589081620817	0.5408468336902109	0.8269688460199982	1.0	0.6987299792261968	0.8233980158692354	0.8322107708835003	0.6282778141722505	0.8288786685488431	0.8427215195193614	0.7418343598816224	0.7638225366903919	0.6075785434128775	0.8505619910572336	0.737900954855225	0.6765243695708335	0.8278957375876946	0.7902529562181031	0.8466515621821515	0.8083553614849094	0.7808865319965322	0.8243226658611937
FengQ_2015__SID31416__bin.9	0.5346192603494243	0.803818791375045	0.6542467167674815	0.82490561478752	0.8507991510135943	0.837286208913259	0.8463636638211527	0.6353993283891499	0.8211735891641657	0.6775910971748962	0.5440635476758585	0.8240231302117799	0.6847108311664777	1.0	0.8392900584570523	0.8375130079983745	0.6601627132419364	0.8093849790911013	0.8474273680048545	0.7212853412557421	0.7463007861086933	0.6455679449971032	0.8238830968783549	0.7636462483422525	0.7107174923599461	0.827719461063869	0.7812761704452785	0.849382343169531	0.8260687151804371	0.7849066032581089	0.8492461538883962
NielsenHB_2014__V1_UC13_0__bin.4	0.547803746024814	0.829157016653387	0.6660704371601202	0.8192890311580249	0.9856240548407255	0.8819363366265335	0.8638789452777461	0.6458573276993517	0.8508164085457498	0.6798600641604895	0.5460443269536777	0.8548602383833973	0.6826378742017687	0.710059630693895	1.0	0.8761804763486595	0.6525437706018589	0.8492065888780742	0.8962904458480359	0.726056081192521	0.7730800054822141	0.6244734402984554	0.864757028732842	0.7461627985309525	0.697063066369636	0.8750691664943796	0.8068890060699261	0.891126943456536	0.8259401648845599	0.8084198446860852	0.8997958107521087
ZellerG_2014__CCIS11354283ST-4-0__bin.12	0.5488823364312664	0.8112846862475623	0.6553409305769483	0.820147734089521	0.868341095169283	0.8503465734188367	0.8523602223402128	0.642115505731486	0.8666017668057615	0.6773836076009919	0.5451547508013107	0.8617125129622132	0.673353135801372	0.6915176909554471	0.8551111360997239	1.0	0.6387007815642075	0.8516152493211133	0.862705508039406	0.7243654240020966	0.7747764740875894	0.6132701322950564	0.882452960825664	0.7247254413953803	0.6865236965352634	0.8600357568912271	0.80538974149935	0.885889449268607	0.8164559688299299	0.8120473427406392	0.8670098469744709
FengQ_2015__SID31865__bin.46	0.5791909410367524	0.8286434721961426	0.6544679066205931	0.828370347429335	0.8614501461949087	0.8430922600830592	0.84452128788082	0.6578008822905413	0.8631620532154345	0.6837702923166589	0.5496251850298365	0.8402049411196653	0.6835044833918195	0.7328967807856727	0.8562857714189563	0.8587713287276044	1.0	0.8423289739043917	0.8601564614735568	0.7366961413810846	0.7573743687038035	0.6371622824451495	0.8737938005555163	0.7644597616498687	0.7036773079652449	0.8236979630257347	0.7870596167961977	0.8747765619932255	0.8529265806486226	0.8066276651002636	0.8611020340479285
HeQ_2017__SZAXPI029501-104__bin.44	0.5646931016740736	0.8365222723800833	0.6286940369971217	0.8033733499350142	0.8426628319634824	0.8325221286242063	0.8334224225503839	0.6105635093903068	0.8772242923776176	0.6571672540489343	0.5302303596944915	0.8343377289573923	0.6728775877763832	0.6705056158051398	0.8315299401183984	0.854434891553023	0.6285461868071228	1.0	0.8408162968213119	0.7443961366062968	0.7914452515295671	0.5936658249062516	0.8838702721489821	0.7212769161270893	0.6664627092250784	0.8250718438192479	0.768454774446574	0.8491532278426018	0.7916208520629195	0.7849352939330015	0.8482265483440551
LiJ_2014__V1.FI10__bin.10	0.5467357235029533	0.8235307662924859	0.6606262252832543	0.8341985755785866	0.8817027678420657	0.8514394566718169	0.8457820456439741	0.6358713270850472	0.8537299631478142	0.6820015766703359	0.5320296153953822	0.8466800975621209	0.6789805282116531	0.6967514811761274	0.8710466977967252	0.8590654480732746	0.637031705883256	0.8345056018753889	1.0	0.7303094554166212	0.771423888632532	0.6170352637762248	0.8691449407935907	0.7298127952306174	0.6897747600905547	0.8618354573833955	0.8022813859889453	0.8840050135588231	0.8145786921943983	0.8179916506907641	0.8711072000375656
HeQ_2017__RSZAXPI003105-143__bin.39	0.574848321420153	0.8786790507441083	0.652553293954718	0.835978677607586	0.8480199604788505	0.8407870663109728	0.8392797679401912	0.6518632506225623	0.8884567135443586	0.6816505665464213	0.557162152700015	0.8602953556502576	0.7075605979377807	0.7020466653161558	0.8353073418793231	0.8538957516100566	0.6458853694243991	0.8746125521608085	0.8645505337813894	1.0	0.8041570433861405	0.6118220297536422	0.8967457855777202	0.7455054981647841	0.6917500001336258	0.847781572154961	0.7964473725704836	0.8835227166434069	0.8155029378955656	0.8191439721160492	0.8534825808155125
YuJ_2015__SZAXPI003415-12__bin.14	0.5591199193819281	0.8475383344378977	0.6529604848382141	0.8184797158596285	0.8548153460817216	0.8434635508871317	0.8406718777897817	0.6206734110664242	0.8794375497432266	0.666585463528695	0.5352118998407208	0.8446190564094495	0.6874576961913207	0.6854402269249431	0.8392616667725838	0.8618275648843334	0.6265770305071615	0.8774639604333927	0.8617342569307634	0.758818105979678	1.0	0.6015457849518985	0.8808139681502127	0.7266813336682333	0.6754068478959309	0.84117271453516	0.7838251419037445	0.866604427739799	0.7968993514845043	0.8069982982646738	0.8516670852915394
XieH_2016__YSZC12003_37322__bin.70	0.5451105221876998	0.7857497042486058	0.6494607760293727	0.8237204070628714	0.8428694973371541	0.8386723346933873	0.8325164961491961	0.6368866215131205	0.8214627297528688	0.686870619056728	0.5472171511665698	0.8349208884365693	0.6711739736296852	0.7277409545883097	0.8320819226719212	0.8372881376916967	0.6469833357785829	0.8078479512831989	0.8459981787533188	0.7085999119710136	0.738325480677266	1.0	0.8297846261275231	0.7554948473328517	0.7092418673783272	0.8277590927690563	0.7692321978089325	0.8515132999912713	0.8049996997604894	0.7891897680850971	0.852150922044823
LiSS_2016__FAT_010-22-2-0__bin.52	0.6037407208647652	0.8511542427973471	0.6356239158028114	0.8042908216693883	0.8348892387912648	0.8168523562887087	0.8147402594242479	0.638239925178504	0.97565160223385	0.6567572721123136	0.5245521306119993	0.8426005601879032	0.6714968236699962	0.6637518786115021	0.8234771025074846	0.8610334055504703	0.6340993481876183	0.8595703338431447	0.8516417858942544	0.7422507413796231	0.7726248532835939	0.5930218513984568	1.0	0.7105042531720165	0.6674765839952255	0.8348595968788394	0.7863782582323775	0.8819743106375091	0.7880806773221231	0.7885191121760571	0.8343990411947372
CosteaPI_2017__halbarad-11-0-0__bin.8	0.5279865118314205	0.8005641982181484	0.6340076048126837	0.7985952049827751	0.8346317869666411	0.8220798402619572	0.8230915556176394	0.6195159378549991	0.8142002723928043	0.6608360363765594	0.5196344677555531	0.8094462373432868	0.6762336251045097	0.7141560034264797	0.8248058225502622	0.8208478071968397	0.6439670951135689	0.814245979330193	0.8301124493371981	0.7162965260673341	0.7399275262583788	0.6267545814785218	0.8247596020517793	1.0	0.6832375713079579	0.8128958272133969	0.7552922470762967	0.8335337933471242	0.8070073357066704	0.7610759721197953	0.8337977637495712
XieH_2016__YSZC12003_37285__bin.65	0.568534662564595	0.851698811917189	0.6931171449769332	0.8835022231322247	0.8907208573165085	0.8990061948813535	0.8904831583833884	0.668001075528836	0.8828979736165952	0.7071978649458205	0.5836367819094638	0.8944699107864128	0.7102903045311654	0.7614679438865776	0.8827626499665515	0.8908373533282852	0.6791040868330677	0.8619522260446251	0.8988485134108679	0.7614561766126607	0.7878878272846603	0.674084167780145	0.8876678380987851	0.7827543540384402	1.0	0.8992568378157821	0.8363589936392001	0.9103827953041517	0.8534980280990734	0.8481974595632341	0.9011890241929268
ZellerG_2014__CCIS81710917ST-20-0__bin.52	0.5580094528805813	0.8529225022640575	0.6699965269569704	0.8496412050472385	0.8925598394974755	0.8697138898692885	0.8616516363954231	0.6639974208308327	0.8693144194261067	0.6921116806567482	0.5604161448094456	0.8963815967256583	0.6943012486506124	0.7083658980072064	0.8851851451511102	0.8914135943081571	0.6349662588465079	0.8523519644781483	0.8970639862356584	0.7454174865601694	0.7837976668106327	0.6284107138912792	0.886845062333838	0.7438896296063054	0.7182962632594815	1.0	0.8214179132885958	0.925452235789074	0.8329785879142803	0.8197269784008682	0.8850563746788375
LiJ_2014__MH0370__bin.30	0.5839499379019962	0.8419595706655089	0.6649444147136928	0.8516584710764664	0.8855786221311227	0.8711400789603886	0.8799953552712623	0.67566818461787	0.8876021083029575	0.6758519543201026	0.5776457283641467	0.88494956430425	0.7119430111978352	0.7182669103466381	0.8768238133222936	0.8967587871199653	0.6517740844330907	0.8528100608863354	0.8970829084079688	0.7522799559760494	0.7845936367216293	0.6273412966870967	0.8973721942304391	0.7424982582267233	0.7176610761634541	0.8824111190767087	1.0	0.9239698294576775	0.8314771247109666	0.8528721588901118	0.8946191827296869
FerrettiP_2018__CA_C10024IS2415FE_t3M15__bin.7	0.5454069176388611	0.8118956556104739	0.631817602720671	0.8126782645322157	0.8435453830840338	0.8289384165646155	0.8249140040196459	0.6747566588925781	0.853760466202648	0.6484798926707764	0.5252233208791913	0.8897340429680899	0.654693963511184	0.6702534075555128	0.8311753087318529	0.8466493851363239	0.621786255029974	0.8088622876967464	0.8484282387485884	0.7162994991476236	0.7445622546763699	0.5960632951215644	0.8638763148566561	0.7033283846102513	0.6705099438133595	0.853326694590985	0.7930714410144276	1.0	0.7892610975765124	0.7854199871211865	0.8470194560217986
XieH_2016__YSZC12003_36699__bin.28	0.5608631919811146	0.8504448207245177	0.6949654550173652	0.8513777206491243	0.8928668009739337	0.8929271156484445	0.8794329431830822	0.6488514256757592	0.8753221520473619	0.7228481380316157	0.5589489426392614	0.8682366609400685	0.7131354979050538	0.7436833973970757	0.8788965380859979	0.8902109777651436	0.6916585299534045	0.8602840227910369	0.8919274740758135	0.7542903756071636	0.7811234844084094	0.6428842279598067	0.8806481355597029	0.7768703110902372	0.717166199063145	0.8762565351197024	0.8142184429420707	0.9004442027462952	1.0	0.8179920651596237	0.9110561247821627
NielsenHB_2014__O2_UC19_2__bin.43	0.5543662514043456	0.8268733837632255	0.6565726277017482	0.8383586699934081	0.8501389715764798	0.8492350638804965	0.8528419892933609	0.6448319839202123	0.8496505035331716	0.6762931949630723	0.5475194770586873	0.8568991758431757	0.673921464978534	0.6912601459890728	0.8415458030680629	0.8661500834990175	0.6398892676800041	0.8344688200208058	0.8761873763414131	0.7411820636469024	0.7738209179426887	0.6165525860030208	0.8619768253349512	0.7167219054703101	0.697213652536721	0.8435644818925864	0.8170077801835769	0.8765762162491555	0.8002039958620469	1.0	0.8648408924166062
RaymondF_2016__P1E7__bin.27	0.5411642984735674	0.8162726676104753	0.6708855097981764	0.8341913412397849	0.8969149139116854	0.9669968171557768	0.8614120984591456	0.6397055937551629	0.8509019579922981	0.6730957929316579	0.5398736355164158	0.8484205808713526	0.671331856464405	0.7057904580393058	0.8839005769646784	0.872678928877534	0.6446217965042568	0.850955355292859	0.8805182915419588	0.7287490153446499	0.7706485535720968	0.6282374965885058	0.8607475987188299	0.7409724333012949	0.6990423171325011	0.859485688154288	0.8087217416465172	0.8920717331120769	0.8410376053912105	0.8161216034524778	1.0
