	BritoIL_2016__W1.41.ST__bin.79	ZellerG_2014__CCIS10793554ST-4-0__bin.56	FengQ_2015__SID530258__bin.75	KarlssonFH_2013__S194__bin.18	YuJ_2015__SZAXPI003416-4__bin.10	FengQ_2015__SID530002__bin.65	CM_madagascar__A58_01_1FE__bin.6	FengQ_2015__SID530163__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.97	LeChatelierE_2013__MH0420__bin.61	LiJ_2014__O2.UC46-1__bin.34	SchirmerM_2016__G88975__bin.5	LiJ_2014__V1.FI28__bin.31	LiJ_2014__O2.UC15-1__bin.5	FengQ_2015__SID530119__bin.18	FengQ_2015__SID530297__bin.62	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	ZellerG_2014__CCIS81735969ST-20-0__bin.53	FengQ_2015__SID530558__bin.75	ZeeviD_2015__PNP_Main_447__bin.22	NielsenHB_2014__MH0086__bin.4	ZeeviD_2015__PNP_Main_279__bin.36	XieH_2016__YSZC12003_36034__bin.30	LiJ_2014__O2.UC32-1__bin.62	BackhedF_2015__SID184_12M__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	LeChatelierE_2013__MH0086__bin.32	LiJ_2014__V1.FI31__bin.11	FengQ_2015__SID531469__bin.57	ZellerG_2014__CCIS81887263ST-4-0__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	ZellerG_2014__CCMD79987997ST-21-0__bin.40	FengQ_2015__SID31379__bin.49	FengQ_2015__SID532779__bin.85
LiJ_2014__O2.UC46-1__bin.34	0.9844191141533407	0.9937118073985954	0.9869240956978398	0.9904903370376437	0.9883197476252585	0.9892346453856163	0.9854435362523293	0.9917716072596191	0.9894719018249967	0.9916446723390498	1.0	0.9908482252651414	0.9925919323300566	0.9892280418588901	0.992239350155396	0.9895427868836134	0.9898619421058379	0.9931092606716607	0.9908868816560725	0.996464827759763	0.9919721734288927	0.9957336480111953	0.9893169033326337	0.9963558125656553	0.9916281856858018	0.9929560333729204	0.9916794006074228	0.9906690598845417	0.9923396288163908	0.9931649971288202	0.9909834351427024	0.9894967413476672	0.9884868412182841	0.9898053723026783
SchirmerM_2016__G88975__bin.5	0.9882050930368308	0.9921461152241654	0.9900754531036827	0.9909796001787452	0.9921305812410128	0.9897805305431576	0.9858708152205071	0.9905478712538095	0.9898748247297455	0.9899192482174596	0.9908482252651414	1.0	0.9897024282303333	0.9893551801969049	0.9901228159747713	0.9909235835344103	0.9895563439644264	0.9899331741677874	0.9906841572980323	0.9909283219635485	0.9896880928095478	0.9906547586533384	0.9917124956140169	0.989880294863314	0.990342345508623	0.9901848649010861	0.9900493592617416	0.989688592339568	0.9904821805546041	0.9908806142889675	0.9905359107080649	0.9901142792532447	0.9915893507665555	0.991191950287338
LiJ_2014__V1.FI28__bin.31	0.9862341167073032	0.9930188105314942	0.9874222896361755	0.9914122024527204	0.9887660237890449	0.9891755833361159	0.9842479949231725	0.9953322283493166	0.9891137045506109	0.9987592536113344	0.9925919323300566	0.9897024282303333	1.0	0.9883022227167775	0.9955206449131903	0.9895802459161545	0.9888234860455676	0.9910395959339016	0.9896634033493854	0.9912839490839181	0.9903387014834633	0.9908786412295743	0.9893088060936231	0.990097576210131	0.9970292566695929	0.991296964846664	0.9904455873570492	0.9907408922813966	0.9978103620144669	0.9925580216035257	0.9966782995898882	0.9896972549887405	0.9884227591528172	0.9884023865145893
LiJ_2014__O2.UC15-1__bin.5	0.9860354234009322	0.991223125855544	0.9863353509209032	0.9879732032879812	0.9879665935640894	0.9899642883052963	0.9845468691892207	0.9889893876977472	0.9873085853637497	0.9881830432858565	0.9892280418588901	0.9893551801969049	0.9883022227167775	1.0	0.9887181154696304	0.9878432029360592	0.9891358312617383	0.9871959799733475	0.9871505924381143	0.9887505879466246	0.987722954359249	0.9878786343014834	0.9890210349105235	0.9862502939293601	0.9875283515927155	0.9861355443035393	0.9875163195163841	0.9859272806985974	0.9875592238015236	0.9884334307525083	0.9874581471563729	0.989510071388247	0.9880088250388044	0.989326133188488
FengQ_2015__SID530119__bin.18	0.9869490298145427	0.9941746566956129	0.9880251524794179	0.992508098903922	0.9899154829367803	0.9896842042186001	0.9858763160077242	0.99670333904153	0.9893351746996272	0.9957312429698253	0.992239350155396	0.9901228159747713	0.9955206449131903	0.9887181154696304	1.0	0.9910580496427323	0.9901813182694623	0.9911960984386717	0.9902522631383365	0.991449255300806	0.9910713770061969	0.9910273486331821	0.9903465633613817	0.990067770316416	0.9953020350140648	0.9919273491625342	0.9911846497465898	0.9913661910977835	0.9956691843630551	0.9947475018838877	0.9958075168745358	0.9892177602908963	0.988742209590685	0.9894689294125013
FengQ_2015__SID530297__bin.62	0.9876191941240728	0.9913067144581309	0.9893155505816468	0.9913551080611492	0.9902967351932257	0.9887757558353147	0.9846015707320728	0.9914110506738562	0.9890512037921156	0.9895178058817832	0.9895427868836134	0.9909235835344103	0.9895802459161545	0.9878432029360592	0.9910580496427323	1.0	0.9889965477601818	0.9886073711747466	0.9893470303022829	0.9902177197576492	0.990218782124932	0.9903318023779886	0.9910067984270641	0.9885102403209394	0.9896894016868181	0.9895876764765416	0.990009423717101	0.9882999756978782	0.9900435049458044	0.9909439828237335	0.9898783577373936	0.9908471970317722	0.989942895185581	0.9905672882638171
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	0.986831720017839	0.9906414962253798	0.9880759222266489	0.9898071450485046	0.9900861898625596	0.9887876864902703	0.984158555292023	0.9901930682661145	0.9897144260494135	0.9895466329713293	0.9898619421058379	0.9895563439644264	0.9888234860455676	0.9891358312617383	0.9901813182694623	0.9889965477601818	1.0	0.9871566245596157	0.9887198116201893	0.9894003746270388	0.9884862793955317	0.989427565000074	0.9896898732579159	0.9887551038328138	0.9897466497146822	0.987687338218428	0.9892264477674468	0.9887508609917933	0.9891748203595169	0.9891976074508386	0.9898875769730524	0.9889396422034304	0.9885841229399738	0.9899261260763202
ZellerG_2014__CCIS81735969ST-20-0__bin.53	0.9847925759820606	0.9954249939802552	0.9868791527590558	0.9912294725433751	0.988550657195789	0.9876711237577356	0.9834813927247702	0.9918266059996402	0.9886648970904125	0.9912343147839551	0.9931092606716607	0.9899331741677874	0.9910395959339016	0.9871959799733475	0.9911960984386717	0.9886073711747466	0.9871566245596157	1.0	0.9896829913812245	0.9917012153962002	0.9905324756062939	0.9918027512629206	0.9890074703040784	0.9909913985855335	0.9914254481545866	0.9956970032179121	0.9904045630760195	0.9934430575095958	0.9919512644966688	0.9935570133370263	0.9909674508661284	0.989144447860178	0.9873806955608189	0.9874726359223348
FengQ_2015__SID530558__bin.75	0.9861082850853665	0.9910208413085997	0.9882636067811083	0.9893628146298352	0.9894954041034506	0.9882975791081919	0.9847247033742687	0.9908335444267645	0.9890806021739517	0.9893913280863285	0.9908868816560725	0.9906841572980323	0.9896634033493854	0.9871505924381143	0.9902522631383365	0.9893470303022829	0.9887198116201893	0.9896829913812245	1.0	0.9898937587501174	0.9890072282659421	0.9898318352807949	0.9901396792033463	0.989079977914562	0.9895660078171565	0.9897456711546582	0.9893003275686406	0.9889334393471831	0.9897171771467557	0.9897798701177871	0.9891882319051875	0.9890526435777454	0.9888861685309734	0.9890537549831777
ZeeviD_2015__PNP_Main_447__bin.22	0.9864703537189133	0.9934122487355038	0.9876584471845654	0.9911124438670904	0.990192492470102	0.9887740720045202	0.9848721718954372	0.9917052419522656	0.9888313128187627	0.9910905810154631	0.996464827759763	0.9909283219635485	0.9912839490839181	0.9887505879466246	0.991449255300806	0.9902177197576492	0.9894003746270388	0.9917012153962002	0.9898937587501174	1.0	0.9912580038272678	0.9970281494217736	0.9904228450995232	0.9961242739320906	0.9913281842173484	0.9921298436618797	0.9911752083292873	0.9909051220976491	0.991897636803715	0.9920262712000222	0.9913840121304325	0.9914298647254713	0.9891883777780517	0.9913259649990419
NielsenHB_2014__MH0086__bin.4	0.9865855763143578	0.9917952223955089	0.9877642787207093	0.9912581716941268	0.9890230359753531	0.9881699049916292	0.9851849691676786	0.991862296405294	0.988569102369586	0.990694028224208	0.9919721734288927	0.9896880928095478	0.9903387014834633	0.987722954359249	0.9910713770061969	0.990218782124932	0.9884862793955317	0.9905324756062939	0.9890072282659421	0.9912580038272678	1.0	0.991630364004049	0.989597300807353	0.9909901640954905	0.9910337405745491	0.9909791013190895	0.9989058021959638	0.9899392224146167	0.9907038753547521	0.9919493868033102	0.9914484536170401	0.9900729778667204	0.9892133512244213	0.9895247613939867
ZeeviD_2015__PNP_Main_279__bin.36	0.9859228269401812	0.9929108352897859	0.9881505102704247	0.9911388649791498	0.9901989000580844	0.9882211578096919	0.9843087597113951	0.9914428632438774	0.9892164148294939	0.9909589063238758	0.9957336480111953	0.9906547586533384	0.9908786412295743	0.9878786343014834	0.9910273486331821	0.9903318023779886	0.989427565000074	0.9918027512629206	0.9898318352807949	0.9970281494217736	0.991630364004049	1.0	0.9906390450638276	0.9973252650352951	0.9912209225603251	0.9919842326359573	0.9916896020047883	0.9910743217170217	0.9916089548349625	0.992305638329196	0.990989160439124	0.9913936535837673	0.9897845194936373	0.991202924936847
XieH_2016__YSZC12003_36034__bin.30	0.9885680489407895	0.9913804205700225	0.9902365495949161	0.9895598511241712	0.9914836780051974	0.9901082940264873	0.986112165924048	0.9898481883121841	0.9894402116361002	0.9892785687120723	0.9893169033326337	0.9917124956140169	0.9893088060936231	0.9890210349105235	0.9903465633613817	0.9910067984270641	0.9896898732579159	0.9890074703040784	0.9901396792033463	0.9904228450995232	0.989597300807353	0.9906390450638276	1.0	0.989428690038221	0.9897894266131148	0.988421446522042	0.9897578501737299	0.9881577479602244	0.9893916340654393	0.9897322110437932	0.9891524957286518	0.9915597648613762	0.9910205312265439	0.9922323055859962
LiJ_2014__O2.UC32-1__bin.62	0.9845869441474223	0.992244894333354	0.9869651787087624	0.9897374879155202	0.9881599699431893	0.9875541915904613	0.9827705082775164	0.9897321322990327	0.9881835267172618	0.9894716645235704	0.9963558125656553	0.989880294863314	0.990097576210131	0.9862502939293601	0.990067770316416	0.9885102403209394	0.9887551038328138	0.9909913985855335	0.989079977914562	0.9961242739320906	0.9909901640954905	0.9973252650352951	0.989428690038221	1.0	0.99010947387669	0.9907091134267768	0.9904316137307703	0.9904209513639283	0.9902173970990421	0.9913652900542541	0.9892479981120843	0.9904602909611256	0.9885058077667966	0.9893797713896507
BackhedF_2015__SID184_12M__bin.1	0.9860332543336566	0.9938973500023024	0.9878630843823674	0.9911542956485108	0.9892843776326646	0.9884291941318312	0.9846478008063078	0.995723760694725	0.9893141132946254	0.997482201249741	0.9916281856858018	0.990342345508623	0.9970292566695929	0.9875283515927155	0.9953020350140648	0.9896894016868181	0.9897466497146822	0.9914254481545866	0.9895660078171565	0.9913281842173484	0.9910337405745491	0.9912209225603251	0.9897894266131148	0.99010947387669	1.0	0.9924030226112035	0.9910316668222556	0.9905881644851797	0.9988293054636682	0.9923872203441687	0.9974366093811166	0.9892202727236995	0.9890062864697268	0.9896424292536407
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	0.9849682543287339	0.9963566708364074	0.9878020656140571	0.9912953038615518	0.9886971907656976	0.9882839627435505	0.9842407953010163	0.9928961654713178	0.9882305951617898	0.9918495482922269	0.9929560333729204	0.9901848649010861	0.991296964846664	0.9861355443035393	0.9919273491625342	0.9895876764765416	0.987687338218428	0.9956970032179121	0.9897456711546582	0.9921298436618797	0.9909791013190895	0.9919842326359573	0.988421446522042	0.9907091134267768	0.9924030226112035	1.0	0.990824948730131	0.9947047040709524	0.9930988029471727	0.9940713838764108	0.9920684945897679	0.9894757373882552	0.9880795832299678	0.9882985325885735
LeChatelierE_2013__MH0086__bin.32	0.9864747427579097	0.9921689599326594	0.9877384196185286	0.9907800086108616	0.9894703292119418	0.9887747319522285	0.9846915338147911	0.9921464304888667	0.9891892490013611	0.9907951130301854	0.9916794006074228	0.9900493592617416	0.9904455873570492	0.9875163195163841	0.9911846497465898	0.990009423717101	0.9892264477674468	0.9904045630760195	0.9893003275686406	0.9911752083292873	0.9989058021959638	0.9916896020047883	0.9897578501737299	0.9904316137307703	0.9910316668222556	0.990824948730131	1.0	0.9892250147129106	0.9911458491813284	0.9921304377839673	0.9909432768864073	0.990211002633482	0.9894552689045983	0.990000866229587
LiJ_2014__V1.FI31__bin.11	0.9840073233121747	0.9954702800566038	0.9859994810926705	0.9899751754554345	0.9882012350051587	0.9870794746895398	0.9839323255140662	0.9912253927540878	0.9867698546965414	0.9905561331975681	0.9906690598845417	0.989688592339568	0.9907408922813966	0.9859272806985974	0.9913661910977835	0.9882999756978782	0.9887508609917933	0.9934430575095958	0.9889334393471831	0.9909051220976491	0.9899392224146167	0.9910743217170217	0.9881577479602244	0.9904209513639283	0.9905881644851797	0.9947047040709524	0.9892250147129106	1.0	0.990884408126231	0.9914565147445372	0.9901978495445742	0.9884488119611159	0.9875483045243407	0.9873756704819022
FengQ_2015__SID531469__bin.57	0.9861524112899903	0.9939466755402755	0.9881451456435503	0.9913212879943153	0.9894264761497608	0.988644418262633	0.984422194844031	0.9959109191932332	0.9893895675610239	0.9982157073238804	0.9923396288163908	0.9904821805546041	0.9978103620144669	0.9875592238015236	0.9956691843630551	0.9900435049458044	0.9891748203595169	0.9919512644966688	0.9897171771467557	0.991897636803715	0.9907038753547521	0.9916089548349625	0.9893916340654393	0.9902173970990421	0.9988293054636682	0.9930988029471727	0.9911458491813284	0.990884408126231	1.0	0.9930072431950719	0.9980544348316047	0.9898975177382487	0.9894483737493374	0.9901806338919135
ZellerG_2014__CCIS81887263ST-4-0__bin.29	0.9851628027834399	0.9946087587627009	0.9879958275848125	0.9926007665776413	0.9892993892965247	0.9888910517438675	0.983918283460549	0.9945024912561176	0.9892380269332798	0.9924749092934759	0.9931649971288202	0.9908806142889675	0.9925580216035257	0.9884334307525083	0.9947475018838877	0.9909439828237335	0.9891976074508386	0.9935570133370263	0.9897798701177871	0.9920262712000222	0.9919493868033102	0.992305638329196	0.9897322110437932	0.9913652900542541	0.9923872203441687	0.9940713838764108	0.9921304377839673	0.9914565147445372	0.9930072431950719	1.0	0.9924798783719055	0.9899648865552988	0.9882363445455693	0.9902018473293207
Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	0.9860579504443285	0.9937741531890194	0.985673334166452	0.9914199137237235	0.988222606485357	0.9886704793214844	0.9849520160395601	0.9965588100258089	0.9884409313401243	0.9972103410229289	0.9909834351427024	0.9905359107080649	0.9966782995898882	0.9874581471563729	0.9958075168745358	0.9898783577373936	0.9898875769730524	0.9909674508661284	0.9891882319051875	0.9913840121304325	0.9914484536170401	0.990989160439124	0.9891524957286518	0.9892479981120843	0.9974366093811166	0.9920684945897679	0.9909432768864073	0.9901978495445742	0.9980544348316047	0.9924798783719055	1.0	0.9896455093639426	0.9878661393847002	0.9902494679945119
ZellerG_2014__CCMD79987997ST-21-0__bin.40	0.9882861777638708	0.9910115658217178	0.9889386578346185	0.9899040161210493	0.9909041441267046	0.9893098140837232	0.9845983628457016	0.9893165813788073	0.9889939926689876	0.9896828759839856	0.9894967413476672	0.9901142792532447	0.9896972549887405	0.989510071388247	0.9892177602908963	0.9908471970317722	0.9889396422034304	0.989144447860178	0.9890526435777454	0.9914298647254713	0.9900729778667204	0.9913936535837673	0.9915597648613762	0.9904602909611256	0.9892202727236995	0.9894757373882552	0.990211002633482	0.9884488119611159	0.9898975177382487	0.9899648865552988	0.9896455093639426	1.0	0.9896699012149248	0.9912643547491228
FengQ_2015__SID31379__bin.49	0.9872453181433641	0.99036066875031	0.9943093475829862	0.9886090682279266	0.9900640277684436	0.9876669210587266	0.9842719559272961	0.9889251788409332	0.9921129307156596	0.9888305501044786	0.9884868412182841	0.9915893507665555	0.9884227591528172	0.9880088250388044	0.988742209590685	0.989942895185581	0.9885841229399738	0.9873806955608189	0.9888861685309734	0.9891883777780517	0.9892133512244213	0.9897845194936373	0.9910205312265439	0.9885058077667966	0.9890062864697268	0.9880795832299678	0.9894552689045983	0.9875483045243407	0.9894483737493374	0.9882363445455693	0.9878661393847002	0.9896699012149248	1.0	0.9901397598010416
FengQ_2015__SID532779__bin.85	0.9891601980668533	0.9911059626214493	0.9900195524059556	0.9897943133780517	0.9921631181080519	0.9898962828855512	0.9863040729284581	0.9896651479037856	0.988416365822536	0.989089234693319	0.9898053723026783	0.991191950287338	0.9884023865145893	0.989326133188488	0.9894689294125013	0.9905672882638171	0.9899261260763202	0.9874726359223348	0.9890537549831777	0.9913259649990419	0.9895247613939867	0.991202924936847	0.9922323055859962	0.9893797713896507	0.9896424292536407	0.9882985325885735	0.990000866229587	0.9873756704819022	0.9901806338919135	0.9902018473293207	0.9902494679945119	0.9912643547491228	0.9901397598010416	1.0
