	BritoIL_2016__W1.41.ST__bin.79	ZellerG_2014__CCIS10793554ST-4-0__bin.56	FengQ_2015__SID530258__bin.75	KarlssonFH_2013__S194__bin.18	YuJ_2015__SZAXPI003416-4__bin.10	FengQ_2015__SID530002__bin.65	CM_madagascar__A58_01_1FE__bin.6	FengQ_2015__SID530163__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.97	LeChatelierE_2013__MH0420__bin.61	LiJ_2014__O2.UC46-1__bin.34	SchirmerM_2016__G88975__bin.5	LiJ_2014__V1.FI28__bin.31	LiJ_2014__O2.UC15-1__bin.5	FengQ_2015__SID530119__bin.18	FengQ_2015__SID530297__bin.62	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	ZellerG_2014__CCIS81735969ST-20-0__bin.53	FengQ_2015__SID530558__bin.75	ZeeviD_2015__PNP_Main_447__bin.22	NielsenHB_2014__MH0086__bin.4	ZeeviD_2015__PNP_Main_279__bin.36	XieH_2016__YSZC12003_36034__bin.30	LiJ_2014__O2.UC32-1__bin.62	BackhedF_2015__SID184_12M__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	LeChatelierE_2013__MH0086__bin.32	LiJ_2014__V1.FI31__bin.11	FengQ_2015__SID531469__bin.57	ZellerG_2014__CCIS81887263ST-4-0__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	ZellerG_2014__CCMD79987997ST-21-0__bin.40	FengQ_2015__SID31379__bin.49	FengQ_2015__SID532779__bin.85
LiJ_2014__O2.UC46-1__bin.34	0.7933002678115597	0.32457253825070437	0.6161038035514217	0.7613292827633553	0.8261890780974751	0.7272329681779928	0.4978167346504946	0.5100760396646866	0.7509234881366624	0.7723418787930532	1.0	0.456297666362903	0.6160550154989187	0.7139011972239598	0.4722909998240145	0.7358697602938434	0.15400819987768138	0.6210902038817866	0.7500161174816303	0.7968774775182911	0.5712079050584499	0.7197039262185252	0.7349911397411795	0.6007368738358386	0.7727687742524538	0.6934537759338991	0.703635232640601	0.5291765622195775	0.6815551540221393	0.8136736358076426	0.7864642775622005	0.6068693577924104	0.7984530702495684	0.2624736239591156
SchirmerM_2016__G88975__bin.5	0.8659393322257863	0.5639097388589552	0.7482330429137414	0.8121827651358322	0.8909514100405086	0.8167967032889036	0.691620859296889	0.7319051623016979	0.7719774825055042	0.8148633065815455	0.49565033058433916	1.0	0.7712000545098631	0.8132431523167402	0.7166618008412121	0.7800034920381058	0.4521541096036253	0.6325330193968995	0.828760955796381	0.8478138563882769	0.7860114063781272	0.8238219458033793	0.7903854443523856	0.5919350007736426	0.8213273624844384	0.811076006717205	0.8443170865235247	0.5056097368242989	0.7526080272397899	0.8503302057983921	0.8543351665744763	0.8162695853417679	0.8526326797039244	0.574063147215904
LiJ_2014__V1.FI28__bin.31	0.885498320597194	0.5170347248645861	0.7693205623897459	0.8521218273873465	0.9067425998930845	0.8457025941679809	0.6841533905400485	0.7512376039190367	0.821762745296636	0.9015567667086795	0.5530524304511374	0.6373627920672903	1.0	0.8613633332929239	0.7106750108225574	0.8238650783936392	0.4353503243247682	0.676460478210389	0.8729465003936009	0.8863961920240392	0.7905319927309956	0.85562649800032	0.8118466626439732	0.6310378040630247	0.8891895263454482	0.835084169580382	0.8690668042151466	0.5444741605821148	0.8243726729546343	0.9031968680868104	0.9131203808601654	0.7835457239850944	0.8917052087883468	0.5400446354724129
LiJ_2014__O2.UC15-1__bin.5	0.881153755971136	0.4611388827610894	0.7243350412551214	0.8382489847507975	0.8951938165184201	0.8424851441327822	0.6326903306098155	0.6640100921389813	0.8098455933259244	0.8558679114655523	0.5684504113025297	0.5961392781775878	0.7640012126105953	1.0	0.6517875600582164	0.7958048390654852	0.38836837278480046	0.6523907436466281	0.842102214471134	0.8581935848182263	0.7384656313691539	0.824845059166795	0.8146762648818814	0.6081075643869864	0.8416297958124699	0.8049597715741323	0.828269227300665	0.5226084585832435	0.7706976256973552	0.8755950324588385	0.8684830851921378	0.7404923143519541	0.8707775414528296	0.4997242490208239
FengQ_2015__SID530119__bin.18	0.8714315553904122	0.5366689870551136	0.7266999034419002	0.8233546037961442	0.9054527151298789	0.8397046567781117	0.7101452099937422	0.8330091427259212	0.7587983749089605	0.8453845948521271	0.45936573318696383	0.6417058964841241	0.7699688632963555	0.7961603008511433	1.0	0.7675313962114821	0.5261018279096549	0.6087142943695908	0.8298382747156323	0.864862299845312	0.7997734973225147	0.820896376084266	0.7742163181070375	0.5429607280963734	0.8389098213442124	0.834945812645086	0.8592582016128042	0.45788664443443605	0.759189437331929	0.8848073307892385	0.909537898100911	0.8822194550801467	0.8674315333587262	0.6561608008009364
FengQ_2015__SID530297__bin.62	0.8708343062785875	0.44901892779143715	0.734616361963106	0.8170274576597117	0.907270304795132	0.8039957144623161	0.6228129335329587	0.6485460763979507	0.7967511641003804	0.8244413004958586	0.5800911363542711	0.5660628682883947	0.7234434020576076	0.7878569564441026	0.6220746397813277	1.0	0.3775630811917091	0.6299050176503715	0.8264563273491478	0.8484598848948532	0.7028920511517383	0.7922668021922173	0.7978977514662858	0.6017701880417017	0.833462219963463	0.7571559551117399	0.8048359957694051	0.5041299809073803	0.7649705369284233	0.8843725533288463	0.8676881447193111	0.7391374668626293	0.882337953106328	0.4644660934302158
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	0.8921371274758202	0.6074770963526749	0.7679273522557029	0.8141632065251283	0.9265364696259276	0.8768003492289552	0.7904459485525417	0.9050323486372385	0.7656504026720076	0.8450100722387636	0.25637292083321855	0.692927243484226	0.8072728960333216	0.8119283152458453	0.9004284145904609	0.7973014521717313	1.0	0.5760247360841398	0.8628841264707716	0.8721471054459703	0.8883257749242588	0.872174660886792	0.7674277286050131	0.5225874848988933	0.8648180833305535	0.8505465404144048	0.9109161603958702	0.4142902516101804	0.8208483014971306	0.9105825945332906	0.9148290329925644	0.9195214345072436	0.9161226884248296	0.8310039317263194
ZellerG_2014__CCIS81735969ST-20-0__bin.53	0.7880738942696692	0.4205965055637001	0.6706690059041713	0.7649262579409903	0.811764281765964	0.7499419196167496	0.5638411561601256	0.5963537535949753	0.7289596801973932	0.7903101893019939	0.571111217925609	0.5354538681535245	0.6928857538833747	0.7533890905012537	0.5754804649635095	0.7347605085438247	0.31818436716415516	1.0	0.7766280532256643	0.7844292500821137	0.6554363238722393	0.7532264654281526	0.7311795525006609	0.6053814479239268	0.7890476419364401	0.7369523420413853	0.7471220168713498	0.5224026052056046	0.7173804545490959	0.8161471476523509	0.8023937128986517	0.652146570854062	0.8033598500324449	0.40960689594398647
FengQ_2015__SID530558__bin.75	0.7943191458953534	0.4180046767763692	0.6588221699877455	0.7652419425954589	0.8306015648043691	0.7631966891585755	0.5764364058760745	0.6125509716930356	0.7270726968092708	0.7670372408843912	0.5235587288169093	0.532594820272518	0.6787903022267903	0.7382528682505268	0.5955789563308287	0.7318455629920422	0.3618420052362866	0.589578816453252	1.0	0.7817517537911385	0.6669852429156569	0.748998811040598	0.7230956124053165	0.558885723060643	0.7759498751744668	0.7170474276209562	0.7549892203041425	0.4773015182798707	0.6987377569110165	0.8087320097671038	0.8186602768967856	0.6754423628363524	0.8142945760949221	0.4534824955376012
ZeeviD_2015__PNP_Main_447__bin.22	0.8412372726308116	0.44115351701387995	0.7041119361799779	0.7968546438220188	0.8838433908091081	0.7954771339003686	0.6053638126762305	0.6657507334895014	0.7604388442729428	0.809199493448038	0.574280684284646	0.5624786137503619	0.711563611888777	0.7767181359791905	0.6408120904435092	0.7756551805109344	0.3775670562914344	0.6147809828288427	0.8070616533007184	1.0	0.7133843861699009	0.8016916248778041	0.7653568183915782	0.5887527005535781	0.8199072158540467	0.7720550702599124	0.817099770268514	0.49378770650876574	0.7393382678409196	0.8550180225261171	0.8616406180838045	0.7398370972086274	0.8564357150525921	0.4920972117667224
NielsenHB_2014__MH0086__bin.4	0.863531230770487	0.5093303731481214	0.7241293692979507	0.8028808362152088	0.8772480669352212	0.8100897927796125	0.6645148168849321	0.7259909902888407	0.7561662483957622	0.8282962679249681	0.48666766131265066	0.616509787242255	0.7502584966148635	0.7901582748978818	0.7005777853984484	0.7596816539032804	0.4546552772278771	0.6072992912033955	0.8140661498961189	0.843391505277933	1.0	0.8133075467650625	0.7666657017116076	0.5690072765034185	0.8182136009673304	0.830744284682526	0.9307243917628467	0.4875925336231168	0.7498788239127739	0.8556861461402169	0.8628565045022576	0.7810980891663011	0.875539354207538	0.54712692053892
ZeeviD_2015__PNP_Main_279__bin.36	0.912043346644803	0.4987748544463626	0.7534749714084631	0.8552413731437134	0.955163566666234	0.8643748007966692	0.6726348345152129	0.7282001248941788	0.820709070115246	0.8841444243979192	0.5956933141232819	0.6277331418096964	0.7888715104263565	0.8574064699799678	0.6985673224332155	0.8318500346848153	0.43365465461567637	0.6779980011162597	0.8880863067810616	0.9207538503029333	0.790106030254389	1.0	0.8360298794179873	0.6415356792094458	0.8991302836655433	0.8285827395091053	0.8726277677545152	0.531531814124003	0.8150012186556713	0.9392658789391782	0.9284577011106352	0.7951046818010721	0.9270739139903114	0.5521689186558155
XieH_2016__YSZC12003_36034__bin.30	0.8532254964163392	0.4397713769538076	0.7002767053978052	0.8048464106934504	0.8715984794309158	0.7866703542796922	0.6065127592306824	0.6360003333638021	0.7702209341714027	0.804221353564573	0.5670135173644903	0.5613362511627407	0.6976514654565202	0.7892996268476151	0.6140796470645167	0.7808422006312405	0.3556480968690687	0.6134361070635488	0.7991204169198259	0.8192993445637504	0.6941911357489663	0.779227469714974	1.0	0.5806858019281332	0.8130023980686407	0.7562919057118124	0.7818923638181984	0.5001172822247194	0.7318353693617158	0.8427292413822769	0.8406773065280159	0.7225529349456671	0.8416854631874957	0.458844020690063
LiJ_2014__O2.UC32-1__bin.62	0.8033823894544387	0.43636652492711897	0.7074625090504376	0.7799068130479095	0.831130553756561	0.7660129805413421	0.5679846303167523	0.5812955017805705	0.753635801708167	0.7879558425458252	0.5986215554077775	0.5430188787354217	0.7004491795138027	0.7610163576350968	0.5562724524645839	0.7606825549233512	0.3128230593864975	0.6560412647867223	0.7978041077266863	0.8140823073276857	0.6654992976686768	0.7723604409494755	0.7500633747671195	1.0	0.7897285997301797	0.7347488188853334	0.7591598242174953	0.5402755326518954	0.7256350064850617	0.8128369497464141	0.8006242848635011	0.6489749782529052	0.8133205079010103	0.40228001576555855
BackhedF_2015__SID184_12M__bin.1	0.8624215300963588	0.44988087034342433	0.7232502139644188	0.8214110318360818	0.8918264940708733	0.8039164281685297	0.6165155129088609	0.687569611711572	0.7952894609659859	0.8654727213277909	0.5777371487824546	0.5652881322371754	0.7405054510448108	0.7902187973441055	0.6448327430043079	0.7904444858405707	0.3883981783388545	0.6415314381144557	0.8310355226528722	0.850575326548132	0.7179747046509416	0.8121467307409226	0.7878821235170671	0.5925029733563819	1.0	0.7750400246987238	0.8055447722988702	0.5145570708564179	0.7871734681515429	0.8851991334603876	0.9019961545025018	0.7294766762500146	0.86782177057022	0.47748911940452105
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	0.8372930495681297	0.4739300630353132	0.738299511678856	0.8066530954872094	0.8703165210436592	0.8192915292742752	0.6142893832812493	0.6970250848485998	0.7855730663223885	0.8222180087597885	0.5487960892939941	0.5909189159374025	0.7361679976419931	0.8000427474916014	0.6793645102740493	0.7601224508791677	0.40435541781363815	0.6342593566157776	0.8129176714338163	0.8478306509856917	0.7716539314764604	0.7922468460797275	0.7758390487993644	0.5835315288605898	0.8204212351611908	1.0	0.8519406154604577	0.5091267618258005	0.7613928098029651	0.866414778221532	0.8659714453650861	0.7589858502355421	0.8581707176235153	0.511632316414175
LeChatelierE_2013__MH0086__bin.32	0.8719760384281895	0.46009877389810727	0.7204131623802004	0.8102746613301508	0.8883967044596613	0.8095272633761814	0.6310841061720498	0.6896729186104398	0.7662876377674989	0.8162653839686931	0.5325403288287249	0.5882790065904212	0.7326748406792848	0.7872668708521392	0.6686204952541713	0.7727109083176459	0.4141474816941899	0.614936749758505	0.8185606572618267	0.8581186803332466	0.8267757707232319	0.7979305615540075	0.7670798730049881	0.5765939489448403	0.8154810611930015	0.814743224130371	1.0	0.4954209924205209	0.7409885302272525	0.8576340420481408	0.8698198925883311	0.7656055176233603	0.8765652662708238	0.504902759141366
LiJ_2014__V1.FI31__bin.11	0.8003620773512511	0.42205079090583386	0.6921832123406529	0.7664611092096546	0.8027749255930042	0.7633247067253516	0.5594895690098616	0.5801253760380451	0.7553410912759174	0.7832279526117005	0.6078661254520963	0.5346820664629106	0.6966871623663726	0.7539270080881956	0.5407747334458195	0.7346062083556004	0.28587998406779597	0.6525993911336083	0.7854261364204981	0.7870728978397452	0.6573945642362049	0.7376795625449095	0.7446769225226523	0.6228085713656661	0.7906061042758753	0.7389920679240298	0.7519289775968392	1.0	0.7169506842241157	0.8280002481901135	0.8036110660766147	0.6445452216397761	0.7988309044728261	0.37433624156103573
FengQ_2015__SID531469__bin.57	0.8980315169523001	0.4913047927294226	0.8010361633909149	0.8470146821396357	0.9122171774211887	0.8685190519142872	0.6450204276542685	0.7282852898149763	0.845610517778502	0.9000481319497609	0.5929734933183757	0.6028037808215024	0.798934275254114	0.8421002963715332	0.67910277497745	0.8442745719288406	0.42901143797042346	0.6787624404035504	0.870870695601422	0.8925751730097249	0.7657501383319816	0.8566899620250286	0.8253465879374512	0.6335551698261944	0.9160601535674492	0.8370464416466433	0.8518062745870886	0.5430204882929455	1.0	0.9256827536023164	0.9411812414253121	0.772237339781246	0.9032911641867974	0.5057303549636547
ZellerG_2014__CCIS81887263ST-4-0__bin.29	0.8213304719239601	0.421425170191679	0.6770893364029319	0.776771927357072	0.8644354666169237	0.7856589038720209	0.5814652426367478	0.6565614457070218	0.7435101292580698	0.8016476545044849	0.5565996468332697	0.5354921836681543	0.6882215975222309	0.7522141456207861	0.62228949302159	0.7674192070018313	0.3741827134242095	0.6071487954726004	0.7925059044876489	0.8115873968465298	0.6870192453817461	0.776269233909489	0.7472560446875702	0.5579921106628819	0.8099401595150304	0.7489020900962539	0.7751571699223044	0.49307820622767745	0.7278142936575999	1.0	0.8477214309510174	0.7177872429692943	0.8377173247769168	0.46032178340259394
Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	0.7811663005185283	0.39975193533449627	0.64764400011395	0.7338555482754171	0.8130675505611199	0.725681312033622	0.555401760303956	0.6244040666741517	0.7011460352943345	0.7567614518346228	0.5042404478905008	0.5042661424967002	0.652138601174467	0.6993032851671184	0.599557103190097	0.7057112965219	0.35234678334252195	0.5594743553865669	0.751912991360468	0.7665706470404561	0.6493202938792655	0.7192037576685831	0.6986773980748038	0.5151330058946778	0.7735397503936581	0.7015663655370535	0.7368567899951907	0.44853593809610787	0.6935817666605782	0.7945462081184902	1.0	0.669125249475076	0.7847356164666678	0.4368085846796469
ZellerG_2014__CCMD79987997ST-21-0__bin.40	0.8548284281255654	0.49527320874803604	0.7060607485089222	0.7977226787690757	0.8968827322726631	0.8103076313836433	0.660127220591189	0.7746827319877666	0.7423551549908904	0.7868378468082318	0.4961318159738693	0.6143393460767597	0.7135417779544136	0.7602701674764853	0.7415314476025235	0.7665346883017169	0.45158074896475686	0.5798038201789435	0.7910343742031798	0.8392769893263476	0.7494957329606885	0.7853392905219163	0.7657027901351693	0.5324290714221612	0.7976870666900282	0.7840469281732856	0.8269933149005212	0.4587202585721835	0.7256352838781269	0.8578372926842819	0.8531995316299363	1.0	0.8545869782296238	0.5713609084783813
FengQ_2015__SID31379__bin.49	0.8486243244228392	0.420954949272029	0.7025770514184221	0.794746546916181	0.8831381423311279	0.7836101614396327	0.5898807947658266	0.6375731307287181	0.7636660060387358	0.796312714090293	0.5521692725772533	0.5428222760243875	0.6869060411155786	0.7562677564466954	0.6167499455501602	0.7740384369175637	0.3805819369924228	0.6041808439589598	0.8066953872626236	0.8218356057668932	0.7106573172601623	0.7745836884246117	0.7545036720128426	0.5644383352176141	0.8027358370921044	0.7498994598395153	0.8009440382170094	0.480917251607061	0.7179865819930238	0.8468912681134209	0.8464231350515685	0.7228983642153544	1.0	0.466063817320863
FengQ_2015__SID532779__bin.85	0.9060627768974221	0.5964823661479389	0.7531604059891607	0.8276338462415858	0.9657378994408077	0.8705669497448456	0.7621066696307143	0.8773687405106347	0.7811997525563456	0.841283401547163	0.35064953959302153	0.7060250667638129	0.8036564862884674	0.8384237164151396	0.9012576445947936	0.7871297874556775	0.6669025489838922	0.5950984973559261	0.8678672999020584	0.9122331557038614	0.857901465981444	0.8912318701840289	0.7945868499875754	0.5393218344583329	0.853238328626356	0.8636784489496158	0.8912312882375226	0.4353535994264335	0.7765552374894595	0.8989932907387287	0.9101649178204242	0.9336761386219855	0.9003474802589196	1.0
