	BritoIL_2016__W1.41.ST__bin.79	ZellerG_2014__CCIS10793554ST-4-0__bin.56	FengQ_2015__SID530258__bin.75	KarlssonFH_2013__S194__bin.18	YuJ_2015__SZAXPI003416-4__bin.10	FengQ_2015__SID530002__bin.65	CM_madagascar__A58_01_1FE__bin.6	FengQ_2015__SID530163__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.97	LeChatelierE_2013__MH0420__bin.61	LiJ_2014__O2.UC46-1__bin.34	SchirmerM_2016__G88975__bin.5	LiJ_2014__V1.FI28__bin.31	LiJ_2014__O2.UC15-1__bin.5	FengQ_2015__SID530119__bin.18	FengQ_2015__SID530297__bin.62	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	ZellerG_2014__CCIS81735969ST-20-0__bin.53	FengQ_2015__SID530558__bin.75	ZeeviD_2015__PNP_Main_447__bin.22	NielsenHB_2014__MH0086__bin.4	ZeeviD_2015__PNP_Main_279__bin.36	XieH_2016__YSZC12003_36034__bin.30	LiJ_2014__O2.UC32-1__bin.62	BackhedF_2015__SID184_12M__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	LeChatelierE_2013__MH0086__bin.32	LiJ_2014__V1.FI31__bin.11	FengQ_2015__SID531469__bin.57	ZellerG_2014__CCIS81887263ST-4-0__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	ZellerG_2014__CCMD79987997ST-21-0__bin.40	FengQ_2015__SID31379__bin.49	FengQ_2015__SID532779__bin.85
LiJ_2014__O2.UC46-1__bin.34	28824.0	4715.0	18739.0	16780.0	22415.0	18168.0	16881.0	9715.0	18342.0	14939.0	0.0	9675.0	10555.0	17846.0	8480.0	17852.0	3621.0	9893.0	15835.0	6490.0	10612.0	7079.0	18220.0	5044.0	14977.0	11293.0	13553.0	11442.0	12078.0	12855.0	16427.0	14788.0	21349.0	6206.0
SchirmerM_2016__G88975__bin.5	21843.0	9434.0	15851.0	15624.0	14935.0	17823.0	20948.0	14760.0	16688.0	17537.0	9675.0	0.0	16958.0	18492.0	15109.0	15099.0	10085.0	13594.0	16470.0	16403.0	17308.0	16424.0	13959.0	12789.0	16927.0	16991.0	17934.0	11133.0	15284.0	16539.0	17251.0	17224.0	15284.0	10781.0
LiJ_2014__V1.FI28__bin.31	31606.0	9295.0	25059.0	18875.0	26344.0	23665.0	27999.0	9009.0	23128.0	2864.0	10555.0	16958.0	0.0	26071.0	8177.0	22183.0	12583.0	15640.0	23315.0	19930.0	19721.0	20141.0	22435.0	16139.0	6775.0	18748.0	21438.0	13012.0	4626.0	17317.0	7782.0	20858.0	26708.0	16204.0
LiJ_2014__O2.UC15-1__bin.5	35978.0	11772.0	28931.0	29419.0	31435.0	24623.0	28630.0	21313.0	30013.0	29507.0	17846.0	18492.0	26071.0	0.0	21442.0	28235.0	12298.0	24395.0	31602.0	28150.0	26463.0	29179.0	26073.0	24442.0	30644.0	32628.0	30187.0	21506.0	27991.0	29540.0	31802.0	22632.0	30469.0	15544.0
FengQ_2015__SID530119__bin.18	27198.0	7422.0	20788.0	14669.0	21771.0	20658.0	24012.0	6503.0	19306.0	8554.0	8480.0	15109.0	8177.0	21442.0	0.0	16345.0	12313.0	12761.0	19280.0	17605.0	17006.0	17542.0	17812.0	12856.0	9346.0	16038.0	18037.0	9412.0	7794.0	11027.0	9038.0	22696.0	23311.0	16483.0
FengQ_2015__SID530297__bin.62	31791.0	11467.0	23104.0	20748.0	25888.0	26578.0	28365.0	16362.0	25685.0	25433.0	17852.0	15099.0	22183.0	28235.0	16345.0	0.0	12233.0	21139.0	25915.0	24409.0	20219.0	22524.0	21086.0	20369.0	25286.0	23200.0	23652.0	17380.0	22403.0	23536.0	25837.0	19883.0	26104.0	12880.0
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	16417.0	7914.0	12780.0	11562.0	12794.0	13711.0	17546.0	12361.0	10973.0	12310.0	3621.0	10085.0	12583.0	12298.0	12313.0	12233.0	0.0	10335.0	13576.0	12885.0	14269.0	12852.0	11025.0	8196.0	12355.0	14622.0	13681.0	6500.0	12388.0	13713.0	12888.0	14182.0	14589.0	11662.0
ZellerG_2014__CCIS81735969ST-20-0__bin.53	30382.0	4826.0	22261.0	16897.0	23472.0	23371.0	23643.0	12269.0	20865.0	17448.0	9893.0	13594.0	15640.0	24395.0	12761.0	21139.0	10335.0	0.0	20212.0	16388.0	15640.0	15542.0	20289.0	13739.0	17037.0	7951.0	18071.0	8608.0	14532.0	13213.0	18259.0	17868.0	25633.0	12973.0
FengQ_2015__SID530558__bin.75	36799.0	12455.0	25730.0	27057.0	28998.0	29719.0	29406.0	18636.0	26397.0	27047.0	15835.0	16470.0	23315.0	31602.0	19280.0	25915.0	13576.0	20212.0	0.0	26247.0	24380.0	25303.0	23681.0	20292.0	26906.0	24431.0	26853.0	17565.0	23874.0	27462.0	29426.0	24586.0	30096.0	16505.0
ZeeviD_2015__PNP_Main_447__bin.22	36753.0	9319.0	28027.0	22762.0	27886.0	28769.0	29620.0	17738.0	27360.0	23172.0	6490.0	16403.0	19930.0	28150.0	17605.0	24409.0	12885.0	16388.0	26247.0	0.0	20041.0	7612.0	23575.0	7297.0	22847.0	19509.0	23174.0	14437.0	19238.0	21892.0	23854.0	20372.0	29818.0	13716.0
NielsenHB_2014__MH0086__bin.4	31636.0	11353.0	24169.0	19078.0	26234.0	26131.0	26925.0	16049.0	23559.0	20964.0	10612.0	17308.0	19721.0	26463.0	17006.0	20219.0	14269.0	15640.0	24380.0	20041.0	0.0	18496.0	21715.0	13939.0	19946.0	20376.0	2747.0	13352.0	18959.0	18712.0	20053.0	21102.0	25724.0	15606.0
ZeeviD_2015__PNP_Main_279__bin.36	36118.0	9877.0	25060.0	21207.0	26222.0	28575.0	29740.0	17432.0	24814.0	22373.0	7079.0	16424.0	20141.0	29179.0	17542.0	22524.0	12852.0	15542.0	25303.0	7612.0	18496.0	0.0	21911.0	4772.0	22087.0	18570.0	20282.0	13277.0	19128.0	20200.0	23415.0	19144.0	26538.0	13592.0
XieH_2016__YSZC12003_36034__bin.30	29361.0	11378.0	20546.0	25268.0	22278.0	23387.0	25418.0	19410.0	24461.0	25936.0	18220.0	13959.0	22435.0	26073.0	17812.0	21086.0	11025.0	20289.0	23681.0	23575.0	21715.0	21911.0	0.0	18462.0	24957.0	26363.0	24077.0	17835.0	23350.0	26016.0	27434.0	18302.0	22694.0	10689.0
LiJ_2014__O2.UC32-1__bin.62	28973.0	7857.0	21525.0	18630.0	22942.0	22240.0	22940.0	13893.0	20761.0	19315.0	5044.0	12789.0	16139.0	24442.0	12856.0	20369.0	8196.0	13739.0	20292.0	7297.0	13939.0	4772.0	18462.0	0.0	18174.0	15874.0	16896.0	12038.0	16515.0	16310.0	20047.0	14400.0	21787.0	9948.0
BackhedF_2015__SID184_12M__bin.1	37510.0	8482.0	27285.0	22510.0	29662.0	28897.0	29516.0	9067.0	26377.0	6708.0	14977.0	16927.0	6775.0	30644.0	9346.0	25286.0	12355.0	17037.0	26906.0	22847.0	19946.0	22087.0	24957.0	18174.0	0.0	18218.0	22384.0	15012.0	2833.0	20851.0	7118.0	24409.0	29621.0	15345.0
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	37066.0	5027.0	26446.0	20547.0	28861.0	28174.0	28531.0	14466.0	27139.0	19599.0	11293.0	16991.0	18748.0	32628.0	16038.0	23200.0	14622.0	7951.0	24431.0	19509.0	20376.0	18570.0	26363.0	15874.0	18218.0	0.0	22884.0	7862.0	15348.0	14989.0	20083.0	23417.0	30032.0	17572.0
LeChatelierE_2013__MH0086__bin.32	36263.0	11015.0	27126.0	22871.0	28676.0	27876.0	29759.0	16559.0	25402.0	23002.0	13553.0	17934.0	21438.0	30187.0	18037.0	23652.0	13681.0	18071.0	26853.0	23174.0	2747.0	20282.0	24077.0	16896.0	22384.0	22884.0	0.0	16368.0	20078.0	20634.0	24113.0	22957.0	28335.0	15468.0
LiJ_2014__V1.FI31__bin.11	25996.0	3838.0	19642.0	15511.0	19155.0	19968.0	18259.0	10263.0	20239.0	14923.0	11442.0	11133.0	13012.0	21506.0	9412.0	17380.0	6500.0	8608.0	17565.0	14437.0	13352.0	13277.0	17835.0	12038.0	15012.0	7862.0	16368.0	0.0	13181.0	14259.0	15898.0	15053.0	20129.0	9565.0
FengQ_2015__SID531469__bin.57	33273.0	7895.0	25357.0	19566.0	25722.0	26322.0	26932.0	7890.0	23928.0	4245.0	12078.0	15284.0	4626.0	27991.0	7794.0	22403.0	12388.0	14532.0	23874.0	19238.0	18959.0	19128.0	23350.0	16515.0	2833.0	15348.0	20078.0	13181.0	0.0	17200.0	4841.0	20795.0	25417.0	13233.0
ZellerG_2014__CCIS81887263ST-4-0__bin.29	41512.0	7666.0	27608.0	19432.0	31378.0	29619.0	31894.0	12180.0	27145.0	20398.0	12855.0	16539.0	17317.0	29540.0	11027.0	23536.0	13713.0	13213.0	27462.0	21892.0	18712.0	20200.0	26016.0	16310.0	20851.0	14989.0	20634.0	14259.0	17200.0	0.0	21556.0	24418.0	33465.0	15286.0
Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	39547.0	8967.0	33705.0	22740.0	34695.0	29775.0	30382.0	7720.0	29358.0	7580.0	16427.0	17251.0	7782.0	31802.0	9038.0	25837.0	12888.0	18259.0	29426.0	23854.0	20053.0	23415.0	27434.0	20047.0	7118.0	20083.0	24113.0	15898.0	4841.0	21556.0	0.0	25067.0	34512.0	15400.0
ZellerG_2014__CCMD79987997ST-21-0__bin.40	28451.0	12614.0	22176.0	22846.0	23118.0	24587.0	28996.0	23491.0	23198.0	23033.0	14788.0	17224.0	20858.0	22632.0	22696.0	19883.0	14182.0	17868.0	24586.0	20372.0	21102.0	19144.0	18302.0	14400.0	24409.0	23417.0	22957.0	15053.0	20795.0	24418.0	25067.0	0.0	25048.0	14139.0
FengQ_2015__SID31379__bin.49	36395.0	13601.0	13348.0	30398.0	29421.0	32482.0	31290.0	23702.0	20153.0	29859.0	21349.0	15284.0	26708.0	30469.0	23311.0	26104.0	14589.0	25633.0	30096.0	29818.0	25724.0	26538.0	22694.0	21787.0	29621.0	30032.0	28335.0	20129.0	25417.0	33465.0	34512.0	25048.0	0.0	15407.0
FengQ_2015__SID532779__bin.85	17062.0	9198.0	13047.0	14664.0	13108.0	15269.0	18185.0	15744.0	15732.0	15947.0	6206.0	10781.0	16204.0	15544.0	16483.0	12880.0	11662.0	12973.0	16505.0	13716.0	15606.0	13592.0	10689.0	9948.0	15345.0	17572.0	15468.0	9565.0	13233.0	15286.0	15400.0	14139.0	15407.0	0.0
