	BritoIL_2016__W1.41.ST__bin.79	ZellerG_2014__CCIS10793554ST-4-0__bin.56	FengQ_2015__SID530258__bin.75	KarlssonFH_2013__S194__bin.18	YuJ_2015__SZAXPI003416-4__bin.10	FengQ_2015__SID530002__bin.65	CM_madagascar__A58_01_1FE__bin.6	FengQ_2015__SID530163__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES61__bin.97	LeChatelierE_2013__MH0420__bin.61	LiJ_2014__O2.UC46-1__bin.34	SchirmerM_2016__G88975__bin.5	LiJ_2014__V1.FI28__bin.31	LiJ_2014__O2.UC15-1__bin.5	FengQ_2015__SID530119__bin.18	FengQ_2015__SID530297__bin.62	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	ZellerG_2014__CCIS81735969ST-20-0__bin.53	FengQ_2015__SID530558__bin.75	ZeeviD_2015__PNP_Main_447__bin.22	NielsenHB_2014__MH0086__bin.4	ZeeviD_2015__PNP_Main_279__bin.36	XieH_2016__YSZC12003_36034__bin.30	LiJ_2014__O2.UC32-1__bin.62	BackhedF_2015__SID184_12M__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	LeChatelierE_2013__MH0086__bin.32	LiJ_2014__V1.FI31__bin.11	FengQ_2015__SID531469__bin.57	ZellerG_2014__CCIS81887263ST-4-0__bin.29	Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	ZellerG_2014__CCMD79987997ST-21-0__bin.40	FengQ_2015__SID31379__bin.49	FengQ_2015__SID532779__bin.85
LiJ_2014__O2.UC46-1__bin.34	0.805856221609274	0.3266264281395547	0.6242666545858155	0.7686387784865598	0.8359532227122324	0.7351470872661441	0.505170226742474	0.5143079676117028	0.7589134029492378	0.778849420903241	1.0	0.4605121700054538	0.6206528538397068	0.7216750506611652	0.47598495237066374	0.7436462273767187	0.15558553503940506	0.6253996699836735	0.7569139640118415	0.7997045709177903	0.5758305730331009	0.7227875925012763	0.7429279104251356	0.6029340786289163	0.7792928694518837	0.6983730926920725	0.7095390226010653	0.5341607845118842	0.6868164227554446	0.819273371655187	0.7936200037984984	0.6133111231532415	0.8077528571503247	0.26517700479691103
SchirmerM_2016__G88975__bin.5	0.8762749133023466	0.5683736802532816	0.7557333540268925	0.8195756653207967	0.8980182920337526	0.8252301172671821	0.7015329479473393	0.7388892385133002	0.7798738418428498	0.8231613922538267	0.5002283073693834	1.0	0.7792241713388843	0.8219931209688371	0.7238110154402027	0.7871479748781454	0.45692608850565847	0.6389653725148211	0.8365541627885958	0.8555753605955203	0.7942011347704316	0.8315933867044198	0.7969905066720168	0.5979864472960127	0.8293368108607116	0.8191157383507643	0.8528030230261586	0.5108776040643916	0.7598400476204221	0.8581560619273685	0.8624979239407603	0.8244195669588843	0.8598647000845565	0.5791644565409233
LiJ_2014__V1.FI28__bin.31	0.8978581308397326	0.5206696181191706	0.7791201094652308	0.8595030657069036	0.917044657762775	0.8549570050200241	0.6951026510279572	0.7547606543042493	0.8308071574743691	0.902676759638333	0.557180058025332	0.643994370314869	1.0	0.8715586320600323	0.7138727001332338	0.8325399398316647	0.44027101951814496	0.6825766407172961	0.8820640406013079	0.8941899975715237	0.7982440669508623	0.8635028169933899	0.8206200709459208	0.6373491050028567	0.8918389509608123	0.8424157434089942	0.877450326710228	0.5495626200795493	0.8261817118137745	0.9099688365095796	0.916163601872234	0.7917024322695616	0.9021496121281469	0.5463813552461931
LiJ_2014__O2.UC15-1__bin.5	0.8936329619193101	0.4652220783923614	0.734369948901089	0.8484531584066242	0.9060972530346482	0.8510257936425352	0.6426208344259315	0.6714026463769444	0.8202557997888337	0.866102608500206	0.5746404137860228	0.6025533500101976	0.773044110444684	1.0	0.6592248587946873	0.8055983345334571	0.3926340149758796	0.6608523098566927	0.8530635760358178	0.867957597477104	0.747644496981654	0.8349659872440025	0.8237198564291254	0.6165854328561974	0.8522588687758321	0.8162770079874133	0.8387397868080732	0.5300679561406795	0.7804064881603976	0.8858411757605524	0.8795138180723376	0.7483423724157451	0.8813459145151153	0.5051157876627278
FengQ_2015__SID530119__bin.18	0.8829549744368892	0.5398135865169472	0.7355074935271331	0.8295696576233658	0.9146767888140047	0.848457167648842	0.7203187645986399	0.835764374509848	0.7669780619488636	0.8490088071663989	0.4629585927175957	0.6481073722681239	0.7734333458885697	0.805244981753951	1.0	0.774456548219522	0.531318676895583	0.6141209548024202	0.838006945912635	0.8723212965477619	0.8069787059519871	0.8283286805519954	0.7817630178664261	0.5484076387244162	0.8428695931806848	0.8417408929696467	0.8669002307819088	0.4618743795644251	0.7624916480844932	0.8894793192378562	0.9133671745676387	0.8918354385597718	0.8773080838915753	0.6631444215136022
FengQ_2015__SID530297__bin.62	0.881751095421892	0.45295660893095063	0.7425501009573782	0.8241521640591734	0.9161600483496559	0.8131223988022471	0.6325532601678502	0.6541646635440848	0.8055711989890526	0.8331748004889908	0.5862213782399077	0.5712477507795009	0.7310608766122275	0.7975526420614535	0.6276873892559373	1.0	0.38176380094226886	0.6371639904948971	0.8353553424996223	0.8568417510267434	0.7098351029490543	0.8000013735697705	0.8051385245113526	0.6087647487054105	0.8421452412675302	0.7651226597805035	0.8129579138222326	0.5100981415601006	0.7726635578204195	0.89245463785833	0.8765603752592613	0.7459651387992253	0.8913018694284576	0.4688889880911501
Bengtsson-PalmeJ_2015__TRAVELRES4__bin.123	0.904041803054013	0.6132158794754025	0.7771946820899787	0.8225473119667478	0.9358139514647167	0.8867427873633649	0.8031693107804136	0.913995843479295	0.7736073987808892	0.8539365847786645	0.25899866428626334	0.7002403124496932	0.8163973726612319	0.820846126067592	0.9093571025599004	0.8061721286868092	1.0	0.5835190908444873	0.872728670275946	0.8814905753140958	0.898672842952841	0.8814942010299933	0.7754224321592298	0.5285307583982457	0.873777227313533	0.8611495839853579	0.9208368442348942	0.4190036822770656	0.8298313752050342	0.9205264829540593	0.9241746782902284	0.9298054150792074	0.9267018022708584	0.8394605514858909
ZellerG_2014__CCIS81735969ST-20-0__bin.53	0.8002435370552845	0.42252958094002097	0.679585746673396	0.7716944250843167	0.8211660938739215	0.7593032757336153	0.5733114630648818	0.6012681551266953	0.7373172470699448	0.7972990619016719	0.5750739022807566	0.540899004221843	0.699150424187075	0.7631606142901776	0.5805919392439136	0.7432278273130012	0.3223240965496247	1.0	0.7847240580964054	0.7909935350525127	0.6617009941759395	0.759451881403863	0.7393064000576798	0.6108846643754957	0.7958718866911806	0.7401371498153444	0.754360434841821	0.5258505771988432	0.7232013106138896	0.8214396725067493	0.8097074350901647	0.6593036762879826	0.8136272601280172	0.41480328775024633
FengQ_2015__SID530558__bin.75	0.8055090479506415	0.4217920142066965	0.666646191832974	0.7734694808413333	0.8394193256076312	0.7722336928592497	0.5853782320082467	0.6182178380400111	0.7350995411407321	0.7752617383133805	0.5283738623543829	0.5376030456821921	0.6858799667942796	0.7478624577706555	0.6014416512852012	0.739725839949644	0.3659702182394278	0.595724915541311	1.0	0.789732985869324	0.6743987544814039	0.7566929900048349	0.7302965708707987	0.5650561486837824	0.784131497085377	0.7244764473528169	0.7631547258855619	0.4826427131384575	0.7059974031423801	0.8170827010968227	0.8276081846627278	0.6829185152299314	0.8234462185921626	0.45850136380637296
ZeeviD_2015__PNP_Main_447__bin.22	0.8527750169677327	0.44407899900108555	0.7129103570036083	0.804000241095629	0.8925975479821112	0.8045084882613427	0.6146623185739696	0.6713191635237382	0.769027876054244	0.8164738006277277	0.5763180679199035	0.56762795177334	0.7178201690306386	0.7855551697746447	0.6463387682399203	0.7833178148950638	0.38161200053493094	0.619925611952818	0.8153012847760039	1.0	0.7196757891643839	0.804081234158479	0.772757637991146	0.591043422955192	0.8270794968886734	0.7781794643030924	0.8243747053014041	0.498319864835763	0.745377587775447	0.8618905036575588	0.8691290232048264	0.7462324099077746	0.8657963784171695	0.49640302901497996
NielsenHB_2014__MH0086__bin.4	0.8752725070200481	0.5135438865272233	0.733099368845164	0.8099613795294434	0.8869844634812758	0.8197879622598654	0.6745076687947638	0.7319473609592544	0.7649098546406544	0.8360767747935924	0.4906061624999165	0.6229334188431971	0.7575776807379383	0.7999796617164472	0.7068893337579135	0.7671856640338239	0.4599510248193864	0.6131038670202856	0.8231144592577417	0.8508294531005862	1.0	0.820172088600689	0.7747249321376798	0.5741805490297377	0.8256162908166712	0.8383065632531752	0.9317439038964143	0.49254794898802196	0.756915201976228	0.8626308534730588	0.8702989059636449	0.7889298128803686	0.8850864711073898	0.55291887771273
ZeeviD_2015__PNP_Main_279__bin.36	0.9250656559756673	0.5023359970694576	0.7625103297292853	0.8628875361089838	0.9646178829427146	0.8746774889059068	0.6833575622271545	0.7344852153270829	0.8296557333783299	0.8922109875149087	0.5982456406018573	0.6336547988352824	0.7961333281414276	0.8679269296943842	0.7048920732577911	0.8399710407030995	0.43828843055898076	0.6836016539104425	0.8972092785125767	0.9234983494066085	0.796774744839462	1.0	0.8439298688899561	0.6432562191099631	0.9070937297641866	0.8352781347213029	0.8799404228807289	0.5363188233987658	0.8218978002183485	0.9465489690461459	0.9368999563014594	0.8020070321479924	0.936642163755594	0.5570695008703653
XieH_2016__YSZC12003_36034__bin.30	0.8630923256426662	0.443594979110994	0.7071812343063614	0.8133377781840275	0.8790850507842115	0.7945296075447756	0.6150545345542334	0.6425231069506353	0.7784411075205798	0.8129372039379943	0.57313638880973	0.5660272040992994	0.7051907970083288	0.7980615163751525	0.620065409204067	0.787928197738503	0.3593530725926563	0.6202542705516095	0.8070784695375384	0.8272217756461612	0.7014885097024997	0.7865907099035934	1.0	0.5868899980105708	0.8213892533188517	0.7651512503830995	0.7899834931149621	0.5061107735653259	0.7396821886946656	0.8514719759332843	0.8498965631267373	0.7287033626729325	0.8493118322642392	0.462436082867789
LiJ_2014__O2.UC32-1__bin.62	0.8159588081376673	0.43977704236038884	0.7168059464630803	0.7879936069618484	0.8410890736692601	0.775666780683371	0.5779422820819566	0.5873260883531068	0.7626476067778011	0.7963399769767284	0.6008110233896298	0.5485702478908356	0.7074546957229846	0.771625988168886	0.5618529045610733	0.7695242030840072	0.3163807278201337	0.66200500400216	0.8066123322087929	0.8172497434624153	0.6715498516335932	0.7744318408720368	0.7580772442914961	1.0	0.7976174560153072	0.741639305551456	0.7664939342534539	0.545500912423017	0.7328037344232635	0.8199166925664002	0.8093261612774963	0.65522564021537	0.8227776726354701	0.40659818140462795
BackhedF_2015__SID184_12M__bin.1	0.8746373677621732	0.4526431933261339	0.7321360878836868	0.8287418371108746	0.9014864827897052	0.8133272802354194	0.6261279539790868	0.6905224509575315	0.803879627591184	0.8676573078130557	0.5826146907904765	0.5708007284560301	0.7427118573414221	0.8001985928501363	0.6478764438527403	0.7986793477765286	0.3924218166849258	0.6470798579041778	0.8397979680870604	0.8580158822173097	0.7244704950556958	0.8193397781022886	0.7960098404092485	0.5984216786013435	1.0	0.7809730593720323	0.8128345433015784	0.5194460112733521	0.7880960879357938	0.8919896541527335	0.9043142652064545	0.7374259266255108	0.8774684068671831	0.482486507540536
Bengtsson-PalmeJ_2015__TRAVELRES19__bin.33	0.8500711021785707	0.47566306013434434	0.7474164484763449	0.813736423793116	0.8802659997138675	0.8290041730514986	0.6241250984657443	0.702012062376864	0.7949289064398751	0.8289745255976462	0.5526892136702342	0.5967763565002905	0.742631142581845	0.8112908535881176	0.684893415679711	0.7681203686626413	0.40939617444423954	0.6370003671457948	0.8213399614927838	0.8545561414183549	0.7786783096124974	0.7986486276848613	0.7849273723565072	0.5890038972612303	0.8267016690482305	1.0	0.8598295960879151	0.5118370906884587	0.7666838461021355	0.8715820536377599	0.8728948153153231	0.767058576129318	0.8685238842990877	0.5176900496594852
LeChatelierE_2013__MH0086__bin.32	0.8839314385185234	0.4637302641773183	0.729356222326989	0.8178149077373986	0.8978507775642146	0.8187175877541466	0.6408952291152219	0.6951321875649069	0.77466231920849	0.8238488192299197	0.5370085619430369	0.5941915936687118	0.7397426471800316	0.7972190993640359	0.6745670399810101	0.7805086394192253	0.41865791460475604	0.6208945038062238	0.8274137129556671	0.8657588215706896	0.8276814179131541	0.8046172511448343	0.7750177206175677	0.5821643220503826	0.8228607505629387	0.8222877564544259	1.0	0.5008172913665151	0.7476079638927994	0.8644367810786664	0.8777696088936071	0.7731741170187163	0.8859069164806689	0.5100023407699484
LiJ_2014__V1.FI31__bin.11	0.8133700414517521	0.4239712619866818	0.7020117409936011	0.7742225544767292	0.8123597675819678	0.7733163603320143	0.5686260675677569	0.5852608097802917	0.7654683487551465	0.7906951725021366	0.6135915110975007	0.5402528336705916	0.7031981497827335	0.7646882512004195	0.54548434100521	0.7433028699984188	0.2891324754762148	0.6569066905249421	0.794215368972633	0.7942969314494903	0.6640756819723909	0.7443231515340751	0.75360125856406	0.6288321854540578	0.798117858279442	0.7429260813783358	0.7601192513465315	1.0	0.7235462364170955	0.8351352135735973	0.8115661596783136	0.6520774913583806	0.8089031197897589	0.37912240776434747
FengQ_2015__SID531469__bin.57	0.9106417087979141	0.49429693244093414	0.8106462566986788	0.8544300343366508	0.9219656027105488	0.8784948722418877	0.6552274329374133	0.7312755345678358	0.8546790319035239	0.9016569518453107	0.5975509554381523	0.6085962904289428	0.8006874909989464	0.852708653897172	0.682056636524191	0.8527651236650017	0.43370638752662416	0.6842699482297296	0.8799187441730022	0.8998662159191686	0.7729354425486435	0.8639393158441283	0.8341960448423016	0.6398142182537577	0.9171338371396736	0.8428632067248293	0.8594156705500686	0.5480159782913537	1.0	0.932201411365204	0.9430159403921806	0.7801184728149232	0.9129239969983854	0.5107455525320438
ZellerG_2014__CCIS81887263ST-4-0__bin.29	0.8337002469068113	0.42370949026824817	0.6853159876779019	0.7825622883964526	0.8737855051458288	0.7944847943426575	0.590969039208897	0.6601908506812733	0.7515988154671056	0.8077258649038923	0.5604301887826952	0.5404204865309742	0.6933817293727328	0.7610164956158099	0.6255753262441738	0.77443248085027	0.378268922817634	0.6110860145140441	0.8006890505798406	0.8181107904176557	0.6925950603142743	0.7822884441295119	0.7550083106818335	0.5628521759444945	0.8161533551733324	0.7533685228679332	0.7813057037678468	0.497327113085465	0.7329395617657383	1.0	0.8541447030056122	0.725063335798627	0.8476892490349895	0.46487671644335
Bengtsson-PalmeJ_2015__TRAVELRES57__bin.29	0.7922113504247151	0.40225632157134805	0.6570574425264725	0.7402065846338435	0.8227574892794841	0.7339971478987118	0.5638871247121227	0.6265601792813219	0.7093454075639335	0.7588784639540983	0.5088283315430896	0.5090841604482926	0.654312029711902	0.7081852402361893	0.6020813189599941	0.7129272915259748	0.35594626252402584	0.5645738968495619	0.7601313552955187	0.7732328115652539	0.6549208801631495	0.725743314235538	0.7063394179277971	0.5207319164433749	0.7755277309037407	0.7071753304968722	0.7435912904222238	0.45297607776304993	0.6949338056672247	0.8005665660666976	1.0	0.6761261917968294	0.7943744452618309	0.4411096383260746
ZellerG_2014__CCMD79987997ST-21-0__bin.40	0.8649604207353467	0.4997653163990775	0.713958083158478	0.8058586143482491	0.9051155327068456	0.8190635732590323	0.6704532990317787	0.7830483654767959	0.7506164450883108	0.795040376975224	0.5013981302234017	0.6204731705718872	0.7209697454021244	0.7683298932064974	0.7496139650631259	0.7736154379787153	0.4566312540152619	0.5861669864631365	0.7997899599577784	0.8465318820698879	0.757010593881275	0.7921568669347544	0.772220512842428	0.5375572108049896	0.8063796190647129	0.7923862087238198	0.8351687798874373	0.4640809448311916	0.7330408157160379	0.8665330501460807	0.862126411484753	1.0	0.8635070917894215	0.576396100334896
FengQ_2015__SID31379__bin.49	0.8595880971294767	0.4250521679169796	0.7065980553499566	0.8039037597953228	0.8920010398940345	0.7933951666616962	0.5993067172274473	0.6447132142757087	0.769736974890415	0.8053075564930267	0.5586005291650814	0.5474264881977148	0.6949516639057661	0.765446357644622	0.6237722427218714	0.7819021083761175	0.38497678463680074	0.6119026295281105	0.8157616244759486	0.8308180971686384	0.7184065160266287	0.7825780997472864	0.7613401016818749	0.5710015366452693	0.8116589834403201	0.7589464174415413	0.8094797848756872	0.48698099060450317	0.7256432988740406	0.8569723961152789	0.85681966544452	0.7304439220874758	1.0	0.4707050824971555
FengQ_2015__SID532779__bin.85	0.9159919481881387	0.6018351101130082	0.7607530620570296	0.8361675098101632	0.9733660542455617	0.8794526909497425	0.7726893668480206	0.8865309063060305	0.7903549349936655	0.8505637024833403	0.35426109961120156	0.7122990320483761	0.8130863474767672	0.8474694929092728	0.9108498688583548	0.7946252584569922	0.6736892091405173	0.6026480893823278	0.8774723269887585	0.9202151339844539	0.8669833231589685	0.8991416870978386	0.8008072761935577	0.5451110383031371	0.8621682977657328	0.873904412958552	0.9002328367971759	0.4409199177593197	0.7842561356075027	0.907888925034233	0.9191268940176481	0.9419042802747486	0.9093135300816878	1.0
