	ZellerG_2014__CCMD86114146ST-21-0__bin.49	BritoIL_2016__W2.44.ST__bin.40	CosteaPI_2017__SID713B032-11-90-0__bin.40	LiuW_2016__SRR3993013__bin.60	CosteaPI_2017__SID713A084-11-90-0__bin.51	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.33	LiuW_2016__SRR3992955__bin.28	QinJ_2012__DLM019__bin.36	LiJ_2014__MH0374__bin.66	CosteaPI_2017__SID713A014-11-90-0__bin.25	BritoIL_2016__M2.44.ST__bin.39	LiJ_2017__H3M516113__bin.21	LiJ_2017__H2M614904__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.38	BritoIL_2016__M2.46.ST__bin.83	CosteaPI_2017__SID713B040-11-90-0__bin.43	ZeeviD_2015__PNP_Main_677__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.8	YuJ_2015__SZAXPI015262-79__bin.22	BritoIL_2016__M2.40.ST__bin.17	BritoIL_2016__W2.43.ST__bin.8	CosteaPI_2017__SID713B003-11-90-0__bin.37	LiuW_2016__SRR3992969__bin.69	LeChatelierE_2013__MH0200__bin.93	FengQ_2015__SID530600__bin.86	BritoIL_2016__M1.10.ST__bin.20
BritoIL_2016__M2.44.ST__bin.39	0.9862434196230171	0.9870218946374614	0.9857092099935826	0.9853980163766862	0.9857455203867242	0.9859208870366716	0.9861761873077765	0.9865523081672326	0.9860959455372201	0.9878761872434177	1.0	0.9864366306572481	0.9876813616815502	0.9850558081852004	0.9964041197128971	0.9878380575770145	0.9862548788101085	0.9861130246749475	0.986156629303563	0.986916476903058	0.9867569585537567	0.9870160123032387	0.9847750811247353	0.9850838186667364	0.9864970228057017	0.9867213854083862
LiJ_2017__H3M516113__bin.21	0.9857486921735563	0.9866449595295642	0.9864612565222467	0.9856033466728527	0.9853493542095716	0.9862180977747713	0.9862547227130197	0.9870286888903841	0.985734726916674	0.9877881383137705	0.9864366306572481	1.0	0.9912603303589457	0.9865001173843491	0.9866529766548884	0.9865194420993737	0.9857092764471415	0.9865176856826552	0.9866598282644559	0.9874767016075977	0.9867127777013561	0.9868732618631049	0.9841698592985563	0.9843215289242645	0.9866364979033126	0.9862642527422224
LiJ_2017__H2M614904__bin.14	0.9869639350702717	0.9882277810123931	0.9880283478722335	0.9868062810840479	0.9870930877829927	0.9876845924985667	0.9872609230538463	0.9886717146714928	0.9871583887408615	0.9888971232230681	0.9876813616815502	0.9912603303589457	1.0	0.9875832319214825	0.9881812108495862	0.988611247190145	0.9865802595173628	0.9880225633659515	0.9880306062362432	0.9884651330218859	0.9879569764601707	0.9880237414554311	0.9862027751438541	0.9860858108937941	0.9878449696701952	0.9878503398941498
CosteaPI_2017__SID713B051-11-0-0__bin.38	0.9863532252500863	0.9867705905420874	0.9854507197266648	0.9850551264379006	0.9853675361133988	0.9849962922205244	0.9862337150353077	0.9865761496374507	0.9859970518110349	0.9876978083045674	0.9850558081852004	0.9865001173843491	0.9875832319214825	1.0	0.9869527976706137	0.98786577218849	0.9854778469243137	0.9861897157782274	0.9863290777255642	0.9860434216408025	0.9857982329659698	0.9869667437456757	0.9837898683846764	0.9849388981391932	0.9858963067647346	0.9859639328287114
BritoIL_2016__M2.46.ST__bin.83	0.9862981035285763	0.9883208392990003	0.9865382001128433	0.9865659587678083	0.9862929127376692	0.9871426465572379	0.9868898462008361	0.9879048712376719	0.9865907484532574	0.9879915975833812	0.9964041197128971	0.9866529766548884	0.9881812108495862	0.9869527976706137	1.0	0.9883403190561773	0.9872680672359088	0.9874696686986633	0.9868722213936818	0.9879231199613439	0.9881071038951496	0.9873733845938922	0.985444669211713	0.9856595261408638	0.9875676105180115	0.9878822589172029
CosteaPI_2017__SID713B040-11-90-0__bin.43	0.9877572669053429	0.9875663503394025	0.9869512102400929	0.987095806856927	0.9868534203489262	0.9883011238458448	0.9878573484953155	0.9880653546056903	0.987957495633227	0.9890013927720901	0.9878380575770145	0.9865194420993737	0.988611247190145	0.98786577218849	0.9883403190561773	1.0	0.9874172513930309	0.989837436660576	0.9872437502690228	0.9873230340233724	0.9874618152561783	0.9881999976306406	0.9869649704023461	0.9866507524043254	0.987881867092161	0.9880937734946347
ZeeviD_2015__PNP_Main_677__bin.12	0.9859637407835042	0.986948413518339	0.9850277360660064	0.9854548698664494	0.9857679086490971	0.985522010608807	0.9858974047897175	0.9862627970384179	0.9850871286153038	0.9872629808702964	0.9862548788101085	0.9857092764471415	0.9865802595173628	0.9854778469243137	0.9872680672359088	0.9874172513930309	1.0	0.9867678318488234	0.9851405312148798	0.9853303668678874	0.9864095882387892	0.9874169920010096	0.9843196608734579	0.9852582472509164	0.9859915068103609	0.9867788229467048
CosteaPI_2017__SID713B005-11-90-0__bin.8	0.9872056999987883	0.9868144783277768	0.9864586107408829	0.986336856070416	0.986372694077086	0.9867734613163563	0.9868367753310103	0.9868761486487351	0.9866832554775681	0.9883777353284173	0.9861130246749475	0.9865176856826552	0.9880225633659515	0.9861897157782274	0.9874696686986633	0.989837436660576	0.9867678318488234	1.0	0.9868868421793835	0.986878106593338	0.9864477879147739	0.9874846067534159	0.9865540899512191	0.9863196910498268	0.9867866393089308	0.9874695406595876
YuJ_2015__SZAXPI015262-79__bin.22	0.9857929717724203	0.9871510837866145	0.9874639595600428	0.9849852736063771	0.9853911284279934	0.9856259784751004	0.9857311515515111	0.9880047416076068	0.9857243697926675	0.9870649839694561	0.986156629303563	0.9866598282644559	0.9880306062362432	0.9863290777255642	0.9868722213936818	0.9872437502690228	0.9851405312148798	0.9868868421793835	1.0	0.9861292366295953	0.9859905322064426	0.9863400168476867	0.9841638909680009	0.9850846363686787	0.985792086907312	0.9859944676361249
BritoIL_2016__M2.40.ST__bin.17	0.9860702818254465	0.9873579594732164	0.9856277723133822	0.9855760332752121	0.9858218293214442	0.9865973562976411	0.9857290025451461	0.9866934708484004	0.9861478385510858	0.987503835910181	0.986916476903058	0.9874767016075977	0.9884651330218859	0.9860434216408025	0.9879231199613439	0.9873230340233724	0.9853303668678874	0.986878106593338	0.9861292366295953	1.0	0.9869219940466596	0.986896659886606	0.9848228414886607	0.985024823055601	0.9865618022913203	0.98729173544887
BritoIL_2016__W2.43.ST__bin.8	0.9859100866592332	0.9997944140108711	0.9851108511538362	0.9854964221642871	0.9872423900924339	0.9856949483741148	0.9858369278051152	0.987645881509371	0.9855679399252475	0.9871343708591443	0.9867569585537567	0.9867127777013561	0.9879569764601707	0.9857982329659698	0.9881071038951496	0.9874618152561783	0.9864095882387892	0.9864477879147739	0.9859905322064426	0.9869219940466596	1.0	0.9869823453560979	0.984836999287271	0.9852237859334556	0.9861864225889393	0.9866854022379196
CosteaPI_2017__SID713B003-11-90-0__bin.37	0.9859166946402595	0.9872554899427939	0.9857635618988178	0.9857411831117782	0.986266104594427	0.9867578487137105	0.9867363334325462	0.9864898820501042	0.9863037733159343	0.9881751092108932	0.9870160123032387	0.9868732618631049	0.9880237414554311	0.9869667437456757	0.9873733845938922	0.9881999976306406	0.9874169920010096	0.9874846067534159	0.9863400168476867	0.986896659886606	0.9869823453560979	1.0	0.9853328041670832	0.9868412437017708	0.9865607723646107	0.9870910717793152
LiuW_2016__SRR3992969__bin.69	0.984718771292884	0.985771839777153	0.9838825475383729	0.9984304459038809	0.9841662945610375	0.9851829231408652	0.984091302446523	0.9846689466243526	0.9835289824482608	0.9853411953885368	0.9847750811247353	0.9841698592985563	0.9862027751438541	0.9837898683846764	0.985444669211713	0.9869649704023461	0.9843196608734579	0.9865540899512191	0.9841638909680009	0.9848228414886607	0.984836999287271	0.9853328041670832	1.0	0.9826060889049751	0.9846718873627618	0.9838492220661954
LeChatelierE_2013__MH0200__bin.93	0.9857291659627624	0.9854565126910452	0.984227423296578	0.9847927988212074	0.9844351828297284	0.9855473740330547	0.9845119260271094	0.985404044081645	0.9849225918219566	0.986171870415887	0.9850838186667364	0.9843215289242645	0.9860858108937941	0.9849388981391932	0.9856595261408638	0.9866507524043254	0.9852582472509164	0.9863196910498268	0.9850846363686787	0.985024823055601	0.9852237859334556	0.9868412437017708	0.9826060889049751	1.0	0.9857873293464535	0.9855312956574718
FengQ_2015__SID530600__bin.86	0.9863915384883285	0.9867825010240693	0.9848727551386159	0.985472101848842	0.9857062650387666	0.9857075025559925	0.9856469031677989	0.9866308227361628	0.9858240567503469	0.9874815043856661	0.9864970228057017	0.9866364979033126	0.9878449696701952	0.9858963067647346	0.9875676105180115	0.987881867092161	0.9859915068103609	0.9867866393089308	0.985792086907312	0.9865618022913203	0.9861864225889393	0.9865607723646107	0.9846718873627618	0.9857873293464535	1.0	0.9893686109727126
BritoIL_2016__M1.10.ST__bin.20	0.9862049758502255	0.986990104658854	0.9851479361046963	0.9853200435132938	0.9861331162807034	0.9866810161753483	0.9862472389294218	0.9864729710699187	0.9858862830686811	0.9880250426863972	0.9867213854083862	0.9862642527422224	0.9878503398941498	0.9859639328287114	0.9878822589172029	0.9880937734946347	0.9867788229467048	0.9874695406595876	0.9859944676361249	0.98729173544887	0.9866854022379196	0.9870910717793152	0.9838492220661954	0.9855312956574718	0.9893686109727126	1.0
