	ZellerG_2014__CCMD86114146ST-21-0__bin.49	BritoIL_2016__W2.44.ST__bin.40	CosteaPI_2017__SID713B032-11-90-0__bin.40	LiuW_2016__SRR3993013__bin.60	CosteaPI_2017__SID713A084-11-90-0__bin.51	VogtmannE_2016__MMRS77487595ST-27-0-0__bin.33	LiuW_2016__SRR3992955__bin.28	QinJ_2012__DLM019__bin.36	LiJ_2014__MH0374__bin.66	CosteaPI_2017__SID713A014-11-90-0__bin.25	BritoIL_2016__M2.44.ST__bin.39	LiJ_2017__H3M516113__bin.21	LiJ_2017__H2M614904__bin.14	CosteaPI_2017__SID713B051-11-0-0__bin.38	BritoIL_2016__M2.46.ST__bin.83	CosteaPI_2017__SID713B040-11-90-0__bin.43	ZeeviD_2015__PNP_Main_677__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.8	YuJ_2015__SZAXPI015262-79__bin.22	BritoIL_2016__M2.40.ST__bin.17	BritoIL_2016__W2.43.ST__bin.8	CosteaPI_2017__SID713B003-11-90-0__bin.37	LiuW_2016__SRR3992969__bin.69	LeChatelierE_2013__MH0200__bin.93	FengQ_2015__SID530600__bin.86	BritoIL_2016__M1.10.ST__bin.20
LiJ_2017__H2M614904__bin.14	0.7534482561609913	0.916795669635594	0.9576551041917758	0.9041311602431803	0.6942099114545386	0.9224855847684177	0.899622540486981	0.9518585405588055	0.8384998909029373	0.7268802647494603	0.9181799236374973	0.7680297179310409	1.0	0.9349378854105396	0.8568314621781432	0.8963518051074837	0.6251881992346338	0.800053106600073	0.9416066814197092	0.8948565496054277	0.9334099824084388	0.9126254956298601	0.5199016439648647	0.6335524887461347	0.800584716725804	0.9180966725123829
CosteaPI_2017__SID713B051-11-0-0__bin.38	0.6452049410368592	0.784331958053444	0.8715652685223226	0.8047118878398343	0.5923724713151988	0.84335786106216	0.7723034150236827	0.8108719369457391	0.7032724954853459	0.605548094809294	0.8183308532596092	0.6522254117716184	0.7648275840580298	1.0	0.7285879426130377	0.7619102517478844	0.5373780420222267	0.7007713526335445	0.8094039232199444	0.7577866376921649	0.806041468494458	0.7823044254515655	0.47175453457332567	0.5357333146975416	0.6979648558048192	0.7957048357654081
BritoIL_2016__M2.46.ST__bin.83	0.6965702798984822	0.8275774642785998	0.8602018456380179	0.8367130361443913	0.6336064449865859	0.8389084502487498	0.8131414394113827	0.8419379457898808	0.7481596655395529	0.671960220731477	0.8751542559108796	0.70097973523606	0.8147795919106519	0.846926911803132	1.0	0.8242561437186475	0.5785855282731358	0.7309761391653494	0.8396002411178347	0.813819259933822	0.8238422075217381	0.8407566753679505	0.4964704177909777	0.5950136210879795	0.7293266034206652	0.8338765383550693
CosteaPI_2017__SID713B040-11-90-0__bin.43	0.677842788687875	0.808845899527131	0.8498722481364358	0.8100741053118443	0.6186382171193813	0.8199041241576126	0.7982215308166452	0.8291496764056713	0.7295780423235438	0.6564983406104202	0.8246391295285838	0.6825277524465733	0.800338825440767	0.8316075454977853	0.7739498913416837	1.0	0.5582860893548859	0.7221713978662839	0.8239633248424539	0.7958890086756609	0.8115957589976519	0.8202063171948324	0.47529183248011575	0.5653905407749259	0.700929462217854	0.8174588869287908
ZeeviD_2015__PNP_Main_677__bin.12	0.7132762519455375	0.8349911413991944	0.9054013502822734	0.8760275129045078	0.6531070722084716	0.8851316329833393	0.8508179183357185	0.8669543592205021	0.763158690239466	0.7014625723194345	0.8904858701077705	0.7212124965623615	0.8471366038270041	0.890106163123595	0.8244522450267602	0.8472354013724012	1.0	0.7693246892854062	0.8777896482291278	0.8414019224232826	0.8686147478192654	0.8879997109803149	0.4842156175325829	0.6084712259521982	0.7415323499291091	0.878262254397781
CosteaPI_2017__SID713B005-11-90-0__bin.8	0.7029172974341911	0.8667665673716499	0.8976623462167008	0.8397502217386811	0.646282228766179	0.9233238429556375	0.8312656650854418	0.8879734163429074	0.7662925406085577	0.7021285777720742	0.8778586119215346	0.6842304901191426	0.8349117190454505	0.8939583733182214	0.8021954684676806	0.844047012007391	0.592500519566948	1.0	0.8467374034826317	0.8274362011536089	0.8855487705853561	0.8512005687412625	0.44676057105802003	0.5774080934334688	0.7469334193410642	0.8794513827294811
YuJ_2015__SZAXPI015262-79__bin.22	0.6716535234358277	0.8401964147347504	0.8637757166931962	0.8071805316302124	0.6237153921144354	0.827780992056111	0.800802240253337	0.8338349476903463	0.7368791237139901	0.6339375761184208	0.8091092544110128	0.7071005225824603	0.8087349130135277	0.8498087166866534	0.7583408964939026	0.7925910313222336	0.5563965644713094	0.6968890874575536	1.0	0.8254358670466473	0.8412152215343978	0.8327329539134799	0.46329631668627946	0.5560974652273761	0.7151621818915971	0.8243002246048385
BritoIL_2016__M2.40.ST__bin.17	0.6773486455049563	0.8167478342686049	0.8448352930314084	0.8024156338132066	0.6254414389064186	0.8145011306795948	0.8061557431146766	0.8332705585102875	0.7293506249880923	0.6447316290823787	0.8169305407574698	0.7032133381599112	0.8034097720614422	0.831667724312518	0.7683638340810133	0.8002778701894823	0.5574995395698776	0.7118630736995963	0.8628401870250059	1.0	0.8182837412231271	0.806747340863381	0.47077941904221743	0.552518589408202	0.70630420434988	0.8182578496618709
BritoIL_2016__W2.43.ST__bin.8	0.6575927507880909	0.8864781778641347	0.8727611107396046	0.8108605378137648	0.6284835407438524	0.8666216777506421	0.8001639756513582	0.8872905213408517	0.7457675727553654	0.6297588022713595	0.8142549562370555	0.6812632623902395	0.8078381491566227	0.8527633334997264	0.7498099822650114	0.7866767193190819	0.5547999845537008	0.7344168974977937	0.8476613455421886	0.7888095330037495	1.0	0.8345027939906362	0.45722740813925783	0.5494455814636875	0.7214415352867879	0.8190748608655767
CosteaPI_2017__SID713B003-11-90-0__bin.37	0.6891818423680649	0.835778539508234	0.872608453408701	0.8401413528384313	0.6099624639966686	0.8406575451800842	0.796706008459578	0.8478143519785927	0.7471925113070703	0.6481925074512919	0.8524355024657704	0.7046695405068807	0.8083808236713952	0.8470682588461197	0.7831572849150379	0.8136752894725681	0.5804884114578313	0.7224928764492907	0.8588009107348729	0.7959343707947916	0.8540814378969042	1.0	0.4772668121580406	0.5888602704443013	0.7396404872161665	0.8392092183951478
LiuW_2016__SRR3992969__bin.69	0.5771183504524479	0.6384428521933413	0.706436497240786	0.7264333882673137	0.4941654052928956	0.6751254457622452	0.643166911037251	0.673715868806589	0.6100919123216786	0.4907257740487661	0.6777634624479477	0.6032930088935085	0.6293576676375622	0.6980903525654959	0.6320114926629543	0.6443788837467873	0.4325859940745073	0.5182382132360593	0.6529779618571111	0.6347608264073045	0.6395237474196179	0.6522501195505689	1.0	0.4768019201863276	0.625200732980017	0.6585675272990266
LeChatelierE_2013__MH0200__bin.93	0.6751585423876842	0.7626178884044086	0.8043485912050525	0.7714213088790255	0.5815934406142255	0.777514029290421	0.7443442895410907	0.7787204505015349	0.7110585352182442	0.5998201122343234	0.7969151855255525	0.6557384849018113	0.7588858690338853	0.784443618872573	0.7495075898298236	0.7584850321647146	0.5378872312274733	0.6627580183668016	0.775546995678783	0.7371520377503601	0.7604429410346154	0.7963109972690952	0.47179737859205234	1.0	0.6838830990230008	0.7820105716650698
FengQ_2015__SID530600__bin.86	0.6256063908810567	0.7595008416254467	0.8199083687261915	0.7622496785000927	0.5685658722654774	0.7939482012726228	0.7421965968132747	0.7989797128238181	0.6962836738850869	0.5801013598762035	0.7856966236682709	0.6487523574126377	0.7455174957766718	0.7945172231731256	0.7142131840803583	0.7310203581139078	0.5096100350533705	0.6665161773483681	0.775386838619714	0.7325860550618628	0.7762467051959857	0.7775848947233479	0.48094308666259283	0.5316655873998385	1.0	0.8512177474029192
BritoIL_2016__M1.10.ST__bin.20	0.6666957276162748	0.8243289159119067	0.866678102543053	0.8152991290669032	0.6171918922778145	0.8354864355268695	0.788540120840141	0.853329230241421	0.7332803324446966	0.641701111746263	0.8275923820097956	0.6743074972066144	0.7951499945569627	0.8424261902932972	0.7594823129562668	0.7929232974721215	0.5613609384079092	0.7298787875646154	0.8312074070548361	0.7893455018598222	0.819657328990842	0.8205546054457706	0.4711775858079517	0.5654307280427638	0.791682002208318	1.0
