	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.35	BackhedF_2015__SID179_M__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.72	LeChatelierE_2013__MH0136__bin.28	ZeeviD_2015__PNP_Main_701__bin.29	LiJ_2014__O2.UC48-1__bin.17	LiJ_2014__V1.CD6-0-PT__bin.34	ZeeviD_2015__PNP_Main_158__bin.67	ZeeviD_2015__PNP_Main_640__bin.22	ZeeviD_2015__PNP_Main_595__bin.26	ZeeviD_2015__PNP_Main_706__bin.63	HMP_2012__SRS024435__bin.63	ZeeviD_2015__PNP_Main_560__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	ZellerG_2014__CCIS55230578ST-4-0__bin.61	ZeeviD_2015__PNP_Validation_74__bin.3	LeChatelierE_2013__MH0095__bin.8	ZellerG_2014__CCMD25963797ST-21-0__bin.57	NielsenHB_2014__MH0136__bin.17	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	HMP_2012__SRS022609__bin.76	NielsenHB_2014__MH0095__bin.20	BackhedF_2015__SID150_M__bin.37	LeChatelierE_2013__MH0422__bin.61	ZeeviD_2015__PNP_Main_765__bin.14	ZeeviD_2015__PNP_Main_553__bin.40
ZeeviD_2015__PNP_Main_706__bin.63	0.6778751020702637	0.9768548913382108	0.9692028189429291	0.9197270255823334	0.8237891761249045	0.971261604856085	0.9539124474891535	0.705977956102408	0.6547555724625086	0.9606043215483854	1.0	0.9369522229181766	0.9690381947746584	0.9233808950701292	0.940289961533038	0.9078445711737179	0.9131663261591738	0.9751371594788432	0.8905360779439687	0.669883943240735	0.9690427858869209	0.9041749607295934	0.9369351702154871	0.936273394176502	0.9609355375044681	0.9270655905974021
HMP_2012__SRS024435__bin.63	0.6237550731772512	0.8791482757823421	0.8848404976718508	0.8249041192761281	0.7466566514238732	0.8691866055150378	0.8693078486006575	0.6385495492294861	0.5966191788515968	0.8584557465557096	0.8055937612255589	1.0	0.8449797185694218	0.8200166131223365	0.8507830329606377	0.823990002802689	0.8119091161830195	0.8711157803797108	0.7996889409952196	0.6142467956580313	0.8789103009817306	0.8217963488349668	0.8554590686162555	0.8548923276811499	0.8606787244325119	0.8330133079794304
ZeeviD_2015__PNP_Main_560__bin.26	0.6761246992880906	0.9601553657783722	0.9507469414352838	0.9106236434279443	0.8180888931351942	0.9565988809352324	0.9391551403975522	0.7061891533030539	0.6489834590076384	0.948839166286949	0.904878269859235	0.917691904418934	1.0	0.9031174822022646	0.9227880832341168	0.9058153151166836	0.9030488880396278	0.9628323754648479	0.8807753835148628	0.6579870553015938	0.9580509948603374	0.8983508003468905	0.928364421187757	0.9343327257850357	0.9541086678523658	0.9185836285332118
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	0.687225094963537	0.9703686728793408	0.980465287536265	0.9088897199919407	0.8307379959072824	0.9675582285317391	0.9793677594527422	0.7176803727861958	0.6627666333438688	0.9545127715577367	0.9062588711489156	0.936042114180256	0.9492188882973895	1.0	0.9440041815498127	0.9128916743000121	0.9053486631078004	0.9630303619396572	0.8811457549480493	0.6630086688625811	0.9866951272971649	0.9102395829779509	0.9400234697207772	0.9604671028026555	0.954099508783765	0.9289908985633003
ZellerG_2014__CCIS55230578ST-4-0__bin.61	0.6907165941720639	0.9637623741586128	0.9637555806845475	0.9035833105340226	0.8201545083037869	0.9530601821515673	0.9487704120736091	0.7129219905373082	0.6587168609703181	0.9490600611042113	0.8854033563467414	0.9317502891858392	0.9305336397396	0.9056948457912266	1.0	0.9103520810572622	0.8952378364390833	0.9534640850641767	0.87715916677423	0.6723544513621225	0.9611876474878659	0.9046690312073671	0.9616848062717352	0.9400858818639564	0.9436697482276752	0.9220566192832144
ZeeviD_2015__PNP_Validation_74__bin.3	0.685824390732173	0.9597571861262609	0.9572966113882038	0.915025913957173	0.8240473666972232	0.9649304748263059	0.9540073981956207	0.7151308241468286	0.660432450444823	0.9480624874484714	0.876897775283134	0.925679746441701	0.9369746967519019	0.8984322388505999	0.9338292916091487	1.0	0.8921902092692207	0.9644952495829884	0.8853019937370644	0.6693707225816016	0.9643413052829503	0.9071734876239552	0.9410539039450919	0.9500143491292011	0.9518908224490067	0.9246281104825932
LeChatelierE_2013__MH0095__bin.8	0.6878053083542466	0.9740188263630448	0.9554948152712666	0.9116902177317595	0.8209948593775769	0.9539549297431222	0.9483636558889594	0.7243528197995145	0.6556428590605228	0.9461941368011547	0.8899828816378399	0.9203235485508201	0.9425269208298123	0.8990342635716395	0.9265968721594577	0.9002264123927226	1.0	0.954447130596867	0.8875525600197391	0.6616534624732007	0.9676182975986991	0.9562490970990832	0.9273473186559464	0.9276074819643544	0.9499374201771668	0.9183202271538902
ZellerG_2014__CCMD25963797ST-21-0__bin.57	0.6459241528026808	0.9324189594146978	0.9069238359872774	0.8939366755276567	0.781154366318094	0.9410581407364426	0.9041627727139043	0.6696756559725381	0.6237607010364066	0.9153767888998784	0.8441466934805295	0.8770602937185384	0.8925933327958449	0.8494167303514835	0.8765510044410934	0.8644001685139995	0.8477588432944714	1.0	0.8653409626418997	0.6475031198936227	0.9163919608375282	0.8601782342140196	0.8894882011811878	0.8856926618058024	0.9175189833745723	0.8886728841216435
NielsenHB_2014__MH0136__bin.17	0.6891374291404934	0.9575647960362822	0.9428267976826377	1.000729693866157	0.8261199242780315	0.9681576917783496	0.9444121290181852	0.7064715536247088	0.6536369136805914	0.9437512496981248	0.881466944348508	0.9206126831700394	0.933620579963801	0.8886502740896355	0.9220480507306027	0.907211374914631	0.9013984933509568	0.9894402131433186	1.0	0.691834180314885	0.9505853131581202	0.9075502540944655	0.9315937968231051	0.9322702567951119	0.9449347300522212	0.9194467310493829
VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	0.58015312257633	0.7985249855913933	0.7906810112351556	0.7690232743469877	0.6819938665585131	0.7963071274574679	0.7835115731352417	0.5898449562761044	0.5674614525298667	0.7802676798941234	0.726735970286251	0.7750350431546666	0.7644431162436585	0.7328665656285355	0.7746330252381867	0.7518069460157534	0.73650536142478	0.8114592894600152	0.7582712518055229	1.0	0.7934061946335945	0.7591265182402288	0.7827914985662547	0.7659316498388371	0.7791277990052725	0.7675205100291018
HMP_2012__SRS022609__bin.76	0.6598436881849792	0.9469104001862814	0.9561868165412724	0.8779978927503778	0.8015704164858977	0.9271962053288276	0.9404884440122079	0.6886767480238019	0.6436002574111414	0.9251561467336182	0.855808056088289	0.9027745839514232	0.9060930097583382	0.8878610721255128	0.90149274134177	0.8817119346903217	0.8768104651182996	0.9348942117826416	0.8481448036139505	0.6458801184647314	1.0	0.8807005938875859	0.9100323733318814	0.9068326902881743	0.9275686521422063	0.8979026552619552
NielsenHB_2014__MH0095__bin.20	0.6669483114071587	0.9666436248467759	0.919341279319096	0.871711529373461	0.7939277717912241	0.9147910260818013	0.915431256613387	0.6970014857721825	0.6350442998222662	0.9044307111418335	0.8373911638467771	0.8852001054497346	0.8909895145546146	0.8589348604917019	0.8897874118771875	0.8698187795286592	0.9086887908632907	0.9202633570676226	0.8491649668768777	0.6480566512906051	0.9235720247199447	1.0	0.8972405699631048	0.8881212331787628	0.9121444564175518	0.8833869288493709
BackhedF_2015__SID150_M__bin.37	0.68750329412255	0.9673560116051171	0.9601107805752794	0.9058034165719798	0.8265465215904453	0.9583494209085772	0.9485301778397175	0.7087388934444816	0.6553600123552578	0.9510330981176618	0.8754895219324211	0.9296982154742249	0.9289891364434754	0.8949705030477528	0.954321704927517	0.9103710622212253	0.8891029813188012	0.9601285535155488	0.8794547261925336	0.6742336492013821	0.9628637477370144	0.9052622611837758	1.0	0.9390909079766182	0.951130542859139	0.9284308209750113
LeChatelierE_2013__MH0422__bin.61	0.6779494532767817	0.9422850341227164	0.9375667048152887	0.8920271389860024	0.8115025934229203	0.940580405758231	0.9320964577255784	0.6992998180202191	0.6450767173211226	0.9294017339332596	0.8607691871690386	0.9141065082192392	0.919890908608524	0.8996946502285902	0.9178510225961243	0.9042254523264831	0.8750170342240172	0.9406214084921486	0.8659071915177403	0.6490781017663737	0.9440125757796851	0.8816178714033668	0.9239537971546514	1.0	0.929407763747071	0.9046843211575313
ZeeviD_2015__PNP_Main_765__bin.14	0.5847474461725349	0.8498223605249309	0.8248191883914475	0.7827561783799862	0.7165209912033098	0.8354052738539238	0.8153090282039068	0.612376208790866	0.5691447096093804	0.8743725935987386	0.7618965406064288	0.7936776779566884	0.8101218099257617	0.7707686339441163	0.7945887562948649	0.7813604396473004	0.7727961992640651	0.8403584822849346	0.7569183711250569	0.5694208412289989	0.83274952209989	0.7808892998217365	0.8070500406657112	0.8015378087109906	1.0	0.8389611834866011
ZeeviD_2015__PNP_Main_553__bin.40	0.6679926464172492	0.9614536777608655	0.937033432867655	0.8846440032187073	0.8080876079769649	0.9468507324498047	0.9262442194150097	0.6901412547141458	0.6426750172084501	0.9791565678109883	0.8564736492578553	0.8950696578669278	0.9088097569488206	0.8744673863515178	0.9046524620202235	0.8843683044586852	0.8704942945504959	0.9484037344760391	0.8581744985312224	0.6536066245261617	0.9392893152491105	0.8812083725168933	0.9179344770085412	0.9091102988938118	0.9775605446595635	1.0
