	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.35	BackhedF_2015__SID179_M__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.72	LeChatelierE_2013__MH0136__bin.28	ZeeviD_2015__PNP_Main_701__bin.29	LiJ_2014__O2.UC48-1__bin.17	LiJ_2014__V1.CD6-0-PT__bin.34	ZeeviD_2015__PNP_Main_158__bin.67	ZeeviD_2015__PNP_Main_640__bin.22	ZeeviD_2015__PNP_Main_595__bin.26	ZeeviD_2015__PNP_Main_706__bin.63	HMP_2012__SRS024435__bin.63	ZeeviD_2015__PNP_Main_560__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	ZellerG_2014__CCIS55230578ST-4-0__bin.61	ZeeviD_2015__PNP_Validation_74__bin.3	LeChatelierE_2013__MH0095__bin.8	ZellerG_2014__CCMD25963797ST-21-0__bin.57	NielsenHB_2014__MH0136__bin.17	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	HMP_2012__SRS022609__bin.76	NielsenHB_2014__MH0095__bin.20	BackhedF_2015__SID150_M__bin.37	LeChatelierE_2013__MH0422__bin.61	ZeeviD_2015__PNP_Main_765__bin.14	ZeeviD_2015__PNP_Main_553__bin.40
ZeeviD_2015__PNP_Main_560__bin.26	0.670825800224401	0.9524440345126629	0.9425977099348845	0.9037715765388366	0.8120023860969431	0.9493278996957359	0.9313948133013881	0.7008210476288468	0.6435093998500728	0.9414530448458837	0.8978779905830014	0.8861361398145018	1.0	0.8955108795241525	0.9150804266556916	0.8991194224371506	0.8962029456293269	0.9559239633707172	0.874207492442393	0.652310888343402	0.9500677367356039	0.8915514039755217	0.919942037932572	0.9271897461526024	0.9463465034125597	0.9114149260897898
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	0.6817335922770071	0.962089899458703	0.9783358899407849	0.90078410496102	0.8243613899275889	0.9588192013986563	0.9760745314906877	0.7117833318635255	0.6570021969873016	0.9468802844689799	0.8986656504608008	0.9049263883730257	0.9412239916420501	1.0	0.9359777430316623	0.90570206071358	0.8977998585122153	0.9547316334629553	0.873199136654155	0.6574379896632809	0.9838396231455477	0.9029752988591502	0.9317620765102598	0.9525790622539816	0.9461619024506739	0.9215341447102043
ZellerG_2014__CCIS55230578ST-4-0__bin.61	0.685457827656974	0.9553761392192816	0.955337231140544	0.8959227421425752	0.8141614290010938	0.9447017386970487	0.9410987270882367	0.7077188069918435	0.6530325759433202	0.9421338055003671	0.877703262288005	0.9004194043852494	0.9227612878203509	0.8979941341439389	1.0	0.9032806921438412	0.8880089624450578	0.9448295795271865	0.8696838749481998	0.6662823207248514	0.9527989421943291	0.8974475682759584	0.9576087218325582	0.9328261284423615	0.936850953031773	0.9152544989781998
ZeeviD_2015__PNP_Validation_74__bin.3	0.680946953835082	0.9525078666804351	0.9496880885756224	0.9077107088849934	0.8184407533007748	0.9570964204465905	0.9466180717937931	0.709892283336068	0.6550437664278524	0.9412857706686061	0.8700019575633214	0.8937233171132213	0.9300484702814646	0.8913565026895907	0.9265755375538567	1.0	0.8858271782009802	0.9568613861448864	0.8781160258550402	0.6635867248065085	0.9566725984847573	0.9007014918659759	0.9334428470699585	0.9470127520362777	0.9449063125398719	0.9180287780813725
LeChatelierE_2013__MH0095__bin.8	0.6826001245204238	0.9676751883467294	0.9477097318975558	0.905219374559736	0.8147164219938354	0.9468186565857113	0.9405900785092323	0.718818436693382	0.6502893757486886	0.9392796736388729	0.8839345641337713	0.8890170173651019	0.9353816985659695	0.8915381084912958	0.9191147799606495	0.8938060677498495	1.0	0.9474220820479646	0.8813195073900443	0.6558064998638458	0.9591409369203057	0.9558489441972076	0.9193525705029781	0.920872640152595	0.9425166932796046	0.9114345289765674
ZellerG_2014__CCMD25963797ST-21-0__bin.57	0.6409959131948505	0.9248687600708123	0.8988944391515706	0.8895551979869163	0.7751161372594217	0.9357682319315861	0.8958421101041403	0.664553239182003	0.6184134475080028	0.9075415692468763	0.8378858987621488	0.8468152103188707	0.8861888923838259	0.8420970454408674	0.8686130185013382	0.8575585455561247	0.8415190560490735	1.0	0.8610792844741147	0.6409027989902787	0.9080264444340984	0.8537249656215543	0.8814622109627214	0.8788771562467709	0.9095866751302178	0.8811306335513189
NielsenHB_2014__MH0136__bin.17	0.6835225516953048	0.9504684582685222	0.9346450078292776	1.0002733106028934	0.8195163246280769	0.9641846255320143	0.9360901132973074	0.7007235914441446	0.648068128997411	0.9362303391648251	0.8751976795215701	0.8893053106652159	0.9266586253190788	0.8806359762446994	0.9141902085989618	0.8998475692884575	0.8950682043038954	0.984567364247078	1.0	0.6851020402863723	0.9423399023093122	0.9010472794883314	0.9233379988729995	0.9247259752838924	0.9374664042192405	0.9121777077225502
VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	0.5748144669527042	0.7909400103884277	0.7838737450281412	0.7614831259205499	0.6762688468133854	0.7892501120669413	0.7767427298795369	0.5848513956781295	0.561779836488996	0.7738766623262963	0.7198248198034738	0.7483396304281313	0.7578485993411176	0.7267089319131071	0.7676372019553013	0.7453106210998925	0.7299969403946179	0.8031876818864246	0.7508926220818124	1.0	0.7867910431831281	0.7521840601674956	0.7758924441977787	0.7593257483581304	0.7727040507752186	0.7611373193587636
HMP_2012__SRS022609__bin.76	0.6545298047231817	0.9384391176891385	0.9540540806674617	0.8703369572080043	0.7954247544486541	0.9187197097347634	0.9375969129198497	0.6829863631176869	0.6380262983362691	0.9173324467207014	0.8480451755394541	0.8721569072665358	0.8985427077172948	0.8852915945762939	0.8936250196215176	0.874700319331148	0.8691286771882408	0.9263597928894516	0.8407879653919872	0.6404949893450091	1.0	0.8733732965481767	0.9020603896732026	0.8995453600251619	0.9196627010445307	0.8905267023512805
NielsenHB_2014__MH0095__bin.20	0.6619096849749923	0.9606689497911051	0.9120922174937223	0.8654343545030561	0.7881699490123806	0.9081281335761431	0.908023048299137	0.6919276284378983	0.6300232888411584	0.8980028937934084	0.8317809463992196	0.8550588538294168	0.8842458339458247	0.8520800203124373	0.8826847405244059	0.8636132813211832	0.9083085400921591	0.9133593151112628	0.8430803471094259	0.6421299631533358	0.9158880434822223	1.0	0.8895116389537151	0.8818634960474572	0.90522340643948	0.8770089207073879
BackhedF_2015__SID150_M__bin.37	0.6817804073557909	0.9585541161516803	0.9516686339472965	0.8977498231898874	0.8200765584723606	0.9494316949133845	0.9407425657016573	0.7033543054028513	0.6498467237116763	0.9440716212721258	0.8673580953291488	0.8981346992757221	0.920561085595706	0.8871050576885127	0.9502768288661967	0.9030081620696038	0.8814379411825992	0.9514651644242119	0.8716609854543805	0.668291358551297	0.9544289554291431	0.8974642304255577	1.0	0.9317261692449688	0.9440569126319028	0.921565563150934
LeChatelierE_2013__MH0422__bin.61	0.6731611781291417	0.9349075569244573	0.9300288345696461	0.8849415047762156	0.8059624004929976	0.9330178132759616	0.9246930523279302	0.6943855197639206	0.640136490865435	0.9227315538950789	0.8538312833976313	0.8827973029848785	0.9128583367602775	0.8923057163840895	0.9107629764608128	0.9013685265426374	0.8686640223923165	0.9333832199929332	0.8588999448875018	0.6434800226238615	0.9364264670235514	0.875405957214853	0.9167077698974812	1.0	0.922749643336513	0.8983590464693632
ZeeviD_2015__PNP_Main_765__bin.14	0.5805316287709387	0.8423943679550036	0.8181306669384647	0.7764410326386534	0.7117685112189521	0.8279086383955037	0.8089647612371529	0.6080725076911236	0.5645659169337846	0.8735764400965993	0.7551950186063829	0.7666048187307721	0.8035310525866929	0.7643562441107521	0.7888471946899526	0.7756271983925084	0.7667592652298809	0.8330932565642363	0.7509360393885374	0.564726083673601	0.8256517434253633	0.7749641704922943	0.8010479480976559	0.7957957270841957	1.0	0.8383673184967623
ZeeviD_2015__PNP_Main_553__bin.40	0.6631942761301831	0.9531166684440653	0.9294047572881422	0.8776848817706768	0.8030141448612174	0.9382992234383938	0.9190518144008066	0.6856070704916284	0.6375985244359992	0.9784070307425325	0.8493497144851523	0.8645591970682619	0.9017173306058344	0.8674482777007572	0.8979787342336666	0.8780563176825307	0.8639672021483902	0.9403545425460751	0.8513898853093158	0.6481708144686709	0.9315733855565359	0.8748460934394602	0.9111468341299311	0.9027540791297857	0.976868571068475	1.0
