	Bengtsson-PalmeJ_2015__TRAVELRES28__bin.35	BackhedF_2015__SID179_M__bin.15	Bengtsson-PalmeJ_2015__TRAVELRES24__bin.72	LeChatelierE_2013__MH0136__bin.28	ZeeviD_2015__PNP_Main_701__bin.29	LiJ_2014__O2.UC48-1__bin.17	LiJ_2014__V1.CD6-0-PT__bin.34	ZeeviD_2015__PNP_Main_158__bin.67	ZeeviD_2015__PNP_Main_640__bin.22	ZeeviD_2015__PNP_Main_595__bin.26	ZeeviD_2015__PNP_Main_706__bin.63	HMP_2012__SRS024435__bin.63	ZeeviD_2015__PNP_Main_560__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	ZellerG_2014__CCIS55230578ST-4-0__bin.61	ZeeviD_2015__PNP_Validation_74__bin.3	LeChatelierE_2013__MH0095__bin.8	ZellerG_2014__CCMD25963797ST-21-0__bin.57	NielsenHB_2014__MH0136__bin.17	VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	HMP_2012__SRS022609__bin.76	NielsenHB_2014__MH0095__bin.20	BackhedF_2015__SID150_M__bin.37	LeChatelierE_2013__MH0422__bin.61	ZeeviD_2015__PNP_Main_765__bin.14	ZeeviD_2015__PNP_Main_553__bin.40
ZeeviD_2015__PNP_Main_706__bin.63	0.9919751999427214	0.9923740898995297	0.9912264021346269	0.9927910980151096	0.9916314960203627	0.9924733332072811	0.9913552931210878	0.9919592639869788	0.9909185251668844	0.9912564291464196	1.0	0.9654371509152242	0.9922638441993722	0.9916213557407848	0.9913032924445784	0.9921361213197445	0.993204006920967	0.9925832858592781	0.9928876915156796	0.9904901494279208	0.9909291803300879	0.9933003622562895	0.9907121371534815	0.9919398790351392	0.9912041574638051	0.9916822487429987
HMP_2012__SRS024435__bin.63	0.9652961794697239	0.9662518898441363	0.9662108808636881	0.9660500410172272	0.9659731851811572	0.9656386773466483	0.9662759537372019	0.9660348765121368	0.9663331074317829	0.9660361939884267	0.9654371509152242	1.0	0.9656139882541377	0.9667581988717676	0.9663741614419388	0.9654778777959442	0.965983124918389	0.9655153886040886	0.9659928946481384	0.9655558636189203	0.9660849150727366	0.9659497875850295	0.9660497184213667	0.9657488433209453	0.9658893528470966	0.9659127526773988
ZeeviD_2015__PNP_Main_560__bin.26	0.9921628376107706	0.9919686630512574	0.991428600876594	0.9924754129342459	0.9925600908540324	0.9923991326099108	0.9917369061166198	0.9923984875028186	0.9915651792328636	0.992215623360101	0.9922638441993722	0.9656139882541377	1.0	0.9915773940511446	0.9916474251039177	0.9926078831216599	0.9924190788550082	0.9928249067333289	0.9925430578608366	0.9913734367379156	0.9916671887325816	0.9924312458243002	0.9909277186167805	0.9923549936384475	0.991864485984308	0.9921959174747442
Bengtsson-PalmeJ_2015__TRAVELRES14__bin.32	0.9920091644982475	0.9914684246802069	0.9978281764560671	0.9910818498079255	0.9923241671729132	0.9909679574051639	0.9966373939408678	0.9917831932622364	0.9913024644474273	0.9920037873602248	0.9916213557407848	0.9667581988717676	0.9915773940511446	1.0	0.9914974544869356	0.9921243518931806	0.9916619917793084	0.9913826927948697	0.9909814939818183	0.991597878789644	0.9971059914327952	0.9920193713230588	0.9912115032479227	0.9917872871172199	0.9916805257103533	0.9919732756643493
ZellerG_2014__CCIS55230578ST-4-0__bin.61	0.992386506188702	0.9912984412297143	0.9912650575387341	0.9915220120799708	0.9926927435720767	0.9912298891391631	0.9919140764849471	0.9927016088512809	0.9913706702169052	0.9927019839020667	0.9913032924445784	0.9663741614419388	0.9916474251039177	0.9914974544869356	1.0	0.9922322483129732	0.991925191608546	0.9909440684004275	0.9914778387900559	0.990968854857777	0.9912725623186469	0.9920175636809729	0.9957615172740648	0.9922775636123791	0.9927741720991812	0.9926228821931755
ZeeviD_2015__PNP_Validation_74__bin.3	0.9928882131300638	0.992446715116471	0.9920520738065206	0.992005466773565	0.9931962486344448	0.9918812240010084	0.992254434907105	0.9926747098099004	0.9918406734657857	0.9928520357364802	0.9921361213197445	0.9654778777959442	0.9926078831216599	0.9921243518931806	0.9922322483129732	1.0	0.9928680779029706	0.9920851207495293	0.991883032080736	0.9913590517482067	0.9920477254721108	0.9928657573812805	0.9919121988196146	0.9968404718353204	0.9926624884446672	0.9928627171006338
LeChatelierE_2013__MH0095__bin.8	0.992432184266973	0.9934871505102192	0.9918523018133797	0.9929023663453111	0.9923526471426369	0.9925192763987994	0.9918031681924372	0.9923595477854779	0.9918347569292446	0.9926923419905582	0.993204006920967	0.965983124918389	0.9924190788550082	0.9916619917793084	0.991925191608546	0.9928680779029706	1.0	0.9926396671709734	0.9929772580121269	0.991163104342416	0.991238941326935	0.9995815390539039	0.9913789062715407	0.9927395563935111	0.9921881939378931	0.9925018550460734
ZellerG_2014__CCMD25963797ST-21-0__bin.57	0.9923702503050141	0.9919025677592131	0.9911465588210436	0.9950986712362437	0.9922701205817579	0.9943787651624619	0.9907973842090523	0.9923508989092698	0.9914273959235984	0.9914404431617514	0.9925832858592781	0.9655153886040886	0.9928249067333289	0.9913826927948697	0.9909440684004275	0.9920851207495293	0.9926396671709734	1.0	0.9950751456919663	0.9898065033193533	0.9908712464088137	0.9924977541446839	0.9909768446531294	0.9923048864996401	0.9913546113071362	0.9915129056989522
NielsenHB_2014__MH0136__bin.17	0.9918523110082824	0.9925891826880704	0.9913220648018597	0.9995439495139786	0.9920064878525648	0.9958962612391816	0.9911881524334832	0.9918638448341296	0.9914803087668	0.9920308338286117	0.9928876915156796	0.9659928946481384	0.9925430578608366	0.9909814939818183	0.9914778387900559	0.991883032080736	0.9929772580121269	0.9950751456919663	1.0	0.9902691422018951	0.9913259643982776	0.9928345845568379	0.9911379852696967	0.991907623936052	0.99209646381336	0.9920941332636678
VogtmannE_2016__MMRS11932626ST-27-0-0__bin.3	0.9907978507468544	0.9905012675372353	0.9913906289511362	0.9901951622558621	0.9916054674010231	0.9911378221452583	0.9913608892481076	0.9915341132532504	0.989987661689546	0.9918091986474509	0.9904901494279208	0.9655558636189203	0.9913734367379156	0.991597878789644	0.990968854857777	0.9913590517482067	0.991163104342416	0.9898065033193533	0.9902691422018951	1.0	0.9916623395491367	0.9908546758597936	0.9911866002874172	0.9913753381491721	0.9917552059645989	0.9916833614386459
HMP_2012__SRS022609__bin.76	0.9919467541223068	0.991053765493043	0.9977695405992678	0.9912745399440821	0.9923329729854724	0.9908579267847002	0.9969255006685435	0.9917372193522667	0.9913394082573967	0.9915433734721004	0.9909291803300879	0.9660849150727366	0.9916671887325816	0.9971059914327952	0.9912725623186469	0.9920477254721108	0.991238941326935	0.9908712464088137	0.9913259643982776	0.9916623395491367	1.0	0.9916801494284624	0.9912398900387563	0.991963974897402	0.9914766943886937	0.9917853534929988
NielsenHB_2014__MH0095__bin.20	0.9924452519843168	0.9938191543376517	0.9921149392630964	0.9927990227742925	0.9927476743056198	0.9927164868088	0.9919074116590072	0.9927204497582053	0.9920934476815035	0.9928929687269132	0.9933003622562895	0.9659497875850295	0.9924312458243002	0.9920193713230588	0.9920175636809729	0.9928657573812805	0.9995815390539039	0.9924977541446839	0.9928345845568379	0.9908546758597936	0.9916801494284624	1.0	0.9913858877227236	0.9929539606784223	0.9924123312602762	0.9927800514885471
BackhedF_2015__SID150_M__bin.37	0.9916758409513324	0.9909010794910635	0.9912071119304331	0.9911088948940253	0.992172294058373	0.9906947029959718	0.9917898108884668	0.992402578592151	0.9915873893132912	0.9926800898314533	0.9907121371534815	0.9660497184213667	0.9909277186167805	0.9912115032479227	0.9957615172740648	0.9919121988196146	0.9913789062715407	0.9909768446531294	0.9911379852696967	0.9911866002874172	0.9912398900387563	0.9913858877227236	1.0	0.9921575870141075	0.992562923901095	0.9926055257225653
LeChatelierE_2013__MH0422__bin.61	0.9929371207182239	0.9921706522643357	0.9919601771192081	0.9920567055640915	0.9931729202410134	0.9919596533842602	0.9920572540145541	0.9929725446372755	0.9923416450740877	0.992823146552619	0.9919398790351392	0.9657488433209453	0.9923549936384475	0.9917872871172199	0.9922775636123791	0.9968404718353204	0.9927395563935111	0.9923048864996401	0.991907623936052	0.9913753381491721	0.991963974897402	0.9929539606784223	0.9921575870141075	1.0	0.992836168719191	0.9930083073838673
ZeeviD_2015__PNP_Main_765__bin.14	0.992790362011513	0.9912593585260111	0.9918909240387258	0.991932167492561	0.993367284360537	0.9910263488955051	0.9922185738814518	0.9929721288352467	0.991954958733187	0.9990894573915422	0.9912041574638051	0.9658893528470966	0.991864485984308	0.9916805257103533	0.9927741720991812	0.9926624884446672	0.9921881939378931	0.9913546113071362	0.99209646381336	0.9917552059645989	0.9914766943886937	0.9924123312602762	0.992562923901095	0.992836168719191	1.0	0.9992921424715137
ZeeviD_2015__PNP_Main_553__bin.40	0.992816731871523	0.9913287457215657	0.9918586943518479	0.9921334215540825	0.9937216422258364	0.9909684718843852	0.9922348719015536	0.9934300634956311	0.9921009956252829	0.9992345074392633	0.9916822487429987	0.9659127526773988	0.9921959174747442	0.9919732756643493	0.9926228821931755	0.9928627171006338	0.9925018550460734	0.9915129056989522	0.9920941332636678	0.9916833614386459	0.9917853534929988	0.9927800514885471	0.9926055257225653	0.9930083073838673	0.9992921424715137	1.0
