	LouisS_2016__AS60_3__bin.21	RaymondF_2016__P23C7__bin.76	QinN_2014__LD-35__bin.22	Obregon-TitoAJ_2015__NO11__bin.44	LeChatelierE_2013__MH0239__bin.22	XieH_2016__YSZC12003_37190R1__bin.70	ZellerG_2014__CCIS76845094ST-20-0__bin.31	IjazUZ_2017__S58_a_WGS__bin.10	RaymondF_2016__P22E7__bin.1	LouisS_2016__AS63_3__bin.7	LoombaR_2017__SID0017_mqf__bin.7	HMP_2012__SRS022713__bin.4	LiJ_2014__O2.UC15-0__bin.4	HeQ_2017__RSZAXPI003105-143__bin.26	Obregon-TitoAJ_2015__NO21__bin.51	FengQ_2015__SID530227__bin.11	ZeeviD_2015__PNP_Validation_10__bin.24	LiJ_2014__V1.FI34__bin.1	LoombaR_2017__SID1035_bai__bin.9	XieH_2016__YSZC12003_36389__bin.67	RaymondF_2016__P21E7__bin.46	VincentC_2016__MM055.6__bin.16	WenC_2017__RA082__bin.3	VogtmannE_2016__MMRS97327636ST-27-0-0__bin.1	LeChatelierE_2013__MH0233__bin.12	BackhedF_2015__SID622_4M__bin.2	VincentC_2016__MM055.4__bin.8	XieH_2016__YSZC12003_37097__bin.2	LoombaR_2017__SID1050_bax__bin.20	VincentC_2016__MM090.2__bin.22	RaymondF_2016__P21E90__bin.7	IjazUZ_2017__S56_a_WGS__bin.10	FengQ_2015__SID530185__bin.46	XieH_2016__YSZC12003_37297R1__bin.4	XieH_2016__YSZC12003_37179__bin.27	ZeeviD_2015__PNP_Main_222__bin.11	LiuW_2016__SRR3992999__bin.29	HeQ_2017__SZAXPI029464-140__bin.27	HanniganGD_2017__MG100158__bin.1	RaymondF_2016__P19E7__bin.8	LouisS_2016__AS68_3__bin.12	CosteaPI_2017__SID713A089-11-90-0__bin.16	GeversD_2014__SKBSTL024__bin.3
LoombaR_2017__SID0017_mqf__bin.7	0.8619909099107028	0.7809420235465389	0.9085688428198608	0.8112718403245951	0.6954317900412926	0.7396748324834886	0.8006141777097877	0.7664861140435237	0.7910435027244889	0.9179359438675917	1.0	0.5973015923585795	0.6512243865377688	0.8912477786411521	0.8758609368613003	0.8114084562561726	0.8639640111517479	0.5622015576376136	0.908044518434241	0.6791744941835631	0.7742775420147988	0.8981946717626749	0.8267699187918184	0.5295638495885593	0.7406122445673567	0.7242183327780499	0.5863517984434423	0.531724325249594	0.8895176701637826	0.6236096089058468	0.6772283921384821	0.9131878652653724	0.7324017890747213	0.8491841112971655	0.7894014116259618	0.7713340896708096	0.9013368381889587	0.717747705473331	0.8220029407524243	0.8797725803725565	0.5447395576559729	0.585263190862176	0.8842393273528315
HMP_2012__SRS022713__bin.4	0.8480129305596037	0.7566267026096803	0.9194782591718138	0.8649312959427441	0.6853573126972461	0.7074168027545774	0.8675217310661157	0.7523118674701316	0.7886211912236198	0.9220610240969737	0.7713060674057018	1.0	0.737675734700395	0.8955514244952661	0.8990399701001728	0.8794412190873581	0.8941686969448902	0.6754348653740755	0.91405612632677	0.6450573940013471	0.8404326828540389	0.8945807957760915	0.8513369155483286	0.5887930036635656	0.8266298125264099	0.8254520884555149	0.566882036535246	0.5333688486753568	0.8371135789005398	0.6281592500498563	0.7576175527605044	0.8944490078249967	0.8034497762393995	0.862623960862465	0.7814335182083533	0.8212411496371996	0.9255551480278525	0.6752305591853414	0.8522684959856972	0.8687385034188165	0.5521343372460642	0.6151791828031368	0.9123052292622245
LiJ_2014__O2.UC15-0__bin.4	0.8646784265002179	0.7475993184445632	0.9068919270720877	0.8632212994710665	0.6845394010356582	0.7301791859089277	0.8262595018624329	0.7546301722765851	0.7897424919709956	0.9096908200997165	0.7439904305865893	0.6526331309477248	1.0	0.905428631003863	0.8918086265374788	0.8137961922223222	0.8566716306867744	0.6151259902849974	0.8759912103531281	0.6603894637747857	0.807521045676799	0.8858129374619833	0.8428239886785795	0.5762413031971662	0.7924667396258355	0.8055358489029598	0.5751987355937515	0.5367014641597337	0.8167042772415511	0.6163351219433953	0.7270854128135877	0.8839616088360379	0.7640009426291703	0.867426733407444	0.7973951849416224	0.8009460838323058	0.8983663150725665	0.7073154932948714	0.8434939463219572	0.8602552254845472	0.5332184246988584	0.61184097697838	0.8834212010132031
HeQ_2017__RSZAXPI003105-143__bin.26	0.8306277474580377	0.739054402031165	0.8874308787227574	0.8065317137610393	0.6900781441914078	0.7298575573455368	0.7716494110411953	0.7153075177495022	0.7934856363452087	0.8909447046960381	0.7088239891845278	0.551565890034683	0.6303147584126543	1.0	0.8691389709153813	0.7807616524859611	0.8492039565113575	0.5115124826284209	0.8542561013108778	0.6667100419322866	0.7401284766778498	0.8757839757167226	0.8215459975366285	0.5045170400375174	0.7066934476722513	0.6923744565208055	0.5715318254201388	0.5150190078144191	0.7797524260086682	0.5881870685019988	0.6374484865038504	0.8726021208357597	0.6971865342561528	0.8461088521616342	0.7831477215531265	0.754364582420735	0.8818603780261762	0.7352601399346193	0.8061456309512153	0.84639014720105	0.5117680101833099	0.564448773381845	0.8825105775523981
Obregon-TitoAJ_2015__NO21__bin.51	0.8130437038084473	0.7001072660625072	0.8485992240362998	0.791165024904636	0.6633949959796144	0.7063771431248896	0.7519401184277572	0.7000763078385386	0.7667624140386342	0.8640218581795394	0.6785762396467749	0.5393981051893514	0.6047814558565011	0.8466672635189125	1.0	0.7443884035513266	0.8136733271472666	0.49676988584782444	0.8242325916468018	0.6498440793233369	0.7472495291421476	0.8475441342951021	0.7890414580821464	0.49812786415866006	0.6796509920437364	0.6639204490783235	0.5516646739053129	0.5026879268783484	0.7535817410068452	0.5691999976572154	0.6403018343166055	0.8514444521607585	0.6729418428845032	0.8061057148044737	0.782725980392567	0.7262477210145261	0.8499061631130251	0.6885711440904515	0.7904705566372341	0.8129617063503685	0.4887755520395194	0.5434908660688661	0.8572093754889517
FengQ_2015__SID530227__bin.11	0.8564627314407206	0.7779227613705515	0.9237812724342043	0.8397545011385477	0.7294776727775495	0.7478529635599542	0.8322735484207575	0.7498862455721057	0.8109925657029021	0.9188453085265904	0.7538409364435072	0.6327234490643542	0.6617883951921634	0.9120501432528199	0.8926399003877433	1.0	0.898795432163983	0.5551180964105774	0.897564325808735	0.6955495053751789	0.7871199385550504	0.8898129711653219	0.8475916419216296	0.534443636750381	0.7615165384138795	0.7614182104409257	0.5919835611682769	0.543169742676698	0.816761809013966	0.6336640865607233	0.6828029893710472	0.8939131473028286	0.7655906275381535	0.8768231435954627	0.8053377039113965	0.7959579176342692	0.9243005043322	0.7271448917865541	0.8311041478852713	0.8738166153204012	0.5535107350567818	0.602162011388988	0.9029959429677691
ZeeviD_2015__PNP_Validation_10__bin.24	0.8718605496321337	0.7900886210362339	0.9393484404249721	0.8434221310311801	0.7467779761014695	0.7722517920112356	0.82738535765459	0.7699799552162812	0.8476109040594946	0.9485607126024717	0.7571122072543567	0.6068075606122839	0.6571163714209461	0.9357000626517792	0.920346117955697	0.8477840955335528	1.0	0.5490188655674528	0.9146043000698445	0.7126431668865473	0.7862888190234273	0.916401043313011	0.8660146275815467	0.5346780436745363	0.7500392756621498	0.7301861382465451	0.6036792304620143	0.5488896817630324	0.8312074001025899	0.638141494595101	0.6827354599605918	0.9276140082564066	0.7473765750486924	0.8883780949694976	0.8228397912616856	0.7926368070684835	0.9443894480018625	0.7684524631991777	0.8500346382948116	0.8889109190126382	0.5481122129327658	0.5958813553226566	0.9394397681694892
LiJ_2014__V1.FI34__bin.1	0.8627121116351437	0.7617460382764024	0.8952219949059547	0.8576674358849689	0.6660991655789147	0.6685190241275232	0.872843352495222	0.7530801769825449	0.7612747829794555	0.9185281874249639	0.7788017399044773	0.7245782078086255	0.745868474890695	0.8909455400922314	0.8882324560255225	0.8277135515818843	0.8678757232459766	1.0	0.9228555078897861	0.6078026412737357	0.848968661522753	0.8908348324986629	0.8330881060399221	0.5818469467518916	0.8050454237744558	0.8200141376589084	0.5474969237501449	0.5018562222529743	0.8534747597907028	0.630995134102053	0.7801287349787375	0.9206301356542034	0.7770326624802241	0.860491975569527	0.7561059351986565	0.7971014059116359	0.9096409109439693	0.6458232194217024	0.8493658624158941	0.8653331887153057	0.5334707204595861	0.6142700592061219	0.8831967565667181
LoombaR_2017__SID1035_bai__bin.9	0.8396307034282511	0.7378194289291007	0.8772906080614103	0.7934647199196727	0.6801946457213149	0.7205781995053443	0.7759483436857502	0.7380498046153378	0.776032669880335	0.886135295728487	0.7309490174259646	0.5697964435210099	0.6172242772506182	0.8646255960427542	0.8563794504887877	0.7776878974523928	0.8401340525691237	0.5362641757114479	1.0	0.6559017469431754	0.7519566719841432	0.8673996670419326	0.8140390073850621	0.5062323143193703	0.7020490395941911	0.6873123850838262	0.5725622557691723	0.5054333888263446	0.7907571535997288	0.6009510603801633	0.6560747460434063	0.8980631055511847	0.7042867264484328	0.8225720358690597	0.7648098965917439	0.736644512929292	0.8716324942732082	0.7049152608678644	0.7971250853042046	0.8378389891288756	0.511832182179354	0.5553857923402258	0.8648863987064188
XieH_2016__YSZC12003_36389__bin.67	0.9042852024020527	0.8100138653704881	0.9433760798990476	0.8460764117331953	0.8135185564675302	0.8805618770619795	0.8210420479044356	0.8079616227636548	0.9446613530061009	0.9442227423234142	0.7536481982807899	0.5543098293133346	0.6414321717340581	0.9302171602235236	0.9307498445089178	0.8307591919496965	0.9023911472545488	0.48687223846040456	0.9041617682481817	1.0	0.7412113084859182	0.9258795881853142	0.8735243327065755	0.5023104956180875	0.7381356409528158	0.7006763712276185	0.6417844983480196	0.5667575046167969	0.8177758363862314	0.6278040824348405	0.6045229629469845	0.936149789143307	0.7491176854777921	0.8946471520864566	0.9283249026607849	0.7927133103961518	0.9331202596191758	0.865229677405438	0.8608483641379443	0.8945446897548455	0.5708649858050723	0.5906725723318149	0.928387218932642
RaymondF_2016__P21E7__bin.46	0.7878578285138057	0.6649936951907534	0.8036219293778254	0.7544536516873388	0.6049666475359993	0.645481799624805	0.7365947196587692	0.6738425907756325	0.7046537387680435	0.8177339901477833	0.6620580688861012	0.5565052657046542	0.6043890337412335	0.7957315679559629	0.8247106044075027	0.7244362032258646	0.7672147148845674	0.5240300728550605	0.7987526127674349	0.5711552322067478	1.0	0.8095439713695634	0.7517719722948536	0.49320969042947965	0.6775160482905448	0.6561868162767966	0.5156992289710025	0.4728847030229379	0.7434965350098139	0.5513265955830783	0.8437164530357507	0.8182783599831379	0.6620271335349825	0.7577055573280538	0.6994242792640342	0.713097242736772	0.8084958632048008	0.6242666128607027	0.7424715129279755	0.7757071613490952	0.4727886649179728	0.5294908549099713	0.8090799411027852
VincentC_2016__MM055.6__bin.16	0.8066521517738203	0.7309871905572669	0.873357631053391	0.7990862532070557	0.6725228468710105	0.7180864072908526	0.7663099406243851	0.7092408876080347	0.7981459579039653	0.8834392357102218	0.7099690509249084	0.5475899117368744	0.6128783322755188	0.8704142463915154	0.8647046094103799	0.7570550958414021	0.8265895707037617	0.5083130555926656	0.8517423633552024	0.6595324303709834	0.7483589648812723	1.0	0.8089442016047763	0.49670085676566583	0.6870080042477616	0.6790003418867625	0.594429678673394	0.5107835182410032	0.7779695170177231	0.5826313841804173	0.6477448065010558	0.8776117950506236	0.6855277754183845	0.8308535516741994	0.7899338464053445	0.7398600270350906	0.860803002798691	0.7104628873596226	0.8026920701478223	0.8339855929515839	0.495353797311942	0.5428542892276645	0.846652049335839
WenC_2017__RA082__bin.3	0.8452926517614314	0.7571138838006357	0.9086353162817038	0.8274089308091382	0.7052148086031583	0.7630270610745316	0.8007405819359478	0.7342395114265142	0.8243283110614882	0.9105244784764521	0.7262109278285971	0.5790905839754651	0.6480049251971454	0.9073399856380038	0.8945702357587146	0.8013543343537243	0.8680380128081686	0.5282435202637903	0.8882667043582113	0.6914580272081096	0.7722622800285722	0.8989338541849472	1.0	0.5249025063296182	0.7278377986114207	0.7125257666925006	0.5904222369995	0.5372278311583224	0.7979530835130164	0.602841948791989	0.6731028457432428	0.8920692183715925	0.7354693877938209	0.8727018671543801	0.8095361189029103	0.7668419070530303	0.9003415954337579	0.7484710734785913	0.8289997543093103	0.8742898448164481	0.5350716344881428	0.5779299563353574	0.9030479874707235
VogtmannE_2016__MMRS97327636ST-27-0-0__bin.1	0.8611237972680371	0.7597803786344542	0.902331201280943	0.872406739889349	0.6931602898304914	0.7435484084297632	0.840240783690694	0.7668417485993575	0.8007053589698305	0.9144800875746809	0.7630130794061789	0.6569664896137332	0.7267438106034141	0.914007047365485	0.9263838954705622	0.8288489173370015	0.8791063274574167	0.6051841472399894	0.9061155229545095	0.6522267512018567	0.8310857439841034	0.9053981823741173	0.8610218757755953	1.0	0.7884607753969298	0.7904828666859098	0.5848745393109641	0.5594820832130634	0.8238065265544389	0.6320338472718107	0.7437825944543817	0.906595565403644	0.7792769487039243	0.8731279706030408	0.7856980027277614	0.8148786706325278	0.9145742288005241	0.718187073398257	0.8615400415310631	0.893814143435439	0.5378708366820898	0.6178644257424125	0.9138646684867304
LeChatelierE_2013__MH0233__bin.12	0.8826301988437852	0.7807651918250026	0.9342325611444497	0.8767221803166925	0.7370639896494916	0.7592645381176287	0.8780658649140773	0.7845570912940458	0.8298898700009237	0.9648817177854309	0.7772770523492946	0.6718354980955494	0.7279965271618672	0.9325584808826721	0.9206772714418568	0.860248867842301	0.8982647710380715	0.6099166303495903	0.9153189678280764	0.6981260388620107	0.8315820851876766	0.9121742584940872	0.8696438924122907	0.5743166391903662	1.0	0.7979803360741629	0.5945087447174947	0.5698424131691292	0.8546485763233819	0.6539074246082998	0.7352964011808103	0.9202607348838316	0.7959129546269844	0.8914511396950272	0.8232139507444104	0.8386201362272896	0.9386047782127012	0.7343125815009032	0.8627441201756142	0.9002618796509706	0.5567591982322981	0.6355186106833977	0.9220028211142665
BackhedF_2015__SID622_4M__bin.2	0.834441798183633	0.745651512705895	0.9100353676600577	0.8373510380259992	0.6832277574092557	0.710803222508809	0.8168205560661411	0.7288340311336428	0.7724682366350103	0.8927149867302648	0.7363330511387157	0.6499254984248709	0.71689072040882	0.8851275750258862	0.8712791761234805	0.8332740395226189	0.8471762420680803	0.6018541394217096	0.8681184866023438	0.6419998923927138	0.7802483532242108	0.8733852044373731	0.8247593385006792	0.5578065242956389	0.7730578806415591	1.0	0.5679809030008158	0.5343591162586924	0.8015798506454791	0.6088480640021786	0.6892241185261315	0.8649270521423184	0.7640589468321184	0.8564996447861525	0.7753445354714241	0.8033833707213751	0.9037573609422884	0.705278466793819	0.8187476049143588	0.8467260483200636	0.5378025494142541	0.6028648792876837	0.8687965223081983
VincentC_2016__MM055.4__bin.8	0.8886321914894065	0.8133210997084819	0.9442470538015475	0.8601925183767224	0.767666501480021	0.8107956365491925	0.8387018993193236	0.7893176342935887	0.8800653830706351	0.947995645801514	0.7611218860156069	0.5698434605363963	0.6535475292446952	0.9328169323087555	0.9242886752288021	0.8271140678040947	0.8942060141490422	0.5130300020537351	0.923291246953568	0.750754379607323	0.7828760560438336	0.9761745716771023	0.8725303486653176	0.5269203998965423	0.7353079095431385	0.7251450756973061	1.0	0.5814740489910414	0.8271400023411177	0.6543921540315237	0.6647267165684542	0.9343947334665574	0.7469125634607606	0.9074725812364326	0.8614135444171002	0.7939283744162101	0.9393895851104916	0.7938064119988588	0.8774284714954905	0.915510184913249	0.5681114540233229	0.5943291681532297	0.9210629795698932
XieH_2016__YSZC12003_37097__bin.2	0.8865494985447889	0.8007724858267502	0.9479022813200648	0.8526393913371232	0.750128812400185	0.8316672560044452	0.8478420522943374	0.7729016013149357	0.8606152686408836	0.9586339279816283	0.7652614522578113	0.5944534895920358	0.6761131683964702	0.9319800583638688	0.9338094664485469	0.8414313525107732	0.9014544338277294	0.5213960699589277	0.9036646447847492	0.7350777731580603	0.7959378436454493	0.9300177578482306	0.8802452681357368	0.5588507524742472	0.7814354713989843	0.7564004025630365	0.6447000400231591	1.0	0.8366324591705492	0.6518466996436773	0.6746000598404513	0.9156366208019397	0.7861683070980877	0.9114617778831245	0.8459162777684952	0.8122362065816725	0.935374643968743	0.7952811529778395	0.8627057986951673	0.9041324883136261	0.5623642418331384	0.6303220115717444	0.9243912011222027
LoombaR_2017__SID1050_bax__bin.20	0.8578969200556561	0.7612305853663726	0.8919133210276086	0.8050259764244488	0.678703102957145	0.7150178832670829	0.8033691514368013	0.7504851543259715	0.7796374420207947	0.903964583492473	0.7964092294869403	0.5804075006260836	0.6400440143994384	0.8778058937910882	0.8708604757074744	0.7871127346846424	0.8492323103595315	0.5516168426630258	0.8795183169326837	0.6598248706496862	0.778504690066882	0.8812017323417846	0.8133565137346779	0.5119096080378492	0.7290953358466922	0.7058683609760908	0.5705119961477731	0.5204668891237442	1.0	0.6207973838892987	0.6802632355031439	0.9017827185466739	0.7149758220549658	0.8307877436528663	0.7739480587541953	0.7555982506403457	0.8969606664816617	0.7024348123731516	0.8065450146827473	0.8674960622003138	0.5251835464273593	0.5760718115425636	0.8876955967228998
VincentC_2016__MM090.2__bin.22	0.8773570800175683	0.8146068540716326	0.9294654860073718	0.8469261340350006	0.7232145598626568	0.764205224323931	0.8288244269917617	0.7833422109727624	0.8278298643790392	0.9289274877081406	0.7708641213873682	0.6013145581271785	0.6668762590561934	0.9141986161562358	0.9081684962613791	0.8431094165722166	0.9001552585662547	0.5630619445634805	0.9228352910864496	0.6993617444494729	0.7970297954938971	0.9111501816244879	0.8483799309279603	0.5422402088981982	0.7701872848173676	0.7402342628822559	0.6231709059063669	0.5598699993191585	0.8571033797774049	1.0	0.6977524219935841	0.9166029212106163	0.7602630184241055	0.8832016372236084	0.7994628026907924	0.8086768579297345	0.9321127580355987	0.7493501968432983	0.8370893090526558	0.896274461901577	0.5597184787063477	0.6208914217973415	0.9087865935629772
