	LouisS_2016__AS60_3__bin.21	RaymondF_2016__P23C7__bin.76	QinN_2014__LD-35__bin.22	Obregon-TitoAJ_2015__NO11__bin.44	LeChatelierE_2013__MH0239__bin.22	XieH_2016__YSZC12003_37190R1__bin.70	ZellerG_2014__CCIS76845094ST-20-0__bin.31	IjazUZ_2017__S58_a_WGS__bin.10	RaymondF_2016__P22E7__bin.1	LouisS_2016__AS63_3__bin.7	LoombaR_2017__SID0017_mqf__bin.7	HMP_2012__SRS022713__bin.4	LiJ_2014__O2.UC15-0__bin.4	HeQ_2017__RSZAXPI003105-143__bin.26	Obregon-TitoAJ_2015__NO21__bin.51	FengQ_2015__SID530227__bin.11	ZeeviD_2015__PNP_Validation_10__bin.24	LiJ_2014__V1.FI34__bin.1	LoombaR_2017__SID1035_bai__bin.9	XieH_2016__YSZC12003_36389__bin.67	RaymondF_2016__P21E7__bin.46	VincentC_2016__MM055.6__bin.16	WenC_2017__RA082__bin.3	VogtmannE_2016__MMRS97327636ST-27-0-0__bin.1	LeChatelierE_2013__MH0233__bin.12	BackhedF_2015__SID622_4M__bin.2	VincentC_2016__MM055.4__bin.8	XieH_2016__YSZC12003_37097__bin.2	LoombaR_2017__SID1050_bax__bin.20	VincentC_2016__MM090.2__bin.22	RaymondF_2016__P21E90__bin.7	IjazUZ_2017__S56_a_WGS__bin.10	FengQ_2015__SID530185__bin.46	XieH_2016__YSZC12003_37297R1__bin.4	XieH_2016__YSZC12003_37179__bin.27	ZeeviD_2015__PNP_Main_222__bin.11	LiuW_2016__SRR3992999__bin.29	HeQ_2017__SZAXPI029464-140__bin.27	HanniganGD_2017__MG100158__bin.1	RaymondF_2016__P19E7__bin.8	LouisS_2016__AS68_3__bin.12	CosteaPI_2017__SID713A089-11-90-0__bin.16	GeversD_2014__SKBSTL024__bin.3
LoombaR_2017__SID0017_mqf__bin.7	0.9909325894170711	0.9918708442923424	0.9889612229232275	0.9913030052501318	0.9912762303832563	0.9891981827989835	0.9922562329594963	0.9920674358807697	0.991454188848417	0.9909684189049361	1.0	0.9892945013804458	0.9905398246442578	0.9907944506174952	0.9902882924684966	0.9886369318465923	0.9911360412317489	0.992528000930425	0.9924949685126274	0.9904480517332888	0.9913804129962381	0.991951075515693	0.9893703018511183	0.9885690438821705	0.9913638883608374	0.9893225440007082	0.9917544755351416	0.9890717408074055	0.9995716045412346	0.9917175606606029	0.991231044394863	0.9919710328379361	0.9887748243469234	0.9891574540459214	0.9914049636097797	0.9901521232513035	0.9911542679751486	0.9906834751681074	0.9912322284139612	0.9903039674594535	0.9895746173125309	0.9890252582399532	0.9909679785337444
HMP_2012__SRS022713__bin.4	0.9896337598147276	0.9889205032207733	0.9872742750484599	0.9894657325208616	0.9886050803900565	0.9878211931491777	0.9898542745392575	0.9893173855195098	0.9887545657529624	0.9893178794965832	0.9892945013804458	1.0	0.9888100541271104	0.9887516061160592	0.9890420353201628	0.9908249240909573	0.9921254908028858	0.9900196336750744	0.9894463524172548	0.9888289355261441	0.9902518017529504	0.9888279394774142	0.9877010720607318	0.9871890048505949	0.9886127009038955	0.9879803138204691	0.9884206968493694	0.9869183477301611	0.9891276316841048	0.9886512042388153	0.9901343428028819	0.9890626662574965	0.987697551082336	0.9875288469751288	0.9893138625818344	0.988611858876698	0.9894108746128588	0.9883030013553454	0.9899495086120457	0.989263918157723	0.9884950140067212	0.9874874219432944	0.9886935803083006
LiJ_2014__O2.UC15-0__bin.4	0.9897944627969613	0.9907535111722275	0.9887084114902623	0.993008461946787	0.9903573682148369	0.9889939011907677	0.9912822023411272	0.9901643590563418	0.990477981056544	0.9902326961921953	0.9905398246442578	0.9888100541271104	1.0	0.9918855447538529	0.9898489843848964	0.9882133139959967	0.9901509901060696	0.9914065071125248	0.9905450446239852	0.9896595557815425	0.9904375512625337	0.9903537310148998	0.9889280730098616	0.9880430298606924	0.9900355756692018	0.9895353146188071	0.9898414484614608	0.9887778366251224	0.9904840284454154	0.9899133819102747	0.9897149267919103	0.990108587873951	0.9881528007838556	0.9889374649218681	0.9906816255267357	0.9898343023300139	0.9904165088234634	0.989829393493091	0.9925131531573385	0.9900151646816269	0.9897367369396171	0.988016799791198	0.9903669068081743
HeQ_2017__RSZAXPI003105-143__bin.26	0.9909067109180436	0.9906581437867561	0.9891582090581059	0.992502413845405	0.9908961465101895	0.9892114177949034	0.9917472057403063	0.9904770343341743	0.9905562712738553	0.9909833266060173	0.9907944506174952	0.9887516061160592	0.9918855447538529	1.0	0.9898196192053385	0.9882654029157378	0.9903865562043876	0.9909010134758511	0.9916288664522037	0.9902060211761704	0.990175242645652	0.9907574256632048	0.9898786210707861	0.9871735403851971	0.9902333465922323	0.9898096946039515	0.9908724722280132	0.9892008888727583	0.9910077881560426	0.9903975899606763	0.9899894485359343	0.9906882902983277	0.9889910391896098	0.9888932724189958	0.990269835839456	0.9900803145620802	0.9915324375821478	0.9908397105607812	0.9920509004504895	0.9909125967176947	0.9898461978064331	0.9884209140987799	0.9907746782419528
Obregon-TitoAJ_2015__NO21__bin.51	0.9893778846183217	0.9903865899913773	0.9883243153696797	0.991298586387215	0.9904912589290845	0.9895452454279862	0.9900198017620538	0.9908764321449444	0.9905581653764087	0.989921459569365	0.9902882924684966	0.9890420353201628	0.9898489843848964	0.9898196192053385	1.0	0.9875285548419466	0.9901677535101165	0.9894953851692104	0.9906853817213439	0.9896980126829958	0.9898798786316971	0.9899654765482412	0.9888534697900719	0.9912173648098539	0.9892247232198202	0.9881267706484854	0.9902897601653369	0.988585372756607	0.9905247697179757	0.9892126397587331	0.99031890918526	0.9903684448198944	0.9888101906380091	0.9888975109854748	0.990100917091344	0.9899401461219295	0.9898932313593414	0.9899513476092724	0.9908746080633413	0.9904827390057337	0.989665649890854	0.9885132687876842	0.9926618705035971
FengQ_2015__SID530227__bin.11	0.9888431566302186	0.9887722985415721	0.9868146048990248	0.9884497306413411	0.9888324534804568	0.9871140932486722	0.9891090360361112	0.9887758328493429	0.9880830428000724	0.9886654082272144	0.9886369318465923	0.9908249240909573	0.9882133139959967	0.9882654029157378	0.9875285548419466	1.0	0.9920941240575191	0.9893972680395318	0.9891954532662717	0.9876161453836751	0.9886814400696682	0.9880763904285792	0.9867412749798362	0.9860294553209135	0.9884977754855381	0.9874371123705082	0.9879513633939463	0.9866741271384686	0.9890066165625463	0.9888216505660022	0.9888498820835253	0.988924525715402	0.9868367789036685	0.986585841526202	0.98846393988318	0.9881720008196329	0.9889427734852002	0.9878508653855984	0.9884506220387453	0.9885346587923083	0.9879245891217435	0.9863661539422367	0.9881735483198006
ZeeviD_2015__PNP_Validation_10__bin.24	0.9912846470117944	0.9911073516754222	0.9892163140623949	0.991103089063083	0.9914982590656127	0.9898010117716557	0.9920487988375609	0.9916526040133563	0.9915093148998543	0.9914013657119938	0.9911360412317489	0.9921254908028858	0.9901509901060696	0.9903865562043876	0.9901677535101165	0.9920941240575191	1.0	0.9915546112916266	0.9919175921825067	0.991071181791739	0.9910694901384459	0.9905360533250405	0.9890733535854781	0.9878995381890225	0.9907892952044951	0.9894392545537203	0.9907197872773331	0.9889050397923211	0.991291736150497	0.9909761883066686	0.9905639845470142	0.9915152306036401	0.9892333506827333	0.9893480902658841	0.9907442542586686	0.9905009585374882	0.9909379299592502	0.990621116913649	0.9908114130644619	0.9905548299189156	0.9904521177897072	0.9885651303203036	0.9904788133140954
LiJ_2014__V1.FI34__bin.1	0.9911193609789843	0.9929115632196909	0.9887385545264302	0.9912518068706039	0.9919273719680303	0.989560876983771	0.9931467499406341	0.9942110621841735	0.9915209900069855	0.9924880762152319	0.992528000930425	0.9900196336750744	0.9914065071125248	0.9909010134758511	0.9894953851692104	0.9893972680395318	0.9915546112916266	1.0	0.9939495695412791	0.9924565174907172	0.991020160107297	0.992492864137342	0.9896962000794446	0.9883333100389187	0.9920194453431556	0.9898383196658401	0.9923464787701218	0.9892173948942972	0.9928272777504644	0.9931864421147815	0.990857371962354	0.9946949559246528	0.9886937626765677	0.9894488310884038	0.991784547728216	0.9906237362821246	0.9914362258083977	0.9903860382470723	0.9906845141499063	0.9906537334113188	0.9901838684999368	0.9888053635999119	0.990265970651977
LoombaR_2017__SID1035_bai__bin.9	0.9919082018933925	0.9929521933139432	0.9892564717761205	0.9919106635570692	0.9925075888173877	0.9895756850750171	0.9931326193349256	0.9945206041099862	0.9916335072950617	0.9923556883044562	0.9924949685126274	0.9894463524172548	0.9905450446239852	0.9916288664522037	0.9906853817213439	0.9891954532662717	0.9919175921825067	0.9939495695412791	1.0	0.9929628764423504	0.9913781691460519	0.992579273297023	0.989526532924159	0.9886334986668341	0.9918277364463427	0.989893374601219	0.9922606694513392	0.9895479189874365	0.9930299343277781	0.993110572050228	0.9908949940521051	0.9950542877288157	0.9893987430662248	0.9894094968413051	0.991431887847097	0.9904549782034295	0.9919904425514232	0.991068460267329	0.9917694071150093	0.9913727216712664	0.9905397379795114	0.9885746958178141	0.9906548058544629
XieH_2016__YSZC12003_36389__bin.67	0.9912160000945788	0.9917808721680949	0.9883059694231451	0.990474199671437	0.9914777457432545	0.9887738349952229	0.9918070935702441	0.9951938263695971	0.9904961933255344	0.9907969789796134	0.9904480517332888	0.9888289355261441	0.9896595557815425	0.9902060211761704	0.9896980126829958	0.9876161453836751	0.991071181791739	0.9924565174907172	0.9929628764423504	1.0	0.9904542593924098	0.9907789690475748	0.989221789302402	0.9879987082966015	0.9903862001210769	0.9888888137187083	0.9906638351714621	0.9886456756779356	0.9912120857787581	0.9917695356389993	0.989880357847187	0.995170479155732	0.988406722899015	0.9885799792098415	0.9907707203148391	0.9894818878003212	0.9910585869385365	0.9903365871624064	0.9910270038346314	0.9903539217169104	0.9898944979770293	0.9883437286633386	0.9904552898955585
RaymondF_2016__P21E7__bin.46	0.9905165482952484	0.9913423906235158	0.9886951251170905	0.9910009406618839	0.9916167039274422	0.9895326721768545	0.9913431884234486	0.9914012299678481	0.9908494661214695	0.9907030028965013	0.9913804129962381	0.9902518017529504	0.9904375512625337	0.990175242645652	0.9898798786316971	0.9886814400696682	0.9910694901384459	0.991020160107297	0.9913781691460519	0.9904542593924098	1.0	0.9901779401233857	0.9900730791636212	0.9898008161570936	0.9906770151865609	0.9892573264643706	0.9908421366396151	0.9889820942132337	0.9914729154698639	0.9902448935587935	0.9995263082180055	0.9910260188415579	0.9895490991507047	0.9892082146084233	0.9908912093137957	0.9900579509468312	0.9908987968620288	0.9898318361848704	0.9918587459421717	0.9921784753342042	0.9901015851774211	0.9889375932970164	0.9903049846676907
VincentC_2016__MM055.6__bin.16	0.9913121383008131	0.9920944838648572	0.9896324691950944	0.9914878270047669	0.9915828412048714	0.9893368161813653	0.9922669002661154	0.9922034914409777	0.9916161612412111	0.9912355478249543	0.991951075515693	0.9888279394774142	0.9903537310148998	0.9907574256632048	0.9899654765482412	0.9880763904285792	0.9905360533250405	0.992492864137342	0.992579273297023	0.9907789690475748	0.9901779401233857	1.0	0.9893994777522674	0.9884835156620959	0.9905637908783927	0.9892580705942636	0.9992882102649838	0.9884471029791226	0.9922187672837651	0.9916031948394408	0.9906411928513519	0.9922368543600677	0.989170373235351	0.9897848202123273	0.9914649375111496	0.9899254445202722	0.9909555289347405	0.9902918050888599	0.9921011191795672	0.9902617345718305	0.9895726749341738	0.9887461819346522	0.9904426222796101
WenC_2017__RA082__bin.3	0.9891574684145704	0.9897236470822387	0.9872025840123512	0.9902887654634962	0.9897525542061525	0.9878544747593032	0.9895937134376092	0.9898712679075216	0.9894066518119932	0.9890828209384787	0.9893703018511183	0.9877010720607318	0.9889280730098616	0.9898786210707861	0.9888534697900719	0.9867412749798362	0.9890733535854781	0.9896962000794446	0.989526532924159	0.989221789302402	0.9900730791636212	0.9893994777522674	1.0	0.9880259194383288	0.9883608291113885	0.9876186738247339	0.9899006927965698	0.9885259908518624	0.9896438922494195	0.9890434580962852	0.9900115037228391	0.9894686724835005	0.9878334912172179	0.9879249995838799	0.9899616376445258	0.9885744054698062	0.989309135521678	0.9889221725752173	0.9902584066143572	0.9903825592278538	0.9882300381060838	0.9868223803295417	0.9898474729420181
VogtmannE_2016__MMRS97327636ST-27-0-0__bin.1	0.9887104568968674	0.988179865193189	0.9864296382484324	0.9891627675565812	0.9887070981259509	0.9876605089781682	0.9880162442603949	0.9888555800355562	0.9886670394045416	0.9882574515491656	0.9885690438821705	0.9871890048505949	0.9880430298606924	0.9871735403851971	0.9912173648098539	0.9860294553209135	0.9878995381890225	0.9883333100389187	0.9886334986668341	0.9879987082966015	0.9898008161570936	0.9884835156620959	0.9880259194383288	1.0	0.9877858592396062	0.9864864340031536	0.9878019615675722	0.9866566780410768	0.9883969602462869	0.9879202907010682	0.989160463629196	0.9881506720950999	0.9872202394504881	0.9871060865006646	0.9889825777830008	0.9883422036009512	0.9880526410017828	0.9882428511781772	0.9894535372155301	0.9890813979116732	0.9880362670752239	0.9876663433077133	0.9898186108243622
LeChatelierE_2013__MH0233__bin.12	0.991074610301679	0.9910056365828325	0.9884871448778888	0.9907294090222396	0.9920102939449088	0.9898609809942341	0.9925802735984072	0.9912559259861249	0.9906722564574735	0.9950038921602775	0.9913638883608374	0.9886127009038955	0.9900355756692018	0.9902333465922323	0.9892247232198202	0.9884977754855381	0.9907892952044951	0.9920194453431556	0.9918277364463427	0.9903862001210769	0.9906770151865609	0.9905637908783927	0.9883608291113885	0.9877858592396062	1.0	0.9890111974107305	0.9904948314997148	0.9887487978854584	0.9913341230327085	0.9905814097237008	0.9899801617579734	0.9916283778997481	0.9895641329162087	0.9893350054843871	0.9916441557218078	0.9902281263738875	0.9905461826781091	0.989993345196355	0.990216580362782	0.990416658093968	0.9901042984170304	0.9889805097451274	0.9898118049458923
BackhedF_2015__SID622_4M__bin.2	0.9890068702180796	0.9895201749746092	0.9887481538215596	0.9900455561051542	0.9898072970685738	0.9888209232113438	0.9899164505906078	0.9898563151968862	0.9891857689725355	0.9894605210713514	0.9893225440007082	0.9879803138204691	0.9895353146188071	0.9898096946039515	0.9881267706484854	0.9874371123705082	0.9894392545537203	0.9898383196658401	0.989893374601219	0.9888888137187083	0.9892573264643706	0.9892580705942636	0.9876186738247339	0.9864864340031536	0.9890111974107305	1.0	0.9891026253896017	0.987759840789638	0.9895643628107156	0.9888152093180435	0.9886469863245642	0.9895841250558263	0.9881207057284881	0.9885691654521259	0.989447930817773	0.9896069537648756	0.9896718424689942	0.9899114827392498	0.9895320335962269	0.9892813776284198	0.9896436238729068	0.9881111462053662	0.989213078579622
VincentC_2016__MM055.4__bin.8	0.9915298909600552	0.9917673243462237	0.9897384091485164	0.991793845626671	0.9913941449046042	0.9898993615965221	0.9920087150521187	0.9922757060115732	0.9923022329846946	0.9914204870325031	0.9917544755351416	0.9884206968493694	0.9898414484614608	0.9908724722280132	0.9902897601653369	0.9879513633939463	0.9907197872773331	0.9923464787701218	0.9922606694513392	0.9906638351714621	0.9908421366396151	0.9992882102649838	0.9899006927965698	0.9878019615675722	0.9904948314997148	0.9891026253896017	1.0	0.9884682615052267	0.9920430089447845	0.9914353921666493	0.9907190442412421	0.9921126467064085	0.9893589760254322	0.9900313451337043	0.9918910346174613	0.9900909870464306	0.9909804524710218	0.9905987070160691	0.9922470297190589	0.9900984845268922	0.989523714179673	0.9888993724261718	0.990546459991874
XieH_2016__YSZC12003_37097__bin.2	0.9885818078457608	0.9891428308124733	0.987078422089772	0.9890568361193822	0.988829425407935	0.9900765858866588	0.9891946735915538	0.9891697433122743	0.9880521988022756	0.9893345096545225	0.9890717408074055	0.9869183477301611	0.9887778366251224	0.9892008888727583	0.988585372756607	0.9866741271384686	0.9889050397923211	0.9892173948942972	0.9895479189874365	0.9886456756779356	0.9889820942132337	0.9884471029791226	0.9885259908518624	0.9866566780410768	0.9887487978854584	0.987759840789638	0.9884682615052267	1.0	0.9890723837436319	0.9883346471584261	0.9890323367184286	0.9886915571010912	0.9895218513221913	0.9887236933950653	0.9891173078967671	0.9904766688337165	0.9891859994937358	0.9885240897516644	0.9893621098244516	0.9895945152811684	0.9896565589150806	0.988694986493471	0.9887029365216582
LoombaR_2017__SID1050_bax__bin.20	0.9913268689410288	0.9920368150032227	0.9890790128328301	0.9916670587373497	0.9915524731971135	0.9899350062584087	0.9925224836177347	0.9925090950940839	0.9916754296959075	0.9915085805070141	0.9995716045412346	0.9891276316841048	0.9904840284454154	0.9910077881560426	0.9905247697179757	0.9890066165625463	0.991291736150497	0.9928272777504644	0.9930299343277781	0.9912120857787581	0.9914729154698639	0.9922187672837651	0.9896438922494195	0.9883969602462869	0.9913341230327085	0.9895643628107156	0.9920430089447845	0.9890723837436319	1.0	0.9920692620357544	0.9910227551253264	0.9927282810418522	0.9890889391243863	0.9894212643353874	0.9918162589355747	0.9906945492117624	0.9911107597202026	0.9908378632546828	0.9915476466427735	0.9907886316187039	0.9901007876714202	0.9886798683701765	0.9912702748810662
VincentC_2016__MM090.2__bin.22	0.9907453679730034	0.9930929425627071	0.9883061937569156	0.9901053375773216	0.9909156092751693	0.9887436578362157	0.9918389158386698	0.992842766752875	0.9908751061614804	0.9916827057714411	0.9917175606606029	0.9886512042388153	0.9899133819102747	0.9903975899606763	0.9892126397587331	0.9888216505660022	0.9909761883066686	0.9931864421147815	0.993110572050228	0.9917695356389993	0.9902448935587935	0.9916031948394408	0.9890434580962852	0.9879202907010682	0.9905814097237008	0.9888152093180435	0.9914353921666493	0.9883346471584261	0.9920692620357544	1.0	0.9902447157298038	0.9931811261556754	0.9887091229800207	0.9888467807447786	0.9906822048723838	0.9894457788423923	0.9905375373905593	0.9901194084874484	0.9900863624126527	0.9899460847088626	0.9895339794597414	0.9881267906216836	0.9902005063386884
