	RaymondF_2016__P7C0__bin.11	LiuW_2016__SRR3993037__bin.47	XieH_2016__YSZC12003_36439__bin.51	HMP_2012__SRS020328__bin.53	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.8	KarlssonFH_2013__S436__bin.55	XieH_2016__YSZC12003_37203__bin.31	ZellerG_2014__CCMD86114146ST-21-0__bin.27	XieH_2016__YSZC12003_37233__bin.20	XieH_2016__YSZC12003_37255__bin.77	YuJ_2015__SZAXPI003420-4__bin.57	FengQ_2015__SID31884__bin.16	LiuW_2016__SRR3993044__bin.88	FengQ_2015__SID530743__bin.16	LiJ_2014__MH0309__bin.18	YuJ_2015__SZAXPI003409-8__bin.78	XieH_2016__YSZC12003_35740__bin.47	XieH_2016__YSZC12003_36666__bin.33	LiJ_2014__MH0336__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.47	ZellerG_2014__CCIS78318719ST-4-0__bin.8	Obregon-TitoAJ_2015__SM11__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.48	LiJ_2014__MH0338__bin.14	KarlssonFH_2013__S193__bin.14	HMP_2012__SRS049959__bin.10	LeChatelierE_2013__MH0450__bin.33	XieH_2016__YSZC12003_36033__bin.7	RaymondF_2016__P7C7__bin.27	XieH_2016__YSZC12003_37830__bin.66	QinJ_2012__CON-073__bin.10	XieH_2016__YSZC12003_35734__bin.27	NielsenHB_2014__V1_UC43_0__bin.23	HMP_2012__SRS011084__bin.63	HMP_2012__SRS042628__bin.30
LiJ_2014__MH0309__bin.18	0.9160303513355695	0.5863069487125936	0.7999698447269828	0.8661121861400825	0.757929877801883	0.9111980487513798	0.9155204821433899	0.8239566062424611	0.6342133416304732	0.9203362685886479	0.5769566829625904	0.93344582067096	0.5217592138744092	0.7805298164257797	1.0	0.7671986284145785	0.9436693106696389	0.6352932840051317	0.9334692629326695	0.8345024273396443	0.6923826501689974	0.9380378400726284	0.9022164658446247	0.88345786146902	0.5647528546281418	0.8828563543447036	0.9495373349984443	0.6422833402239375	0.9379030470677993	0.5471178804785631	0.9292592458411296	0.9313306893303612	0.6531253862645395	0.9408780831901934	0.8538470882579843
YuJ_2015__SZAXPI003409-8__bin.78	0.908106261518407	0.5726782637359344	0.7829334292264125	0.8601315533180504	0.7492306078722225	0.9102308925548014	0.9099432133171513	0.8254326426034971	0.6371286016092058	0.9128961208252798	0.5877484604665798	0.9312974033952144	0.5132113693232047	0.78061761136333	0.8630347162913351	1.0	0.9323126713714209	0.6436912842180968	0.9270984851890143	0.8200212762769512	0.6874161310139195	0.9365547414632684	0.8953093300969418	0.889829040619709	0.5537273939557393	0.8845441332913802	0.9339236751022609	0.6450883265159347	0.9345343941505222	0.5452552404069463	0.9350779880433316	0.9388705593263511	0.6727492845477293	0.9414440898398285	0.8440496846016692
XieH_2016__YSZC12003_35740__bin.47	0.8811019064652561	0.5525117259510325	0.7494639332422853	0.8199355835176875	0.7242463285538607	0.8835586171829127	0.8775723637738541	0.7901509927188048	0.6061207299168788	0.8912104608567661	0.5497234803526003	0.9064447680117266	0.48362697297012885	0.7441509936500826	0.8247498238720946	0.7243417845237469	1.0	0.6145436715718618	0.9108329487932271	0.784700224018864	0.6493073388877844	0.9049319072987498	0.8759384369527289	0.85156876066022	0.5278612694153951	0.8603190464460811	0.9196959191874415	0.6105694437524534	0.9117767987979066	0.5126046115943149	0.9007951715110959	0.9092535017207685	0.6123928855967186	0.9219472831601234	0.8214656728691317
XieH_2016__YSZC12003_36666__bin.33	0.8917536547537926	0.6025414316908365	0.7767440466983545	0.8279008454252698	0.7508064774597388	0.8934167750098589	0.8815457054988176	0.7820357929676558	0.6424423830207057	0.8765918785107025	0.5521148173075986	0.8931318080284046	0.5434870761551615	0.7727621731066417	0.8308041642803294	0.7483100552236747	0.9195487349277549	1.0	0.9133797920089405	0.7984844494423984	0.6839430511951194	0.9171031747690652	0.8675481831090525	0.852867158008269	0.541510422545417	0.8493688225220065	0.9033000430585806	0.6546827251483013	0.9163667197583146	0.5746822513645669	0.9197403386438916	0.925851452077472	0.6062773557851084	0.9191815525335586	0.8167697146289089
LiJ_2014__MH0336__bin.21	0.868371128684083	0.5370707410018062	0.7369244423396039	0.8021397785511843	0.7069745179670177	0.9120037409871212	0.872812862534326	0.7696424769079402	0.5992958573799139	0.8689406288089049	0.5371340697828099	0.8831432552094806	0.46986651394334555	0.722799370750547	0.8040355118433998	0.7098729569584563	0.8976593131856029	0.6015922140476085	1.0	0.7702317099137994	0.6347888857071531	0.8908009897646005	0.8549720435555164	0.8447150755539892	0.5307374039972392	0.8425366572683085	0.9002856219804103	0.5964180690779329	0.8991971011938852	0.5005603220406185	0.8787120761560715	0.8910015309044452	0.601383871536191	0.8953381756905591	0.7981248256164002
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.47	0.9305721324691819	0.6122004332767341	0.8299996847258692	0.9001904030554567	0.7683343166883606	0.9229070301627265	0.9334777213787389	0.8424293673348977	0.6580778862220702	0.9238933878006927	0.595848965675655	0.937673682266731	0.5383536610082467	0.8014386634178419	0.881822306995933	0.770296898152944	0.9487566939453855	0.6452017529241676	0.9449300541821113	1.0	0.7212013971147913	0.9520918438582348	0.9080733823059151	0.920089267618194	0.5772680595778028	0.9054566070198037	0.9503842966459336	0.6619940413189268	0.9514370870471874	0.562660733507785	0.9398164203775182	0.9493292542866022	0.6836150908214692	0.9543032666903873	0.8798332650239383
ZellerG_2014__CCIS78318719ST-4-0__bin.8	0.960665412914202	0.6805055284414919	0.8526385696463632	0.889826329767242	0.7857559099808489	0.9425570343581966	0.9449941967398298	0.8632975344937095	0.689859018362853	0.9279444045606797	0.6156269417474054	0.9516663942617033	0.5944765928276807	0.8346550146305602	0.8962254326928714	0.7909888438098902	0.9616543463763589	0.6769656431826003	0.9539490788919256	0.8834341231698006	1.0	0.9626612102918043	0.9148620699880763	0.9077209221494199	0.6203516161889925	0.9112001197202573	0.9540456274865574	0.6971808500000344	0.9689037665675665	0.6061527660827545	0.9552952421542198	0.9542911367700495	0.6765173818503815	0.9651287165174646	0.88131695041609
Obregon-TitoAJ_2015__SM11__bin.32	0.8957599323641938	0.5566706001831881	0.7584891348942392	0.8234325735584038	0.7294572452131641	0.8899005435960049	0.902105253758811	0.7911335623890027	0.6166494428458169	0.8954380137480398	0.5542940418738578	0.9062709276472637	0.48839518635328244	0.747582438188101	0.8274257742612674	0.7343809552006775	0.9133183605930258	0.6185894137180566	0.9122506246865993	0.7947564391947429	0.6560109254948735	1.0	0.8894183706030498	0.8589065951960343	0.5298888511359028	0.8714294643415214	0.9210716647234062	0.6097834122151431	0.9319600332163618	0.5165905575865409	0.9212958328692537	0.9098580879350072	0.6182595058807717	0.9277196366126267	0.8273750192093773
Bengtsson-PalmeJ_2015__TRAVELRES36__bin.48	0.8525059862309593	0.5274184041952339	0.7209020926028066	0.7983054070495141	0.693344616744039	0.8685796431250822	0.8628322937647646	0.7689281737430806	0.5900597818940048	0.8849191444916742	0.5315224373680829	0.8852237776594144	0.46814927782071863	0.7185979494971187	0.8010419021976161	0.7066382594660972	0.8898476739554725	0.5889978231027361	0.8812947666481553	0.7629778932818926	0.6275220930001543	0.8952449789926102	1.0	0.8289863189433582	0.5082539505340069	0.8339626247269417	0.9053640981297226	0.5903464398127168	0.8919455747302057	0.49660551613089393	0.8856495072416602	0.88408045721465	0.5934580500260641	0.8992397415726829	0.8150436751248097
LiJ_2014__MH0338__bin.14	0.905288787336008	0.572315957698642	0.8009537007592422	0.8632957793128113	0.738099568106751	0.9045486456473878	0.9082666257565244	0.8163971101454782	0.630845569970059	0.9113516501044936	0.5700548934185808	0.9185209154795784	0.5058738904224548	0.7688217980617127	0.8423533762551167	0.7542140325174672	0.9290215804387205	0.6218211244667374	0.9350686955117036	0.8302042831699807	0.6686359752547825	0.9284226600194458	0.8902487221507085	1.0	0.5410938654090185	0.8786741659563271	0.9310291576202082	0.6304473056708976	0.9375293999315228	0.5385899818241114	0.9221108820639844	0.9331703362183789	0.6517051706288207	0.9297464824220159	0.8448537039087811
KarlssonFH_2013__S193__bin.14	0.9400090971310029	0.6556871947253644	0.8365968228057423	0.8934700453581251	0.7721950866990592	0.9589234778246805	0.9400167489234353	0.8739673268463137	0.6857340832089918	0.927553679449411	0.6347314858505605	0.9501477221039029	0.5585910499534515	0.8250349644404202	0.9012230114904417	0.7855058047347592	0.9638095723923329	0.660779037489532	0.983282533933574	0.8717619102274707	0.7647873014253589	0.9586276085172951	0.9135032881452481	0.9056032375583981	1.0	0.905353279005607	0.9589217774263621	0.7096110763946455	0.9540892454057363	0.5917734729360353	0.9493034743388638	0.9552795242285504	0.6804432938415824	0.9589311296171127	0.8870773978804535
HMP_2012__SRS049959__bin.10	0.9042583588099171	0.572163012442804	0.7716906018666224	0.8469123188200943	0.7714316291955592	0.9016474296583782	0.9183382940314119	0.8099564643213403	0.6250323084813802	0.9123198297343031	0.5897787070953464	0.918863811673862	0.4908264105681042	0.7831575886564922	0.8365266565164187	0.7450557927087835	0.9327105200453935	0.6154058954901398	0.9268369390944741	0.8119025455044767	0.667010112554672	0.9360806985093675	0.8900037558609604	0.8731907250427078	0.5375687060049351	1.0	0.9347661471732098	0.616712874525974	0.9417770876327172	0.5226689430684172	0.9354981362044803	0.9367132379963895	0.6363983312669367	0.9470575050582966	0.8534790176606236
LeChatelierE_2013__MH0450__bin.33	0.8685975585898391	0.5440301265907855	0.7395965721382431	0.8073597666763486	0.7110870622937508	0.8864402262348251	0.8806545472288443	0.7837332612789438	0.5961781099808371	0.8894709295982892	0.5432844188980742	0.8956188752426426	0.4752689726219405	0.7320745910230603	0.8203870959426597	0.7172948486788775	0.9091774061616629	0.596780199895693	0.9030501746198847	0.7770564155488339	0.6368026079515456	0.902176499804597	0.8810195757475604	0.8436485728213482	0.5191778066343128	0.8523540196636674	1.0	0.59811971186223	0.9063750182399181	0.504088733691672	0.8868853492834992	0.8997336166408814	0.602666687534207	0.9095419743669886	0.8135445373919472
XieH_2016__YSZC12003_36033__bin.7	0.9350845252058423	0.6469511696981367	0.8453570949238195	0.8788258086351675	0.7721342541533183	0.9425413872987529	0.9310967852995582	0.8693820060804462	0.6932182891888264	0.9217149834567512	0.5995994024590212	0.9470827570914225	0.5520477741015003	0.8276321855178007	0.8793415086742643	0.7851084501864398	0.956452888211987	0.6853894228244315	0.9479959911069097	0.8576923189141561	0.7374036435994841	0.9464503498298992	0.9103185231868074	0.9052556179939195	0.6088039552077681	0.8910953848128892	0.947790294627383	1.0	0.9391269716226388	0.5952287169791503	0.9358044628841857	0.9431934889040609	0.6714472862653105	0.9499420840408709	0.8776543598900617
RaymondF_2016__P7C7__bin.27	0.9398409619395227	0.5432240027376463	0.7453956719731623	0.8087987470287591	0.7193963342474193	0.885467599753907	0.8974595602240664	0.7819628037998676	0.6133125427180731	0.8809414440714923	0.5499292989946898	0.8946338259805211	0.4795326815742942	0.737949698517631	0.8118850557537152	0.7191366821535535	0.9030727496280473	0.6065708121530093	0.9036833701827158	0.7794050231380916	0.6479569577076086	0.914587374543764	0.8696219041215043	0.8511635457684088	0.5175493454276787	0.8603892659916634	0.9081085244289729	0.5937860595880802	1.0	0.5097542482864346	0.9052777170539311	0.9023039396094427	0.6066533658382703	0.9086656465060422	0.81005134931462
XieH_2016__YSZC12003_37830__bin.66	0.9547837231544474	0.6834528411743415	0.8609547688611698	0.9033656275516717	0.7875085893528742	0.9406963102063368	0.94262050009704	0.8579063135459122	0.7023459205600695	0.9354727597306659	0.6103703431719671	0.9474375315817174	0.6075955232205397	0.8491910709196421	0.8977635335854626	0.7953539687618567	0.9624122924349001	0.7210816377557354	0.9535912674475329	0.8737238363503163	0.7684083164168979	0.960989913083617	0.9178001115523081	0.9268956461378948	0.6085029785165642	0.905144694533762	0.9573732054153574	0.713401488646318	0.9662851507792051	1.0	0.9563713328052957	0.9562769154912586	0.6949096828452482	0.9624621237950864	0.8987916332272013
QinJ_2012__CON-073__bin.10	0.9054723523615096	0.5674604108840701	0.7714331838926987	0.8398417924804342	0.7427686412017006	0.896257033407213	0.9163486388666408	0.8037876978855216	0.6227907618109111	0.9101876360016279	0.5656975847504249	0.9190993010675451	0.4975479468048356	0.7660351594687402	0.8380150645000257	0.749621994150819	0.9294768648889141	0.6342431258669391	0.919996809712312	0.8020556215127248	0.665551187060885	0.9419012096667638	0.8995645545584838	0.8721468185768914	0.5364708979939145	0.8903650909496246	0.9257114605800076	0.6164092255048126	0.9431052549899895	0.5256061426491014	1.0	0.924403154348905	0.6274080305883246	0.9366823986927507	0.842650590947943
XieH_2016__YSZC12003_35734__bin.27	0.8840458727243172	0.55333868305875	0.7505702235782356	0.8229067559724157	0.7260453396255848	0.8818469575661841	0.8864012509550572	0.7883509026373396	0.6052389832898375	0.9006600024640592	0.5541397365143119	0.9007808631608633	0.4824107867703445	0.745244857681845	0.8188841559590179	0.7338441337356402	0.9147473004264322	0.6224944242463422	0.9095399845129665	0.789917875624974	0.64822885207166	0.9069503801256296	0.8755195721718714	0.8605398725528636	0.5263506768433247	0.869231536771867	0.9156420443446329	0.6057430379788344	0.9165049335055364	0.5124142205258002	0.9012910077299316	1.0	0.6096522725324391	0.921924458316879	0.8267007512569746
NielsenHB_2014__V1_UC43_0__bin.23	0.9333483686334445	0.5990756939776325	0.8410973141552971	0.9202333536966767	0.7847127491316385	0.9382231632665722	0.9384209577486171	0.8640509623686874	0.6615006543275024	0.930232558139535	0.6213359667004597	0.9479056045905836	0.5298804693641163	0.8108617635531188	0.8947353823673883	0.8192771524017433	0.9598995408394515	0.6351042143362318	0.9564771853918191	0.88624992610077	0.7159882899827679	0.9601965974969874	0.9156797013960203	0.9363554286556763	0.5841389261730272	0.9201048967636882	0.9555830959434614	0.6718604140254534	0.9600681405639989	0.5801567612503823	0.9530884039153089	0.949864572818659	1.0	0.954617479339235	0.8865447931514937
HMP_2012__SRS011084__bin.63	0.8777625487807015	0.5461026629120938	0.7414887994620863	0.8137017623311065	0.7263396880064269	0.8755867288821414	0.8787300922625114	0.7823520622326919	0.6040173807334329	0.8833413731369715	0.5479805642743101	0.9052835806303144	0.47904286060825185	0.738754497601433	0.8144258058327468	0.7244230480110018	0.9131074010158745	0.6084082203379669	0.8997670147917014	0.78171979239782	0.6454049985749718	0.910387395555572	0.8766963140190502	0.8440617825858775	0.5201537739268707	0.86517664355569	0.9112428737055993	0.6005986963527576	0.9086270936155966	0.5077159056216214	0.899074331135992	0.9076009810097685	0.6031835777710344	1.0	0.818266464610875
HMP_2012__SRS042628__bin.30	0.9179910816987772	0.5916679029306983	0.8056861695380242	0.8807451339572705	0.7568392276252335	0.9104251458254052	0.936306064573833	0.8290252219362689	0.649694911537246	0.9276758666210861	0.5851984795027423	0.9287041157917142	0.5209627379270755	0.791341744228797	0.8614234021556144	0.7569795167175147	0.9482516001556618	0.6301033516730414	0.9348289978091252	0.8400080840917544	0.6869064588883084	0.9463031405406451	0.9261321490998923	0.8939425212476162	0.5608209653179563	0.9087400641997286	0.9499726946900848	0.6467391654895283	0.9440880778996842	0.5526046470627441	0.9426905620378792	0.9485633536940644	0.6528887727875711	0.9537029870289029	1.0
