	RaymondF_2016__P7C0__bin.11	LiuW_2016__SRR3993037__bin.47	XieH_2016__YSZC12003_36439__bin.51	HMP_2012__SRS020328__bin.53	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.8	KarlssonFH_2013__S436__bin.55	XieH_2016__YSZC12003_37203__bin.31	ZellerG_2014__CCMD86114146ST-21-0__bin.27	XieH_2016__YSZC12003_37233__bin.20	XieH_2016__YSZC12003_37255__bin.77	YuJ_2015__SZAXPI003420-4__bin.57	FengQ_2015__SID31884__bin.16	LiuW_2016__SRR3993044__bin.88	FengQ_2015__SID530743__bin.16	LiJ_2014__MH0309__bin.18	YuJ_2015__SZAXPI003409-8__bin.78	XieH_2016__YSZC12003_35740__bin.47	XieH_2016__YSZC12003_36666__bin.33	LiJ_2014__MH0336__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.47	ZellerG_2014__CCIS78318719ST-4-0__bin.8	Obregon-TitoAJ_2015__SM11__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES36__bin.48	LiJ_2014__MH0338__bin.14	KarlssonFH_2013__S193__bin.14	HMP_2012__SRS049959__bin.10	LeChatelierE_2013__MH0450__bin.33	XieH_2016__YSZC12003_36033__bin.7	RaymondF_2016__P7C7__bin.27	XieH_2016__YSZC12003_37830__bin.66	QinJ_2012__CON-073__bin.10	XieH_2016__YSZC12003_35734__bin.27	NielsenHB_2014__V1_UC43_0__bin.23	HMP_2012__SRS011084__bin.63	HMP_2012__SRS042628__bin.30
YuJ_2015__SZAXPI003420-4__bin.57	0.9505094848765556	0.635994200330259	0.8153135446453743	0.9028756695799267	0.8060010471625921	0.9475299045471022	0.9500648435297434	0.8583922026662371	0.6633033952233276	0.9330911434209996	1.0	0.951531676668412	0.5353828184783922	0.8443908332997704	0.8861734262354505	0.80125578960087	0.96531555841959	0.647281807563736	0.9576487172258247	0.8656981755205606	0.7286471464819364	0.9643400861895365	0.9199677796125498	0.9183052076201216	0.6106689757944339	0.9441709291554231	0.9647710338716823	0.6730234806073543	0.9734705384832253	0.5713262716984172	0.9622981191348826	0.9673607475129888	0.6963695678440533	0.9719674574086753	0.890120423698095
FengQ_2015__SID31884__bin.16	0.9123458860581574	0.5730330815484219	0.7765319611784476	0.8464533310523885	0.7441140331444986	0.9159181916080132	0.9130594822031044	0.8205519534033731	0.627150098822254	0.9235048959423049	0.5676472326645392	1.0	0.5023577504950724	0.7683796658255683	0.8543192268750399	0.758308589727387	0.9492832563434372	0.6255033015234437	0.938342890395957	0.8124505948796954	0.6727943031481363	0.9406100598315529	0.9136193067881975	0.8825521658003401	0.5447799601058909	0.8879668468516955	0.9484548120647244	0.6340640525821849	0.9464476126725064	0.5285527357161839	0.9335899075880979	0.9376946471639479	0.6337055726332755	0.9551746292303397	0.8421352334372413
LiuW_2016__SRR3993044__bin.88	0.954970145295941	0.7594488080978027	0.8712068981282518	0.8980395563398956	0.7862759799932335	0.936356903157375	0.9543117873503836	0.8512970565913517	0.7073278896884687	0.9245274910161572	0.6077475928787616	0.9559092197543959	1.0	0.8683851028227096	0.9095269881038377	0.7941022100710478	0.9647467607874692	0.7229949800206651	0.9506560719804688	0.8875570348289641	0.799348042756691	0.9643316295273539	0.9192459972751296	0.9249151906952077	0.6097336393478598	0.9012106471109973	0.9583469729250295	0.7035386739573714	0.9643499172480637	0.6455126505308011	0.9595256165247844	0.9557894351837459	0.6740506386986458	0.9638607207190731	0.8993233543337326
FengQ_2015__SID530743__bin.16	0.955447930828474	0.6479733815120272	0.8501057214603145	0.9047593289121448	0.7985702660045703	0.9358951704705958	0.9599442483077955	0.8636475646800168	0.6817826116746785	0.9460429881849206	0.630042805471311	0.9610525505978461	0.5707949123876221	1.0	0.8945405894677625	0.7947921812999833	0.9756558156419679	0.6762531208566384	0.9620430506922081	0.8689642903078845	0.7366297513051402	0.9703378879508789	0.9276466126459455	0.9243421408505559	0.5923911802217325	0.9390596019007024	0.9707604131731704	0.693152326653468	0.9742746450006792	0.5929020570907906	0.9726188029133204	0.9710434990617897	0.6778572742254806	0.9777744520695322	0.8981726234909598
LiJ_2014__MH0309__bin.18	0.930311483724677	0.5964718330569988	0.8122178936914742	0.8786772384163261	0.7701507550539385	0.9244077632246323	0.9298825968911298	0.8361140828321662	0.6442855224853912	0.9336429487807892	0.586131131749773	0.9471984366142554	0.5299474893337709	0.7929568790251429	1.0	0.7793523755535571	0.9580868343996011	0.6447437121460752	0.9471728632378452	0.8468905970957169	0.7025864273566932	0.952364258649129	0.9163265762789885	0.8969574075415887	0.572518636598059	0.8964811034059476	0.9612217041245594	0.6523571194148812	0.9524329870982317	0.5553828760671556	0.9437417685694679	0.9451008869699385	0.6631155192034746	0.9550856921221214	0.8657482983049114
YuJ_2015__SZAXPI003409-8__bin.78	0.9214791507469172	0.5813158328463763	0.7951609954900286	0.8728703495602403	0.7605843484514766	0.9244674188280068	0.9235228719977225	0.8384015822358071	0.6468827257607768	0.9266238144468917	0.5961666741583135	0.9457736623664614	0.5204920513627306	0.7925443130909037	0.8767066720606523	1.0	0.9473001603212419	0.6462893873331236	0.9415711481697907	0.8323255570039406	0.6969766710118218	0.9505125784750004	0.9098113603332284	0.9037365337648522	0.5620413239238249	0.8964055078587375	0.9480852849073284	0.6558361427008885	0.948313630302213	0.5534612906609131	0.9486840173206874	0.9533042657436958	0.6829403215414812	0.9556200836067784	0.8565769167378373
XieH_2016__YSZC12003_35740__bin.47	0.8950040207917072	0.5618533731113106	0.76126787878675	0.8322107556061756	0.7356153673867462	0.8963823118690885	0.891928010366984	0.8023660973920963	0.6158814520669011	0.9048955874663052	0.5580174400385176	0.9198542364057893	0.49128440431051223	0.7558725211132308	0.8373504775359508	0.7359860159332311	1.0	0.6246787673793891	0.9241748995500532	0.7965651682562802	0.6588724927092593	0.9188065489314287	0.8900333257744623	0.8649684506378554	0.5351094041824616	0.8733294623221318	0.9330630144436524	0.620198390100145	0.9262907626093844	0.5203714680709094	0.9147359338643789	0.9230121992729514	0.6219305667244214	0.9358396190701471	0.833477758991836
XieH_2016__YSZC12003_36666__bin.33	0.9047799204879415	0.6111538445459828	0.788941190897221	0.8401802050368785	0.7617237088348126	0.9071913403481195	0.8952791631307072	0.7937180457257043	0.652503319969845	0.890011106048128	0.5598785998854559	0.9069321527757456	0.5509052753031868	0.7839406822764472	0.8431629523415367	0.7513304265307743	0.9347139948747748	1.0	0.9278733938383031	0.810421709328105	0.6930494532675052	0.9311236896047668	0.8811597111034005	0.8662327365051761	0.549320886755933	0.8607695920025306	0.9167980023048186	0.6653170797642787	0.9300123880511743	0.5829191209360852	0.9323861839089109	0.9399709041047787	0.6157307347688981	0.9334933050177878	0.8292392844750824
LiJ_2014__MH0336__bin.21	0.881822528892609	0.5461322635358385	0.7481992598792898	0.8137853906926884	0.7181483765804662	0.9170406735979558	0.886825502591891	0.7810159588528129	0.6088465718019883	0.8813553644066552	0.5455788250583726	0.8961022512004934	0.4771071045714202	0.7345464007224988	0.8158389870332027	0.7209545758256605	0.9108082955196264	0.6111383394275812	1.0	0.7815707740429094	0.6441211617251862	0.9042188899657841	0.8684619917176968	0.8575143728798625	0.5315074452619059	0.8555732080708401	0.913588337224841	0.6059926465189363	0.9132882138713894	0.5078867277559951	0.8921042777214855	0.9031634102823913	0.6105137707975388	0.9084316306151519	0.8093514582140182
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.47	0.9444182967089885	0.6223798467767724	0.8358998148890461	0.9027323007354895	0.7801711713334745	0.9366355295929811	0.9475243098874472	0.855331398150692	0.667900364366817	0.9368652293168911	0.6050566592652311	0.9518559512496115	0.54647084389877	0.8139634912556468	0.894912939300722	0.7818550729859612	0.9631022298888884	0.6548474523598269	0.9588409622166474	1.0	0.7314787707912029	0.9657544735147211	0.9215552923266781	0.9250323155984128	0.585543442523274	0.9190257804160717	0.9633623310468452	0.6725439019227218	0.9656643951916191	0.5698968378004675	0.9540915826310977	0.9636646564187561	0.6862752163005733	0.9681978480288611	0.8905666602110535
ZellerG_2014__CCIS78318719ST-4-0__bin.8	0.9708823231246987	0.6907962293636	0.8650409262596316	0.9020245550661461	0.7957004152279202	0.9563724486171827	0.9564855483994656	0.876137118314096	0.6981035787115866	0.9412198363225468	0.6238273655957358	0.9655487029041128	0.6028708034980935	0.84522018941455	0.9094332804384961	0.8019898665353605	0.9758207837401133	0.685979144124294	0.9679734518950075	0.8960233702769634	1.0	0.9763807655889775	0.9283657702129655	0.9209370454888703	0.629434080412566	0.9228107778575453	0.9676996676659446	0.7078977440041598	0.9792103290445069	0.615272470478543	0.9683265438982323	0.9683817145237361	0.6862949959553035	0.978908959502692	0.8934269027141879
Obregon-TitoAJ_2015__SM11__bin.32	0.909465206237044	0.5659366868324007	0.7697069412702956	0.834914964140146	0.7405223164793664	0.9033130360121192	0.9158119374942136	0.8028875864891931	0.6260330180410711	0.9088758836900991	0.562619750200553	0.9198967792629896	0.4956240216141328	0.7587194124444808	0.8400628422735068	0.7453257181957331	0.9273215854186375	0.6280463017660408	0.9259916150774461	0.8061612873360976	0.6653601940346836	1.0	0.9029864178541234	0.8716212056486613	0.5374381951503548	0.8842775417824517	0.9343032247786164	0.6195518798872298	0.9462372413313426	0.5239021047838046	0.9351435028599062	0.9235497331365166	0.6271162624355752	0.9415414591231501	0.838762949000102
Bengtsson-PalmeJ_2015__TRAVELRES36__bin.48	0.866087705970337	0.5364883364285451	0.7324634889579937	0.8100512862236745	0.7046321270679814	0.8822994884622553	0.8768416352178647	0.7810884297106269	0.5996670794666838	0.8989999139080178	0.5402480016726442	0.8993537424941509	0.4755470388615423	0.7300902830534083	0.8135697047045011	0.7180842358012088	0.9041663789050046	0.5982389932346839	0.8952000408700399	0.7743056113997138	0.6367845496112143	0.9089019109581848	1.0	0.8419824239907134	0.515869306694645	0.8470462408550921	0.9195465696129361	0.6004579904239226	0.9063130020652616	0.5042464160664668	0.8996351970513023	0.8982879994399291	0.6028647816622186	0.9142504936097989	0.8269806595781114
LiJ_2014__MH0338__bin.14	0.9195358798542271	0.5819078282302333	0.8071633726890257	0.8684589914769408	0.7499311673309484	0.9182399969114198	0.922781429098287	0.8290877207598314	0.6410038495495651	0.9247879902994196	0.5791240420575228	0.9329742520098632	0.5138396843958625	0.7812513017248298	0.8552248313726606	0.7660019445863995	0.9436400137766936	0.6315659000417568	0.9492370495524098	0.8346644369284476	0.6783710990164294	0.9421663342717606	0.9042052442873965	1.0	0.5488645911542654	0.8924417157469843	0.9443913312492189	0.639913702628646	0.9522087920907961	0.5457099721519785	0.9364351890891838	0.947709015098484	0.656364964527046	0.94401287856698	0.8547615443307788
KarlssonFH_2013__S193__bin.14	0.9539421609512028	0.6662262635022254	0.8488158851210896	0.9059441674212184	0.7838530175693657	0.9642856839214586	0.9542745888224317	0.8865851325673039	0.6964406412202059	0.9405226174231314	0.6445487355413005	0.9638639851385187	0.566932353903902	0.8379766960410476	0.9136155144342563	0.79729976747053	0.977043772503709	0.6703097700636375	0.9847091681226328	0.8842589876678612	0.7759844243514044	0.9722852078099294	0.9271906444084527	0.918608734095962	1.0	0.9189607165478514	0.9720752086176186	0.7204315610931861	0.9684142510383057	0.6003613346426401	0.9630894537045303	0.9677953060504423	0.6904144295801291	0.97261593528284	0.899230994860546
HMP_2012__SRS049959__bin.10	0.9160090544519068	0.5805516067411647	0.7833378094041912	0.8591547091630892	0.7772703775649905	0.9152699979403343	0.9303530105446806	0.8224553032352906	0.6337879069354194	0.9259721823975317	0.5917202448982889	0.9328402587909359	0.4975460698751681	0.7887373643548602	0.8494364189279238	0.7550466857555944	0.9468156962679666	0.6236662655030228	0.9411778662671184	0.8240697176642583	0.6755092624377557	0.9498819730789579	0.903966572837452	0.886872357267187	0.5456483504500975	1.0	0.9484275865968265	0.6264735696429509	0.9542007083634543	0.5304966823228182	0.9485588398024336	0.9504948245851389	0.6454926639554466	0.961551897517497	0.8657027296628206
LeChatelierE_2013__MH0450__bin.33	0.8814679209899684	0.5530131424076139	0.7505755068165508	0.818226384887359	0.7215168430971174	0.8991840024525497	0.8941293011107823	0.795572521684213	0.6053365051994699	0.9018519788642504	0.55132425257764	0.9085403324291244	0.48244387744063916	0.7434783949608572	0.8304822289110873	0.7281715937844804	0.9223916226645424	0.6056978512110616	0.9163937391855123	0.7876675598280821	0.6459163527712938	0.915136623315886	0.8948206918234072	0.8557566562467058	0.5262993150997062	0.8648110206390714	1.0	0.6072785673942533	0.9200983413527598	0.5113897643793848	0.9001736762422593	0.9128327547961202	0.6113233411571266	0.9224215430349291	0.8245239323836454
XieH_2016__YSZC12003_36033__bin.7	0.9499610489645152	0.6583228296833149	0.859103746885376	0.8927212623053178	0.7845044903103828	0.9572479561647672	0.9464787972153657	0.8837997245709551	0.7048612934661461	0.9361465609299231	0.6094487626116742	0.96246476900723	0.5612238794647807	0.8412190944686612	0.8931333846845112	0.7981891415600254	0.9715365672904668	0.6965225624237756	0.96321461291132	0.871360922920715	0.7487388325776541	0.9616120768633767	0.9259106081029824	0.9188483623059013	0.6180872853316528	0.9051987232229867	0.9623035671562534	1.0	0.9542814044547147	0.6043647042347216	0.951124474088079	0.9584631701182827	0.6829400299937561	0.9652620952447643	0.8904834013152904
RaymondF_2016__P7C7__bin.27	0.9400692528568648	0.5516813741360688	0.7570417371140155	0.820574407619659	0.7286663290728252	0.8988961788251181	0.9088593478904535	0.7942250238206583	0.62089364594892	0.894568336464839	0.5573595918619592	0.9083515735470321	0.48639432252018416	0.7475969498488668	0.824462732314833	0.7297399881749916	0.9174481595140125	0.6156032921856249	0.9178447861582836	0.7910598509606205	0.65484949863625	0.9285984413495267	0.8836297425708601	0.8644906622096901	0.5253199992989854	0.8717392447306306	0.9218580943657801	0.603367821403634	1.0	0.5174571066731972	0.9183557888581119	0.9162269184046754	0.6159169039508625	0.9229778728451874	0.8217264696631349
XieH_2016__YSZC12003_37830__bin.66	0.9694385142211708	0.6949254190642544	0.8727805374443331	0.9145619473745867	0.8001377793397432	0.9544934773372219	0.9572682972886495	0.8714656889229258	0.7135439888517631	0.9482365818134768	0.6200708479549035	0.9615905121090206	0.6171675155482587	0.8624094948848546	0.9113255316656438	0.8073239860192436	0.9769945220473171	0.7314168367052554	0.9675484194716477	0.884960370955136	0.7799691919801234	0.9745912517113138	0.9319216196415989	0.9391489153373933	0.617333620082213	0.9187005729732187	0.9712394370629921	0.7243512743714692	0.9808866135481852	1.0	0.9711222896548348	0.9703241136574645	0.7046722582698202	0.9768310402165303	0.9064009693510908
QinJ_2012__CON-073__bin.10	0.9184689309701501	0.5763158615434362	0.7835365780416919	0.8523785660713865	0.753504151457947	0.9095572659042328	0.9301596056727544	0.8161404533763958	0.6322621686172746	0.9240946958103932	0.5739851257641195	0.9334517519436011	0.5041836491029478	0.7775120272404444	0.8510755449554297	0.7605295108818119	0.9438615069208582	0.6429635658575796	0.9340182201942328	0.8142382923889057	0.6746300539514163	0.9560585917474368	0.9137699831404826	0.8856949710207527	0.5442616381838999	0.9027956817726468	0.9395815245827521	0.6265004321782794	0.9567298013709589	0.533713028817811	1.0	0.9383395225234791	0.6374785772662214	0.9511602509372671	0.8550778185158724
XieH_2016__YSZC12003_35734__bin.27	0.8975986665973357	0.5623859025834677	0.7623091700945664	0.8349089726887617	0.7372113689628794	0.8937948338141997	0.900169532892145	0.8000504991593623	0.6146609646651104	0.913709210100394	0.5625784364841905	0.9141148898036201	0.48966383393552876	0.7568446738611573	0.8309917744458326	0.7451258707942937	0.9285891293766914	0.6319876103732206	0.9219549077172365	0.8018460768758353	0.657800269734842	0.9205982698182265	0.8895895373986562	0.8739469777564788	0.5332467633458551	0.882020284922066	0.9289727918211974	0.6155496187032397	0.9306470403885531	0.519941312294203	0.9148789355264397	1.0	0.6190236610578871	0.9355325295628544	0.8382237412569231
NielsenHB_2014__V1_UC43_0__bin.23	0.9475910310785493	0.6094894639769537	0.8481303312364199	0.9246103777144739	0.7964497715145291	0.9526993837716561	0.9530541000752495	0.8772922446316315	0.6716137183246005	0.943663606326212	0.6309775353639747	0.9625124716354684	0.5380316456573893	0.8231629746246466	0.9084211548132302	0.8316878438138864	0.9748494462849306	0.6450070760793485	0.9709979279020866	0.88969855683015	0.7263363717777199	0.9739517074918856	0.9301938750858508	0.9430505164187667	0.5926988290712637	0.933253485671578	0.9693090111808622	0.6833602290036778	0.9747282880413164	0.5883072076747179	0.9683864568439445	0.9644656009120443	1.0	0.9690185233437631	0.8980869405280894
HMP_2012__SRS011084__bin.63	0.8915636480355362	0.5552477473945964	0.7526422976067826	0.8255271912922931	0.7375282353906929	0.888472858514521	0.8927585504003454	0.793744448615509	0.6133141915293366	0.8962307309887851	0.5564753931279509	0.9166884187166628	0.4861269575692061	0.7502506481803449	0.8267239383539217	0.735331201478709	0.9268665334180664	0.6178811996801296	0.9129252372049522	0.793101571773925	0.654620181536614	0.9239509900949004	0.8913307550620787	0.8570133989553482	0.5275768339284018	0.8784178773258168	0.9241465279577639	0.6102847381775687	0.9229387127152184	0.515295764852807	0.9129708934512341	0.9209976304869354	0.6122830060072552	1.0	0.8298290242752878
HMP_2012__SRS042628__bin.30	0.9311658937328938	0.6013650504933231	0.8161132503853918	0.8912275779330096	0.7681671686973647	0.9234193558096885	0.9503156235823277	0.8412314479769345	0.6594087217889923	0.9395832392697657	0.5939657415111661	0.9419746039117544	0.5286517626975066	0.8032410542859661	0.8734302134329225	0.7682144692342258	0.9621176450352712	0.6397230983571663	0.9479785470565091	0.8502556379014902	0.6963450660164993	0.9593279883726681	0.9396961155509115	0.9044260402355567	0.5685046150273806	0.9217552369219391	0.9627932902038439	0.6561928227885386	0.9576950448387589	0.5572831001631868	0.9565931573323357	0.9617849287589414	0.6613888942639499	0.9671793399855089	1.0
