	HMP_2012__SRS019071__bin.37	HMP_2012__SRS024649__bin.14	HMP_2012__SRS018443__bin.23	CM_periimplantitis__SP_189SPI_T016__bin.35	HMP_2012__SRS013705__bin.45	HMP_2012__SRS018157__bin.39	HMP_2012__SRS020226__bin.26	HMP_2012__SRS017691__bin.57	HMP_2012__SRS058808__bin.43	HMP_2012__SRS013170__bin.68	HMP_2012__SRS052876__bin.4	HMP_2012__SRS024355__bin.2	HMP_2012__SRS065099__bin.33	HMP_2012__SRS018300__bin.68	HMP_2012__SRS024561__bin.8	HMP_2012__SRS019028__bin.19	HMP_2012__SRS011098__bin.16	HMP_2012__SRS015989__bin.10	CM_periimplantitis__SP_105SPI_T016__bin.10	CM_periimplantitis__SP_191SPI_T016__bin.13	CM_periimplantitis__SP_122SPI_T016__bin.1	HMP_2012__SRS016575__bin.20	HMP_2012__SRS017139__bin.43	HMP_2012__SRS051941__bin.26	HMP_2012__SRS043772__bin.7	HMP_2012__SRS013533__bin.26	HMP_2012__SRS055450__bin.7	CM_periimplantitis__SP_124SPI_T016__bin.13	HMP_2012__SRS063932__bin.46	HMP_2012__SRS015044__bin.48	HMP_2012__SRS016746__bin.46
HMP_2012__SRS052876__bin.4	1483722.0	1446224.0	1861701.0	1807687.0	1986008.0	1861517.0	2077757.0	1134251.0	1800556.0	1862823.0	2490769.0	2062684.0	1342449.0	886486.0	1935831.0	1977807.0	1129624.0	1901626.0	2018694.0	1778237.0	1556612.0	2052148.0	1928643.0	1557287.0	2030334.0	2094512.0	1773279.0	2050277.0	1616064.0	1975314.0	1865798.0
HMP_2012__SRS024355__bin.2	1527246.0	1470976.0	1831899.0	1827539.0	1974494.0	1821072.0	2128557.0	1203276.0	1842157.0	1864776.0	2062684.0	2559350.0	1384075.0	954717.0	1973024.0	1982472.0	1155686.0	1946314.0	2159122.0	1953057.0	1600877.0	2035006.0	2240771.0	1592209.0	2168218.0	2094699.0	1786542.0	2043095.0	1684022.0	1984042.0	1965393.0
HMP_2012__SRS065099__bin.33	1054601.0	995909.0	1271059.0	1223757.0	1303839.0	1238589.0	1339399.0	746041.0	1256801.0	1230959.0	1342449.0	1384075.0	1540533.0	584856.0	1348118.0	1283625.0	813761.0	1271172.0	1311661.0	1186729.0	1035639.0	1347212.0	1301604.0	1085048.0	1348860.0	1338998.0	1207244.0	1335509.0	1205669.0	1268971.0	1303903.0
HMP_2012__SRS018300__bin.68	708120.0	676356.0	810171.0	739884.0	933638.0	850181.0	879791.0	924823.0	804019.0	789447.0	886486.0	954717.0	584856.0	1099069.0	843195.0	889519.0	430611.0	797649.0	941844.0	828229.0	585236.0	872308.0	873171.0	712683.0	906470.0	926654.0	796185.0	883168.0	770195.0	895006.0	849839.0
HMP_2012__SRS024561__bin.8	1464168.0	1407382.0	1777438.0	1735234.0	1842324.0	1739828.0	1942589.0	1076571.0	1760248.0	1777761.0	1935831.0	1973024.0	1348118.0	843195.0	2250688.0	1890293.0	1113437.0	1864855.0	1906288.0	1748344.0	1475758.0	1913510.0	1868852.0	1524110.0	1935999.0	1940721.0	1702352.0	1938381.0	1563469.0	1840859.0	1844003.0
HMP_2012__SRS019028__bin.19	1421884.0	1360292.0	1726268.0	1717148.0	1872050.0	1749444.0	1957662.0	1121493.0	1722756.0	1763196.0	1977807.0	1982472.0	1283625.0	889519.0	1890293.0	2327722.0	1094530.0	1803721.0	1945487.0	1700303.0	1480315.0	1891097.0	1851637.0	1470696.0	1969965.0	1989574.0	1662134.0	1919808.0	1571316.0	1856957.0	1795828.0
HMP_2012__SRS011098__bin.16	906883.0	862265.0	1057255.0	1036569.0	1095956.0	1013430.0	1117579.0	560419.0	1085885.0	1050113.0	1129624.0	1155686.0	813761.0	430611.0	1113437.0	1094530.0	1362811.0	1063178.0	1110109.0	1056833.0	930283.0	1083881.0	1115247.0	932766.0	1127047.0	1137271.0	1020208.0	1123132.0	932658.0	1099198.0	1127923.0
HMP_2012__SRS015989__bin.10	1424700.0	1336670.0	1713981.0	1670849.0	1833325.0	1719495.0	1904902.0	1039284.0	1715171.0	1753742.0	1901626.0	1946314.0	1271172.0	797649.0	1864855.0	1803721.0	1063178.0	2277114.0	1887982.0	1722552.0	1459670.0	1859603.0	1843412.0	1477314.0	1928765.0	1926487.0	1646288.0	1873951.0	1520351.0	1827400.0	1793440.0
CM_periimplantitis__SP_105SPI_T016__bin.10	1473495.0	1429784.0	1786611.0	1770020.0	1969260.0	1764255.0	2081063.0	1221227.0	1802997.0	1856994.0	2018694.0	2159122.0	1311661.0	941844.0	1906288.0	1945487.0	1110109.0	1887982.0	2519125.0	1823482.0	1579804.0	1975926.0	2003971.0	1534884.0	2084137.0	2092655.0	1742542.0	2016608.0	1635955.0	1976021.0	1939941.0
CM_periimplantitis__SP_191SPI_T016__bin.13	1346207.0	1272419.0	1617281.0	1587234.0	1736213.0	1573257.0	1809055.0	1011238.0	1644426.0	1631829.0	1778237.0	1953057.0	1186729.0	828229.0	1748344.0	1700303.0	1056833.0	1722552.0	1823482.0	2121131.0	1409354.0	1762193.0	1821496.0	1420461.0	1804652.0	1780166.0	1586698.0	1774762.0	1436443.0	1728952.0	1740032.0
CM_periimplantitis__SP_122SPI_T016__bin.1	1123803.0	1122249.0	1368734.0	1424144.0	1512801.0	1333340.0	1545120.0	765926.0	1376510.0	1402467.0	1556612.0	1600877.0	1035639.0	585236.0	1475758.0	1480315.0	930283.0	1459670.0	1579804.0	1409354.0	1906330.0	1512290.0	1505778.0	1200403.0	1558101.0	1579554.0	1342350.0	1539069.0	1238723.0	1477732.0	1452594.0
HMP_2012__SRS016575__bin.20	1446644.0	1394513.0	1804241.0	1781623.0	1884104.0	1806631.0	1981524.0	1131737.0	1743488.0	1790456.0	2052148.0	2035006.0	1347212.0	872308.0	1913510.0	1891097.0	1083881.0	1859603.0	1975926.0	1762193.0	1512290.0	2504072.0	1875000.0	1509845.0	1997500.0	1997073.0	1732078.0	2002049.0	1577518.0	1912399.0	1840392.0
HMP_2012__SRS017139__bin.43	1461583.0	1394213.0	1760887.0	1705665.0	1860521.0	1711495.0	1989987.0	1105709.0	1755107.0	1768070.0	1928643.0	2240771.0	1301604.0	873171.0	1868852.0	1851637.0	1115247.0	1843412.0	2003971.0	1821496.0	1505778.0	1875000.0	2304768.0	1561816.0	2014546.0	1967284.0	1706576.0	1920957.0	1570011.0	1875939.0	1870709.0
HMP_2012__SRS051941__bin.26	1211871.0	1181429.0	1447364.0	1401899.0	1504551.0	1388055.0	1616562.0	885371.0	1497430.0	1466136.0	1557287.0	1592209.0	1085048.0	712683.0	1524110.0	1470696.0	932766.0	1477314.0	1534884.0	1420461.0	1200403.0	1509845.0	1561816.0	1720853.0	1563829.0	1592825.0	1449244.0	1548674.0	1237062.0	1530666.0	1482107.0
HMP_2012__SRS043772__bin.7	1511818.0	1433667.0	1798428.0	1794920.0	1946976.0	1803386.0	2057165.0	1201774.0	1787221.0	1832824.0	2030334.0	2168218.0	1348860.0	906470.0	1935999.0	1969965.0	1127047.0	1928765.0	2084137.0	1804652.0	1558101.0	1997500.0	2014546.0	1563829.0	2578879.0	2076410.0	1757933.0	2003739.0	1633714.0	1937616.0	1878582.0
HMP_2012__SRS013533__bin.26	1519222.0	1459507.0	1823119.0	1798353.0	2002152.0	1820938.0	2123547.0	1184595.0	1888142.0	2038185.0	2094512.0	2094699.0	1338998.0	926654.0	1940721.0	1989574.0	1137271.0	1926487.0	2092655.0	1780166.0	1579554.0	1997073.0	1967284.0	1592825.0	2076410.0	2625337.0	1815708.0	2005436.0	1630072.0	2073520.0	1877489.0
HMP_2012__SRS055450__bin.7	1348685.0	1313134.0	1612943.0	1548570.0	1692388.0	1571650.0	1772332.0	997909.0	1629721.0	1621285.0	1773279.0	1786542.0	1207244.0	796185.0	1702352.0	1662134.0	1020208.0	1646288.0	1742542.0	1586698.0	1342350.0	1732078.0	1706576.0	1449244.0	1757933.0	1815708.0	2076047.0	1732874.0	1437800.0	1699952.0	1643438.0
CM_periimplantitis__SP_124SPI_T016__bin.13	1467425.0	1429549.0	1892124.0	1807754.0	1954561.0	1825120.0	2018752.0	1140668.0	1758514.0	1821269.0	2050277.0	2043095.0	1335509.0	883168.0	1938381.0	1919808.0	1123132.0	1873951.0	2016608.0	1774762.0	1539069.0	2002049.0	1920957.0	1548674.0	2003739.0	2005436.0	1732874.0	2405945.0	1577077.0	1899030.0	1868832.0
HMP_2012__SRS063932__bin.46	1209555.0	1153553.0	1447133.0	1451507.0	1548077.0	1447181.0	1608657.0	979207.0	1468302.0	1469299.0	1616064.0	1684022.0	1205669.0	770195.0	1563469.0	1571316.0	932658.0	1520351.0	1635955.0	1436443.0	1238723.0	1577518.0	1570011.0	1237062.0	1633714.0	1630072.0	1437800.0	1577077.0	2109808.0	1541139.0	1552842.0
HMP_2012__SRS015044__bin.48	1440252.0	1388851.0	1753762.0	1706392.0	1884253.0	1751180.0	2018796.0	1139541.0	1799115.0	1822236.0	1975314.0	1984042.0	1268971.0	895006.0	1840859.0	1856957.0	1099198.0	1827400.0	1976021.0	1728952.0	1477732.0	1912399.0	1875939.0	1530666.0	1937616.0	2073520.0	1699952.0	1899030.0	1541139.0	2357523.0	1807626.0
HMP_2012__SRS016746__bin.46	1414441.0	1375333.0	1710429.0	1683774.0	1801076.0	1686422.0	1888861.0	1061435.0	1748327.0	1733355.0	1865798.0	1965393.0	1303903.0	849839.0	1844003.0	1795828.0	1127923.0	1793440.0	1939941.0	1740032.0	1452594.0	1840392.0	1870709.0	1482107.0	1878582.0	1877489.0	1643438.0	1868832.0	1552842.0	1807626.0	2228334.0
