	HMP_2012__SRS019071__bin.37	HMP_2012__SRS024649__bin.14	HMP_2012__SRS018443__bin.23	CM_periimplantitis__SP_189SPI_T016__bin.35	HMP_2012__SRS013705__bin.45	HMP_2012__SRS018157__bin.39	HMP_2012__SRS020226__bin.26	HMP_2012__SRS017691__bin.57	HMP_2012__SRS058808__bin.43	HMP_2012__SRS013170__bin.68	HMP_2012__SRS052876__bin.4	HMP_2012__SRS024355__bin.2	HMP_2012__SRS065099__bin.33	HMP_2012__SRS018300__bin.68	HMP_2012__SRS024561__bin.8	HMP_2012__SRS019028__bin.19	HMP_2012__SRS011098__bin.16	HMP_2012__SRS015989__bin.10	CM_periimplantitis__SP_105SPI_T016__bin.10	CM_periimplantitis__SP_191SPI_T016__bin.13	CM_periimplantitis__SP_122SPI_T016__bin.1	HMP_2012__SRS016575__bin.20	HMP_2012__SRS017139__bin.43	HMP_2012__SRS051941__bin.26	HMP_2012__SRS043772__bin.7	HMP_2012__SRS013533__bin.26	HMP_2012__SRS055450__bin.7	CM_periimplantitis__SP_124SPI_T016__bin.13	HMP_2012__SRS063932__bin.46	HMP_2012__SRS015044__bin.48	HMP_2012__SRS016746__bin.46
HMP_2012__SRS052876__bin.4	0.5783804118326509	0.5639828502763604	0.7252169912183747	0.7042130362149199	0.7718760752201428	0.7235508391183606	0.8100052634347064	0.4420747166838836	0.702931905768861	0.7259765959830076	1.0	0.8031234530379975	0.5198278122138184	0.34593533161846807	0.7531774323512136	0.7718720603958055	0.4391322519270153	0.7394302723375793	0.7870942668709945	0.692702534839642	0.6080335029061306	0.7986605743045622	0.7528068640648732	0.6105214895480071	0.7919799066071563	0.8172869503354185	0.6909163394919401	0.7982317910653297	0.6180380436724562	0.7708169645599411	0.7275973805680093
HMP_2012__SRS024355__bin.2	0.5787504639849962	0.557241487096333	0.6936964463633345	0.6926000742375994	0.7464141285873367	0.6877547033426455	0.8070131087971555	0.4564498798523063	0.698375759470178	0.7056838650438587	0.7816027506984196	1.0	0.520985797175064	0.3623720866626292	0.7471549416844121	0.7520690800398538	0.4377931896770665	0.7362560806454763	0.8207052571942094	0.7517912751284506	0.608210678492586	0.7698857131693594	0.8732814972551625	0.6071143063668509	0.8236419403364135	0.7931951472053451	0.6774622462734678	0.7727649598530877	0.6273964092445348	0.7521026823216832	0.747068982358802
HMP_2012__SRS065099__bin.33	0.6599676865085006	0.6255782901112796	0.7952371030026621	0.7664931552910583	0.8126635391776743	0.7738250332839348	0.837519871369195	0.46722205885884954	0.7864492354269593	0.7703515601418469	0.8404694998419379	0.8655348506004091	1.0	0.36543066587992595	0.8431263724957531	0.8032765283184456	0.5092958086584319	0.794919031270346	0.8210781593123938	0.7423190545090563	0.649379792578283	0.8415580841176399	0.815627448422072	0.6818205127705801	0.8443343959525696	0.837450414888873	0.7561532274868503	0.8360119517076232	0.7479424329112067	0.7938927630891386	0.8164635226898742
HMP_2012__SRS018300__bin.68	0.6343123134216323	0.5982909171307715	0.7165073348443092	0.6552181892128701	0.8300770925210337	0.7498391820713712	0.7783178308186293	0.8173563261269311	0.7127960118973422	0.6991126125839233	0.7839771661287872	0.843838739878934	0.5122135188964477	1.0	0.7458403430539847	0.7870961695762504	0.3804947642049771	0.7046145419441364	0.8335327445319629	0.7334234702279839	0.5188163800452928	0.7720343308745857	0.7739668756010769	0.6338992365356497	0.8021079659238864	0.8200849992129702	0.7053933829450199	0.7796462278528464	0.666480448452281	0.7931749507992675	0.753055540643945
HMP_2012__SRS024561__bin.8	0.6306751535530469	0.6057574395029431	0.7649354330764637	0.7484138183524327	0.7916374904029345	0.7473776907327893	0.8359594932749452	0.46469790570705494	0.7592296222310689	0.764713723092672	0.8335189062188983	0.8496206493303381	0.5770964256262974	0.3642130761793727	1.0	0.8138920187960303	0.4785101266812637	0.8026439026644298	0.8218055989990616	0.7536944258822191	0.6360957182870304	0.8232207218414991	0.8066444571615434	0.6594632396849318	0.8335744447919925	0.8356564748201439	0.7329994206216055	0.8339756554440242	0.661912268604089	0.7932689915261467	0.7949920202178179
HMP_2012__SRS019028__bin.19	0.5935030042247313	0.5667850370448018	0.7189978012838304	0.716097111252976	0.7791755201007681	0.7274214876175076	0.8167543203183198	0.4680292577893752	0.7188912593514174	0.7350877811010078	0.8259384067341374	0.8269063058217433	0.5316244809302829	0.3716393108799075	0.7869569476080047	1.0	0.45536709280575605	0.7509702619127199	0.8127327919742993	0.7101294742241557	0.618994450368214	0.7876352932180045	0.7745181769987997	0.616958124724516	0.8224646242119977	0.8299461877320402	0.6941636501266044	0.7991504140099204	0.6425784522378531	0.7750736557028717	0.7513925632012758
HMP_2012__SRS011098__bin.16	0.6434744069427089	0.6125119330560144	0.7494619576742483	0.7364315374619078	0.7763424275266343	0.7180922372948267	0.7937901880745019	0.3991984214979187	0.771281564354852	0.745917078743861	0.8025889136498017	0.8221727003964601	0.5757122594402305	0.3068583978262576	0.7902614522483309	0.7777806313568059	1.0	0.7543276360405075	0.7890477843222575	0.7507255224678991	0.6620749318871069	0.7687052716774373	0.7943816127107867	0.6652962149557056	0.8015308065461755	0.8072307898894272	0.7248261130853801	0.7955512539889977	0.6539322033649567	0.7804823999806283	0.803696183843541
HMP_2012__SRS015989__bin.10	0.6061246823830515	0.5694383329073556	0.7289024616246704	0.7112893776947486	0.777504771390453	0.729975310854002	0.8105742619824918	0.44315216541639985	0.7314236353559813	0.7454273259924624	0.808808869472499	0.8275110512692821	0.5377855478469677	0.3400883750220674	0.7933291877350014	0.7676602928092313	0.45145126682282927	1.0	0.804107743398003	0.7333963077825704	0.6211590636217598	0.7900272010975296	0.7847744996517522	0.6316960854836429	0.8208227607401298	0.8197310279590745	0.701732104760675	0.7964765927397575	0.6349936805974581	0.7778899080151455	0.7638611856938212
CM_periimplantitis__SP_105SPI_T016__bin.10	0.5683310673348881	0.5508253857986404	0.6878824988835409	0.6824143303726493	0.7574463355331713	0.6773459038356572	0.8027084801270282	0.4706924031161614	0.6951004813179179	0.7144599811442465	0.7782345060288791	0.8338101523346401	0.5021179973204982	0.3636619858085645	0.7342343075472634	0.7509813923485337	0.426863692750459	0.7268575398203742	1.0	0.7041873666451645	0.6105834367091748	0.761118642385749	0.7755708827469855	0.5956465042425445	0.8051525827420236	0.806584429117253	0.6720234208306456	0.7755784250483799	0.6188370962139632	0.7628164541259366	0.750297424701037
CM_periimplantitis__SP_191SPI_T016__bin.13	0.6159331979024398	0.5820941752301013	0.7388284834835754	0.725385655105696	0.7927897899752538	0.7170655654931261	0.8274991030728417	0.46350178277532134	0.7523717299874453	0.74546268005135	0.8134160502109489	0.9071089904395344	0.5391307750440685	0.38002509038809956	0.7997294839404072	0.7792936881314734	0.4823356030344189	0.7873285525505025	0.8363160974027535	1.0	0.6455094004094986	0.8042218986003222	0.8462499487301822	0.6534344177705197	0.8272369787627449	0.8142707828983689	0.7259315902695308	0.8101107380920838	0.645976603990984	0.7915847724633698	0.7981039360605261
CM_periimplantitis__SP_122SPI_T016__bin.1	0.5730681466482719	0.5717152853913017	0.6970062895721097	0.7250365886284116	0.769725073832967	0.6778202095125189	0.7882265924577592	0.3909449046072821	0.7022530202011195	0.7149654047305556	0.7944432495947711	0.8165553707909963	0.5247732554174775	0.29911662723662746	0.7509995646084361	0.7558224441728346	0.4733089234287873	0.7419754187365252	0.8068571548472719	0.7182439556635001	1.0	0.7695388521399757	0.7692377500222941	0.6152171974422058	0.7956182822491384	0.8052194530852476	0.6845588119580556	0.7827994103854002	0.6196602896665321	0.7541627105485409	0.7420457108685276
HMP_2012__SRS016575__bin.20	0.559798200690715	0.5401074729480622	0.6980286509333598	0.6896858397042896	0.7271076869994154	0.6973757144363261	0.7668932842186648	0.43840752182844583	0.6763116236274356	0.6927692174985384	0.7944176525275631	0.7868811280186832	0.5177359117469467	0.33885567188163923	0.7399200182742349	0.7321658482663437	0.4183585775488884	0.7184226332150193	0.7656940375516359	0.6812344054004836	0.5858437776549555	1.0	0.7268844506068516	0.5877334996757282	0.7731319227242667	0.7734981262519608	0.6708361420917609	0.775211735125827	0.5996820378966738	0.7423288946963187	0.712387662974547
HMP_2012__SRS017139__bin.43	0.6158836811340664	0.5873285293790959	0.7413852500555371	0.7193635107741864	0.7826735706153505	0.7192975605353771	0.8397252999000333	0.4669099015605909	0.7401131046595579	0.7445968531322893	0.8135604104187494	0.9697431585304899	0.5451746119349106	0.3690796644174164	0.7877170283516606	0.7822318775685883	0.4697184271909363	0.7753583007053205	0.8477035432633567	0.7788232915417084	0.6362553627957347	0.7897415271298456	1.0	0.6624128762634678	0.8513156204876152	0.8293541909641231	0.7197396874652894	0.8085017667721871	0.6504303253082306	0.7912870189103632	0.7909095405698101
HMP_2012__SRS051941__bin.26	0.6860522078294893	0.6690658644288616	0.8198242383283174	0.7938644381594477	0.8504631133513438	0.7846242532046607	0.9299690327994315	0.5025193900931689	0.8515282827760419	0.8321030326239371	0.8836710631297386	0.9029347654912999	0.6103757845673047	0.40485677742375437	0.8625059781399109	0.8345320605536906	0.5268741722854886	0.8358901079871436	0.8719559427795401	0.8054261462193458	0.6815265452656328	0.8552310976010153	0.8871809503775163	1.0	0.8901056627149443	0.9054614194239716	0.8212555052639593	0.8766623296702275	0.6869976691791804	0.8707181845282542	0.8412676736478943
HMP_2012__SRS043772__bin.7	0.5686466871846255	0.5395433442204927	0.6761654967138823	0.6757106479210542	0.7309202952135404	0.6761709254292272	0.7751112014173601	0.45220306962831525	0.6735949999980612	0.6899129427941365	0.7649211149495575	0.8174047716081289	0.5043761262160806	0.34184310314675487	0.727492837003985	0.7423648026914019	0.42356969830690006	0.7247749894430875	0.786496768557191	0.6804033845713583	0.588128019965264	0.7507052482881128	0.760828639110249	0.5939561336534207	1.0	0.7819172593983664	0.6618988327874242	0.7524490292099785	0.6040481154796329	0.7305538569277581	0.709048388854227
HMP_2012__SRS013533__bin.26	0.5619587123481671	0.5395832992107299	0.6733253673718841	0.6645722053968691	0.738775631471312	0.6710026179496195	0.7875000428516415	0.43854484205265837	0.7025517105042134	0.7717401613583322	0.7753949302508591	0.7732584426304128	0.49141119787669163	0.3433197338094119	0.7164040273686769	0.7358613389442956	0.419033061279371	0.7110024351159488	0.7739528296748188	0.6578869684158642	0.5846921747569931	0.7377700462835819	0.7280851943959957	0.5935108521306026	0.7680804407205627	1.0	0.6719106918464183	0.7405693059595778	0.5910955431626492	0.7709718790387672	0.6944571306464656
HMP_2012__SRS055450__bin.7	0.6306995939879974	0.6143261689162143	0.7538750326943465	0.7234869923465124	0.7889758757870124	0.7332854217654996	0.8290925012776685	0.4683733075407252	0.7631503525690893	0.7582573997602173	0.8289373988161154	0.8351752152046654	0.5611043487936448	0.3734385589536267	0.7946607181821991	0.7783157125055454	0.4758085920020115	0.7696954837727662	0.8154492648769512	0.741696117669783	0.6285960770637659	0.8091444943202153	0.7990344149241323	0.6807456671260333	0.8222150076563778	0.8496878924224741	1.0	0.8089624175175225	0.6608723212913774	0.7957873786094438	0.7702768771612588
CM_periimplantitis__SP_124SPI_T016__bin.13	0.591260814357768	0.5772172680589124	0.7645548838398218	0.729549096093219	0.7852531957297445	0.7357799118433713	0.8129570709222363	0.4603829264592499	0.7088894384534974	0.7323883131160521	0.8263742521129951	0.8220370789855961	0.535300682268298	0.3561531955219259	0.7801587318080837	0.7731681314410762	0.45062792374721783	0.753827705953378	0.8120630355224246	0.7142104245940784	0.6202444361778844	0.8068289175355214	0.7745019108915624	0.6270330369148089	0.8065333995581778	0.8080999357840682	0.6980392319857687	1.0	0.623365455153796	0.7656106020711198	0.7526909384877876
HMP_2012__SRS063932__bin.46	0.5464374009388532	0.5234082911809984	0.6536888664750538	0.6561094658850474	0.6974146462616504	0.6540258639648726	0.7261618118805124	0.4426701387045646	0.6629001311967724	0.6634627416333619	0.7296351137165089	0.7610773113003647	0.5461302639861068	0.34719178238019766	0.7061106982246725	0.7089479232233454	0.4224014697071961	0.6853481454236594	0.7388956720232361	0.6494434564661808	0.5598978674836762	0.7117458081493672	0.710534323502423	0.5603457755397648	0.7383453849828989	0.735529014962499	0.6502970886450331	0.7108623154334424	1.0	0.6955912575931079	0.7021809567505669
HMP_2012__SRS015044__bin.48	0.5933880602649476	0.5722073549229424	0.7217991086407217	0.70264680344582	0.7748115288801	0.7191951043531707	0.8344580307381942	0.46952627821658577	0.7452741712382022	0.7539939164962547	0.814383147057314	0.8164900193974777	0.5187724573630883	0.36977539561650086	0.7573207133079932	0.7652760969882373	0.4511726926948327	0.7513580991574632	0.8151055154074849	0.7122115033448242	0.6098277726240634	0.7884737497788993	0.7735801517100788	0.6355730145580764	0.7991480889051771	0.8585540840958922	0.7007744993368039	0.7813357494285316	0.6225025164123532	1.0	0.7451201960701974
HMP_2012__SRS016746__bin.46	0.6166544153614315	0.5988527752123336	0.7448869873187771	0.7334883370266755	0.7832824881727783	0.732414889329876	0.8234865150376918	0.46367689942351553	0.7619782312705367	0.7546265505978906	0.8132878643865776	0.8580450686476983	0.5644526359154418	0.37142546853389125	0.8029671494488708	0.7849061226907637	0.4915268536942846	0.7805827133634365	0.8482090207302855	0.7597079252930664	0.6348168631811928	0.8005397754555645	0.8180384987169788	0.6496772925423209	0.8205906295914347	0.8181825525257883	0.7176352378054637	0.8126847232057672	0.6648316634759421	0.788318986292001	1.0
