	HMP_2012__SRS019071__bin.37	HMP_2012__SRS024649__bin.14	HMP_2012__SRS018443__bin.23	CM_periimplantitis__SP_189SPI_T016__bin.35	HMP_2012__SRS013705__bin.45	HMP_2012__SRS018157__bin.39	HMP_2012__SRS020226__bin.26	HMP_2012__SRS017691__bin.57	HMP_2012__SRS058808__bin.43	HMP_2012__SRS013170__bin.68	HMP_2012__SRS052876__bin.4	HMP_2012__SRS024355__bin.2	HMP_2012__SRS065099__bin.33	HMP_2012__SRS018300__bin.68	HMP_2012__SRS024561__bin.8	HMP_2012__SRS019028__bin.19	HMP_2012__SRS011098__bin.16	HMP_2012__SRS015989__bin.10	CM_periimplantitis__SP_105SPI_T016__bin.10	CM_periimplantitis__SP_191SPI_T016__bin.13	CM_periimplantitis__SP_122SPI_T016__bin.1	HMP_2012__SRS016575__bin.20	HMP_2012__SRS017139__bin.43	HMP_2012__SRS051941__bin.26	HMP_2012__SRS043772__bin.7	HMP_2012__SRS013533__bin.26	HMP_2012__SRS055450__bin.7	CM_periimplantitis__SP_124SPI_T016__bin.13	HMP_2012__SRS063932__bin.46	HMP_2012__SRS015044__bin.48	HMP_2012__SRS016746__bin.46
HMP_2012__SRS052876__bin.4	0.5956883195511106	0.5806335312507904	0.7474402483730928	0.7257545761971503	0.797347325263804	0.747366375605285	0.8341829370768626	0.4553818519501407	0.7228916049621623	0.7478907116637472	1.0	0.8281313923531247	0.5389696916895946	0.355908556754962	0.7772021411861156	0.794054767824716	0.45352419272923344	0.7634694345400959	0.8104701800929753	0.7139309185235564	0.6249523741462978	0.8239013734312576	0.7743162854524045	0.6252233747890712	0.8151434356216896	0.8409097752541485	0.7119403686170818	0.8231501997977332	0.6488213077969093	0.7930538721174063	0.7490851219041188
HMP_2012__SRS024355__bin.2	0.5967319827299901	0.5747459315841913	0.7157672846621213	0.7140637271182136	0.7714826030046692	0.7115369136694863	0.8316787465567429	0.47014906128509193	0.719775333580792	0.7286131244261238	0.8059405708480669	1.0	0.5407916072440268	0.37303104303827145	0.7709082384199113	0.7745998007306543	0.4515544962588157	0.7604719948424404	0.8436212319534256	0.7631066481723875	0.6255013968390412	0.795126106237912	0.8755234727567547	0.6221145994100065	0.8471752593431926	0.8184496063453611	0.6980452067907867	0.7982866743509094	0.6579881610565183	0.7752132377361439	0.7679266219938656
HMP_2012__SRS065099__bin.33	0.6845689121881842	0.6464704099165678	0.8250774245017796	0.79437246719155	0.8463557742677372	0.8040003037909607	0.8694386942701	0.48427459846689425	0.8158221862173676	0.7990474725306111	0.8714185285222712	0.8984390467455096	1.0	0.3796452266845306	0.8750984237273722	0.8332343416207247	0.5282334101249373	0.8251507757380075	0.8514332377170758	0.7703366302442077	0.6722601852735385	0.8745103155855798	0.8449049776927855	0.704332851032727	0.8755800752077365	0.8691783947503884	0.7836534498125	0.8669135941911014	0.7826310763871984	0.8237220494465227	0.8463973183307336
HMP_2012__SRS018300__bin.68	0.6442907588149607	0.6153899345718967	0.7371429819237919	0.6731915830580245	0.8494807878304274	0.7735465198272355	0.8004875035143381	0.8414603632710959	0.731545517160433	0.7182870229257672	0.8065790227911077	0.868659747477183	0.5321376546877402	1.0	0.7671902310046048	0.8093386311505465	0.39179614746662855	0.725749702702924	0.8569471070515136	0.7535732515428968	0.5324834018610296	0.793679013783484	0.7944642238112439	0.6484424544773804	0.8247616846622005	0.8431263187297613	0.7244176662247775	0.803560104051702	0.7007703792937477	0.8143310383606489	0.7732353473712752
HMP_2012__SRS024561__bin.8	0.6505424119202662	0.6253119046264964	0.7897309622657606	0.7709793627548555	0.8185603690960275	0.7730205163932096	0.8631089693462621	0.47832973739585405	0.7820932976938607	0.7898744739386356	0.860106331930503	0.8766315011232121	0.5989804006597094	0.374638777120596	1.0	0.8398734075980322	0.49470961768134897	0.8285710858190918	0.8469801234111525	0.776804248300964	0.6556919484175505	0.8501889200102368	0.8303469872323485	0.6771751571075155	0.8601809757727414	0.862279000909944	0.7563696078710155	0.8612393188216225	0.6946626986947991	0.8179094570193648	0.8193063632098274
HMP_2012__SRS019028__bin.19	0.6108478589797235	0.5843876545395026	0.741612615252165	0.7376946216085941	0.8042412281191654	0.7515691306779761	0.8410205342390543	0.48179851374004284	0.7401038440157373	0.7574770526720974	0.8496749182247708	0.8516790235260052	0.5514511612641029	0.38214142410476853	0.8120785042200056	1.0	0.4702150858221042	0.774886777716583	0.8357900986458004	0.730457932691275	0.6359500833862463	0.8124239062912152	0.7954717101097124	0.6318177170641511	0.8463059592167793	0.8547300751550229	0.7140603560047118	0.8247582829908382	0.6750445285132847	0.7977572064017954	0.7714959088757163
HMP_2012__SRS011098__bin.16	0.6654503082232239	0.6327106253178174	0.7757898930959612	0.7606109724679357	0.8041878147446712	0.7436320957198027	0.8200542848568143	0.41122283280660343	0.796797941900968	0.7705492544454073	0.8288926344151903	0.8480163426916866	0.5971194831858563	0.315972647711238	0.8170149785993802	0.8031414480804748	1.0	0.780136057017444	0.814572967197946	0.7754802390059957	0.6826207008895584	0.7953274518623639	0.8183431158098958	0.6844426703335973	0.8270016898895004	0.8345038306852528	0.7486056393733247	0.8241289511164791	0.684363422367445	0.8065667212841693	0.8276444789482914
HMP_2012__SRS015989__bin.10	0.6256603753698761	0.5870017926199567	0.7526988108632242	0.733757291027151	0.8051090107917303	0.7551202970075279	0.8365422196692831	0.4564040272028541	0.7532214021783714	0.7701599480746243	0.8351035565193486	0.8547283974364042	0.558238190973311	0.350289445324213	0.8189554848813015	0.7921083441584391	0.4668971338281702	1.0	0.8291117616421488	0.7564627857893808	0.6410175335973517	0.8166490566568033	0.8095387407042423	0.648765937937231	0.8470217125712635	0.8460213234822674	0.7229712697739331	0.8229500147994347	0.6676657382985657	0.8025070330251362	0.7875934186869872
CM_periimplantitis__SP_105SPI_T016__bin.10	0.584923336475959	0.5675716766734481	0.7092188756016474	0.7026328586314693	0.7817238128318365	0.700344365603136	0.8261054929787128	0.48478221604723865	0.715723515109413	0.737158338708877	0.8013472932069667	0.8570920458492532	0.5206811889048777	0.3738774376023421	0.756726244231628	0.7722868059346003	0.4406724557137895	0.7494594353198035	1.0	0.7238553069021982	0.6271241006301791	0.7843699697315536	0.7955028035528209	0.60929251228105	0.8273257579516697	0.8307070907557188	0.6917251029623381	0.8005192279065152	0.6494139830298219	0.7844076812385253	0.7700852478539175
CM_periimplantitis__SP_191SPI_T016__bin.13	0.6346647142491435	0.599877612462408	0.7624616301397698	0.7482960741227204	0.818531717277245	0.7417066649820309	0.8528728305795351	0.47674471779442196	0.775259048121026	0.7693202352895696	0.8383437892331969	0.9207620840014125	0.5594793532318372	0.39046574681148877	0.824250835992685	0.8016020698391566	0.4982403255621647	0.8120912852624378	0.8596743906906268	1.0	0.6644351527557704	0.8307798999684602	0.8587380977412522	0.6696715101518954	0.8507970511958007	0.8392532097263206	0.7480433787446414	0.8367055122950916	0.6772061697273766	0.8151085435081568	0.8203321718460576
CM_periimplantitis__SP_122SPI_T016__bin.1	0.5895112598553242	0.5886960809513568	0.717994261224447	0.7470605823755593	0.7935672207854884	0.6994276961491452	0.8105207388017814	0.40178038429862617	0.7220733031531792	0.7356895186038094	0.816549075973205	0.8397690851006908	0.5432632335429858	0.30699616540682884	0.7741356428320385	0.7765260998882669	0.4879968316083784	0.7656963904465649	0.8287148604911007	0.7393022194478396	1.0	0.7932991664612108	0.7898831786731573	0.6296931800894914	0.8173301579474698	0.8285837184537829	0.7041540551740779	0.8073465769305419	0.6497946315695604	0.7751711403586997	0.7619845462223225
HMP_2012__SRS016575__bin.20	0.5777166151771994	0.556898124335083	0.7205228124430927	0.7114903245593577	0.7524160647137942	0.7214772578424262	0.7913206968489724	0.4519586497512851	0.696261129871665	0.7150177790414972	0.8195243587245096	0.8126787089189129	0.5380084917686073	0.3483557980760937	0.7641593372714522	0.7552087160433086	0.4328473781904035	0.742631601647237	0.7890851381270187	0.7037309630074534	0.6039323150452542	1.0	0.7487803865064583	0.6029559054212499	0.7977007050915469	0.7975301828381931	0.6917045516263111	0.7995173461465964	0.6299810868058107	0.763715659933101	0.7349596976444767
HMP_2012__SRS017139__bin.43	0.6341562361157392	0.6049255282961236	0.7640191984616239	0.7400593031489503	0.8072487122348107	0.7425888419138065	0.8634218281406197	0.4797485039708986	0.7615113538542708	0.7671357811285128	0.8368057001832723	0.9722327800455404	0.564744043652116	0.37885418402199267	0.8108633927579696	0.8033940943296679	0.48388688145618125	0.7998254054204155	0.8694892501110741	0.7903164223036766	0.6533317019326891	0.8135309063645452	1.0	0.6776456458958126	0.8740775644229701	0.8535713789847829	0.7404545706986561	0.8334708742919027	0.6812013183105632	0.8139383226424525	0.8116691137676331
HMP_2012__SRS051941__bin.26	0.7042269153727831	0.6865368512011194	0.8410735838563782	0.8146535468166078	0.8743053590283424	0.80660869929041	0.9393957531526517	0.5144954275583098	0.870167294940358	0.85198212746818	0.9049506262301312	0.9252440504796168	0.6305291619911753	0.41414519427284024	0.8856712339752437	0.8546319761188201	0.5420370014173204	0.8584777433052097	0.8919320825195411	0.8254400579247617	0.6975627784592874	0.8773817403345899	0.9075824605588043	1.0	0.9087522292723434	0.9256020124903173	0.8421660653176071	0.8999455502590866	0.7188655858460892	0.8894809725176991	0.8612629899241829
HMP_2012__SRS043772__bin.7	0.5862306839522133	0.5559264316007071	0.6973681200242431	0.6960078390649581	0.7549698919569316	0.6992906607871094	0.7976973716099127	0.46600635392354584	0.6930224333906322	0.7107056980959556	0.7872932386513675	0.8407598805527517	0.5230412128680717	0.35149768562231887	0.7507133913611301	0.7638842303186772	0.43702981023925513	0.747908296589332	0.8081561794872889	0.6997815717604432	0.6041776291171475	0.7745613501059957	0.7811711988038214	0.6063987492239845	1.0	0.805159916382273	0.681665560889053	0.7769806183229225	0.6334977329296955	0.7513404079834688	0.7284490664354552
HMP_2012__SRS013533__bin.26	0.5786769469976616	0.5559312956774692	0.6944323719202525	0.6849989163295989	0.7626266646910472	0.6936016214299345	0.8088664426700267	0.4512163581284993	0.7191998589133509	0.7763517597931237	0.7978069101223957	0.7978781390731933	0.5100289981819477	0.35296573354201766	0.7392273829988303	0.7578356607170813	0.43319048183147535	0.7338056028616516	0.7970995723596628	0.6780714247351863	0.601657615765138	0.7606920559151072	0.7493453221434049	0.6067125858508832	0.7909117953238003	1.0	0.6916094962284842	0.7638775517200268	0.6209000977779233	0.7898109842660199	0.7151420941387715
HMP_2012__SRS055450__bin.7	0.649640879999345	0.6325165085376198	0.7769299057294946	0.7459224189047743	0.8151973437980932	0.7570397009316263	0.8537051425136328	0.4806774605777229	0.7850116110088067	0.7809481191899798	0.8541612978896913	0.8605498815778255	0.5815109195504726	0.3835101035766531	0.8199968497823026	0.8006244559973835	0.4914185468826091	0.7929916808241817	0.8393557563966519	0.7642880917435877	0.6465894076579191	0.8343154080808383	0.8220314857996953	0.6980786080469277	0.8467693650480939	0.8745986964649645	1.0	0.8346988290727522	0.6925662087611697	0.8188408065906022	0.7916188795340375
CM_periimplantitis__SP_124SPI_T016__bin.13	0.6099162699064193	0.5941735991471127	0.7864369301875147	0.7513696281502694	0.8123880637337928	0.7585875820103951	0.8390682247516049	0.47410393836933096	0.730903657398652	0.7569869635423919	0.8521711842955678	0.8491860786510083	0.5550870863631546	0.36707738539326545	0.8056630554730054	0.7979434276344638	0.4668153262023862	0.7788835571885475	0.8381770988114857	0.7376569289821671	0.6396941742226028	0.832125838288074	0.7984209946611415	0.6436863685578847	0.8328282649852761	0.8335336011421708	0.7202467221819285	1.0	0.6554917090789689	0.7893073199927679	0.7767559108790932
HMP_2012__SRS063932__bin.46	0.5733009828382488	0.5467573352646307	0.6859074380227964	0.6879806124538347	0.7337525499950707	0.685930188908185	0.7624660632626287	0.46412137976536255	0.695941052455958	0.6964136073045509	0.7659768092641606	0.7981873232066614	0.5714591090753282	0.36505454524771924	0.7410480005763558	0.7447672963606167	0.4420582346829664	0.7206110698224673	0.7754046813738501	0.6808406262560385	0.5871259375260687	0.7477069003435384	0.7441487566641135	0.5863386620962666	0.7743424994122688	0.772616275983407	0.681483812745046	0.7474978765840304	1.0	0.7304640991028567	0.7360110493466704
HMP_2012__SRS015044__bin.48	0.6109174756725597	0.5891145070482875	0.7439002715986228	0.7238071484350311	0.7992511631911968	0.7428050542879115	0.8563208078987988	0.4833636829842169	0.7631378357708494	0.7729451632073154	0.8378768733115223	0.8415790641279003	0.53826452594524	0.379638289849134	0.780844555917376	0.7876729092356681	0.4662512306348655	0.7751355978287381	0.8381767643412175	0.7333765142482173	0.6268155178125515	0.8111899650607862	0.7957245804176671	0.6492687452041825	0.8218863612359243	0.8795333067800399	0.7210754677685011	0.8055191826336371	0.6537111196794263	1.0	0.7667479808256378
HMP_2012__SRS016746__bin.46	0.6347526896775798	0.6172023583538195	0.7675819693098073	0.7556201179894935	0.8082612391140646	0.756808449720733	0.8476561413145426	0.4763356839683818	0.7845892940645343	0.7778703731128278	0.8373062566024663	0.882001082423012	0.5851470201504801	0.3813786443145417	0.8275254068734759	0.805906116408043	0.5061732217881162	0.8048344637742816	0.8705790963114147	0.78086678208922	0.6518744497009874	0.8259049137158074	0.8395101452475258	0.6651188735620424	0.8430432780723177	0.8425527770971497	0.7375187023130285	0.838667811916885	0.6968623195625072	0.8112006548389963	1.0
