	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.83	BritoIL_2016__W1.33.ST__bin.61	XieH_2016__YSZC12003_37102__bin.109	RaymondF_2016__P3E7__bin.10	YuJ_2015__SZAXPI015269-94__bin.24	RaymondF_2016__P18E0__bin.38	LiJ_2014__V1.FI09__bin.79	BritoIL_2016__W1.4.ST__bin.72	XieH_2016__YSZC12003_37330__bin.59	CM_madagascar__A04_01_1FE__bin.46	XieH_2016__YSZC12003_37133__bin.38	XieH_2016__YSZC12003_36440__bin.36	ZeeviD_2015__PNP_Main_257__bin.38	ZeeviD_2015__PNP_Main_589__bin.53	ZeeviD_2015__PNP_Main_208__bin.26	LiSS_2016__FAT_012-22-0-0__bin.21	BritoIL_2016__WL.7.ST__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.10	KarlssonFH_2013__S77__bin.2	XieH_2016__YSZC12003_36033__bin.76	ZeeviD_2015__PNP_Main_89__bin.37	KarlssonFH_2013__S143__bin.32	ZellerG_2014__CCIS51667829ST-4-0__bin.59	LeChatelierE_2013__MH0434__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.50	FengQ_2015__SID530743__bin.33	NielsenHB_2014__V1_CD22_0__bin.21	LiSS_2016__FAT_012-22-2-0__bin.22	CosteaPI_2017__SID713A053-11-90-0__bin.85	BritoIL_2016__W2.35.ST__bin.15	LiuW_2016__SRR3993044__bin.54
XieH_2016__YSZC12003_37133__bin.38	1040185.0	1120541.0	1001133.0	812277.0	1179289.0	1170083.0	1018995.0	1036726.0	1169057.0	747596.0	1226465.0	1071004.0	912414.0	747766.0	1070232.0	1101720.0	897637.0	1083668.0	1163437.0	719825.0	761547.0	1023654.0	1146654.0	919903.0	1167017.0	802842.0	1160784.0	1132978.0	992974.0	945633.0	1097192.0
XieH_2016__YSZC12003_36440__bin.36	1332516.0	1458937.0	1281127.0	1005692.0	1529155.0	1519327.0	1270427.0	1310492.0	1521442.0	923042.0	1071004.0	1580187.0	1177450.0	983091.0	1368907.0	1421600.0	1157455.0	1389150.0	1530724.0	907103.0	997857.0	1309982.0	1496857.0	1142890.0	1532663.0	995282.0	1486256.0	1476756.0	1297472.0	1214953.0	1420381.0
ZeeviD_2015__PNP_Main_257__bin.38	1331680.0	1303227.0	1217672.0	869862.0	1531872.0	1531914.0	1074967.0	1101729.0	1539089.0	933293.0	912414.0	1177450.0	1757295.0	974198.0	1373162.0	1389053.0	1082883.0	1269935.0	1508935.0	812011.0	906084.0	1311265.0	1458732.0	947389.0	1479295.0	896579.0	1487133.0	1435838.0	1214617.0	1102656.0	1333091.0
ZeeviD_2015__PNP_Main_589__bin.53	1099833.0	1088954.0	985808.0	697633.0	1234952.0	1217686.0	884731.0	908169.0	1217125.0	778039.0	747766.0	983091.0	974198.0	1376495.0	1111671.0	1126172.0	908741.0	1057241.0	1226963.0	680112.0	743991.0	1072165.0	1163778.0	778120.0	1209056.0	753126.0	1207192.0	1153998.0	984823.0	909847.0	1082830.0
ZeeviD_2015__PNP_Main_208__bin.26	1538728.0	1529870.0	1447664.0	989305.0	1812505.0	1767409.0	1257863.0	1264645.0	1765915.0	1086771.0	1070232.0	1368907.0	1373162.0	1111671.0	2107347.0	1632146.0	1271968.0	1485211.0	1774803.0	934311.0	1066730.0	1551103.0	1697096.0	1105687.0	1738381.0	1040288.0	1755169.0	1690719.0	1393629.0	1268423.0	1531929.0
LiSS_2016__FAT_012-22-0-0__bin.21	1567042.0	1589493.0	1444978.0	1025612.0	1917165.0	1840940.0	1317296.0	1348468.0	1826815.0	1119713.0	1101720.0	1421600.0	1389053.0	1126172.0	1632146.0	2164891.0	1294291.0	1540208.0	1877124.0	964902.0	1050655.0	1576698.0	1789850.0	1139966.0	1820308.0	1070037.0	1801938.0	1844959.0	1439931.0	1325268.0	1595494.0
BritoIL_2016__WL.7.ST__bin.32	1217742.0	1278062.0	1153593.0	860068.0	1440776.0	1393953.0	1053780.0	1103841.0	1398737.0	895860.0	897637.0	1157455.0	1082883.0	908741.0	1271968.0	1294291.0	1534300.0	1224033.0	1418729.0	804154.0	856045.0	1240831.0	1341490.0	932838.0	1382078.0	878898.0	1374678.0	1328549.0	1138068.0	1047167.0	1261731.0
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.10	1425747.0	1518562.0	1375395.0	1017591.0	1668977.0	1643667.0	1286363.0	1304580.0	1658264.0	1018213.0	1083668.0	1389150.0	1269935.0	1057241.0	1485211.0	1540208.0	1224033.0	1759284.0	1663720.0	925843.0	1006993.0	1446966.0	1596750.0	1136815.0	1630987.0	1026690.0	1614057.0	1582109.0	1367441.0	1259437.0	1515480.0
KarlssonFH_2013__S77__bin.2	1683041.0	1738503.0	1581207.0	1097931.0	2162952.0	2003231.0	1396265.0	1459282.0	2024738.0	1228594.0	1163437.0	1530724.0	1508935.0	1226963.0	1774803.0	1877124.0	1418729.0	1663720.0	2373085.0	1032715.0	1139955.0	1752929.0	1934596.0	1221560.0	1991578.0	1134519.0	1982648.0	1914410.0	1550201.0	1393247.0	1733210.0
XieH_2016__YSZC12003_36033__bin.76	918502.0	944567.0	912998.0	693151.0	1038162.0	1023896.0	828076.0	858297.0	1028297.0	686227.0	719825.0	907103.0	812011.0	680112.0	934311.0	964902.0	804154.0	925843.0	1032715.0	1083809.0	665282.0	918508.0	988202.0	746492.0	1018492.0	695139.0	1011578.0	990168.0	881392.0	820762.0	953381.0
ZeeviD_2015__PNP_Main_89__bin.37	1009977.0	1037072.0	953956.0	733179.0	1145212.0	1128083.0	895587.0	915226.0	1140152.0	711325.0	761547.0	997857.0	906084.0	743991.0	1066730.0	1050655.0	856045.0	1006993.0	1139955.0	665282.0	1214677.0	993299.0	1106579.0	786182.0	1125107.0	729715.0	1136133.0	1074421.0	949872.0	893868.0	1046168.0
KarlssonFH_2013__S143__bin.32	1453158.0	1480232.0	1365576.0	960713.0	1792476.0	1698126.0	1222308.0	1253175.0	1710643.0	1063123.0	1023654.0	1309982.0	1311265.0	1072165.0	1551103.0	1576698.0	1240831.0	1446966.0	1752929.0	918508.0	993299.0	1997940.0	1628746.0	1054718.0	1685492.0	992870.0	1660834.0	1610968.0	1359765.0	1232634.0	1484128.0
ZellerG_2014__CCIS51667829ST-4-0__bin.59	1623868.0	1672371.0	1510035.0	1063182.0	1939769.0	1885492.0	1351244.0	1392781.0	1895397.0	1162188.0	1146654.0	1496857.0	1458732.0	1163778.0	1697096.0	1789850.0	1341490.0	1596750.0	1934596.0	988202.0	1106579.0	1628746.0	2080847.0	1193159.0	1891031.0	1109951.0	1843828.0	1866166.0	1480108.0	1380247.0	1663332.0
LeChatelierE_2013__MH0434__bin.5	1057999.0	1179878.0	1037000.0	882645.0	1219521.0	1219850.0	1097002.0	1186767.0	1218849.0	738301.0	919903.0	1142890.0	947389.0	778120.0	1105687.0	1139966.0	932838.0	1136815.0	1221560.0	746492.0	786182.0	1054718.0	1193159.0	1297294.0	1207217.0	808281.0	1187479.0	1153189.0	1020943.0	1001921.0	1131054.0
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.50	1650154.0	1730317.0	1551666.0	1079126.0	2018052.0	1967141.0	1369435.0	1453152.0	1954923.0	1188246.0	1167017.0	1532663.0	1479295.0	1209056.0	1738381.0	1820308.0	1382078.0	1630987.0	1991578.0	1018492.0	1125107.0	1685492.0	1891031.0	1207217.0	2221068.0	1130601.0	1916737.0	1882121.0	1529283.0	1398590.0	1701232.0
FengQ_2015__SID530743__bin.33	1023167.0	1038745.0	972433.0	759204.0	1151524.0	1135902.0	933325.0	939161.0	1141286.0	736842.0	802842.0	995282.0	896579.0	753126.0	1040288.0	1070037.0	878898.0	1026690.0	1134519.0	695139.0	729715.0	992870.0	1109951.0	808281.0	1130601.0	1225816.0	1116009.0	1096182.0	988784.0	901544.0	1074417.0
NielsenHB_2014__V1_CD22_0__bin.21	1651776.0	1679489.0	1573898.0	1066340.0	1991932.0	1933275.0	1375173.0	1389317.0	1947116.0	1191430.0	1160784.0	1486256.0	1487133.0	1207192.0	1755169.0	1801938.0	1374678.0	1614057.0	1982648.0	1011578.0	1136133.0	1660834.0	1843828.0	1187479.0	1916737.0	1116009.0	2132761.0	1831349.0	1498827.0	1387241.0	1689999.0
LiSS_2016__FAT_012-22-2-0__bin.22	1627964.0	1654063.0	1500882.0	1047597.0	1946786.0	1904758.0	1324806.0	1370717.0	1879014.0	1161211.0	1132978.0	1476756.0	1435838.0	1153998.0	1690719.0	1844959.0	1328549.0	1582109.0	1914410.0	990168.0	1074421.0	1610968.0	1866166.0	1153189.0	1882121.0	1096182.0	1831349.0	2162919.0	1474798.0	1345329.0	1629025.0
CosteaPI_2017__SID713A053-11-90-0__bin.85	1357812.0	1406970.0	1286131.0	962089.0	1560433.0	1540253.0	1192208.0	1205227.0	1522443.0	961914.0	992974.0	1297472.0	1214617.0	984823.0	1393629.0	1439931.0	1138068.0	1367441.0	1550201.0	881392.0	949872.0	1359765.0	1480108.0	1020943.0	1529283.0	988784.0	1498827.0	1474798.0	1770798.0	1164556.0	1431675.0
BritoIL_2016__W2.35.ST__bin.15	1247991.0	1281273.0	1184068.0	901639.0	1421802.0	1407509.0	1117660.0	1147018.0	1407088.0	890601.0	945633.0	1214953.0	1102656.0	909847.0	1268423.0	1325268.0	1047167.0	1259437.0	1393247.0	820762.0	893868.0	1232634.0	1380247.0	1001921.0	1398590.0	901544.0	1387241.0	1345329.0	1164556.0	1555975.0	1297685.0
LiuW_2016__SRR3993044__bin.54	1489983.0	1534021.0	1422989.0	1048540.0	1738531.0	1717249.0	1306488.0	1338447.0	1715837.0	1086346.0	1097192.0	1420381.0	1333091.0	1082830.0	1531929.0	1595494.0	1261731.0	1515480.0	1733210.0	953381.0	1046168.0	1484128.0	1663332.0	1131054.0	1701232.0	1074417.0	1689999.0	1629025.0	1431675.0	1297685.0	1937330.0
