	VogtmannE_2016__MMRS57276462ST-27-0-0__bin.83	BritoIL_2016__W1.33.ST__bin.61	XieH_2016__YSZC12003_37102__bin.109	RaymondF_2016__P3E7__bin.10	YuJ_2015__SZAXPI015269-94__bin.24	RaymondF_2016__P18E0__bin.38	LiJ_2014__V1.FI09__bin.79	BritoIL_2016__W1.4.ST__bin.72	XieH_2016__YSZC12003_37330__bin.59	CM_madagascar__A04_01_1FE__bin.46	XieH_2016__YSZC12003_37133__bin.38	XieH_2016__YSZC12003_36440__bin.36	ZeeviD_2015__PNP_Main_257__bin.38	ZeeviD_2015__PNP_Main_589__bin.53	ZeeviD_2015__PNP_Main_208__bin.26	LiSS_2016__FAT_012-22-0-0__bin.21	BritoIL_2016__WL.7.ST__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES40__bin.10	KarlssonFH_2013__S77__bin.2	XieH_2016__YSZC12003_36033__bin.76	ZeeviD_2015__PNP_Main_89__bin.37	KarlssonFH_2013__S143__bin.32	ZellerG_2014__CCIS51667829ST-4-0__bin.59	LeChatelierE_2013__MH0434__bin.5	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.50	FengQ_2015__SID530743__bin.33	NielsenHB_2014__V1_CD22_0__bin.21	LiSS_2016__FAT_012-22-2-0__bin.22	CosteaPI_2017__SID713A053-11-90-0__bin.85	BritoIL_2016__W2.35.ST__bin.15	LiuW_2016__SRR3993044__bin.54
XieH_2016__YSZC12003_37133__bin.38	0.9916707124213481	0.9914835780216877	0.9963611228478134	0.9908898072948021	0.9914685882764954	0.99204073557175	0.9972806539776937	0.991681505045692	0.9919507774214602	0.9917134388091964	1.0	0.9913716475381978	0.9919006065229161	0.9923732825509585	0.9970286816316463	0.9923201902479759	0.9916347031149563	0.9914484879132723	0.9921353713179141	0.9964574723022956	0.9973855848686949	0.9921565294523345	0.9925993368531396	0.9971323063409947	0.9913565954908968	0.9913295517673465	0.9967918234572496	0.9920457414000978	0.991478125308417	0.9917790517039908	0.9919330436240876
XieH_2016__YSZC12003_36440__bin.36	0.9914049812535084	0.9925109857382464	0.990903321840848	0.9906889982221196	0.992511550496843	0.9919154994283653	0.9918066917658394	0.9928400936442191	0.9917650492098943	0.9928053111342713	0.9913716475381978	1.0	0.9918934986623635	0.9914911234056664	0.9916897203389273	0.9918007878446821	0.9926407506123348	0.9916762048734837	0.9918345828509908	0.990898497745019	0.9919206860301626	0.9917823298335396	0.9920787356440862	0.9920228543429377	0.9927792345740714	0.991372294485382	0.991603061652905	0.9914102261985054	0.9915134970157352	0.9962031453068555	0.9916304146563493
ZeeviD_2015__PNP_Main_257__bin.38	0.988976330650006	0.9919231262090181	0.9907758411132062	0.9907663514442521	0.9902746443567086	0.9922900371691884	0.9927821040087742	0.9922222252477696	0.992862660963726	0.9915942796099403	0.9919006065229161	0.9918934986623635	1.0	0.9911691463131724	0.9909675624580349	0.9916569058200083	0.9913268561792917	0.9918216286660341	0.9918995848065026	0.9913991312925564	0.9925702252771266	0.9914883719156692	0.9916201193913619	0.9929511531166184	0.9915784208018008	0.9920653952412448	0.991085531690844	0.9903568508425045	0.9915059644315862	0.9915422398281967	0.9922068335920053
ZeeviD_2015__PNP_Main_589__bin.53	0.9966531282476522	0.9913237841084196	0.9917286124681479	0.9910397013902725	0.9905769616956772	0.99102067363836	0.9929990019565269	0.9917019849829712	0.9913870802095102	0.9913898917663511	0.9923732825509585	0.9914911234056664	0.9911691463131724	1.0	0.9922261172595129	0.991655803909172	0.991303352660439	0.9916007797654461	0.9915376421293878	0.991646964029454	0.9927915794680312	0.9912830581113914	0.992552703350639	0.9931655785739989	0.9912038813752216	0.9915790983182097	0.9926192353826069	0.9917824814254445	0.9918300039702566	0.9917667475960243	0.9916939870524459
ZeeviD_2015__PNP_Main_208__bin.26	0.9895771052453715	0.9917953813069085	0.9968867085179987	0.9914070989229813	0.98933465011131	0.9897986261244568	0.9983169868260693	0.9918609570274662	0.9909786144859747	0.9910974805179749	0.9970286816316463	0.9916897203389273	0.9909675624580349	0.9922261172595129	1.0	0.9908078076348562	0.9914101612619185	0.9916537111561926	0.9916435795972849	0.9973948717290068	0.9983519728516119	0.991409339031644	0.9919085308079213	0.9985981566211776	0.9911083933844191	0.9914465994032422	0.9983414702515826	0.9902532591163877	0.9910026269545195	0.9918418382511197	0.9921562944496775
LiSS_2016__FAT_012-22-0-0__bin.21	0.9912146579351415	0.9915897710779475	0.9915306669028872	0.990784039188309	0.9895569760557907	0.9910143730920074	0.9927852206337832	0.991964214204564	0.9910784616942603	0.9906717167702795	0.9923201902479759	0.9918007878446821	0.9916569058200083	0.991655803909172	0.9908078076348562	1.0	0.9913566578149736	0.9910713358195776	0.9914875096157739	0.9917877670478453	0.9930681336880327	0.9915107395328718	0.9982529262228679	0.9931752350508699	0.991124578917414	0.9909012492091395	0.9920518907975746	0.9990514694364482	0.9908155321331369	0.9908690166819089	0.9917078973659569
BritoIL_2016__WL.7.ST__bin.32	0.9906080269876542	0.9994436889603164	0.9902790672273497	0.9906193463772632	0.9917086347912514	0.9910599568278127	0.992202357228264	0.999483621282413	0.9907916927914254	0.9914506730962427	0.9916347031149563	0.9926407506123348	0.9913268561792917	0.991303352660439	0.9914101612619185	0.9913566578149736	1.0	0.9914030095593828	0.9917989975534439	0.9906821330242714	0.9918497275260062	0.9910833949184055	0.991883651760356	0.9924306256820584	0.9923817613767095	0.9915109603162142	0.991214669908153	0.9914500707162476	0.9911340974353027	0.9926095837626663	0.9913214464889901
Bengtsson-PalmeJ_2015__TRAVELRES40__bin.10	0.9909521114194875	0.9914945850087122	0.9911436351011891	0.9904549077183269	0.9912778905880668	0.9913796407666516	0.992029466021644	0.9918364531113462	0.9912541067043608	0.99163239911492	0.9914484879132723	0.9916762048734837	0.9918216286660341	0.9916007797654461	0.9916537111561926	0.9910713358195776	0.9914030095593828	1.0	0.9918081167504147	0.9911604883333351	0.991928444388392	0.9916093398186274	0.9917732894942852	0.9920699498159331	0.9915174063312583	0.9910303986597707	0.9916805912058868	0.9909026495646002	0.9914745864721037	0.9915978329999833	0.9917735634914351
KarlssonFH_2013__S77__bin.2	0.9913495868490428	0.9919729790515173	0.9911630798497604	0.9908473301145518	0.9900335282521295	0.9912666087934942	0.9926854859213688	0.9923674793494335	0.9907602860221915	0.991630270048527	0.9921353713179141	0.9918345828509908	0.9918995848065026	0.9915376421293878	0.9916435795972849	0.9914875096157739	0.9917989975534439	0.9918081167504147	1.0	0.9909781498283651	0.9923488207867854	0.9917161505115153	0.9917729593155367	0.9928845083336062	0.9916478290079525	0.991502125570396	0.9919173751467734	0.9914647332598555	0.9916017342267228	0.991882989879038	0.9925790873581389
XieH_2016__YSZC12003_36033__bin.76	0.991473072459287	0.9907259093320008	0.9968433665791163	0.9902142534599243	0.9905737254879297	0.991162188347254	0.997674126529449	0.9908772837374475	0.9909209109819439	0.9906080640954087	0.9964574723022956	0.990898497745019	0.9913991312925564	0.991646964029454	0.9973948717290068	0.9917877670478453	0.9906821330242714	0.9911604883333351	0.9909781498283651	1.0	0.9976806827781302	0.9911280032400371	0.9922505722514223	0.9975271000894852	0.9907088126367217	0.990564477032651	0.9973309028072971	0.9916711103570304	0.9911662461197742	0.9909072301105558	0.9914955301185989
ZeeviD_2015__PNP_Main_89__bin.37	0.9921720989685904	0.9919205223938165	0.9986802326312744	0.9914973014775382	0.9914993905058627	0.9923932902100289	0.9986991771876993	0.9921472947665385	0.9920361495660228	0.9912768425122132	0.9973855848686949	0.9919206860301626	0.9925702252771266	0.9927915794680312	0.9983519728516119	0.9930681336880327	0.9918497275260062	0.991928444388392	0.9923488207867854	0.9976806827781302	1.0	0.9922359732567938	0.9933009753483484	0.9987229420159709	0.9917145658146291	0.9915405329477947	0.9981824311062173	0.9927570291347619	0.9919062778984958	0.9921431352280202	0.9925203217838817
KarlssonFH_2013__S143__bin.32	0.99100992459182	0.9917168389819975	0.9912849962213747	0.990516418534984	0.9900857807859074	0.9913051210569769	0.9925534317046113	0.9919157340355497	0.9913634814511268	0.9913603599959742	0.9921565294523345	0.9917823298335396	0.9914883719156692	0.9912830581113914	0.991409339031644	0.9915107395328718	0.9910833949184055	0.9916093398186274	0.9917161505115153	0.9911280032400371	0.9922359732567938	1.0	0.9917857050761751	0.992750668899175	0.99138055831769	0.991693776627353	0.9917878607976475	0.9914821399307745	0.9913190882248035	0.9918264464553144	0.9915721555014123
ZellerG_2014__CCIS51667829ST-4-0__bin.59	0.9915818280796223	0.9918564720388	0.991875022764373	0.99089619651198	0.9905633093425041	0.9918169899421477	0.9931855386591911	0.992204804631884	0.9918428698578715	0.9910995467170544	0.9925993368531396	0.9920787356440862	0.9916201193913619	0.992552703350639	0.9919085308079213	0.9982529262228679	0.991883651760356	0.9917732894942852	0.9917729593155367	0.9922505722514223	0.9933009753483484	0.9917857050761751	1.0	0.9933655112185383	0.9915104511771621	0.9914599833686352	0.9924792334209047	0.9981100287970095	0.9914722439173358	0.9917116284259266	0.9921500939078909
LeChatelierE_2013__MH0434__bin.5	0.9928109572882394	0.991963575895135	0.9976567020250723	0.9915198069439015	0.9923568351836499	0.9926048284625159	0.998439382972866	0.9921231379032278	0.992851452476886	0.9923053063723333	0.9971323063409947	0.9920228543429377	0.9929511531166184	0.9931655785739989	0.9985981566211776	0.9931752350508699	0.9924306256820584	0.9920699498159331	0.9928845083336062	0.9975271000894852	0.9987229420159709	0.992750668899175	0.9933655112185383	1.0	0.9922375181926696	0.9923727020677215	0.9986787134761962	0.9928624015664388	0.992425630030276	0.9924824412303964	0.9930595709842324
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.50	0.9897427755227693	0.9922447736455228	0.9907828102181784	0.9907610418060542	0.9911806038694742	0.9905024601693524	0.9921712238989072	0.9924385060888331	0.9914124494928956	0.9923997219430993	0.9913565954908968	0.9927792345740714	0.9915784208018008	0.9912038813752216	0.9911083933844191	0.991124578917414	0.9923817613767095	0.9915174063312583	0.9916478290079525	0.9907088126367217	0.9917145658146291	0.99138055831769	0.9915104511771621	0.9922375181926696	1.0	0.9911949485273761	0.9914510963162917	0.9910733688216645	0.9910847109397019	0.9926054097340893	0.9915908000790016
FengQ_2015__SID530743__bin.33	0.9902244697102233	0.9916235457210384	0.9904055086571517	0.9904228639469761	0.9898273939579201	0.9913179129889726	0.9920488575790856	0.9917373059571256	0.9911249239892542	0.9912966416138059	0.9913295517673465	0.991372294485382	0.9920653952412448	0.9915790983182097	0.9914465994032422	0.9909012492091395	0.9915109603162142	0.9910303986597707	0.991502125570396	0.990564477032651	0.9915405329477947	0.991693776627353	0.9914599833686352	0.9923727020677215	0.9911949485273761	1.0	0.9912321495615178	0.9904094393084361	0.9912235634880824	0.9917286344315973	0.9918811783506776
NielsenHB_2014__V1_CD22_0__bin.21	0.9912009860901236	0.991574818292945	0.997084944513558	0.991060074647861	0.9907923563655787	0.9914657769846504	0.998251129130662	0.9919564793348098	0.991499222439752	0.99148166489009	0.9967918234572496	0.991603061652905	0.991085531690844	0.9926192353826069	0.9983414702515826	0.9920518907975746	0.991214669908153	0.9916805912058868	0.9919173751467734	0.9973309028072971	0.9981824311062173	0.9917878607976475	0.9924792334209047	0.9986787134761962	0.9914510963162917	0.9912321495615178	1.0	0.9914833273177314	0.9912858522030895	0.991300718476458	0.9921189302478877
LiSS_2016__FAT_012-22-2-0__bin.22	0.9903695659117769	0.9913751773662792	0.9908707013609331	0.9905984839590033	0.9890455345374376	0.9898170791250122	0.9924011515648329	0.9915584325575593	0.9906285956357962	0.990676974296661	0.9920457414000978	0.9914102261985054	0.9903568508425045	0.9917824814254445	0.9902532591163877	0.9990514694364482	0.9914500707162476	0.9909026495646002	0.9914647332598555	0.9916711103570304	0.9927570291347619	0.9914821399307745	0.9981100287970095	0.9928624015664388	0.9910733688216645	0.9904094393084361	0.9914833273177314	1.0	0.9906285470959413	0.9907977899829707	0.9916195270176946
CosteaPI_2017__SID713A053-11-90-0__bin.85	0.9901385464261621	0.9908811133144274	0.9901868472185181	0.9904561844070559	0.9911422021964417	0.9909969336206454	0.9922555460121053	0.9915924551972367	0.991539913152742	0.9908692461072404	0.991478125308417	0.9915134970157352	0.9915059644315862	0.9918300039702566	0.9910026269545195	0.9908155321331369	0.9911340974353027	0.9914745864721037	0.9916017342267228	0.9911662461197742	0.9919062778984958	0.9913190882248035	0.9914722439173358	0.992425630030276	0.9910847109397019	0.9912235634880824	0.9912858522030895	0.9906285470959413	1.0	0.9912198297033376	0.9917383484380184
BritoIL_2016__W2.35.ST__bin.15	0.9903725267249524	0.9925402314729179	0.9911381778749193	0.9907346510077758	0.9923400023350649	0.9911027211904151	0.9920950915305191	0.9926731751376178	0.9914888052488544	0.992101962607273	0.9917790517039908	0.9962031453068555	0.9915422398281967	0.9917667475960243	0.9918418382511197	0.9908690166819089	0.9926095837626663	0.9915978329999833	0.991882989879038	0.9909072301105558	0.9921431352280202	0.9918264464553144	0.9917116284259266	0.9924824412303964	0.9926054097340893	0.9917286344315973	0.991300718476458	0.9907977899829707	0.9912198297033376	1.0	0.9918624319461194
LiuW_2016__SRR3993044__bin.54	0.9914804397097148	0.9918214939691178	0.9913836298102093	0.9909455051786293	0.9910556671120618	0.9919481682621448	0.9926321558253883	0.991910774203237	0.9918372199690297	0.9912182674764762	0.9919330436240876	0.9916304146563493	0.9922068335920053	0.9916939870524459	0.9921562944496775	0.9917078973659569	0.9913214464889901	0.9917735634914351	0.9925790873581389	0.9914955301185989	0.9925203217838817	0.9915721555014123	0.9921500939078909	0.9930595709842324	0.9915908000790016	0.9918811783506776	0.9921189302478877	0.9916195270176946	0.9917383484380184	0.9918624319461194	1.0
