	YuJ_2015__SZAXPI015257-56__bin.40	YuJ_2015__SZAXPI003412-1__bin.83	QinJ_2012__NOM028__bin.3	DavidLA_2015__LD-Run1-10__bin.2	LiJ_2014__O2.CD3-0-PT__bin.22	XieH_2016__YSZC12003_37276__bin.66	HeQ_2017__RSZAXPI003093-124__bin.8	YuJ_2015__SZAXPI017452-17__bin.9	HeQ_2017__SZAXPI029500-102__bin.41	QinN_2014__LD-69__bin.10	CM_madagascar__A69_02_1FE__bin.22	FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	CM_madagascar__A53_01_1FE__bin.2	CM_madagascar__A20_03_1FE__bin.9	ZellerG_2014__CCIS59903910ST-4-0__bin.16	HeQ_2017__SZAXPI029553-32__bin.14	ZeeviD_2015__PNP_Main_99__bin.11	BackhedF_2015__SID203_B__bin.2	ZeeviD_2015__PNP_Main_226__bin.19	HeQ_2017__SZAXPI029502-105__bin.12	BritoIL_2016__W2.39.ST__bin.55	HeQ_2017__SZAXPI029564-74__bin.65	QinJ_2012__T2D-052__bin.31	XieH_2016__YSZC12003_37277__bin.37	YuJ_2015__SZAXPI003434-7__bin.5	ChengpingW_2017__AS37raw__bin.3	YuJ_2015__SZAXPI015219-129__bin.21	FerrettiP_2018__CA_C10042IS2731FE_t2M16__bin.6	YuJ_2015__SZAXPI017451-16__bin.7	ZeeviD_2015__PNP_Main_40__bin.41	ChengpingW_2017__AS10raw__bin.39	YuJ_2015__SZAXPI015214-19__bin.22	BritoIL_2016__M1.1.ST__bin.108	QinN_2014__LD-62__bin.17	DavidLA_2015__LD-Run1-07__bin.4	QinJ_2012__DOF010__bin.10	XieH_2016__YSZC12003_36697__bin.20	ZellerG_2014__CCIS93040568ST-20-0__bin.13	FerrettiP_2018__CA_C10023IS2397FE_t3M15__bin.1	FerrettiP_2018__CA_C10026IS2444FE_t1M15__bin.4	QinJ_2012__NLM002__bin.2	CM_madagascar__A13_03_1FE__bin.27	HeQ_2017__SZAXPI029486-84__bin.3	CM_madagascar__A68_01_1FE__bin.24	VogtmannE_2016__MMRS51728985ST-27-0-0__bin.2	HeQ_2017__RSZAXPI003108-148__bin.2
CM_madagascar__A69_02_1FE__bin.22	50183.0	30030.0	29154.0	42773.0	50252.0	52427.0	27192.0	47418.0	44983.0	55238.0	0.0	54141.0	10766.0	12289.0	52852.0	51610.0	31277.0	51798.0	52184.0	54098.0	19196.0	50027.0	51628.0	33173.0	52198.0	50645.0	50984.0	53562.0	52222.0	49938.0	31047.0	41010.0	10598.0	51605.0	31819.0	53798.0	34819.0	51815.0	51928.0	52775.0	43599.0	12281.0	35019.0	10472.0	53754.0	52258.0
FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	9123.0	5659.0	5724.0	10965.0	7511.0	8713.0	2999.0	10755.0	5751.0	7454.0	54141.0	0.0	54983.0	54666.0	10891.0	7071.0	8711.0	11501.0	8510.0	5594.0	3412.0	11732.0	13048.0	4218.0	9183.0	9094.0	9108.0	8178.0	7401.0	65052.0	4749.0	11172.0	53408.0	9929.0	2569.0	7413.0	53021.0	7572.0	4586.0	93.0	8270.0	54263.0	8915.0	54756.0	6323.0	12900.0
CM_madagascar__A53_01_1FE__bin.2	50740.0	30618.0	29651.0	42876.0	51545.0	53912.0	27272.0	47538.0	45731.0	55448.0	10766.0	54983.0	0.0	11201.0	53878.0	52190.0	31976.0	51016.0	52792.0	54339.0	19195.0	50071.0	52783.0	34313.0	52700.0	51376.0	51965.0	55034.0	53655.0	50189.0	31288.0	41280.0	5020.0	52398.0	31167.0	52907.0	35192.0	52794.0	52717.0	54002.0	43801.0	11054.0	35364.0	1739.0	54606.0	53052.0
CM_madagascar__A20_03_1FE__bin.9	52318.0	31961.0	30911.0	43216.0	51440.0	53796.0	28005.0	48929.0	46476.0	54141.0	12289.0	54666.0	11201.0	0.0	53846.0	53248.0	33032.0	52689.0	54006.0	54213.0	20060.0	51132.0	54141.0	34282.0	54237.0	52337.0	53868.0	54497.0	53572.0	51213.0	31948.0	42201.0	11938.0	53820.0	31347.0	53565.0	36416.0	54014.0	53390.0	53598.0	44989.0	195.0	35710.0	11670.0	54817.0	55184.0
ZellerG_2014__CCIS59903910ST-4-0__bin.16	8418.0	3667.0	5846.0	10037.0	7043.0	8333.0	4411.0	11046.0	7968.0	8632.0	52852.0	10891.0	53878.0	53846.0	0.0	6713.0	7205.0	10191.0	8005.0	8365.0	3056.0	11211.0	11527.0	5468.0	4589.0	8094.0	8654.0	7445.0	7519.0	64431.0	4846.0	10524.0	51006.0	9593.0	3351.0	4326.0	51544.0	8990.0	8292.0	10714.0	5046.0	53442.0	8484.0	53396.0	9775.0	10513.0
HeQ_2017__SZAXPI029553-32__bin.14	8065.0	4647.0	4619.0	9959.0	3230.0	4700.0	2270.0	10385.0	5834.0	3574.0	51610.0	7071.0	52190.0	53248.0	6713.0	0.0	8283.0	12285.0	7143.0	6437.0	3139.0	10855.0	12040.0	2857.0	6394.0	7597.0	8611.0	5001.0	4034.0	65198.0	4743.0	10123.0	49976.0	9164.0	2035.0	5675.0	52135.0	6711.0	6729.0	6645.0	7436.0	52979.0	8387.0	52526.0	9971.0	11546.0
ZeeviD_2015__PNP_Main_99__bin.11	7676.0	5919.0	5469.0	5813.0	7605.0	7868.0	4841.0	8170.0	6741.0	8254.0	31277.0	8711.0	31976.0	33032.0	7205.0	8283.0	0.0	8197.0	7038.0	8559.0	2491.0	8232.0	1744.0	5625.0	8086.0	3934.0	8081.0	8141.0	8167.0	38155.0	4795.0	7780.0	30433.0	6535.0	4852.0	8252.0	31181.0	8231.0	8166.0	8422.0	6450.0	32829.0	6744.0	31973.0	8708.0	6630.0
BackhedF_2015__SID203_B__bin.2	11993.0	7510.0	8901.0	11015.0	12749.0	11743.0	7309.0	12336.0	10406.0	14104.0	51798.0	11501.0	51016.0	52689.0	10191.0	12285.0	8197.0	0.0	14154.0	14840.0	2596.0	13977.0	14732.0	6772.0	12205.0	12653.0	13873.0	11340.0	13616.0	61843.0	6813.0	12075.0	51858.0	14789.0	8174.0	13910.0	54780.0	11469.0	13462.0	10587.0	9794.0	52029.0	9511.0	50774.0	12441.0	15067.0
ZeeviD_2015__PNP_Main_226__bin.19	8035.0	5688.0	6364.0	9910.0	7853.0	8068.0	3659.0	10167.0	7214.0	7231.0	52184.0	8510.0	52792.0	54006.0	8005.0	7143.0	7038.0	14154.0	0.0	4991.0	3022.0	12137.0	11469.0	4219.0	9601.0	7658.0	9138.0	6675.0	7210.0	64452.0	5218.0	10533.0	53140.0	10662.0	2698.0	8591.0	55990.0	7866.0	6295.0	7302.0	6983.0	53707.0	8488.0	53208.0	7291.0	13330.0
HeQ_2017__SZAXPI029502-105__bin.12	8032.0	6023.0	5858.0	10167.0	5884.0	7217.0	5935.0	10451.0	6145.0	6985.0	54098.0	5594.0	54339.0	54213.0	8365.0	6437.0	8559.0	14840.0	4991.0	0.0	3185.0	11507.0	11334.0	3824.0	8665.0	8373.0	7572.0	6984.0	5853.0	64946.0	5601.0	11084.0	53728.0	8883.0	3570.0	8567.0	51414.0	7316.0	2473.0	4461.0	7087.0	54001.0	8896.0	53977.0	5545.0	11559.0
BritoIL_2016__W2.39.ST__bin.55	3914.0	2495.0	2853.0	2761.0	3222.0	2812.0	1698.0	4779.0	2792.0	3342.0	19196.0	3412.0	19195.0	20060.0	3056.0	3139.0	2491.0	2596.0	3022.0	3185.0	0.0	4574.0	3947.0	2059.0	2929.0	3436.0	2891.0	2917.0	3312.0	24973.0	2309.0	4789.0	18887.0	3405.0	1760.0	3399.0	18935.0	3271.0	3081.0	3415.0	3569.0	20111.0	3827.0	19295.0	3020.0	2204.0
HeQ_2017__SZAXPI029564-74__bin.65	8654.0	8139.0	8123.0	8626.0	12064.0	10370.0	6819.0	3100.0	9788.0	10790.0	50027.0	11732.0	50071.0	51132.0	11211.0	10855.0	8232.0	13977.0	12137.0	11507.0	4574.0	0.0	13822.0	6453.0	11977.0	11163.0	13366.0	11130.0	11189.0	60442.0	2366.0	3503.0	50503.0	12929.0	7505.0	10690.0	50796.0	12723.0	10951.0	11084.0	5602.0	51072.0	2447.0	50254.0	11663.0	14208.0
QinJ_2012__T2D-052__bin.31	11340.0	8855.0	8168.0	9268.0	13440.0	11848.0	7139.0	12050.0	10534.0	12080.0	51628.0	13048.0	52783.0	54141.0	11527.0	12040.0	1744.0	14732.0	11469.0	11334.0	3947.0	13822.0	0.0	7633.0	12816.0	5985.0	12714.0	12085.0	11422.0	64615.0	6356.0	11507.0	51238.0	11660.0	7234.0	12287.0	54768.0	12498.0	11935.0	12878.0	9795.0	54131.0	9691.0	52955.0	12426.0	12246.0
XieH_2016__YSZC12003_37277__bin.37	4858.0	3846.0	2225.0	4937.0	3101.0	28.0	1998.0	6505.0	1972.0	3196.0	33173.0	4218.0	34313.0	34282.0	5468.0	2857.0	5625.0	6772.0	4219.0	3824.0	2059.0	6453.0	7633.0	0.0	4124.0	4968.0	2203.0	3046.0	3009.0	41334.0	3012.0	6857.0	32615.0	3658.0	2503.0	3477.0	32217.0	4720.0	3893.0	4387.0	5109.0	34167.0	6056.0	34305.0	6732.0	6238.0
YuJ_2015__SZAXPI003434-7__bin.5	9081.0	1837.0	5793.0	10315.0	7320.0	7547.0	3891.0	11053.0	7244.0	7175.0	52198.0	9183.0	52700.0	54237.0	4589.0	6394.0	8086.0	12205.0	9601.0	8665.0	2929.0	11977.0	12816.0	4124.0	0.0	8730.0	10522.0	5986.0	7504.0	64013.0	5058.0	10523.0	50351.0	10151.0	4133.0	6614.0	53339.0	9169.0	8340.0	8957.0	6637.0	54098.0	8449.0	53272.0	10459.0	11778.0
ChengpingW_2017__AS37raw__bin.3	8792.0	6315.0	5339.0	8496.0	6571.0	7333.0	4286.0	10277.0	7555.0	6064.0	50645.0	9094.0	51376.0	52337.0	8094.0	7597.0	3934.0	12653.0	7658.0	8373.0	3436.0	11163.0	5985.0	4968.0	8730.0	0.0	9196.0	7131.0	6534.0	62667.0	5197.0	10425.0	49159.0	8023.0	4640.0	9007.0	50742.0	9223.0	8088.0	8574.0	7937.0	52136.0	8480.0	51562.0	8937.0	10430.0
YuJ_2015__SZAXPI015219-129__bin.21	8675.0	6340.0	4037.0	10359.0	9361.0	4551.0	4063.0	11084.0	4695.0	8359.0	50984.0	9108.0	51965.0	53868.0	8654.0	8611.0	8081.0	13873.0	9138.0	7572.0	2891.0	13366.0	12714.0	2203.0	10522.0	9196.0	0.0	7223.0	8253.0	63960.0	5482.0	11031.0	50809.0	5082.0	4468.0	9298.0	55733.0	7905.0	6973.0	8786.0	8155.0	53261.0	8838.0	52292.0	9473.0	11633.0
FerrettiP_2018__CA_C10042IS2731FE_t2M16__bin.6	9286.0	4366.0	4713.0	10463.0	3677.0	6434.0	2371.0	10664.0	6357.0	5671.0	53562.0	8178.0	55034.0	54497.0	7445.0	5001.0	8141.0	11340.0	6675.0	6984.0	2917.0	11130.0	12085.0	3046.0	5986.0	7131.0	7223.0	0.0	4497.0	65737.0	4711.0	10319.0	52189.0	7734.0	1578.0	5935.0	52945.0	8530.0	5958.0	8068.0	7083.0	54123.0	8478.0	55091.0	9125.0	10822.0
YuJ_2015__SZAXPI017451-16__bin.7	8543.0	5002.0	4416.0	10094.0	1765.0	5262.0	2863.0	10755.0	7172.0	675.0	52222.0	7401.0	53655.0	53572.0	7519.0	4034.0	8167.0	13616.0	7210.0	5853.0	3312.0	11189.0	11422.0	3009.0	7504.0	6534.0	8253.0	4497.0	0.0	63916.0	5032.0	10750.0	51615.0	9208.0	1971.0	5978.0	51578.0	7496.0	5404.0	7012.0	7273.0	53256.0	8960.0	53428.0	8096.0	11270.0
ZeeviD_2015__PNP_Main_40__bin.41	63943.0	37259.0	37172.0	50597.0	62806.0	65043.0	32259.0	57907.0	54501.0	65511.0	49938.0	65052.0	50189.0	51213.0	64431.0	65198.0	38155.0	61843.0	64452.0	64946.0	24973.0	60442.0	64615.0	41334.0	64013.0	62667.0	63960.0	65737.0	63916.0	0.0	37237.0	51365.0	49370.0	64391.0	38641.0	64757.0	42426.0	64671.0	64489.0	63675.0	52931.0	51099.0	42853.0	50586.0	65482.0	65001.0
ChengpingW_2017__AS10raw__bin.39	4426.0	3383.0	3434.0	6371.0	4276.0	5342.0	2479.0	1850.0	4283.0	4900.0	31047.0	4749.0	31288.0	31948.0	4846.0	4743.0	4795.0	6813.0	5218.0	5601.0	2309.0	2366.0	6356.0	3012.0	5058.0	5197.0	5482.0	4711.0	5032.0	37237.0	0.0	2375.0	31325.0	4937.0	2745.0	4546.0	30012.0	6122.0	5345.0	4008.0	3848.0	31566.0	1927.0	31360.0	5845.0	6547.0
YuJ_2015__SZAXPI015214-19__bin.22	8620.0	7647.0	7084.0	8113.0	10530.0	9845.0	6831.0	3495.0	9163.0	10817.0	41010.0	11172.0	41280.0	42201.0	10524.0	10123.0	7780.0	12075.0	10533.0	11084.0	4789.0	3503.0	11507.0	6857.0	10523.0	10425.0	11031.0	10319.0	10750.0	51365.0	2375.0	0.0	40675.0	10849.0	6760.0	10225.0	42397.0	12408.0	10740.0	10975.0	6050.0	42011.0	2845.0	41422.0	10865.0	11565.0
BritoIL_2016__M1.1.ST__bin.108	49788.0	29510.0	29597.0	41408.0	49778.0	52480.0	26435.0	46905.0	44533.0	52611.0	10598.0	53408.0	5020.0	11938.0	51006.0	49976.0	30433.0	51858.0	53140.0	53728.0	18887.0	50503.0	51238.0	32615.0	50351.0	49159.0	50809.0	52189.0	51615.0	49370.0	31325.0	40675.0	0.0	51745.0	30280.0	50628.0	35162.0	50479.0	50469.0	51869.0	43230.0	11390.0	34908.0	4319.0	52284.0	51964.0
QinN_2014__LD-62__bin.17	9407.0	6637.0	4234.0	10407.0	10155.0	6802.0	4724.0	10791.0	6307.0	9061.0	51605.0	9929.0	52398.0	53820.0	9593.0	9164.0	6535.0	14789.0	10662.0	8883.0	3405.0	12929.0	11660.0	3658.0	10151.0	8023.0	5082.0	7734.0	9208.0	64391.0	4937.0	10849.0	51745.0	0.0	5672.0	9840.0	56257.0	9509.0	7686.0	9334.0	8544.0	53450.0	8645.0	52478.0	8709.0	11491.0
DavidLA_2015__LD-Run1-07__bin.4	5035.0	3077.0	3239.0	4115.0	2808.0	3274.0	3525.0	6175.0	4279.0	3746.0	31819.0	2569.0	31167.0	31347.0	3351.0	2035.0	4852.0	8174.0	2698.0	3570.0	1760.0	7505.0	7234.0	2503.0	4133.0	4640.0	4468.0	1578.0	1971.0	38641.0	2745.0	6760.0	30280.0	5672.0	0.0	4605.0	31682.0	3340.0	2344.0	2599.0	4320.0	31471.0	5743.0	31094.0	4483.0	6523.0
QinJ_2012__DOF010__bin.10	8268.0	4244.0	5749.0	9825.0	4286.0	6462.0	4625.0	10423.0	6313.0	5282.0	53798.0	7413.0	52907.0	53565.0	4326.0	5675.0	8252.0	13910.0	8591.0	8567.0	3399.0	10690.0	12287.0	3477.0	6614.0	9007.0	9298.0	5935.0	5978.0	64757.0	4546.0	10225.0	50628.0	9840.0	4605.0	0.0	51841.0	7677.0	7028.0	6953.0	6507.0	53306.0	8453.0	53077.0	9571.0	11051.0
XieH_2016__YSZC12003_36697__bin.20	52412.0	30186.0	30846.0	40688.0	53082.0	53248.0	25682.0	47353.0	43770.0	52548.0	34819.0	53021.0	35192.0	36416.0	51544.0	52135.0	31181.0	54780.0	55990.0	51414.0	18935.0	50796.0	54768.0	32217.0	53339.0	50742.0	55733.0	52945.0	51578.0	42426.0	30012.0	42397.0	35162.0	56257.0	31682.0	51841.0	0.0	51817.0	53319.0	51507.0	42476.0	35755.0	34966.0	35093.0	52426.0	58742.0
ZellerG_2014__CCIS93040568ST-20-0__bin.13	9697.0	6362.0	6085.0	10805.0	7480.0	8778.0	4018.0	12240.0	6707.0	8082.0	51815.0	7572.0	52794.0	54014.0	8990.0	6711.0	8231.0	11469.0	7866.0	7316.0	3271.0	12723.0	12498.0	4720.0	9169.0	9223.0	7905.0	8530.0	7496.0	64671.0	6122.0	12408.0	50479.0	9509.0	3340.0	7677.0	51817.0	0.0	5989.0	8140.0	8564.0	53448.0	9324.0	53032.0	7458.0	10751.0
FerrettiP_2018__CA_C10023IS2397FE_t3M15__bin.1	8353.0	5669.0	5774.0	9987.0	5619.0	7029.0	3187.0	10555.0	6004.0	5354.0	51928.0	4586.0	52717.0	53390.0	8292.0	6729.0	8166.0	13462.0	6295.0	2473.0	3081.0	10951.0	11935.0	3893.0	8340.0	8088.0	6973.0	5958.0	5404.0	64489.0	5345.0	10740.0	50469.0	7686.0	2344.0	7028.0	53319.0	5989.0	0.0	4107.0	7104.0	53067.0	8791.0	53265.0	4284.0	12757.0
FerrettiP_2018__CA_C10026IS2444FE_t1M15__bin.4	9095.0	5688.0	5198.0	10937.0	7496.0	8880.0	3045.0	10836.0	5718.0	7362.0	52775.0	93.0	54002.0	53598.0	10714.0	6645.0	8422.0	10587.0	7302.0	4461.0	3415.0	11084.0	12878.0	4387.0	8957.0	8574.0	8786.0	8068.0	7012.0	63675.0	4008.0	10975.0	51869.0	9334.0	2599.0	6953.0	51507.0	8140.0	4107.0	0.0	8277.0	53213.0	8908.0	53653.0	6118.0	12334.0
QinJ_2012__NLM002__bin.2	6602.0	5568.0	6631.0	8059.0	7115.0	7838.0	4726.0	6116.0	7106.0	7542.0	43599.0	8270.0	43801.0	44989.0	5046.0	7436.0	6450.0	9794.0	6983.0	7087.0	3569.0	5602.0	9795.0	5109.0	6637.0	7937.0	8155.0	7083.0	7273.0	52931.0	3848.0	6050.0	43230.0	8544.0	4320.0	6507.0	42476.0	8564.0	7104.0	8277.0	0.0	44996.0	4600.0	44067.0	7606.0	9729.0
CM_madagascar__A13_03_1FE__bin.27	51777.0	31905.0	30761.0	43155.0	51278.0	53173.0	27930.0	48768.0	46366.0	53999.0	12281.0	54263.0	11054.0	195.0	53442.0	52979.0	32829.0	52029.0	53707.0	54001.0	20111.0	51072.0	54131.0	34167.0	54098.0	52136.0	53261.0	54123.0	53256.0	51099.0	31566.0	42011.0	11390.0	53450.0	31471.0	53306.0	35755.0	53448.0	53067.0	53213.0	44996.0	0.0	35399.0	11546.0	54477.0	54853.0
HeQ_2017__SZAXPI029486-84__bin.3	6661.0	6938.0	6539.0	5897.0	8627.0	8030.0	6081.0	2472.0	7879.0	8888.0	35019.0	8915.0	35364.0	35710.0	8484.0	8387.0	6744.0	9511.0	8488.0	8896.0	3827.0	2447.0	9691.0	6056.0	8449.0	8480.0	8838.0	8478.0	8960.0	42853.0	1927.0	2845.0	34908.0	8645.0	5743.0	8453.0	34966.0	9324.0	8791.0	8908.0	4600.0	35399.0	0.0	35406.0	9090.0	9622.0
CM_madagascar__A68_01_1FE__bin.24	50833.0	30638.0	29622.0	42815.0	51326.0	53800.0	27271.0	47652.0	45635.0	55304.0	10472.0	54756.0	1739.0	11670.0	53396.0	52526.0	31973.0	50774.0	53208.0	53977.0	19295.0	50254.0	52955.0	34305.0	53272.0	51562.0	52292.0	55091.0	53428.0	50586.0	31360.0	41422.0	4319.0	52478.0	31094.0	53077.0	35093.0	53032.0	53265.0	53653.0	44067.0	11546.0	35406.0	0.0	54664.0	53245.0
VogtmannE_2016__MMRS51728985ST-27-0-0__bin.2	8765.0	6175.0	6191.0	10610.0	7820.0	10049.0	3795.0	11118.0	7346.0	7878.0	53754.0	6323.0	54606.0	54817.0	9775.0	9971.0	8708.0	12441.0	7291.0	5545.0	3020.0	11663.0	12426.0	6732.0	10459.0	8937.0	9473.0	9125.0	8096.0	65482.0	5845.0	10865.0	52284.0	8709.0	4483.0	9571.0	52426.0	7458.0	4284.0	6118.0	7606.0	54477.0	9090.0	54664.0	0.0	11562.0
HeQ_2017__RSZAXPI003108-148__bin.2	11753.0	7002.0	6872.0	11322.0	12243.0	12288.0	6067.0	12359.0	9862.0	11557.0	52258.0	12900.0	53052.0	55184.0	10513.0	11546.0	6630.0	15067.0	13330.0	11559.0	2204.0	14208.0	12246.0	6238.0	11778.0	10430.0	11633.0	10822.0	11270.0	65001.0	6547.0	11565.0	51964.0	11491.0	6523.0	11051.0	58742.0	10751.0	12757.0	12334.0	9729.0	54853.0	9622.0	53245.0	11562.0	0.0
