	YuJ_2015__SZAXPI015257-56__bin.40	YuJ_2015__SZAXPI003412-1__bin.83	QinJ_2012__NOM028__bin.3	DavidLA_2015__LD-Run1-10__bin.2	LiJ_2014__O2.CD3-0-PT__bin.22	XieH_2016__YSZC12003_37276__bin.66	HeQ_2017__RSZAXPI003093-124__bin.8	YuJ_2015__SZAXPI017452-17__bin.9	HeQ_2017__SZAXPI029500-102__bin.41	QinN_2014__LD-69__bin.10	CM_madagascar__A69_02_1FE__bin.22	FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	CM_madagascar__A53_01_1FE__bin.2	CM_madagascar__A20_03_1FE__bin.9	ZellerG_2014__CCIS59903910ST-4-0__bin.16	HeQ_2017__SZAXPI029553-32__bin.14	ZeeviD_2015__PNP_Main_99__bin.11	BackhedF_2015__SID203_B__bin.2	ZeeviD_2015__PNP_Main_226__bin.19	HeQ_2017__SZAXPI029502-105__bin.12	BritoIL_2016__W2.39.ST__bin.55	HeQ_2017__SZAXPI029564-74__bin.65	QinJ_2012__T2D-052__bin.31	XieH_2016__YSZC12003_37277__bin.37	YuJ_2015__SZAXPI003434-7__bin.5	ChengpingW_2017__AS37raw__bin.3	YuJ_2015__SZAXPI015219-129__bin.21	FerrettiP_2018__CA_C10042IS2731FE_t2M16__bin.6	YuJ_2015__SZAXPI017451-16__bin.7	ZeeviD_2015__PNP_Main_40__bin.41	ChengpingW_2017__AS10raw__bin.39	YuJ_2015__SZAXPI015214-19__bin.22	BritoIL_2016__M1.1.ST__bin.108	QinN_2014__LD-62__bin.17	DavidLA_2015__LD-Run1-07__bin.4	QinJ_2012__DOF010__bin.10	XieH_2016__YSZC12003_36697__bin.20	ZellerG_2014__CCIS93040568ST-20-0__bin.13	FerrettiP_2018__CA_C10023IS2397FE_t3M15__bin.1	FerrettiP_2018__CA_C10026IS2444FE_t1M15__bin.4	QinJ_2012__NLM002__bin.2	CM_madagascar__A13_03_1FE__bin.27	HeQ_2017__SZAXPI029486-84__bin.3	CM_madagascar__A68_01_1FE__bin.24	VogtmannE_2016__MMRS51728985ST-27-0-0__bin.2	HeQ_2017__RSZAXPI003108-148__bin.2
CM_madagascar__A69_02_1FE__bin.22	1225736.0	723255.0	713711.0	972144.0	1230769.0	1269095.0	637999.0	1155441.0	1093872.0	1286200.0	1597220.0	1264227.0	1450331.0	1395517.0	1239953.0	1232327.0	732861.0	1212820.0	1268842.0	1268537.0	522967.0	1201119.0	1253116.0	811441.0	1228936.0	1226503.0	1252114.0	1268993.0	1239231.0	1227444.0	745145.0	983388.0	1399288.0	1254955.0	768083.0	1259195.0	1265183.0	1216268.0	1243462.0	1248634.0	1098344.0	1394644.0	850830.0	1445215.0	1270203.0	1258340.0
FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	1744533.0	969849.0	966235.0	1364041.0	1741825.0	1841728.0	920732.0	1557871.0	1480077.0	1883204.0	1264227.0	2169128.0	1266534.0	1259146.0	1801141.0	1812186.0	996184.0	1839688.0	1855284.0	1896100.0	698542.0	1635756.0	1724173.0	1199314.0	1765006.0	1692085.0	1779299.0	1875447.0	1846153.0	1420532.0	1000430.0	1343705.0	1250749.0	1763861.0	1137545.0	1788901.0	1595445.0	1824207.0	1970998.0	2056122.0	1435011.0	1252643.0	1141943.0	1264741.0	1943534.0	1773225.0
CM_madagascar__A53_01_1FE__bin.2	1223838.0	724327.0	712708.0	985362.0	1235471.0	1273798.0	638777.0	1156151.0	1093682.0	1281130.0	1450331.0	1266534.0	1586138.0	1422120.0	1242534.0	1227060.0	732831.0	1203886.0	1271409.0	1261670.0	518835.0	1199392.0	1268939.0	818709.0	1226603.0	1226185.0	1253323.0	1273276.0	1243172.0	1227899.0	746837.0	981184.0	1438307.0	1254970.0	761683.0	1247145.0	1261745.0	1217659.0	1242581.0	1253246.0	1091670.0	1416933.0	846836.0	1531296.0	1270494.0	1262592.0
CM_madagascar__A20_03_1FE__bin.9	1241359.0	732644.0	725524.0	972955.0	1228029.0	1271031.0	635647.0	1169328.0	1097249.0	1263822.0	1395517.0	1259146.0	1422120.0	1583020.0	1239240.0	1236509.0	738316.0	1215875.0	1269954.0	1261890.0	524844.0	1208263.0	1256359.0	811605.0	1238136.0	1233392.0	1267024.0	1265789.0	1240237.0	1236224.0	752617.0	992974.0	1372770.0	1264239.0	756554.0	1250078.0	1289372.0	1226173.0	1248859.0	1246806.0	1099564.0	1583679.0	854212.0	1419339.0	1268735.0	1272530.0
ZellerG_2014__CCIS59903910ST-4-0__bin.16	1762053.0	980754.0	956529.0	1357819.0	1744809.0	1842022.0	894072.0	1550856.0	1454666.0	1858294.0	1239953.0	1801141.0	1242534.0	1239240.0	2026278.0	1759523.0	972653.0	1754447.0	1819890.0	1774603.0	694012.0	1634115.0	1710775.0	1186806.0	1809889.0	1656532.0	1785336.0	1889902.0	1800822.0	1408648.0	996518.0	1332704.0	1212734.0	1760548.0	1122503.0	1842995.0	1564150.0	1746982.0	1801986.0	1763856.0	1448430.0	1233253.0	1143525.0	1240194.0	1798851.0	1768260.0
HeQ_2017__SZAXPI029553-32__bin.14	1733460.0	968589.0	942278.0	1352192.0	1734410.0	1815673.0	902356.0	1545250.0	1436234.0	1827129.0	1232327.0	1812186.0	1227060.0	1236509.0	1759523.0	1918017.0	982713.0	1724743.0	1828102.0	1809139.0	696670.0	1648889.0	1723746.0	1161938.0	1761530.0	1685909.0	1796088.0	1862213.0	1825382.0	1413498.0	983306.0	1342605.0	1202572.0	1769419.0	1085072.0	1783294.0	1561490.0	1769814.0	1822756.0	1767353.0	1437556.0	1230901.0	1147128.0	1229832.0	1827944.0	1750779.0
ZeeviD_2015__PNP_Main_99__bin.11	985865.0	580655.0	560461.0	730947.0	947933.0	1004217.0	570189.0	887496.0	829000.0	1004434.0	732861.0	996184.0	732831.0	738316.0	972653.0	982713.0	1132172.0	956939.0	998327.0	1000388.0	410709.0	934132.0	1053164.0	725571.0	971631.0	968493.0	1003913.0	1002311.0	988217.0	820835.0	608996.0	792751.0	707278.0	995890.0	669233.0	975635.0	892959.0	983243.0	1001246.0	981075.0	826417.0	734940.0	704206.0	730412.0	1013439.0	1018800.0
BackhedF_2015__SID203_B__bin.2	1743005.0	931125.0	951312.0	1366285.0	1693266.0	1773846.0	882737.0	1530068.0	1446325.0	1779141.0	1212820.0	1839688.0	1203886.0	1215875.0	1754447.0	1724743.0	956939.0	2281026.0	1819479.0	1772753.0	681693.0	1619144.0	1697398.0	1099404.0	1733409.0	1633631.0	1789701.0	1789492.0	1746466.0	1385250.0	1017541.0	1313550.0	1196829.0	1768522.0	1110980.0	1739232.0	1597350.0	1722191.0	1806534.0	1786413.0	1409981.0	1205664.0	1121918.0	1201536.0	1770364.0	1815194.0
ZeeviD_2015__PNP_Main_226__bin.19	1820017.0	980733.0	989435.0	1381786.0	1804506.0	1832993.0	934574.0	1580600.0	1486840.0	1859486.0	1268842.0	1855284.0	1271409.0	1269954.0	1819890.0	1828102.0	998327.0	1819479.0	2094536.0	1876535.0	702673.0	1696575.0	1805830.0	1165406.0	1804385.0	1700564.0	1875459.0	1876683.0	1823880.0	1426866.0	1031561.0	1361506.0	1253973.0	1864678.0	1189485.0	1817202.0	1620909.0	1792365.0	1885164.0	1819411.0	1462355.0	1265594.0	1166211.0	1271628.0	1861822.0	1874175.0
HeQ_2017__SZAXPI029502-105__bin.12	1776757.0	976246.0	972559.0	1377712.0	1736966.0	1806494.0	936180.0	1557460.0	1461654.0	1893824.0	1268537.0	1896100.0	1261670.0	1261890.0	1774603.0	1809139.0	1000388.0	1772753.0	1876535.0	2070411.0	696802.0	1663231.0	1729420.0	1136444.0	1773094.0	1691362.0	1814525.0	1840935.0	1853510.0	1428108.0	998607.0	1336534.0	1245736.0	1789446.0	1142338.0	1815292.0	1576223.0	1851799.0	1950533.0	1891742.0	1445684.0	1256689.0	1159465.0	1258634.0	1899200.0	1788673.0
BritoIL_2016__W2.39.ST__bin.55	691279.0	445122.0	440692.0	489817.0	689265.0	701922.0	382099.0	651119.0	619277.0	703529.0	522967.0	698542.0	518835.0	524844.0	694012.0	696670.0	410709.0	681693.0	702673.0	696802.0	736998.0	665875.0	688759.0	526965.0	689465.0	680658.0	702018.0	702685.0	697933.0	600873.0	438576.0	585765.0	511365.0	692560.0	508160.0	696467.0	658465.0	678432.0	702443.0	684276.0	632845.0	524718.0	497672.0	520219.0	706494.0	701365.0
HeQ_2017__SZAXPI029564-74__bin.65	1666943.0	922442.0	928578.0	1270308.0	1616141.0	1670196.0	854490.0	1529122.0	1381859.0	1671911.0	1201119.0	1635756.0	1199392.0	1208263.0	1634115.0	1648889.0	934132.0	1619144.0	1696575.0	1663231.0	665875.0	1839742.0	1642236.0	1087409.0	1610843.0	1595568.0	1688510.0	1668178.0	1651403.0	1345663.0	972498.0	1334379.0	1187974.0	1669098.0	1066777.0	1644131.0	1505714.0	1621112.0	1646190.0	1606608.0	1411583.0	1204162.0	1153302.0	1199591.0	1666718.0	1696233.0
QinJ_2012__T2D-052__bin.31	1743893.0	951293.0	949830.0	1368084.0	1708156.0	1770634.0	902974.0	1548487.0	1447139.0	1744541.0	1253116.0	1724173.0	1268939.0	1256359.0	1710775.0	1723746.0	1053164.0	1697398.0	1805830.0	1729420.0	688759.0	1642236.0	1947039.0	1134342.0	1716029.0	1696761.0	1793468.0	1761864.0	1715571.0	1417760.0	1008482.0	1351720.0	1221521.0	1785131.0	1070535.0	1690027.0	1575461.0	1717821.0	1731327.0	1693776.0	1447170.0	1253743.0	1144193.0	1255419.0	1744108.0	1811924.0
XieH_2016__YSZC12003_37277__bin.37	1155287.0	749767.0	737783.0	731851.0	1165262.0	1263744.0	891974.0	1028824.0	1054814.0	1202866.0	811441.0	1199314.0	818709.0	811605.0	1186806.0	1161938.0	725571.0	1099404.0	1165406.0	1136444.0	526965.0	1087409.0	1134342.0	1266857.0	1149426.0	1096460.0	1205250.0	1220634.0	1181965.0	935984.0	772445.0	968295.0	794904.0	1189240.0	995224.0	1170859.0	1035385.0	1113251.0	1155254.0	1157790.0	1002017.0	810522.0	855023.0	817376.0	1159995.0	1180434.0
YuJ_2015__SZAXPI003434-7__bin.5	1740262.0	1004285.0	961458.0	1333843.0	1701574.0	1790179.0	889668.0	1525212.0	1442256.0	1786745.0	1228936.0	1765006.0	1226603.0	1238136.0	1809889.0	1761530.0	971631.0	1733409.0	1804385.0	1773094.0	689465.0	1610843.0	1716029.0	1149426.0	1988325.0	1660716.0	1792707.0	1805802.0	1758176.0	1396242.0	1007472.0	1329754.0	1194271.0	1800574.0	1118530.0	1799168.0	1573939.0	1729469.0	1792659.0	1720777.0	1425113.0	1235679.0	1127570.0	1229160.0	1777076.0	1785694.0
ChengpingW_2017__AS37raw__bin.3	1663759.0	939312.0	920915.0	1283914.0	1641424.0	1696741.0	848654.0	1514926.0	1406454.0	1711068.0	1226503.0	1692085.0	1226185.0	1233392.0	1656532.0	1685909.0	968493.0	1633631.0	1700564.0	1691362.0	680658.0	1595568.0	1696761.0	1096460.0	1660716.0	1799345.0	1721110.0	1702112.0	1690540.0	1393249.0	966565.0	1322364.0	1201734.0	1688280.0	1041957.0	1672006.0	1534003.0	1654750.0	1691439.0	1662253.0	1431030.0	1228184.0	1124536.0	1228060.0	1710749.0	1686863.0
YuJ_2015__SZAXPI015219-129__bin.21	1784912.0	965922.0	983662.0	1379175.0	1735713.0	1904585.0	917836.0	1576900.0	1507323.0	1816814.0	1252114.0	1779299.0	1253323.0	1267024.0	1785336.0	1796088.0	1003913.0	1789701.0	1875459.0	1814525.0	702018.0	1688510.0	1793468.0	1205250.0	1792707.0	1721110.0	2033481.0	1829452.0	1788099.0	1419245.0	1032066.0	1364506.0	1235572.0	1915490.0	1126068.0	1798871.0	1620957.0	1769091.0	1817751.0	1752203.0	1455400.0	1255285.0	1172607.0	1256268.0	1815431.0	1881738.0
FerrettiP_2018__CA_C10042IS2731FE_t2M16__bin.6	1795940.0	986376.0	974971.0	1390518.0	1817616.0	1907952.0	933916.0	1576901.0	1484239.0	1930287.0	1268993.0	1875447.0	1273276.0	1265789.0	1889902.0	1862213.0	1002311.0	1789492.0	1876683.0	1840935.0	702685.0	1668178.0	1761864.0	1220634.0	1805802.0	1702112.0	1829452.0	2050282.0	1872847.0	1445483.0	1026602.0	1355842.0	1244806.0	1818548.0	1167845.0	1815740.0	1599273.0	1841115.0	1882969.0	1825651.0	1464566.0	1259814.0	1166666.0	1274059.0	1895425.0	1824824.0
YuJ_2015__SZAXPI017451-16__bin.7	1736901.0	963505.0	966158.0	1355754.0	1790454.0	1864509.0	930898.0	1550636.0	1464201.0	1931547.0	1239231.0	1846153.0	1243172.0	1240237.0	1800822.0	1825382.0	988217.0	1746466.0	1823880.0	1853510.0	697933.0	1651403.0	1715571.0	1181965.0	1758176.0	1690540.0	1788099.0	1872847.0	1984976.0	1410518.0	1022175.0	1331000.0	1223932.0	1778673.0	1119980.0	1816224.0	1564753.0	1789799.0	1856678.0	1811402.0	1444514.0	1235034.0	1152060.0	1244299.0	1871378.0	1782544.0
ZeeviD_2015__PNP_Main_40__bin.41	1405732.0	822599.0	822395.0	1093299.0	1393113.0	1436547.0	728860.0	1299943.0	1233661.0	1440025.0	1227444.0	1420532.0	1227899.0	1236224.0	1408648.0	1413498.0	820835.0	1385250.0	1426866.0	1428108.0	600873.0	1345663.0	1417760.0	935984.0	1396242.0	1393249.0	1419245.0	1445483.0	1410518.0	1755850.0	829432.0	1124185.0	1210463.0	1414745.0	880377.0	1418456.0	1509653.0	1403903.0	1419443.0	1404953.0	1232829.0	1232499.0	964779.0	1233015.0	1443040.0	1431537.0
ChengpingW_2017__AS10raw__bin.39	1018997.0	587223.0	597597.0	875295.0	984363.0	1030032.0	501024.0	936623.0	870297.0	1023306.0	745145.0	1000430.0	746837.0	752617.0	996518.0	983306.0	608996.0	1017541.0	1031561.0	998607.0	438576.0	972498.0	1008482.0	772445.0	1007472.0	966565.0	1032066.0	1026602.0	1022175.0	829432.0	1099797.0	850133.0	744803.0	1031462.0	757314.0	1014997.0	908707.0	990790.0	1015160.0	963513.0	880078.0	743058.0	723779.0	747312.0	1020912.0	1050560.0
YuJ_2015__SZAXPI015214-19__bin.22	1364681.0	819869.0	783733.0	987175.0	1317509.0	1357000.0	748884.0	1289122.0	1165192.0	1350461.0	983388.0	1343705.0	981184.0	992974.0	1332704.0	1342605.0	792751.0	1313550.0	1361506.0	1336534.0	585765.0	1334379.0	1351720.0	968295.0	1329754.0	1322364.0	1364506.0	1355842.0	1331000.0	1124185.0	850133.0	1523340.0	964445.0	1370221.0	925347.0	1328257.0	1254996.0	1323717.0	1345942.0	1311641.0	1185551.0	988069.0	986846.0	982226.0	1353218.0	1373970.0
BritoIL_2016__M1.1.ST__bin.108	1209050.0	709672.0	708608.0	948491.0	1212123.0	1255912.0	616854.0	1137329.0	1073890.0	1249143.0	1399288.0	1250749.0	1438307.0	1372770.0	1212734.0	1202572.0	707278.0	1196829.0	1253973.0	1245736.0	511365.0	1187974.0	1221521.0	794904.0	1194271.0	1201734.0	1235572.0	1244806.0	1223932.0	1210463.0	744803.0	964445.0	1580417.0	1234502.0	739790.0	1219953.0	1254906.0	1191440.0	1210211.0	1233241.0	1076906.0	1362536.0	830337.0	1430988.0	1244828.0	1238420.0
QinN_2014__LD-62__bin.17	1767054.0	966967.0	979017.0	1356272.0	1747149.0	1845881.0	902813.0	1556167.0	1483944.0	1809783.0	1254955.0	1763861.0	1254970.0	1264239.0	1760548.0	1769419.0	995890.0	1768522.0	1864678.0	1789446.0	692560.0	1669098.0	1785131.0	1189240.0	1800574.0	1688280.0	1915490.0	1818548.0	1778673.0	1414745.0	1031462.0	1370221.0	1234502.0	2010912.0	1114414.0	1745677.0	1615552.0	1757423.0	1805563.0	1726554.0	1446862.0	1253931.0	1160182.0	1256785.0	1791259.0	1913392.0
DavidLA_2015__LD-Run1-07__bin.4	1124767.0	695495.0	696641.0	745989.0	1138972.0	1145708.0	786548.0	987312.0	998376.0	1158237.0	768083.0	1137545.0	761683.0	756554.0	1122503.0	1085072.0	669233.0	1110980.0	1189485.0	1142338.0	508160.0	1066777.0	1070535.0	995224.0	1118530.0	1041957.0	1126068.0	1167845.0	1119980.0	880377.0	757314.0	925347.0	739790.0	1114414.0	1272130.0	1146541.0	996454.0	1085933.0	1146347.0	1141351.0	971237.0	756743.0	800761.0	759913.0	1114643.0	1133740.0
QinJ_2012__DOF010__bin.10	1745304.0	981078.0	965853.0	1334016.0	1735722.0	1802152.0	918941.0	1551106.0	1448644.0	1867173.0	1259195.0	1788901.0	1247145.0	1250078.0	1842995.0	1783294.0	975635.0	1739232.0	1817202.0	1815292.0	696467.0	1644131.0	1690027.0	1170859.0	1799168.0	1672006.0	1798871.0	1815740.0	1816224.0	1418456.0	1014997.0	1328257.0	1219953.0	1745677.0	1146541.0	2002148.0	1575275.0	1740923.0	1823566.0	1754131.0	1456302.0	1244406.0	1149198.0	1246835.0	1825293.0	1762633.0
XieH_2016__YSZC12003_36697__bin.20	1572126.0	909567.0	910905.0	1193419.0	1569523.0	1607754.0	809131.0	1434628.0	1362546.0	1587803.0	1265183.0	1595445.0	1261745.0	1289372.0	1564150.0	1561490.0	892959.0	1597350.0	1620909.0	1576223.0	658465.0	1505714.0	1575461.0	1035385.0	1573939.0	1534003.0	1620957.0	1599273.0	1564753.0	1509653.0	908707.0	1254996.0	1254906.0	1615552.0	996454.0	1575275.0	2177605.0	1551096.0	1582678.0	1575538.0	1359242.0	1279663.0	1066659.0	1274951.0	1593756.0	1644699.0
ZellerG_2014__CCIS93040568ST-20-0__bin.13	1737622.0	949266.0	927928.0	1373234.0	1708465.0	1791869.0	901302.0	1528275.0	1426909.0	1819282.0	1216268.0	1824207.0	1217659.0	1226173.0	1746982.0	1769814.0	983243.0	1722191.0	1792365.0	1851799.0	678432.0	1621112.0	1717821.0	1113251.0	1729469.0	1654750.0	1769091.0	1841115.0	1789799.0	1403903.0	990790.0	1323717.0	1191440.0	1757423.0	1085933.0	1740923.0	1551096.0	2105718.0	1853640.0	1807102.0	1413954.0	1219956.0	1138451.0	1218189.0	1871909.0	1773125.0
FerrettiP_2018__CA_C10023IS2397FE_t3M15__bin.1	1759107.0	976308.0	963133.0	1400764.0	1764260.0	1847803.0	920394.0	1564159.0	1461453.0	1893919.0	1243462.0	1970998.0	1242581.0	1248859.0	1801986.0	1822756.0	1001246.0	1806534.0	1885164.0	1950533.0	702443.0	1646190.0	1731327.0	1155254.0	1792659.0	1691439.0	1817751.0	1882969.0	1856678.0	1419443.0	1015160.0	1345942.0	1210211.0	1805563.0	1146347.0	1823566.0	1582678.0	1853640.0	2138990.0	1919397.0	1440507.0	1243210.0	1153185.0	1245764.0	1953447.0	1818024.0
FerrettiP_2018__CA_C10026IS2444FE_t1M15__bin.4	1722132.0	961015.0	935053.0	1334439.0	1729538.0	1810979.0	927740.0	1531304.0	1459976.0	1851846.0	1248634.0	2056122.0	1253246.0	1246806.0	1763856.0	1767353.0	981075.0	1786413.0	1819411.0	1891742.0	684276.0	1606608.0	1693776.0	1157790.0	1720777.0	1662253.0	1752203.0	1825651.0	1811402.0	1404953.0	963513.0	1311641.0	1233241.0	1726554.0	1141351.0	1754131.0	1575538.0	1807102.0	1919397.0	2079953.0	1421477.0	1240450.0	1134665.0	1251520.0	1918490.0	1747578.0
QinJ_2012__NLM002__bin.2	1447835.0	875515.0	855952.0	1089897.0	1443270.0	1464203.0	774228.0	1365245.0	1255201.0	1463936.0	1098344.0	1435011.0	1091670.0	1099564.0	1448430.0	1437556.0	826417.0	1409981.0	1462355.0	1445684.0	632845.0	1411583.0	1447170.0	1002017.0	1425113.0	1431030.0	1455400.0	1464566.0	1444514.0	1232829.0	880078.0	1185551.0	1076906.0	1446862.0	971237.0	1456302.0	1359242.0	1413954.0	1440507.0	1421477.0	1508857.0	1097150.0	1027433.0	1094741.0	1453388.0	1458218.0
