	YuJ_2015__SZAXPI015257-56__bin.40	YuJ_2015__SZAXPI003412-1__bin.83	QinJ_2012__NOM028__bin.3	DavidLA_2015__LD-Run1-10__bin.2	LiJ_2014__O2.CD3-0-PT__bin.22	XieH_2016__YSZC12003_37276__bin.66	HeQ_2017__RSZAXPI003093-124__bin.8	YuJ_2015__SZAXPI017452-17__bin.9	HeQ_2017__SZAXPI029500-102__bin.41	QinN_2014__LD-69__bin.10	CM_madagascar__A69_02_1FE__bin.22	FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	CM_madagascar__A53_01_1FE__bin.2	CM_madagascar__A20_03_1FE__bin.9	ZellerG_2014__CCIS59903910ST-4-0__bin.16	HeQ_2017__SZAXPI029553-32__bin.14	ZeeviD_2015__PNP_Main_99__bin.11	BackhedF_2015__SID203_B__bin.2	ZeeviD_2015__PNP_Main_226__bin.19	HeQ_2017__SZAXPI029502-105__bin.12	BritoIL_2016__W2.39.ST__bin.55	HeQ_2017__SZAXPI029564-74__bin.65	QinJ_2012__T2D-052__bin.31	XieH_2016__YSZC12003_37277__bin.37	YuJ_2015__SZAXPI003434-7__bin.5	ChengpingW_2017__AS37raw__bin.3	YuJ_2015__SZAXPI015219-129__bin.21	FerrettiP_2018__CA_C10042IS2731FE_t2M16__bin.6	YuJ_2015__SZAXPI017451-16__bin.7	ZeeviD_2015__PNP_Main_40__bin.41	ChengpingW_2017__AS10raw__bin.39	YuJ_2015__SZAXPI015214-19__bin.22	BritoIL_2016__M1.1.ST__bin.108	QinN_2014__LD-62__bin.17	DavidLA_2015__LD-Run1-07__bin.4	QinJ_2012__DOF010__bin.10	XieH_2016__YSZC12003_36697__bin.20	ZellerG_2014__CCIS93040568ST-20-0__bin.13	FerrettiP_2018__CA_C10023IS2397FE_t3M15__bin.1	FerrettiP_2018__CA_C10026IS2444FE_t1M15__bin.4	QinJ_2012__NLM002__bin.2	CM_madagascar__A13_03_1FE__bin.27	HeQ_2017__SZAXPI029486-84__bin.3	CM_madagascar__A68_01_1FE__bin.24	VogtmannE_2016__MMRS51728985ST-27-0-0__bin.2	HeQ_2017__RSZAXPI003108-148__bin.2
CM_madagascar__A69_02_1FE__bin.22	0.7359994239991986	0.43401973428832596	0.42859280499868524	0.5818678704248632	0.7391073239754072	0.7617410250309913	0.3824188277131516	0.6937197130013398	0.6566966354040145	0.7706903244387123	1.0	0.7576201149497251	0.9012941235396501	0.8660222135961233	0.7432294862323287	0.7392325415409273	0.43925320243923816	0.7269017417763365	0.7617347641527153	0.76034547526327	0.31540489099810926	0.7206846896482638	0.7522370118080165	0.4872641214109515	0.7367413380749052	0.7361903807866168	0.7520128723657354	0.7609665543882496	0.7431718861521894	0.7372221735265022	0.4470880655138303	0.5900113947984623	0.8694419053104769	0.7534027873430085	0.460965928300422	0.7546843891261066	0.7703159239178072	0.7290498491128335	0.7460049335720815	0.7487127634264534	0.6603630057224428	0.8654806476252489	0.5107693367225554	0.8982751280349608	0.7616039117967468	0.755113259288013
FerrettiP_2018__CA_C10026IS2449FE_t2M15__bin.2	0.8000496051869692	0.4445058106298937	0.4428097373691179	0.6237879922254473	0.799544333022302	0.8450469497420161	0.42308844844564264	0.7132432940794643	0.6796860305154883	0.8647484150312937	0.5578674932968456	1.0	0.5585428799038138	0.5552830446151633	0.8253316540102752	0.8321846382509469	0.4552396170258279	0.8428211705348877	0.8513900516705329	0.8715511486643481	0.32046518232211285	0.7486990163789321	0.7888538620127535	0.5509568822125758	0.8094602992538937	0.7758836730704689	0.8160841591644199	0.8608385489468579	0.8476917913557891	0.6248962716815236	0.45902362608384567	0.6143173662411808	0.5519918603235955	0.8085885203639435	0.5232406755156911	0.8212922427814311	0.7110802128781705	0.8374955281569367	0.9065449341855344	0.9478596929272962	0.6577486436946091	0.5524708546475818	0.5223426187850602	0.5578209308072183	0.8930828425062974	0.8115357876529186
CM_madagascar__A53_01_1FE__bin.2	0.7395939067092523	0.43735727912703687	0.4306415961284579	0.5942017655462514	0.7464205510491521	0.7690919705599386	0.38553076718419205	0.6989385538963192	0.6606934579462821	0.7727461292775282	0.9075912688555472	0.7638370684013623	1.0	0.8895310496312427	0.7494026370971504	0.7407110856684601	0.44186256176953076	0.7268409180033516	0.7682919140705285	0.7611765180583279	0.3150041169179479	0.7246034077741028	0.7667403466785362	0.49453200162911426	0.7401014287533619	0.7406726274762978	0.7574107675372509	0.7680554907580551	0.7499454650225895	0.7425015982215923	0.45112657284549007	0.5925739122321009	0.9036332273736586	0.7581761486074982	0.4605627000929301	0.7529218769110885	0.7732952618246332	0.7344033116916687	0.7501642353943982	0.7560779705170673	0.6606417600486213	0.8863535203115996	0.5116023952518634	0.9643278201518405	0.7665713828178884	0.7625692089843381
CM_madagascar__A20_03_1FE__bin.9	0.7511219062298644	0.44262422458339123	0.43878978155677123	0.5873198064459072	0.7432559285416482	0.7689321676289623	0.3838498566032015	0.7077604831271873	0.6637774633295852	0.764160275928289	0.873790602771917	0.7608747836413943	0.8912831170800116	1.0	0.7488180818941012	0.7474706573511389	0.44553069449533167	0.7347892003891296	0.7681191646346857	0.762894341195942	0.3188740508648027	0.7309642329218835	0.759445869287817	0.49103801594420793	0.7478736844765069	0.746077118419224	0.766355447183232	0.7651779510050409	0.7496209776250459	0.7485761392780887	0.4552494598931157	0.6006070675038849	0.8596429609227931	0.7646264734494826	0.45811613245568594	0.7558419982059608	0.7914972647218608	0.7404574800065697	0.7551824992735404	0.7537542166239214	0.6661792017788783	1.0002931106366313	0.517050953241273	0.8892300792156764	0.7668368055994239	0.7690022867683288
ZellerG_2014__CCIS59903910ST-4-0__bin.16	0.865446399753637	0.4822077720826066	0.46917698361231774	0.6651515734760975	0.8576147991539168	0.9049543053815913	0.4390616687344974	0.759920405788347	0.7139681721856527	0.9128372316138259	0.5858529777256626	0.8835164770085843	0.5866203946348921	0.5850105464304504	1.0	0.8650392493034026	0.47646374288226984	0.8608177160290937	0.8941936891186697	0.8716661780861265	0.3409976321116846	0.8009285991359528	0.8386055615270955	0.583008846762389	0.8909438882522536	0.8135300289496308	0.8768204560282449	0.9290220789052638	0.8850231804323	0.6633921900153877	0.489405698527053	0.6525165845950063	0.5733310039392423	0.8641237776849968	0.5523190796129652	0.9074120135539151	0.746494804760255	0.857726333701496	0.8852161450699263	0.8652030965148908	0.7123326611649536	0.5822552482926825	0.5601605505266305	0.5857034424693947	0.8829370895800083	0.8674757363007445
HeQ_2017__SZAXPI029553-32__bin.14	0.8995723187020762	0.5025721878377513	0.48886897248564537	0.6998024522201836	0.9025884546383062	0.9441902756857734	0.46927946936862397	0.800235347236234	0.745770240826854	0.9507501758326439	0.6155925625268179	0.9411360796072193	0.6125441015382033	0.6169189324182216	0.9138657269461116	1.0	0.5080403354089145	0.892827331561712	0.9493966946069821	0.9398780094232742	0.3615875146049279	0.8540247557764087	0.8924352599585927	0.6043121619881368	0.9150784377823554	0.8750245696466715	0.931940123575547	0.9682979869312941	0.9495995082421064	0.7029656150075834	0.5101951651106325	0.6947185556749498	0.6009310657830457	0.9177473400913548	0.5646649638663265	0.9268004402463585	0.7869351522953133	0.9192322070138065	0.9468252888269499	0.9179835215224891	0.7456242567193095	0.6141353283104373	0.593707459318661	0.6138141632738395	0.9478398783743835	0.9067870618456458
ZeeviD_2015__PNP_Main_99__bin.11	0.8639932801729773	0.5076401818804916	0.4902011355165116	0.6404804217027095	0.8305522482449663	0.8800332458319055	0.49934815558060086	0.7766717424560933	0.7262668569793282	0.879883975226379	0.6196796953113131	0.872193447638698	0.6190358002141018	0.6229477499885177	0.8527396897291224	0.8606731132725416	1.0	0.8379839812325336	0.875563960246323	0.8760409195775908	0.3605618227619125	0.8178086015199104	0.9286751482990218	0.6358980790904561	0.8510588497154142	0.8519544733485724	0.8795766014351176	0.8781086266044382	0.8656370233498091	0.6913083877714693	0.5336653794653109	0.6933319318972736	0.597828775133107	0.873855739233968	0.5868198471610321	0.8544487939994984	0.7611723307059352	0.8611871694406857	0.8771458753616941	0.8591035637694626	0.7242424295955032	0.6201451722883096	0.6160389057493031	0.6169018488356893	0.8874367145628049	0.8940072709800277
BackhedF_2015__SID203_B__bin.2	0.758874296040466	0.40491208780610133	0.4131522393870127	0.5941492994818999	0.7367373278515896	0.7725045659277886	0.3837869449975581	0.665372512194074	0.6295057574968457	0.7737908292145728	0.5089911294303529	0.8014757394260302	0.5054172990575294	0.5099398253242182	0.7646804551986693	0.7507402370687577	0.41592774479554373	1.0	0.7914530566508229	0.7706676732312565	0.2977155893882841	0.7037039472588212	0.7376794477572811	0.47900900735020113	0.7545744765732613	0.7106354771931578	0.7785215951067634	0.7795404348744819	0.7596800737913553	0.5801805854032351	0.4431023583247188	0.5705656138947999	0.5019543836852365	0.7688351645268401	0.48346928092884517	0.7563798045265595	0.6762614718113691	0.7499791760374498	0.7860813511112982	0.7785207183083401	0.613840876868567	0.5057526744543903	0.48767835175925217	0.5044931535195127	0.7706720572233723	0.7891742575490153
ZeeviD_2015__PNP_Main_226__bin.19	0.8650994778795877	0.4655183773398977	0.4693502522754443	0.6549784773334046	0.8577809118582826	0.8712788894533204	0.44444927181962973	0.7497760840587128	0.7064218519041926	0.8843271254349412	0.5808723268542532	0.8817103167479575	0.5818076175343847	0.5805333496297033	0.8650531669066562	0.8693853913229469	0.47327379429143257	0.8619212083248986	1.0	0.8935363249903557	0.3340362734276231	0.8042058002345149	0.8566866360855102	0.5543886569626877	0.8568885901221082	0.8082487004281615	0.8910426939427157	0.8928029883468224	0.8673376824270387	0.650461009025388	0.4900097205299885	0.6449987013830271	0.5733169542084738	0.8851678844383672	0.5666109343549119	0.8634900522120412	0.7471435200922782	0.85197819469324	0.8970335195957482	0.8651601118338382	0.6948421989404813	0.5785944953918195	0.5527348300530524	0.5817135632903898	0.8854137622843437	0.8884282724192852
HeQ_2017__SZAXPI029502-105__bin.12	0.8542869024555995	0.46861371969140425	0.46691260817296665	0.660518612005056	0.8361054882339786	0.8690433928335968	0.44930451007070576	0.7471989860950314	0.7030048623196071	0.911335478801069	0.5865690435377324	0.9131066247233037	0.5831359087640087	0.5833030253413453	0.8530856916815066	0.8706976537508736	0.47904932885306345	0.8490647509117756	0.9039480566901933	1.0	0.3350141590244642	0.7977759005337588	0.8298284736702036	0.5470508029565144	0.8522119521196516	0.8128767669800827	0.8727508692718499	0.8857907922629855	0.8924107339074223	0.65840164102683	0.4796178150135408	0.6401869000889195	0.575734962768262	0.8600046077807739	0.5500202616775124	0.8726407462093274	0.7364764773757481	0.8908777049580977	0.9409049700759897	0.9115489629836782	0.6948364358574215	0.580893358854836	0.5557200961548214	0.5818443777588121	0.9146275787754219	0.858338754962179
BritoIL_2016__W2.39.ST__bin.55	0.9326551768118774	0.6005810056472338	0.5940843801475716	0.6608647513290402	0.9308614134638086	0.9485914480093569	0.51614929755576	0.8769901682229803	0.8364812387550576	0.9500527816900454	0.6835445957790931	0.9431911619841574	0.6779394245303244	0.684919090689527	0.937527645936624	0.941021549583581	0.553892954933392	0.9214366931796288	0.9493255069891641	0.9411382391811104	1.0	0.8972900876257466	0.9291911239921954	0.7122217427998447	0.931530343365925	0.9188925885823299	0.9486145145577057	0.9494842591160355	0.9425005223894773	0.7814132467116599	0.5919514028531963	0.7883006466774672	0.6682216233965357	0.9350839486674319	0.6871117696384521	0.9403933253550213	0.8677499803255911	0.9160961088089791	0.9489333756672338	0.9238301867847675	0.8538367811038835	0.684678927215542	0.6700764452549397	0.6796816273585546	0.9545127666560832	0.9486606476544034
HeQ_2017__SZAXPI029564-74__bin.65	0.9013704095465559	0.49697348867395535	0.5003174358143696	0.6857928992217387	0.8719032342578471	0.9022058527771829	0.4607553667851253	0.8294760895821262	0.7457953343457941	0.902909755824458	0.6256812096478745	0.8827455154037903	0.6247185746697091	0.6289637351324262	0.8821367343899308	0.8903607136218012	0.503277089939785	0.8724957086374068	0.9155838155567465	0.8978019744072809	0.35945311896994253	1.0	0.8851317195563292	0.5875584728728268	0.8690707718799702	0.8612104305929853	0.9105320202506656	0.9006958584410204	0.8915456623809208	0.6985876280478458	0.527319591551424	0.7234036076797725	0.6182774541212844	0.9002180740560362	0.5757720376009244	0.8878641679105004	0.7908271920736712	0.8742470411612063	0.8888414788595357	0.8672542128189713	0.7642272666493454	0.6267672314922418	0.6255523872369061	0.6247272715413358	0.8996125543690365	0.9142722186045652
QinJ_2012__T2D-052__bin.31	0.8898399056207914	0.484036529314513	0.48363797540778586	0.6978884346949393	0.870406807465079	0.903313184789827	0.46010121009389127	0.789114650502635	0.7378408958423534	0.8897926543844267	0.6170847117083942	0.878834476351013	0.6246182023061685	0.6174596399969389	0.8727344444564284	0.8791328781806631	0.5400097275914864	0.8642179227021134	0.9215845188514458	0.8824096487024655	0.3517197138834918	0.8363540740580955	1.0	0.5786781877507333	0.8747708700236616	0.8683832219077275	0.9145959582730495	0.8986871860296584	0.8752515999936313	0.6949758068533809	0.5146923097072016	0.6883339265417898	0.6010578113740916	0.9108554065943208	0.546111813887652	0.8616879271550287	0.7810285258795535	0.8758545668576747	0.883080410818684	0.8633098772032815	0.7382363681467089	0.6161211973668735	0.582680675631048	0.6175859856941747	0.889392559676514	0.9243153321530796
XieH_2016__YSZC12003_37277__bin.37	0.9080969675346152	0.5887965255747097	0.580616438950884	0.5737932536979312	0.9173576812536852	0.9975206357150018	0.7025070706480685	0.8069726891038215	0.8310661740038535	0.946965600695264	0.6143297941283034	0.9433550905903351	0.6191669620170233	0.6135838535841063	0.932495143492912	0.9149264676281538	0.5682930275477027	0.8624746123674575	0.9165888494123646	0.8940393430355598	0.41433721406599167	0.8532581025324879	0.8893734651977295	1.0	0.9040499440741931	0.8615747475839814	0.9496312527775432	0.961109264897301	0.9306148997084912	0.7061965162603198	0.6073558420563647	0.7589159628908394	0.6017166894132486	0.9358451664236769	0.7836093576465221	0.9214789040909906	0.7918557500964987	0.8750245686766541	0.9088326464628605	0.9104445095223849	0.7869143873381133	0.6128197578732248	0.670136408450204	0.6181210665450008	0.9103339998121334	0.9268575695599426
YuJ_2015__SZAXPI003434-7__bin.5	0.8706730539524473	0.5041670753020758	0.4806382256421863	0.6656497303006299	0.8521011404071266	0.896549608338677	0.44548904228433484	0.7615249016131669	0.7217190348660304	0.8950096186488627	0.591823771264758	0.8830664001106459	0.590397948021576	0.5954252951604994	0.9079501590534746	0.8827208831554197	0.4846013604415777	0.8656552625954006	0.9026612852526624	0.8873946663649052	0.34528359297398564	0.8041270918989603	0.8566069430299373	0.576013478681805	1.0	0.830843046282675	0.8963247959966303	0.9051920586423245	0.8804757773502824	0.6700257754642727	0.5041499754818755	0.6634886147888298	0.5753184212842468	0.9004679818440144	0.5604702450555116	0.9015397382218702	0.76476431166937	0.8652006085524249	0.8973980611821508	0.8609357122200848	0.7134024870179674	0.5942594897715414	0.5628461141915934	0.5913962757597475	0.888495090088391	0.8921660191367106
ChengpingW_2017__AS37raw__bin.3	0.9197608018473389	0.5185203504608621	0.5088384940075416	0.7088234885472213	0.9085822896665174	0.9389016558803341	0.469264093322848	0.8362204024242156	0.7774490161697729	0.9475692543675615	0.653492243010651	0.9353353581442136	0.6529092530893187	0.6563805162434109	0.9161322592387786	0.9327349674464874	0.5360611778174836	0.9008711503352609	0.9408456966284954	0.9353342466286343	0.3763714018156607	0.8805454206947528	0.9396619325365619	0.6066051813298727	0.9181040878764217	1.0	0.9514095406939748	0.9419988940419985	0.9358994523006983	0.7394813112549289	0.534287754710742	0.7291203187826683	0.6405525343944601	0.9338159163473375	0.5764970030761194	0.9242246484137283	0.8243338548193926	0.9145144483131362	0.935535430948484	0.9190449858142825	0.7908950201323259	0.6535978369906827	0.6202568156745927	0.6538479279960209	0.9457952755030303	0.9316906985597537
YuJ_2015__SZAXPI015219-129__bin.21	0.8734957444893756	0.4718913036315559	0.48174780093839087	0.6731393113582079	0.8489639195055179	0.9343750937431922	0.4493639232429514	0.7700175216783437	0.7389437127762689	0.8893395119010209	0.5906767754407344	0.870522517790921	0.590788898445572	0.5965907721783483	0.8737145810558348	0.8790232119208391	0.489717877865591	0.8732946115552592	0.917796133821757	0.8886008770182755	0.34380798246946986	0.8237814860330636	0.8757170585808276	0.5916194938629866	0.8764207779664526	0.8418637794009386	1.0	0.8961131183423892	0.8752705336317379	0.6664852044351534	0.5048407140268338	0.6655951051423642	0.5826280157031218	0.9394766904632991	0.551566500990174	0.8800539567372402	0.7697263952798182	0.8660941508674043	0.8904818879546944	0.857355933003554	0.7117081497196187	0.591116415643913	0.5723038474418989	0.592076345930943	0.8881115682910241	0.9196569822880075
