	ZeeviD_2015__PNP_Main_586__bin.39	YuJ_2015__SZAXPI015261-75__bin.23	NielsenHB_2014__MH0093__bin.7	CosteaPI_2017__halbarad-11-0-0__bin.28	LeChatelierE_2013__MH0093__bin.3	XieH_2016__YSZC12003_37348__bin.16	ZeeviD_2015__PNP_Main_506__bin.26	LeChatelierE_2013__MH0129__bin.41	LeChatelierE_2013__MH0288__bin.80	CosteaPI_2017__halbarad-11-773-0__bin.26	ZellerG_2014__MMPU68403337ST__bin.53	ZeeviD_2015__PNP_Main_304__bin.37	XieH_2016__YSZC12003_37204__bin.17	LeChatelierE_2013__MH0440__bin.73	NielsenHB_2014__V1_UC50_1__bin.69	QinJ_2012__T2D-099__bin.75	ZeeviD_2015__PNP_Main_226__bin.34	NielsenHB_2014__MH0004__bin.10	ZeeviD_2015__PNP_Main_261__bin.11	LeChatelierE_2013__MH0438__bin.46	CosteaPI_2017__halbarad-11-392-0__bin.44	CosteaPI_2017__halbarad-11-7-0__bin.2	ZeeviD_2015__PNP_Main_22__bin.34	LeChatelierE_2013__MH0125__bin.9	SchirmerM_2016__G88802__bin.17	ZellerG_2014__CCIS38765456ST-20-0__bin.4	XieH_2016__YSZC12003_35551__bin.42	NielsenHB_2014__V1_CD19_0__bin.21	NielsenHB_2014__O2_UC55_2__bin.28	ZeeviD_2015__PNP_Validation_7__bin.62	VogtmannE_2016__MMRS79893829ST-27-0-0__bin.10	LiJ_2014__V1.FI02__bin.5	LeChatelierE_2013__MH0004__bin.14	NielsenHB_2014__MH0129__bin.37	ChengpingW_2017__AS78raw__bin.58	NielsenHB_2014__MH0125__bin.30
ZellerG_2014__MMPU68403337ST__bin.53	0.9721930225723586	0.9727939729597032	0.9737483588775073	0.9997267907092227	0.9728879806070948	0.9717505628149083	0.970513741037888	0.9731601909975072	0.9724114370209312	0.9998048227100659	1.0	0.972180125096557	0.9732036522429536	0.9702736108124611	0.972537967278803	0.9742606609380019	0.9756298663553197	0.9736517139593087	0.9709256054949835	0.9728745487050359	0.9997177971298149	0.999900373932319	0.9720498414118738	0.9727529427822081	0.9735269603280838	0.9725109673747007	0.9737550621110223	0.9739770652884828	0.9745062834396347	0.9726491285133223	0.9734689391460821	0.973418987382361	0.9734379115710254	0.975507041973739	0.9735604972731484	0.9729184076323246
ZeeviD_2015__PNP_Main_304__bin.37	0.9741503044829364	0.971645442337569	0.9754732529205027	0.9712780914433442	0.9745694666347252	0.973161919868485	0.9768057819082379	0.9747869110298448	0.9741643077582806	0.972528323982444	0.972180125096557	1.0	0.9729675689288394	0.9763813896622142	0.973702244341331	0.9708430833096723	0.9746193424824566	0.9741220236786676	0.9725893859399422	0.9739297461299793	0.9718048161582737	0.9719815983173228	0.9733952769476464	0.9736971340406995	0.976360635553438	0.9724710467937712	0.9731043588487419	0.9725556342186741	0.9722303646575629	0.9738444497060534	0.97143814201702	0.9715560305128261	0.9737919723421665	0.9756610404046061	0.9711706468792757	0.9735778934336574
XieH_2016__YSZC12003_37204__bin.17	0.9796646666239043	0.9709301873718734	0.9793775145141338	0.9727771590768477	0.9783655751347353	0.9773522247062694	0.9756141813406526	0.9808750076678421	0.978965535547324	0.9734326536533549	0.9732036522429536	0.9729675689288394	1.0	0.9724721858070112	0.9790342597219608	0.9715987883532743	0.9736874970846644	0.9781346132443561	0.9783400803134501	0.9802024016430538	0.9728709191880083	0.9728627062408641	0.9794558667995712	0.9785046002932243	0.9774929614928038	0.9772659589856166	0.9802126796191274	0.9715129621093618	0.9733025716191854	0.9798039272084133	0.9719916190948598	0.971051947354673	0.978263613535112	0.9821646647775504	0.9712950640818138	0.9784370238487897
LeChatelierE_2013__MH0440__bin.73	0.9732732996003938	0.9724000791305671	0.9725402957578805	0.969950126708824	0.971683432947176	0.970826174813285	0.9770042060798614	0.9726584260947929	0.9721114287613856	0.9706839341340125	0.9702736108124611	0.9763813896622142	0.9724721858070112	1.0	0.9726136212403513	0.9712058051567084	0.972786004746506	0.9725028766280186	0.9716842063131873	0.9720494752359152	0.9700449331584382	0.9702089589630124	0.9724399145755592	0.9724509611260082	0.9776487030601515	0.9702001454045157	0.97175694812353	0.9712794124114879	0.9725152661955636	0.9726282440806536	0.9718797511889966	0.9710960406280866	0.9725621004027826	0.9750643358637642	0.971372053789576	0.9724625392493276
NielsenHB_2014__V1_UC50_1__bin.69	0.982116587383385	0.9709160918202494	0.9799287260073383	0.9719125500667557	0.9786165800691133	0.9770921522143886	0.9735490263090915	0.9789721301583693	0.9785888909771452	0.9726779075113284	0.972537967278803	0.973702244341331	0.9790342597219608	0.9726136212403513	1.0	0.9720739250238515	0.9747463652837914	0.9781905077207114	0.9770965116700923	0.978615282097193	0.9721055512143087	0.9718355185632672	0.9787674888765696	0.9787558698402649	0.9766651838280692	0.9774360134666591	0.978645966319259	0.9716213996700656	0.9723903740576383	0.9783431518353382	0.971458424213716	0.9710768100620117	0.9781415386207105	0.9817199402582275	0.9711696646082035	0.9790692332736244
QinJ_2012__T2D-099__bin.75	0.9718079593963421	0.9831181661671342	0.9736437152710267	0.973839323809419	0.9722755538996334	0.9704465183959147	0.9717544322872728	0.9715730355929502	0.9719819051522899	0.9749030549691038	0.9742606609380019	0.9708430833096723	0.9715987883532743	0.9712058051567084	0.9720739250238515	1.0	0.9902894905949273	0.9720303281977986	0.9695209409064831	0.9721476065779454	0.9742788511352568	0.9740179449914833	0.971065722507098	0.9722832152382754	0.9724234712465625	0.9715041441549757	0.9715199897639898	0.97457807725166	0.9811608436164946	0.9705925935842331	0.9807579701633511	0.9914334436921519	0.9721862219425789	0.9743697467223469	0.9747316600933791	0.9723771000099842
ZeeviD_2015__PNP_Main_226__bin.34	0.9754601600588498	0.982071080427005	0.9752017666638979	0.9763495411531203	0.9748103555371034	0.9751345880951507	0.9741002597431141	0.9737005155172269	0.9744409652073217	0.9765198667415274	0.9756298663553197	0.9746193424824566	0.9736874970846644	0.972786004746506	0.9747463652837914	0.9902894905949273	1.0	0.9749983600925464	0.9730267243220612	0.9748106934302463	0.9762115511058805	0.976154871339975	0.9738928189204624	0.9748426967132778	0.9731242679147587	0.9742180485639634	0.9741035264869021	0.9777083937825547	0.981773209281946	0.975135218048363	0.983111196436285	0.9905443628289278	0.9751099186495263	0.975531136084046	0.9772150745323378	0.9747017959262876
NielsenHB_2014__MH0004__bin.10	0.9785311416295873	0.9713631100812108	0.9812930805549093	0.9732308532245861	0.9795364919313926	0.9785636079805514	0.973553226236238	0.9793108634455349	0.9807050544400528	0.9734093679960705	0.9736517139593087	0.9741220236786676	0.9781346132443561	0.9725028766280186	0.9781905077207114	0.9720303281977986	0.9749983600925464	1.0	0.9766662937209429	0.9798950781314206	0.9733823438487881	0.9735133892387305	0.9788136687264372	0.9789682696637418	0.9772447882533849	0.9783095835819082	0.9784538807955291	0.972369378769051	0.9733286312681289	0.9776483014481461	0.9722007259614165	0.9710395868427474	0.9998523456768205	0.9824262180985023	0.9714450782549229	0.9791611409677676
ZeeviD_2015__PNP_Main_261__bin.11	0.9780511078534454	0.9695987563354658	0.9784354824515789	0.9702037465979968	0.9769388786332946	0.9767870385071872	0.974059503041588	0.9773915791348291	0.9776003550575417	0.9706756918852808	0.9709256054949835	0.9725893859399422	0.9783400803134501	0.9716842063131873	0.9770965116700923	0.9695209409064831	0.9730267243220612	0.9766662937209429	1.0	0.9772876295776186	0.9697601714952615	0.9699974582635872	0.9773699109884876	0.9770925343160939	0.9766870788373798	0.9770462852787204	0.9769439705444726	0.9703173665716401	0.9704773978551903	0.9781365972420071	0.9711724246065967	0.9700982360603716	0.9768423982177376	0.9792061362678467	0.9692956479531174	0.9769839569449646
LeChatelierE_2013__MH0438__bin.46	0.979022139282527	0.971289460430329	0.9805486684948314	0.9725240511341323	0.978451758025054	0.9780876482613604	0.9736824251496679	0.9799717855466534	0.9796328938846489	0.9736566671047125	0.9728745487050359	0.9739297461299793	0.9802024016430538	0.9720494752359152	0.978615282097193	0.9721476065779454	0.9748106934302463	0.9798950781314206	0.9772876295776186	1.0	0.9729675756452631	0.9723126995703079	0.9791123907566973	0.9787752170458605	0.9777606080527175	0.9781962817589317	0.9779701628514297	0.9712228260709026	0.9735254209658241	0.9779364654649716	0.9722350425564211	0.9717228635200851	0.979797081718006	0.9825196939500437	0.9711944219322024	0.9791398210836839
CosteaPI_2017__halbarad-11-392-0__bin.44	0.9719045589795564	0.972534115062778	0.9737268418461122	0.9996665515386745	0.9724476644547904	0.9720526030015666	0.9708356932283844	0.9720938114623455	0.9724957831219154	0.9997717523227392	0.9997177971298149	0.9718048161582737	0.9728709191880083	0.9700449331584382	0.9721055512143087	0.9742788511352568	0.9762115511058805	0.9733823438487881	0.9697601714952615	0.9729675756452631	1.0	0.99976360188664	0.9718356667289442	0.9723450945525371	0.9738893555768482	0.9723285834484434	0.9733186262470892	0.9732984906394286	0.9742682256694769	0.9721209513142205	0.9732916423737399	0.973597780668541	0.9730998992994898	0.9750692159641003	0.9731147696185655	0.972272035557597
CosteaPI_2017__halbarad-11-7-0__bin.2	0.9715645779769926	0.9722792355246428	0.9735624852686716	0.9996424656003398	0.9721388876619927	0.9717436291833692	0.9702732147226681	0.971975832525302	0.9721823796946208	0.999795637086066	0.999900373932319	0.9719815983173228	0.9728627062408641	0.9702089589630124	0.9718355185632672	0.9740179449914833	0.976154871339975	0.9735133892387305	0.9699974582635872	0.9723126995703079	0.99976360188664	1.0	0.9716562288671312	0.9725372992054083	0.9741226526709352	0.9719105654395416	0.973069152381633	0.9732544375000326	0.9744860823560422	0.9718076566514341	0.9730653146158396	0.9732120384333327	0.9729216818921547	0.9748653368059667	0.972793587858825	0.9724796213515645
ZeeviD_2015__PNP_Main_22__bin.34	0.9790936358807882	0.9703336645867557	0.9779478433780592	0.9717215307267788	0.9769831774367879	0.977297983136162	0.9739994988221151	0.9789371967842947	0.979552363468314	0.9726027067611274	0.9720498414118738	0.9733952769476464	0.9794558667995712	0.9724399145755592	0.9787674888765696	0.971065722507098	0.9738928189204624	0.9788136687264372	0.9773699109884876	0.9791123907566973	0.9718356667289442	0.9716562288671312	1.0	0.9774962500556417	0.976757508797774	0.9767201259459638	0.9771496559424064	0.9714845628728341	0.9717467143743937	0.9776022053003164	0.9712059802671352	0.9711569143401514	0.97886966440615	0.9801991100815283	0.9703847061427497	0.977865957413153
LeChatelierE_2013__MH0125__bin.9	0.9788774775074	0.9713825521262487	0.9802678308773597	0.9721161076334303	0.9788557470596477	0.9781976262618166	0.973720151643951	0.9780331203031245	0.9788231182639123	0.9733243805002237	0.9727529427822081	0.9736971340406995	0.9785046002932243	0.9724509611260082	0.9787558698402649	0.9722832152382754	0.9748426967132778	0.9789682696637418	0.9770925343160939	0.9787752170458605	0.9723450945525371	0.9725372992054083	0.9774962500556417	1.0	0.9765559036998241	0.9791621523558262	0.9780067099558254	0.9716281544835992	0.9722075650438325	0.9780559925420964	0.9723664031149429	0.9719502820862123	0.9788832404410718	0.9806975761653653	0.9717256394568093	0.9998039024821911
SchirmerM_2016__G88802__bin.17	0.9774322438235132	0.9720055424984917	0.9772036007045322	0.9739770635707207	0.9768404185505333	0.9765317277451689	0.9840904853644895	0.9760581636817862	0.9769226322095559	0.9741279908164351	0.9735269603280838	0.976360635553438	0.9774929614928038	0.9776487030601515	0.9766651838280692	0.9724234712465625	0.9731242679147587	0.9772447882533849	0.9766870788373798	0.9777606080527175	0.9738893555768482	0.9741226526709352	0.976757508797774	0.9765559036998241	1.0	0.9753297011367369	0.9757812370329798	0.9729688403612013	0.9738425375581375	0.9763210616765119	0.9719814791455225	0.9709099716561951	0.9769447671337529	0.978306390261047	0.9735790683489334	0.9768669607213706
ZellerG_2014__CCIS38765456ST-20-0__bin.4	0.9776818886318202	0.9697869389870325	0.9798421087353305	0.9721023057269123	0.9798066503548206	0.9786029717038697	0.9731282384117833	0.9784788286721632	0.9788556146517778	0.973133086748344	0.9725109673747007	0.9724710467937712	0.9772659589856166	0.9702001454045157	0.9774360134666591	0.9715041441549757	0.9742180485639634	0.9783095835819082	0.9770462852787204	0.9781962817589317	0.9723285834484434	0.9719105654395416	0.9767201259459638	0.9791621523558262	0.9753297011367369	1.0	0.9775567845485142	0.972097720036733	0.9730926805607285	0.9765007567958672	0.9713975173821245	0.9713191688737894	0.9782055932846838	0.981153329777647	0.9714843797206938	0.9793836821058076
XieH_2016__YSZC12003_35551__bin.42	0.9781353736168013	0.9706978615056625	0.9797053257219726	0.9727643533808961	0.9783380860579676	0.9773024036632156	0.9732925048872892	0.9783339851867086	0.9786143107888039	0.9741716476824179	0.9737550621110223	0.9731043588487419	0.9802126796191274	0.97175694812353	0.978645966319259	0.9715199897639898	0.9741035264869021	0.9784538807955291	0.9769439705444726	0.9779701628514297	0.9733186262470892	0.973069152381633	0.9771496559424064	0.9780067099558254	0.9757812370329798	0.9775567845485142	1.0	0.9721377367438915	0.97310849120045	0.9780999690494806	0.9711061295489661	0.971497176176126	0.9783486007468869	0.9813941740495503	0.9708133006959818	0.9782320686053967
NielsenHB_2014__V1_CD19_0__bin.21	0.9715471198749704	0.9741798469873183	0.9749828835440668	0.9727373564594	0.9731772296686338	0.9708382953950125	0.9717851929272949	0.9717358534974698	0.9725068735503204	0.9745533535194657	0.9739770652884828	0.9725556342186741	0.9715129621093618	0.9712794124114879	0.9716213996700656	0.97457807725166	0.9777083937825547	0.972369378769051	0.9703173665716401	0.9712228260709026	0.9732984906394286	0.9732544375000326	0.9714845628728341	0.9716281544835992	0.9729688403612013	0.972097720036733	0.9721377367438915	1.0	0.9752192910083204	0.9711967098388473	0.9742960051541716	0.9743911330920965	0.9722815348667458	0.9741833776888783	0.9748578849813716	0.9716555440449907
NielsenHB_2014__O2_UC55_2__bin.28	0.9716169116532808	0.9772521206026699	0.972946618857304	0.9739912586142261	0.9728696543675767	0.9721299374044584	0.9724568534965341	0.9720693598407188	0.9728482446043744	0.9746748663933016	0.9745062834396347	0.9722303646575629	0.9733025716191854	0.9725152661955636	0.9723903740576383	0.9811608436164946	0.981773209281946	0.9733286312681289	0.9704773978551903	0.9735254209658241	0.9742682256694769	0.9744860823560422	0.9717467143743937	0.9722075650438325	0.9738425375581375	0.9730926805607285	0.97310849120045	0.9752192910083204	1.0	0.9717455097221124	0.978723295836721	0.9817448665068422	0.9731140304675358	0.9745106557879443	0.9744503848550621	0.9721810701580017
ZeeviD_2015__PNP_Validation_7__bin.62	0.9794765894501293	0.9707798553651704	0.9805727652397649	0.9712880821887412	0.9786195074567168	0.9774079445329678	0.9732281905930733	0.9790588159743321	0.9781943940557579	0.9726719996146419	0.9726491285133223	0.9738444497060534	0.9798039272084133	0.9726282440806536	0.9783431518353382	0.9705925935842331	0.975135218048363	0.9776483014481461	0.9781365972420071	0.9779364654649716	0.9721209513142205	0.9718076566514341	0.9776022053003164	0.9780559925420964	0.9763210616765119	0.9765007567958672	0.9780999690494806	0.9711967098388473	0.9717455097221124	1.0	0.9713788659631478	0.9712004284636171	0.9778326434355011	0.9817571512945705	0.9704598097761524	0.9781593301171272
VogtmannE_2016__MMRS79893829ST-27-0-0__bin.10	0.9719449133611269	0.9786565514888079	0.9744091502078214	0.9734470585655711	0.9729501813988274	0.9718594952588692	0.9718176294266152	0.9719676037021204	0.9707519966842009	0.9738937225752715	0.9734689391460821	0.97143814201702	0.9719916190948598	0.9718797511889966	0.971458424213716	0.9807579701633511	0.983111196436285	0.9722007259614165	0.9711724246065967	0.9722350425564211	0.9732916423737399	0.9730653146158396	0.9712059802671352	0.9723664031149429	0.9719814791455225	0.9713975173821245	0.9711061295489661	0.9742960051541716	0.978723295836721	0.9713788659631478	1.0	0.9806438293936581	0.9717523844728732	0.9744581210779806	0.9739118106919207	0.9725366775346038
LiJ_2014__V1.FI02__bin.5	0.9722139492704248	0.9799725982886528	0.9736266205726992	0.9736343999712062	0.9721845187176525	0.970385613862291	0.9706607045944053	0.9710347426680063	0.9713377217250377	0.9742286235121403	0.973418987382361	0.9715560305128261	0.971051947354673	0.9710960406280866	0.9710768100620117	0.9914334436921519	0.9905443628289278	0.9710395868427474	0.9700982360603716	0.9717228635200851	0.973597780668541	0.9732120384333327	0.9711569143401514	0.9719502820862123	0.9709099716561951	0.9713191688737894	0.971497176176126	0.9743911330920965	0.9817448665068422	0.9712004284636171	0.9806438293936581	1.0	0.9709601049913794	0.9745059658314023	0.9741570096872776	0.9718863127629642
LeChatelierE_2013__MH0004__bin.14	0.978286665062884	0.9711982328193962	0.9812701931002343	0.9727278981651275	0.9798386017906803	0.9784714367058397	0.973092286821667	0.979239407825001	0.9807218839457486	0.9734161791944436	0.9734379115710254	0.9737919723421665	0.978263613535112	0.9725621004027826	0.9781415386207105	0.9721862219425789	0.9751099186495263	0.9998523456768205	0.9768423982177376	0.979797081718006	0.9730998992994898	0.9729216818921547	0.97886966440615	0.9788832404410718	0.9769447671337529	0.9782055932846838	0.9783486007468869	0.9722815348667458	0.9731140304675358	0.9778326434355011	0.9717523844728732	0.9709601049913794	1.0	0.9823749898283017	0.9711200357473659	0.9792994830586332
NielsenHB_2014__MH0129__bin.37	0.9816046329072678	0.9738135393055896	0.981652897442945	0.974036715709191	0.9812037324499071	0.9810525767453788	0.9765516735711405	0.9996754462379045	0.9824082644617811	0.9762659629909423	0.975507041973739	0.9756610404046061	0.9821646647775504	0.9750643358637642	0.9817199402582275	0.9743697467223469	0.975531136084046	0.9824262180985023	0.9792061362678467	0.9825196939500437	0.9750692159641003	0.9748653368059667	0.9801991100815283	0.9806975761653653	0.978306390261047	0.981153329777647	0.9813941740495503	0.9741833776888783	0.9745106557879443	0.9817571512945705	0.9744581210779806	0.9745059658314023	0.9823749898283017	1.0	0.9738469795319527	0.9809855749672399
ChengpingW_2017__AS78raw__bin.58	0.9704298124452473	0.9741221252261779	0.9727850185920155	0.9727498032429728	0.9720784585856288	0.9707795201939249	0.9707449799673328	0.9716355178223024	0.9704872066194863	0.9742225885536324	0.9735604972731484	0.9711706468792757	0.9712950640818138	0.971372053789576	0.9711696646082035	0.9747316600933791	0.9772150745323378	0.9714450782549229	0.9692956479531174	0.9711944219322024	0.9731147696185655	0.972793587858825	0.9703847061427497	0.9717256394568093	0.9735790683489334	0.9714843797206938	0.9708133006959818	0.9748578849813716	0.9744503848550621	0.9704598097761524	0.9739118106919207	0.9741570096872776	0.9711200357473659	0.9738469795319527	1.0	0.9717191308435216
NielsenHB_2014__MH0125__bin.30	0.9793029162013104	0.9712755124149586	0.9802536591649536	0.9720277134227396	0.9788902469271543	0.978480309821817	0.9739738726084948	0.9782496437349416	0.9792032087291234	0.9731341459659603	0.9729184076323246	0.9735778934336574	0.9784370238487897	0.9724625392493276	0.9790692332736244	0.9723771000099842	0.9747017959262876	0.9791611409677676	0.9769839569449646	0.9791398210836839	0.972272035557597	0.9724796213515645	0.977865957413153	0.9998039024821911	0.9768669607213706	0.9793836821058076	0.9782320686053967	0.9716555440449907	0.9721810701580017	0.9781593301171272	0.9725366775346038	0.9718863127629642	0.9792994830586332	0.9809855749672399	0.9717191308435216	1.0
