	CosteaPI_2017__SID713B044-11-0-0__bin.24	LiSS_2016__FAT_012-22-42-0__bin.61	CosteaPI_2017__SID713B044-11-90-0__bin.37	ZellerG_2014__CCIS87116798ST-4-0__bin.33	HeQ_2017__SZAXPI029579-97__bin.42	XieH_2016__YSZC12003_35980__bin.62	LiJ_2014__MH0369__bin.54	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.61	XieH_2016__YSZC12003_37282__bin.25	HeQ_2017__SZAXPI029580-98__bin.5	QinJ_2012__T2D-085__bin.36	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	ChengpingW_2017__AS22raw__bin.17	CosteaPI_2017__SID713B055-11-0-0__bin.60	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	ZellerG_2014__CCIS90166425ST-4-0__bin.54	XieH_2016__YSZC12003_37277__bin.50	LiJ_2014__MH0262__bin.36	LiJ_2014__V1.FI32__bin.96	YuJ_2015__SZAXPI003409-8__bin.49	LeChatelierE_2013__MH0204__bin.21	RaymondF_2016__P19E90__bin.11	CosteaPI_2017__SID713B051-11-0-0__bin.31	LeChatelierE_2013__MH0211__bin.19	HeQ_2017__SZAXPI029577-94__bin.39	RaymondF_2016__P19E7__bin.14	FengQ_2015__SID531382__bin.15	CosteaPI_2017__SID713B051-11-90-0__bin.3	LeChatelierE_2013__MH0430__bin.3	RaymondF_2016__P19E0__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26
QinJ_2012__T2D-085__bin.36	0.9952451962622321	0.9936921305319146	0.9952487640171528	0.9939727726792507	0.9945325314379442	0.9940003323808101	0.993701925147165	0.9935535981629372	0.9943175708594467	0.9940592183523359	1.0	0.9936141944884926	0.994625396204767	0.9940625835215396	0.9938081174825976	0.9942653981093957	0.9937544299827505	0.9935415450244873	0.9942014148212173	0.9948149938326046	0.9931194003853319	0.9948511589193886	0.995000188488577	0.9940554073127762	0.9941022091214823	0.9945170204748147	0.994410288169781	0.9946884012295727	0.99458841966843	0.994766583415245	0.994955418105872
VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	0.9921469764262572	0.991965457450787	0.9923713779338618	0.9929299617797062	0.9925705585597961	0.991798258342844	0.9923632816962895	0.9916305117080526	0.9920773819108433	0.992125663105632	0.9936141944884926	1.0	0.9926573440547367	0.9925997030666053	0.9913343840844479	0.9931307777067898	0.99165433292311	0.9925934307401559	0.9943256265176768	0.9926053328384387	0.9922362479989038	0.9922276706835282	0.9920512369392437	0.9917006729051091	0.9923378525369866	0.9923073072553096	0.9921479971803374	0.9919971516733919	0.9942300011686399	0.9925757594912704	0.9935389333016503
ChengpingW_2017__AS22raw__bin.17	0.9938178515921793	0.9933984739561746	0.9937833051992921	0.994374970540567	0.9935744267733161	0.9936564139204582	0.9936780525336253	0.9934727959097516	0.9937999656403486	0.9933869954914243	0.994625396204767	0.9926573440547367	1.0	0.9932759897980535	0.9930181922410161	0.9937055205996213	0.9940853434291245	0.996213893049184	0.9937029869183206	0.9943263215718352	0.9928164028104728	0.994154256904105	0.994623838321365	0.9935750441532167	0.9934166693554732	0.9935205416705737	0.995806476422982	0.9942902079645454	0.9943566955534032	0.994122552461996	0.9947098358633218
CosteaPI_2017__SID713B055-11-0-0__bin.60	0.9925843611022827	0.9923262808494641	0.9929369195954033	0.9935273551457724	0.9933617129542006	0.992650337767177	0.9927379624981676	0.9920436235468736	0.9925350224415646	0.9927775738514876	0.9940625835215396	0.9925997030666053	0.9932759897980535	1.0	0.9915604750014044	0.9938533533967273	0.9922722225330158	0.9928908341215235	0.9938299530552162	0.9931741723181127	0.9930618308802132	0.992571826094753	0.9929709354610337	0.9926588521157873	0.9930432188654214	0.9927524288942413	0.9930683071306949	0.992452008979704	0.9943524171754579	0.9928299494830782	0.9939000509817771
VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	0.9923335187217643	0.9913940837244052	0.9924094131206289	0.9927683329104289	0.9925547833241709	0.9917208671779537	0.9917456963226158	0.9914623068236994	0.99161575263065	0.9918249609700599	0.9938081174825976	0.9913343840844479	0.9930181922410161	0.9915604750014044	1.0	0.9930238757776626	0.9912147924322544	0.9924071071947526	0.9931421296781601	0.9923895987036786	0.9913280545935805	0.991774436743195	0.9920181283187337	0.9921722424728208	0.9920701648803887	0.9921702707456389	0.9918966286255554	0.9915948965870526	0.9938019960274316	0.9918255988694034	0.9935202196319964
ZellerG_2014__CCIS90166425ST-4-0__bin.54	0.9935239663826774	0.9929767457467871	0.9938194238890146	0.9942366420825332	0.993029188814729	0.9931414287309269	0.9931085353474708	0.9922559029402976	0.9933700215685226	0.9924479213893708	0.9942653981093957	0.9931307777067898	0.9937055205996213	0.9938533533967273	0.9930238757776626	1.0	0.9933221237937219	0.9932582817593084	0.9965575755393417	0.9937285506042672	0.993346595078991	0.9933175386888896	0.9938347790284986	0.9923749776256453	0.9925122692173037	0.9930442100331066	0.9930398936891492	0.9933069276405022	0.9947433686664274	0.9932841154804946	0.9946839579811596
XieH_2016__YSZC12003_37277__bin.50	0.9925991957849523	0.9927973442271588	0.9928013301507603	0.9936282673688945	0.9932979521828275	0.9928995160631171	0.9929972311227662	0.995901884885892	0.9929273224726366	0.9927260153042393	0.9937544299827505	0.99165433292311	0.9940853434291245	0.9922722225330158	0.9912147924322544	0.9933221237937219	1.0	0.9927417077380258	0.9935872782443543	0.9932820966872133	0.991773007266847	0.9981308669688931	0.9979139635951376	0.9920128577126259	0.9928080309311967	0.9981467215504227	0.9929031199155083	0.9974553711442341	0.9938889110305156	0.9980266200420084	0.9950222271660065
LiJ_2014__MH0262__bin.36	0.9926495681506143	0.9928752281693458	0.9929676673092812	0.9936373263695075	0.9929945464308718	0.9927945369058805	0.9935618922104992	0.992135188233017	0.9929228295910519	0.9926465420588079	0.9935415450244873	0.9925934307401559	0.996213893049184	0.9928908341215235	0.9924071071947526	0.9932582817593084	0.9927417077380258	1.0	0.9930323812984515	0.9936722166543126	0.9924072828052658	0.9928949526321977	0.993029900420801	0.9928833235673101	0.992519163715172	0.992605464561689	0.9951503010633344	0.9929591854019421	0.9940819877662086	0.9933428403360206	0.9944630969473603
LiJ_2014__V1.FI32__bin.96	0.9935766159879743	0.9930981349380885	0.9936477212884314	0.9936913916964161	0.993054496440687	0.9930946940400665	0.9929282253528003	0.9927840243512832	0.9930014350369798	0.9926928994636133	0.9942014148212173	0.9943256265176768	0.9937029869183206	0.9938299530552162	0.9931421296781601	0.9965575755393417	0.9935872782443543	0.9930323812984515	1.0	0.9939204483479093	0.9930952740041223	0.9934958182553546	0.9941219461093156	0.9931729972526274	0.9927015702931296	0.9933088206357631	0.9933907131518002	0.9939169381107492	0.9941514580998089	0.9938552381059941	0.9942344529557273
YuJ_2015__SZAXPI003409-8__bin.49	0.9938677443533159	0.9924176039464527	0.9940795848917972	0.9940326018808777	0.993729332142624	0.9931145530478228	0.9932305808128186	0.9924627816546998	0.9930678363420372	0.9930802637958906	0.9948149938326046	0.9926053328384387	0.9943263215718352	0.9931741723181127	0.9923895987036786	0.9937285506042672	0.9932820966872133	0.9936722166543126	0.9939204483479093	1.0	0.9925937740949345	0.9938683073029962	0.993781639982818	0.9930199197264754	0.9932442447144578	0.9933837265574248	0.9939524345718019	0.9933524010882573	0.9943338375373043	0.9939268034227562	0.994640018769848
LeChatelierE_2013__MH0204__bin.21	0.9924964180367664	0.9920817013577022	0.9923571407596876	0.9927355387500854	0.9927756456995694	0.9917436689732828	0.9924864490401972	0.9912502972393179	0.9921601300821749	0.9921250141903258	0.9931194003853319	0.9922362479989038	0.9928164028104728	0.9930618308802132	0.9913280545935805	0.993346595078991	0.991773007266847	0.9924072828052658	0.9930952740041223	0.9925937740949345	1.0	0.9919233502866057	0.9923680018521641	0.9920121141259362	0.9923924676383651	0.9918694114567799	0.9917876501037001	0.992110803370692	0.9938451718394096	0.991824859440179	0.9934032737329814
RaymondF_2016__P19E90__bin.11	0.9934500417983334	0.9931239894050836	0.9936188950646828	0.9941542860235103	0.9930084215834092	0.9930221294010078	0.9934707880011896	0.9960796559096408	0.9935599129304515	0.9929105803054261	0.9948511589193886	0.9922276706835282	0.994154256904105	0.992571826094753	0.991774436743195	0.9933175386888896	0.9981308669688931	0.9928949526321977	0.9934958182553546	0.9938683073029962	0.9919233502866057	1.0	0.9987163170719747	0.992927483587163	0.9926253494433552	0.9994175572493678	0.9923758580204513	0.9979714446957612	0.994462050099778	0.9997383389800234	0.9959000023709951
CosteaPI_2017__SID713B051-11-0-0__bin.31	0.9936508514912648	0.9933444740120804	0.9936769873619271	0.9944543812689062	0.9937577632595004	0.9933693825005178	0.9934655633805741	0.9966216174975189	0.9934795757565347	0.9931453039466729	0.995000188488577	0.9920512369392437	0.994623838321365	0.9929709354610337	0.9920181283187337	0.9938347790284986	0.9979139635951376	0.993029900420801	0.9941219461093156	0.993781639982818	0.9923680018521641	0.9987163170719747	1.0	0.9929914675316599	0.9933056083911471	0.9987227613810822	0.9934637504326628	0.998944011772258	0.9946635938191373	0.9988556721288737	0.995676317141248
LeChatelierE_2013__MH0211__bin.19	0.9929976545679341	0.9921801731209521	0.9930386551911855	0.9933769495013914	0.9927894387431309	0.9924397564583767	0.9928613970581328	0.9916854375087051	0.9923318113457026	0.992420942460191	0.9940554073127762	0.9917006729051091	0.9935750441532167	0.9926588521157873	0.9921722424728208	0.9923749776256453	0.9920128577126259	0.9928833235673101	0.9931729972526274	0.9930199197264754	0.9920121141259362	0.992927483587163	0.9929914675316599	1.0	0.9925560782270411	0.9928361969912737	0.9927292527719723	0.9930758676869228	0.99369450019211	0.9934560629541528	0.9937104712598456
HeQ_2017__SZAXPI029577-94__bin.39	0.9932623527658879	0.9925241564958749	0.9933186550005514	0.9940664544576113	0.9990120697267195	0.992858972747518	0.9930145484703459	0.9921206553910934	0.9926062554118988	0.9984161623573845	0.9941022091214823	0.9923378525369866	0.9934166693554732	0.9930432188654214	0.9920701648803887	0.9925122692173037	0.9928080309311967	0.992519163715172	0.9927015702931296	0.9932442447144578	0.9923924676383651	0.9926253494433552	0.9933056083911471	0.9925560782270411	1.0	0.9925244399496589	0.992806092608863	0.9928405128241334	0.9939945952095649	0.9927506118852245	0.9943333856725827
RaymondF_2016__P19E7__bin.14	0.9931274706962117	0.993137183388215	0.993235400072049	0.9941189807199051	0.9927693531364729	0.9929455509403782	0.9932690336540018	0.99605185565508	0.9929570570607705	0.9928090851866938	0.9945170204748147	0.9923073072553096	0.9935205416705737	0.9927524288942413	0.9921702707456389	0.9930442100331066	0.9981467215504227	0.992605464561689	0.9933088206357631	0.9933837265574248	0.9918694114567799	0.9994175572493678	0.9987227613810822	0.9928361969912737	0.9925244399496589	1.0	0.9925066961064619	0.9981349725097448	0.994070214729819	0.9994354686345694	0.9952931793395345
FengQ_2015__SID531382__bin.15	0.9929273543581916	0.9927666338055278	0.9930215764794916	0.9942211422105798	0.9930923576977142	0.9931229435728155	0.993182080813528	0.9926338698993807	0.9931816217666386	0.9928318093831185	0.994410288169781	0.9921479971803374	0.995806476422982	0.9930683071306949	0.9918966286255554	0.9930398936891492	0.9929031199155083	0.9951503010633344	0.9933907131518002	0.9939524345718019	0.9917876501037001	0.9923758580204513	0.9934637504326628	0.9927292527719723	0.992806092608863	0.9925066961064619	1.0	0.9932777745172838	0.9938597412183164	0.9925382952292359	0.9948173847560647
CosteaPI_2017__SID713B051-11-90-0__bin.3	0.9931768431716312	0.9930317710426158	0.9932519698971533	0.994113539416311	0.993378969751902	0.9928792822185971	0.9933018310234645	0.9962413485129586	0.9930902588988885	0.9929784415738254	0.9946884012295727	0.9919971516733919	0.9942902079645454	0.992452008979704	0.9915948965870526	0.9933069276405022	0.9974553711442341	0.9929591854019421	0.9939169381107492	0.9933524010882573	0.992110803370692	0.9979714446957612	0.998944011772258	0.9930758676869228	0.9928405128241334	0.9981349725097448	0.9932777745172838	1.0	0.9942468949120229	0.9982800327990947	0.995310621208281
LeChatelierE_2013__MH0430__bin.3	0.9942124288849126	0.993440148834179	0.994248643380356	0.9945461328913745	0.9942426431321434	0.9938534275349649	0.9932832215696714	0.9934513519120393	0.9940391566148125	0.9936886240084498	0.99458841966843	0.9942300011686399	0.9943566955534032	0.9943524171754579	0.9938019960274316	0.9947433686664274	0.9938889110305156	0.9940819877662086	0.9941514580998089	0.9943338375373043	0.9938451718394096	0.994462050099778	0.9946635938191373	0.99369450019211	0.9939945952095649	0.994070214729819	0.9938597412183164	0.9942468949120229	1.0	0.9943355116175624	0.9946395937960162
RaymondF_2016__P19E0__bin.55	0.9934765566671644	0.9934820581332086	0.9935854810182387	0.9945496565593526	0.9932114713963787	0.9938720569957883	0.9935075557905695	0.9963444178836697	0.99378113322526	0.9932055715525674	0.994766583415245	0.9925757594912704	0.994122552461996	0.9928299494830782	0.9918255988694034	0.9932841154804946	0.9980266200420084	0.9933428403360206	0.9938552381059941	0.9939268034227562	0.991824859440179	0.9997383389800234	0.9988556721288737	0.9934560629541528	0.9927506118852245	0.9994354686345694	0.9925382952292359	0.9982800327990947	0.9943355116175624	1.0	0.9961624522141357
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26	0.9948192532578833	0.9942845718562106	0.9950195251235749	0.994872746818543	0.9946527153625284	0.9946127777916552	0.9939713255952781	0.9940910367401202	0.994796678695536	0.9940534287830755	0.994955418105872	0.9935389333016503	0.9947098358633218	0.9939000509817771	0.9935202196319964	0.9946839579811596	0.9950222271660065	0.9944630969473603	0.9942344529557273	0.994640018769848	0.9934032737329814	0.9959000023709951	0.995676317141248	0.9937104712598456	0.9943333856725827	0.9952931793395345	0.9948173847560647	0.995310621208281	0.9946395937960162	0.9961624522141357	1.0
