	CosteaPI_2017__SID713B044-11-0-0__bin.24	LiSS_2016__FAT_012-22-42-0__bin.61	CosteaPI_2017__SID713B044-11-90-0__bin.37	ZellerG_2014__CCIS87116798ST-4-0__bin.33	HeQ_2017__SZAXPI029579-97__bin.42	XieH_2016__YSZC12003_35980__bin.62	LiJ_2014__MH0369__bin.54	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.61	XieH_2016__YSZC12003_37282__bin.25	HeQ_2017__SZAXPI029580-98__bin.5	QinJ_2012__T2D-085__bin.36	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	ChengpingW_2017__AS22raw__bin.17	CosteaPI_2017__SID713B055-11-0-0__bin.60	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	ZellerG_2014__CCIS90166425ST-4-0__bin.54	XieH_2016__YSZC12003_37277__bin.50	LiJ_2014__MH0262__bin.36	LiJ_2014__V1.FI32__bin.96	YuJ_2015__SZAXPI003409-8__bin.49	LeChatelierE_2013__MH0204__bin.21	RaymondF_2016__P19E90__bin.11	CosteaPI_2017__SID713B051-11-0-0__bin.31	LeChatelierE_2013__MH0211__bin.19	HeQ_2017__SZAXPI029577-94__bin.39	RaymondF_2016__P19E7__bin.14	FengQ_2015__SID531382__bin.15	CosteaPI_2017__SID713B051-11-90-0__bin.3	LeChatelierE_2013__MH0430__bin.3	RaymondF_2016__P19E0__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26
QinJ_2012__T2D-085__bin.36	0.9542736433869992	0.4847394364790549	0.9385150743175434	0.6979991783583254	0.8817246269547055	0.834824110918387	0.6769819946026455	0.6342722829815983	0.8133140501266203	0.8490964910717997	1.0	0.46605815517151095	0.8422178063031037	0.5069826046257022	0.5657477991933659	0.794429787695781	0.8606453612065285	0.9060839812803898	0.6433151999930901	0.86000024832797	0.7097380733744371	0.7530151604225678	0.8878599473436735	0.62878585437508	0.8785352320705856	0.6876309457678705	0.7801574075423683	0.7785227616877448	0.7192484947816037	0.7656026892839463	0.6384485116247182
VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	0.9206156496285873	0.5842529595025477	0.922178530764604	0.7211603935568298	0.9023052298118583	0.8925171603077453	0.6606760195872627	0.7230188475360587	0.9030012561845836	0.8766523674034005	0.6859522649858213	1.0	0.7952371455608852	0.620798316823895	0.6447643481943439	0.8717913065034766	0.9303449223843194	0.9198957867362482	0.5372735629955513	0.9119208818240976	0.7132148870188698	0.8804908416118891	0.9303187022127442	0.6456486830720188	0.8940856032983386	0.8412678485872492	0.8600208331181425	0.8368604761106427	0.618703086749835	0.7541779459753228	0.561750490436391
ChengpingW_2017__AS22raw__bin.17	0.9245706141282098	0.5110527433254332	0.9210668538589617	0.7004549097850302	0.8972912651835537	0.8658899947275976	0.6760250962289625	0.6629375509843342	0.8633269366935841	0.8727811973331193	0.7924425851635206	0.5083774308670207	1.0	0.538909618426386	0.5883432161248148	0.8426264081327061	0.9005161671768063	0.9468909587950072	0.5978772231201448	0.8867495080614931	0.7066568397484282	0.8131197485500894	0.9132415522196408	0.6226539587208482	0.8973156462350069	0.7529564564579818	0.8189229467345137	0.7976972096902489	0.6770348781099809	0.7869553247708435	0.6134440165344164
CosteaPI_2017__SID713B055-11-0-0__bin.60	0.9450256476110981	0.5768779116637773	0.9369461150468363	0.724596023371787	0.9197383158901041	0.903906712611205	0.6423931111729413	0.7133010865455272	0.9179454800990233	0.8998772909844545	0.6699976456991203	0.5574128373606146	0.7569248549964686	1.0	0.647697422397249	0.9055568635004887	0.9309497820488125	0.9232455107762773	0.5062153543222824	0.922270259472494	0.6987029942426642	0.8911834999179562	0.9321426278278364	0.5942654937967738	0.908806512138918	0.8527541753169389	0.8442701310560823	0.8097396713966711	0.5702259415419957	0.7405831531936448	0.5191668628584066
VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	0.9461581248682782	0.5713191923018437	0.942087087127144	0.720190853237222	0.915960148648901	0.8825875099708411	0.6489030073924283	0.7129031354460401	0.9107392961853362	0.8945598557262641	0.6989492934375192	0.5412152554536166	0.7725207620257014	0.605500836350152	1.0	0.8906475511080639	0.939395960442105	0.9285374143307998	0.5280817568955536	0.9116783560050474	0.706019586867035	0.8908489687682577	0.9465402848659306	0.6290513628372412	0.9043066030311357	0.8380128480457152	0.8463396675408105	0.8332555229789539	0.6023815304007277	0.7673499305042377	0.544896796792257
ZellerG_2014__CCIS90166425ST-4-0__bin.54	0.9019842615037917	0.5082881880262067	0.8917041367385794	0.6425596056634708	0.8961962813485388	0.8440289868049915	0.5717150526286615	0.6449909496184768	0.8692711298159436	0.8699593425734637	0.6274901341247353	0.46785376971309545	0.7073641749868348	0.5412362671919939	0.5694222893094634	1.0	0.882255922190171	0.8908517592278713	0.47366648118181565	0.882522849814835	0.618190733859087	0.8806296251287201	0.8834123242957439	0.5407599762067709	0.8903055383218098	0.8299641182753746	0.7861359667918156	0.741305770710876	0.5264490737483504	0.7558669711176634	0.4686694766555589
XieH_2016__YSZC12003_37277__bin.50	0.9085450495003141	0.5053539660312162	0.902945750196572	0.6444923392904188	0.8821826150938802	0.8807940898502062	0.583682670268417	0.6592591627396377	0.8898414923103798	0.8560905562774167	0.6491660908290962	0.4767841429602788	0.7219044539899334	0.5313462627700549	0.5735317770720685	0.842509476379394	1.0	0.9184736157808133	0.4806764927562552	0.8917381933617092	0.637837597924623	0.8833850535233726	0.9697484733348182	0.5492688254094419	0.8741193960688856	0.8129436613008242	0.7988491120971495	0.8010613870674957	0.5517103495622481	0.8109260241798845	0.5124900085225318
LiJ_2014__MH0262__bin.36	0.9055315464179603	0.47895303388995697	0.9014184368992199	0.6440088816155325	0.8676818030156183	0.8395724431592494	0.5798872718028567	0.6279755000873862	0.8459802348305502	0.8421213397098778	0.6666852031331925	0.45987225726497083	0.7404725210124088	0.514031045933364	0.5530048936271628	0.8298630419930408	0.8959575938607223	1.0	0.4940883236149287	0.8766790066572395	0.6352039276124501	0.8074965442730263	0.8939091819062902	0.5551816044106198	0.8669147905114476	0.7520337151845438	0.7923398052082175	0.750380527177108	0.5652075819444223	0.7623599834760642	0.5084836111155245
LiJ_2014__V1.FI32__bin.96	0.9197597330832858	0.5134243494204193	0.9101616186087969	0.7295426912706211	0.9070315385846296	0.8488558682644581	0.735085011657417	0.674075370173463	0.8467330070153872	0.8796452077472845	0.8910708223601073	0.5056268160969563	0.8801506865089513	0.5305709965857751	0.5920614410930305	0.8306339571060892	0.8826930353102338	0.9301235431967494	1.0	0.8843283637891765	0.7734453163205334	0.7709515712463342	0.9065013840845974	0.6858658866142344	0.9092747875269377	0.7030289842718339	0.8129967861720153	0.8264129103463128	0.8245196082390047	0.7945071806398644	0.7502725547464905
YuJ_2015__SZAXPI003409-8__bin.49	0.9301705095846698	0.511131138529401	0.9192224669086716	0.668278915737361	0.9050285579253271	0.8875669954850323	0.6007391709486796	0.6606152858641622	0.8849098012006396	0.87965700322785	0.667463992545443	0.48087549146781705	0.7314536888996148	0.5416356618768456	0.5727276002963052	0.8671691956519553	0.9175611967513684	0.9247354537257702	0.49551226616522703	1.0	0.6488221531737173	0.8503771690783365	0.9315074863997909	0.563700597638273	0.9017529437790984	0.7991136819947644	0.7977750292450585	0.7807885942595889	0.5636817433741926	0.7899928269999765	0.5071595925467837
LeChatelierE_2013__MH0204__bin.21	0.9426513569324133	0.5402714746046993	0.9403084858578826	0.7313922987219368	0.9298061021569336	0.8932101974814723	0.7098035759920338	0.6892887670846588	0.8743409206402359	0.910801117387358	0.7723666933970161	0.527341622679086	0.8173171541283702	0.5753575551423611	0.6218983248001833	0.851719407702453	0.9202460367116383	0.9394772013617791	0.6076683791714766	0.9097495278127818	1.0	0.8273959645984426	0.933795092777812	0.6572105852184105	0.9222029332886849	0.7721228891101731	0.8426962991684218	0.8382684608312257	0.6718746787217605	0.777400811310169	0.593916642433108
RaymondF_2016__P19E90__bin.11	0.8834485748901187	0.5188936810548598	0.8769581426898821	0.6323549604548847	0.8693410677939157	0.86030973361246	0.5636371196931166	0.6700093432075921	0.889104312559532	0.840174406541718	0.6042014546295659	0.4800086978028951	0.6934085121515844	0.5410843405328444	0.5785745565874811	0.8945815893328898	0.9397157360494042	0.8805750079376115	0.44659795922168527	0.8791447218240783	0.6100508137080493	1.0	0.9451509965438362	0.5199103017418563	0.8611873107372384	0.9110216496457422	0.8002242889611106	0.7798117410809619	0.5116123032327845	0.829362794974853	0.4749944664127497
CosteaPI_2017__SID713B051-11-0-0__bin.31	0.9136807701393436	0.4940534417345892	0.8971474911334727	0.6373182104280191	0.8771991920639627	0.8745364593820304	0.5726000922721298	0.6493762118644202	0.8767937178850974	0.8480874936384549	0.6518748523566651	0.46408521378754897	0.7126266165458832	0.5178713834319207	0.5625175388391151	0.821167654654907	0.9439462665459625	0.8919916669705411	0.48050711621056436	0.8812047854672981	0.6300077844700614	0.8648542274745815	1.0	0.5545083338221748	0.8651986625297466	0.8096356202129869	0.7981432215656773	0.7983548767088973	0.5500013476170168	0.8229691015199535	0.5123513063165188
LeChatelierE_2013__MH0211__bin.19	0.9367944118812459	0.5411932928792832	0.9287007305847726	0.7314276021367584	0.9062511181405802	0.8671390575946759	0.7053356674586967	0.6898115692929111	0.8569197496425263	0.8837829528452785	0.7717694516704855	0.5384275928603328	0.8122471345784064	0.5519314180606705	0.6249541148235955	0.8403069966777145	0.8937955290279234	0.9261205590769161	0.6077648982707418	0.8914644958063931	0.7412486863918812	0.7953077189137041	0.9269859170608044	1.0	0.9054347926917669	0.7467887002535114	0.834774271436163	0.8166574123278395	0.6794676921975985	0.7529270435634197	0.6046036249620661
HeQ_2017__SZAXPI029577-94__bin.39	0.9077442450477603	0.491805958092237	0.8967408115057776	0.6524886130868495	0.9579001906978512	0.8517186301626223	0.5907338904854154	0.6369749526728549	0.8522285742771604	0.91765873542849	0.6649658995303857	0.4597963410692564	0.7218418298821531	0.5205127880336383	0.5540297639015955	0.8531548910300912	0.8771610822746613	0.891793372933	0.496874753557657	0.87942436789199	0.6414181676580204	0.8123810181475545	0.8919412894149413	0.5583577511301105	1.0	0.7620056494289484	0.7845690420609914	0.7523853575758368	0.5530989524489371	0.7669534966107922	0.49704146605664057
RaymondF_2016__P19E7__bin.14	0.8893752858446259	0.5346916128253405	0.8816007763365921	0.641008401800618	0.8750580975574649	0.8638731859748666	0.559444770755512	0.6818659008545739	0.9011484859811348	0.8527091686187291	0.5914273310411593	0.49161653986966647	0.6882915719655199	0.5549956934677683	0.5834099841900353	0.9037616572371796	0.9269895366357045	0.8790851114706981	0.43654678797699775	0.8855748582094577	0.6102488502371495	0.9765548206462816	0.9484530146886412	0.523309831197866	0.8658924968832779	1.0	0.7915299449088896	0.7799898314764557	0.4954972941976733	0.8208357226268221	0.4610784671066836
FengQ_2015__SID531382__bin.15	0.9048541540322015	0.49788505800906624	0.8952809035269729	0.6409502437514509	0.8711734441387179	0.8406374788775736	0.583982227468962	0.6418450788120693	0.8485317326778108	0.8478555450980675	0.6501635807079139	0.48696258158790257	0.7253373739627741	0.5324043664711736	0.5709029691068206	0.829443267727092	0.8826195947733354	0.8974277878453596	0.4891486065047176	0.8566266382814848	0.6453362402350955	0.8311398102175858	0.9059442421930253	0.5667932062718535	0.8638361565551954	0.7669406808484602	1.0	0.7665708696771035	0.5656383336722519	0.772841463480472	0.5018364588825764
CosteaPI_2017__SID713B051-11-90-0__bin.3	0.921917752651419	0.5348014128023381	0.9115713997347856	0.6936267431854115	0.8929532764980118	0.888072019308685	0.6249269598189666	0.692633879633645	0.8926137905656715	0.8724155848671369	0.6964179646490353	0.5086252606508278	0.758391290616377	0.5481051083216066	0.6033287971960297	0.8395462961263834	0.9500202339410598	0.9122793462167359	0.5337124501032945	0.8999178086690123	0.6890588947728825	0.8693814595287375	0.9726909403132542	0.5951874126536016	0.8891986490101788	0.811225539386646	0.8228308394236369	1.0	0.6048649348215984	0.802713279743169	0.565872826541522
LeChatelierE_2013__MH0430__bin.3	0.9281962976016649	0.5275605457932632	0.9257533188996862	0.716154607857946	0.9126616652400853	0.8792259537116291	0.7351217629189534	0.6795696759142709	0.8646123894399409	0.8783921588372522	0.894434989846097	0.5227551482805498	0.8948236913213501	0.5365825822801806	0.6063434201030495	0.8288478257221019	0.9095977040430996	0.9552684490542604	0.7402567846533408	0.9031804373730762	0.767772686840206	0.7929261702163368	0.9315663863853784	0.6884205226322945	0.9087249718879546	0.7164157561720625	0.8440501485322994	0.8408713894902908	1.0	0.8014050987697833	0.7262615175469513
RaymondF_2016__P19E0__bin.55	0.8684385417961173	0.45600074563560034	0.8599510834229357	0.6002578206188055	0.8509759901734594	0.8444714902446009	0.5449668696452468	0.6153641457339377	0.8393650570663381	0.8170360624676937	0.6385603469546909	0.4273842778951463	0.6975979367146287	0.4674036572165459	0.5180469930533418	0.7981646377813919	0.8967020033103339	0.8641840062964784	0.47841844205384787	0.848970068313909	0.5958240804277859	0.8621145973477705	0.9348937649374764	0.5116424515201781	0.845137429286189	0.7959921185956836	0.773478966412178	0.7484456919732507	0.5375028591703273	1.0	0.4907952725982519
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26	0.9251746970998718	0.551136778187915	0.9137950032087983	0.7299435221734657	0.9020691164711856	0.894137950032088	0.7308332005640338	0.7078407840486248	0.8912567321479888	0.8733835027568863	0.8804875288680164	0.52636500489137	0.8991432285423717	0.5417813818231632	0.6082593423676017	0.8183001261184263	0.9370249154619403	0.9530636950167587	0.7470126907597034	0.9011824160835985	0.7526574954101529	0.8164090942255033	0.9623773993397767	0.6793338505131844	0.9056278300334578	0.7393093415486509	0.8304608012912621	0.8724037397761435	0.8054165407219572	0.8115199578314778	1.0
