	CosteaPI_2017__SID713B044-11-0-0__bin.24	LiSS_2016__FAT_012-22-42-0__bin.61	CosteaPI_2017__SID713B044-11-90-0__bin.37	ZellerG_2014__CCIS87116798ST-4-0__bin.33	HeQ_2017__SZAXPI029579-97__bin.42	XieH_2016__YSZC12003_35980__bin.62	LiJ_2014__MH0369__bin.54	VogtmannE_2016__MMRS51410669ST-27-0-0__bin.61	XieH_2016__YSZC12003_37282__bin.25	HeQ_2017__SZAXPI029580-98__bin.5	QinJ_2012__T2D-085__bin.36	VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	ChengpingW_2017__AS22raw__bin.17	CosteaPI_2017__SID713B055-11-0-0__bin.60	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	ZellerG_2014__CCIS90166425ST-4-0__bin.54	XieH_2016__YSZC12003_37277__bin.50	LiJ_2014__MH0262__bin.36	LiJ_2014__V1.FI32__bin.96	YuJ_2015__SZAXPI003409-8__bin.49	LeChatelierE_2013__MH0204__bin.21	RaymondF_2016__P19E90__bin.11	CosteaPI_2017__SID713B051-11-0-0__bin.31	LeChatelierE_2013__MH0211__bin.19	HeQ_2017__SZAXPI029577-94__bin.39	RaymondF_2016__P19E7__bin.14	FengQ_2015__SID531382__bin.15	CosteaPI_2017__SID713B051-11-90-0__bin.3	LeChatelierE_2013__MH0430__bin.3	RaymondF_2016__P19E0__bin.55	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26
QinJ_2012__T2D-085__bin.36	0.9497362595005693	0.48168176338771174	0.9340559677260014	0.6937921786406634	0.8769038252764403	0.829815443732391	0.6727183113266165	0.6301835089713878	0.8086924506677594	0.8440521942205444	1.0	0.46308199843553377	0.8376912192849342	0.5039724377547048	0.5622447552862816	0.7898740491333084	0.8552701403430921	0.9002320786832572	0.6395848820091244	0.8555411417364279	0.7048546498602616	0.7491380050302608	0.8834208149584131	0.625047978583332	0.8733538149924233	0.6838606793713415	0.7757965524519957	0.7743875611440145	0.7153562237737322	0.7615959714725147	0.6352278058226432
VogtmannE_2016__MMRS65862658ST-27-0-0__bin.2	0.9133860332296975	0.5795587542399209	0.9151435792758942	0.7160617620114209	0.8956016059457814	0.8851969651343227	0.6556306229356581	0.7169675497567484	0.8958471220978044	0.8697493113232209	0.6815719072314439	1.0	0.7893979928061383	0.6162042249436465	0.6391770679968504	0.8658027782258161	0.9225805733954249	0.9130825148799474	0.534224872136936	0.9051775304253309	0.7076776635125654	0.8736473768307441	0.9229238192778647	0.6402902334628187	0.8872349875613095	0.8347962335120808	0.8532679471115303	0.8301632086497962	0.6151331706623295	0.7485787475180223	0.5581209830498509
ChengpingW_2017__AS22raw__bin.17	0.9188547813781593	0.5076790153306019	0.9153408623374724	0.696514830282485	0.891525654453453	0.8603971470106292	0.6717513010846521	0.6586104222899699	0.8579742800224712	0.8670094913401553	0.7881835202377965	0.5046445903018273	1.0	0.5352859846541599	0.5842355168935289	0.8373225135644996	0.8951899233114343	0.9433059283542485	0.594112382424919	0.8817183765064188	0.7015805016604512	0.8083664593938668	0.9083318179832605	0.618653434528242	0.8914083206433346	0.7480777064744898	0.8154887740496215	0.7931425245156551	0.6732141641718417	0.7823300361347499	0.6101987969982862
CosteaPI_2017__SID713B055-11-0-0__bin.60	0.9380176786593327	0.5724511125855218	0.930328389301486	0.7199059706497157	0.9136328289422055	0.8972633035835313	0.6377280283086846	0.7076257945765468	0.9110930376902169	0.8933779937075959	0.6660195906370168	0.55328781684966	0.7518352845493654	1.0	0.6422311638094015	0.8999907254813831	0.9237556093002018	0.9166820052936099	0.5030919818219435	0.9159750016052052	0.6938552747041072	0.884563633899079	0.9255905371373129	0.589902902924327	0.9024841441402878	0.8465737787955967	0.8384179098088735	0.8036277636281917	0.5670055433084348	0.7352731345732652	0.5159999714630197
VogtmannE_2016__MMRS55294627ST-27-0-0__bin.13	0.938904421317725	0.5664024671662535	0.9349360932443718	0.7149826727456562	0.9091406268757852	0.8752804507487134	0.6435467649122434	0.7068165872111791	0.9031034326371307	0.8872467939910843	0.6946214815269327	0.5365252919222181	0.7671271705754142	0.6003906969051043	1.0	0.8844342831532135	0.9311431719413195	0.9214871292781245	0.5244602406874345	0.9047401178626785	0.6998970235538613	0.8835212342233949	0.9389851217709815	0.6241273012968096	0.897135600771523	0.8314514343338412	0.8394814629058033	0.8262519241389062	0.5986479672823022	0.7610773043647606	0.5413659852258145
ZellerG_2014__CCIS90166425ST-4-0__bin.54	0.8961429811039973	0.5047183508477937	0.8861928914529861	0.6388563046727259	0.8899490662863161	0.838240153845826	0.5677750985521522	0.6399960771020017	0.8635078809741579	0.8633893412302976	0.6238917280152481	0.46463997816821984	0.7029116857588142	0.5379094791286902	0.5654499286842728	1.0	0.8763643263595293	0.8848458876729326	0.4720359201008014	0.8769881524216434	0.6140776605883068	0.8747448517293798	0.877965892107513	0.5366366692890387	0.8836391701365126	0.8241910621885933	0.7806643768881611	0.7363441575469948	0.5236817250517546	0.7507906558275288	0.46617801002471004
XieH_2016__YSZC12003_37277__bin.50	0.9018210854684114	0.5017140753704532	0.8964457418491328	0.6403858064216645	0.8762701850240426	0.8745400255635235	0.5795952754308806	0.6565574428007003	0.8835479303848006	0.8498633666728695	0.6451116785559989	0.472805061235592	0.7176346370675976	0.5272401370934543	0.5684931813637923	0.8368833023935162	1.0	0.911807065842564	0.4775940481537297	0.8857475823983862	0.6325901126415654	0.8817338893406459	0.9677255427158821	0.5448817371468778	0.8678327564099172	0.8114370503326149	0.7931797757429934	0.7990229831467239	0.5483387985306878	0.8093257590163541	0.5099389496804152
LiJ_2014__MH0262__bin.36	0.8988754984985463	0.47554060280589144	0.8950793625573968	0.6399112632866744	0.8616032984318149	0.8335229349052257	0.5761538950412304	0.6230365909849219	0.8399930885460525	0.8359288358569409	0.6623794467659162	0.456466181540857	0.7376690128537154	0.5103767139611369	0.5488059867490744	0.8242683391855605	0.889454471790146	1.0	0.4906457045710926	0.8711315718394	0.6303810038291044	0.8017592430766298	0.887678545893643	0.5512305565706478	0.8604295428907355	0.746472775226807	0.7884971956974213	0.745097237007261	0.5618626765598436	0.7572848313446353	0.5056681866569217
LiJ_2014__V1.FI32__bin.96	0.9138517631188936	0.5098807638412198	0.9043800183348214	0.7249402921906523	0.9007317478049809	0.842994258778207	0.7298866561084416	0.6692112587168915	0.8408070910594566	0.8732175517779243	0.8859038722963242	0.5027577006997441	0.8746083661221553	0.5272973486293001	0.5880011605074528	0.8277745624542938	0.877032570479143	0.9236427970024211	1.0	0.8789520438241113	0.7681048883385452	0.7659371621106281	0.901172920096968	0.6811834783219899	0.9026385094059428	0.6983248912398138	0.8076234572055399	0.8213857894666003	0.8196973707626898	0.7896251231917545	0.745946823036073
YuJ_2015__SZAXPI003409-8__bin.49	0.9244664662248903	0.5072555398017705	0.913780288327786	0.6642910293925408	0.8993534244371374	0.8814557000211167	0.5966725156783681	0.6556360842123611	0.8787754616361814	0.8735700088154159	0.6640031876275805	0.4773195772622603	0.7273036558837035	0.5379385501825094	0.5683689134245712	0.8617307879238858	0.9113971093480279	0.9188839281225175	0.492499773748831	1.0	0.6440168297351018	0.8451629176010002	0.9257150374906566	0.559765922216524	0.8956609215629096	0.793826527362984	0.7929504325587163	0.7755982248500878	0.5604878310389789	0.7851950452669931	0.5044412266500413
LeChatelierE_2013__MH0204__bin.21	0.9355780952129176	0.5359934437208647	0.9331218404579995	0.7260791277093853	0.9230888534442496	0.8858355584146259	0.7044704306523675	0.683257695256391	0.867486201558585	0.9036285715124972	0.7670523474240462	0.5232474731007499	0.8114458769170213	0.5713656271204363	0.6165052564791723	0.8460525736039267	0.9126751792548988	0.9323440166609388	0.6034725955169385	0.9030117172927737	1.0	0.820713377218105	0.9266683703592735	0.651960862068459	0.9151872446296966	0.7658450755940159	0.8357757823033337	0.8316551961155808	0.6677394055287762	0.7710454504063895	0.5899987369175501
RaymondF_2016__P19E90__bin.11	0.8776620236512666	0.5153257626062914	0.8713621807574972	0.628658394224451	0.8632630015476718	0.8543066036162588	0.5599570134482413	0.6673826760384627	0.8833784033727377	0.8342180575571042	0.601090517359004	0.4762779121288003	0.6893550241290394	0.5370650719539606	0.5738154549734928	0.8886035824725411	0.9379592823273033	0.8743184807953118	0.4436932049281197	0.8737540765536602	0.6051236469783582	1.0	0.9439377223451668	0.5162332275995839	0.8548363552567346	0.9104910316902369	0.7941232653665877	0.7782298498372844	0.5087790199291441	0.8291457830599892	0.473046990226667
CosteaPI_2017__SID713B051-11-0-0__bin.31	0.9078796752401532	0.4907652562137035	0.8914748162088204	0.6337838866226022	0.8717235070385244	0.8687377426305166	0.5688584732609002	0.64718237063273	0.8710766508704814	0.8422741116429353	0.648615600965845	0.4603963103831513	0.7087954206388339	0.514231232054894	0.5580275960256396	0.81610497460931	0.9419771602697137	0.8857743962279407	0.4776826694866213	0.8757251368623988	0.6251995662258637	0.8637440288675419	1.0	0.5506220441606169	0.8594066838633168	0.8086015223315993	0.7929263582790455	0.7975118233575322	0.5470663170261105	0.8220273550400085	0.5101360617557389
LeChatelierE_2013__MH0211__bin.19	0.9302346538104244	0.5369612550208653	0.9222357245749742	0.7265833201917304	0.8997165389391214	0.8605832751348065	0.7003005561879722	0.6840760878928069	0.850348727340674	0.8770847109929618	0.7671815966318624	0.5339590061502701	0.8070284826020638	0.5478796078987439	0.6200621255471435	0.8338996370267201	0.8866566569617585	0.9195296587203039	0.6036156856404908	0.8852420020646673	0.7353276764806832	0.789682892018431	0.9204891061633896	1.0	0.898694806924454	0.7414388531157525	0.8287048387160897	0.8110027683504263	0.6751833087949791	0.7479999363902248	0.6008009530864656
HeQ_2017__SZAXPI029577-94__bin.39	0.9016281845458332	0.48812929371514313	0.890749376769022	0.6486170421852087	0.9569538521006796	0.8456364842131844	0.5866073475265055	0.6319560075135034	0.8459274138682734	0.9162053129802434	0.66104406971361	0.45627331370102975	0.7170897064429886	0.516891694489539	0.5496363992224987	0.8467666968901173	0.870852566902584	0.8851220127101936	0.49324834809569784	0.8734831920703691	0.6365385581902214	0.8063899920198649	0.8859702851314926	0.5542013797093728	1.0	0.7563092304379432	0.7789249250304516	0.7469986642569628	0.5497773693503156	0.7613935530478764	0.4942249237637635
RaymondF_2016__P19E7__bin.14	0.8832630281305935	0.5310221223426607	0.875637099788504	0.6372386190309258	0.868730861468957	0.8577790365904338	0.555679166831112	0.6791737958541212	0.8948017486145967	0.8465774096266666	0.5881845470944257	0.4878346848802413	0.683831815406474	0.5509733227159709	0.5788420419695363	0.8974752809693063	0.9252715669044739	0.8725846854606364	0.4336257751177622	0.8797156527936741	0.6052871679268981	0.9759860333704012	0.9472416138700518	0.5195609426546347	0.8594194655256872	1.0	0.7855987704908518	0.7785351289986326	0.49255910164112543	0.8203723351155334	0.4589082534516101
FengQ_2015__SID531382__bin.15	0.8984544412432134	0.4942836730617306	0.8890332542123383	0.637246283442717	0.8651556896033573	0.8348563675005264	0.5800006838357427	0.6371171644570974	0.842746122381404	0.8417779549352246	0.6465293536492533	0.4831389500242042	0.7222956545837689	0.5287139029205185	0.566276730329375	0.8236702544048919	0.8763557493490064	0.8930755332569118	0.4859156830529307	0.8514461326389401	0.6400365132295223	0.8248030822996317	0.9000227645319595	0.5626721961384875	0.8576217992438216	0.7611937612585458	1.0	0.7614178074426522	0.562165167926664	0.7670747486453754	0.49923563360080914
CosteaPI_2017__SID713B051-11-90-0__bin.3	0.915627363242221	0.5310747941111988	0.9054200884884811	0.689543736701858	0.8870410058441802	0.8817483090896272	0.6207410934441066	0.6900305102719848	0.8864460603695808	0.866289867866087	0.6927188718443019	0.5045548098347576	0.7540610340654574	0.5439680158858168	0.5982577562635879	0.8339271520172612	0.9476027850402119	0.9058561564783864	0.5304658442382525	0.8939355160234462	0.6836227736628456	0.8676178711576036	0.9716637901310521	0.59106625625731	0.8828324426857925	0.8097125814548928	0.8172995849868986	1.0	0.6013850832875374	0.8013326392302796	0.5632192345099282
LeChatelierE_2013__MH0430__bin.3	0.9228242955205344	0.5240998271319001	0.920428981420875	0.712248795797459	0.9074071463336858	0.873821727674001	0.7301841129181142	0.6751194132554588	0.8594585703975967	0.8728482956548008	0.8895946830471779	0.5197388516858835	0.8897739288051961	0.5335521877045466	0.6025853011765101	0.8244908782706476	0.9040390715472535	0.9496151586862024	0.735927361831395	0.8980628702817918	0.7630471778863098	0.7885349848111038	0.9265951697631875	0.6840796871590891	0.9032677105885907	0.7121675645737879	0.8388674621955927	0.8360337680210799	1.0	0.7968655488981756	0.722368460802578
RaymondF_2016__P19E0__bin.55	0.86277333218066	0.45302855928433394	0.8544349108749331	0.5969862093434984	0.8451991153231718	0.8392966170837003	0.541428702648087	0.6131146315677618	0.8341451576010706	0.8114847694022849	0.6352184946445714	0.42421127422640303	0.6934978414389686	0.4640523493825093	0.5138122691276243	0.7928042562464992	0.8949324695487103	0.8584309953875053	0.4754786746417257	0.8438141062008425	0.5909531348213626	0.8618890155628918	0.9338239399457163	0.5082942955274471	0.8390107000509698	0.7955427560781009	0.7677074947184145	0.7471583899313978	0.5344581804690299	1.0	0.4889118222865798
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.26	0.9203816013019829	0.5479867955347824	0.909243870153114	0.7262009169271179	0.8972454961427416	0.8893210302103512	0.7264272451536724	0.703658178861837	0.8866192370058562	0.8681898655580554	0.8760458374218832	0.5229641254870897	0.8943866132809999	0.5384765430150196	0.6043179554222734	0.8139500082639584	0.9323606182929789	0.9477866737344603	0.7427057539484596	0.8963520952484474	0.7476924199401124	0.8130618188748807	0.958216384674601	0.6750611607362219	0.9004959863964823	0.7358295450653746	0.8261568424829993	0.8683127081810209	0.8010991809002801	0.8084057112141169	1.0
