	HMP_2012__SRS022536__bin.14	HMP_2012__SRS023538__bin.30	HMP_2012__SRS019077__bin.45	HMP_2012__SRS017511__bin.59	HMP_2012__SRS019129__bin.12	HMP_2012__SRS042984__bin.59	HMP_2012__SRS012285__bin.8	HMP_2012__SRS054430__bin.36	HMP_2012__SRS018975__bin.20	HMP_2012__SRS055378__bin.72	HMP_2012__SRS024381__bin.2	HMP_2012__SRS049268__bin.25	HMP_2012__SRS015803__bin.25	HMP_2012__SRS075410__bin.23	CM_periimplantitis__SP_101SPI_T016__bin.18	HMP_2012__SRS021477__bin.32	HMP_2012__SRS064449__bin.24	HMP_2012__SRS014894__bin.34	HMP_2012__SRS011098__bin.12	HMP_2012__SRS017304__bin.16	HMP_2012__SRS014578__bin.38	HMP_2012__SRS013252__bin.52	HMP_2012__SRS015063__bin.7	HMP_2012__SRS018394__bin.26	HMP_2012__SRS019980__bin.39	HMP_2012__SRS015158__bin.12	HMP_2012__SRS053917__bin.6	HMP_2012__SRS018665__bin.47	HMP_2012__SRS015989__bin.7	HMP_2012__SRS018157__bin.65	HMP_2012__SRS013949__bin.40	HMP_2012__SRS014476__bin.56	HMP_2012__SRS019225__bin.21	HMP_2012__SRS058808__bin.45	HMP_2012__SRS047113__bin.61	HMP_2012__SRS023964__bin.14	HMP_2012__SRS024649__bin.4	HMP_2012__SRS019906__bin.8	HMP_2012__SRS015899__bin.3	HMP_2012__SRS017445__bin.50	HMP_2012__SRS016043__bin.28	HMP_2012__SRS051244__bin.4
HMP_2012__SRS024381__bin.2	68527.0	44547.0	69566.0	78190.0	79845.0	72166.0	67372.0	56019.0	76110.0	84698.0	0.0	96441.0	78038.0	92454.0	96026.0	74171.0	73240.0	78020.0	93404.0	67263.0	82352.0	76910.0	67107.0	72993.0	68675.0	81159.0	90797.0	84593.0	76307.0	76284.0	50712.0	93302.0	82369.0	82806.0	77873.0	83323.0	66334.0	88291.0	76615.0	63099.0	89676.0	21138.0
HMP_2012__SRS049268__bin.25	38329.0	25513.0	41552.0	42207.0	48687.0	39416.0	42612.0	33579.0	46486.0	46815.0	96441.0	0.0	43615.0	55392.0	90329.0	44688.0	43603.0	41710.0	58807.0	45323.0	46321.0	28666.0	38894.0	41147.0	37550.0	51934.0	56253.0	51576.0	45894.0	43554.0	27453.0	54415.0	51144.0	48666.0	46234.0	48779.0	40417.0	49171.0	42983.0	36638.0	54679.0	74254.0
HMP_2012__SRS015803__bin.25	31203.0	19513.0	32192.0	35494.0	37821.0	28252.0	35957.0	25847.0	39008.0	37883.0	78038.0	43615.0	0.0	43385.0	71133.0	37901.0	35958.0	34775.0	44853.0	36751.0	37922.0	38432.0	31729.0	32999.0	25435.0	40704.0	44943.0	40289.0	23573.0	36993.0	23502.0	43178.0	37277.0	39124.0	38166.0	22163.0	31884.0	37797.0	34954.0	29543.0	17209.0	62430.0
HMP_2012__SRS075410__bin.23	35219.0	24080.0	39166.0	42106.0	46561.0	35911.0	41450.0	31285.0	44097.0	44705.0	92454.0	55392.0	43385.0	0.0	86547.0	43886.0	41372.0	40258.0	53283.0	43759.0	47138.0	46778.0	37378.0	37890.0	34952.0	48587.0	53214.0	45997.0	41801.0	11384.0	25646.0	52629.0	46557.0	46378.0	43381.0	46558.0	39448.0	48586.0	40299.0	33608.0	53670.0	72652.0
CM_periimplantitis__SP_101SPI_T016__bin.18	64284.0	40600.0	68546.0	73276.0	74828.0	66304.0	61733.0	53657.0	70232.0	80230.0	96026.0	90329.0	71133.0	86547.0	0.0	72630.0	68694.0	71187.0	88466.0	65020.0	74219.0	76383.0	62351.0	69361.0	63302.0	78377.0	82889.0	81256.0	69388.0	69630.0	45764.0	84563.0	77399.0	76687.0	72506.0	76392.0	61950.0	79304.0	69658.0	57509.0	81688.0	74011.0
HMP_2012__SRS021477__bin.32	19112.0	20368.0	33975.0	35867.0	37091.0	30039.0	35163.0	28167.0	37444.0	40413.0	74171.0	44688.0	37901.0	43886.0	72630.0	0.0	34999.0	35981.0	44930.0	17746.0	42275.0	38368.0	33178.0	32187.0	31445.0	40782.0	44771.0	40276.0	37334.0	34968.0	23675.0	44658.0	36131.0	39765.0	40465.0	40382.0	34529.0	42053.0	34028.0	30530.0	46587.0	60355.0
HMP_2012__SRS064449__bin.24	29931.0	20307.0	33556.0	32031.0	38628.0	30563.0	33425.0	26272.0	36540.0	37396.0	73240.0	43603.0	35958.0	41372.0	68694.0	34999.0	0.0	35033.0	42500.0	35362.0	37681.0	39171.0	31854.0	32147.0	30029.0	39956.0	43290.0	37398.0	37027.0	33809.0	21832.0	42692.0	38950.0	39635.0	37300.0	39399.0	32405.0	40832.0	33662.0	29132.0	45256.0	58178.0
HMP_2012__SRS014894__bin.34	28944.0	20945.0	29989.0	33793.0	38247.0	28778.0	34638.0	26889.0	36604.0	20098.0	78020.0	41710.0	34775.0	40258.0	71187.0	35981.0	35033.0	0.0	43183.0	36555.0	38838.0	36505.0	31135.0	29789.0	28254.0	32894.0	31665.0	38698.0	35491.0	32778.0	22681.0	42976.0	37866.0	37070.0	36572.0	39452.0	31725.0	39629.0	32384.0	27062.0	44943.0	63028.0
HMP_2012__SRS011098__bin.12	36556.0	25761.0	41028.0	43934.0	49858.0	35362.0	42526.0	9496.0	46739.0	48142.0	93404.0	58807.0	44853.0	53283.0	88466.0	44930.0	42500.0	43183.0	0.0	45434.0	49773.0	48057.0	40488.0	40142.0	36888.0	49479.0	53801.0	48625.0	43321.0	41250.0	26715.0	57793.0	51494.0	47223.0	47420.0	48971.0	40750.0	52308.0	40567.0	34951.0	55162.0	69527.0
HMP_2012__SRS017304__bin.16	24587.0	23030.0	37372.0	37858.0	39189.0	30299.0	38488.0	30507.0	36411.0	41254.0	67263.0	45323.0	36751.0	43759.0	65020.0	17746.0	35362.0	36555.0	45434.0	0.0	43469.0	37836.0	36209.0	32593.0	32885.0	43704.0	44829.0	42056.0	39380.0	36115.0	25370.0	46353.0	40287.0	41099.0	40908.0	40537.0	35642.0	42767.0	33270.0	30054.0	45777.0	55719.0
HMP_2012__SRS014578__bin.38	32302.0	24029.0	37361.0	28650.0	42907.0	35087.0	38792.0	31651.0	43484.0	42923.0	82352.0	46321.0	37922.0	47138.0	74219.0	42275.0	37681.0	38838.0	49773.0	43469.0	0.0	38239.0	36650.0	35936.0	28508.0	44835.0	47996.0	45225.0	41125.0	38867.0	25448.0	49307.0	42742.0	41936.0	23552.0	44341.0	23956.0	38018.0	38255.0	32627.0	51231.0	65124.0
HMP_2012__SRS013252__bin.52	33006.0	21879.0	36076.0	37462.0	40335.0	31962.0	37328.0	27625.0	40466.0	40319.0	76910.0	28666.0	38432.0	46778.0	76383.0	38368.0	39171.0	36505.0	48057.0	37836.0	38239.0	0.0	35654.0	35226.0	32299.0	43538.0	48909.0	43587.0	39123.0	37578.0	23302.0	47144.0	44194.0	42363.0	42188.0	43199.0	35984.0	43213.0	37172.0	32704.0	48318.0	60584.0
HMP_2012__SRS015063__bin.7	27945.0	19283.0	32242.0	32321.0	36522.0	26842.0	28508.0	25333.0	35829.0	34903.0	67107.0	38894.0	31729.0	37378.0	62351.0	33178.0	31854.0	31135.0	40488.0	36209.0	36650.0	35654.0	0.0	30295.0	28005.0	37306.0	40674.0	34097.0	34651.0	31740.0	21359.0	5412.0	36380.0	29263.0	34485.0	37145.0	31035.0	35201.0	29771.0	26215.0	40349.0	54949.0
HMP_2012__SRS018394__bin.26	26353.0	19354.0	30361.0	31645.0	33585.0	26505.0	31771.0	24646.0	34040.0	30903.0	72993.0	41147.0	32999.0	37890.0	69361.0	32187.0	32147.0	29789.0	40142.0	32593.0	35936.0	35226.0	30295.0	0.0	27388.0	37409.0	39920.0	34615.0	32424.0	30758.0	21566.0	40367.0	35404.0	35181.0	34445.0	35223.0	32481.0	37060.0	30727.0	26593.0	42237.0	59199.0
HMP_2012__SRS019980__bin.39	24858.0	18632.0	27965.0	26743.0	34240.0	24095.0	31063.0	23236.0	33424.0	32046.0	68675.0	37550.0	25435.0	34952.0	63302.0	31445.0	30029.0	28254.0	36888.0	32885.0	28508.0	32299.0	28005.0	27388.0	0.0	33174.0	33982.0	34064.0	19407.0	29719.0	20216.0	38036.0	33808.0	31596.0	26670.0	27804.0	24246.0	31541.0	28560.0	24562.0	31384.0	54717.0
HMP_2012__SRS015158__bin.12	34531.0	24743.0	29725.0	40245.0	44627.0	34888.0	39602.0	32427.0	40929.0	44372.0	81159.0	51934.0	40704.0	48587.0	78377.0	40782.0	39956.0	32894.0	49479.0	43704.0	44835.0	43538.0	37306.0	37409.0	33174.0	0.0	34385.0	44971.0	42503.0	39662.0	26386.0	50469.0	44364.0	43090.0	40687.0	45751.0	37160.0	45401.0	37659.0	29038.0	50596.0	65120.0
HMP_2012__SRS053917__bin.6	36797.0	24302.0	30903.0	44556.0	48204.0	37340.0	43224.0	31922.0	45431.0	47789.0	90797.0	56253.0	44943.0	53214.0	82889.0	44771.0	43290.0	31665.0	53801.0	44829.0	47996.0	48909.0	40674.0	39920.0	33982.0	34385.0	0.0	48901.0	45503.0	42906.0	28045.0	55502.0	47807.0	49114.0	46164.0	48988.0	42508.0	51356.0	42131.0	32795.0	56969.0	69180.0
HMP_2012__SRS018665__bin.47	32377.0	22982.0	37182.0	38405.0	41935.0	32362.0	38117.0	29743.0	41155.0	42155.0	84593.0	51576.0	40289.0	45997.0	81256.0	40276.0	37398.0	38698.0	48625.0	42056.0	45225.0	43587.0	34097.0	34615.0	34064.0	44971.0	48901.0	0.0	38579.0	36982.0	24894.0	48317.0	44688.0	41388.0	42634.0	42996.0	36245.0	46113.0	36403.0	30728.0	48931.0	67505.0
HMP_2012__SRS015989__bin.7	29231.0	22045.0	34706.0	36361.0	37697.0	28602.0	36209.0	25794.0	37494.0	38667.0	76307.0	45894.0	23573.0	41801.0	69388.0	37334.0	37027.0	35491.0	43321.0	39380.0	41125.0	39123.0	34651.0	32424.0	19407.0	42503.0	45503.0	38579.0	0.0	35357.0	24233.0	45736.0	40883.0	39750.0	40411.0	26483.0	34696.0	40187.0	33753.0	29375.0	27609.0	61973.0
HMP_2012__SRS018157__bin.65	27774.0	19688.0	31012.0	33478.0	37336.0	29278.0	35412.0	25142.0	38165.0	36278.0	76284.0	43554.0	36993.0	11384.0	69630.0	34968.0	33809.0	32778.0	41250.0	36115.0	38867.0	37578.0	31740.0	30758.0	29719.0	39662.0	42906.0	36982.0	35357.0	0.0	21859.0	42723.0	36831.0	38202.0	36951.0	39761.0	32771.0	38925.0	31156.0	28510.0	44769.0	61455.0
HMP_2012__SRS013949__bin.40	18520.0	14561.0	23404.0	23119.0	21051.0	19618.0	24853.0	17608.0	26610.0	24097.0	50712.0	27453.0	23502.0	25646.0	45764.0	23675.0	21832.0	22681.0	26715.0	25370.0	25448.0	23302.0	21359.0	21566.0	20216.0	26386.0	28045.0	24894.0	24233.0	21859.0	0.0	26208.0	25715.0	24784.0	23581.0	25811.0	22760.0	25584.0	22021.0	19104.0	30263.0	40892.0
HMP_2012__SRS014476__bin.56	37895.0	25574.0	42680.0	42789.0	49644.0	37078.0	35399.0	34668.0	45633.0	47905.0	93302.0	54415.0	43178.0	52629.0	84563.0	44658.0	42692.0	42976.0	57793.0	46353.0	49307.0	47144.0	5412.0	40367.0	38036.0	50469.0	55502.0	48317.0	45736.0	42723.0	26208.0	0.0	49805.0	40219.0	45830.0	48762.0	40050.0	49845.0	41071.0	34312.0	54527.0	71414.0
HMP_2012__SRS019225__bin.21	25769.0	24744.0	35142.0	38188.0	46546.0	33766.0	35953.0	30914.0	40314.0	39909.0	82369.0	51144.0	37277.0	46557.0	77399.0	36131.0	38950.0	37866.0	51494.0	40287.0	42742.0	44194.0	36380.0	35404.0	33808.0	44364.0	47807.0	44688.0	40883.0	36831.0	25715.0	49805.0	0.0	42212.0	40487.0	43113.0	36680.0	44885.0	37036.0	31610.0	49160.0	66072.0
HMP_2012__SRS058808__bin.45	32032.0	21223.0	34600.0	38218.0	42820.0	33079.0	22970.0	27926.0	41640.0	41454.0	82806.0	48666.0	39124.0	46378.0	76687.0	39765.0	39635.0	37070.0	47223.0	41099.0	41936.0	42363.0	29263.0	35181.0	31596.0	43090.0	49114.0	41388.0	39750.0	38202.0	24784.0	40219.0	42212.0	0.0	40955.0	42410.0	35395.0	38935.0	35840.0	31855.0	48478.0	65626.0
HMP_2012__SRS047113__bin.61	32504.0	22105.0	33586.0	26437.0	41934.0	31668.0	36313.0	29556.0	40881.0	39603.0	77873.0	46234.0	38166.0	43381.0	72506.0	40465.0	37300.0	36572.0	47420.0	40908.0	23552.0	42188.0	34485.0	34445.0	26670.0	40687.0	46164.0	42634.0	40411.0	36951.0	23581.0	45830.0	40487.0	40955.0	0.0	42718.0	22518.0	36978.0	36841.0	29419.0	48789.0	62712.0
HMP_2012__SRS023964__bin.14	33113.0	22926.0	36078.0	38708.0	43623.0	31927.0	38028.0	28976.0	39943.0	42057.0	83323.0	48779.0	22163.0	46558.0	76392.0	40382.0	39399.0	39452.0	48971.0	40537.0	44341.0	43199.0	37145.0	35223.0	27804.0	45751.0	48988.0	42996.0	26483.0	39761.0	25811.0	48762.0	43113.0	42410.0	42718.0	0.0	36324.0	44439.0	36606.0	31579.0	19955.0	66479.0
HMP_2012__SRS024649__bin.4	27699.0	19311.0	32406.0	25914.0	36588.0	28479.0	32406.0	25195.0	36655.0	36328.0	66334.0	40417.0	31884.0	39448.0	61950.0	34529.0	32405.0	31725.0	40750.0	35642.0	23956.0	35984.0	31035.0	32481.0	24246.0	37160.0	42508.0	36245.0	34696.0	32771.0	22760.0	40050.0	36680.0	35395.0	22518.0	36324.0	0.0	32942.0	33772.0	27526.0	42309.0	52835.0
HMP_2012__SRS019906__bin.8	34585.0	23109.0	39552.0	36931.0	44263.0	33668.0	39015.0	30838.0	44724.0	43409.0	88291.0	49171.0	37797.0	48586.0	79304.0	42053.0	40832.0	39629.0	52308.0	42767.0	38018.0	43213.0	35201.0	37060.0	31541.0	45401.0	51356.0	46113.0	40187.0	38925.0	25584.0	49845.0	44885.0	38935.0	36978.0	44439.0	32942.0	0.0	39831.0	32386.0	52784.0	68016.0
HMP_2012__SRS015899__bin.3	28542.0	18974.0	31976.0	34326.0	35843.0	23479.0	32487.0	23719.0	24426.0	34608.0	76615.0	42983.0	34954.0	40299.0	69658.0	34028.0	33662.0	32384.0	40567.0	33270.0	38255.0	37172.0	29771.0	30727.0	28560.0	37659.0	42131.0	36403.0	33753.0	31156.0	22021.0	41071.0	37036.0	35840.0	36841.0	36606.0	33772.0	39831.0	0.0	22262.0	42626.0	60233.0
HMP_2012__SRS017445__bin.50	24329.0	14751.0	26219.0	29494.0	30837.0	21139.0	28611.0	21110.0	30696.0	29479.0	63099.0	36638.0	29543.0	33608.0	57509.0	30530.0	29132.0	27062.0	34951.0	30054.0	32627.0	32704.0	26215.0	26593.0	24562.0	29038.0	32795.0	30728.0	29375.0	28510.0	19104.0	34312.0	31610.0	31855.0	29419.0	31579.0	27526.0	32386.0	22262.0	0.0	36426.0	49080.0
HMP_2012__SRS016043__bin.28	37226.0	26074.0	41427.0	48460.0	47930.0	34481.0	42049.0	32776.0	47253.0	48794.0	89676.0	54679.0	17209.0	53670.0	81688.0	46587.0	45256.0	44943.0	55162.0	45777.0	51231.0	48318.0	40349.0	42237.0	31384.0	50596.0	56969.0	48931.0	27609.0	44769.0	30263.0	54527.0	49160.0	48478.0	48789.0	19955.0	42309.0	52784.0	42626.0	36426.0	0.0	71169.0
HMP_2012__SRS051244__bin.4	54805.0	38573.0	56803.0	61637.0	62238.0	56314.0	53294.0	46933.0	58814.0	68507.0	21138.0	74254.0	62430.0	72652.0	74011.0	60355.0	58178.0	63028.0	69527.0	55719.0	65124.0	60584.0	54949.0	59199.0	54717.0	65120.0	69180.0	67505.0	61973.0	61455.0	40892.0	71414.0	66072.0	65626.0	62712.0	66479.0	52835.0	68016.0	60233.0	49080.0	71169.0	0.0
