	BritoIL_2016__M1.59.ST__bin.105	BritoIL_2016__WL.25.ST__bin.18	ZeeviD_2015__PNP_Main_744__bin.28	BritoIL_2016__W3.22.ST__bin.45	LiJ_2014__MH0284__bin.43	BritoIL_2016__M2.45.ST__bin.12	YuJ_2015__SZAXPI015220-136__bin.50	CosteaPI_2017__SID713B003-11-0-0__bin.46	ChengpingW_2017__AS133raw__bin.20	BritoIL_2016__W2.47.ST__bin.56	BritoIL_2016__M1.64.ST__bin.19	ZeeviD_2015__PNP_Main_650__bin.17	BritoIL_2016__WL.11.ST__bin.38	HeQ_2017__SZAXPI029554-33__bin.92	BritoIL_2016__W1.53.ST__bin.36	ZellerG_2014__CCIS74726977ST-3-0__bin.30	Obregon-TitoAJ_2015__SM37__bin.37	BritoIL_2016__M2.36.ST__bin.43	ZellerG_2014__CCMD88272491ST-21-0__bin.31	QinJ_2012__NOM022__bin.20	BritoIL_2016__W3.1.ST__bin.40	BritoIL_2016__W1.31.ST__bin.14	BritoIL_2016__W2.15.ST__bin.72	BritoIL_2016__M1.37.ST__bin.61	Obregon-TitoAJ_2015__SM41__bin.11	CosteaPI_2017__SID713B003-11-90-0__bin.14	SmitsSA_2017__TZ_83788__bin.2	BritoIL_2016__W1.5.ST__bin.17	LiJ_2014__MH0400__bin.1	RampelliS_2015__H14__bin.105	RampelliS_2015__H13__bin.37	LeChatelierE_2013__MH0096__bin.47	CosteaPI_2017__SID713A049-11-0-0__bin.5	BritoIL_2016__M2.33.ST__bin.15	XieH_2016__YSZC12003_37315__bin.30	CosteaPI_2017__SID713A049-11-90-0__bin.7	BritoIL_2016__W1.51.ST__bin.60	CosteaPI_2017__SID713B037-11-90-0__bin.15
Obregon-TitoAJ_2015__SM37__bin.37	0.7337156927743546	0.7274413165333258	0.7737432923142886	0.7511197157600096	0.7186610475590555	0.583827815905337	0.7673702675579201	0.7453281110242196	0.7748455103627785	0.7592860492812712	0.7634502290684659	0.774587591339432	0.6912213292419	0.660936786141592	0.7434008827664349	0.7065223201910364	1.0	0.7507532282588868	0.7077083068112116	0.7363483405831727	0.722575023849243	0.6551749412931112	0.7578162415136099	0.7648494948810237	0.7161584614799591	0.7729370198118183	0.6587461277702185	0.7589377483779484	0.7470966198830216	0.7581116359506052	0.7137666483147361	0.5850182113977062	0.7606009954131197	0.6195104718981242	0.5946659259761381	0.7672010770874771	0.7243975413924211	0.676531518200651
BritoIL_2016__M2.36.ST__bin.43	0.7975897168659156	0.7679804651441543	0.8182121163174663	0.7978444271795273	0.7239707620333266	0.5865342660286607	0.8186422368900931	0.7903862022290259	0.8120391369522906	0.8176522652407762	0.7784879050972029	0.8327134286054665	0.7179636915381361	0.6760636622300052	0.7906664932054105	0.7386975495917691	0.4978212584078157	1.0	0.7294205395181041	0.7465095185646179	0.7395128418581501	0.6707187654625971	0.7928616795093776	0.8373723981725175	0.6618769920941134	0.8162921048573293	0.6687274935847353	0.8108785057384735	0.7698800120740729	0.7844339474397777	0.7229267055541466	0.558106840927014	0.7956850538034426	0.6304566294480205	0.5841095846358154	0.7975586546325484	0.7897108727318175	0.6853121681365801
ZellerG_2014__CCMD88272491ST-21-0__bin.31	0.7730016153774595	0.739688457000038	0.8254785965311379	0.7766820696868337	0.7793079525608573	0.5633516841317506	0.8133627006369235	0.8020162652578596	0.9230098824642472	0.7949924428657678	0.7583637872221346	0.8159938563681238	0.6933483283347902	0.6408954516710627	0.764281062872419	0.7632084130696051	0.4836539544357346	0.7517651830980823	1.0	0.7830882145239345	0.7380674300508416	0.6847931175655068	0.7661713821702854	0.8106573482725932	0.6470571619147553	0.8315133815699329	0.6565919942209486	0.8220158358966324	0.783311934321291	0.762566631024663	0.7065583420931811	0.6390088986997511	0.8114588225634598	0.6097690224913723	0.5454996728945387	0.7980168030892917	0.7536634116817137	0.7279028679446817
QinJ_2012__NOM022__bin.20	0.6905146636319417	0.6769229047793627	0.729172521873517	0.6954787820467675	0.6658043194807092	0.5099966892713304	0.728645306433279	0.7117701340680562	0.7664945702075228	0.7127245190722324	0.6821400997694338	0.7383908937190278	0.6320589112244233	0.5874733348120815	0.6884680014453997	0.6689830797411708	0.4397151193672362	0.6722753789073016	0.684255543495932	1.0	0.6503742176511202	0.6112905062387161	0.7016549694168971	0.707022233221418	0.57890526116252	0.7375444529498065	0.5901663460152451	0.7066947804355024	0.7033764825054647	0.672907576697999	0.6246403778574781	0.5325438704458558	0.7242936399125125	0.542702805167896	0.49466762061287317	0.7128574747762625	0.6692809136821292	0.6398565658068206
BritoIL_2016__W3.1.ST__bin.40	0.8263820004928839	0.7961162282052862	0.8323971104676238	0.8502629998151685	0.7396794713819235	0.5883972028833713	0.8227254174111269	0.8141873575257225	0.8413094541309839	0.8788213911650545	0.8069365719918674	0.8242448863286305	0.7669255591152733	0.6600636898527509	0.7981509149159016	0.7397260643213603	0.5048706949664223	0.7792318711108374	0.7545930626578768	0.7609786057544206	1.0	0.7212382940052985	0.8815445751956132	0.8407726726634218	0.6647199032715175	0.8369840120756576	0.6719110036350193	0.8445378442486601	0.7781802569157784	0.7967912482286982	0.748918350686957	0.5818125808637792	0.827983488386421	0.6309165331772534	0.5718482379397449	0.8111430287721028	0.7853933060193458	0.704461370217485
BritoIL_2016__W1.31.ST__bin.14	0.7715206499002772	0.7666873408895591	0.7776381929918439	0.7825955473399168	0.7077009453389762	0.5942768886510678	0.7835112938009762	0.7743919346208105	0.7828768789220216	0.7990347975547665	0.7706515217849557	0.7881544810364677	0.7073166480193284	0.639973001897164	0.770476398955749	0.7322623275121207	0.48192424316129134	0.7440219065687276	0.7370559095847319	0.7529758719657538	0.7592819153248691	1.0	0.787663569587002	0.7967115824293428	0.6372954873441325	0.8009352045531934	0.6398513888213261	0.7880940798754682	0.7557794587407372	0.7394366882327188	0.6891180619740234	0.5591185484263268	0.7991872192764833	0.6140844156897083	0.5312926659207732	0.7746327285109695	0.74421527135931	0.7322765157043019
BritoIL_2016__W2.15.ST__bin.72	0.8457558941080863	0.8247631233665311	0.8605723175546734	0.8821219999788132	0.7692425849782154	0.6044065636884502	0.855950934264748	0.847955165582858	0.875766699405406	0.9133086758668072	0.8422555225814068	0.8511819996458768	0.7911259604078167	0.6858492222153281	0.8373318482355131	0.7786143643867086	0.520241393974155	0.8208469597616176	0.7696379468724416	0.806633983416744	0.8661399210335554	0.735123421011612	1.0	0.8683815662233064	0.6864099172653215	0.8750206193523784	0.7025274407638166	0.8738784207316427	0.8102580710576934	0.8343206661147995	0.7715424940260629	0.5979116568576561	0.8558185164054378	0.6437986068127853	0.5982933986292104	0.8454263628067743	0.8120135535354055	0.7334424708718543
BritoIL_2016__M1.37.ST__bin.61	0.8052637640233136	0.7564323422605075	0.8272175796798156	0.7996503498886176	0.7129717397392923	0.5798873160350455	0.8154292396353717	0.8002067508162023	0.817892668114513	0.8207823412724102	0.7715066165031309	0.834110750020273	0.715302967630618	0.6729306348967302	0.7952427550329921	0.7356100682332208	0.4728682144129987	0.7807402142603548	0.7333664061951649	0.7319966990739826	0.7439530156385119	0.6696436785290572	0.7820485912119318	1.0	0.6508773280762021	0.825090785687174	0.6572566878846339	0.8215946252965143	0.7585744687955505	0.7758242604433353	0.7221344670783058	0.5603199254225137	0.7996459204874794	0.6509216220875835	0.5652675664938291	0.7939599323187506	0.8210763853633506	0.6959127530636123
Obregon-TitoAJ_2015__SM41__bin.11	0.7980145792241657	0.7867282609269403	0.8370165551436368	0.8036572984975622	0.7599803287803316	0.5970074409291573	0.8360580670475399	0.8368511620623461	0.8431985614320929	0.8249556165906855	0.8017759521978806	0.8484211998740198	0.7426985112863184	0.689472730375847	0.8071600248441522	0.7626873208608183	0.5716116851971433	0.7966967130764345	0.75570826068061	0.7737690971825112	0.7593350318381682	0.6915304666372243	0.7980581268705693	0.8402857077504254	1.0	0.8556373527957588	0.6929270704486551	0.8294788534388564	0.8046219448466859	0.8161585521419283	0.7745758283290196	0.5935262684681609	0.831840103599411	0.63855497472477	0.6027539707535766	0.8349438631249088	0.7885559424502457	0.7215858205344308
CosteaPI_2017__SID713B003-11-90-0__bin.14	0.7670405097609971	0.7274613668871776	0.8136081422199604	0.7609045949187857	0.7078449337057555	0.53529561061731	0.7892126996910401	0.8966984370993308	0.8226044453247097	0.788094515124348	0.7467564449731865	0.8103831142981375	0.6893516037914655	0.6246759396193451	0.7444282600982559	0.7300118770219958	0.45990242609980503	0.7324718830687182	0.723953021820011	0.7348889324649314	0.7127570758784962	0.6478843357754134	0.7584009763948287	0.794070736158941	0.6378511706179133	1.0	0.6442536790239725	0.7743900319584363	0.7742270590171912	0.7579392743801945	0.7026176667914923	0.54986447340721	0.8817947747661485	0.5844042437235742	0.5303280510862786	0.8594710888625537	0.7511475328126507	0.7471374803006048
SmitsSA_2017__TZ_83788__bin.2	0.766693256622057	0.7214914161040853	0.775500044903567	0.7618103492766056	0.7074148589763856	0.5585004077894076	0.7814781116444905	0.7737709527968014	0.78601073053024	0.7830873254500821	0.7327376262227079	0.7817235573865555	0.7031098056793057	0.6466593168399756	0.7742329922152251	0.7051050682513901	0.4857346853438415	0.7436250141720534	0.7084287449473328	0.7287312527607566	0.7090805578120218	0.6414143363882658	0.7545766081267736	0.783884211377548	0.6401424072944524	0.7983923303894745	1.0	0.7724023083278034	0.7602925680736045	0.8510266255802414	0.785937178081045	0.5582492729076257	0.7746511439844052	0.5959597355200219	0.5604842920820585	0.78019114696714	0.7264299957453362	0.6701022297770385
BritoIL_2016__W1.5.ST__bin.17	0.7149523085576743	0.6953649663014956	0.7321634683028397	0.7226735162790668	0.6375028593929867	0.5171426574636545	0.7177074857138107	0.7062108016860489	0.7403218591242114	0.747588334846541	0.6992405021201841	0.7335655329769983	0.6544624849179527	0.5905623252229711	0.718348174468076	0.6590886210167463	0.42397832310725114	0.683151548290106	0.6719504246679641	0.6611215224316493	0.6752419208101311	0.5985412246730132	0.7111275721837019	0.7423880110847467	0.5805649945028843	0.7270690536863926	0.585194209355903	1.0	0.6821521846686044	0.6927027675229606	0.6458795338889254	0.5063119079748047	0.7057342105319871	0.5511752066690743	0.5024052767384416	0.7017804743559785	0.6947775399953264	0.6107343229065164
LiJ_2014__MH0400__bin.1	0.7963179533021325	0.760239214831615	0.8429349251437838	0.7950886343404047	0.7584942320265663	0.5773115296672934	0.8210561504733691	0.8414577477014912	0.8449104052541566	0.8166316364939291	0.772586334908152	0.8420513521400419	0.7247500175458685	0.6703160842053938	0.7958573280781918	0.7794314399802009	0.5007494856290101	0.7781987965381079	0.7682419778441854	0.7894842992180083	0.7464947048415517	0.688679774969618	0.7910903926211312	0.8223900058732487	0.6756840118351501	0.8721486116600609	0.6911040599292994	0.8184412619727467	1.0	0.795730628437605	0.740640294918347	0.5894846686047156	0.8541373158145531	0.6322552166637732	0.5691336773554867	0.8457843742035098	0.7801432481650715	0.7499333256993413
RampelliS_2015__H14__bin.105	0.7276326888920107	0.6860896044511365	0.7466810051728107	0.723297170486421	0.6710875961369136	0.5171062863203133	0.7359993457314583	0.7347435722402827	0.762603078623688	0.7357147521067513	0.7088112560570955	0.7496156502090427	0.6547872736854116	0.6006679870755581	0.7211750847680084	0.673749189584203	0.4536386102861304	0.7078756916152716	0.6676889612629494	0.6742860591334766	0.682376696431928	0.6015286931711381	0.7272250901432994	0.7508895611849912	0.6118703572161137	0.762236371658828	0.6906196886024705	0.7419698759461996	0.710393834046631	1.0	0.8411159631630982	0.5158561189607948	0.7383387514946936	0.5612568815266089	0.526768948889887	0.7351247891929611	0.7023437587595807	0.6260551893982115
RampelliS_2015__H13__bin.37	0.6985393433821019	0.6652514679470356	0.7224951411510626	0.7060390388999531	0.6539223304634819	0.4940384968359588	0.7136584688064471	0.7105316515626366	0.7388555245069534	0.7143223256603832	0.6857902040802323	0.7210682777631969	0.639010081361061	0.5803484648095829	0.6983225177843306	0.6494756903167815	0.44433671780251377	0.6786939688519049	0.6436111068226302	0.6511753010942489	0.6672571047264206	0.5832141993320262	0.6996402822163557	0.7271263575186506	0.6041265479272057	0.7351118521606225	0.663533330931784	0.7197306147794778	0.6878908735978811	0.8750542492842526	1.0	0.5034223793521649	0.7161022168015823	0.5478342313412481	0.5100534001650207	0.7188681154870771	0.6745622747475372	0.6030949109454042
LeChatelierE_2013__MH0096__bin.47	0.6428285078770131	0.6350742953678643	0.6954533547849518	0.6461189910982866	0.7044694913113998	0.5068124690189072	0.6720820152534248	0.6614925602468598	0.7592495802100238	0.6568257298460967	0.6477433913472388	0.6796854343809727	0.5970461660680564	0.5653072241472104	0.6353215311290256	0.644663773667716	0.43379823191695166	0.6241076525802218	0.6933377522468827	0.661280468742657	0.6174535370447032	0.5636386892499847	0.6458243514556465	0.6720325681011926	0.5513994974371256	0.685255390454738	0.561391091421246	0.6720460536881651	0.6521495003998681	0.639249106171209	0.5996460237746812	1.0	0.6664752803060983	0.5332413589058204	0.4848885824890879	0.6592833759082849	0.6270765249849104	0.6129203365512124
CosteaPI_2017__SID713A049-11-0-0__bin.5	0.7843993976793837	0.7538528412097494	0.8421524759897158	0.7868977615780772	0.7325293624378827	0.5567053159189629	0.8112387268207446	0.8932514411707806	0.8383518065984632	0.8103839049853417	0.7668035650569598	0.8272889585051485	0.7088199963246122	0.6384657366989549	0.7710150334436066	0.7555967469703141	0.4776370647979177	0.7535396372579115	0.7456365152201547	0.7616715193091101	0.7441587462982234	0.6822886799093681	0.7828558732316522	0.8122219449723151	0.6544689012701546	0.9306514538373714	0.6597300354976015	0.7933134244058901	0.8002489019692395	0.7748541179051951	0.7223708258651783	0.5644257068113381	1.0	0.6104130450657226	0.5440522223464271	0.89668007271869	0.770304873764964	0.777313720651838
BritoIL_2016__M2.33.ST__bin.15	0.8360719658488671	0.8085792269070464	0.84266304988002	0.8381460731149254	0.7690115681722134	0.6592026370105547	0.8450261090391942	0.8303078323271301	0.832226645980083	0.8571846854535078	0.817808860005452	0.8616377177896767	0.7682649087878396	0.7330772030418315	0.8398384369481487	0.7811057193724215	0.5404583132805848	0.82945443863282	0.7783921678171054	0.7928436087543289	0.7877496897733627	0.7283164681905313	0.8181305052908006	0.9184977770897207	0.6979428644507918	0.856851020538662	0.7050979094979593	0.8607275914441392	0.8229287413861325	0.8182732984892287	0.7677269101715394	0.6273631192573216	0.848000726947192	1.0	0.6241716672331918	0.8413053125320022	0.8495334701006908	0.7642219862101194
