	BritoIL_2016__M1.59.ST__bin.105	BritoIL_2016__WL.25.ST__bin.18	ZeeviD_2015__PNP_Main_744__bin.28	BritoIL_2016__W3.22.ST__bin.45	LiJ_2014__MH0284__bin.43	BritoIL_2016__M2.45.ST__bin.12	YuJ_2015__SZAXPI015220-136__bin.50	CosteaPI_2017__SID713B003-11-0-0__bin.46	ChengpingW_2017__AS133raw__bin.20	BritoIL_2016__W2.47.ST__bin.56	BritoIL_2016__M1.64.ST__bin.19	ZeeviD_2015__PNP_Main_650__bin.17	BritoIL_2016__WL.11.ST__bin.38	HeQ_2017__SZAXPI029554-33__bin.92	BritoIL_2016__W1.53.ST__bin.36	ZellerG_2014__CCIS74726977ST-3-0__bin.30	Obregon-TitoAJ_2015__SM37__bin.37	BritoIL_2016__M2.36.ST__bin.43	ZellerG_2014__CCMD88272491ST-21-0__bin.31	QinJ_2012__NOM022__bin.20	BritoIL_2016__W3.1.ST__bin.40	BritoIL_2016__W1.31.ST__bin.14	BritoIL_2016__W2.15.ST__bin.72	BritoIL_2016__M1.37.ST__bin.61	Obregon-TitoAJ_2015__SM41__bin.11	CosteaPI_2017__SID713B003-11-90-0__bin.14	SmitsSA_2017__TZ_83788__bin.2	BritoIL_2016__W1.5.ST__bin.17	LiJ_2014__MH0400__bin.1	RampelliS_2015__H14__bin.105	RampelliS_2015__H13__bin.37	LeChatelierE_2013__MH0096__bin.47	CosteaPI_2017__SID713A049-11-0-0__bin.5	BritoIL_2016__M2.33.ST__bin.15	XieH_2016__YSZC12003_37315__bin.30	CosteaPI_2017__SID713A049-11-90-0__bin.7	BritoIL_2016__W1.51.ST__bin.60	CosteaPI_2017__SID713B037-11-90-0__bin.15
BritoIL_2016__M1.64.ST__bin.19	29867.0	16937.0	47734.0	33216.0	42504.0	25854.0	43435.0	47024.0	47355.0	34566.0	0.0	44811.0	30747.0	34513.0	47289.0	43194.0	28142.0	39270.0	42682.0	42452.0	30384.0	33396.0	31797.0	39741.0	38224.0	52074.0	62402.0	41600.0	42740.0	72912.0	67897.0	35200.0	47890.0	29844.0	30198.0	45947.0	37820.0	41662.0
ZeeviD_2015__PNP_Main_650__bin.17	45841.0	43733.0	42153.0	44921.0	37700.0	32563.0	37655.0	40117.0	44445.0	45995.0	44811.0	0.0	40938.0	31685.0	61253.0	38109.0	23931.0	40935.0	38644.0	37085.0	40196.0	37627.0	41359.0	45069.0	34523.0	41688.0	65003.0	53865.0	36682.0	75042.0	68520.0	30991.0	40519.0	31422.0	26074.0	38616.0	45054.0	34813.0
BritoIL_2016__WL.11.ST__bin.38	34514.0	30504.0	43815.0	16308.0	39606.0	27826.0	40541.0	42485.0	44698.0	4532.0	30747.0	40938.0	0.0	32038.0	45150.0	38009.0	25444.0	36456.0	39576.0	38025.0	17325.0	29629.0	19246.0	36862.0	34946.0	43918.0	59911.0	31908.0	39763.0	66696.0	62985.0	32397.0	41829.0	28025.0	27936.0	41834.0	35870.0	36410.0
HeQ_2017__SZAXPI029554-33__bin.92	33581.0	35092.0	34651.0	34186.0	33027.0	24554.0	23776.0	34390.0	34127.0	34905.0	34513.0	31685.0	32038.0	0.0	44828.0	33087.0	19417.0	29958.0	32227.0	30490.0	31200.0	28380.0	32809.0	32235.0	26255.0	35261.0	53746.0	41156.0	32493.0	59161.0	54649.0	27626.0	33545.0	24851.0	15192.0	33518.0	31765.0	30370.0
BritoIL_2016__W1.53.ST__bin.36	51902.0	46958.0	65245.0	53331.0	56623.0	35035.0	57809.0	62595.0	64601.0	53055.0	47289.0	61253.0	45150.0	44828.0	0.0	57953.0	36479.0	48419.0	57765.0	56507.0	50480.0	46413.0	52904.0	55115.0	49725.0	64905.0	70489.0	46298.0	60681.0	81780.0	75761.0	43983.0	62828.0	39024.0	37714.0	61739.0	50494.0	54603.0
ZellerG_2014__CCIS74726977ST-3-0__bin.30	43226.0	42935.0	37090.0	41319.0	34182.0	31811.0	40881.0	31952.0	41201.0	43980.0	43194.0	38109.0	38009.0	33087.0	57953.0	0.0	23780.0	40394.0	36306.0	33393.0	38279.0	36068.0	38532.0	46084.0	32446.0	33383.0	57655.0	52175.0	30446.0	66159.0	60344.0	28431.0	33825.0	32886.0	27273.0	31592.0	46359.0	29361.0
Obregon-TitoAJ_2015__SM37__bin.37	26096.0	27885.0	26410.0	27561.0	24431.0	20727.0	22245.0	25120.0	25742.0	27598.0	28142.0	23931.0	25444.0	19417.0	36479.0	23780.0	0.0	25665.0	23784.0	23375.0	25616.0	23877.0	26872.0	25148.0	1444.0	26088.0	37945.0	32791.0	24677.0	42936.0	40619.0	20159.0	24667.0	21035.0	18882.0	25170.0	27099.0	22813.0
BritoIL_2016__M2.36.ST__bin.43	39584.0	40013.0	45073.0	40199.0	39794.0	27912.0	37797.0	43083.0	43477.0	41598.0	39270.0	40935.0	36456.0	29958.0	48419.0	40394.0	25665.0	0.0	39864.0	37266.0	35230.0	33525.0	38020.0	38330.0	34076.0	44908.0	61565.0	42625.0	40986.0	71153.0	65025.0	31228.0	43352.0	28977.0	25492.0	42575.0	37808.0	36562.0
ZellerG_2014__CCMD88272491ST-21-0__bin.31	42415.0	43209.0	39052.0	42681.0	11696.0	31395.0	34709.0	35086.0	17055.0	45620.0	42682.0	38644.0	39576.0	32227.0	57765.0	36306.0	23784.0	39864.0	0.0	25107.0	39374.0	36314.0	39975.0	44520.0	32246.0	37153.0	56637.0	54504.0	34615.0	64615.0	59109.0	10224.0	35660.0	31979.0	27021.0	33363.0	44736.0	31841.0
QinJ_2012__NOM022__bin.20	41673.0	43662.0	38787.0	41383.0	27576.0	30536.0	30137.0	32437.0	26916.0	43075.0	42452.0	37085.0	38025.0	30490.0	56507.0	33393.0	23375.0	37266.0	25107.0	0.0	37114.0	35993.0	39322.0	39769.0	31068.0	34157.0	58218.0	50515.0	32319.0	64487.0	59800.0	22142.0	33324.0	30189.0	25379.0	31074.0	42170.0	28859.0
BritoIL_2016__W3.1.ST__bin.40	36153.0	30279.0	42375.0	18103.0	38482.0	27724.0	39659.0	41387.0	44498.0	18139.0	30384.0	40196.0	17325.0	31200.0	50480.0	38279.0	25616.0	35230.0	39374.0	37114.0	0.0	28604.0	3816.0	35174.0	34195.0	42838.0	59376.0	38470.0	38112.0	68222.0	63753.0	30811.0	42344.0	25636.0	27326.0	40084.0	36080.0	36544.0
BritoIL_2016__W1.31.ST__bin.14	33400.0	33156.0	38067.0	31163.0	34731.0	26847.0	36035.0	36333.0	38544.0	31658.0	33396.0	37627.0	29629.0	28380.0	46413.0	36068.0	23877.0	33525.0	36314.0	35993.0	28604.0	0.0	29517.0	35690.0	30508.0	38166.0	52560.0	38273.0	36234.0	60946.0	56336.0	27930.0	38455.0	26608.0	23460.0	35167.0	33168.0	34833.0
BritoIL_2016__W2.15.ST__bin.72	37311.0	31552.0	43326.0	18949.0	39810.0	28519.0	41728.0	43501.0	45096.0	19907.0	31797.0	41359.0	19246.0	32809.0	52904.0	38532.0	26872.0	38020.0	39975.0	39322.0	3816.0	29517.0	0.0	37131.0	35735.0	44914.0	62415.0	40095.0	39207.0	72564.0	66722.0	31796.0	43587.0	27386.0	29133.0	41336.0	38191.0	37978.0
BritoIL_2016__M1.37.ST__bin.61	41870.0	39250.0	50953.0	40140.0	43458.0	25719.0	40575.0	47672.0	49758.0	41499.0	39741.0	45069.0	36862.0	32235.0	55115.0	46084.0	25148.0	38330.0	44520.0	39769.0	35174.0	35690.0	37131.0	0.0	36086.0	49421.0	67018.0	47638.0	44361.0	77843.0	72494.0	35167.0	46979.0	13555.0	27281.0	45687.0	25805.0	42177.0
Obregon-TitoAJ_2015__SM41__bin.11	36366.0	37927.0	35405.0	36994.0	32321.0	27748.0	32214.0	35139.0	35239.0	38254.0	38224.0	34523.0	34946.0	26255.0	49725.0	32446.0	1444.0	34076.0	32246.0	31068.0	34195.0	30508.0	35735.0	36086.0	0.0	36279.0	50597.0	44461.0	33095.0	58625.0	56212.0	26281.0	34884.0	28226.0	24455.0	34210.0	37843.0	31235.0
CosteaPI_2017__SID713B003-11-90-0__bin.14	46899.0	48162.0	40059.0	46281.0	36490.0	33624.0	44253.0	984.0	43789.0	50124.0	52074.0	41688.0	43918.0	35261.0	64905.0	33383.0	26088.0	44908.0	37153.0	34157.0	42838.0	38166.0	44914.0	49421.0	36279.0	0.0	64421.0	56806.0	35349.0	75602.0	69325.0	29358.0	5752.0	35305.0	30469.0	5193.0	49601.0	5586.0
SmitsSA_2017__TZ_83788__bin.2	64718.0	61501.0	62464.0	64922.0	56560.0	45920.0	64665.0	61959.0	63304.0	66941.0	62402.0	65003.0	59911.0	53746.0	70489.0	57655.0	37945.0	61565.0	56637.0	58218.0	59376.0	52560.0	62415.0	67018.0	50597.0	64421.0	0.0	67405.0	59892.0	39214.0	36471.0	44689.0	61509.0	49095.0	47149.0	62562.0	62167.0	52478.0
BritoIL_2016__W1.5.ST__bin.17	43231.0	41411.0	57978.0	40922.0	50374.0	33826.0	51869.0	55709.0	58819.0	40508.0	41600.0	53865.0	31908.0	41156.0	46298.0	52175.0	32791.0	42625.0	54504.0	50515.0	38470.0	38273.0	40095.0	47638.0	44461.0	56806.0	67405.0	0.0	52738.0	79788.0	74652.0	40902.0	55000.0	35692.0	35369.0	53322.0	43059.0	48223.0
LiJ_2014__MH0400__bin.1	43724.0	42816.0	36050.0	41894.0	33732.0	31565.0	38506.0	33896.0	39183.0	43857.0	42740.0	36682.0	39763.0	32493.0	60681.0	30446.0	24677.0	40986.0	34615.0	32319.0	38112.0	36234.0	39207.0	44361.0	33095.0	35349.0	59892.0	52738.0	0.0	68429.0	62983.0	27552.0	33944.0	33269.0	28905.0	32906.0	45363.0	29502.0
RampelliS_2015__H14__bin.105	74246.0	72048.0	71875.0	73851.0	64413.0	52505.0	72591.0	71981.0	75251.0	75081.0	72912.0	75042.0	66696.0	59161.0	81780.0	66159.0	42936.0	71153.0	64615.0	64487.0	68222.0	60946.0	72564.0	77843.0	58625.0	75602.0	39214.0	79788.0	68429.0	0.0	2285.0	49573.0	71486.0	56031.0	52760.0	71149.0	75684.0	59533.0
RampelliS_2015__H13__bin.37	67668.0	66791.0	66396.0	69391.0	60881.0	48027.0	67025.0	66476.0	68649.0	69172.0	67897.0	68520.0	62985.0	54649.0	75761.0	60344.0	40619.0	65025.0	59109.0	59800.0	63753.0	56336.0	66722.0	72494.0	56212.0	69325.0	36471.0	74652.0	62983.0	2285.0	0.0	47391.0	66559.0	52961.0	49555.0	66589.0	69252.0	55188.0
LeChatelierE_2013__MH0096__bin.47	34165.0	35360.0	32607.0	34091.0	3049.0	27301.0	28481.0	27963.0	14886.0	35677.0	35200.0	30991.0	32397.0	27626.0	43983.0	28431.0	20159.0	31228.0	10224.0	22142.0	30811.0	27930.0	31796.0	35167.0	26281.0	29358.0	44689.0	40902.0	27552.0	49573.0	47391.0	0.0	28017.0	26752.0	22531.0	26932.0	35473.0	25965.0
CosteaPI_2017__SID713A049-11-0-0__bin.5	45011.0	48130.0	39054.0	45140.0	35327.0	32736.0	43163.0	5030.0	40638.0	48144.0	47890.0	40519.0	41829.0	33545.0	62828.0	33825.0	24667.0	43352.0	35660.0	33324.0	42344.0	38455.0	43587.0	46979.0	34884.0	5752.0	61509.0	55000.0	33944.0	71486.0	66559.0	28017.0	0.0	34450.0	29126.0	613.0	47904.0	7102.0
BritoIL_2016__M2.33.ST__bin.15	29001.0	29342.0	35307.0	29901.0	31513.0	23617.0	29151.0	33898.0	34081.0	30919.0	29844.0	31422.0	28025.0	24851.0	39024.0	32886.0	21035.0	28977.0	31979.0	30189.0	25636.0	26608.0	27386.0	13555.0	28226.0	35305.0	49095.0	35692.0	33269.0	56031.0	52961.0	26752.0	34450.0	0.0	21477.0	33444.0	16521.0	31723.0
XieH_2016__YSZC12003_37315__bin.30	29007.0	30305.0	30357.0	30561.0	28056.0	22138.0	20497.0	29667.0	30292.0	30604.0	30198.0	26074.0	27936.0	15192.0	37714.0	27273.0	18882.0	25492.0	27021.0	25379.0	27326.0	23460.0	29133.0	27281.0	24455.0	30469.0	47149.0	35369.0	28905.0	52760.0	49555.0	22531.0	29126.0	21477.0	0.0	29863.0	27919.0	26140.0
CosteaPI_2017__SID713A049-11-90-0__bin.7	44035.0	46444.0	37340.0	43101.0	34265.0	31956.0	41764.0	4980.0	39354.0	46282.0	45947.0	38616.0	41834.0	33518.0	61739.0	31592.0	25170.0	42575.0	33363.0	31074.0	40084.0	35167.0	41336.0	45687.0	34210.0	5193.0	62562.0	53322.0	32906.0	71149.0	66589.0	26932.0	613.0	33444.0	29863.0	0.0	46464.0	6587.0
BritoIL_2016__W1.51.ST__bin.60	41688.0	36751.0	49798.0	40628.0	43875.0	30164.0	41840.0	48050.0	50376.0	41548.0	37820.0	45054.0	35870.0	31765.0	50494.0	46359.0	27099.0	37808.0	44736.0	42170.0	36080.0	33168.0	38191.0	25805.0	37843.0	49601.0	62167.0	43059.0	45363.0	75684.0	69252.0	35473.0	47904.0	16521.0	27919.0	46464.0	0.0	42754.0
CosteaPI_2017__SID713B037-11-90-0__bin.15	38581.0	41549.0	34049.0	39795.0	31518.0	30062.0	38025.0	4919.0	34709.0	41568.0	41662.0	34813.0	36410.0	30370.0	54603.0	29361.0	22813.0	36562.0	31841.0	28859.0	36544.0	34833.0	37978.0	42177.0	31235.0	5586.0	52478.0	48223.0	29502.0	59533.0	55188.0	25965.0	7102.0	31723.0	26140.0	6587.0	42754.0	0.0
