	BritoIL_2016__M1.59.ST__bin.105	BritoIL_2016__WL.25.ST__bin.18	ZeeviD_2015__PNP_Main_744__bin.28	BritoIL_2016__W3.22.ST__bin.45	LiJ_2014__MH0284__bin.43	BritoIL_2016__M2.45.ST__bin.12	YuJ_2015__SZAXPI015220-136__bin.50	CosteaPI_2017__SID713B003-11-0-0__bin.46	ChengpingW_2017__AS133raw__bin.20	BritoIL_2016__W2.47.ST__bin.56	BritoIL_2016__M1.64.ST__bin.19	ZeeviD_2015__PNP_Main_650__bin.17	BritoIL_2016__WL.11.ST__bin.38	HeQ_2017__SZAXPI029554-33__bin.92	BritoIL_2016__W1.53.ST__bin.36	ZellerG_2014__CCIS74726977ST-3-0__bin.30	Obregon-TitoAJ_2015__SM37__bin.37	BritoIL_2016__M2.36.ST__bin.43	ZellerG_2014__CCMD88272491ST-21-0__bin.31	QinJ_2012__NOM022__bin.20	BritoIL_2016__W3.1.ST__bin.40	BritoIL_2016__W1.31.ST__bin.14	BritoIL_2016__W2.15.ST__bin.72	BritoIL_2016__M1.37.ST__bin.61	Obregon-TitoAJ_2015__SM41__bin.11	CosteaPI_2017__SID713B003-11-90-0__bin.14	SmitsSA_2017__TZ_83788__bin.2	BritoIL_2016__W1.5.ST__bin.17	LiJ_2014__MH0400__bin.1	RampelliS_2015__H14__bin.105	RampelliS_2015__H13__bin.37	LeChatelierE_2013__MH0096__bin.47	CosteaPI_2017__SID713A049-11-0-0__bin.5	BritoIL_2016__M2.33.ST__bin.15	XieH_2016__YSZC12003_37315__bin.30	CosteaPI_2017__SID713A049-11-90-0__bin.7	BritoIL_2016__W1.51.ST__bin.60	CosteaPI_2017__SID713B037-11-90-0__bin.15
BritoIL_2016__M1.64.ST__bin.19	0.9865448508725101	0.9924910632702291	0.9791119859060385	0.9854183915453362	0.979110875427511	0.984538043088229	0.9809314462774724	0.9789982077196235	0.9791865183315108	0.9851206029242238	1.0	0.9802318307624847	0.985121161853034	0.9812699915014073	0.9785555795897767	0.9785198520050923	0.9800897102105501	0.9818995306415088	0.9792424834125159	0.9799300966761173	0.985708143968436	0.9827363567281995	0.985918087797049	0.9827517662285129	0.9794600525857905	0.9776446183778289	0.9665502395011857	0.9820129886975847	0.9799744925450199	0.9671908516690089	0.9671491773867975	0.9782751586931767	0.9788430800658431	0.9827574054066546	0.9810603281045087	0.9794498001200442	0.9825845744088103	0.9784306487527809
ZeeviD_2015__PNP_Main_650__bin.17	0.9808467122786859	0.9803662236013858	0.9830711115323509	0.9808954038137743	0.9823430285874329	0.980545895448601	0.9845068058139698	0.9833116323958251	0.9821696143268924	0.9808528326110042	0.9802318307624847	1.0	0.9805899814946255	0.9840538741008443	0.9739405712457541	0.983090570982197	0.9832584554209417	0.9823526140419476	0.9824759261652598	0.9837400976164128	0.9815676148367035	0.9810144721319879	0.9819484374502162	0.9819227163937365	0.982415830489482	0.9834112011001898	0.9673136751762843	0.9778927862723088	0.9841633657488856	0.9680423750900701	0.9684280223879049	0.9817078065422437	0.9833321198224736	0.9827689547255958	0.98435958205041	0.9838606269679996	0.9806398134711731	0.983378031958602
BritoIL_2016__WL.11.ST__bin.38	0.983506161653379	0.9851243248304395	0.9792318608802487	0.9924530676882267	0.9789700942697941	0.9818940751995159	0.9808417150731437	0.9795750887715631	0.9788958195327694	0.9979951559925239	0.985121161853034	0.9805899814946255	1.0	0.9814845102248987	0.9782734123831444	0.9797765196076084	0.9801169197635974	0.9817822201744821	0.9789544214539827	0.9805856521204144	0.991376306620209	0.9833025822979984	0.9908800085674657	0.9827443593360076	0.9797223589048473	0.9795364267725304	0.9665328599263523	0.9852116612270966	0.9801363673375798	0.9675013363257936	0.9672900690811306	0.9783065923933459	0.979985722201116	0.9827640604367996	0.9808887915936952	0.9799880217063519	0.9821765303612644	0.9795879810713704
HeQ_2017__SZAXPI029554-33__bin.92	0.9821366447468511	0.9806966415500775	0.9819148514190038	0.9817922098396419	0.9812020189601945	0.9825913592054729	0.9877932763419258	0.9817718947953697	0.982157496287931	0.9819570815805607	0.9812699915014073	0.9840538741008443	0.9814845102248987	1.0	0.9766843851747059	0.9810612283213255	0.984067475067736	0.9840646139001377	0.9814132869016359	0.983206560952638	0.9821240214763839	0.9823407635286365	0.9822232215906936	0.9839406509030799	0.9835255819381897	0.9818266998717701	0.9673289306677431	0.9789949891341073	0.9824092691182059	0.968541807688197	0.9687047599413597	0.980420492358067	0.9821415832528564	0.9839629685318995	0.9893374359031947	0.9823271455318808	0.982590008259675	0.9817462640546855
BritoIL_2016__W1.53.ST__bin.36	0.9773632173871705	0.9786822664403453	0.9721226917742607	0.9767249934754393	0.9726294581722261	0.9789078815951626	0.9753738187769679	0.972368032468831	0.9722011845726708	0.9777143692437713	0.9785555795897767	0.9739405712457541	0.9782734123831444	0.9766843851747059	1.0	0.9722594789168594	0.9736689194505257	0.9781110761507971	0.9723216865443579	0.9736992026958469	0.9762250817851534	0.9761624607419924	0.9766541223319753	0.9769306433384957	0.9736164906881731	0.9722046522144847	0.9643228070033365	0.980543306461204	0.9726072106673023	0.9639524002420805	0.9641150784309175	0.972487428463123	0.9725722048886155	0.9781479760111544	0.9766605833430803	0.9728319438852182	0.9775809302488724	0.9723835761101723
ZellerG_2014__CCIS74726977ST-3-0__bin.30	0.979427701167204	0.9785889502327114	0.9836992326025896	0.9801496498961099	0.9829033495570286	0.9795117628153727	0.9811372205949935	0.9853127881524139	0.9818903947138817	0.9796697889272925	0.9785198520050923	0.983090570982197	0.9797765196076084	0.9810612283213255	0.9722594789168594	1.0	0.9817886766617067	0.980408352519671	0.9823988488907289	0.9838382049096661	0.9804630999153787	0.9804238070994908	0.9816210157284078	0.979100710142305	0.9816307142881406	0.9852262573701649	0.9678407717991653	0.9762077285323486	0.9857763201846285	0.9686336069242264	0.9691086327303926	0.9822965702757229	0.9847436871790592	0.9801596590593726	0.9817647896562168	0.9855393340458694	0.9775297291585681	0.98527836775952
Obregon-TitoAJ_2015__SM37__bin.37	0.9807755775577558	0.9793114039903728	0.9815364394900674	0.9801788584558625	0.9816095051556014	0.9808100391076349	0.9842753291259501	0.981764528668963	0.9820201897442022	0.98036204761837	0.9800897102105501	0.9832584554209417	0.9801169197635974	0.984067475067736	0.9736689194505257	0.9817886766617067	1.0	0.981508353483332	0.9818156379091654	0.9828061281533745	0.9808370332411941	0.980310990206208	0.980832370981214	0.9822022172917617	0.998890024828392	0.9817387652246955	0.9692318295891766	0.9767423386464723	0.9821220154154782	0.9697324092892234	0.9695912080343474	0.9813633875942046	0.9824408543595329	0.9816312433906096	0.9828019786559458	0.9822405547551144	0.9798000052179033	0.9817553653045638
BritoIL_2016__M2.36.ST__bin.43	0.9821865569347054	0.9813158431731828	0.9802663061395417	0.9819204714826572	0.9803087538312176	0.9829067889663299	0.9834075516557769	0.9804694530059671	0.9808097282146916	0.9817477060677754	0.9818995306415088	0.9823526140419476	0.9817822201744821	0.9840646139001377	0.9781110761507971	0.980408352519671	0.981508353483332	1.0	0.9804192877678017	0.9820840500642775	0.9828886220750861	0.9820617173236992	0.9827779891649001	0.9835475980051087	0.9815332657007344	0.9802917875719068	0.9674517406564846	0.9811522820441052	0.9809164890362702	0.9679160179121626	0.9681760431308215	0.9799622061593052	0.980478210004242	0.983481217773496	0.9843017376963976	0.9808655813267848	0.9828052133748952	0.9808764048352432
ZellerG_2014__CCMD88272491ST-21-0__bin.31	0.9797524079669012	0.978472578931137	0.9824940626308395	0.9797225937178571	0.9943791984206394	0.9794421518720443	0.9841820119091782	0.9837904390108685	0.9930888321119078	0.9788444683524933	0.9792424834125159	0.9824759261652598	0.9789544214539827	0.9814132869016359	0.9723216865443579	0.9823988488907289	0.9818156379091654	0.9804192877678017	1.0	0.9880686597379639	0.9803033683471217	0.980418578893758	0.9807278996375544	0.9797350996994859	0.9815763672888247	0.9834501160402866	0.968534283280897	0.975635704974958	0.983628863521996	0.9690735366826672	0.969454244412554	0.9940100570579561	0.9837181588643804	0.9806303040434747	0.9816854087181548	0.9844980654526125	0.9781326849783922	0.9837918127809556
QinJ_2012__NOM022__bin.20	0.9805254979846953	0.9792141539129491	0.9827953984444134	0.9807938017393855	0.9865528384794798	0.9806760472467354	0.986571179166947	0.9852238448341993	0.9885755081407357	0.9804981428527448	0.9799300966761173	0.9837400976164128	0.9805856521204144	0.983206560952638	0.9736992026958469	0.9838382049096661	0.9828061281533745	0.9820840500642775	0.9880686597379639	1.0	0.9815660008592666	0.9809909245699945	0.9818907374359565	0.9818251283858234	0.9826448649346166	0.9849876761553824	0.9685563226808951	0.977016509530539	0.9851037263499359	0.9694256747146295	0.9694560729294998	0.9865015213374357	0.985084373728553	0.9820223206921666	0.9833959118836438	0.9858572425309501	0.9796854398509334	0.985374007098363
BritoIL_2016__W3.1.ST__bin.40	0.9834330323879107	0.9855660392199111	0.9807742651459092	0.9918682132169497	0.9803603143819537	0.9821798622930925	0.981776400072786	0.9808020135457898	0.980039877183657	0.9921148598745524	0.985708143968436	0.9815676148367035	0.991376306620209	0.9821240214763839	0.9762250817851534	0.9804630999153787	0.9808370332411941	0.9828886220750861	0.9803033683471217	0.9815660008592666	1.0	0.9849581753768213	0.9983359149328086	0.9841460506881058	0.9805759449594024	0.9806727147711748	0.9670919834927856	0.9827620277089091	0.9814901785562514	0.9680826327734312	0.9682609933766921	0.9800156315367876	0.9806876270190789	0.9845946850581786	0.9819319449375923	0.9813266622876283	0.9826180376400421	0.980415883798624
BritoIL_2016__W1.31.ST__bin.14	0.9827534392430516	0.9827711903290861	0.9805420839347856	0.9841142967251381	0.9804938568370068	0.9820160727958184	0.9816972702597276	0.9813354744651537	0.9804322928089285	0.9841927270966058	0.9827363567281995	0.9810144721319879	0.9833025822979984	0.9823407635286365	0.9761624607419924	0.9804238070994908	0.980310990206208	0.9820617173236992	0.980418578893758	0.9809909245699945	0.9849581753768213	1.0	0.9850361738596147	0.9821643637090527	0.980963600717328	0.9810491349068619	0.9677737985531318	0.9806933602370893	0.9809357046986222	0.967668213247831	0.967923110210217	0.9801518775769514	0.9808674167455255	0.9827383979821676	0.9824147685960449	0.9819291471700285	0.9822538774164967	0.9810817915298478
BritoIL_2016__W2.15.ST__bin.72	0.9835834614076485	0.9857329089500765	0.9813084515342463	0.9919384070302503	0.9807962443416214	0.9824612328611271	0.9818899343050076	0.9809604634510577	0.9808905294640357	0.9918210029347755	0.985918087797049	0.9819484374502162	0.9908800085674657	0.9822232215906936	0.9766541223319753	0.9816210157284078	0.980832370981214	0.9827779891649001	0.9807278996375544	0.9818907374359565	0.9983359149328086	0.9850361738596147	1.0	0.9840802918205859	0.9806839717235184	0.9809502643016165	0.9674803144272988	0.9829374628971205	0.9820220566488402	0.9681429029891602	0.9683184846509274	0.9802774529902336	0.981095503985441	0.9841611621702435	0.9819107103273433	0.9818376983755601	0.9825169847234767	0.9807859555038387
BritoIL_2016__M1.37.ST__bin.61	0.9825923619258743	0.9826275854468296	0.9794443400024689	0.983184342586972	0.9796543324548931	0.985113304199346	0.9833285808318329	0.98010538238046	0.979692427493216	0.9830646810104794	0.9827517662285129	0.9819227163937365	0.9827443593360076	0.9839406509030799	0.9769306433384957	0.979100710142305	0.9822022172917617	0.9835475980051087	0.9797350996994859	0.9818251283858234	0.9841460506881058	0.9821643637090527	0.9840802918205859	1.0	0.9814598267131396	0.9799996600577578	0.9664242345904832	0.9806268005550305	0.9804639659457082	0.9669433455238496	0.9669265768546259	0.9790631368442235	0.9803754312546916	0.9929546608647654	0.9838220154847525	0.9807707119849388	0.9894051182250032	0.9797676811528158
Obregon-TitoAJ_2015__SM41__bin.11	0.9803485450271541	0.9792346148518467	0.9817335696283512	0.980153497359987	0.9816362023796064	0.9799648800549905	0.9833337213543486	0.9818647996271701	0.9819485560227914	0.9800102942751812	0.9794600525857905	0.982415830489482	0.9797223589048473	0.9835255819381897	0.9736164906881731	0.9816307142881406	0.998890024828392	0.9815332657007344	0.9815763672888247	0.9826448649346166	0.9805759449594024	0.980963600717328	0.9806839717235184	0.9814598267131396	1.0	0.9816907827103334	0.968880198883311	0.9769653010737368	0.9822289641840735	0.9693713405609132	0.9690651809383136	0.9808947016800827	0.9818875307248415	0.9809270767802397	0.9824662535427775	0.9822961495548421	0.979326684599601	0.9813150697387281
CosteaPI_2017__SID713B003-11-90-0__bin.14	0.9803445436085925	0.9787516026079384	0.9841113077085086	0.9804451298735595	0.9833767932927707	0.9798181811633957	0.9819451045990963	0.999640290794186	0.9828439361978881	0.9795702930442644	0.9776446183778289	0.9834112011001898	0.9795364267725304	0.9818266998717701	0.9722046522144847	0.9852262573701649	0.9817387652246955	0.9802917875719068	0.9834501160402866	0.9849876761553824	0.9806727147711748	0.9810491349068619	0.9809502643016165	0.9799996600577578	0.9816907827103334	1.0	0.9682518796251395	0.9765106734894299	0.9852492529484594	0.9683276476820515	0.9686598391152332	0.9827935133690497	0.9978655670923287	0.9805749228609031	0.9815087240175998	0.9980226363021585	0.9788056181071576	0.9975543399738884
SmitsSA_2017__TZ_83788__bin.2	0.9668354156641911	0.9665203748786043	0.9683058517776965	0.9665282709332355	0.9685320968717366	0.9676686657832815	0.9674682266221741	0.9684859748626325	0.9683090518246925	0.9664285338154499	0.9665502395011857	0.9673136751762843	0.9665328599263523	0.9673289306677431	0.9643228070033365	0.9678407717991653	0.9692318295891766	0.9674517406564846	0.968534283280897	0.9685563226808951	0.9670919834927856	0.9677737985531318	0.9674803144272988	0.9664242345904832	0.968880198883311	0.9682518796251395	1.0	0.9657521892330635	0.9689814081110728	0.9816193996095517	0.9814917626138782	0.9684943723584629	0.9687421390359656	0.9676079569821529	0.9669455729613959	0.9684425408793738	0.9663923467945228	0.9691575300399357
BritoIL_2016__W1.5.ST__bin.17	0.9817239385079503	0.9819952408757727	0.9762004257635378	0.9828650196339189	0.9762501732652028	0.9802595795837856	0.9782340221339966	0.9762892903215921	0.9761231679030167	0.9835915300408106	0.9820129886975847	0.9778927862723088	0.9852116612270966	0.9789949891341073	0.980543306461204	0.9762077285323486	0.9767423386464723	0.9811522820441052	0.975635704974958	0.977016509530539	0.9827620277089091	0.9806933602370893	0.9829374628971205	0.9806268005550305	0.9769653010737368	0.9765106734894299	0.9657521892330635	1.0	0.9767511574165915	0.965752298653966	0.9656379343359208	0.9757321098326428	0.9765685442505172	0.9804528721002702	0.9787855795443299	0.9771420193831148	0.981276603516132	0.9762673794212298
LiJ_2014__MH0400__bin.1	0.9801210088801677	0.9796204343985134	0.9844480346500376	0.9809082416205255	0.9838380160220783	0.9802032917789567	0.982971448231761	0.9853383520439192	0.98315807843144	0.9805480623462611	0.9799744925450199	0.9841633657488856	0.9801363673375798	0.9824092691182059	0.9726072106673023	0.9857763201846285	0.9821220154154782	0.9809164890362702	0.983628863521996	0.9851037263499359	0.9814901785562514	0.9809357046986222	0.9820220566488402	0.9804639659457082	0.9822289641840735	0.9852492529484594	0.9689814081110728	0.9767511574165915	1.0	0.9692125025251696	0.9695445487677445	0.9830282019392644	0.9855326954944388	0.9809336215631347	0.9815851605891219	0.9858322874530968	0.9789729015893971	0.9856766521954019
RampelliS_2015__H14__bin.105	0.9674461736779914	0.9665288760916163	0.9692329885715802	0.9674259529378658	0.9693185958945706	0.967601005815837	0.9684993822770133	0.9687040899334047	0.9684847413731005	0.9674418423127259	0.9671908516690089	0.9680423750900701	0.9675013363257936	0.968541807688197	0.9639524002420805	0.9686336069242264	0.9697324092892234	0.9679160179121626	0.9690735366826672	0.9694256747146295	0.9680826327734312	0.967668213247831	0.9681429029891602	0.9669433455238496	0.9693713405609132	0.9683276476820515	0.9816193996095517	0.965752298653966	0.9692125025251696	1.0	0.9991049324684278	0.9692828090803866	0.9690593052345461	0.9681276781402323	0.9680267809040616	0.9690701840643349	0.9656834584239982	0.9695946687885825
RampelliS_2015__H13__bin.37	0.967834734000076	0.9667019965540896	0.9694353578718362	0.9673813766750354	0.9690476093636562	0.9677247230086765	0.9687847256828239	0.9689004515974798	0.969108391749998	0.9678459401618023	0.9671491773867975	0.9684280223879049	0.9672900690811306	0.9687047599413597	0.9641150784309175	0.9691086327303926	0.9695912080343474	0.9681760431308215	0.969454244412554	0.9694560729294998	0.9682609933766921	0.967923110210217	0.9683184846509274	0.9669265768546259	0.9690651809383136	0.9686598391152332	0.9814917626138782	0.9656379343359208	0.9695445487677445	0.9991049324684278	1.0	0.9687138350060966	0.9690975618928585	0.9678981439949569	0.9677429013878591	0.9691993515068676	0.9659771569613885	0.9695611886954795
LeChatelierE_2013__MH0096__bin.47	0.9787425732779245	0.9777529329825981	0.9812000661892355	0.9788933871807556	0.9982344350597536	0.9784607495069033	0.9829771490594726	0.9830184863661455	0.9920515289033128	0.9782850172888439	0.9782751586931767	0.9817078065422437	0.9783065923933459	0.980420492358067	0.972487428463123	0.9822965702757229	0.9813633875942046	0.9799622061593052	0.9940100570579561	0.9865015213374357	0.9800156315367876	0.9801518775769514	0.9802774529902336	0.9790631368442235	0.9808947016800827	0.9827935133690497	0.9684943723584629	0.9757321098326428	0.9830282019392644	0.9692828090803866	0.9687138350060966	1.0	0.9831113013285753	0.9799102449340054	0.9813651856244536	0.9835804115993064	0.9774052287789855	0.9829828760479639
CosteaPI_2017__SID713A049-11-0-0__bin.5	0.980527582211924	0.9783819570864106	0.9842043061810045	0.9805336555586892	0.9835838331868005	0.9800552112888868	0.9819192118061519	0.9980549652136522	0.9835009305543375	0.9798538837472346	0.9788430800658431	0.9833321198224736	0.979985722201116	0.9821415832528564	0.9725722048886155	0.9847436871790592	0.9824408543595329	0.980478210004242	0.9837181588643804	0.985084373728553	0.9806876270190789	0.9808674167455255	0.981095503985441	0.9803754312546916	0.9818875307248415	0.9978655670923287	0.9687421390359656	0.9765685442505172	0.9855326954944388	0.9690593052345461	0.9690975618928585	0.9831113013285753	1.0	0.9808423046401662	0.9818094381573359	0.9997634631160667	0.9789311925576584	0.9968479586071546
BritoIL_2016__M2.33.ST__bin.15	0.9835964689506005	0.9828522772365178	0.9802532231759945	0.9831371423318578	0.9806787720937533	0.9830667671413402	0.9836848753628802	0.9807494089606282	0.980691253247066	0.9829535054504235	0.9827574054066546	0.9827689547255958	0.9827640604367996	0.9839629685318995	0.9781479760111544	0.9801596590593726	0.9816312433906096	0.983481217773496	0.9806303040434747	0.9820223206921666	0.9845946850581786	0.9827383979821676	0.9841611621702435	0.9929546608647654	0.9809270767802397	0.9805749228609031	0.9676079569821529	0.9804528721002702	0.9809336215631347	0.9681276781402323	0.9678981439949569	0.9799102449340054	0.9808423046401662	1.0	0.983725982431002	0.9812460151146666	0.9907367120233789	0.9804330233671261
