	SchirmerM_2016__G88861__bin.5	LiJ_2014__O2.UC1-1__bin.22	LiuW_2016__SRR3993014__bin.86	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.24	LoombaR_2017__SID5447_cka__bin.26	SchirmerM_2016__G88913__bin.12	QinJ_2012__DLM008__bin.23	KarlssonFH_2013__S304__bin.14	LiuW_2016__SRR3993038__bin.51	LiuW_2016__SRR3992961__bin.129	QinN_2014__HV-26__bin.3	LeChatelierE_2013__MH0217__bin.27	LiuW_2016__SRR3992956__bin.13	VatanenT_2016__G80346__bin.6	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	VincentC_2016__MM022.3__bin.14	LiuW_2016__SRR3992993__bin.11	ZeeviD_2015__PNP_Main_187__bin.45	LeChatelierE_2013__MH0188__bin.41	CosteaPI_2017__SID713A081-11-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	ZeeviD_2015__PNP_Main_195__bin.12	LoombaR_2017__SID5486_yds__bin.2	LeChatelierE_2013__MH0415__bin.40	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	ChengpingW_2017__AS4raw__bin.16	CosteaPI_2017__SID713B063-11-0-0__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.3	ZeeviD_2015__PNP_Main_709__bin.27	NielsenHB_2014__O2_UC1_0__bin.3	SchirmerM_2016__G88859__bin.15	LoombaR_2017__SID5208_byt__bin.5
QinN_2014__HV-26__bin.3	1486670.0	1472014.0	1339532.0	1570097.0	1492295.0	846889.0	1558148.0	910335.0	988052.0	1493850.0	1652262.0	1552217.0	1157589.0	1595545.0	1185814.0	1550124.0	1572686.0	1425340.0	1539120.0	1563368.0	1565942.0	1440619.0	1564933.0	1597298.0	1541166.0	1175023.0	1565364.0	1167652.0	1582076.0	1579273.0	903432.0	1408108.0	1354552.0
LeChatelierE_2013__MH0217__bin.27	1530744.0	1540840.0	1389328.0	1633314.0	1576738.0	895055.0	1640537.0	966080.0	1044994.0	1537366.0	1552217.0	1737392.0	1186806.0	1640340.0	1227219.0	1596905.0	1627615.0	1491246.0	1621946.0	1633263.0	1704827.0	1494172.0	1659203.0	1646067.0	1632954.0	1194179.0	1649284.0	1220136.0	1671340.0	1670835.0	930974.0	1500220.0	1442582.0
LiuW_2016__SRR3992956__bin.13	1127598.0	1103579.0	1112451.0	1181134.0	1144834.0	713654.0	1181523.0	600091.0	865144.0	1165738.0	1157589.0	1186806.0	1262271.0	1180183.0	836961.0	1167549.0	1210704.0	1112782.0	1157581.0	1184691.0	1198331.0	1065470.0	1184152.0	1216678.0	1180317.0	912119.0	1186968.0	996687.0	1205409.0	1202478.0	686495.0	1094611.0	1090220.0
VatanenT_2016__G80346__bin.6	1593349.0	1552110.0	1410517.0	1683448.0	1599538.0	886256.0	1676105.0	1005372.0	1055110.0	1590573.0	1595545.0	1640340.0	1180183.0	1864289.0	1283013.0	1639403.0	1641655.0	1492827.0	1647415.0	1646992.0	1665571.0	1537854.0	1674155.0	1667546.0	1643788.0	1214003.0	1672329.0	1222347.0	1691601.0	1685264.0	943369.0	1492278.0	1440564.0
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	1169243.0	1173802.0	1034135.0	1264580.0	1199144.0	638059.0	1268095.0	988619.0	754171.0	1189697.0	1185814.0	1227219.0	836961.0	1283013.0	1378354.0	1224064.0	1241035.0	1118883.0	1304070.0	1253064.0	1256360.0	1256327.0	1282894.0	1260342.0	1242661.0	905797.0	1262291.0	850584.0	1303238.0	1274039.0	718036.0	1111305.0	1031013.0
VincentC_2016__MM022.3__bin.14	1528373.0	1540926.0	1389395.0	1670607.0	1550952.0	866214.0	1616284.0	931786.0	1023902.0	1545846.0	1550124.0	1596905.0	1167549.0	1639403.0	1224064.0	1699438.0	1600673.0	1472256.0	1584200.0	1601852.0	1625179.0	1523772.0	1634388.0	1614411.0	1604386.0	1229268.0	1622554.0	1205894.0	1631737.0	1634283.0	939302.0	1457487.0	1404925.0
LiuW_2016__SRR3992993__bin.11	1530956.0	1511306.0	1398531.0	1635359.0	1578209.0	888306.0	1624858.0	936341.0	1039737.0	1545808.0	1572686.0	1627615.0	1210704.0	1641655.0	1241035.0	1600673.0	1716953.0	1493637.0	1613303.0	1642474.0	1657132.0	1493807.0	1636720.0	1684780.0	1624242.0	1196046.0	1633932.0	1209737.0	1665898.0	1664582.0	926424.0	1464430.0	1446442.0
ZeeviD_2015__PNP_Main_187__bin.45	1396992.0	1385476.0	1302220.0	1490670.0	1444711.0	823421.0	1488376.0	823698.0	942372.0	1426577.0	1425340.0	1491246.0	1112782.0	1492827.0	1118883.0	1472256.0	1493637.0	1534234.0	1472283.0	1504729.0	1512292.0	1362835.0	1491975.0	1515180.0	1477091.0	1127018.0	1490193.0	1140451.0	1523856.0	1523654.0	857968.0	1350126.0	1341274.0
LeChatelierE_2013__MH0188__bin.41	1521508.0	1501506.0	1377102.0	1628399.0	1581905.0	866631.0	1643627.0	1004600.0	1014285.0	1533015.0	1539120.0	1621946.0	1157581.0	1647415.0	1304070.0	1584200.0	1613303.0	1472283.0	1759980.0	1628974.0	1649709.0	1485073.0	1635477.0	1653708.0	1608264.0	1168947.0	1634594.0	1181677.0	1695457.0	1672656.0	914889.0	1448634.0	1420920.0
CosteaPI_2017__SID713A081-11-0-0__bin.40	1534223.0	1515588.0	1402981.0	1644215.0	1615513.0	892366.0	1643627.0	934968.0	1043581.0	1552521.0	1563368.0	1633263.0	1184691.0	1646992.0	1253064.0	1601852.0	1642474.0	1504729.0	1628974.0	1770891.0	1665874.0	1511604.0	1645724.0	1692864.0	1630633.0	1197561.0	1639378.0	1208230.0	1711201.0	1678949.0	926557.0	1466823.0	1447557.0
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	1554916.0	1533991.0	1411728.0	1661958.0	1616442.0	901404.0	1664970.0	949012.0	1059519.0	1566461.0	1565942.0	1704827.0	1198331.0	1665571.0	1256360.0	1625179.0	1657132.0	1512292.0	1649709.0	1665874.0	1755797.0	1518837.0	1677412.0	1682731.0	1665943.0	1202182.0	1678287.0	1229095.0	1702970.0	1697765.0	935083.0	1497458.0	1472194.0
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	1436735.0	1485758.0	1276323.0	1591042.0	1444384.0	807687.0	1525449.0	951434.0	964375.0	1440876.0	1440619.0	1494172.0	1065470.0	1537854.0	1256327.0	1523772.0	1493807.0	1362835.0	1485073.0	1511604.0	1518837.0	1607897.0	1528814.0	1509428.0	1504082.0	1128961.0	1525541.0	1100677.0	1531330.0	1532868.0	882109.0	1360204.0	1296968.0
ZeeviD_2015__PNP_Main_195__bin.12	1556131.0	1548829.0	1410572.0	1668541.0	1602284.0	892684.0	1665318.0	1008786.0	1050903.0	1562299.0	1564933.0	1659203.0	1184152.0	1674155.0	1282894.0	1634388.0	1636720.0	1491975.0	1635477.0	1645724.0	1677412.0	1528814.0	1853384.0	1667647.0	1665512.0	1212859.0	1669884.0	1230470.0	1697096.0	1682888.0	937731.0	1509234.0	1447705.0
LoombaR_2017__SID5486_yds__bin.2	1543185.0	1526326.0	1419409.0	1657481.0	1662100.0	897084.0	1653028.0	943561.0	1051933.0	1564671.0	1597298.0	1646067.0	1216678.0	1667546.0	1260342.0	1614411.0	1684780.0	1515180.0	1653708.0	1692864.0	1682731.0	1509428.0	1667647.0	1813444.0	1648155.0	1203518.0	1655911.0	1221619.0	1696847.0	1712407.0	938464.0	1490661.0	1463119.0
LeChatelierE_2013__MH0415__bin.40	1534119.0	1517299.0	1392724.0	1644373.0	1586108.0	885896.0	1645061.0	944307.0	1045969.0	1555157.0	1541166.0	1632954.0	1180317.0	1643788.0	1242661.0	1604386.0	1624242.0	1477091.0	1608264.0	1630633.0	1665943.0	1504082.0	1665512.0	1648155.0	1781341.0	1195549.0	1657709.0	1224791.0	1661529.0	1656554.0	923491.0	1481876.0	1437901.0
VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	1140692.0	1169875.0	1057831.0	1233871.0	1147542.0	679588.0	1198189.0	679365.0	768625.0	1153835.0	1175023.0	1194179.0	912119.0	1214003.0	905797.0	1229268.0	1196046.0	1127018.0	1168947.0	1197561.0	1202182.0	1128961.0	1212859.0	1203518.0	1195549.0	1241938.0	1198376.0	920760.0	1209390.0	1208401.0	723384.0	1100255.0	1054096.0
ChengpingW_2017__AS4raw__bin.16	1559225.0	1537575.0	1395465.0	1662847.0	1590772.0	892593.0	1719811.0	959526.0	1060842.0	1563764.0	1565364.0	1649284.0	1186968.0	1672329.0	1262291.0	1622554.0	1633932.0	1490193.0	1634594.0	1639378.0	1678287.0	1525541.0	1669884.0	1655911.0	1657709.0	1198376.0	1789489.0	1223173.0	1680649.0	1678952.0	935746.0	1498697.0	1445681.0
CosteaPI_2017__SID713B063-11-0-0__bin.12	1160366.0	1149726.0	1131595.0	1223113.0	1168922.0	730029.0	1217582.0	594600.0	874052.0	1189402.0	1167652.0	1220136.0	996687.0	1222347.0	850584.0	1205894.0	1209737.0	1140451.0	1181677.0	1208230.0	1229095.0	1100677.0	1230470.0	1221619.0	1224791.0	920760.0	1223173.0	1264895.0	1228542.0	1228002.0	701095.0	1130302.0	1168163.0
CosteaPI_2017__SID713B005-11-90-0__bin.3	1568258.0	1545800.0	1423319.0	1675886.0	1629619.0	901324.0	1676434.0	1004649.0	1056897.0	1574062.0	1582076.0	1671340.0	1205409.0	1691601.0	1303238.0	1631737.0	1665898.0	1523856.0	1695457.0	1711201.0	1702970.0	1531330.0	1697096.0	1696847.0	1661529.0	1209390.0	1680649.0	1228542.0	1841372.0	1715120.0	943159.0	1499307.0	1472773.0
ZeeviD_2015__PNP_Main_709__bin.27	1566725.0	1547186.0	1421492.0	1679233.0	1626901.0	901432.0	1679542.0	953044.0	1056095.0	1575169.0	1579273.0	1670835.0	1202478.0	1685264.0	1274039.0	1634283.0	1664582.0	1523654.0	1672656.0	1678949.0	1697765.0	1532868.0	1682888.0	1712407.0	1656554.0	1208401.0	1678952.0	1228002.0	1715120.0	1825704.0	943252.0	1502424.0	1531353.0
NielsenHB_2014__O2_UC1_0__bin.3	893474.0	930401.0	809644.0	957212.0	894500.0	516985.0	930652.0	544705.0	596701.0	894194.0	903432.0	930974.0	686495.0	943369.0	718036.0	939302.0	926424.0	857968.0	914889.0	926557.0	935083.0	882109.0	937731.0	938464.0	923491.0	723384.0	935746.0	701095.0	943159.0	943252.0	973262.0	862681.0	798329.0
SchirmerM_2016__G88859__bin.15	1404265.0	1409134.0	1285251.0	1486953.0	1441593.0	819468.0	1490400.0	855471.0	963366.0	1398213.0	1408108.0	1500220.0	1094611.0	1492278.0	1111305.0	1457487.0	1464430.0	1350126.0	1448634.0	1466823.0	1497458.0	1360204.0	1509234.0	1490661.0	1481876.0	1100255.0	1498697.0	1130302.0	1499307.0	1502424.0	862681.0	1559765.0	1303488.0
LoombaR_2017__SID5208_byt__bin.5	1356061.0	1320119.0	1257191.0	1437673.0	1386589.0	843073.0	1441650.0	725339.0	957391.0	1361838.0	1354552.0	1442582.0	1090220.0	1440564.0	1031013.0	1404925.0	1446442.0	1341274.0	1420920.0	1447557.0	1472194.0	1296968.0	1447705.0	1463119.0	1437901.0	1054096.0	1445681.0	1168163.0	1472773.0	1531353.0	798329.0	1303488.0	1582097.0
