	SchirmerM_2016__G88861__bin.5	LiJ_2014__O2.UC1-1__bin.22	LiuW_2016__SRR3993014__bin.86	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.24	LoombaR_2017__SID5447_cka__bin.26	SchirmerM_2016__G88913__bin.12	QinJ_2012__DLM008__bin.23	KarlssonFH_2013__S304__bin.14	LiuW_2016__SRR3993038__bin.51	LiuW_2016__SRR3992961__bin.129	QinN_2014__HV-26__bin.3	LeChatelierE_2013__MH0217__bin.27	LiuW_2016__SRR3992956__bin.13	VatanenT_2016__G80346__bin.6	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	VincentC_2016__MM022.3__bin.14	LiuW_2016__SRR3992993__bin.11	ZeeviD_2015__PNP_Main_187__bin.45	LeChatelierE_2013__MH0188__bin.41	CosteaPI_2017__SID713A081-11-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	ZeeviD_2015__PNP_Main_195__bin.12	LoombaR_2017__SID5486_yds__bin.2	LeChatelierE_2013__MH0415__bin.40	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	ChengpingW_2017__AS4raw__bin.16	CosteaPI_2017__SID713B063-11-0-0__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.3	ZeeviD_2015__PNP_Main_709__bin.27	NielsenHB_2014__O2_UC1_0__bin.3	SchirmerM_2016__G88859__bin.15	LoombaR_2017__SID5208_byt__bin.5
QinN_2014__HV-26__bin.3	0.8936403548589752	0.877264017450017	0.7984956381009791	0.935627037358482	0.8889365003855321	0.5048182431115646	0.9269310799376854	0.5479905729236646	0.5880368851913316	0.8978727344694728	1.0	0.9248853995310671	0.688870772310929	0.9587244637956934	0.7062408988404987	0.9236846214462355	0.9368792600689236	0.8491110973925443	0.9170095299655866	0.9314279454469085	0.9329809679094478	0.8585944602006219	0.9319078935423074	0.9508013862208294	0.9181612843483661	0.6999858375971849	0.9314866528431931	0.6950066030690047	0.9425896135116586	0.9408441276262481	0.5388449289519459	0.8389940578431266	0.8071437822815026
LeChatelierE_2013__MH0217__bin.27	0.8700650169909842	0.8755686684409736	0.7971528589978543	0.9282441728752061	0.9062140265409304	0.5150438127952701	0.9311519795187269	0.5488623177728458	0.5935465341155018	0.8745199701621741	0.8795671903634874	1.0	0.6808946973394605	0.9321459981397405	0.697231827935204	0.9074641761905201	0.9345110372328178	0.8562627202151271	0.9324723493604208	0.9384157403740779	0.9810451527346736	0.8491963817031504	0.942415413447282	0.9461037002587787	0.9293763295790473	0.6783679215744057	0.9360829335003269	0.693086534299686	0.9604608516673266	0.9594558971147559	0.5292708841758221	0.8528305644322064	0.8296855286544429
LiuW_2016__SRR3992956__bin.13	0.8816205077990384	0.8626127036111896	0.8777877333789653	0.9233920449729099	0.9039912982235986	0.5636982866595208	0.9224532608290931	0.4692795762558119	0.6759832080432807	0.9122462609059386	0.9017041506934723	0.9371846457694109	1.0	0.9227131099423183	0.6542145070274134	0.9127366468848606	0.9580161470872736	0.8778170456264939	0.9144470561392918	0.9355843554989381	0.9462682736116096	0.8329954502638498	0.9254169667210924	0.959900053158157	0.9237374541600021	0.7126354007974517	0.9266567955692558	0.7786655955812974	0.9527328125259947	0.9486623712340695	0.5367991501032663	0.8556799609592551	0.8608412931929831
VatanenT_2016__G80346__bin.6	0.8501525246353973	0.8221300452880428	0.7471642004002599	0.8915355934621725	0.846951840621277	0.4696846894446086	0.8860643387371807	0.5372520033106455	0.5584370234443264	0.8488705345576786	0.849688004381295	0.8686973961655087	0.6247497035062697	1.0	0.6789070793208564	0.8681449067177889	0.8695427586602721	0.79057109707776	0.872122294343849	0.8721137119834961	0.8820971426640398	0.8145743497923338	0.8860782850727543	0.8830106276441045	0.8703972399129105	0.6425843847171764	0.8843510850517274	0.647122844151309	0.8957420228301513	0.8922221822904066	0.49996969354000376	0.7901682625386944	0.7631526013402429
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	0.8375917942705574	0.8396855960079922	0.7407668857202141	0.9043699949359889	0.8586799907716015	0.4576110346108474	0.9076775632384714	0.706867756759149	0.5393476566977714	0.8514677651749841	0.8465858553027741	0.8788489749367725	0.5991174981173196	0.9182539463737182	1.0	0.8755805837977761	0.8890168998675231	0.8014624690028832	0.933263878510165	0.8974037148657021	0.8999233868802935	0.8988017591997411	0.9189257621772056	0.9025518843490135	0.8908219514000032	0.6477900452278588	0.9039463011679147	0.6088827688677944	0.9327248297607147	0.9118854807981114	0.5139978554130507	0.7958187809517729	0.7389212060181927
VincentC_2016__MM022.3__bin.14	0.8880800594078748	0.9054563920543144	0.8074963605615503	0.9827866624142805	0.9009566692047606	0.5036353194408975	0.936997995808026	0.5414878330365686	0.5942652806398351	0.8981163184535123	0.8980433531555726	0.9277308145398655	0.6779423550609083	0.952357779454149	0.7101524150925188	1.0	0.9298167982591892	0.8552038968176539	0.9204154549915914	0.9306282429838569	0.944218618154943	0.8957278818056322	0.9498045824560826	0.9379689050144813	0.9315214794537958	0.7225971173999876	0.9407645350992505	0.6998801956882217	0.9480033987706523	0.9494279873699424	0.5520154309836546	0.8468005305283275	0.8164569698923997
LiuW_2016__SRR3992993__bin.11	0.8807160126107122	0.868996996423315	0.8121171633702262	0.9403687812071734	0.9168550333060952	0.5162237987877363	0.9333586883275198	0.5389483579340845	0.5977012766220159	0.8899498122546161	0.9015797170918483	0.9456356697009178	0.7043151443283538	0.9441603817926292	0.7136945507535732	0.9203315408167841	1.0	0.8669649081832758	0.9376546708034523	0.9541664798046307	0.9627689284447508	0.8590770976258523	0.9410193523060911	0.977809526527517	0.9351712015413352	0.6874131091532499	0.9386663467200325	0.6953917783422143	0.9686834759017865	0.9662157321720514	0.5328282137018311	0.8424610341692521	0.8402897458462754
ZeeviD_2015__PNP_Main_187__bin.45	0.8992207186126758	0.891369895335392	0.8453365001688139	0.9591946208987677	0.9398651053229169	0.535302959001039	0.956650680404684	0.5303134984624248	0.6061115840217334	0.9189139335981343	0.914432870083703	0.9696460904920632	0.7222125177776011	0.9606442042087452	0.7200329284841817	0.9472909608312683	0.9702157558755704	1.0	0.9577372160961105	0.9783377242324184	0.9833323990994854	0.8771047962696694	0.9600269580781028	0.985717302575748	0.9517505152408303	0.7247851370781772	0.9578871280391388	0.7337224960468873	0.9907641207273467	0.9928335573321931	0.5523231788631981	0.8692513658281592	0.8717809669189968
LeChatelierE_2013__MH0188__bin.41	0.853556290412391	0.8423044580052046	0.7801651155126763	0.9135291310128524	0.8974891760133638	0.49182490710121707	0.9206956897237469	0.5633887885089602	0.5686047568722372	0.8606745531199218	0.8608847827816225	0.9205047784633916	0.6558483619132036	0.9238104978465664	0.7308992147638042	0.8887538494755622	0.9147314174024704	0.8348918737712928	1.0	0.924282094114706	0.9363072307639859	0.8331748088046456	0.9170945124376414	0.9382998670439437	0.9034733349242606	0.6555381311151263	0.9158939306128479	0.6626365072330368	0.9614137660655234	0.9483397538608394	0.5134154933578791	0.8131348083500949	0.8059625677564518
CosteaPI_2017__SID713A081-11-0-0__bin.40	0.8557133104183149	0.8449034977308033	0.7895579118082366	0.9166978656506809	0.9106127932210396	0.5030552416834237	0.9151845031681791	0.5215820736567073	0.5815123573387634	0.8664672190439727	0.8690331590143041	0.9206642306048197	0.6668739069767704	0.918109584384358	0.6984845481737724	0.8930786818612777	0.9251043683659809	0.8475953630121786	0.9185873100038343	1.0	0.9391046653916023	0.8428672346293475	0.917404289705013	0.9543325930280294	0.9104456457229722	0.6674527116575781	0.9131567103791255	0.6735180200249479	0.9633811454234056	0.9455613021919475	0.5167489134000907	0.8183581033502344	0.8159231708783883
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	0.8744234099955747	0.8625877592910799	0.8014912885715147	0.9346553160758334	0.9191831401921748	0.5132296045613474	0.9350619690089459	0.5340099111685462	0.5954025436881369	0.8816742482189001	0.8779653912154993	0.9707614262924472	0.6802876414528559	0.9366025799110034	0.7064672054912955	0.9139103210678683	0.9414693156441206	0.8592462568280957	0.9385378833657877	0.947177834339619	1.0	0.854282698968047	0.9431249740146497	0.9569602864112423	0.938156859819216	0.6757421273643821	0.9424170334042034	0.690901055190321	0.9682349383214574	0.9647066261076879	0.5260363242447732	0.8424909029916329	0.8378548317373818
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	0.8824402309351905	0.9235168670630022	0.7841746081994059	0.9887163170277699	0.8870580640426594	0.4965492192596914	0.9345828744005369	0.5844230071951126	0.5916069250704491	0.8849571832026554	0.8822847483389794	0.9175880047042815	0.6539386540306997	0.944464726285328	0.7704890300809069	0.9467235774430824	0.9173442079934224	0.8369217679988208	0.9119806803545253	0.9283094626086124	0.9328626149560575	1.0	0.9394513454530982	0.9271054053835538	0.9231605009524864	0.7009590788464684	0.9347358692752086	0.6752410135723868	0.940450165651158	0.9413345506584065	0.5483740562983823	0.835394928904028	0.7965889606112829
ZeeviD_2015__PNP_Main_195__bin.12	0.8289598917439668	0.8254322903402641	0.7515760360508129	0.889392592144963	0.8532916006612769	0.47596396645271566	0.8860214612837922	0.5364090765863955	0.5592106115084624	0.8318545967808074	0.8307808851268813	0.8834353809032558	0.6302671221937818	0.8912918207991436	0.6834012811160558	0.8709118024111571	0.8717491895905004	0.7947117273052966	0.8708761918738912	0.8765711800684586	0.8934662217867425	0.8150178268507767	1.0	0.8881419069118974	0.8876201585855926	0.6460053610045192	0.8884537688897712	0.6549284983575988	0.9035024582061786	0.8959195719829242	0.4999724827666582	0.8040012215493388	0.7713344886974313
LoombaR_2017__SID5486_yds__bin.2	0.8404174598167906	0.8310474434280849	0.7800422841841269	0.9024458433786761	0.9161953719000973	0.49395845694711277	0.8989265728635679	0.5137787546789424	0.5723314312435344	0.8527172606377699	0.8662925350879321	0.9064261151709124	0.6681507672693505	0.9077683126691533	0.6860073980779114	0.8790015021142092	0.9257815515670734	0.8339496560136404	0.9106368876017125	0.931938896376177	0.9265397773518234	0.8220215236864221	0.907702691673964	1.0	0.8984771517620617	0.6550287739792351	0.9007474176208364	0.6649165896493081	0.9340536570194614	0.9424134409444129	0.5111544663083062	0.8119191990488817	0.8053317334309744
LeChatelierE_2013__MH0415__bin.40	0.8504952168057659	0.8406442112992403	0.7729744052374026	0.9109799864259566	0.8802385393925138	0.4921836975626789	0.9110164757898684	0.5233590873392574	0.5792450743569031	0.8617075562736164	0.851629755336008	0.9064468846784529	0.6545669807184588	0.9109272171919919	0.6892941890407283	0.8886917215738032	0.9013686879715899	0.8197240169063644	0.8926393093742299	0.9051046374613283	0.9247039168805973	0.833275043913546	0.9235182932408786	0.9146693418048537	1.0	0.661830048261394	0.9182323878471331	0.6785786662969078	0.9220194224463479	0.9192159165482634	0.5119154614416892	0.8217314932963424	0.7982772529234998
VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	0.906540423112909	0.9399865371701325	0.8406329462501348	0.9925849760616069	0.9117749839363962	0.5401855809227192	0.9501263348089839	0.5397813739494243	0.610104530177835	0.9168758826930169	0.9312542171992483	0.9489934280133147	0.7243026624517488	0.964591630177996	0.718944101879482	0.9887844642808257	0.9503340746478487	0.8953667574387771	0.9289787412898228	0.951727058838686	0.9553343242577326	0.907509070501104	0.9640545663310084	0.9564551531557937	0.9492784663968733	1.0	0.950286568250589	0.731076752623722	0.9610568321445999	0.9602146000847064	0.5814138870056316	0.8741853458063124	0.8378856271408073
ChengpingW_2017__AS4raw__bin.16	0.8592346753738077	0.8466081657948162	0.7696817359592598	0.91548928213585	0.8765988502863108	0.4924852849053557	0.9598198144833526	0.5285156824098947	0.5843321752746174	0.8615180087723368	0.8600555801125349	0.9088309567703405	0.6536458173255046	0.9213166440251939	0.6962646878522305	0.8934232062896168	0.9006179976518436	0.821252882806209	0.900790672644537	0.9036663539144415	0.9246734682359042	0.839881664542224	0.9201766537821691	0.9128052756960228	0.9140514415008977	0.6595162082583352	1.0	0.6738571737518364	0.9259000753846489	0.9251099056769838	0.5155248230081325	0.8261777524198248	0.7970990601227502
CosteaPI_2017__SID713B063-11-0-0__bin.12	0.9053621051549734	0.896525008004617	0.8831484036224351	0.9539843228094032	0.9119262863715961	0.5701287458642813	0.9490123686155768	0.4636313686116239	0.6815862186189368	0.9280485732017282	0.9078484775416141	0.9519865285260832	0.7770502689946596	0.9537740286743168	0.6634985512631483	0.9403175757671586	0.9439162934472821	0.8899568738907182	0.9219951063131723	0.9429454618762821	0.9590377066871163	0.8583463449535338	0.9596322224374355	0.9532720107202574	0.9556366338707957	0.7178081975183711	0.9533281418615774	1.0	0.9585285735179601	0.9581822997165773	0.5470509409871965	0.8819356547381403	0.9117934690231205
CosteaPI_2017__SID713B005-11-90-0__bin.3	0.840961522169339	0.8288455564655052	0.7710837353886123	0.8985609643244277	0.8833972711651964	0.4887187379845029	0.8974921960364337	0.5383045902729052	0.5663831099853806	0.8448662193190729	0.8457850993715555	0.9062248149749209	0.6531037726217189	0.9068900797883317	0.6981886332582444	0.8749307581520734	0.9032308517779134	0.825506198638841	0.9189175245414831	0.9265064310742208	0.9232376727787759	0.821206687187597	0.9093963631466102	0.9198869104124533	0.8919604512287577	0.6481976482753078	0.8998116621736401	0.6584427264018352	1.0	0.9289823023267434	0.5058760532906985	0.8042269568560834	0.7984041247504579
ZeeviD_2015__PNP_Main_709__bin.27	0.847286307090306	0.8366175458891474	0.7755244004504565	0.9080113753379518	0.8893046189305606	0.4925820395858256	0.90657028740694	0.5155983664383712	0.5707825583993901	0.8524426741684303	0.851463873661886	0.9130455977529763	0.6558943837555267	0.9110786852633285	0.6884473058064177	0.8837653858456793	0.9086615354953487	0.8343296613251655	0.9142002208463146	0.9171727728043538	0.9277675899269542	0.8290330743647382	0.9095028547891663	0.9360849294299624	0.8968797789784105	0.6531874827463816	0.9067592556076999	0.663853505277964	0.9369547308873729	1.0	0.5102963021387914	0.8126925284712089	0.8350997752100012
NielsenHB_2014__O2_UC1_0__bin.3	0.9069983211098348	0.9554477622675086	0.822057164463423	0.9824219994205055	0.9076754255277613	0.5250261491766862	0.9425344871165215	0.553116221531304	0.6047631572998843	0.9076579584942184	0.9147721785089729	0.9448134212575854	0.6962010229516821	0.9576948447591707	0.72793451300883	0.9638884493589598	0.9399740254936492	0.8706730561760347	0.9284252339041285	0.9402463057224058	0.9489870148017698	0.9059523540423853	0.9520982017175231	0.9524156907389788	0.9369481188004875	0.7419173870961776	0.9478701521275874	0.7109719684935814	0.9570968557284678	0.9572448117773014	1.0	0.8754302541350634	0.810444669575099
SchirmerM_2016__G88859__bin.15	0.8889666071491539	0.8919465432292685	0.8140021092921049	0.9414623356723609	0.9127073629681395	0.5193628527374315	0.9423579834141681	0.5416976275272236	0.6092879376059855	0.8852032197157906	0.8887479844720199	0.9499514349918096	0.6924761101832647	0.9444384250191535	0.7032597859292907	0.9226293704500357	0.9273614935583245	0.8550230323157656	0.9175106506428853	0.9291290675197865	0.9483755565742276	0.8611739588976545	0.9553509663314667	0.9439691235538687	0.9384644481700769	0.6960561366616125	0.9478581709424176	0.7152077396274439	0.9494257147711354	0.9512561187101903	0.5462508775360392	1.0	0.8257615730574798
LoombaR_2017__SID5208_byt__bin.5	0.8466939764123186	0.8240645169038308	0.7919425926476064	0.8975157654682361	0.8748142496951832	0.5325147573126047	0.8985713265368686	0.45322126266594276	0.5974191215835691	0.8509680506315352	0.8429400978574638	0.9111255504561351	0.6868194554442616	0.8992729270076361	0.6437626770040017	0.8770119657644253	0.9119150090038727	0.8454070768100819	0.8965809302463754	0.9132885025380871	0.9298437453582176	0.8095793115087129	0.9035975670265478	0.9230938431714364	0.898809617867931	0.6577359036772081	0.9015882085611692	0.7289837475199056	0.9292470689218171	0.9636861709490633	0.4985629831799188	0.8141055826539081	1.0
