	SchirmerM_2016__G88861__bin.5	LiJ_2014__O2.UC1-1__bin.22	LiuW_2016__SRR3993014__bin.86	VogtmannE_2016__MMRS38954404ST-27-0-0__bin.24	LoombaR_2017__SID5447_cka__bin.26	SchirmerM_2016__G88913__bin.12	QinJ_2012__DLM008__bin.23	KarlssonFH_2013__S304__bin.14	LiuW_2016__SRR3993038__bin.51	LiuW_2016__SRR3992961__bin.129	QinN_2014__HV-26__bin.3	LeChatelierE_2013__MH0217__bin.27	LiuW_2016__SRR3992956__bin.13	VatanenT_2016__G80346__bin.6	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	VincentC_2016__MM022.3__bin.14	LiuW_2016__SRR3992993__bin.11	ZeeviD_2015__PNP_Main_187__bin.45	LeChatelierE_2013__MH0188__bin.41	CosteaPI_2017__SID713A081-11-0-0__bin.40	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	ZeeviD_2015__PNP_Main_195__bin.12	LoombaR_2017__SID5486_yds__bin.2	LeChatelierE_2013__MH0415__bin.40	VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	ChengpingW_2017__AS4raw__bin.16	CosteaPI_2017__SID713B063-11-0-0__bin.12	CosteaPI_2017__SID713B005-11-90-0__bin.3	ZeeviD_2015__PNP_Main_709__bin.27	NielsenHB_2014__O2_UC1_0__bin.3	SchirmerM_2016__G88859__bin.15	LoombaR_2017__SID5208_byt__bin.5
QinN_2014__HV-26__bin.3	0.8997786065406091	0.8909083426236275	0.8107261439166428	0.9502712039615994	0.903183030294227	0.5125633828049062	0.9430393000625809	0.5509628618221565	0.5979995908639186	0.9041241643274492	1.0	0.9394496756567663	0.7006086201825135	0.9656731196384108	0.7176912620395555	0.9381829274049758	0.9518381467345978	0.8626597960856087	0.9315229666965651	0.9461986053059381	0.9477564696155937	0.8719071188467689	0.9471457916480558	0.9667340893877605	0.9327612690965477	0.7111602155106151	0.9474066461614441	0.7066990586238744	0.9575212647873037	0.9558248026039454	0.5467849529917168	0.8522304573971925	0.8198167118774141
LeChatelierE_2013__MH0217__bin.27	0.8810585060826802	0.8868695147669611	0.7996629430779006	0.9400952692311234	0.9075315185058985	0.5151715905218857	0.9442526499488889	0.5560518294086769	0.6014727821930802	0.8848699660180316	0.8934178354683342	1.0	0.6830962730345254	0.9441392616059012	0.7063569994566569	0.9191391464908323	0.9368150653393131	0.8583244311013288	0.9335521287078564	0.9400659148885225	0.9812563888863308	0.8600085645611353	0.9549963393408051	0.9474355816073747	0.939888062106882	0.687339990054058	0.9492872074926096	0.7022801992872075	0.9619820973044655	0.9616914317551825	0.5358456813430705	0.8634896442483907	0.8303146325066536
LiuW_2016__SRR3992956__bin.13	0.8933089645567394	0.8742805625733301	0.8813091641969117	0.9357214100617063	0.906963718567566	0.565373045883174	0.9360295847722082	0.4754058359892606	0.685386893939574	0.9235243461982411	0.9170685217358238	0.940214898385529	1.0	0.9349680060779342	0.6630596757748535	0.9249590618813234	0.959147441397291	0.8815713899788555	0.9170621839525743	0.9385393469389696	0.949345267379192	0.8440897398419198	0.9381123387925414	0.9638801810387785	0.9350741639473615	0.7226015649571289	0.9403432384963293	0.7895982716865079	0.9549526211090962	0.9526306157710983	0.5438570639743764	0.8671759075507557	0.8636972567697427
VatanenT_2016__G80346__bin.6	0.8546684553736036	0.8325479579614534	0.756597823620694	0.9029973357135079	0.8579882196376205	0.47538552230904113	0.899058568709036	0.5392790495465027	0.5659583894986239	0.8531794158523706	0.855846384332043	0.8798743113326314	0.633047236774985	1.0	0.6882049939682099	0.879371706854463	0.8805796740741376	0.8007487036612886	0.8836693238011918	0.8834424276493612	0.893408157211677	0.8249010748869945	0.8980125935410229	0.8944675423177415	0.8817238099886874	0.6511882009709868	0.8970331316657449	0.6556639018950388	0.9073705847108469	0.9039714336135652	0.5060207939863401	0.8004542214216788	0.772714959965971
VogtmannE_2016__MMRS21365932ST-27-0-0__bin.57	0.8482893364114008	0.8515969047138834	0.7502680733686702	0.9174566185464692	0.8699826024374	0.4629137362390213	0.9200067616882165	0.7172460775678817	0.5471533437709035	0.8631287753363794	0.8603116470805032	0.8903510999351401	0.6072177394196266	0.9308298158528215	1.0	0.8880621378833014	0.9003746497634134	0.8117530039452855	0.9461067331033972	0.9091017256815013	0.9114929836602208	0.9114690420603125	0.9307434809925462	0.9143819367158219	0.9015543176861677	0.6571584658222779	0.9157959421164664	0.6171012671635878	0.9455031145844972	0.92431915168382	0.520937291871319	0.8062551420027075	0.7480030529167399
VincentC_2016__MM022.3__bin.14	0.899340252483468	0.9067268120402157	0.8175614526684704	0.9830349797992042	0.9126264094365314	0.5097061499154426	0.9510697065735849	0.5482906702097987	0.6024944717018215	0.9096218867649187	0.9121391895438374	0.9396665250512228	0.6870206503561765	0.9646736156305791	0.7202757617518262	1.0	0.9418837286208734	0.866319336157012	0.9321905241615169	0.9425774873811225	0.9563037898411122	0.896632886872013	0.961722640072777	0.9499675775168026	0.944068568550309	0.723337950546004	0.9547591615581151	0.7095839918843759	0.9601627126144054	0.9616608549414571	0.5527133087526582	0.8576288161145037	0.8266997678055922
LiuW_2016__SRR3992993__bin.11	0.8916703019826402	0.8802256089712415	0.8145423899198173	0.9524774411413708	0.9191917309326464	0.5173735099330035	0.9463613738989943	0.5453503968949646	0.6055710319385562	0.9003205096470317	0.9159749859198243	0.9479671254833417	0.705146850263228	0.9561444023220205	0.7228124473995502	0.9322753738745324	1.0	0.8699347040949869	0.9396314284665916	0.95662141013761	0.9651586269397008	0.8700337167062814	0.9532701244588524	0.981261572098945	0.946002598789833	0.6966096334611372	0.9516463176336218	0.7045836432330995	0.9702641831197476	0.9694977090229028	0.539574467093741	0.8529237550474591	0.8424470559182459
ZeeviD_2015__PNP_Main_187__bin.45	0.9105468918039882	0.9030408659956695	0.8487753497836705	0.9716053744083367	0.9416497092360097	0.536698443653315	0.970110165724394	0.5368789897760055	0.6142296416322413	0.9298301302148173	0.929023864677748	0.9719808060569639	0.7253013555950396	0.973011287717519	0.729277932831628	0.9596032938912838	0.9735392384734011	1.0	0.9596208922498133	0.9807689048737025	0.9856984006351052	0.8882836646821801	0.9724559617372578	0.9875807732066947	0.9627547036501602	0.7345802530774315	0.9712944700743172	0.7433357623413378	0.9932357124141428	0.9931040506207006	0.5592158692872143	0.8800000521432846	0.874230397709867
LeChatelierE_2013__MH0188__bin.41	0.864503005715974	0.8531381038420891	0.7824532096955648	0.9252372186047568	0.8988198729531017	0.49240957283605497	0.9338895896544279	0.5708019409311469	0.5763048443732315	0.8710411481948659	0.8745099376129274	0.9215706996670416	0.6577239514085388	0.9360418868396232	0.7409572836054955	0.900123865043921	0.9166598484073682	0.8365339378856578	1.0	0.9255639268628053	0.9373453107421675	0.8438010659212036	0.9292588552142638	0.9396174956533597	0.9137967476903147	0.6641819793406744	0.9287571449675565	0.6714150160797282	0.9633387879407721	0.9503835270855351	0.5198292026045751	0.8230968533733338	0.8073500835236764
CosteaPI_2017__SID713A081-11-0-0__bin.40	0.8663565402952526	0.8558335888544242	0.7922458242771576	0.9284676470770928	0.9122599866394939	0.5039079197985646	0.928135610830932	0.5279647363954078	0.5892971391237518	0.8766891920507812	0.8828143572924589	0.9222831896486006	0.6689801913274165	0.9300357842464613	0.7075895693184956	0.9045457907911892	0.9274845261509602	0.8497016473628247	0.9198612449891044	1.0	0.940698213498177	0.8535838738804364	0.9293197605047403	0.9559391289469539	0.9207980615407724	0.6762477193683858	0.9257362536711745	0.6822723702362257	0.9662938035147279	0.9480815024753076	0.5232151498878248	0.8282966032353205	0.817417333986112
Bengtsson-PalmeJ_2015__TRAVELRES8__bin.106	0.8855898489403957	0.8736721841989706	0.8040382800517372	0.9465547554757184	0.9206314853026859	0.5133873676740535	0.9482702157481759	0.540502119550267	0.6034404888492234	0.8921652104428929	0.8918696181847902	0.9709704481782347	0.6824997422822798	0.948612510443975	0.7155496905393961	0.9256075730850434	0.9438061461547093	0.8613136940090454	0.9395784364593401	0.9487850816466824	1.0	0.8650413458959094	0.9553564563557176	0.9583858498448283	0.9488243800393781	0.6846930482282405	0.9558548055384535	0.700021130005348	0.9699128088269885	0.9669483431171143	0.5325689701030358	0.8528651091213848	0.8384762019755131
VogtmannE_2016__MMRS34569532ST-27-0-0__bin.33	0.8935491514692795	0.9240380447255017	0.7937840545756352	0.9895173633634493	0.8983062969829535	0.5023250867437404	0.948723083630357	0.5917257137739544	0.5997741148842245	0.8961245651929197	0.8959647290840147	0.9292709669835817	0.6626481671400594	0.9564381300543505	0.7813479346002884	0.947680106374973	0.9290439623931135	0.8475884960292854	0.9236120224118833	0.9401124574521875	0.9446108799257664	1.0	0.950815879375358	0.9387591369347663	0.9354342970973887	0.7021351492042089	0.9487803012257626	0.6845444701992727	0.9523806562236262	0.9533371851555168	0.5486103898446232	0.8459521971867601	0.8066238073707458
ZeeviD_2015__PNP_Main_195__bin.12	0.8396160752439862	0.8356762548937511	0.7610791935184505	0.9002672948509322	0.8645180923111454	0.48165086134335894	0.898528313614448	0.5442941128228149	0.5670184915808058	0.8429440418175618	0.8443652259866277	0.8952289433814039	0.6389134685526583	0.9032963487329123	0.6921900696239959	0.8818399209230251	0.8830981599064198	0.8050004748071635	0.8824274947879123	0.8879563004752388	0.9050536747916244	0.8248770896910732	1.0	0.8997849339370578	0.8986329870118659	0.6544024336025346	0.9009919153289334	0.6639045119629823	0.9156742477543779	0.9080082702775032	0.5059561321345172	0.8143126303021931	0.7811144371592719
LoombaR_2017__SID5486_yds__bin.2	0.8509692055558374	0.841672530279402	0.7827145475680528	0.9139962414058553	0.9165433286056807	0.494685250826604	0.9115406927371345	0.5203143852250194	0.5800747086758675	0.862817379527573	0.880809112385053	0.9077021402370297	0.670921186427593	0.9195464541502246	0.6949991287296438	0.8902458526428166	0.9290499182770463	0.8355262142089858	0.9119156698525016	0.9335077344544414	0.9279200239985353	0.8323543489625266	0.9196021492805954	1.0	0.9088535405559808	0.6636642763713685	0.9131304854189046	0.6736458363202834	0.9357041077640115	0.9442844664627085	0.5175037111705683	0.8220055320153256	0.8068178559690843
LeChatelierE_2013__MH0415__bin.40	0.8612157919230512	0.8517734672923376	0.7818401979183098	0.9231096123650665	0.8904011079293633	0.4973197158769713	0.9234958382477022	0.5301101810377687	0.5871806689454743	0.8730259955842256	0.8651718003459191	0.9166992731880084	0.6626002545273476	0.9227812080898604	0.6975986068922233	0.90066191706136	0.9118085756741691	0.829201708151331	0.9028389286498205	0.9153963222089426	0.9352184674354882	0.8443537761719963	0.9349765148840116	0.9252327319699035	1.0	0.6711511159289546	0.930596107090108	0.6875668386906268	0.9327405589384626	0.9299477191621368	0.5184246025887239	0.8318878867100684	0.8072014285866659
VogtmannE_2016__MMRS67690541ST-27-0-0__bin.19	0.9184774119158927	0.9419753643096516	0.851758300333833	0.9935045066661943	0.9239929851570691	0.5471996186605128	0.9647736038352961	0.5470200605827344	0.618891603284544	0.9290600658003861	0.9461204987688596	0.9615447792079798	0.7344319925793397	0.9775069286872614	0.7293415613339796	0.9897982024867586	0.9630480748636405	0.9074672004560614	0.9412281450442775	0.9642679425220905	0.9679887401786562	0.9090316907929381	0.9765857876963262	0.9690644782589791	0.9626478938562151	1.0	0.9649241749588143	0.7413896667949608	0.9737925725760868	0.9729962365271052	0.5824638589043898	0.885917815543127	0.8487509038293377
ChengpingW_2017__AS4raw__bin.16	0.8713241601373353	0.8592257342738625	0.7798120021972753	0.9292300762955235	0.8889532151357176	0.4987977014667316	0.9610626273757481	0.5362011166316194	0.5928183967601924	0.8738606384280653	0.8747547484225944	0.921650817635649	0.6632999699914333	0.934528795650602	0.7053918744401335	0.9067135925395462	0.9130718322381417	0.8327477844233745	0.9134417702483781	0.9161151591320204	0.9378582377427299	0.85250090947751	0.933162483815212	0.9253541094692396	0.9263588655755917	0.6696749742524263	1.0	0.6835320027113886	0.9391781676221536	0.9382298522092061	0.5229124068379297	0.837499979044297	0.8078736443755732
CosteaPI_2017__SID713B063-11-0-0__bin.12	0.9173615201261764	0.908949754722724	0.8946157586202808	0.9669680092023448	0.9241257179449678	0.5771459291087403	0.962595314235569	0.4700785440688753	0.6910075539866946	0.9403167851877033	0.9231216820368489	0.9646144541641797	0.787960265476581	0.9663624253396527	0.6724542353317864	0.9533550215630546	0.9563932184094331	0.9016171302756355	0.934209558896193	0.9552018151704291	0.9716972555034212	0.8701726230240455	0.9727843022543373	0.9657868834962586	0.9682946015281901	0.7279339391807225	0.9670154439696576	1.0	0.9712600650646892	0.9708331521588749	0.554271303151645	0.893593539384692	0.923525668138462
CosteaPI_2017__SID713B005-11-90-0__bin.3	0.8516790740817173	0.8394827335269571	0.7729665705788944	0.9101289690513378	0.8850025958904556	0.4894850144348888	0.9104265732290923	0.5455980649211566	0.5739725595914351	0.8548310716139922	0.859183261176992	0.9076601577519371	0.6546254640561494	0.9186633662290944	0.7077537835918001	0.88615282517601	0.9047047527604417	0.8275655326571708	0.9207574569397167	0.9293076032436683	0.9248375667708644	0.8316244626289527	0.9216475541063945	0.9215123288504441	0.9023320654381625	0.6567874389314055	0.9127156272605427	0.667188379099932	1.0	0.931435907573266	0.5122044866545163	0.814233625796417	0.7998237184012791
ZeeviD_2015__PNP_Main_709__bin.27	0.8581484183635464	0.8474462453935577	0.7785993786506465	0.9197728657000258	0.8911088544473803	0.49374487868789246	0.9199421154798368	0.522014521521561	0.5784590492215606	0.8627734835438823	0.8650213835320512	0.9151729962797912	0.658637982936993	0.9230762489428735	0.697834369645901	0.8951522262097251	0.911748016107759	0.8345569708999926	0.9161704197394539	0.919617309268096	0.9299234706173618	0.8396037911950678	0.9217748331602494	0.9379433906043915	0.9073508082361653	0.6618822109169942	0.9196189524698418	0.672618343389728	0.9394293927164535	1.0	0.5166511110234737	0.8229285798793232	0.8387739743134703
NielsenHB_2014__O2_UC1_0__bin.3	0.9180200192753852	0.9559614985481812	0.831886994457813	0.9835090653904087	0.9190742061233255	0.5311879021270737	0.9562193941610789	0.559669441527564	0.6130939048272716	0.9187597995195538	0.9282515910412612	0.9565502403258321	0.705354776000707	0.9692857627237065	0.7377622880580974	0.9651070318167153	0.9518752401717112	0.8815385785122608	0.9400233441765937	0.9520118940223702	0.9607721250803998	0.9063427936156965	0.963492872422842	0.9642460098103081	0.9488616631492856	0.7432572113161718	0.9614533393885716	0.7203558753963475	0.969069993485824	0.969165548434029	1.0	0.886381056693881	0.8202611424261915
SchirmerM_2016__G88859__bin.15	0.9003054947379894	0.9034271188287979	0.8240029748071024	0.9533186088930063	0.9242373049786347	0.5253791436530503	0.9555285571864992	0.5484614669517524	0.6176353489147404	0.8964254230605252	0.9027693274307348	0.9618243773901838	0.7017794347225383	0.9567325847162874	0.712482329068802	0.9344273015486307	0.938878613124413	0.8655957788513013	0.9287514465320096	0.9404128185976733	0.96005359781762	0.8720570085878322	0.9676034530842788	0.9556958900860065	0.9500636313803682	0.7053979285341061	0.9608479482486144	0.724661727888496	0.9612390328030184	0.963237410763801	0.5530839581603639	1.0	0.8356951207393422
LoombaR_2017__SID5208_byt__bin.5	0.8571288612518702	0.8344109115939162	0.7946358535538592	0.9087135618106854	0.8764247704154676	0.5328832555778817	0.9112273141280213	0.45846683231179886	0.6051405191969899	0.8607803440623426	0.8561750638551239	0.9118164056944675	0.6890980767930158	0.9105408833971621	0.6516749605112708	0.8880144517055528	0.9142562055297494	0.8477824052507527	0.8981244512820642	0.914960966362998	0.9305333364515577	0.8197778012346905	0.9150545130924337	0.9247972785486605	0.9088576743398161	0.6662650899407558	0.9137751983601511	0.7383637033633209	0.9308993064268499	0.9679261132534858	0.5046018038084896	0.8238989139098298	1.0
