	Bengtsson-PalmeJ_2015__TRAVELRES47__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.112	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.47	LeChatelierE_2013__MH0316__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.8	CM_madagascar__A94_02_1FE__bin.8	VogtmannE_2016__MMRS77321055ST-27-0-0__bin.71	QinN_2014__LD-84__bin.51	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.140	WenC_2017__N310__bin.120	QinN_2014__LD-97__bin.25	QinN_2014__LD-68__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	QinN_2014__LD-11__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	LeChatelierE_2013__MH0434__bin.7	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	CosteaPI_2017__SID713B073-11-90-0__bin.64	GeversD_2014__SKBSTL064__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	LiJ_2017__nHM612709__bin.20	WenC_2017__N290__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	QinN_2014__LD-56__bin.22	LeChatelierE_2013__MH0204__bin.78	ZellerG_2014__CCIS22958137ST-20-0__bin.59
WenC_2017__N310__bin.120	0.5573030575387995	0.4436408213021428	0.7711708789689491	0.44895332856231124	0.4252506722631272	0.801103044510356	0.7359708490855263	0.46252067582089446	0.7184744694895264	0.7833848169435362	1.0	0.7705750326736052	0.7552584118874069	0.7025788573872869	0.7053781505714521	0.7682745557687989	0.5961414852516653	0.7839733745991817	0.6819524625808071	0.44975462338915373	0.6256226662117341	0.5371941561509058	0.7739232515350559	0.6474521421084304	0.8011877749468499	0.7574358929973029	0.5557159562444737	0.6111688381498335	0.4844845360120299	0.8044339528525231	0.7923562213322995	0.6233057898676063	0.4440098086868741
QinN_2014__LD-97__bin.25	0.5936915046708929	0.4711493395152596	0.7907641788553668	0.4677598247893562	0.45466851555169135	0.8506003215817864	0.7663049437620023	0.5077101028498899	0.7299547514824881	0.8119595625944295	0.8207244614669524	1.0	0.7609824449725432	0.7353422652981813	0.7201927938121221	0.8022883348487333	0.6078458581061609	0.8279847961875966	0.7097239190281516	0.48237170934207707	0.6689929754660462	0.5577221840002873	0.7933681762120692	0.6681118763045459	0.821415852604143	0.7899762355523512	0.5633154170034671	0.6395950243127088	0.5153008497560966	0.8297838687045804	0.8162010652760566	0.6507790643852538	0.484506045912253
QinN_2014__LD-68__bin.25	0.5283215346009216	0.42130955250541263	0.7544051821723994	0.4436173732320971	0.39957579485069344	0.7566046675643032	0.7006625045277753	0.4575936513942061	0.6288218020175462	0.7992378953112952	0.722674793923562	0.6836589917150974	1.0	0.674826179193984	0.6566013112350289	0.6995034812108765	0.5347434565745478	0.7368864510217843	0.6574055226000829	0.42795203325991543	0.5808145244495512	0.5157387869179874	0.702545971903601	0.5967950106639736	0.7750391971311666	0.6920293282154397	0.48679197253214995	0.5684362077315006	0.45099083634930753	0.7713376454173247	0.7480721811301938	0.5801851037389072	0.4276551942682613
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	0.5865960323911956	0.4681754939969985	0.8509567283641821	0.45835564266508255	0.4554586863744372	0.8197199185530265	0.7520723252251125	0.5212278991058029	0.6701998460167584	0.8596563906953476	0.7534524097986494	0.7404024277763882	0.7563195660330165	1.0	0.6954317002251126	0.7632932677276137	0.6095357248936969	0.8019669014194597	0.7358454617933967	0.4824809865870435	0.6354754525700349	0.5804728536143071	0.7614090248249124	0.6726620146010506	0.8447177690407704	0.7580738611493246	0.5412877337106053	0.6092709440657829	0.5047386974737369	0.8483035463044022	0.7860463434842422	0.6597375836355678	0.4793588200350175
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	0.613140016726695	0.47105871994553317	0.8168752600412704	0.45761327292670934	0.46113459946289653	0.8630717230597243	0.7844573070020971	0.5068918816691392	0.7168098031881586	0.8576975368050331	0.8134532219901405	0.7797886468608028	0.7913434099763388	0.7478324640775311	1.0	0.8113224595806559	0.6334137797707854	0.8368826777841752	0.7177144316075699	0.48753640577785434	0.6506637093757749	0.571107891385752	0.8397173902993574	0.6978231130985152	0.8560553367823387	0.8072863038626898	0.5599707703105365	0.6250021013435991	0.49439361527760844	0.8630302215236423	0.8513336177151671	0.6715652488200956	0.4953239851561088
QinN_2014__LD-11__bin.14	0.5330368919152189	0.41592353805751403	0.7136602987485944	0.4006060946322121	0.3902346951259366	0.7535420461915672	0.6764612721199821	0.43708741069468354	0.6297539421708797	0.7238469286345148	0.7066134954725157	0.6928089842447237	0.6723695258333906	0.6546303853431185	0.6470657243555689	1.0	0.5489115770527025	0.7429200974041753	0.6235161868242921	0.4241066116519661	0.5640404800490708	0.5004721890297962	0.7093322484577392	0.5965121696562196	0.7388325409048936	0.6926430686672622	0.4911004727756	0.5482504286152418	0.44086366599685933	0.7496941455263965	0.7945282215693602	0.5753524868063598	0.41668230853928934
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	0.6219322682430158	0.5134489100901348	0.8512862835963427	0.46935850167296933	0.4836907369817312	0.8937747128463689	0.8101975601422915	0.5408375025203133	0.7228024975574842	0.8653514143252335	0.8484123161143803	0.8122105691726307	0.795345378539703	0.8089022325923342	0.7816899810498378	0.849365334882367	1.0	0.8705949624854211	0.7793366081737891	0.5073761707705903	0.658896430199155	0.6142082780377149	0.8444290866514487	0.7266586578513511	0.889949023220594	0.8308022148934142	0.5902369386184598	0.6505286660913978	0.5482580826688674	0.8957663275778348	0.8531093371851716	0.6862992854952489	0.5031977993694517
Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	0.5077210182751205	0.4028277384381249	0.7000142283069416	0.4173508307444627	0.39030761442388723	0.7793004861207189	0.6649351629416278	0.4277048718980719	0.6228995560139359	0.7202400417573295	0.6764247173204876	0.6707459720527753	0.6644638994050838	0.6452289578276127	0.6261410158853937	0.6969390273812369	0.527808872174777	1.0	0.6074288270215201	0.41988677097614047	0.5530594004301508	0.4875117128051618	0.7076157602475254	0.582668035518885	0.7216982466952595	0.6803084162400795	0.47146123926195177	0.5367267190310288	0.43136885745909165	0.7402657942067993	0.7321776698907015	0.563778582388972	0.4031842322059693
Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	0.5946267216399833	0.4775466788446925	0.7977757194067139	0.45940259137781314	0.45112094835687055	0.8161383294235189	0.7646460477123065	0.5199818982738784	0.6736518114382866	0.8430321011175645	0.7733631860277818	0.7556773243334416	0.7791398270520585	0.7781355532055916	0.7057818587021827	0.7687969429573489	0.6210075077735652	0.7983744608614748	1.0	0.5021054105253479	0.6286919591450654	0.5926026758938632	0.7761900309289481	0.6720405305086926	0.8121052193826919	0.7472143540902204	0.5545813020121122	0.6194540862425332	0.5134045245016472	0.8454260337330626	0.7940520538278383	0.6634587418577104	0.4906151538930852
LeChatelierE_2013__MH0434__bin.7	0.5478245438337772	0.4548662315937754	0.7125313648669469	0.43228077608786564	0.4330814055862479	0.7530924658288028	0.7053937941584311	0.48399291264059163	0.6203950047322432	0.7389376939669403	0.6790906389628684	0.6838352629146216	0.6753048444962912	0.6793155580745274	0.6383348832346533	0.6962443323135167	0.5383002168027645	0.734794917791033	0.6685249433231352	1.0	0.5737714051460392	0.5454439779455461	0.6915072744480883	0.647725084189906	0.7363776054849999	0.6962374540532212	0.5225545033345805	0.5645538485242004	0.4702171329210046	0.7555528195364603	0.7216608797570049	0.6176106849646732	0.4537670855985737
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	0.5387871208820707	0.45498891659591967	0.7335056471568219	0.4545559128709159	0.42481393622222624	0.7683568547205927	0.72130964186917	0.4765853102554243	0.680235536983205	0.753682662062163	0.7314540723121546	0.7343679264074752	0.7096835184828146	0.692807557805731	0.659660669946772	0.7170003760155349	0.5412951338476828	0.7494250583995798	0.6481613053384618	0.44428472364988586	1.0	0.5258763665182133	0.7199488491048593	0.6186430206510288	0.7583716716500265	0.7261547032300053	0.5166400189179488	0.5866172555978914	0.4775839350824625	0.7579652979204103	0.7457474560365406	0.6106976952271592	0.4594441148242793
Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	0.6669897009887107	0.5681687057326602	0.8747628377930409	0.5383966494710842	0.550140146113079	0.8944270231611376	0.8523041939447288	0.61936118199528	0.7285383190648086	0.9009864537179275	0.8317407318067493	0.810759723121499	0.83452461056026	0.8380652924306993	0.7667685141690753	0.8425024298105666	0.6682127173957508	0.874829842728836	0.8090789572057108	0.5593127691658802	0.696411215638811	1.0	0.8449668008176013	0.7468045698776843	0.9010054972259957	0.8439349248063558	0.6304035954143232	0.6907179120415629	0.5684374307909545	0.9208036924656829	0.8544800910702874	0.7454581233257582	0.5679564058834566
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	0.5601465896376009	0.4548240156602144	0.7798829481652899	0.465393479241539	0.43260751746623616	0.843358332799545	0.7384641523645461	0.4850673277465	0.6685287929977871	0.7981430525515764	0.7717961682628074	0.742843033971199	0.7322040643326261	0.7080468479911614	0.7261515858965396	0.7691108721556463	0.5917118796754749	0.8178695984594186	0.6825640193944614	0.45671930501211355	0.6140896500937877	0.5442365168470418	1.0	0.6445346660324807	0.8055692977662207	0.7551546918632939	0.5256833967292176	0.6040771435463625	0.4839556851184806	0.8271084526179933	0.7959561103320073	0.6283161317198842	0.4619904081640997
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	0.60131718293863	0.469467257810711	0.7930484549916262	0.4642368187878066	0.453800961560951	0.821100600554048	0.7605942770859884	0.518269277317159	0.6936690256947492	0.8006150770015703	0.7730807536053096	0.7490036546713598	0.7447234628378288	0.7489508933792194	0.7225234692562127	0.774410120594908	0.6096632578520497	0.8063437566801507	0.7075925675113369	0.5122191345081153	0.6318045069022105	0.5759270349404858	0.771718206834056	1.0	0.8076453831965619	0.7699118124918072	0.5575943896796737	0.6190302909649278	0.5075685257679079	0.8301505219832371	0.7928113011424179	0.6653672158736427	0.49966684235633013
CosteaPI_2017__SID713B073-11-90-0__bin.64	0.5550948204463888	0.4462524156384718	0.8439937140308778	0.4447620463377859	0.4228805028775298	0.8071061182017031	0.7361536664613816	0.48135700482065874	0.6567300218734736	0.8575344560300706	0.7469961137420629	0.7190592282698719	0.7551971798084479	0.7344037885705791	0.6921102592962263	0.74897024782858	0.5830308564632929	0.7798687591581898	0.6676778016097178	0.4547078935632526	0.6047718150735841	0.5425687527872751	0.7531512667501964	0.6306487714752914	1.0	0.7466138588630041	0.5130123808108051	0.5877831340652807	0.466465628915458	0.8440191976894816	0.789672322623118	0.6251948438064091	0.44775425258552953
GeversD_2014__SKBSTL064__bin.32	0.6061001934452778	0.47041118233521884	0.8216167850979498	0.5031669175722134	0.46040410931107584	0.8605135865836714	0.7895727004458324	0.5052680502223365	0.7265841351681969	0.8315968028384857	0.8033105038273564	0.7866275395731837	0.7670341998109995	0.749701425620194	0.7424283856305524	0.7986961285821679	0.6191239305916024	0.8362290538960575	0.6988007745541192	0.489038261968581	0.6587067767687874	0.5780825147499609	0.80309840972908	0.6838507978409883	0.8492774306756671	1.0	0.5571765106027724	0.63466719102383	0.4966726832464022	0.8534217203681838	0.8421527116157995	0.6705381489161459	0.4886329158445403
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	0.6086364954824415	0.49676709250469636	0.7624816419961723	0.44913613437895106	0.44656617753458305	0.8039361917364592	0.7547946882756932	0.5323641049380493	0.7028658456336596	0.7758133340492109	0.7987530634867733	0.7602017465230284	0.7312329310668824	0.7254827753962481	0.6979341475567731	0.7674755428501836	0.5961127847659505	0.7853938712585847	0.7029031672999346	0.49743822773156954	0.6351453547948193	0.5852233701726552	0.7576684565788604	0.6712137988021709	0.790867060879495	0.7551181427167423	1.0	0.6281851914175881	0.5112623038730068	0.7964810252065295	0.7737586781058665	0.6539999986904678	0.5008390827251101
LiJ_2017__nHM612709__bin.20	0.5885120047211262	0.48889929929600434	0.7917490796684161	0.4743785447387246	0.485433103958234	0.8151607398860512	0.7811300725508717	0.5187114005909637	0.6914504237669202	0.8259055339804113	0.7885997029311304	0.7748507161334729	0.7665311419752905	0.7330694549838387	0.6993044685529619	0.7691462179559146	0.5897992639698487	0.8026578670643258	0.704814996158795	0.48244595715366406	0.6474044092449901	0.5756247174936181	0.7815973652918463	0.6689445473402814	0.8134455698003102	0.7721539373968797	0.5639277042289699	1.0	0.5282241876600624	0.8329449023652066	0.8076781781343441	0.659550493772663	0.4960180192783237
WenC_2017__N290__bin.92	0.5621494398472913	0.4666551305986543	0.7199675818463747	0.46729524718504173	0.44365622156821133	0.7587875772770102	0.7561108489960241	0.5157534922516828	0.6276826427689808	0.7536341993946268	0.7188901311191294	0.7178951452530657	0.6993635334976321	0.6983746311049345	0.6361285316252743	0.7112486126301019	0.5716234357024181	0.7418451039530409	0.6717580832462495	0.46209252557424607	0.6061187575113998	0.5447642248505832	0.7200845197232967	0.6307541208772639	0.7423662548380512	0.6948888008662866	0.5277967416916652	0.6074429268807058	1.0	0.7514367136265748	0.7280565735985367	0.6067446793266	0.4742770467846139
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	0.5262095430958511	0.42082680553278223	0.797943179311151	0.41003124966338694	0.4014905526917677	0.7702353838107355	0.7007197436195114	0.45587924935380264	0.6287804891671425	0.819626049285343	0.7045001829180475	0.6822966846951651	0.7059727031218147	0.6927575224797703	0.6553995532570782	0.7138539376450926	0.5512236359639622	0.7513810611800029	0.6528853776070808	0.43823134804417324	0.5677608636763855	0.5208361010409773	0.7263542019487055	0.6088781279085864	0.7927915528166388	0.7047204026830107	0.4852957427769313	0.5653424357502852	0.4435070476309021	1.0	0.7674080333138247	0.6026589142926218	0.423443909985969
QinN_2014__LD-56__bin.22	0.4517872952942028	0.34675463702829273	0.6399485346934911	0.3624100018375495	0.3396758952485425	0.6477267981535412	0.5908570776281135	0.369866346116367	0.5536317355933336	0.661338933218997	0.6053396125554745	0.5854547517359274	0.5972756240707847	0.5599716293495631	0.5639853525032436	0.6599673834965784	0.4579580509725092	0.6483013803894491	0.5349315373607221	0.3651402245151375	0.4872993312433528	0.42162259796087687	0.609765740281869	0.5072607566249228	0.6470554661528952	0.6066412101098632	0.41126758896802107	0.47821320585565774	0.37485313524921066	0.6694439881505899	1.0	0.4962455522949879	0.3578077756185024
LeChatelierE_2013__MH0204__bin.78	0.5929182773103389	0.4950985337684742	0.8048030857470925	0.46707152233348476	0.47874674968158726	0.8164326065811807	0.7686860213315645	0.5273812675754088	0.6764970973576618	0.8220550652014571	0.7626739425491414	0.7476337124558612	0.741919840807556	0.7527455958708066	0.7125500611742672	0.7654313830958359	0.5900566036158312	0.7995178520167999	0.7158504059240101	0.5004958041977532	0.6391303499614004	0.5891207348715619	0.7709234109322178	0.6818391855322161	0.8204820922435488	0.7736128491044031	0.5567443584505491	0.6254468229792286	0.5003352740021906	0.8420126473268658	0.7947961461605135	1.0	0.511513303661259
ZellerG_2014__CCIS22958137ST-20-0__bin.59	0.7303563608614403	0.5861444607760247	0.8719737076011221	0.6022763043223767	0.5814747850518347	0.9175613626608047	0.8836292528952423	0.6643799563816734	0.7623096034027498	0.9203614337682158	0.8452147747325884	0.8659469209190199	0.8507871677137666	0.8508920945034839	0.8176233648547284	0.8624106279564857	0.6730628650216575	0.8895285665352913	0.8235426232564593	0.5720782008090636	0.7480534346180361	0.6982851840771428	0.8818663093952835	0.7965955158972758	0.9141768233197622	0.877040544231845	0.6633046735779601	0.7317733061043978	0.608448774481111	0.9204065262728878	0.8915499247735619	0.7957812493225285	1.0
