	Bengtsson-PalmeJ_2015__TRAVELRES47__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.112	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.47	LeChatelierE_2013__MH0316__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.8	CM_madagascar__A94_02_1FE__bin.8	VogtmannE_2016__MMRS77321055ST-27-0-0__bin.71	QinN_2014__LD-84__bin.51	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.140	WenC_2017__N310__bin.120	QinN_2014__LD-97__bin.25	QinN_2014__LD-68__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	QinN_2014__LD-11__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	LeChatelierE_2013__MH0434__bin.7	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	CosteaPI_2017__SID713B073-11-90-0__bin.64	GeversD_2014__SKBSTL064__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	LiJ_2017__nHM612709__bin.20	WenC_2017__N290__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	QinN_2014__LD-56__bin.22	LeChatelierE_2013__MH0204__bin.78	ZellerG_2014__CCIS22958137ST-20-0__bin.59
WenC_2017__N310__bin.120	0.9824168905777468	0.9798196465168315	0.9780056304569243	0.9797117152940007	0.978317917245687	0.9796060584116445	0.9769483625421927	0.9783087115883434	0.9804219338989288	0.9781747318341757	1.0	0.9837110819307573	0.982126788905719	0.9782771958445868	0.9794816940680544	0.9812228151464869	0.9812301442398894	0.9788038520250887	0.978360676308107	0.9781087124293019	0.9795546457636427	0.9794524188819471	0.9791729344975649	0.9843968713399865	0.9785137733506029	0.980737629012527	0.9878973252643436	0.9843163638204477	0.9809426480883158	0.9796866140806189	0.9793342874934828	0.9791668902977048	0.9821296139553255
QinN_2014__LD-97__bin.25	0.9836191422436904	0.9813099317577557	0.9800710181574366	0.9813328501731946	0.9812370225094998	0.981991721232965	0.9788318734126694	0.9799353466036365	0.9807702838368166	0.9800775043528117	0.9837110819307573	1.0	0.983210413643302	0.9803913451008119	0.9813846843475582	0.982475382651015	0.9837549548644048	0.9815964470990606	0.9801830524692785	0.980410487316863	0.9819153686252475	0.9816270500377877	0.9817970360817004	0.9853699377086367	0.9806390587657422	0.982869402282309	0.9851593272228341	0.9846540532869232	0.9816474924740485	0.9816012470929097	0.9818145208357651	0.9814394488176301	0.9838442553904206
QinN_2014__LD-68__bin.25	0.983259470899986	0.980916638673542	0.9794493647604765	0.9805637879272536	0.9799686562600889	0.9811655857039334	0.977806178623612	0.9798522473247245	0.9793509082898463	0.9794269018030506	0.982126788905719	0.983210413643302	1.0	0.9802893312657467	0.9805466847020196	0.9820682412899214	0.9834871475847208	0.9811927108695614	0.979972385113952	0.9792196730402312	0.9786588187251845	0.981334479003466	0.9809931892464349	0.9836745280104378	0.9797900537264086	0.9818003605297252	0.9830620222934843	0.9811259289575963	0.9827864126454611	0.9806587260727865	0.9797855122272874	0.9808999950625036	0.9831491355614767
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	0.9860503311475813	0.9868908033785273	0.9929372653593103	0.984708437017547	0.9876500443339891	0.9846708085177303	0.9787755657380168	0.9860986596819541	0.9765403889410894	0.9927236580965523	0.9782771958445868	0.9803913451008119	0.9802893312657467	1.0	0.9834839212456769	0.9843983704698697	0.9871817999123352	0.984416470675716	0.983281849349944	0.9836285499444757	0.97881054626803	0.9889717877522756	0.9844903167123564	0.9843981680734029	0.9862757803257856	0.9851568655210746	0.9815612273734361	0.9794461002014395	0.9790225958613736	0.9870540099316065	0.9820181009117591	0.9872253355770931	0.9881580471200762
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	0.9871766895035101	0.9856204308154981	0.9837073420079053	0.9860874802038088	0.9849849243298985	0.9856498685516201	0.979338292825133	0.9835138344554133	0.9773091746713662	0.9836374217989378	0.9794816940680544	0.9813846843475582	0.9805466847020196	0.9834839212456769	1.0	0.9859555780276522	0.9879906947550244	0.9853579635248019	0.9822191291744462	0.9832870851570372	0.9802923226328824	0.9853653894088056	0.9853671858047462	0.986174051196769	0.9842107265832005	0.9858199433028678	0.9825271803002161	0.9799806099225468	0.9804473115053319	0.9850930276624477	0.9824397081084948	0.9847240570488798	0.9878321817524633
QinN_2014__LD-11__bin.14	0.988691928690219	0.9854951609172466	0.9841287541100865	0.9851569462833121	0.9855228727394699	0.9858620752031039	0.9800088984226241	0.985018242110193	0.9789180814086395	0.9839219945360638	0.9812228151464869	0.982475382651015	0.9820682412899214	0.9843983704698697	0.9859555780276522	1.0	0.988471387462483	0.9852991595471279	0.9833283996690921	0.9838232335455052	0.980496079405334	0.9861689252000813	0.9861674675986603	0.9859905897539956	0.9851392223747971	0.9864012348736039	0.9836475126780869	0.9816990188561474	0.9805517452176117	0.9860866182000944	0.9836467358828802	0.9856872763188307	0.9902155233355836
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	0.9897742620104186	0.9885761362076068	0.9874073845695718	0.9872740017073457	0.9873823964976688	0.987838835187985	0.9815079230440574	0.9875757500423218	0.9798415588889787	0.9876504477360141	0.9812301442398894	0.9837549548644048	0.9834871475847208	0.9871817999123352	0.9879906947550244	0.988471387462483	1.0	0.9881905524419535	0.9857148948522454	0.986590574448344	0.981756393859422	0.9885761271526717	0.9880703670831342	0.9877958394105905	0.9894076241176925	0.9881391075569045	0.984793597258564	0.9829837508045247	0.981921415633273	0.9889487735572209	0.9848201135179797	0.9885336543175521	0.9908822583198436
Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	0.9877373559882948	0.9858929208724168	0.9845114349711335	0.9857690990128699	0.9872319865430328	0.9961354637518859	0.9790961436178679	0.9850991773768215	0.9781073254548013	0.984473122508197	0.9788038520250887	0.9815964470990606	0.9811927108695614	0.984416470675716	0.9853579635248019	0.9852991595471279	0.9881905524419535	1.0	0.9832356206478622	0.9836914834939692	0.9802201461371326	0.9853798474985342	0.9869759715803497	0.9856052401154453	0.9846396890614895	0.9860578922481813	0.9828487383596832	0.9804576631765021	0.9793615538444103	0.9863625079997193	0.9823010902832121	0.9854008230113421	0.988659900130788
Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	0.985772253281811	0.9827894891280773	0.9822657660780698	0.9815614641775839	0.9825232340961768	0.9835069606565092	0.980334963310609	0.982246159010711	0.9766138019460289	0.9823128547376303	0.978360676308107	0.9801830524692785	0.979972385113952	0.983281849349944	0.9822191291744462	0.9833283996690921	0.9857148948522454	0.9832356206478622	1.0	0.9863285471747322	0.978417312458947	0.9841885262357728	0.9829685481101061	0.98420445389309	0.9826524629227025	0.9828404192284066	0.9806083049325552	0.979105613452624	0.9793286873711553	0.9836740950005259	0.9803248513792503	0.9830603832655264	0.9862555196005534
LeChatelierE_2013__MH0434__bin.7	0.985706806995484	0.9839355935885209	0.9832063416134212	0.9835720243954733	0.9838201355327324	0.9836429055920654	0.9802195680515677	0.9846162457146855	0.976589103138091	0.9830864427997277	0.9781087124293019	0.980410487316863	0.9792196730402312	0.9836285499444757	0.9832870851570372	0.9838232335455052	0.986590574448344	0.9836914834939692	0.9863285471747322	1.0	0.9775963379733692	0.9847261320978471	0.9834996219009821	0.9841297543591968	0.9831143965655778	0.9833270513079565	0.9813639804377986	0.979594857001684	0.9786582223392924	0.984783555876705	0.9808475073807258	0.9839625577501336	0.9859176399381291
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	0.9820894971778508	0.980561607136708	0.9770593940064687	0.9791384156484828	0.9802445133206669	0.980563453229195	0.9760505755112072	0.9785551344104247	0.9809885172241638	0.9773377424349788	0.9795546457636427	0.9819153686252475	0.9786588187251845	0.97881054626803	0.9802923226328824	0.980496079405334	0.981756393859422	0.9802201461371326	0.978417312458947	0.9775963379733692	1.0	0.9798167140510958	0.9803809650902877	0.9817096773648277	0.978490330578626	0.981305451533012	0.9820344611148232	0.9797689840904138	0.9782648539317017	0.9795559605848941	0.9796966177355481	0.9798213884395544	0.9833502422342548
Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	0.9870778107849134	0.9891343587073705	0.9870585473197481	0.9848494036137972	0.9864974932588647	0.9858963743863045	0.9794767378712547	0.9865000432510889	0.9780495934127948	0.9871176381950321	0.9794524188819471	0.9816270500377877	0.981334479003466	0.9889717877522756	0.9853653894088056	0.9861689252000813	0.9885761271526717	0.9853798474985342	0.9841885262357728	0.9847261320978471	0.9798167140510958	1.0	0.9860918136202605	0.9856897623897315	0.9873078733384189	0.9856347947857246	0.9817444887468284	0.9804579990648994	0.9800543816639428	0.9890790159522886	0.9825730307370634	0.9877377957377135	0.9893016855865153
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	0.9874358337804614	0.9852049025058673	0.9841675781903904	0.9859154387386546	0.9883251602189875	0.9876950448188094	0.9796269378093082	0.9847085860998548	0.9777962198358288	0.984283707841563	0.9791729344975649	0.9817970360817004	0.9809931892464349	0.9844903167123564	0.9853671858047462	0.9861674675986603	0.9880703670831342	0.9869759715803497	0.9829685481101061	0.9834996219009821	0.9803809650902877	0.9860918136202605	1.0	0.9863289872049331	0.9849414119779956	0.9865204347787382	0.9829072388773463	0.9803773100805256	0.9797881322416816	0.9859809364130108	0.9829888292133659	0.985178996015346	0.9887028170041077
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	0.9880310484898047	0.9856025232126198	0.9837379064932997	0.9848854639428652	0.984793114112434	0.9861281954634267	0.9819829562811406	0.984385331261571	0.98105492970315	0.9849833974193393	0.9843968713399865	0.9853699377086367	0.9836745280104378	0.9843981680734029	0.986174051196769	0.9859905897539956	0.9877958394105905	0.9856052401154453	0.98420445389309	0.9841297543591968	0.9817096773648277	0.9856897623897315	0.9863289872049331	1.0	0.9846405122570198	0.9856112603168392	0.9869611221348984	0.98350098517059	0.9833810894291294	0.9863022020134393	0.9843596147274498	0.9859759675526496	0.9882480264559258
CosteaPI_2017__SID713B073-11-90-0__bin.64	0.9864450351799605	0.986471540379762	0.9862867721873961	0.9844691592475251	0.9848754774017475	0.9848654542929153	0.9789650145525589	0.9860453987836815	0.9765277844441469	0.9861515355027779	0.9785137733506029	0.9806390587657422	0.9797900537264086	0.9862757803257856	0.9842107265832005	0.9851392223747971	0.9894076241176925	0.9846396890614895	0.9826524629227025	0.9831143965655778	0.978490330578626	0.9873078733384189	0.9849414119779956	0.9846405122570198	1.0	0.985084186895693	0.9816839754290888	0.9795470278213083	0.9790378726761367	0.9869068045978153	0.9812737996279144	0.9868576749823846	0.9878280180471418
GeversD_2014__SKBSTL064__bin.32	0.9869275338376031	0.9859530594017899	0.9853930390231663	0.9859119330149428	0.9855715928647074	0.9865574825619492	0.980608470878505	0.984833246698458	0.9792075236807904	0.9851371135472099	0.980737629012527	0.982869402282309	0.9818003605297252	0.9851568655210746	0.9858199433028678	0.9864012348736039	0.9881391075569045	0.9860578922481813	0.9828404192284066	0.9833270513079565	0.981305451533012	0.9856347947857246	0.9865204347787382	0.9856112603168392	0.985084186895693	1.0	0.9830398385217374	0.9816508893957011	0.981175924883131	0.9866120275042686	0.9829437256289596	0.985560679373799	0.9883795360218748
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	0.984506083075525	0.98167575848541	0.9814176960437703	0.9829264727797966	0.9820656924111456	0.9829503834302417	0.9799724396831159	0.9812052124339575	0.9820929632564037	0.9814213688218597	0.9878973252643436	0.9851593272228341	0.9830620222934843	0.9815612273734361	0.9825271803002161	0.9836475126780869	0.984793597258564	0.9828487383596832	0.9806083049325552	0.9813639804377986	0.9820344611148232	0.9817444887468284	0.9829072388773463	0.9869611221348984	0.9816839754290888	0.9830398385217374	1.0	0.9856670998762014	0.982139083709838	0.9829809688427528	0.9821298416352583	0.9822650816628379	0.9847456492464873
LiJ_2017__nHM612709__bin.20	0.9828429568070113	0.9805298989124989	0.9785360396356081	0.981194446842216	0.9798503876750767	0.9810194276401049	0.9774706191276871	0.9794047955961755	0.9798386089181567	0.9786005307034955	0.9843163638204477	0.9846540532869232	0.9811259289575963	0.9794461002014395	0.9799806099225468	0.9816990188561474	0.9829837508045247	0.9804576631765021	0.979105613452624	0.979594857001684	0.9797689840904138	0.9804579990648994	0.9803773100805256	0.98350098517059	0.9795470278213083	0.9816508893957011	0.9856670998762014	1.0	0.9807669011279242	0.980312533940627	0.980350804596061	0.9799903405860452	0.9834982267499117
WenC_2017__N290__bin.92	0.981826295558221	0.9794540759867207	0.978656018258614	0.9799162005630098	0.9790745859444108	0.9803821219936298	0.9763004054957504	0.9796486173488123	0.9782172439620218	0.9783702720893235	0.9809426480883158	0.9816474924740485	0.9827864126454611	0.9790225958613736	0.9804473115053319	0.9805517452176117	0.981921415633273	0.9793615538444103	0.9793286873711553	0.9786582223392924	0.9782648539317017	0.9800543816639428	0.9797881322416816	0.9833810894291294	0.9790378726761367	0.981175924883131	0.982139083709838	0.9807669011279242	1.0	0.9802398203331455	0.9798169176930137	0.9794075735786719	0.9831933950631123
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	0.9879793683775293	0.9872803901803489	0.9868110354708745	0.9843636415877713	0.9866508102554248	0.9865320673943381	0.9800203434505639	0.9876174128888843	0.9778258803325901	0.9865397035767193	0.9796866140806189	0.9816012470929097	0.9806587260727865	0.9870540099316065	0.9850930276624477	0.9860866182000944	0.9889487735572209	0.9863625079997193	0.9836740950005259	0.984783555876705	0.9795559605848941	0.9890790159522886	0.9859809364130108	0.9863022020134393	0.9869068045978153	0.9866120275042686	0.9829809688427528	0.980312533940627	0.9802398203331455	1.0	0.9821950578137246	0.9885544664084387	0.9890232663889249
QinN_2014__LD-56__bin.22	0.9851584442510125	0.9832163967751167	0.9814672185616038	0.9831169652643574	0.9826074350295682	0.9832114162369588	0.9784261055936524	0.9821057446621725	0.9780919349275378	0.9812946906004568	0.9793342874934828	0.9818145208357651	0.9797855122272874	0.9820181009117591	0.9824397081084948	0.9836467358828802	0.9848201135179797	0.9823010902832121	0.9803248513792503	0.9808475073807258	0.9796966177355481	0.9825730307370634	0.9829888292133659	0.9843596147274498	0.9812737996279144	0.9829437256289596	0.9821298416352583	0.980350804596061	0.9798169176930137	0.9821950578137246	1.0	0.982712516678245	0.9862762703994904
LeChatelierE_2013__MH0204__bin.78	0.9874220024914646	0.9870165948453081	0.986817473818456	0.98457604993191	0.9859878958195577	0.9852792496211176	0.9793014267017844	0.9870205603420847	0.9775812601791695	0.9867425116768264	0.9791668902977048	0.9814394488176301	0.9808999950625036	0.9872253355770931	0.9847240570488798	0.9856872763188307	0.9885336543175521	0.9854008230113421	0.9830603832655264	0.9839625577501336	0.9798213884395544	0.9877377957377135	0.985178996015346	0.9859759675526496	0.9868576749823846	0.985560679373799	0.9822650816628379	0.9799903405860452	0.9794075735786719	0.9885544664084387	0.982712516678245	1.0	0.9883872843887491
ZellerG_2014__CCIS22958137ST-20-0__bin.59	0.9897015276145711	0.9880068056444752	0.9875634692254054	0.9879053651362157	0.9877064755322628	0.9886957399253983	0.9818306201793139	0.9873220179100015	0.9800081826765825	0.9875650291101514	0.9821296139553255	0.9838442553904206	0.9831491355614767	0.9881580471200762	0.9878321817524633	0.9902155233355836	0.9908822583198436	0.988659900130788	0.9862555196005534	0.9859176399381291	0.9833502422342548	0.9893016855865153	0.9887028170041077	0.9882480264559258	0.9878280180471418	0.9883795360218748	0.9847456492464873	0.9834982267499117	0.9831933950631123	0.9890232663889249	0.9862762703994904	0.9883872843887491	1.0
