	Bengtsson-PalmeJ_2015__TRAVELRES47__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.112	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.47	LeChatelierE_2013__MH0316__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.8	CM_madagascar__A94_02_1FE__bin.8	VogtmannE_2016__MMRS77321055ST-27-0-0__bin.71	QinN_2014__LD-84__bin.51	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.140	WenC_2017__N310__bin.120	QinN_2014__LD-97__bin.25	QinN_2014__LD-68__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	QinN_2014__LD-11__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	LeChatelierE_2013__MH0434__bin.7	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	CosteaPI_2017__SID713B073-11-90-0__bin.64	GeversD_2014__SKBSTL064__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	LiJ_2017__nHM612709__bin.20	WenC_2017__N290__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	QinN_2014__LD-56__bin.22	LeChatelierE_2013__MH0204__bin.78	ZellerG_2014__CCIS22958137ST-20-0__bin.59
WenC_2017__N310__bin.120	0.5672775609660545	0.4527780422440446	0.7885137415913014	0.4582504440375966	0.4346753389331345	0.8177808187602297	0.7533364887069361	0.47277579187653773	0.732821701195838	0.8008638860202524	1.0	0.7833347075456099	0.7690029641986573	0.7181797351217225	0.7201545009400068	0.7829766531204261	0.6075450175997872	0.8009504386166708	0.6970358468966567	0.45982069035261985	0.6386807197713918	0.5484637597445696	0.7903846442938834	0.6577145468037721	0.8187802734788723	0.7723124621617103	0.5625240012627568	0.6209069163268718	0.49389690310254614	0.8211135492623214	0.8090763608004202	0.636567469798838	0.45208881025256503
QinN_2014__LD-97__bin.25	0.6035786405260977	0.4801228686958471	0.8068437533659831	0.4766576648349249	0.463362577156825	0.8661990760103286	0.7828769828370035	0.5181057144326565	0.7442667906157117	0.8284646458961448	0.8343145426969203	1.0	0.7739772020443829	0.7500497316432014	0.7338537123094793	0.8165989184216681	0.6178834018578772	0.8435083466678829	0.7240728323553586	0.49200994438789325	0.6813142933109242	0.5681609772049555	0.8080775833041413	0.6780315196728677	0.8376332201554344	0.8037448655110812	0.5718013334872992	0.6495631863573246	0.5249347181210463	0.8453370155774063	0.8313189996225246	0.6630863118140066	0.49246213845095393
QinN_2014__LD-68__bin.25	0.5373164970558018	0.4295059701251824	0.7702339797391042	0.4524105200436061	0.4077434439338271	0.771128419696335	0.7165658387575828	0.4670027064218784	0.6420801744245094	0.8160260799861213	0.7358263740354367	0.6953333510594014	1.0	0.688394903087082	0.6696277918012286	0.7122758397034574	0.5437218553265164	0.7510109307362609	0.6708408650960499	0.43703373721162264	0.5934800906470437	0.5255484220239711	0.716157848601653	0.60669966911824	0.7910257857624512	0.7048574802336179	0.49517930862232273	0.5793713028616412	0.4588899790905045	0.7865505347678663	0.7635060651485307	0.5914824208985111	0.43498506869359893
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	0.5948946152763882	0.4743944237743872	0.8570095594672336	0.465473459385943	0.46115391680215106	0.8324811819972486	0.7683807724174587	0.5285758113431716	0.6863001813406704	0.8659573927588794	0.770182943034017	0.7552111016445723	0.7715268767196098	1.0	0.7071103911330665	0.775390625	0.617450326725863	0.8146622139194597	0.7483566001750875	0.4905113689657329	0.6492323310092546	0.5869458166583291	0.7734042802651325	0.683323106865933	0.8564721814032016	0.7694955876375688	0.5514559037331166	0.6220566337856428	0.5155536752751376	0.8594297148574287	0.8004397706665833	0.6682745669709855	0.48510339153951976
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	0.6211046343031734	0.47793116418638076	0.8304047608040581	0.4640696511349357	0.46816411913777667	0.8756372324464262	0.8010074891885872	0.515388664512089	0.7334524444930088	0.8719651345070037	0.83049354257112	0.7945800044548484	0.8070430733410943	0.7603911440975359	1.0	0.822879324039791	0.6411131027178778	0.8493184292036328	0.7307070390807883	0.4958230542608944	0.6637445732801553	0.5795899648235081	0.8521872885523003	0.7076064435600122	0.8697886678742388	0.8188983285913013	0.5699290376266585	0.6377698650517141	0.5042531194445729	0.8760900719920317	0.8665504973880299	0.6819831850485201	0.5014252362960877
QinN_2014__LD-11__bin.14	0.5391334514294717	0.4220452362956247	0.7251696444881672	0.4066419022304752	0.395967162122982	0.764348345620583	0.6902603366242716	0.44373534621888455	0.6433162836921746	0.7356751171883511	0.7201356150356383	0.7051667619144981	0.684646440608089	0.6650055556579726	0.6562828374580393	1.0	0.5553135720618279	0.754004598710551	0.6340874391852372	0.43108009365012595	0.5752603114855478	0.507491339709631	0.7192817363819343	0.6049876904048843	0.749977794127259	0.7021920129246559	0.4992646923271587	0.5584709957783703	0.44960775211207177	0.7602721015470371	0.8077373640204528	0.5837069227017759	0.4207996125284696
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	0.6283576893379242	0.5193822623109603	0.8621429178063453	0.47540855006946664	0.4898717444198158	0.9047778655880483	0.8254620682322539	0.547641537874068	0.7376728318985106	0.8761717430583604	0.8646415125898965	0.8256228496298462	0.8086993109090826	0.8194055367148859	0.7911916429978729	0.8592715435727312	1.0	0.8809990748586518	0.7906308530425611	0.5142722664407083	0.6711404522754781	0.6213059987669104	0.8546244425326441	0.7356364836330372	0.8994766176521118	0.8407745514166591	0.5993509099384298	0.6617898470437293	0.5583523018644807	0.9057762662021295	0.8662590512471255	0.6942599096123289	0.5078280442952751
Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	0.5140243154690782	0.40859177493805576	0.7110270164891141	0.42337585055403926	0.3953555190109047	0.7823238048222169	0.6791316330637553	0.43417442803778283	0.6368417246280201	0.7315994975285195	0.6910727986215051	0.6833215157155974	0.677200199353516	0.655443074194725	0.6354452280931239	0.7073374828631441	0.5341164928874187	1.0	0.6177856195052008	0.4268480291043556	0.5642195812947287	0.4947449595633089	0.7169533814632674	0.5911778994302388	0.7329566893481078	0.6899274592174274	0.47968850227024035	0.5474246764435836	0.4404592520155458	0.750500742073025	0.7453699045367075	0.5721312274390934	0.4078088250091187
Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	0.6032090268927385	0.4859094283439762	0.8121790934362129	0.4680324239936727	0.45914532369492184	0.8298246601922689	0.7799844709507074	0.5293804343277745	0.6897832183980489	0.8582114110099203	0.7904683873294116	0.7709553051644162	0.7950630434973527	0.7913657246088938	0.7185584537489016	0.7818313222887319	0.6300072272588025	0.8119869175767037	1.0	0.5090650696095059	0.6425601337378669	0.6021231299661575	0.789638724882176	0.6828261423227552	0.8264419517834901	0.7602600986606066	0.5655482410484536	0.632673409008605	0.5242412798912244	0.8594574544860923	0.8099887019192272	0.6748911390914112	0.49745237835707207
LeChatelierE_2013__MH0434__bin.7	0.5557682466489116	0.46229268923469724	0.7247017586335923	0.43950088591992603	0.4402038441221139	0.7656157143486012	0.71962835383972	0.4915548720093324	0.6352671791429138	0.7516507824708912	0.6942895307375696	0.6974989269913939	0.6896356998217155	0.690622042348073	0.6491846510245857	0.7076925087491471	0.5456166222789602	0.7469770046001805	0.6777913355930711	1.0	0.5869205753527171	0.5539042381088636	0.7031088360883059	0.6581704102744701	0.7490253505161446	0.708042612198182	0.5324777694627253	0.5763136101512116	0.4804712433693571	0.7672272907358088	0.7357523716241499	0.6276770189069619	0.4602484702749103
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	0.5486130565802186	0.4640084960337285	0.7507277977739454	0.4642407095935091	0.4333754797393669	0.7835870816827174	0.7390084694037331	0.48702959444647426	0.6934184498999245	0.771158862835285	0.7467210486679143	0.7478933010648803	0.7251592740024138	0.7078055712080751	0.672922407649839	0.7312628689452711	0.5513538157055191	0.7645477001803384	0.6624589498621098	0.4544664360864133	1.0	0.5367089160420158	0.7343562092095046	0.6301690152547266	0.7750425813626249	0.7399884532339999	0.5260915368809458	0.5987301752999337	0.48819492304463935	0.7737845803805107	0.7612024401597374	0.623274509448855	0.4672232690769298
Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	0.6757215020954912	0.5744100391732014	0.8862319668558322	0.5466791648504803	0.5576700902662283	0.9072221446375597	0.8701627726219243	0.6278369537158116	0.7448889340290562	0.9127447619773086	0.849189522402924	0.8259345777913198	0.8503977271925778	0.8474107176863407	0.7781565319937989	0.8543185739092655	0.6759345072598084	0.8878097567650299	0.8220772094348592	0.5679881450635701	0.710756619734999	1.0	0.8568845102926634	0.7576466738044556	0.912588182022082	0.8562349150730072	0.642125932602909	0.7044849577445715	0.5800060092847682	0.9309708098287072	0.8696351969169266	0.754712562931741	0.5740982898929755
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	0.5672739133772812	0.46165423507675424	0.7924290186426148	0.4720419834757299	0.4377178026818435	0.8538651046429592	0.7538218110007646	0.49259987634281843	0.6837097336191713	0.8108871925776616	0.7882123178362083	0.7566156819293791	0.7463905686186058	0.7192014344596495	0.73693501910508	0.7798988482437454	0.5988560120695224	0.8286621174270765	0.6943904977496846	0.4643817799638114	0.6263785935880889	0.5519126204374157	1.0	0.6534682386847092	0.8178854985378742	0.765472934205021	0.5348250332652356	0.6161680174919034	0.4939391172367299	0.8388686049316592	0.8097305754420108	0.6377685012177189	0.46726923421133565
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	0.6086015048390808	0.4763251379272645	0.8061582762613893	0.47136122501929595	0.46080842266037664	0.8326509720860129	0.7745493668916908	0.526490248135813	0.7070644106590864	0.8128208852039387	0.7853344277221971	0.7601243208343464	0.7570832034698437	0.7608210962491073	0.7326530934163155	0.7854132976949842	0.6171956122186449	0.8181204034443877	0.7189487557309914	0.5204792683477394	0.6435757143579793	0.5842883399176162	0.7824146069365325	1.0	0.8202439094703255	0.7811515995102447	0.5649608451379925	0.6294150186921835	0.5161463152220679	0.8416796802121765	0.8054081956236412	0.6748310686772526	0.5056087429268592
CosteaPI_2017__SID713B073-11-90-0__bin.64	0.5627225041941855	0.45237231625220325	0.8557285140903396	0.4517785470067319	0.42937458854509547	0.8195090148442311	0.751971373356835	0.48816921149313003	0.6725154494680287	0.8695767589033532	0.7633986706024761	0.7332557497504725	0.7707744908577375	0.7446231603983945	0.7032134893499543	0.760268427870628	0.5892726539106797	0.7920346577757014	0.6794648431693177	0.46251778547006733	0.6180662150396059	0.5495436301471681	0.7646660578903778	0.6404863131516915	1.0	0.7579188345473465	0.5225840429824375	0.6000560640489286	0.4764530994499777	0.8552167172800442	0.8047420841385462	0.6335207797999532	0.4532714646732783
GeversD_2014__SKBSTL064__bin.32	0.6141283657255937	0.4771131625887268	0.8337960108916842	0.5103568591907764	0.4671442568396723	0.8722386701168595	0.8051864978674639	0.5130493430397384	0.7420124106450946	0.8441432074811724	0.8190880823408231	0.8003378045410361	0.7812527176066123	0.7609970065261209	0.7531074925742909	0.8097071458801567	0.6265554372423708	0.8480526959623854	0.7110012580706877	0.49733022326406534	0.6712555970617962	0.5865078199432225	0.8140717428820448	0.6938341974919752	0.862136903600092	1.0	0.5667893494943561	0.6465304497554396	0.5062014575067784	0.8650023480121131	0.856765946674036	0.6803621156458772	0.49437781544045034
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	0.6182150683935904	0.5060398896588211	0.7769185791838079	0.4569376721625548	0.45472128899868586	0.8178807448356963	0.7702203222365761	0.5425614317900715	0.7156815820195997	0.7904997371114209	0.8085385424776217	0.7716536051747472	0.743831939881998	0.739111076481261	0.7103458932744393	0.7802343145875988	0.6053174862482755	0.7990994347404474	0.7168031963060717	0.5068845378955688	0.6467648335617375	0.5961055823391256	0.7708443143060495	0.6800812957558717	0.8056228691456547	0.7681460233109818	1.0	0.6373198329298883	0.5205599821379815	0.810271053512067	0.7878374582504781	0.6658080500869856	0.508597405947764
LiJ_2017__nHM612709__bin.20	0.5987853915472328	0.49860723251605105	0.8091159115235566	0.48347047444614055	0.4954155349267526	0.8309323107361536	0.7991340683446493	0.5296190124076509	0.705677871308167	0.8439659575768726	0.8011648814516522	0.7869268536974023	0.7812770199536939	0.7484530846904905	0.7135901072657261	0.7834847577336949	0.6000091695179361	0.8186563247043859	0.7198559445220654	0.4924953961378696	0.6607725083745325	0.5870977829163652	0.7972413857962991	0.6801666265990082	0.8304303384081129	0.7865871113020775	0.5721279570960607	1.0	0.5385828039798058	0.849672806912876	0.8238664918188503	0.6730173415569018	0.5043405323845626
WenC_2017__N290__bin.92	0.5725548830688825	0.47644411518583657	0.73566970254519	0.47687266208738843	0.4531383287211593	0.7739712508567558	0.7744653640823621	0.5264678407319635	0.6416597607978273	0.7702954810607955	0.7328564340842142	0.7313166393811621	0.7116129450905694	0.7133386237020234	0.6488146014175845	0.725355511424087	0.5821478446253865	0.7574782786203764	0.6859373077791402	0.4721694612340799	0.6195855397189977	0.5558510170891526	0.7349390097997996	0.6414137180972518	0.7582610188601193	0.7082203947768649	0.53739511078005	0.6193550436725793	1.0	0.7665845623076102	0.7430536873283954	0.6195017229748455	0.4823842889568736
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	0.5326118742337689	0.4262485203984542	0.808607879957887	0.4165444885814855	0.4069226402275285	0.7807504786388823	0.7150053040249551	0.4615949895216085	0.6430393199996649	0.8308089844876719	0.7191076950450952	0.695085389017018	0.7198964169206974	0.7018435825287532	0.665317421657417	0.7239261992502155	0.5573834062013407	0.7617696892228357	0.6637212273102828	0.44500270686794435	0.5796104424063477	0.5265869487075454	0.7366817908175539	0.6173342477240965	0.8033094402867326	0.7142832066072312	0.4936980044977493	0.5766961210602305	0.45244749134979156	1.0	0.7813193796983707	0.6096365296716212	0.4281435274339171
QinN_2014__LD-56__bin.22	0.4585935368372989	0.352673773714133	0.6520325107051178	0.3686336566677989	0.3456883014917561	0.6587868971584803	0.6038852338977766	0.37660541965732486	0.5660324104751457	0.6739452883560614	0.6181133656667799	0.5962987298635202	0.6095983423076281	0.5702253643081069	0.5740661211557629	0.6709394332551911	0.4650169555702807	0.6599823483882463	0.5456676290600099	0.37227012534314846	0.4973981969741685	0.4291005195253554	0.6203180770323019	0.515320568860775	0.6594035899035008	0.6171677933257975	0.4187507308435466	0.4877980449587108	0.38257467132921646	0.6815794712312139	1.0	0.5049753044485402	0.36278656027440737
LeChatelierE_2013__MH0204__bin.78	0.6004710000529526	0.5016111546190055	0.8155541496776855	0.47438846635136606	0.48555033151157573	0.8286306718578862	0.7849330148741259	0.5343163949823166	0.6920111144864567	0.8330998770940691	0.7789008698172576	0.7617726323886391	0.7563664436151623	0.7624860999244728	0.7236037914110771	0.7765458695524942	0.5969008753912227	0.8113630853011753	0.7281855907427587	0.5086533021562885	0.652292711204506	0.596434334510369	0.7825211601651009	0.6915373274509421	0.8314087360755383	0.7849469497869351	0.5667964471546302	0.6382173344741382	0.51085501838015	0.8517615123282174	0.8087778802768031	1.0	0.5175231528576326
ZellerG_2014__CCIS22958137ST-20-0__bin.59	0.7379561822257487	0.5932595377151108	0.8829545996522674	0.6096497959997745	0.5887121320516656	0.9280523073054193	0.8999813559836453	0.6729111114001656	0.7778604473696762	0.9319502074688797	0.8605939203163413	0.8801666688345755	0.8653693899937998	0.8610890707041802	0.8276946023404744	0.8709322441759128	0.6792561471056249	0.8997316128808474	0.8350195328589949	0.5802494829537325	0.7607192254495159	0.7058364442825739	0.8919427498623378	0.8060684105325685	0.9254412778522093	0.8873519860213236	0.6735796944982808	0.74405147482841	0.618849534116382	0.9306217129081631	0.9039555665396272	0.805131006733525	1.0
