	Bengtsson-PalmeJ_2015__TRAVELRES47__bin.49	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.84	Bengtsson-PalmeJ_2015__TRAVELRES12__bin.112	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.47	LeChatelierE_2013__MH0316__bin.58	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.8	CM_madagascar__A94_02_1FE__bin.8	VogtmannE_2016__MMRS77321055ST-27-0-0__bin.71	QinN_2014__LD-84__bin.51	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.140	WenC_2017__N310__bin.120	QinN_2014__LD-97__bin.25	QinN_2014__LD-68__bin.25	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	QinN_2014__LD-11__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	LeChatelierE_2013__MH0434__bin.7	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	CosteaPI_2017__SID713B073-11-90-0__bin.64	GeversD_2014__SKBSTL064__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	LiJ_2017__nHM612709__bin.20	WenC_2017__N290__bin.92	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	QinN_2014__LD-56__bin.22	LeChatelierE_2013__MH0204__bin.78	ZellerG_2014__CCIS22958137ST-20-0__bin.59
WenC_2017__N310__bin.120	1245286.0	993937.0	1730943.0	1005950.0	954198.0	1795190.0	1653722.0	1037836.0	1608688.0	1758054.0	2195197.0	1719574.0	1688113.0	1576546.0	1580881.0	1718788.0	1333681.0	1758244.0	1530131.0	1009397.0	1402030.0	1203986.0	1735050.0	1443813.0	1797384.0	1695378.0	1234851.0	1363013.0	1084201.0	1802506.0	1776082.0	1397391.0	992424.0
QinN_2014__LD-97__bin.25	1244013.0	989563.0	1662955.0	982421.0	955019.0	1785290.0	1613558.0	1067848.0	1533980.0	1707517.0	1719574.0	2061062.0	1595215.0	1545899.0	1512518.0	1683061.0	1273496.0	1738523.0	1492359.0	1014063.0	1404231.0	1171015.0	1665498.0	1397465.0	1726414.0	1656568.0	1178518.0	1338790.0	1081923.0	1742292.0	1713400.0	1366662.0	1014995.0
QinN_2014__LD-68__bin.25	1232697.0	985361.0	1767050.0	1037908.0	935434.0	1769102.0	1643926.0	1071385.0	1473043.0	1872105.0	1688113.0	1595215.0	2294173.0	1579297.0	1536242.0	1634084.0	1247392.0	1722949.0	1539025.0	1002631.0	1361546.0	1205699.0	1642990.0	1391874.0	1814750.0	1617065.0	1136027.0	1329178.0	1052773.0	1804483.0	1751615.0	1356963.0	997931.0
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.85	1217735.0	971074.0	1754278.0	952813.0	943971.0	1704069.0	1572857.0	1081982.0	1404840.0	1772594.0	1576546.0	1545899.0	1579297.0	2046976.0	1447438.0	1587206.0	1263906.0	1667594.0	1531868.0	1004065.0	1328963.0	1201464.0	1583140.0	1398746.0	1753178.0	1575139.0	1128817.0	1273335.0	1055326.0	1759232.0	1638481.0	1367942.0	992995.0
Bengtsson-PalmeJ_2015__TRAVELRES59__bin.25	1182300.0	909763.0	1580712.0	883377.0	891171.0	1666814.0	1524753.0	981065.0	1396159.0	1659824.0	1580881.0	1512518.0	1536242.0	1447438.0	1903544.0	1566387.0	1220387.0	1616715.0	1390933.0	943821.0	1263467.0	1103275.0	1622176.0	1346960.0	1655681.0	1558809.0	1084885.0	1214023.0	959868.0	1667676.0	1649517.0	1298185.0	954485.0
QinN_2014__LD-11__bin.14	1286780.0	1007319.0	1730803.0	970555.0	945077.0	1824313.0	1647483.0	1059088.0	1535439.0	1755877.0	1718788.0	1683061.0	1634084.0	1587206.0	1566387.0	2386756.0	1325398.0	1799625.0	1513412.0	1028883.0	1373006.0	1211258.0	1716750.0	1443958.0	1790014.0	1675961.0	1191623.0	1332934.0	1073104.0	1814584.0	1927872.0	1393166.0	1004346.0
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.65	969221.0	801130.0	1329827.0	733302.0	755611.0	1395590.0	1273248.0	844719.0	1137836.0	1351466.0	1333681.0	1273496.0	1247392.0	1263906.0	1220387.0	1325398.0	1542467.0	1358912.0	1219522.0	793248.0	1035212.0	958344.0	1318230.0	1134695.0	1387413.0	1296867.0	924479.0	1020789.0	861240.0	1397130.0	1336176.0	1070873.0	783308.0
Bengtsson-PalmeJ_2015__TRAVELRES38__bin.11	1307793.0	1039549.0	1809012.0	1077163.0	1005873.0	1990407.0	1727863.0	1104637.0	1620268.0	1861353.0	1758244.0	1738523.0	1722949.0	1667594.0	1616715.0	1799625.0	1358912.0	2544224.0	1571785.0	1085997.0	1435501.0	1258742.0	1824090.0	1504089.0	1864806.0	1755330.0	1220435.0	1392771.0	1120627.0	1909442.0	1896388.0	1455630.0	1037557.0
Bengtsson-PalmeJ_2015__TRAVELRES22__bin.75	1167648.0	940588.0	1572157.0	905983.0	888780.0	1606314.0	1509837.0	1024736.0	1335232.0	1661263.0	1530131.0	1492359.0	1539025.0	1531868.0	1390933.0	1513412.0	1219522.0	1571785.0	1935727.0	985411.0	1243821.0	1165546.0	1528525.0	1321765.0	1599766.0	1471656.0	1094747.0	1224683.0	1014788.0	1663675.0	1567917.0	1306405.0	962932.0
LeChatelierE_2013__MH0434__bin.7	808007.0	672107.0	1053612.0	638971.0	639993.0	1113095.0	1046236.0	714650.0	923587.0	1092792.0	1009397.0	1014063.0	1002631.0	1004065.0	943821.0	1028883.0	793248.0	1085997.0	985411.0	1453856.0	853298.0	805297.0	1022219.0	956885.0	1088975.0	1029392.0	774146.0	837877.0	698536.0	1115438.0	1069678.0	912552.0	669135.0
VogtmannE_2016__MMRS42570301ST-27-0-0__bin.26	1030066.0	871214.0	1409553.0	871650.0	813698.0	1471249.0	1387549.0	914438.0	1301950.0	1447914.0	1402030.0	1404231.0	1361546.0	1328963.0	1263467.0	1373006.0	1035212.0	1435501.0	1243821.0	853298.0	1877582.0	1007715.0	1378814.0	1183194.0	1455206.0	1389389.0	987780.0	1124165.0	916626.0	1452844.0	1429220.0	1170249.0	877250.0
Bengtsson-PalmeJ_2015__TRAVELRES29__bin.103	958042.0	814402.0	1256505.0	775085.0	790668.0	1286265.0	1233722.0	890151.0	1056108.0	1294095.0	1203986.0	1171015.0	1205699.0	1201464.0	1103275.0	1211258.0	958344.0	1258742.0	1165546.0	805297.0	1007715.0	1417806.0	1214896.0	1074196.0	1293873.0	1213975.0	910410.0	998823.0	822336.0	1319936.0	1232974.0	1070036.0	813960.0
Bengtsson-PalmeJ_2015__TRAVELRES58__bin.66	1248710.0	1016215.0	1744332.0	1039081.0	963525.0	1879568.0	1659348.0	1084334.0	1505014.0	1784963.0	1735050.0	1665498.0	1642990.0	1583140.0	1622176.0	1716750.0	1318230.0	1824090.0	1528525.0	1022219.0	1378814.0	1214896.0	2201247.0	1438445.0	1800368.0	1684995.0	1177282.0	1356338.0	1087282.0	1846557.0	1782417.0	1403886.0	1028575.0
Bengtsson-PalmeJ_2015__TRAVELRES20__bin.82	1118895.0	875709.0	1482097.0	866583.0	847182.0	1530803.0	1423985.0	967936.0	1299916.0	1494346.0	1443813.0	1397465.0	1391874.0	1398746.0	1346960.0	1443958.0	1134695.0	1504089.0	1321765.0	956885.0	1183194.0	1074196.0	1438445.0	1838469.0	1507993.0	1436123.0	1038663.0	1157160.0	948919.0	1547402.0	1480718.0	1240656.0	929546.0
CosteaPI_2017__SID713B073-11-90-0__bin.64	1324902.0	1065088.0	2014770.0	1063690.0	1010941.0	1929493.0	1770479.0	1149370.0	1583404.0	2047375.0	1797384.0	1726414.0	1814750.0	1753178.0	1655681.0	1790014.0	1387413.0	1864806.0	1599766.0	1088975.0	1455206.0	1293873.0	1800368.0	1507993.0	2354450.0	1784482.0	1230398.0	1412802.0	1121785.0	2013565.0	1894725.0	1491593.0	1067205.0
GeversD_2014__SKBSTL064__bin.32	1271145.0	987546.0	1725821.0	1056355.0	966912.0	1805391.0	1666604.0	1061928.0	1535844.0	1747238.0	1695378.0	1656568.0	1617065.0	1575139.0	1558809.0	1675961.0	1296867.0	1755330.0	1471656.0	1029392.0	1389389.0	1213975.0	1684995.0	1436123.0	1784482.0	2069836.0	1173161.0	1338212.0	1047754.0	1790413.0	1773365.0	1408238.0	1023281.0
Bengtsson-PalmeJ_2015__TRAVELRES39__bin.92	944177.0	772856.0	1186559.0	697864.0	694479.0	1249119.0	1176329.0	828634.0	1093034.0	1207301.0	1234851.0	1178518.0	1136027.0	1128817.0	1084885.0	1191623.0	924479.0	1220435.0	1094747.0	774146.0	987780.0	910410.0	1177282.0	1038663.0	1230398.0	1173161.0	1527263.0	973355.0	795032.0	1237497.0	1203235.0	1016864.0	776762.0
LiJ_2017__nHM612709__bin.20	1018707.0	848275.0	1376540.0	822523.0	842845.0	1413656.0	1359558.0	901035.0	1200562.0	1435830.0	1363013.0	1338790.0	1329178.0	1273335.0	1214023.0	1332934.0	1020789.0	1392771.0	1224683.0	837877.0	1124165.0	998823.0	1356338.0	1157160.0	1412802.0	1338212.0	973355.0	1701289.0	916285.0	1445539.0	1401635.0	1144997.0	858029.0
WenC_2017__N290__bin.92	847048.0	704860.0	1088363.0	705494.0	670381.0	1145027.0	1145758.0	778866.0	949283.0	1139589.0	1084201.0	1081923.0	1052773.0	1055326.0	959868.0	1073104.0	861240.0	1120627.0	1014788.0	698536.0	916626.0	822336.0	1087282.0	948919.0	1121785.0	1047754.0	795032.0	916285.0	1479418.0	1134099.0	1099287.0	916502.0	713648.0
Bengtsson-PalmeJ_2015__TRAVELRES7__bin.69	1335038.0	1068429.0	2026846.0	1044105.0	1019987.0	1957019.0	1792223.0	1157028.0	1611834.0	2082495.0	1802506.0	1742292.0	1804483.0	1759232.0	1667676.0	1814584.0	1397130.0	1909442.0	1663675.0	1115438.0	1452844.0	1319936.0	1846557.0	1547402.0	2013565.0	1790413.0	1237497.0	1445539.0	1134099.0	2506587.0	1958445.0	1528107.0	1073179.0
QinN_2014__LD-56__bin.22	1317719.0	1013370.0	1873545.0	1059229.0	993298.0	1892953.0	1735199.0	1082135.0	1626433.0	1936509.0	1776082.0	1713400.0	1751615.0	1638481.0	1649517.0	1927872.0	1336176.0	1896388.0	1567917.0	1069678.0	1429220.0	1232974.0	1782417.0	1480718.0	1894725.0	1773365.0	1203235.0	1401635.0	1099287.0	1958445.0	2873392.0	1450992.0	1042428.0
LeChatelierE_2013__MH0204__bin.78	1077278.0	899918.0	1463149.0	851079.0	871104.0	1486609.0	1408213.0	958593.0	1241506.0	1494627.0	1397391.0	1366662.0	1356963.0	1367942.0	1298185.0	1393166.0	1070873.0	1455630.0	1306405.0	912552.0	1170249.0	1070036.0	1403886.0	1240656.0	1491593.0	1408238.0	1016864.0	1144997.0	916502.0	1528107.0	1450992.0	1794055.0	928465.0
ZellerG_2014__CCIS22958137ST-20-0__bin.59	851000.0	684138.0	1018210.0	703039.0	678894.0	1070216.0	1037845.0	775991.0	897017.0	1074711.0	992424.0	1014995.0	997931.0	992995.0	954485.0	1004346.0	783308.0	1037557.0	962932.0	669135.0	877250.0	813960.0	1028575.0	929546.0	1067205.0	1023281.0	776762.0	858029.0	713648.0	1073179.0	1042428.0	928465.0	1153185.0
