	BritoIL_2016__M2.31.ST__bin.51	BritoIL_2016__W2.65.ST__bin.29	BritoIL_2016__W2.4.ST__bin.28	BritoIL_2016__M1.7.ST__bin.4	BritoIL_2016__WL.26.ST__bin.2	BritoIL_2016__M1.63.ST__bin.17	BritoIL_2016__M1.22.ST__bin.19	BritoIL_2016__M2.51.ST__bin.51	BritoIL_2016__M2.58.ST__bin.42	BritoIL_2016__M1.62.ST__bin.5	BritoIL_2016__W1.20.ST__bin.32	BritoIL_2016__M1.25.ST__bin.54	BritoIL_2016__M2.11.ST__bin.81	BritoIL_2016__WL.20.ST__bin.78	BritoIL_2016__WL.15.ST__bin.42	BritoIL_2016__W3.23.ST__bin.68	BritoIL_2016__W3.1.ST__bin.28	BritoIL_2016__M1.15.ST__bin.10	BritoIL_2016__W1.8.ST__bin.52	BritoIL_2016__M1.37.ST__bin.8	BritoIL_2016__W2.13.ST__bin.17	BritoIL_2016__WL.13.ST__bin.55	BritoIL_2016__WL.17.ST__bin.1	BritoIL_2016__M2.32.ST__bin.1	BritoIL_2016__W1.37.ST__bin.26	BritoIL_2016__M2.5.ST__bin.36	BritoIL_2016__W2.46.ST__bin.8	BritoIL_2016__M1.64.ST__bin.18	BritoIL_2016__W2.53.ST__bin.13	BritoIL_2016__W1.14.ST__bin.49	BritoIL_2016__WL.9.ST__bin.11	BritoIL_2016__M1.52.ST__bin.64	BritoIL_2016__W1.6.ST__bin.25	BritoIL_2016__W1.2.ST__bin.40	BritoIL_2016__M1.6.ST__bin.26	BritoIL_2016__WL.1.ST__bin.13	BritoIL_2016__M2.57.ST__bin.48	BritoIL_2016__W1.18.ST__bin.39	BritoIL_2016__M1.48.ST__bin.68	BritoIL_2016__W3.17.ST__bin.69	BritoIL_2016__W2.36.ST__bin.37
BritoIL_2016__W1.20.ST__bin.32	0.8247168590444345	0.7853725242749663	0.7921119421580606	0.5442681539772362	0.5493009894862066	0.8084422826506333	0.7865209632821041	0.7612462622982444	0.6311621841039161	0.6743160608642531	1.0	0.5460033719696482	0.6407827470902192	0.7171212864124494	0.6303016084174651	0.6984563894604848	0.5965166026300559	0.4609862307890168	0.825151919490708	0.67160773422931	0.5167357605620218	0.7852192985981609	0.8556061507298566	0.745388158317793	0.7645016799562729	0.7539306153945085	0.4756536959038004	0.6473041323709086	0.5480817150022507	0.8353271091891196	0.6861360402867983	0.8386061386727541	0.8655427102758666	0.47189388946048483	0.5559032578290785	0.6267578250594817	0.8565481118577584	0.6203303847019485	0.583468808275995	0.7794017466722398	0.4825257419137033
BritoIL_2016__M1.25.ST__bin.54	0.8236890410617004	0.7878603610247009	0.7931062388583712	0.5644809598685808	0.5589900323783205	0.8144958973090674	0.8027667921411668	0.7769382558061264	0.6618745844933485	0.682873978676142	0.8220016775312912	1.0	0.6413115904705937	0.7273262889120324	0.6020257438278118	0.6978968840120982	0.6192397258771681	0.49206122308519035	0.8228071648284161	0.6690029579913794	0.5320996141980562	0.7762053758146578	0.852489938972047	0.7563676985223656	0.7923582323448908	0.7444275783724014	0.5039620142779242	0.6620417325615781	0.561857264625645	0.8278775750067503	0.7007958819556476	0.8434246143304132	0.8521753073142028	0.5147320979502806	0.5957883224762721	0.6354795599089685	0.8540048601515224	0.6029643445186401	0.5930988268625853	0.7791073990626094	0.501047889812363
BritoIL_2016__M2.11.ST__bin.81	0.8430606281218351	0.8239364253853145	0.8297356253048881	0.595193579924715	0.5781427851408237	0.8454315866462542	0.8075070457411472	0.7921039119466217	0.6749398320357385	0.7152933572003527	0.8605999186290272	0.5721135064344468	1.0	0.754995779639849	0.6769734316352259	0.7186709947567675	0.6355632983177261	0.539970622784817	0.8325262583319222	0.7031410140064679	0.5571941453382732	0.7954080052574015	0.8700412455021622	0.808119689548823	0.7883072746054419	0.776322261438323	0.5275504166045363	0.6979004804665808	0.5909523035204753	0.8639944241316888	0.7289536947886818	0.8664072151627993	0.8802504012884411	0.5047037954903209	0.6117781446743508	0.6491143316143771	0.8998995345121553	0.6455180854746067	0.6205643205152686	0.8074962502555494	0.5040729343006989
BritoIL_2016__WL.20.ST__bin.78	0.8016231003951612	0.7478276139346125	0.7532468398499822	0.5470884164046058	0.5275254109570391	0.7877371675431046	0.7830286871102778	0.7362939763347872	0.6317454830985391	0.6590983479474237	0.7932397490662783	0.5343966915603559	0.6218217201374368	1.0	0.596935069871449	0.6713288384284911	0.5998269537581987	0.4622563029342841	0.8055691548686066	0.6442743866555452	0.4993167618680325	0.7489679186493724	0.834490772256364	0.7218001032498128	0.743165812642156	0.7348647055129732	0.48272399457855125	0.6397315060302224	0.5399187227253506	0.8156746330547219	0.6781534398914377	0.8227637496464333	0.8436787830525824	0.4608086938787531	0.5521647729198748	0.6157795499797446	0.8254050110057187	0.601361252645846	0.576839144237988	0.7740651807510784	0.469741636515091
BritoIL_2016__WL.15.ST__bin.42	0.8028568760355081	0.7825114465081864	0.7977780288430455	0.5504511664630208	0.565517259394757	0.8019582655511532	0.7556060298330843	0.7377402689170242	0.6190041750122285	0.6789315678075407	0.81935055800707	0.5198272264609441	0.6552431244216338	0.7015143807065194	1.0	0.6666448980018325	0.5924990840834271	0.4756842925368962	0.7694953087438849	0.6529985573905814	0.5689601914249311	0.8016160621399598	0.8337577134542757	0.7558600701516993	0.7725875475835802	0.7603544286933641	0.52987194147538	0.6290684818250152	0.6000549876473711	0.8201551278593413	0.654326881318763	0.8384395002001628	0.8431480624037961	0.41763183484375216	0.5775244195439944	0.6623438452038952	0.8592028880923009	0.7380243499931103	0.5472988461083832	0.7564569669414526	0.5001942853336451
BritoIL_2016__W3.23.ST__bin.68	0.7738948125143448	0.7622375220860065	0.7531982140025997	0.5284043071361483	0.5189752207455927	0.76808705850166	0.7351384857713746	0.7180792457646665	0.627333017771258	0.6523063027896336	0.7957527328839531	0.5281444549313824	0.6096470417200155	0.6914524078397524	0.5842679522673249	1.0	0.5918385802682888	0.459574952765852	0.7822186684921189	0.6548573188174779	0.4929373429940354	0.7503501422604967	0.8293961526992291	0.7216078555496475	0.7484378818725613	0.717181782643361	0.47806681406887913	0.6178089193410744	0.5401497412639006	0.7984102081851155	0.6545574012947967	0.8036513241301391	0.8241332870101943	0.4578395521384291	0.5416115530061294	0.6128957666412729	0.8295569863325752	0.5805899560826879	0.5593043973975859	0.7713105995087992	0.47149037831390267
BritoIL_2016__W3.1.ST__bin.28	0.861474205385899	0.8221201805196287	0.8263348390978609	0.5777158802339899	0.5937024667621426	0.8362708769745679	0.8110940829119511	0.7877438560432697	0.668558015919175	0.7230208423723429	0.8515252589071146	0.5871599569426407	0.6755279438963468	0.7740858379009466	0.6506408762359089	0.7415482720760402	1.0	0.49922512530308316	0.8478993760125185	0.7111470798949241	0.5893422278382608	0.8140745357026833	0.8825109239045079	0.7858692401638245	0.8033740217251774	0.8037992884491678	0.5265368587203703	0.6887944011089925	0.5621796604894225	0.8706149299457336	0.7180761306321845	0.8630626805859645	0.8808392599355	0.5063599965290203	0.6059599015790805	0.6587453269067619	0.8908219122085973	0.6629090682212448	0.607729097208228	0.8304763489309884	0.5213389949505851
BritoIL_2016__M1.15.ST__bin.10	0.8677441502801274	0.8244882639422901	0.824590794243656	0.597819400197737	0.5740094840528763	0.8567550990515947	0.8102823245084038	0.7471602768318137	0.6847541103665459	0.7066946794097184	0.8400216045992164	0.5955857043465524	0.7326256911640852	0.7615062799809587	0.6668067303819254	0.735055293126808	0.6372706799956058	1.0	0.8316873558167636	0.7136429382254935	0.5852173276209308	0.7787844666593431	0.8647076055512835	0.7997390970009887	0.7908546632978138	0.7606741367314805	0.549799516642865	0.7315262367717602	0.6191045076714636	0.8544188728990443	0.7194267457614706	0.8573940825368925	0.8532306199421436	0.49974825149218205	0.6448789776264234	0.6509502361858728	0.8740689882456333	0.642529019737083	0.630872606100553	0.7988071697975027	0.5424036032077337
BritoIL_2016__W1.8.ST__bin.52	0.8193291204907366	0.7727896480971926	0.7748980918836543	0.5428287124537735	0.5334337498647461	0.8056055278643234	0.7689560220087149	0.7437345848489353	0.634114721589352	0.661187240931922	0.8304780858364151	0.5500661859212584	0.6238809320838403	0.7329683753656911	0.5957703707523959	0.6910088271490704	0.5978105555673534	0.4593586083664263	1.0	0.6678811707374295	0.5070564607874962	0.7621260798822103	0.8626649718216853	0.7299331264328064	0.7698535010784918	0.7410972604388193	0.47212253041569213	0.6352741128609003	0.5465526185658336	0.8381407874152704	0.6889150464009319	0.8377327504522789	0.8619024938288834	0.4799187162054888	0.5519096837738818	0.6189678030015745	0.8375198835855882	0.6205893327913066	0.5786232114885411	0.7742721318338607	0.4815538977895217
BritoIL_2016__M1.37.ST__bin.8	0.794102886576846	0.7610417431385882	0.7549899809246432	0.5413140934993351	0.528753241908017	0.7846554701744463	0.7556362564161196	0.7330924342441766	0.6240740629306246	0.6465643296847452	0.8044469049180722	0.532270448842541	0.6270954309405896	0.6976549947948948	0.6016897035196138	0.6884771607204107	0.5967138636322609	0.46909431169253174	0.7948526624263613	1.0	0.5011005939235662	0.7597425729466912	0.8255621814505696	0.7338199454817881	0.7407785393211098	0.7291461822208049	0.4637140983133052	0.6309911362774773	0.5374911994608352	0.7999368166418948	0.6693933795875632	0.8109018371313552	0.8331875101544682	0.4757207415921003	0.5502482203354133	0.6142048223945891	0.8305891697706745	0.5995306379112184	0.580602709061697	0.7634727980599699	0.4663515522044974
BritoIL_2016__W2.13.ST__bin.17	0.853537389800779	0.8175570583614244	0.8339428148653086	0.5828137014884428	0.5925781526017616	0.8473990697751749	0.8132858383869452	0.7672384625935733	0.6728310340957742	0.7137642516012919	0.8550561751050555	0.584846230261818	0.6865025957345992	0.746948089464518	0.7242469460112142	0.7159439204944572	0.683154118884229	0.5314235598764688	0.8336585102270697	0.6922601803089943	1.0	0.8120862723256037	0.8895143960396863	0.7721880234592892	0.8138960126690137	0.7909222027790362	0.5469921483704439	0.7063116460989163	0.5991512425858422	0.8494748261543641	0.7102927423343739	0.8660642511856418	0.8703454467614625	0.48154472186776504	0.6129009464351772	0.6650001870425252	0.8714693645126296	0.7003578746981342	0.5971170512122435	0.7927660264270306	0.5362209928217235
BritoIL_2016__WL.13.ST__bin.55	0.8213349762734972	0.798605773012086	0.7996633720472957	0.5343764255564586	0.5522281939018955	0.8076344283354745	0.7682431901004115	0.7440751907296227	0.6408080119550115	0.6664562305010093	0.8195480166740948	0.5381244265002753	0.618134389009779	0.7066995254699421	0.6436184883202685	0.6873984741630181	0.5952132763547702	0.4460650709173374	0.790343706577878	0.662015572975382	0.5122234748184463	1.0	0.8652135385260729	0.7372440552657106	0.7480276852895682	0.7485813910809322	0.48901292504522453	0.6304338935060169	0.5500626589413522	0.8320263219987941	0.6799386519151613	0.8536890124007026	0.8646587840494979	0.4760868311354639	0.5444443279238654	0.6384495189156595	0.8589303410848649	0.6312529166557429	0.5585732637705476	0.7784311669244685	0.4764124478934536
BritoIL_2016__WL.17.ST__bin.1	0.780535815582246	0.748826395930017	0.7485378523603846	0.504421505875837	0.5174827923513622	0.7703456716231246	0.7154424409178008	0.7027871700843744	0.5941853557438483	0.6173635336314056	0.7607134083427504	0.5034531429362659	0.575965571302868	0.670744094013391	0.570250532644283	0.647247446210744	0.5496576336747319	0.42190429822719905	0.762070367111393	0.6127950759995177	0.4779407101030449	0.7370331825105078	1.0	0.6883037122068223	0.71935251894963	0.6923263490305205	0.4507041624419898	0.5974308009094035	0.5157823506027702	0.7759794178209154	0.6408668813621401	0.7876198728800311	0.8049266804536298	0.4425284635278248	0.5146844557201753	0.5805237557116887	0.8051370581955754	0.5708897057838246	0.5269301376165229	0.7320466493659634	0.45063626983737043
BritoIL_2016__M2.32.ST__bin.1	0.8284799703194469	0.8011325648558179	0.8019894141568951	0.571290469152597	0.5411936374522647	0.820492831892461	0.7832927636536894	0.759830993100486	0.6322117919468312	0.6749962871703933	0.8191501402041753	0.5521239869772157	0.6612508122677412	0.717110540737056	0.6390003351208284	0.6960547941877793	0.6050013057014156	0.48231064430981946	0.7970211236540649	0.6732693383213152	0.5128353485670687	0.7762629555669532	0.8507735107688621	1.0	0.7683310265021501	0.7465238805335653	0.49046451501059735	0.6483897913472575	0.557560452871356	0.836996014436144	0.6870148132239673	0.8310935815251808	0.8520753475291326	0.4758450759045916	0.5692963069905542	0.6326656129039738	0.8652378115671343	0.6189615450229589	0.5712705937822112	0.7692099595481003	0.49691241641992684
BritoIL_2016__W1.37.ST__bin.26	0.7979865631344315	0.7548797588898889	0.757129178090793	0.5366751083111827	0.5491418824169614	0.7877582201385547	0.7553574792272756	0.7594471420498545	0.6307745034429352	0.6540781514891479	0.7962504447560644	0.5481702212268988	0.6113308147931099	0.6997535528160908	0.6190099206764478	0.6842080202599469	0.5861570983067875	0.45202808765357166	0.7966821197597271	0.6441365453441888	0.5122878251951695	0.7464581720002511	0.8426861173318823	0.7281797442391009	1.0	0.7337815776805711	0.484247263442098	0.6255614391259758	0.558169384039013	0.8191433474957618	0.6767795474999476	0.8173632767533854	0.842029971326315	0.45603089223298937	0.5530002720860628	0.6234025408652337	0.8552638188325414	0.6173219406015195	0.5660954603486887	0.7763818832541494	0.4671225852361916
BritoIL_2016__M2.5.ST__bin.36	0.8163696220645947	0.770793624356872	0.7806262015418087	0.542958013081979	0.550823198242003	0.8036996393388554	0.7669612915208198	0.7490876637233401	0.6343773678146498	0.6735235930900765	0.8221956445633196	0.539248402555473	0.6303697173935315	0.7245015638876456	0.6378793365763433	0.686489972108068	0.6140679213196593	0.4552395029965611	0.8030169964920046	0.6638603069482194	0.5212564353880736	0.7821668048205761	0.8491951005309384	0.7408093865035045	0.7683150719980014	1.0	0.4855256158167143	0.6384765121004745	0.5588050791695863	0.8105419559635099	0.6759002421026277	0.8356961943483089	0.856578710199484	0.4682256052428724	0.5602914435704741	0.6314068304826876	0.8441733474537039	0.6241755279661682	0.5509349632024825	0.7835238725024778	0.48532728779860834
BritoIL_2016__W2.46.ST__bin.8	0.8339929622372134	0.801364351812409	0.8105449403924383	0.5556717328576087	0.597792459146467	0.8215886686683586	0.7853783550498832	0.7523728138228615	0.6577709276198197	0.6807740334263612	0.8147918662119401	0.5734244851839516	0.6728670923058784	0.7475544677917794	0.698241075646914	0.7187958523842594	0.6318435960919676	0.5168418362209847	0.8035562302444801	0.6631692995885603	0.5662533336431395	0.8025880860607031	0.8683607899023852	0.7645086087380821	0.7964375736327437	0.7626480507600146	1.0	0.67706324434152	0.6291362346678233	0.8529212567458135	0.6974829111794406	0.8455960627082048	0.8675208710371707	0.46678060647993963	0.6096261930763491	0.6905406719523036	0.8813253162389191	0.6668723435199313	0.5782436917876417	0.814279825510298	0.5179623017563426
BritoIL_2016__M1.64.ST__bin.18	0.9267431294896193	0.8143112609244378	0.8240075856184481	0.5813185682804568	0.576174010289116	0.9101416764586029	0.7946785937065214	0.7585545915278981	0.6759693357440618	0.7027049481917558	0.849608388491277	0.5771894703386757	0.6820456113003559	0.7590952910348066	0.6351656452721104	0.7117471583603353	0.6333226512211236	0.5269116694822604	0.8284709941090129	0.6914359792002132	0.5602484316417351	0.7928052677319766	0.8819639788626056	0.7744003840285277	0.7883319683967731	0.7684427986078965	0.5187807357997144	1.0	0.5662752529748364	0.8580690169951087	0.7071828632544571	0.858651258049499	0.8677930360541068	0.5082054447121567	0.5974261384691875	0.6526618900480958	0.8779107107297202	0.6417397600085456	0.608426076486561	0.8026572083816337	0.5119369306994673
BritoIL_2016__W2.53.ST__bin.13	0.8225970862367289	0.7967265903115018	0.7917747311053078	0.5601657241132617	0.5655454848916394	0.8132683838986537	0.778823427499061	0.7486851174638356	0.640375239061066	0.6726164650252073	0.8147096579550487	0.5547613197888422	0.6540628619520826	0.7255612567611063	0.6861629476070744	0.7047464216450986	0.5854066894532344	0.5050321374243611	0.8072262344736325	0.6670328349113915	0.538229981039405	0.7834048867405027	0.8623366711647361	0.7541686798452385	0.796622041934354	0.7616827210656766	0.5459419174023014	0.6413199083260087	1.0	0.838892444363461	0.6949748822523902	0.836971741320431	0.8513486367265006	0.4651880041192061	0.6037250586777766	0.6444914580242	0.8529519607674747	0.6398831149143487	0.5627562835441602	0.8138814854532135	0.5121272383620854
BritoIL_2016__W1.14.ST__bin.49	0.7846450928621186	0.7519001516739325	0.7553460481401507	0.5155001928217693	0.5189803791519506	0.7844581426448947	0.7459496859659103	0.7061316383180304	0.6083097022935222	0.6390414057153218	0.781030095696904	0.5141619486788773	0.6014944743997982	0.6894714616735614	0.5899101370702082	0.6552370251617142	0.5702460743977315	0.43840906304590754	0.7786349721852837	0.6244320447703494	0.47999374327413713	0.7453578335194224	0.8160452137691183	0.7121206214074909	0.7353597546912526	0.6949329445269855	0.46554784633819485	0.6112558122493728	0.5276669881145695	1.0	0.6512185349397274	0.8028938766288273	0.8123691524625993	0.44148152880184166	0.5271216383603057	0.5960527199612572	0.8336152461190215	0.5960442649263074	0.547806881365056	0.7519053186397352	0.46164115046721116
BritoIL_2016__WL.9.ST__bin.11	0.8328628641521744	0.7834762396010261	0.7925718433524209	0.5653851848552661	0.5516514972957552	0.8249993078385182	0.7793973018943556	0.7524403206332736	0.632794490635356	0.6642848286629486	0.822030837900596	0.5576889510563589	0.6502604332810501	0.7345037081799043	0.603047195782991	0.6883142677954718	0.6026613909917891	0.47300088717045585	0.8200669049307177	0.6695416446479066	0.5142675547198792	0.7804842963606751	0.8635719625245718	0.7489674756329064	0.778491473172423	0.7425345870083095	0.4878155504007916	0.6455043810812405	0.560130776388506	0.8344367791740046	1.0	0.8345282648655221	0.8482776012933188	0.4738393053828496	0.5667869623259515	0.6210391811549105	0.8545184903416388	0.6122812318307612	0.5856625068764738	0.7792841485390578	0.4836198480615266
