	BritoIL_2016__M2.31.ST__bin.51	BritoIL_2016__W2.65.ST__bin.29	BritoIL_2016__W2.4.ST__bin.28	BritoIL_2016__M1.7.ST__bin.4	BritoIL_2016__WL.26.ST__bin.2	BritoIL_2016__M1.63.ST__bin.17	BritoIL_2016__M1.22.ST__bin.19	BritoIL_2016__M2.51.ST__bin.51	BritoIL_2016__M2.58.ST__bin.42	BritoIL_2016__M1.62.ST__bin.5	BritoIL_2016__W1.20.ST__bin.32	BritoIL_2016__M1.25.ST__bin.54	BritoIL_2016__M2.11.ST__bin.81	BritoIL_2016__WL.20.ST__bin.78	BritoIL_2016__WL.15.ST__bin.42	BritoIL_2016__W3.23.ST__bin.68	BritoIL_2016__W3.1.ST__bin.28	BritoIL_2016__M1.15.ST__bin.10	BritoIL_2016__W1.8.ST__bin.52	BritoIL_2016__M1.37.ST__bin.8	BritoIL_2016__W2.13.ST__bin.17	BritoIL_2016__WL.13.ST__bin.55	BritoIL_2016__WL.17.ST__bin.1	BritoIL_2016__M2.32.ST__bin.1	BritoIL_2016__W1.37.ST__bin.26	BritoIL_2016__M2.5.ST__bin.36	BritoIL_2016__W2.46.ST__bin.8	BritoIL_2016__M1.64.ST__bin.18	BritoIL_2016__W2.53.ST__bin.13	BritoIL_2016__W1.14.ST__bin.49	BritoIL_2016__WL.9.ST__bin.11	BritoIL_2016__M1.52.ST__bin.64	BritoIL_2016__W1.6.ST__bin.25	BritoIL_2016__W1.2.ST__bin.40	BritoIL_2016__M1.6.ST__bin.26	BritoIL_2016__WL.1.ST__bin.13	BritoIL_2016__M2.57.ST__bin.48	BritoIL_2016__W1.18.ST__bin.39	BritoIL_2016__M1.48.ST__bin.68	BritoIL_2016__W3.17.ST__bin.69	BritoIL_2016__W2.36.ST__bin.37
BritoIL_2016__W1.20.ST__bin.32	1718859.0	1639589.0	1652807.0	1126825.0	1146088.0	1686781.0	1642886.0	1589311.0	1312932.0	1401229.0	1990528.0	1134452.0	1326540.0	1493596.0	1314715.0	1454939.0	1238361.0	953571.0	1720526.0	1399286.0	1072488.0	1638637.0	1788829.0	1551043.0	1596500.0	1570015.0	984924.0	1337378.0	1138060.0	1751444.0	1425142.0	1755554.0	1809155.0	979277.0	1150441.0	1309401.0	1788144.0	1298256.0	1213085.0	1626153.0	1005094.0
BritoIL_2016__M1.25.ST__bin.54	1133185.0	1089014.0	1096009.0	771379.0	769801.0	1119026.0	1106099.0	1066949.0	909352.0	938780.0	1134452.0	1322181.0	880201.0	1001487.0	829106.0	959218.0	848751.0	671451.0	1135012.0	920420.0	729913.0	1070188.0	1179153.0	1039920.0	1090196.0	1025645.0	691536.0	903956.0	771817.0	1143652.0	963126.0	1165983.0	1178631.0	704969.0	812911.0	877323.0	1178103.0	836107.0	812999.0	1075265.0	690363.0
BritoIL_2016__M2.11.ST__bin.81	1301825.0	1271153.0	1279897.0	912620.0	891895.0	1305099.0	1247035.0	1220631.0	1036676.0	1099161.0	1326540.0	880201.0	1482101.0	1164178.0	1046363.0	1104950.0	976099.0	825344.0	1285746.0	1085226.0	857365.0	1226533.0	1345124.0	1240227.0	1216010.0	1197750.0	808473.0	1071028.0	906535.0	1334821.0	1120858.0	1332608.0	1363052.0	774529.0	936774.0	999649.0	1386802.0	999635.0	955956.0	1245582.0	778525.0
BritoIL_2016__WL.20.ST__bin.78	1504857.0	1404713.0	1413817.0	1020419.0	991465.0	1478615.0	1471511.0	1390239.0	1186134.0	1238570.0	1493596.0	1001487.0	1164178.0	1799519.0	1127502.0	1259326.0	1121651.0	860915.0	1513539.0	1209301.0	934438.0	1408114.0	1572315.0	1356025.0	1399984.0	1380698.0	901094.0	1193800.0	1011878.0	1536736.0	1267305.0	1546974.0	1587314.0	859372.0	1028901.0	1157693.0	1553747.0	1135927.0	1079184.0	1455793.0	880986.0
BritoIL_2016__WL.15.ST__bin.42	1290489.0	1255989.0	1279470.0	877525.0	907660.0	1288010.0	1214162.0	1185132.0	990750.0	1085669.0	1314715.0	829106.0	1046363.0	1127502.0	1531253.0	1066042.0	943977.0	757835.0	1236564.0	1048595.0	908838.0	1278501.0	1341514.0	1209638.0	1242913.0	1217420.0	844379.0	1005330.0	955487.0	1318824.0	1047701.0	1346348.0	1357973.0	668591.0	918147.0	1062900.0	1380999.0	1187013.0	878859.0	1213041.0	801485.0
BritoIL_2016__W3.23.ST__bin.68	1414076.0	1386887.0	1369530.0	956626.0	945382.0	1402604.0	1342343.0	1310808.0	1140984.0	1186853.0	1454939.0	959218.0	1104950.0	1259326.0	1066042.0	1747147.0	1062329.0	829788.0	1425302.0	1194404.0	891382.0	1368061.0	1517851.0	1313783.0	1363756.0	1304777.0	864689.0	1119840.0	975165.0	1458718.0	1189397.0	1468042.0	1509466.0	828882.0	977921.0	1114894.0	1515120.0	1062993.0	1020059.0	1402114.0	856176.0
BritoIL_2016__W3.1.ST__bin.28	1249869.0	1195397.0	1200357.0	831306.0	862419.0	1213212.0	1178194.0	1145916.0	968307.0	1046468.0	1238361.0	848751.0	976099.0	1121651.0	943977.0	1062329.0	1394419.0	717765.0	1229725.0	1032120.0	844310.0	1179835.0	1281796.0	1136827.0	1164501.0	1165163.0	758582.0	991761.0	810806.0	1266583.0	1037450.0	1256901.0	1280853.0	729785.0	870455.0	956217.0	1293081.0	966971.0	880448.0	1203360.0	752519.0
BritoIL_2016__M1.15.ST__bin.10	981033.0	934255.0	934018.0	671717.0	650711.0	968261.0	917915.0	847094.0	774573.0	797703.0	953571.0	671451.0	825344.0	860915.0	757835.0	829788.0	717765.0	1092360.0	942344.0	807991.0	659944.0	881936.0	980665.0	901275.0	894429.0	859855.0	619444.0	821608.0	697691.0	970094.0	810354.0	971375.0	971536.0	562317.0	724494.0	738304.0	989219.0	732823.0	712964.0	905410.0	612843.0
BritoIL_2016__W1.8.ST__bin.52	1697107.0	1599413.0	1603018.0	1117228.0	1106703.0	1668271.0	1595500.0	1545838.0	1311167.0	1369177.0	1720526.0	1135012.0	1285746.0	1513539.0	1236564.0	1425302.0	1229725.0	942344.0	1977762.0	1383010.0	1043535.0	1580301.0	1788919.0	1507334.0	1594030.0	1533941.0	970777.0	1306584.0	1125895.0	1740250.0	1420882.0	1738397.0	1790611.0	986798.0	1132892.0	1281489.0	1739681.0	1289947.0	1195149.0	1604685.0	997223.0
BritoIL_2016__M1.37.ST__bin.8	1377433.0	1323685.0	1312480.0	935763.0	919119.0	1360665.0	1314079.0	1275845.0	1080218.0	1121775.0	1399286.0	920420.0	1085226.0	1209301.0	1048595.0	1194404.0	1032120.0	807991.0	1383010.0	1661830.0	866858.0	1320780.0	1435580.0	1273397.0	1287974.0	1265752.0	799790.0	1088042.0	929504.0	1393184.0	1157843.0	1411527.0	1452338.0	821820.0	948230.0	1067367.0	1445612.0	1046954.0	1006253.0	1327050.0	809634.0
BritoIL_2016__W2.13.ST__bin.17	1067113.0	1020946.0	1040556.0	725069.0	740672.0	1058638.0	1018257.0	963929.0	841786.0	891270.0	1072488.0	729913.0	857365.0	934438.0	908838.0	891382.0	844310.0	659944.0	1043535.0	866858.0	1202935.0	1016454.0	1113491.0	964571.0	1019136.0	990962.0	680459.0	878189.0	743765.0	1068772.0	886509.0	1085818.0	1092749.0	599511.0	760345.0	832890.0	1092910.0	880486.0	746762.0	992038.0	659541.0
BritoIL_2016__WL.13.ST__bin.55	1639134.0	1592251.0	1592761.0	1059979.0	1099844.0	1612622.0	1535322.0	1486301.0	1275481.0	1324100.0	1638637.0	1070188.0	1226533.0	1408114.0	1278501.0	1368061.0	1179835.0	881936.0	1580301.0	1320780.0	1016454.0	1907150.0	1727361.0	1468082.0	1493502.0	1490478.0	965815.0	1250564.0	1089106.0	1661364.0	1350820.0	1704351.0	1730668.0	945112.0	1076226.0	1274758.0	1716223.0	1265749.0	1112131.0	1553709.0	948518.0
BritoIL_2016__WL.17.ST__bin.1	1829180.0	1749356.0	1747785.0	1177376.0	1209103.0	1805377.0	1681825.0	1654288.0	1390680.0	1448077.0	1788829.0	1179153.0	1345124.0	1572315.0	1341514.0	1517851.0	1281796.0	980665.0	1788919.0	1435580.0	1113491.0	1727361.0	2238830.0	1612199.0	1683965.0	1622028.0	1048197.0	1392514.0	1202243.0	1823903.0	1496395.0	1848319.0	1894855.0	1030681.0	1198095.0	1362540.0	1892771.0	1344528.0	1233743.0	1717210.0	1056244.0
BritoIL_2016__M2.32.ST__bin.1	1563089.0	1516777.0	1516513.0	1071877.0	1023850.0	1547881.0	1483417.0	1436661.0	1192237.0	1269853.0	1551043.0	1039920.0	1240227.0	1356025.0	1209638.0	1313783.0	1136827.0	901275.0	1507334.0	1273397.0	964571.0	1468082.0	1612199.0	1811287.0	1451236.0	1411268.0	921031.0	1217845.0	1049686.0	1586894.0	1295652.0	1575228.0	1617504.0	894973.0	1067647.0	1196830.0	1637714.0	1174394.0	1076277.0	1458117.0	939738.0
BritoIL_2016__W1.37.ST__bin.26	1597665.0	1511339.0	1515166.0	1068550.0	1096160.0	1576032.0	1510439.0	1516222.0	1259272.0	1305285.0	1596500.0	1090196.0	1216010.0	1399984.0	1242913.0	1363756.0	1164501.0	894429.0	1594030.0	1287974.0	1019136.0	1493502.0	1683965.0	1451236.0	1911160.0	1466182.0	961039.0	1244240.0	1109227.0	1639731.0	1347723.0	1636876.0	1688251.0	905983.0	1097749.0	1245335.0	1710437.0	1238463.0	1129122.0	1552681.0	933156.0
BritoIL_2016__M2.5.ST__bin.36	1558043.0	1472289.0	1489961.0	1027701.0	1052446.0	1533053.0	1465102.0	1431899.0	1206208.0	1280398.0	1570015.0	1025645.0	1197750.0	1380698.0	1217420.0	1304777.0	1165163.0	859855.0	1533941.0	1265752.0	990962.0	1490478.0	1622028.0	1411268.0	1466182.0	1825259.0	918425.0	1211234.0	1059821.0	1550718.0	1285493.0	1594717.0	1637780.0	888090.0	1058520.0	1203197.0	1610751.0	1194558.0	1049070.0	1493627.0	927287.0
BritoIL_2016__W2.46.ST__bin.8	1005915.0	966470.0	977525.0	666087.0	719181.0	990606.0	948339.0	910756.0	791383.0	820612.0	984924.0	691536.0	808473.0	901094.0	844379.0	864689.0	758582.0	619444.0	970777.0	799790.0	680459.0	965815.0	1048197.0	921031.0	961039.0	918425.0	1162017.0	811387.0	749244.0	1028221.0	839296.0	1022594.0	1051682.0	560005.0	730392.0	830920.0	1065857.0	807836.0	697329.0	975349.0	624530.0
BritoIL_2016__M1.64.ST__bin.18	1422448.0	1283530.0	1298416.0	910015.0	907871.0	1396112.0	1254894.0	1200693.0	1062152.0	1105729.0	1337378.0	903956.0	1071028.0	1193800.0	1005330.0	1119840.0	991761.0	821608.0	1306584.0	1088042.0	878189.0	1250564.0	1392514.0	1217845.0	1244240.0	1211234.0	811387.0	1516554.0	888039.0	1357952.0	1111402.0	1357157.0	1372754.0	797324.0	934746.0	1028795.0	1383664.0	1016566.0	956955.0	1265654.0	806104.0
BritoIL_2016__W2.53.ST__bin.13	1148100.0	1109565.0	1102189.0	775403.0	785021.0	1134990.0	1088784.0	1046462.0	890251.0	937373.0	1138060.0	771817.0	906535.0	1011878.0	955487.0	975165.0	810806.0	697691.0	1125895.0	929504.0	743765.0	1089106.0	1202243.0	1049686.0	1109227.0	1059821.0	749244.0	888039.0	1339093.0	1169234.0	964167.0	1167406.0	1189932.0	643687.0	833096.0	895407.0	1189928.0	894512.0	783486.0	1124804.0	711053.0
BritoIL_2016__W1.14.ST__bin.49	1752973.0	1678458.0	1685564.0	1143094.0	1158312.0	1751019.0	1665383.0	1581125.0	1354320.0	1423092.0	1751444.0	1143652.0	1334821.0	1536736.0	1318824.0	1458718.0	1266583.0	970094.0	1740250.0	1393184.0	1068772.0	1661364.0	1823903.0	1586894.0	1639731.0	1550718.0	1028221.0	1357952.0	1169234.0	2128909.0	1446960.0	1793625.0	1818632.0	980282.0	1167114.0	1331126.0	1862989.0	1334227.0	1221021.0	1676444.0	1031591.0
BritoIL_2016__WL.9.ST__bin.11	1442492.0	1355293.0	1370220.0	972505.0	953810.0	1428758.0	1352553.0	1306184.0	1094485.0	1148825.0	1425142.0	963126.0	1120858.0	1267305.0	1047701.0	1189397.0	1037450.0	810354.0	1420882.0	1157843.0	886509.0	1350820.0	1496395.0	1295652.0	1347723.0	1285493.0	839296.0	1111402.0	964167.0	1446960.0	1661462.0	1447447.0	1472258.0	815444.0	974333.0	1075055.0	1481218.0	1064674.0	1011890.0	1349799.0	835968.0
BritoIL_2016__M1.52.ST__bin.64	1770169.0	1699898.0	1695100.0	1150355.0	1175697.0	1737708.0	1667705.0	1630971.0	1347834.0	1459437.0	1755554.0	1165983.0	1332608.0	1546974.0	1346348.0	1468042.0	1256901.0	971375.0	1738397.0	1411527.0	1085818.0	1704351.0	1848319.0	1575228.0	1636876.0	1594717.0	1022594.0	1357157.0	1167406.0	1793625.0	1447447.0	2192883.0	1869879.0	995983.0	1172213.0	1379158.0	1846209.0	1356501.0	1213233.0	1688356.0	1019510.0
BritoIL_2016__W1.6.ST__bin.25	1824022.0	1723666.0	1726249.0	1170193.0	1180378.0	1786542.0	1697740.0	1662601.0	1408137.0	1462934.0	1809155.0	1178631.0	1363052.0	1587314.0	1357973.0	1509466.0	1280853.0	971536.0	1790611.0	1452338.0	1092749.0	1730668.0	1894855.0	1617504.0	1688251.0	1637780.0	1051682.0	1372754.0	1189932.0	1818632.0	1472258.0	1869879.0	2231612.0	1038719.0	1185133.0	1404189.0	1905125.0	1366571.0	1236157.0	1706134.0	1048921.0
BritoIL_2016__W1.2.ST__bin.40	982627.0	938048.0	950336.0	670147.0	647614.0	963356.0	925395.0	898391.0	796545.0	804247.0	979277.0	704969.0	774529.0	859372.0	668591.0	828882.0	729785.0	562317.0	986798.0	821820.0	599511.0	945112.0	1030681.0	894973.0	905983.0	888090.0	560005.0	797324.0	643687.0	980282.0	815444.0	995983.0	1038719.0	1121988.0	681869.0	751775.0	1024786.0	672541.0	735650.0	956993.0	550312.0
BritoIL_2016__M1.6.ST__bin.26	1176809.0	1119198.0	1108032.0	886521.0	769105.0	1154051.0	1100050.0	1035619.0	913047.0	956067.0	1150441.0	812911.0	936774.0	1028901.0	918147.0	977921.0	870455.0	724494.0	1132892.0	948230.0	760345.0	1076226.0	1198095.0	1067647.0	1097749.0	1058520.0	730392.0	934746.0	833096.0	1167114.0	974333.0	1172213.0	1185133.0	681869.0	1285549.0	879217.0	1210003.0	883969.0	829189.0	1081238.0	716092.0
BritoIL_2016__WL.1.ST__bin.13	1316166.0	1269487.0	1283397.0	867942.0	894100.0	1287959.0	1230540.0	1178525.0	1016809.0	1050353.0	1309401.0	877323.0	999649.0	1157693.0	1062900.0	1114894.0	956217.0	738304.0	1281489.0	1067367.0	832890.0	1274758.0	1362540.0	1196830.0	1245335.0	1203197.0	830920.0	1028795.0	895407.0	1331126.0	1075055.0	1379158.0	1404189.0	751775.0	879217.0	1575021.0	1367835.0	1061572.0	908442.0	1256726.0	806187.0
BritoIL_2016__M2.57.ST__bin.48	1817949.0	1727611.0	1718140.0	1195320.0	1198689.0	1786177.0	1693344.0	1658901.0	1392244.0	1460885.0	1788144.0	1178103.0	1386802.0	1553747.0	1380999.0	1515120.0	1293081.0	989219.0	1739681.0	1445612.0	1092910.0	1716223.0	1892771.0	1637714.0	1710437.0	1610751.0	1065857.0	1383664.0	1189928.0	1862989.0	1481218.0	1846209.0	1905125.0	1024786.0	1210003.0	1367835.0	2312139.0	1344301.0	1225079.0	1721426.0	1046122.0
BritoIL_2016__W1.18.ST__bin.39	1309950.0	1253553.0	1260907.0	836056.0	887698.0	1299530.0	1228108.0	1161498.0	998745.0	1055681.0	1298256.0	836107.0	999635.0	1135927.0	1187013.0	1062993.0	966971.0	732823.0	1289947.0	1046954.0	880486.0	1265749.0	1344528.0	1174394.0	1238463.0	1194558.0	807836.0	1016566.0	894512.0	1334227.0	1064674.0	1356501.0	1366571.0	672541.0	883969.0	1061572.0	1344301.0	1564878.0	893525.0	1222355.0	782192.0
BritoIL_2016__M1.48.ST__bin.68	1169298.0	1135077.0	1151667.0	809724.0	801915.0	1163474.0	1182643.0	1116343.0	943259.0	979511.0	1213085.0	812999.0	955956.0	1079184.0	878859.0	1020059.0	880448.0	712964.0	1195149.0	1006253.0	746762.0	1112131.0	1233743.0	1076277.0	1129122.0	1049070.0	697329.0	956955.0	783486.0	1221021.0	1011890.0	1213233.0	1236157.0	735650.0	829189.0	908442.0	1225079.0	893525.0	1438268.0	1148830.0	698179.0
BritoIL_2016__W3.17.ST__bin.69	1638928.0	1555344.0	1556232.0	1090660.0	1119304.0	1606136.0	1567825.0	1508936.0	1253945.0	1329072.0	1626153.0	1075265.0	1245582.0	1455793.0	1213041.0	1402114.0	1203360.0	905410.0	1604685.0	1327050.0	992038.0	1553709.0	1717210.0	1458117.0	1552681.0	1493627.0	975349.0	1265654.0	1124804.0	1676444.0	1349799.0	1688356.0	1706134.0	956993.0	1081238.0	1256726.0	1721426.0	1222355.0	1148830.0	2068871.0	950716.0
BritoIL_2016__W2.36.ST__bin.37	1019408.0	967644.0	983170.0	665364.0	699973.0	992735.0	951253.0	913130.0	816864.0	797578.0	1005094.0	690363.0	778525.0	880986.0	801485.0	856176.0	752519.0	612843.0	997223.0	809634.0	659541.0	948518.0	1056244.0	939738.0	933156.0	927287.0	624530.0	806104.0	711053.0	1031591.0	835968.0	1019510.0	1048921.0	550312.0	716092.0	806187.0	1046122.0	782192.0	698179.0	950716.0	1170876.0
