	HeQ_2017__SZAXPI029577-94__bin.45	LiSS_2016__FAT_015-22-42-0__bin.64	BackhedF_2015__SID341_M__bin.41	HMP_2012__SRS017521__bin.41	QinJ_2012__CON-085__bin.12	LiJ_2014__MH0372__bin.30	BackhedF_2015__SID383_4M__bin.9	ZeeviD_2015__PNP_DietIntervention_45__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.132	ZeeviD_2015__PNP_Main_454__bin.96	BackhedF_2015__SID229_M__bin.16	FengQ_2015__SID31873__bin.56	KarlssonFH_2013__S458__bin.49	VincentC_2016__MM063__bin.15	ZeeviD_2015__PNP_Main_381__bin.24	ZeeviD_2015__PNP_DietIntervention_54__bin.3	CosteaPI_2017__donald5-11-30-0__bin.8	ZeeviD_2015__PNP_DietIntervention_50__bin.4	BritoIL_2016__M2.46.ST__bin.28	XieH_2016__YSZC12003_37207R1__bin.21	XieH_2016__YSZC12003_37206__bin.17	VincentC_2016__MM062.2__bin.4	ZeeviD_2015__PNP_Main_129__bin.30	ZeeviD_2015__PNP_DietIntervention_37__bin.7	BackhedF_2015__SID229_12M__bin.33	NielsenHB_2014__V1_UC30_0__bin.41	XieH_2016__YSZC12003_37647__bin.4	ZeeviD_2015__PNP_Main_89__bin.1	ZellerG_2014__CCIS44093303ST-4-0__bin.47	XieH_2016__YSZC12003_37097__bin.86	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.45	XieH_2016__YSZC12003_37232__bin.33	LiJ_2014__MH0373__bin.56	BackhedF_2015__SID377_M__bin.41	QinJ_2012__T2D-092__bin.9	QinJ_2012__T2D-099__bin.65	KarlssonFH_2013__S58__bin.26
ZeeviD_2015__PNP_Main_381__bin.24	14256.0	12998.0	15845.0	11009.0	8448.0	17354.0	17173.0	16393.0	14248.0	15578.0	13825.0	9169.0	13984.0	15292.0	0.0	15074.0	7764.0	14083.0	10201.0	14982.0	14998.0	6516.0	12388.0	16385.0	46876.0	16455.0	17191.0	15573.0	19763.0	16624.0	18882.0	12855.0	16600.0	18328.0	18033.0	13111.0	19575.0	21531.0
ZeeviD_2015__PNP_DietIntervention_54__bin.3	5113.0	9144.0	11632.0	9263.0	11066.0	13614.0	16633.0	562.0	12143.0	12481.0	11833.0	7812.0	11365.0	12404.0	15074.0	0.0	6590.0	9705.0	9136.0	10432.0	13890.0	6455.0	10208.0	678.0	46056.0	12830.0	12852.0	11536.0	13163.0	9961.0	11531.0	15981.0	14102.0	17614.0	14567.0	15507.0	14694.0	14234.0
CosteaPI_2017__donald5-11-30-0__bin.8	5789.0	2305.0	6466.0	6492.0	6521.0	5644.0	6856.0	6924.0	1838.0	3733.0	5462.0	5469.0	6686.0	7027.0	7764.0	6590.0	0.0	1410.0	5746.0	6500.0	4344.0	4074.0	1937.0	6906.0	25417.0	9215.0	3746.0	7003.0	8000.0	5736.0	5033.0	9058.0	3564.0	6314.0	6025.0	7693.0	6136.0	7283.0
ZeeviD_2015__PNP_DietIntervention_50__bin.4	8612.0	3542.0	10037.0	9164.0	10801.0	7915.0	12306.0	10889.0	2361.0	6547.0	8487.0	6871.0	10573.0	10323.0	14083.0	9705.0	1410.0	0.0	7284.0	9346.0	6895.0	6150.0	3606.0	10506.0	40787.0	11537.0	6629.0	11237.0	12100.0	9896.0	8603.0	16374.0	6434.0	12410.0	9652.0	14905.0	10279.0	11727.0
BritoIL_2016__M2.46.ST__bin.28	7796.0	8056.0	9736.0	8436.0	8202.0	10899.0	12692.0	9451.0	7519.0	9437.0	10408.0	2633.0	1638.0	10330.0	10201.0	9136.0	5746.0	7284.0	0.0	10054.0	9651.0	5698.0	7331.0	9436.0	35770.0	4524.0	9572.0	2453.0	12257.0	9559.0	10106.0	12139.0	9858.0	13079.0	12025.0	10352.0	12091.0	11824.0
XieH_2016__YSZC12003_37207R1__bin.21	8299.0	13100.0	3499.0	4220.0	13821.0	11186.0	16228.0	12087.0	9002.0	10504.0	9149.0	9092.0	13608.0	5094.0	14982.0	10432.0	6500.0	9346.0	10054.0	0.0	8524.0	8022.0	11771.0	11766.0	46874.0	16957.0	12387.0	14987.0	14009.0	9135.0	10024.0	19570.0	11508.0	16524.0	10233.0	18413.0	11500.0	13962.0
XieH_2016__YSZC12003_37206__bin.17	11034.0	9227.0	9985.0	7451.0	12664.0	10474.0	13166.0	15155.0	6421.0	6622.0	7392.0	8362.0	13790.0	10306.0	14998.0	13890.0	4344.0	6895.0	9651.0	8524.0	0.0	7985.0	8257.0	14834.0	43770.0	16234.0	6659.0	14826.0	15466.0	14469.0	10593.0	18865.0	5384.0	13599.0	11825.0	18531.0	11480.0	16365.0
VincentC_2016__MM062.2__bin.4	8053.0	5360.0	8495.0	6302.0	1540.0	8865.0	7754.0	6987.0	6997.0	8096.0	8241.0	6056.0	7231.0	7995.0	6516.0	6455.0	4074.0	6150.0	5698.0	8022.0	7985.0	0.0	5921.0	6968.0	25707.0	10083.0	8523.0	7506.0	11627.0	7877.0	8593.0	4389.0	8424.0	8469.0	9924.0	2457.0	10737.0	11529.0
ZeeviD_2015__PNP_Main_129__bin.30	9567.0	2946.0	12503.0	10442.0	9582.0	10558.0	14650.0	10881.0	3289.0	7953.0	8913.0	7628.0	10770.0	12870.0	12388.0	10208.0	1937.0	3606.0	7331.0	11771.0	8257.0	5921.0	0.0	11057.0	44400.0	13480.0	8947.0	12283.0	14344.0	8426.0	9829.0	15280.0	8452.0	15664.0	10568.0	13186.0	11440.0	15301.0
ZeeviD_2015__PNP_DietIntervention_37__bin.7	5289.0	9817.0	13406.0	10036.0	11445.0	13924.0	18104.0	275.0	12578.0	13370.0	12746.0	8020.0	12018.0	13483.0	16385.0	678.0	6906.0	10506.0	9436.0	11766.0	14834.0	6968.0	11057.0	0.0	46756.0	15300.0	14574.0	12057.0	13213.0	11949.0	12158.0	16276.0	15688.0	18531.0	14906.0	15900.0	15142.0	14143.0
BackhedF_2015__SID229_12M__bin.33	44571.0	44142.0	48847.0	38097.0	42583.0	42760.0	37338.0	48463.0	43188.0	35419.0	39642.0	24911.0	45705.0	46697.0	46876.0	46056.0	25417.0	40787.0	35770.0	46874.0	43770.0	25707.0	44400.0	46756.0	0.0	43326.0	40766.0	44769.0	41245.0	47014.0	42900.0	47972.0	42369.0	40861.0	41722.0	47001.0	41051.0	44083.0
NielsenHB_2014__V1_UC30_0__bin.41	11702.0	13300.0	14026.0	13755.0	14906.0	14812.0	16391.0	15439.0	13476.0	14697.0	15405.0	4580.0	5665.0	17462.0	16455.0	12830.0	9215.0	11537.0	4524.0	16957.0	16234.0	10083.0	13480.0	15300.0	43326.0	0.0	16675.0	4840.0	17979.0	15357.0	14949.0	19327.0	16708.0	17024.0	16112.0	18294.0	19199.0	17760.0
XieH_2016__YSZC12003_37647__bin.4	13065.0	8674.0	13256.0	9432.0	12804.0	7169.0	10970.0	14328.0	7317.0	4391.0	6061.0	7623.0	14425.0	13054.0	17191.0	12852.0	3746.0	6629.0	9572.0	12387.0	6659.0	8523.0	8947.0	14574.0	40766.0	16675.0	0.0	13827.0	12089.0	14383.0	7954.0	18547.0	2772.0	10832.0	10277.0	18761.0	10182.0	12276.0
ZeeviD_2015__PNP_Main_89__bin.1	11187.0	11230.0	15832.0	11896.0	12350.0	15537.0	16316.0	12254.0	12077.0	12983.0	13753.0	2988.0	2503.0	15876.0	15573.0	11536.0	7003.0	11237.0	2453.0	14987.0	14826.0	7506.0	12283.0	12057.0	44769.0	4840.0	13827.0	0.0	16677.0	14808.0	14149.0	17913.0	14701.0	17330.0	16312.0	17487.0	16631.0	18252.0
ZellerG_2014__CCIS44093303ST-4-0__bin.47	13292.0	14118.0	14115.0	10209.0	16062.0	8604.0	12636.0	13472.0	13733.0	13050.0	11616.0	10176.0	17739.0	13159.0	19763.0	13163.0	8000.0	12100.0	12257.0	14009.0	15466.0	11627.0	14344.0	13213.0	41245.0	17979.0	12089.0	16677.0	0.0	15689.0	11180.0	20111.0	12981.0	12438.0	12728.0	21006.0	13998.0	4225.0
XieH_2016__YSZC12003_37097__bin.86	10297.0	10115.0	10855.0	9876.0	11167.0	10772.0	15908.0	11776.0	11922.0	13798.0	10201.0	8518.0	13513.0	12274.0	16624.0	9961.0	5736.0	9896.0	9559.0	9135.0	14469.0	7877.0	8426.0	11949.0	47014.0	15357.0	14383.0	14808.0	15689.0	0.0	12300.0	17044.0	13787.0	17005.0	11138.0	17742.0	13588.0	16197.0
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.42	9641.0	11146.0	11391.0	8469.0	12613.0	6600.0	12570.0	12183.0	10086.0	8736.0	5499.0	8362.0	13363.0	10897.0	18882.0	11531.0	5033.0	8603.0	10106.0	10024.0	10593.0	8593.0	9829.0	12158.0	42900.0	14949.0	7954.0	14149.0	11180.0	12300.0	0.0	18986.0	7549.0	12629.0	7737.0	19116.0	9431.0	12136.0
ZellerG_2014__CCIS33816588ST-4-0__bin.45	17771.0	15284.0	19587.0	15126.0	8409.0	19017.0	18894.0	16480.0	17312.0	17682.0	16266.0	11578.0	17824.0	19844.0	12855.0	15981.0	9058.0	16374.0	12139.0	19570.0	18865.0	4389.0	15280.0	16276.0	47972.0	19327.0	18547.0	17913.0	20111.0	17044.0	18986.0	0.0	18334.0	20589.0	18443.0	10447.0	20629.0	21259.0
XieH_2016__YSZC12003_37232__bin.33	12265.0	8737.0	11785.0	9858.0	11959.0	8455.0	11183.0	15593.0	6105.0	3371.0	4852.0	7810.0	14288.0	12926.0	16600.0	14102.0	3564.0	6434.0	9858.0	11508.0	5384.0	8424.0	8452.0	15688.0	42369.0	16708.0	2772.0	14701.0	12981.0	13787.0	7549.0	18334.0	0.0	11421.0	9377.0	18010.0	9044.0	13321.0
LiJ_2014__MH0373__bin.56	15763.0	15409.0	18359.0	12412.0	15164.0	13419.0	4203.0	18859.0	13009.0	11700.0	10739.0	9876.0	17598.0	16120.0	18328.0	17614.0	6314.0	12410.0	13079.0	16524.0	13599.0	8469.0	15664.0	18531.0	40861.0	17024.0	10832.0	17330.0	12438.0	17005.0	12629.0	20589.0	11421.0	0.0	14569.0	20568.0	12792.0	13744.0
BackhedF_2015__SID377_M__bin.41	12846.0	11978.0	12102.0	10586.0	14203.0	5337.0	13762.0	15199.0	10854.0	9780.0	7541.0	10371.0	15562.0	11834.0	18033.0	14567.0	6025.0	9652.0	12025.0	10233.0	11825.0	9924.0	10568.0	14906.0	41722.0	16112.0	10277.0	16312.0	12728.0	11138.0	7737.0	18443.0	9377.0	14569.0	0.0	18392.0	10272.0	12805.0
QinJ_2012__T2D-092__bin.9	16390.0	13972.0	18700.0	14476.0	4907.0	17049.0	18784.0	16351.0	16042.0	17014.0	15949.0	9979.0	15705.0	18959.0	13111.0	15507.0	7693.0	14905.0	10352.0	18413.0	18531.0	2457.0	13186.0	15900.0	47001.0	18294.0	18761.0	17487.0	21006.0	17742.0	19116.0	10447.0	18010.0	20568.0	18392.0	0.0	19393.0	22710.0
QinJ_2012__T2D-099__bin.65	11134.0	12490.0	11676.0	9801.0	14905.0	8209.0	12862.0	15384.0	11926.0	10125.0	7468.0	9369.0	16369.0	12458.0	19575.0	14694.0	6136.0	10279.0	12091.0	11500.0	11480.0	10737.0	11440.0	15142.0	41051.0	19199.0	10182.0	16631.0	13998.0	13588.0	9431.0	20629.0	9044.0	12792.0	10272.0	19393.0	0.0	14099.0
KarlssonFH_2013__S58__bin.26	13451.0	14283.0	15054.0	11450.0	16063.0	8863.0	13535.0	14766.0	13722.0	12769.0	10570.0	10314.0	18834.0	13490.0	21531.0	14234.0	7283.0	11727.0	11824.0	13962.0	16365.0	11529.0	15301.0	14143.0	44083.0	17760.0	12276.0	18252.0	4225.0	16197.0	12136.0	21259.0	13321.0	13744.0	12805.0	22710.0	14099.0	0.0
