	HeQ_2017__SZAXPI029577-94__bin.45	LiSS_2016__FAT_015-22-42-0__bin.64	BackhedF_2015__SID341_M__bin.41	HMP_2012__SRS017521__bin.41	QinJ_2012__CON-085__bin.12	LiJ_2014__MH0372__bin.30	BackhedF_2015__SID383_4M__bin.9	ZeeviD_2015__PNP_DietIntervention_45__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.132	ZeeviD_2015__PNP_Main_454__bin.96	BackhedF_2015__SID229_M__bin.16	FengQ_2015__SID31873__bin.56	KarlssonFH_2013__S458__bin.49	VincentC_2016__MM063__bin.15	ZeeviD_2015__PNP_Main_381__bin.24	ZeeviD_2015__PNP_DietIntervention_54__bin.3	CosteaPI_2017__donald5-11-30-0__bin.8	ZeeviD_2015__PNP_DietIntervention_50__bin.4	BritoIL_2016__M2.46.ST__bin.28	XieH_2016__YSZC12003_37207R1__bin.21	XieH_2016__YSZC12003_37206__bin.17	VincentC_2016__MM062.2__bin.4	ZeeviD_2015__PNP_Main_129__bin.30	ZeeviD_2015__PNP_DietIntervention_37__bin.7	BackhedF_2015__SID229_12M__bin.33	NielsenHB_2014__V1_UC30_0__bin.41	XieH_2016__YSZC12003_37647__bin.4	ZeeviD_2015__PNP_Main_89__bin.1	ZellerG_2014__CCIS44093303ST-4-0__bin.47	XieH_2016__YSZC12003_37097__bin.86	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.45	XieH_2016__YSZC12003_37232__bin.33	LiJ_2014__MH0373__bin.56	BackhedF_2015__SID377_M__bin.41	QinJ_2012__T2D-092__bin.9	QinJ_2012__T2D-099__bin.65	KarlssonFH_2013__S58__bin.26
BackhedF_2015__SID229_M__bin.16	0.8655859273950159	0.8935315783638625	0.9053994875521995	0.7468196824301851	0.8143947326278964	0.8854044765271807	0.8019127483708841	0.9013996846475074	0.9464633710688725	0.7607820372263763	1.0	0.4863606967319134	0.8788750785301618	0.9091978836891315	0.9161535002894837	0.8427937028049126	0.5745984183101541	0.8590864016556006	0.6902619519826556	0.8979680705601202	0.9623495608470171	0.4613212776703335	0.8798383818475222	0.8787528178469801	0.8122888924475542	0.8792621860333337	0.9599637837371734	0.8661781372029712	0.8899284297663189	0.8949654467288338	0.9536591975757277	0.7837596545904729	0.9733782751696868	0.8978975473952623	0.8856018797964991	0.8423915051922295	0.9392121115066705	0.9631872159055913
FengQ_2015__SID31873__bin.56	0.9602088513057433	0.9648118877158579	0.9579870289042189	0.8527650217533318	0.9220049773651843	0.9687079257476614	0.9031508822687705	0.9808373855429398	0.9678119517140031	0.7907538377755694	0.9535065549798406	1.0	0.9738380412220506	0.976419702251648	0.9521366324175964	0.9388642623489252	0.7291870182781118	0.9388956576654685	0.8330372915984925	0.9853492547838614	0.9868900403188315	0.5226402495203157	0.9328816432791683	0.9673458520145529	0.8956383452736162	0.975823794993413	0.9690931221314039	0.9682369959995122	0.9472256804029227	0.951178471506939	0.9729921789436442	0.8814844913173837	0.9799432227775436	0.9582158524613325	0.9447919396147312	0.9080479478934347	0.9777280416929803	0.980847649396425
KarlssonFH_2013__S458__bin.49	0.9444120177759645	0.9615026169202529	0.9433370141143597	0.7673116170362426	0.8318951751708671	0.9291383831658843	0.8404075125248655	0.9818916146293787	0.9557653251769465	0.759850028126723	0.8874449087832805	0.5015748788094295	1.0	0.961314483505364	0.9528599855152818	0.9108567906678363	0.5789530639781106	0.9194114191696444	0.7167093257889242	0.9636877632118634	0.9791053743030901	0.4640296684840458	0.943035067757571	0.9542440877130844	0.8601801789475289	0.9434694849155871	0.9594959641495452	0.9666898127777106	0.8771342647544019	0.9389735627462255	0.964559396206795	0.8132394925932963	0.9744359340419796	0.9525577281941711	0.8759460700795416	0.8661562912902314	0.9636877632118634	0.9601474344044085
VincentC_2016__MM063__bin.15	0.863905220124037	0.8806774758739606	0.8877236699390939	0.7379622882887894	0.7619398170036432	0.8417440275885085	0.7746739160664127	0.8937667213616264	0.8755702644825765	0.7211374697555414	0.8210671079344773	0.44977111549906834	0.8597485885919293	1.0	0.885222070806797	0.8218524904747337	0.5290755624774036	0.8282640376004672	0.6396498595544678	0.8941352170648275	0.9094752064966488	0.4245824178880329	0.870672748004561	0.8737984258975999	0.7741151931473704	0.8391036515838363	0.9016247184136608	0.8546213532830881	0.8296415162555274	0.8515665934310427	0.8858603331757376	0.7420527296493034	0.914659732458214	0.8732986622910699	0.816864032038268	0.7996723864616069	0.8639338654503991	0.9251956503601524
ZeeviD_2015__PNP_Main_381__bin.24	0.8306268011704149	0.8410406365582627	0.8425730371110283	0.688224778979641	0.7431894596141164	0.8098975464416056	0.7425275367281327	0.8597737630452379	0.8877999815163213	0.7196816554396949	0.8110182898453451	0.4299287287890928	0.8353668560380426	0.8677495521524625	1.0	0.7846119831487737	0.5088003301981052	0.7873531835682823	0.6239768207036829	0.8554846226971394	0.9178422295351192	0.44059119419012727	0.8331973410764861	0.8372874683657838	0.7494992640606134	0.8117197427224605	0.893989832886281	0.832926356171763	0.82466240706022	0.8542316582885804	0.8881742896392438	0.7345904597501541	0.9108113435262551	0.8343660657108406	0.8130730315223054	0.8175778147875427	0.8720621378746114	0.9013803055041287
ZeeviD_2015__PNP_DietIntervention_54__bin.3	0.9489998081467264	0.9491736651334473	0.9465468499588495	0.757179313396661	0.825332537640359	0.9323230346367466	0.8378884827941036	0.9925260777446024	0.9554659383312236	0.7571092564223446	0.8794676184131581	0.4997308591009633	0.9413137867947745	0.9496688843876747	0.9248921749251949	1.0	0.5740973014246311	0.9093061049511321	0.7148083411504705	0.9603066181666733	0.9594910007317419	0.443640610292655	0.931768684725298	0.9682024890793067	0.8611335796896477	0.9105587750698722	0.9489792409616059	0.9224334322165031	0.88193150291813	0.9290792039085365	0.9587717919770624	0.8198115338845982	0.9561803266518905	0.9384408081232668	0.8872532620680369	0.8491711906439875	0.9546313605225093	0.960614804581212
CosteaPI_2017__donald5-11-30-0__bin.8	0.927544125867724	0.9629563142274246	0.9497964208322274	0.8711035213237734	0.9290779380123042	0.9399005451451701	0.8894289707910819	0.9608031467953861	0.9752810241507647	0.7744876765686797	0.9542536308489055	0.617693615014686	0.9522007058911377	0.9729641955362436	0.9545185573880494	0.9136636118284074	1.0	0.9312428685918336	0.8230628269707492	0.970775227220537	0.9799617339697707	0.5261405266514564	0.9451995873692437	0.9536521760032814	0.8849241967432447	0.9528584192682402	0.9777548652122302	0.9483352333373737	0.9265238006831832	0.9442631385407253	0.9568947131812205	0.850973707319593	0.9871469713219578	0.9462301413776896	0.9396581220186175	0.9018206795110009	0.9690705937167403	0.9657109365050871
ZeeviD_2015__PNP_DietIntervention_50__bin.4	0.9118363543822143	0.9726951119846439	0.9347800100537352	0.7523641691921591	0.8187829947170704	0.9171391020466713	0.8176269409906138	0.9415329366784547	0.9765766213535549	0.7458858643098061	0.8775284546502929	0.4891887742936433	0.9300793540443635	0.9368561881747186	0.9085138402437559	0.8900940508688805	0.5727801094586271	1.0	0.6946332053862352	0.9445880642407259	0.9606023181472438	0.4438519647251046	0.9584833581740706	0.931312163446808	0.8364015680807118	0.908761408756061	0.9513925807460274	0.9110143765897705	0.8642730010651423	0.9039783347667351	0.959758949428705	0.791455457485849	0.950469310627075	0.9190548482219422	0.8696855345120572	0.8362361029759182	0.9499587595527786	0.9370213387070695
BritoIL_2016__M2.46.ST__bin.28	0.841105497939921	0.8568994997457823	0.8522701589449346	0.7290128393975133	0.8007754668846352	0.8484649244874272	0.7829563152658789	0.8672105419862756	0.8656254634664244	0.6855440315984637	0.8373275344538839	0.5154430281387861	0.8610140542632561	0.8592182794706742	0.8550420850861782	0.8309453799798941	0.6011945432653962	0.8249214838845369	1.0	0.866878060279307	0.8808979546397823	0.44375810424160733	0.8352937924171009	0.8514426904270298	0.7975978383458998	0.8516627260735516	0.867006196487723	0.8562778710262365	0.8199768458244967	0.8450101033345674	0.8711289696541331	0.7599242987717977	0.8752805080918202	0.8550065954657714	0.8258938994836821	0.7905451168336982	0.8716956828557862	0.8680869488228466
XieH_2016__YSZC12003_37207R1__bin.21	0.8522187433404914	0.8689736570332607	0.8817880541394139	0.693841559704714	0.7466897802840298	0.8456207071783355	0.7506852122026786	0.8911657350184964	0.8669365987465097	0.6834519067368271	0.7966400559535324	0.4458884535733215	0.8466878678097799	0.8783835767639843	0.8573359780120103	0.8164180450141796	0.5185856979711381	0.8203880683463655	0.6339833013676923	1.0	0.8895567977531159	0.42141042243824073	0.8596601806468535	0.8688367785190892	0.7587329038462589	0.831715926539132	0.8695711686310509	0.8343201700462819	0.7967058997098503	0.8512707025337551	0.8643861777289642	0.7283843963958057	0.8732985809441066	0.8370159391068199	0.7936254501144753	0.7763448792135906	0.8698107743335027	0.8623474801785704
XieH_2016__YSZC12003_37206__bin.17	0.8091856153702073	0.8392685471010631	0.8195505294736722	0.6688295594601056	0.7199059437856565	0.8050824919256947	0.7245425250197395	0.8426252953162302	0.874125951919465	0.7208189275583984	0.8084402749765351	0.42288145853879133	0.8145734873030837	0.8460299046812861	0.8710051462378031	0.7724269587110915	0.49570672550052414	0.7900132148515476	0.6100413209884337	0.8423401980882446	1.0	0.42917455297686	0.8304401052634847	0.8198783136731803	0.7280343192902683	0.7946084026586998	0.9156756390368991	0.8038383607375067	0.8048527584062288	0.8429075467461145	0.8882090305969863	0.707866665562842	0.9218251500253017	0.813879888693075	0.7955100032390356	0.7887333818326319	0.8754901240457521	0.8848217547294578
VincentC_2016__MM062.2__bin.4	0.7779429174110506	0.8096412966271336	0.785864956197938	0.7059278073139758	0.7644939624184766	0.78414085537786	0.71692621451172	0.8149050775952991	0.8602472072149637	0.6869105017327105	0.806078477797628	0.4658128672593039	0.8029811231408338	0.8215152069566715	0.8696555027013065	0.7428592952926236	0.5535746572246497	0.7592549344583396	0.6392028455197055	0.8299995695129039	0.8926736477324092	1.0	0.8148286661357326	0.7852633504810693	0.7338077659872145	0.7950983663014701	0.865510450074259	0.7868448524505478	0.7988333799694354	0.8168966185238598	0.8577950450935233	0.7187251124647539	0.880611399298306	0.7760702985428012	0.8039820056393809	0.823457241869175	0.8563028691964958	0.8558029660560925
ZeeviD_2015__PNP_Main_129__bin.30	0.88486719023001	0.9563383851690875	0.9116867357443703	0.7306261004677568	0.7776266901315365	0.8858469211631597	0.7837470645606769	0.9302521659030673	0.9664377389529303	0.7289330618269686	0.8410660343947969	0.45487129108695085	0.8927724530749215	0.9216412494984325	0.8997309567007796	0.8535652579403689	0.5440656655237454	0.8969895941859093	0.6582411180237225	0.9263023311885037	0.9449752138083184	0.4457790465345698	1.0	0.9071534194464226	0.8002076040426854	0.8726932679708354	0.9227516897267498	0.8861086341437997	0.8224655717898725	0.8824264002159647	0.9309957958120624	0.7563996772304702	0.9399055183756956	0.8944275153664379	0.8398372492640979	0.8190082520546236	0.9236213186860419	0.9108318263002999
ZeeviD_2015__PNP_DietIntervention_37__bin.7	0.8958418603633709	0.8977378113121524	0.8889854086325494	0.7173090218712204	0.7690742106344801	0.8696612156997519	0.7789730491162686	0.9567877461757169	0.8989930477001341	0.7102654791859874	0.82131518608642	0.46116855283131936	0.8832595619308478	0.9043450003252504	0.884006198755068	0.8671829801343947	0.5367026399397165	0.8521460483799939	0.6560200400317076	0.9153350108196138	0.9121734615222986	0.42003415992995313	0.8869449659005149	1.0	0.7900917206208196	0.8555620413753084	0.8949121622360651	0.880749952651597	0.8189466146035715	0.8684393678513266	0.8938517882729087	0.7472576783566852	0.9088910226852099	0.8734050496136427	0.8177005888471915	0.8110954146597564	0.8946024547484548	0.9006380089377667
BackhedF_2015__SID229_12M__bin.33	0.7762939170236121	0.7770151366494125	0.7778111390480629	0.6327025905928874	0.6954192890819112	0.7675846648821499	0.692565500046074	0.7834492559674272	0.779319678428475	0.6239345205401949	0.7387619277822483	0.4154908452722023	0.7747635309904572	0.7796134878993352	0.7700214069188349	0.7505263502841886	0.48461925625591507	0.7447053376694271	0.5979935810052878	0.7778245831420584	0.7881896995273	0.3819464303269632	0.7613239183596189	0.7688265630649845	1.0	0.7591919091201653	0.7792958711786914	0.7593288708277445	0.7278089123699949	0.7619689547861115	0.7892372185177831	0.6764275457162215	0.7937197035241171	0.7803394689750923	0.7368635096759665	0.7084589399163833	0.7779539825467652	0.7911056674978665
NielsenHB_2014__V1_UC30_0__bin.41	0.9422882918254089	0.9470514304162823	0.9363672719511426	0.7695597418853961	0.8511318598757506	0.9246841197739547	0.8385255106522858	0.9624207108204973	0.9566313044035326	0.7677897787403355	0.9054704578530895	0.5125805022432959	0.9622091778662318	0.9568663057815097	0.9442773993053981	0.8985976982550593	0.5908603809559451	0.9161812561505506	0.7230063177630913	0.9654497231835995	0.9740784917288078	0.46860067620774376	0.9401352225202994	0.942679960788704	0.8596337720765718	1.0	0.9712851150254046	0.9648496926746487	0.8961839391622344	0.9266056762505578	0.9649324664393613	0.8258094306909263	0.9802931840403302	0.9415677477892903	0.871636919382476	0.8694140790879537	0.9528278340579474	0.9621026185369468
XieH_2016__YSZC12003_37647__bin.4	0.8250003337079762	0.8504788042041865	0.8469049252627616	0.6839566553383932	0.7389474583465704	0.8096131924106797	0.74579167545431	0.8528556058935498	0.8923506122873947	0.7552198601630097	0.832175856094442	0.42850960678521754	0.8237381166589691	0.8654975318958084	0.8754481698119756	0.7883487862373492	0.5103767162601214	0.807412855499107	0.6195851876373208	0.8496971266408421	0.9449021434730724	0.42939673606902684	0.8367927726861356	0.8300371884168627	0.7427944438956802	0.8176192472081991	1.0	0.8216216071910064	0.8486017635799123	0.8579653424244285	0.9062440766834232	0.7200331572245107	0.9718128886029382	0.8504849444309478	0.8222786114544596	0.8008783193932388	0.8909383601323085	0.9255227869154438
ZeeviD_2015__PNP_Main_89__bin.1	0.9019175550646208	0.9170352690476333	0.9022787332277891	0.7374607971202061	0.8002281442064013	0.8884462115420502	0.8009080620985655	0.9302935174539347	0.9144164263828609	0.7319669762766143	0.8465471367601115	0.48268120609427956	0.935657314158786	0.9249056422048723	0.91957706037093	0.863933651571426	0.55809279870939	0.8716553397181607	0.6898858075040784	0.9191267915941802	0.9351850737104435	0.4401079320744268	0.9059489053291838	0.9209868591344967	0.815980628811182	0.9156883754808184	0.9263082174051757	1.0	0.8432209868591345	0.903458280912336	0.9298679291850015	0.7746160977107324	0.9425919348916164	0.9103444435749415	0.8392702997176791	0.8417187866821572	0.9058914178048795	0.937416552795218
ZellerG_2014__CCIS44093303ST-4-0__bin.47	0.7454705812161805	0.7388441564505502	0.7662170364874891	0.6236413818864753	0.6692302504267164	0.7272128289866201	0.6855139532350026	0.7552567820659815	0.7722735550010117	0.6623459800467961	0.7496044119096659	0.4069727264709392	0.7316929613854144	0.7738330799840208	0.784676862895653	0.7118907294903788	0.46993115470218055	0.7126948757723696	0.569373440345316	0.756438877100508	0.807009042754642	0.3850874963035211	0.7247155656779991	0.7380563524962257	0.6740629101794543	0.7330242125851487	0.824557071039839	0.7267324164336372	1.0	0.7599195334913956	0.8144323505455224	0.6553722159677512	0.8291165804587265	0.7580855611644038	0.746649304024363	0.7297853188829111	0.7857326291432989	0.8458921095091595
XieH_2016__YSZC12003_37097__bin.86	0.7111987557204534	0.7360687595860459	0.731097924186427	0.578974630011002	0.6365985759656068	0.7012534879058753	0.6301896538328357	0.737903956812795	0.7646674295536535	0.6166142781365734	0.6968847928742646	0.3777909242027335	0.7240921373081471	0.7342654558953163	0.7513944429470203	0.6932803437020099	0.4427395923958137	0.6891097243151523	0.5424193621100956	0.7471729857433496	0.7813031459016566	0.36403905495376154	0.718796611323788	0.7235209312720677	0.6523760444533544	0.7006381584816183	0.7706624551212387	0.7198116890528915	0.7024982950147286	1.0	0.7803842283826572	0.6360196962968008	0.7759232099573058	0.7095175107502798	0.7008554182081875	0.6918513694077203	0.7615991754681636	0.7824019141876837
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.42	0.8301584948417037	0.8496530691664395	0.8471979478002123	0.6697160223539409	0.7272181203523049	0.8219258698420346	0.7367158979300632	0.8451616319118126	0.8947058963681465	0.7178092926105453	0.8197902795831006	0.4266322692003251	0.8211533828734503	0.8432465631212921	0.862472699548103	0.789816567436418	0.49530683722444746	0.8076949550088552	0.617320333244207	0.8375603919087417	0.9088865121869217	0.42200661299673586	0.8372016805165444	0.8221138293169129	0.7459730344336464	0.8054722680355058	0.8986580752420309	0.8178749460609254	0.8311655340564037	0.8615159593478071	1.0	0.7179980462803879	0.9123277589671229	0.8364675796379001	0.8137596924877099	0.8107817261033353	0.8817478113310443	0.9132929705803712
ZellerG_2014__CCIS33816588ST-4-0__bin.45	0.9079659237014213	0.9270511475960186	0.9168140113705209	0.7549015182558149	0.8504528248924272	0.912754773509973	0.8230502363745233	0.9368245623562551	0.94636629270381	0.7792262657480162	0.8974660707522585	0.5148546030438466	0.9222302075567909	0.9409134219681962	0.9502065411879874	0.8996023632515373	0.5867483568743974	0.8872321082858386	0.7173383163701788	0.940144314351668	0.964876008285627	0.4710034791452291	0.9060648420137996	0.915508538469839	0.8516525058238479	0.9182460819944184	0.9511025991676287	0.9075649721379216	0.8909351798498741	0.935300100079203	0.956420408822486	1.0	0.9656687427752901	0.9264513071303082	0.8853920333004908	0.8810877107111548	0.9539984780062022	0.9558343213127796
XieH_2016__YSZC12003_37232__bin.33	0.814308434669538	0.8409409358406515	0.8376327023790894	0.6774142227523068	0.7229210198904742	0.7993218199391385	0.7348809363501705	0.8411148481607668	0.8842796780464421	0.744970450503098	0.8216551253702461	0.4219331251238053	0.8146047875020211	0.8549628441137309	0.8685082482272122	0.77348011290523	0.5017534209255254	0.7854556268824254	0.6090791589610598	0.8309395476615942	0.9262780735818087	0.4254204700779824	0.8299748412042739	0.8208742096607904	0.7366837494144431	0.803540948422649	0.9463032063816723	0.8141186648732988	0.8308956146539717	0.8411470830302649	0.8958787719346589	0.7118704387009763	1.0	0.8399437345552082	0.8111481176655924	0.7933604487509768	0.8831085644408836	0.9077679796483592
LiJ_2014__MH0373__bin.56	0.8614676729719988	0.8593443194939576	0.8862503702622287	0.7161447859891363	0.751748581871003	0.8403003696844648	0.8002782286373138	0.8788854282542421	0.8576028539854871	0.6980711980093349	0.8217262407201928	0.4472996011173112	0.8633311735290479	0.8849992996371924	0.8625704977874454	0.8230167684048159	0.5214320883409744	0.8234124663452419	0.6450426009417273	0.8634413714597505	0.8866364857738981	0.40646915402091394	0.8562849881952933	0.8552103469938371	0.7852174689930925	0.8367506435023664	0.8978561006673598	0.8524367975410361	0.8236477995220622	0.8338900066823349	0.890512296369866	0.7404365247236526	0.9106314510530948	1.0	0.8227741074883581	0.7806015566937351	0.8710075444716291	0.9014247098708317
