	HeQ_2017__SZAXPI029577-94__bin.45	LiSS_2016__FAT_015-22-42-0__bin.64	BackhedF_2015__SID341_M__bin.41	HMP_2012__SRS017521__bin.41	QinJ_2012__CON-085__bin.12	LiJ_2014__MH0372__bin.30	BackhedF_2015__SID383_4M__bin.9	ZeeviD_2015__PNP_DietIntervention_45__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.132	ZeeviD_2015__PNP_Main_454__bin.96	BackhedF_2015__SID229_M__bin.16	FengQ_2015__SID31873__bin.56	KarlssonFH_2013__S458__bin.49	VincentC_2016__MM063__bin.15	ZeeviD_2015__PNP_Main_381__bin.24	ZeeviD_2015__PNP_DietIntervention_54__bin.3	CosteaPI_2017__donald5-11-30-0__bin.8	ZeeviD_2015__PNP_DietIntervention_50__bin.4	BritoIL_2016__M2.46.ST__bin.28	XieH_2016__YSZC12003_37207R1__bin.21	XieH_2016__YSZC12003_37206__bin.17	VincentC_2016__MM062.2__bin.4	ZeeviD_2015__PNP_Main_129__bin.30	ZeeviD_2015__PNP_DietIntervention_37__bin.7	BackhedF_2015__SID229_12M__bin.33	NielsenHB_2014__V1_UC30_0__bin.41	XieH_2016__YSZC12003_37647__bin.4	ZeeviD_2015__PNP_Main_89__bin.1	ZellerG_2014__CCIS44093303ST-4-0__bin.47	XieH_2016__YSZC12003_37097__bin.86	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.45	XieH_2016__YSZC12003_37232__bin.33	LiJ_2014__MH0373__bin.56	BackhedF_2015__SID377_M__bin.41	QinJ_2012__T2D-092__bin.9	QinJ_2012__T2D-099__bin.65	KarlssonFH_2013__S58__bin.26
BackhedF_2015__SID229_M__bin.16	0.9962959352416626	0.9965892798058895	0.9965775242459379	0.9966602654056032	0.9953434903780342	0.9977155179909915	0.9956427550722194	0.9956648282586644	0.9974512888025254	0.9975457227043116	1.0	0.9946096064626468	0.9953778197016799	0.9964644646177181	0.9953527802811324	0.9956761572208138	0.9970725898040157	0.9969576185182702	0.995356454987104	0.9968623171456928	0.9976344865744633	0.9944986061266342	0.9968802678076399	0.9955331281315152	0.9849706100016985	0.9946044015894336	0.9980555993989393	0.9951102513351435	0.9959802611999695	0.9964897924913698	0.9982242295306851	0.9936086268213704	0.9984649043017165	0.9963167315871735	0.9973776737486747	0.9941693658650718	0.9975512923589042	0.9966204366702764
FengQ_2015__SID31873__bin.56	0.995906040774853	0.9955982918819336	0.9947180080569127	0.9946737296565572	0.9944339489822313	0.9942791041771452	0.9934761114977267	0.9951192908352359	0.9952850463354305	0.9940621077417837	0.9946096064626468	1.0	0.9979020016540956	0.9944838187482146	0.9941858769249889	0.9949763317833186	0.9954717487296636	0.9955816090505315	0.9980916943406017	0.9944290308033176	0.9948843253084577	0.9930040848012125	0.9950631985658165	0.9949944233382203	0.9832073202628479	0.997166288735379	0.995250783904126	0.9981367958500682	0.993513877344973	0.9945932393275508	0.994811254898189	0.9920698684452955	0.9951881548514613	0.9937772944336525	0.9933725573646666	0.99336501777263	0.9942145560510038	0.9936512665458557
KarlssonFH_2013__S458__bin.49	0.996788981914316	0.9963454110490837	0.9953391794397786	0.9955664040416239	0.9958276188308137	0.9950069044547958	0.9938303513117996	0.9961635054804803	0.9965024191871752	0.9945889713561703	0.9953778197016799	0.9979020016540956	1.0	0.9952746297953223	0.9954363441147963	0.9961200162778375	0.9964088497200826	0.9964239885329526	0.9992893080342035	0.9956089486064994	0.995620289588104	0.9951542257617468	0.9964486095333566	0.9960836338715812	0.9834771543325248	0.9981328353348635	0.9953249825800911	0.9991948361428823	0.9937111154678056	0.9955248357870069	0.9956919021752622	0.9931845069894747	0.9954403793216352	0.9942550986896872	0.9944754284010267	0.994361647282174	0.9947180246722361	0.993900205496422
VincentC_2016__MM063__bin.15	0.9971693411933772	0.995614295476737	0.9980701681835896	0.9989240589095648	0.99494361988344	0.9962688231479	0.9944692056528552	0.9957899217634907	0.9964872972231257	0.9953112116726842	0.9964644646177181	0.9944838187482146	0.9952746297953223	1.0	0.9951957167357892	0.9958025606275178	0.9963062389185854	0.9965337995674552	0.9955086741719199	0.9984155727981159	0.9968485107944468	0.9947631153012011	0.9958890693964694	0.9957086708528583	0.9832235549235743	0.9942124477779638	0.9959734383887338	0.9948336490981665	0.9955888791080009	0.9959914800171654	0.9965789592652219	0.9925627736162108	0.9960697412645545	0.9948664382252908	0.9959709900388057	0.9934064413006689	0.9959896305972707	0.9959449621038823
ZeeviD_2015__PNP_Main_381__bin.24	0.9953210278378495	0.9957867399324867	0.9948732351164467	0.9956390984591666	0.9969010606384079	0.994158448302907	0.9936948950421968	0.9948020396120539	0.995624804240083	0.9940989406655265	0.9953527802811324	0.9941858769249889	0.9954363441147963	0.9951957167357892	1.0	0.9947624004703207	0.9958399662224975	0.9951237686070141	0.9955430988155417	0.9952256275007935	0.9955452429027741	0.9959681536111199	0.995946669319153	0.9946650473503502	0.9829494634697092	0.9944734959546192	0.9947576347604403	0.9949028854518996	0.993466658071469	0.9946945945117903	0.9942042651231018	0.9952292626009815	0.9950313503831847	0.9940115123512557	0.9939535962908148	0.9956281481768001	0.9938805406507166	0.9934879931187042
ZeeviD_2015__PNP_DietIntervention_54__bin.3	0.998268571542739	0.9969041107207016	0.9960508178799627	0.9960685948080665	0.995691197559721	0.9953073926661724	0.9936206085831254	0.999818034408981	0.9959158125289673	0.9947023201384417	0.9956761572208138	0.9949763317833186	0.9961200162778375	0.9958025606275178	0.9947624004703207	1.0	0.9963111177537114	0.9965701090214084	0.9958926533072997	0.9965089783708588	0.9953478230725871	0.9953241579137994	0.9964793128589925	0.9997749606928025	0.9828125845497614	0.9954719255857027	0.995647799568505	0.9959810269354111	0.9952036053670938	0.9965545568847466	0.9961350257301839	0.9937355231236067	0.9952604644018933	0.9939682130925458	0.9947238467854655	0.9941314958195375	0.9950534862418985	0.9952381844482596
CosteaPI_2017__donald5-11-30-0__bin.8	0.9968079868150943	0.9987757783633033	0.9965182235940161	0.9961884251890376	0.9964103032718481	0.9969288515461034	0.9960576494022072	0.996314313865664	0.9990361455892124	0.9975348736465908	0.9970725898040157	0.9954717487296636	0.9964088497200826	0.9963062389185854	0.9958399662224975	0.9963111177537114	1.0	0.9992256240454169	0.9964295057295062	0.9965755535617667	0.9977328700956485	0.9960398195464164	0.9989519022136129	0.9962963300631704	0.9853102662265006	0.9950539025326274	0.9980405531226658	0.996223252532977	0.995583999505408	0.9968932106144305	0.9973099615869142	0.9945560781645726	0.9981534903384646	0.9965872576177285	0.9967206868868297	0.9956371402824148	0.9967616361548335	0.9961429180469386
ZeeviD_2015__PNP_DietIntervention_50__bin.4	0.9970289648329759	0.9988545068461164	0.9966223458223866	0.9961684221793332	0.9958503083550148	0.9972852091057826	0.9952654098290646	0.9963619123731731	0.9992394805275125	0.9972388459413524	0.9969576185182702	0.9955816090505315	0.9964239885329526	0.9965337995674552	0.9951237686070141	0.9965701090214084	0.9992256240454169	1.0	0.9967013588553842	0.9968875384312075	0.9977420656284426	0.9956412933239497	0.9988165175553178	0.9964513530356537	0.9846599208981921	0.9960064080241533	0.997808159571538	0.996119874034889	0.9955959210221249	0.9965563235622146	0.9971802641433368	0.9934919784480908	0.9978705687044426	0.9957523274917853	0.9965087918618535	0.9943930879809324	0.9965961784080685	0.9960630661419659
BritoIL_2016__M2.46.ST__bin.28	0.996537425649699	0.9964878964086387	0.995732426283976	0.9956770606472111	0.9961736318354578	0.9952012236681513	0.9939442173287376	0.9959287200776433	0.9967550514858835	0.994857475732811	0.995356454987104	0.9980916943406017	0.9992893080342035	0.9955086741719199	0.9955430988155417	0.9958926533072997	0.9964295057295062	0.9967013588553842	1.0	0.9956673000090929	0.9959071628678613	0.9952031747608533	0.9967212997445825	0.9958599054482433	0.9832462233746331	0.9980155840692282	0.9958756241285468	0.9989298107689045	0.9944158079515396	0.9957740115192338	0.9956661429100739	0.994032528838189	0.9957925466872387	0.9942854396462644	0.9945607555687234	0.995108124992321	0.9948182664784997	0.994911626958221
XieH_2016__YSZC12003_37207R1__bin.21	0.9973394450118842	0.9958812802615858	0.9989158801711416	0.9983383111807638	0.9949429550251937	0.9963859283182193	0.9940938469808487	0.9962944080112158	0.9971630660316708	0.9958010151277784	0.9968623171456928	0.9944290308033176	0.9956089486064994	0.9984155727981159	0.9952256275007935	0.9965089783708588	0.9965755535617667	0.9968875384312075	0.9956673000090929	1.0	0.9973820140309797	0.9947991426559771	0.996259031034692	0.9963001151850933	0.983121235505108	0.9944297901275527	0.9961081278766063	0.9950922828956547	0.9951959595169828	0.9970681724524393	0.9968316671455199	0.9926594644147189	0.9963997334526331	0.9946063965316949	0.9964772246878627	0.9935201132334962	0.9963878097688701	0.9955765319846012
XieH_2016__YSZC12003_37206__bin.17	0.9964722627905251	0.9971557290004979	0.9968480179604577	0.9971178903158252	0.9954490030678981	0.9966342365687594	0.9952988796365362	0.9953470021860339	0.9980996217297201	0.9976232998446639	0.9976344865744633	0.9948843253084577	0.995620289588104	0.9968485107944468	0.9955452429027741	0.9953478230725871	0.9977328700956485	0.9977420656284426	0.9959071628678613	0.9973820140309797	1.0	0.9951865955275425	0.9974276777759086	0.9953191979464299	0.9844462148902706	0.9947145278530772	0.9981186103313975	0.9952283710129814	0.9950286656920717	0.9955591104225091	0.9969145736225026	0.9931052781809191	0.9984889880513867	0.9956772705296273	0.9961543752477704	0.9939217293501653	0.9966076391946512	0.9952151137495965
VincentC_2016__MM062.2__bin.4	0.9944296803343436	0.9964376032247666	0.9941831801810438	0.9951961630285974	0.998916031125392	0.993916481839343	0.9941800200704493	0.9953862519950316	0.99562317932204	0.993657791805422	0.9944986061266342	0.9930040848012125	0.9951542257617468	0.9947631153012011	0.9959681536111199	0.9953241579137994	0.9960398195464164	0.9956412933239497	0.9952031747608533	0.9947991426559771	0.9951865955275425	1.0	0.9960898005276557	0.9952251144725355	0.9811487894145177	0.9931759993881883	0.9947010438750832	0.9948667832457166	0.9921678387626978	0.9948112362392694	0.9946094704697094	0.9967139594953768	0.9948524069458287	0.9941277948271343	0.9933578209583371	0.998394411480252	0.9932527670441942	0.9927508347009224
ZeeviD_2015__PNP_Main_129__bin.30	0.9968171132644568	0.9990931307889485	0.9959626899986567	0.9957926173771914	0.9963724908971554	0.9964912980336248	0.9944971813548729	0.9965565671116557	0.9989981251018553	0.9967880643453334	0.9968802678076399	0.9950631985658165	0.9964486095333566	0.9958890693964694	0.995946669319153	0.9964793128589925	0.9989519022136129	0.9988165175553178	0.9967212997445825	0.996259031034692	0.9974276777759086	0.9960898005276557	1.0	0.9964117716735384	0.9836655769693464	0.9954527192435322	0.9971455917306067	0.9959192406325759	0.9948657613502504	0.9971889636296731	0.9968919706025764	0.9940530330893442	0.9973527266258008	0.9948443784997681	0.9962955718623304	0.9952603279093934	0.9963536732916768	0.9950545579128366
ZeeviD_2015__PNP_DietIntervention_37__bin.7	0.9983006546447648	0.9968524784848293	0.9956594574677988	0.9959728872103456	0.9957166162728162	0.9953915662750292	0.993310532585658	0.9999172712384286	0.9959728788857253	0.9945818611084207	0.9955331281315152	0.9949944233382203	0.9960836338715812	0.9957086708528583	0.9946650473503502	0.9997749606928025	0.9962963300631704	0.9964513530356537	0.9958599054482433	0.9963001151850933	0.9953191979464299	0.9952251144725355	0.9964117716735384	1.0	0.9829666812751893	0.9948527014738432	0.9953125376912302	0.9960597292366979	0.9953560741481684	0.9960396689350159	0.9960849612988216	0.9937307335419236	0.9950318442694724	0.9938930749295418	0.9947530582813221	0.994357590371707	0.9951281647865604	0.9954800804592338
BackhedF_2015__SID229_12M__bin.33	0.983918872405231	0.9840884374609122	0.9824104778774319	0.9831351894054089	0.9828493799951992	0.9843972298879892	0.9848998764505934	0.9826743424898139	0.9844783547659839	0.9841003492904434	0.9849706100016985	0.9832073202628479	0.9834771543325248	0.9832235549235743	0.9829494634697092	0.9828125845497614	0.9853102662265006	0.9846599208981921	0.9832462233746331	0.983121235505108	0.9844462148902706	0.9811487894145177	0.9836655769693464	0.9829666812751893	1.0	0.9840159316808912	0.9853483671368684	0.9834865512162573	0.9841275399976757	0.982718548025741	0.9847756051963095	0.9801364511359265	0.9850489616599326	0.9853338635888873	0.9841412712374005	0.9814184167246505	0.9852204866067747	0.9843927298012368
NielsenHB_2014__V1_UC30_0__bin.41	0.9960615213122788	0.9955462044452899	0.99524949467033	0.9943314699234099	0.9944458645053257	0.9949198971495246	0.9938007183012508	0.9949124767397145	0.9955324583016181	0.9939293028343138	0.9946044015894336	0.997166288735379	0.9981328353348635	0.9942124477779638	0.9944734959546192	0.9954719255857027	0.9950539025326274	0.9960064080241533	0.9980155840692282	0.9944297901275527	0.9947145278530772	0.9931759993881883	0.9954527192435322	0.9948527014738432	0.9840159316808912	1.0	0.9945553331613678	0.9984091182505034	0.9936376057523773	0.9947438998845897	0.9950867662810643	0.9925777289624873	0.9945946890263905	0.9942659399392239	0.9941377270302741	0.9933267989901559	0.9936097717005317	0.9941457162861163
XieH_2016__YSZC12003_37647__bin.4	0.9957722250231209	0.9972772203414304	0.9958213652560517	0.996318440817531	0.9953741805283493	0.997636053855369	0.9960731377204654	0.9955149567178297	0.9978109579549554	0.9984478038244615	0.9980555993989393	0.995250783904126	0.9953249825800911	0.9959734383887338	0.9947576347604403	0.995647799568505	0.9980405531226658	0.997808159571538	0.9958756241285468	0.9961081278766063	0.9981186103313975	0.9947010438750832	0.9971455917306067	0.9953125376912302	0.9853483671368684	0.9945553331613678	1.0	0.995507245529178	0.9961968537923241	0.9955245541201297	0.9976568667884287	0.9931233368667673	0.9992385048432685	0.9965998459383666	0.9966634016031386	0.9937461707337724	0.9969490013987489	0.9964589966464886
ZeeviD_2015__PNP_Main_89__bin.1	0.9962667503174447	0.9963141814085735	0.994718767356565	0.9951448544272593	0.9953549181073943	0.9947364801528003	0.9938684359363168	0.9960354114692239	0.996024833844177	0.9946614439307694	0.9951102513351435	0.9981367958500682	0.9991948361428823	0.9948336490981665	0.9949028854518996	0.9959810269354111	0.996223252532977	0.996119874034889	0.9989298107689045	0.9950922828956547	0.9952283710129814	0.9948667832457166	0.9959192406325759	0.9960597292366979	0.9834865512162573	0.9984091182505034	0.995507245529178	1.0	0.99404726210465	0.9950668020564319	0.9954202189451905	0.9930397947491307	0.9953057804583034	0.994270284531785	0.9941501383209692	0.993746998562886	0.994474361649392	0.9941397238555172
ZellerG_2014__CCIS44093303ST-4-0__bin.47	0.9953747715571417	0.9950432878470673	0.9952213805893597	0.9957535927458769	0.9937741676408661	0.9969308915538877	0.9952184722269523	0.9953728795513012	0.9953871681787493	0.9948890813153037	0.9959802611999695	0.993513877344973	0.9937111154678056	0.9955888791080009	0.993466658071469	0.9952036053670938	0.995583999505408	0.9955959210221249	0.9944158079515396	0.9951959595169828	0.9950286656920717	0.9921678387626978	0.9948657613502504	0.9953560741481684	0.9841275399976757	0.9936376057523773	0.9961968537923241	0.99404726210465	1.0	0.9946444877206218	0.9964390969320495	0.9920398911842715	0.9959386921155687	0.9957439600880772	0.9955780190581542	0.9925334220535968	0.9953786957146135	0.9987043577432334
XieH_2016__YSZC12003_37097__bin.86	0.9965280716383206	0.9967046728813637	0.9964395465842115	0.9959095359667594	0.9957934904009689	0.9963164010431165	0.9939466561439652	0.9961730834788413	0.9962612402697225	0.9946339638432299	0.9964897924913698	0.9945932393275508	0.9955248357870069	0.9959914800171654	0.9946945945117903	0.9965545568847466	0.9968932106144305	0.9965563235622146	0.9957740115192338	0.9970681724524393	0.9955591104225091	0.9948112362392694	0.9971889636296731	0.9960396689350159	0.982718548025741	0.9947438998845897	0.9955245541201297	0.9950668020564319	0.9946444877206218	1.0	0.9962203841749022	0.9935738332401431	0.9957390929184942	0.9942526909776205	0.9961890801990246	0.9938504859093565	0.9957216126258398	0.9950357264031497
VogtmannE_2016__MMRS44197125ST-27-0-0__bin.42	0.9969255534944444	0.9965271719352121	0.9964405505381828	0.9966522939435337	0.9954084472484721	0.997874225662541	0.9954830934018667	0.9961838947390182	0.9970156858463443	0.996778119537076	0.9982242295306851	0.994811254898189	0.9956919021752622	0.9965789592652219	0.9942042651231018	0.9961350257301839	0.9973099615869142	0.9971802641433368	0.9956661429100739	0.9968316671455199	0.9969145736225026	0.9946094704697094	0.9968919706025764	0.9960849612988216	0.9847756051963095	0.9950867662810643	0.9976568667884287	0.9954202189451905	0.9964390969320495	0.9962203841749022	1.0	0.9929997090893539	0.9978094941843797	0.9960030775258641	0.9974830053248247	0.9937583567199048	0.9971684826387545	0.9964821985215726
ZellerG_2014__CCIS33816588ST-4-0__bin.45	0.9930980189283073	0.9941861371857085	0.9924661298939673	0.9929341364917796	0.9965132117719012	0.9926528426625786	0.9919047733302256	0.9937965914377905	0.9935491131148408	0.9919979870516008	0.9936086268213704	0.9920698684452955	0.9931845069894747	0.9925627736162108	0.9952292626009815	0.9937355231236067	0.9945560781645726	0.9934919784480908	0.994032528838189	0.9926594644147189	0.9931052781809191	0.9967139594953768	0.9940530330893442	0.9937307335419236	0.9801364511359265	0.9925777289624873	0.9931233368667673	0.9930397947491307	0.9920398911842715	0.9935738332401431	0.9929997090893539	1.0	0.9933048471022667	0.9921631036682567	0.9926543978422419	0.9958187715425119	0.992374612104735	0.9921568294686869
XieH_2016__YSZC12003_37232__bin.33	0.9960845394696938	0.9972991462186038	0.9963425348762653	0.996216979155394	0.9956996060279593	0.997250231234251	0.9960440975409589	0.9951807593835031	0.9982052653194055	0.9988236841820592	0.9984649043017165	0.9951881548514613	0.9954403793216352	0.9960697412645545	0.9950313503831847	0.9952604644018933	0.9981534903384646	0.9978705687044426	0.9957925466872387	0.9963997334526331	0.9984889880513867	0.9948524069458287	0.9973527266258008	0.9950318442694724	0.9850489616599326	0.9945946890263905	0.9992385048432685	0.9953057804583034	0.9959386921155687	0.9957390929184942	0.9978094941843797	0.9933048471022667	1.0	0.9964652543571519	0.9969948373504189	0.994098704008556	0.9973377386438834	0.9961852489611168
LiJ_2014__MH0373__bin.56	0.9948430066354209	0.9949463643602752	0.9941616614603193	0.9951153031664343	0.9943149035081964	0.9954992770468496	0.9985198181661945	0.9939523997194739	0.995724820262689	0.9952762943861787	0.9963167315871735	0.9937772944336525	0.9942550986896872	0.9948664382252908	0.9940115123512557	0.9939682130925458	0.9965872576177285	0.9957523274917853	0.9942854396462644	0.9946063965316949	0.9956772705296273	0.9941277948271343	0.9948443784997681	0.9938930749295418	0.9853338635888873	0.9942659399392239	0.9965998459383666	0.994270284531785	0.9957439600880772	0.9942526909776205	0.9960030775258641	0.9921631036682567	0.9964652543571519	1.0	0.9950094798986756	0.9925739249738239	0.9958608304548654	0.9957028514257129
