	HMP_2012__SRS063932__bin.66	HMP_2012__SRS078182__bin.26	HMP_2012__SRS020226__bin.2	HMP_2012__SRS042643__bin.14	HMP_2012__SRS015762__bin.18	HMP_2012__SRS017511__bin.3	HMP_2012__SRS014271__bin.2	HMP_2012__SRS021496__bin.61	CM_cf__CF_TNFC002SA_t1M15__bin.5	HMP_2012__SRS024289__bin.40	CM_periimplantitis__SP_344SPT_T016__bin.26	CM_periimplantitis__SP_282SPT_T016_R__bin.15	HMP_2012__SRS018300__bin.10	HMP_2012__SRS013252__bin.53	HMP_2012__SRS018443__bin.5	HMP_2012__SRS011115__bin.26	CM_periimplantitis__SP_283SPT_T016__bin.9	HMP_2012__SRS058808__bin.22	HMP_2012__SRS017304__bin.36	HMP_2012__SRS022602__bin.56	HMP_2012__SRS022536__bin.33	HMP_2012__SRS018665__bin.34	CM_cf__CF_TNFC022IS_t3M16__bin.14	HMP_2012__SRS049318__bin.75	HMP_2012__SRS024355__bin.9	HMP_2012__SRS015893__bin.10	HMP_2012__SRS063603__bin.69	HMP_2012__SRS022143__bin.95	HMP_2012__SRS022725__bin.68	HMP_2012__SRS012279__bin.14	HMP_2012__SRS056622__bin.20	HMP_2012__SRS047824__bin.23	HMP_2012__SRS013723__bin.46	HMP_2012__SRS018439__bin.57	HMP_2012__SRS062544__bin.37	HMP_2012__SRS018739__bin.85	HMP_2012__SRS063999__bin.35	HMP_2012__SRS019980__bin.38	HMP_2012__SRS052604__bin.10	HMP_2012__SRS016575__bin.43	HMP_2012__SRS055378__bin.27	HMP_2012__SRS024087__bin.39	HMP_2012__SRS015574__bin.56	HMP_2012__SRS023595__bin.81
CM_periimplantitis__SP_344SPT_T016__bin.26	0.5693602733479798	0.5484014235886989	0.7983294743262529	0.8513445333364916	0.39329243378003065	0.8568476156073643	0.8135004056398747	0.5165536599375847	0.7085598896185801	0.8766463945425153	1.0	0.8066057121200457	0.7895415973328438	0.8759772367930171	0.8488633200883525	0.8387081110209689	0.8223996115332003	0.5899069693075698	0.8434324831674256	0.49978622482516033	0.8094315712179263	0.7135886397148086	0.6745009445191243	0.576198710242851	0.8033481574474889	0.7492050050630963	0.6307800721269149	0.83491996754881	0.7593465941054901	0.838952087120786	0.8332660227750505	0.7929685140552736	0.6488769401133423	0.6714565728464076	0.5749735001687699	0.5335094066998679	0.8450834670661874	0.8522221366858334	0.4699210630725592	0.5007419952744435	0.8621209339784093	0.883003985337747	0.47985006129011243	0.4516583860862562
CM_periimplantitis__SP_282SPT_T016_R__bin.15	0.6156748011361478	0.5587221955873962	0.8039926026176797	0.8922705933499516	0.41163376434091764	0.8716967913250993	0.8434995212433465	0.5368021557677107	0.7479613187858034	0.9350588828236946	0.6086026963181536	1.0	0.8485288118569011	0.9380248059840337	0.9044189038058809	0.8352071789817116	0.869221912086606	0.6079646519865832	0.8943634502470634	0.5405330172303247	0.85308046284129	0.7544436347258755	0.6864338281453508	0.6247204646464014	0.8465650829792738	0.8069192065194906	0.6837216929264207	0.860891144185955	0.7956564729999567	0.8727713687882832	0.8487075357593018	0.8192980708095166	0.7138076278467925	0.695356172162948	0.5951438928478715	0.5993997557737873	0.902847920703779	0.9034721139329133	0.5208863454491756	0.5093515047882368	0.8946587914957805	0.9361115666088345	0.48695784662718955	0.4808378933992348
HMP_2012__SRS018300__bin.10	0.5986993722835812	0.5755299627098287	0.7862827388096513	0.9179220555404612	0.41360875831027427	0.8806011094727235	0.8667261058457025	0.5507791720192703	0.7096171888257861	0.9135445710311378	0.5861665862127483	0.8349107577000555	1.0	0.9101268182365732	0.8907844652716045	0.8433109381278593	0.829421426417198	0.5901185002686193	0.8797961306501292	0.5115866831619181	0.8419528935713363	0.7430332621997596	0.6778735018205447	0.6170160476990619	0.8465897650305945	0.7665222892524995	0.6750224435657528	0.8819121126671398	0.7910989829393729	0.8827008248505008	0.8982315085681225	0.8480414526724329	0.6809052516624945	0.7009022269468749	0.607876834283393	0.5967205576028074	0.8769389174507627	0.8715485049199989	0.5014050859186299	0.4961289795013967	0.8887876253960048	0.9109981825327949	0.465209175791372	0.47112012077759813
HMP_2012__SRS013252__bin.53	0.5719454324833885	0.5184092579612668	0.7780504223147521	0.8636347589257699	0.37690118989110216	0.8477437606778615	0.8168380082880237	0.5074504549210289	0.6896794787121076	0.9247136141519174	0.586775735059324	0.8327623268188213	0.8211740084339982	1.0	0.8852389956790733	0.7933130952281785	0.822254537607691	0.575175516573469	0.8564268677307737	0.4957431355258873	0.8212374756395016	0.7238692623167038	0.6479846980567532	0.5830395000053551	0.8156543449053882	0.7499737206102213	0.6406090154372077	0.8454121342156862	0.7593434634926717	0.8480210330319038	0.8382538267749893	0.7889497248498306	0.6615734234250316	0.6613616016266645	0.5461309399850138	0.5731647961691195	0.8670512779320163	0.8686026544365362	0.4990148699695794	0.4799378180054082	0.8663995490655049	0.9122744385433166	0.4558044131128007	0.45357235082925856
HMP_2012__SRS018443__bin.5	0.549247509641629	0.5030314136622992	0.7514818661380922	0.8446486584045241	0.37257851040789314	0.818293289172878	0.7948145767499003	0.5012808009676459	0.6768601694646917	0.8950059844594038	0.5673627690631946	0.8011615867366648	0.801954369288641	0.8832919592930105	1.0	0.7754719490339372	0.797283957849141	0.560678539538595	0.8423427417056659	0.48187286665104584	0.794033272327733	0.7184683900221014	0.6304821922752978	0.5693461107346637	0.802083003502017	0.7314374893134653	0.6240849159959218	0.8269355293238511	0.7355430976068495	0.8243573038902152	0.8116518057868772	0.7695393391130334	0.6410159490592683	0.657995665224908	0.5382292966202054	0.5615405866670045	0.83600760564629	0.8298232684647486	0.48277172295435977	0.46538908485266833	0.8543080983351171	0.874247588801145	0.4473795033848609	0.4339405923664896
HMP_2012__SRS011115__bin.26	0.5975259755476106	0.5746468940212051	0.8093086035835259	0.9114616246450724	0.42201668569958456	0.8727244268872836	0.8684380848461842	0.5810786559506617	0.7162882346882462	0.9113055532192318	0.6370223910772121	0.8407473257588467	0.8627511479345723	0.8995165383987431	0.8812251471996423	1.0	0.8414939498709375	0.607205552364662	0.8786515428807367	0.5261442126961181	0.8415614159051625	0.7636165572442554	0.6763433949178286	0.6197407415236799	0.8426336760757797	0.7857067359437891	0.6732008270436249	0.8822150988085049	0.7935157045185601	0.8754226184827248	0.869623238180738	0.8420116392402245	0.6819061943264664	0.718955391907944	0.6073238428113367	0.6001382603928053	0.881446885565462	0.8785575402063831	0.5053273429491922	0.5044453369950899	0.8772873796687057	0.9068973225429657	0.48950610814985196	0.4766731688931208
CM_periimplantitis__SP_283SPT_T016__bin.9	0.5954083003969985	0.5470106145325243	0.8060422201953709	0.8760932880376113	0.41042154102391243	0.8496358276823835	0.8366600133067199	0.5354068904134336	0.7290716580084864	0.9121214524593197	0.6119231735205086	0.8571801209942147	0.8312721136094258	0.9133578317977731	0.887572757355047	0.8243680409600226	1.0	0.6062669363260235	0.882256678695589	0.5236405775645178	0.8400417707631096	0.7417192105854516	0.6776182733870009	0.6182072940212291	0.8386657149277603	0.7810172150180874	0.6704802315898005	0.8436619035659365	0.7836433094076747	0.8537349142774054	0.8358325292020815	0.8050045604155927	0.6999017417703225	0.7010530814750191	0.5833908342255886	0.5997387124206334	0.8829303864676827	0.8784254889778941	0.5221446731261539	0.5026913061294629	0.8864090802941578	0.9122170669698131	0.4839068000863615	0.4740382369918001
HMP_2012__SRS058808__bin.22	0.6294077315392993	0.6173205812639974	0.859729562935699	0.898603543120054	0.4615994971562818	0.8815545532790446	0.8601304171611276	0.6139082462437359	0.7736347012906618	0.9079100843379531	0.6318337875713625	0.8630283648762902	0.8513585596648047	0.9196877142619747	0.8984836674102343	0.8562709267153484	0.8727084870099763	1.0	0.9089750119400013	0.619557626917615	0.8953700702699994	0.7939070157734869	0.7124701817100112	0.6897870335074808	0.8713086685360512	0.8485538486128351	0.7408528173645991	0.8738032249737256	0.8218501071587364	0.8710651115383224	0.8663671253868211	0.8435247771675463	0.7206249012928183	0.7647207688789972	0.63146464649668	0.6293690414953892	0.8914033893746991	0.8861783306578005	0.5963854619305825	0.5914870486663669	0.8955882567471314	0.9078263616199839	0.5976083210233453	0.5263659963986546
HMP_2012__SRS017304__bin.36	0.5847903055231598	0.5373073498614298	0.7897324321048034	0.8950662336088016	0.39226097170493546	0.8590839739329262	0.8374122702515163	0.5370377337195741	0.7150817835630295	0.9252552993157184	0.5953692905124379	0.8367150303683918	0.8365118777405749	0.9024996969430964	0.8896145534195269	0.8165991581288222	0.836983810491203	0.5990578065368329	1.0	0.5106625868937295	0.8409858336572907	0.7324705616793951	0.652728557156532	0.608070091836692	0.8355517098679508	0.7921752797528727	0.6616969514565542	0.8388351746652789	0.7820000919620949	0.8554117602798992	0.8304386173917042	0.8099139318393673	0.675633806938122	0.6826145659598125	0.5660889775069076	0.568180279146759	0.8871863361047365	0.8746146997228597	0.5174974605921523	0.49901893165126304	0.8828733138540896	0.9043518971362168	0.47391160770642354	0.46990247837845744
HMP_2012__SRS022602__bin.56	0.7307473725006013	0.6792175941740821	0.8857970272990332	0.9389275850289596	0.5182710969704676	0.9215526181551362	0.9114094977535474	0.6602196361252254	0.8148051414889853	0.9547775988921687	0.6464268918685002	0.9265839673900556	0.89126801642752	0.9572216596942128	0.9324907667963119	0.8959753801659602	0.9102368693963147	0.748165231071358	0.9356923256031262	1.0	0.9300375149163536	0.8603162956279574	0.7686751214371169	0.7703532590796361	0.9229113658401334	0.8754961267265823	0.8014658237426988	0.9135134886727624	0.8712529124228141	0.9147090947247808	0.896244985118113	0.882443815706633	0.7945365169184767	0.810452400173405	0.6941293521668732	0.6788147185921719	0.9467943818004403	0.9420854862156809	0.6144848324236719	0.6425413636802302	0.9389344783373953	0.95724233961952	0.6377673646269112	0.581278233842468
HMP_2012__SRS022536__bin.33	0.6052746692263146	0.5445444257705065	0.8034395858754191	0.8929822495267071	0.4029484062118687	0.881889310577497	0.8389148533367808	0.5493459792689773	0.7303838055045416	0.9177657036699896	0.6051768229079041	0.8453169246680752	0.8478985621461372	0.9166247536132299	0.8882143445359251	0.828407664067467	0.844090525111527	0.6250077480116388	0.8907477229700652	0.5376101767255044	1.0	0.7561160590159406	0.6696805694035891	0.6360382601242162	0.8633002810535879	0.7979584210703413	0.6800243863132038	0.8562637582549529	0.7912238493538601	0.8653811756080196	0.8453753668130082	0.8162942012995408	0.6833985346960388	0.6967583204790131	0.5745509252454127	0.5845533868993963	0.9075192903352631	0.8923185769869001	0.5402754927292659	0.512110806306793	0.8817516173420866	0.9135503425949375	0.4935465704201282	0.4840492791249971
HMP_2012__SRS018665__bin.34	0.6186877215220633	0.5922431881423117	0.8147117181855015	0.8679623119278612	0.41968075530871873	0.8672531437721894	0.838766900394605	0.586464211556267	0.7242684781697709	0.9077406943996048	0.5976006312092508	0.8373698887201102	0.8381569165963697	0.9049903121678874	0.9002180568098244	0.8419660918437232	0.8348119241418197	0.620745301017086	0.8689948210887765	0.5570396841573322	0.8469337403859363	1.0	0.693641340436917	0.6481400205410804	0.8550569392599954	0.8007485443455742	0.7140559608063093	0.8835402071068568	0.8102280893075792	0.8525837773073133	0.8662062528794459	0.8388665806738288	0.7084470853932685	0.7379841870378939	0.6012134214288796	0.6327733880434249	0.889578054865811	0.8704984559475156	0.5175340586685393	0.5252828365932752	0.882438268895736	0.8967133775398014	0.5267140668710856	0.5138825865495101
CM_cf__CF_TNFC022IS_t3M16__bin.14	0.6562455634641835	0.6089198646636523	0.8304241015908495	0.8933368768832207	0.449939407568432	0.8881135480588275	0.8522226121641436	0.5856000127204355	0.7618944590010143	0.924764302823596	0.6468244909270358	0.8724287967944503	0.8756015232721504	0.9276610412812204	0.9045938944181139	0.853939870955725	0.8733232024150656	0.6378980388950031	0.886748372749647	0.5699169650858118	0.8589530854438466	0.7942838678755624	1.0	0.6565158727184138	0.8644898821428937	0.7981522431692964	0.7308162771601173	0.9088098101815728	0.8127421283787237	0.894652646929548	0.8958650634374933	0.8455949245462382	0.7249779379946915	0.7398125780120458	0.6419924290693753	0.6802826435336461	0.8918939024819614	0.888529801595279	0.5045748137648741	0.5447850189613992	0.9038193107568319	0.9231424472982136	0.5370817730924173	0.5151146031735215
HMP_2012__SRS049318__bin.75	0.6866311145920918	0.6377374137593439	0.8840353524300957	0.9186218388024403	0.47431816931131615	0.904860447229229	0.8925599157397915	0.6320494657590522	0.7749603590529173	0.9490202703135058	0.6226226629758034	0.8946760192426564	0.8980552580084952	0.9405270614252312	0.9204621513740275	0.8816959286603727	0.8977858659387322	0.6959024250405368	0.9308295867999166	0.6435872529559541	0.91925020700317	0.836292806783817	0.739765340950538	1.0	0.9119132723905763	0.8477730042270879	0.7708049383853625	0.8970679136767986	0.8510133876980608	0.8973609815341654	0.8847437063997573	0.8717668152482311	0.7861116550143399	0.7925866629809224	0.66029532025662	0.6818812396898344	0.9296515563950862	0.9196219808571658	0.5508383148470224	0.5970547320220786	0.918451629086153	0.9312083994015785	0.5754726519057729	0.5671944447643875
HMP_2012__SRS024355__bin.9	0.6121175074547011	0.5568328147807651	0.7996608094384694	0.8990673146098843	0.4066643055126445	0.8751125352898701	0.8594717368533736	0.5495525406268466	0.7182772381944884	0.9168703863855682	0.6013433754780118	0.8398592350304239	0.8535828886961155	0.9114766713402149	0.898286715317078	0.8304503760928279	0.8437108121202558	0.6089357120408659	0.8860453580938306	0.5341258418260261	0.864327764821967	0.764276744391188	0.6747994976859065	0.6317127217294286	1.0	0.8117585470303317	0.6836467329415118	0.8724803952554102	0.8207188162550827	0.8738846760956205	0.8701075684442847	0.8368494285578771	0.6931699556596551	0.7016093820854014	0.5795623945293332	0.5922164365575793	0.890668669067124	0.8854043889982043	0.5239434759230996	0.5095775233503801	0.8939954139237459	0.9358077872869144	0.4899016338506152	0.49061973200754094
HMP_2012__SRS015893__bin.10	0.6312771198973648	0.5845429136579483	0.8138542888311111	0.9099743704479274	0.43078997318109635	0.8709894722885952	0.8587986184023888	0.57222581302418	0.7650197071660384	0.9337282565567881	0.6166958642735353	0.8802941987913458	0.8498633707979087	0.9215885837844583	0.9007919911793006	0.8515045785162156	0.8640064185991193	0.6521244061772192	0.9237523263034855	0.557172228835147	0.8785135834676229	0.7870519580919291	0.68509722949319	0.6457989079412616	0.8926444452893391	1.0	0.7086965973820617	0.8737030462024101	0.8423319480311844	0.8646069436686038	0.85095036016881	0.823252116217199	0.7198375072750297	0.7328326358078671	0.6083947750419442	0.6100910633875658	0.9185108928033504	0.8945576440699612	0.5479113718585763	0.5325945705124643	0.8910841524748749	0.9221944706849203	0.5257596983336404	0.5158359240725738
HMP_2012__SRS063603__bin.69	0.6669725437940596	0.6194523887801089	0.8547518118419254	0.9137321761596224	0.4698447242014367	0.9034025678549712	0.884176532028361	0.6068807806558417	0.770512436320048	0.9402038340349888	0.6198183939414217	0.8904166581808555	0.8934261632592497	0.9397237795706277	0.9175022038864046	0.8709380846117815	0.8854386388564812	0.6796715845579572	0.9211058127322082	0.608886535490572	0.8937351437690385	0.837829455560049	0.7488430687408899	0.7009359607344542	0.8974277808973237	0.8460119111695581	1.0	0.9029370604955907	0.8594406347192846	0.8921524187471451	0.893367392955128	0.86317807693091	0.7630259142128125	0.7849908789651772	0.6396193313568667	0.6628382565585623	0.9124776338260923	0.9102676376374338	0.559409503914626	0.5640401383720626	0.9198140298099275	0.9381590929589102	0.5628106170590991	0.5393391541149396
HMP_2012__SRS022143__bin.95	0.5778734661830859	0.5433075138819379	0.7768746929444318	0.8856649242676268	0.38241937039051416	0.8565615870510102	0.8268742964070794	0.5135718039402456	0.6739532144361301	0.8854403589038706	0.5885119372352331	0.8042407791499825	0.8373165858217444	0.8896098448119766	0.8720853982842037	0.8187306714128709	0.7992172770072199	0.5750488680110813	0.8376275545875407	0.49784054106060804	0.8072644808136445	0.7436586372722571	0.6680047367430259	0.5851714230974242	0.821575305156363	0.7481762412349592	0.6477112072725785	1.0	0.766953328388443	0.8659879060281608	0.8797018373036462	0.8151843752595754	0.6618045621831092	0.6857003204439215	0.5661401346306922	0.5902604582552607	0.855669586712075	0.8516403498043819	0.47441269687557786	0.47419773188982606	0.8568015965011214	0.9005117001476372	0.4608206486599751	0.45934886897111915
HMP_2012__SRS022725__bin.68	0.6427499268757362	0.5933411464303501	0.847487489821893	0.9127464485323763	0.4321520470841206	0.913051297659233	0.8923591073306086	0.5767409503782699	0.7464465560448074	0.944720526969019	0.6335629501094887	0.8798380594006182	0.8890670332102738	0.9458203554234488	0.9181947002695716	0.8716886566479838	0.8787273611231887	0.6402108350395661	0.9243158928670245	0.5620291390309652	0.882972027004593	0.8072236890993463	0.7071289240061029	0.6571030340640489	0.9147983746650118	0.8538127386420231	0.7297584132430018	0.9078377352822596	1.0	0.9001092911294339	0.8952247879396349	0.8681559641730634	0.7317120168857759	0.738940449180613	0.6241491893088373	0.6454347731566756	0.9222076412879356	0.9157623303319447	0.5304137647533143	0.5340279809007328	0.9194353423401346	0.9449878257982403	0.5105338466524898	0.5186788026593516
HMP_2012__SRS012279__bin.14	0.5825199710898736	0.5466150353852317	0.7818247715697308	0.8918973224220921	0.39796272628426455	0.8627243767048814	0.8467445374909656	0.5323914227639691	0.6983563194272234	0.9073655117452687	0.6005548879096749	0.8280250187046823	0.8511047949691293	0.9062392037422081	0.8828927930276574	0.8250674534290504	0.8213430491705295	0.5821660127976058	0.8674703851362952	0.5062481056872832	0.828554048583425	0.7287683311184446	0.667830278058613	0.59447019649984	0.8357010387722098	0.7519066058790989	0.649932281632108	0.8794617290544651	0.7722556045162534	1.0	0.8599885122518318	0.8287036860411142	0.6672325760321487	0.6954958277431238	0.5736485469694176	0.6014353326678069	0.8747598064462799	0.8778428467572545	0.5024872458441694	0.48812416941673187	0.8795965299370293	0.9113340836401325	0.4689832918968985	0.46214575027500654
