	HMP_2012__SRS063932__bin.66	HMP_2012__SRS078182__bin.26	HMP_2012__SRS020226__bin.2	HMP_2012__SRS042643__bin.14	HMP_2012__SRS015762__bin.18	HMP_2012__SRS017511__bin.3	HMP_2012__SRS014271__bin.2	HMP_2012__SRS021496__bin.61	CM_cf__CF_TNFC002SA_t1M15__bin.5	HMP_2012__SRS024289__bin.40	CM_periimplantitis__SP_344SPT_T016__bin.26	CM_periimplantitis__SP_282SPT_T016_R__bin.15	HMP_2012__SRS018300__bin.10	HMP_2012__SRS013252__bin.53	HMP_2012__SRS018443__bin.5	HMP_2012__SRS011115__bin.26	CM_periimplantitis__SP_283SPT_T016__bin.9	HMP_2012__SRS058808__bin.22	HMP_2012__SRS017304__bin.36	HMP_2012__SRS022602__bin.56	HMP_2012__SRS022536__bin.33	HMP_2012__SRS018665__bin.34	CM_cf__CF_TNFC022IS_t3M16__bin.14	HMP_2012__SRS049318__bin.75	HMP_2012__SRS024355__bin.9	HMP_2012__SRS015893__bin.10	HMP_2012__SRS063603__bin.69	HMP_2012__SRS022143__bin.95	HMP_2012__SRS022725__bin.68	HMP_2012__SRS012279__bin.14	HMP_2012__SRS056622__bin.20	HMP_2012__SRS047824__bin.23	HMP_2012__SRS013723__bin.46	HMP_2012__SRS018439__bin.57	HMP_2012__SRS062544__bin.37	HMP_2012__SRS018739__bin.85	HMP_2012__SRS063999__bin.35	HMP_2012__SRS019980__bin.38	HMP_2012__SRS052604__bin.10	HMP_2012__SRS016575__bin.43	HMP_2012__SRS055378__bin.27	HMP_2012__SRS024087__bin.39	HMP_2012__SRS015574__bin.56	HMP_2012__SRS023595__bin.81
CM_periimplantitis__SP_344SPT_T016__bin.26	961473.0	926080.0	1348131.0	1437657.0	664149.0	1446950.0	1373750.0	872299.0	1196538.0	1480384.0	1688690.0	1362107.0	1333291.0	1479254.0	1433467.0	1416318.0	1388778.0	996170.0	1424296.0	843984.0	1366879.0	1205030.0	1139023.0	973021.0	1356606.0	1265175.0	1065192.0	1409921.0	1282301.0	1416730.0	1407128.0	1339078.0	1095752.0	1133882.0	970952.0	900932.0	1427084.0	1439139.0	793551.0	845598.0	1455855.0	1491120.0	810318.0	762711.0
CM_periimplantitis__SP_282SPT_T016_R__bin.15	1377935.0	1250470.0	1799407.0	1996981.0	921273.0	1950935.0	1887827.0	1201411.0	1674004.0	2092745.0	1362107.0	2238089.0	1899083.0	2099383.0	2024170.0	1869268.0	1945396.0	1360679.0	2001665.0	1209761.0	1909270.0	1688512.0	1536300.0	1398180.0	1894688.0	1805957.0	1530230.0	1926751.0	1780750.0	1953340.0	1899483.0	1833662.0	1597565.0	1556269.0	1331985.0	1341510.0	2020654.0	2022051.0	1165790.0	1139974.0	2002326.0	2095101.0	1089855.0	1076158.0
HMP_2012__SRS018300__bin.10	1361798.0	1309097.0	1788474.0	2087900.0	940792.0	2003010.0	1971450.0	1252799.0	1614091.0	2077943.0	1333291.0	1899083.0	2274594.0	2070169.0	2026173.0	1918190.0	1886597.0	1342280.0	2001179.0	1163652.0	1915101.0	1690099.0	1541887.0	1403461.0	1925648.0	1743527.0	1535402.0	2005992.0	1799429.0	2007786.0	2043112.0	1928950.0	1548783.0	1594268.0	1382673.0	1357297.0	1994680.0	1982419.0	1140493.0	1128492.0	2021631.0	2072151.0	1058162.0	1071607.0
HMP_2012__SRS013252__bin.53	1441867.0	1306903.0	1961455.0	2177212.0	950163.0	2137151.0	2059238.0	1279276.0	1738673.0	2331191.0	1479254.0	2099383.0	2070169.0	2520987.0	2231676.0	1999932.0	2072893.0	1450010.0	2159041.0	1249762.0	2070329.0	1824865.0	1633561.0	1469835.0	2056254.0	1890674.0	1614967.0	2131273.0	1914295.0	2137850.0	2113227.0	1988932.0	1667818.0	1667284.0	1376789.0	1444941.0	2185825.0	2189736.0	1258010.0	1209917.0	2184182.0	2299832.0	1149077.0	1143450.0
HMP_2012__SRS018443__bin.5	1387698.0	1270931.0	1898652.0	2134042.0	941336.0	2067454.0	2008134.0	1266508.0	1710117.0	2261272.0	1433467.0	2024170.0	2026173.0	2231676.0	2526544.0	1959264.0	2014373.0	1416579.0	2128216.0	1217473.0	2006160.0	1815242.0	1592941.0	1438478.0	2026498.0	1848009.0	1576778.0	2089289.0	1858382.0	2082775.0	2050674.0	1944275.0	1619555.0	1662455.0	1359860.0	1418757.0	2112210.0	2096585.0	1219744.0	1175826.0	2158447.0	2208825.0	1130324.0	1096370.0
HMP_2012__SRS011115__bin.26	1328504.0	1277636.0	1799369.0	2026490.0	938287.0	1940364.0	1930834.0	1291936.0	1592553.0	2026143.0	1416318.0	1869268.0	1918190.0	1999932.0	1959264.0	2223341.0	1870928.0	1350025.0	1953542.0	1169798.0	1871078.0	1697780.0	1503742.0	1377895.0	1873462.0	1746894.0	1496755.0	1961465.0	1764256.0	1946363.0	1933469.0	1872079.0	1516110.0	1598483.0	1350288.0	1334312.0	1959757.0	1953333.0	1123515.0	1121554.0	1950509.0	2016342.0	1088339.0	1059807.0
CM_periimplantitis__SP_283SPT_T016__bin.9	1351297.0	1241457.0	1829337.0	1988320.0	931464.0	1928274.0	1898825.0	1215122.0	1654650.0	2070087.0	1388778.0	1945396.0	1886597.0	2072893.0	2014373.0	1870928.0	2269530.0	1375941.0	2002308.0	1188418.0	1906500.0	1683354.0	1537875.0	1403040.0	1903377.0	1772542.0	1521675.0	1914716.0	1778502.0	1937577.0	1896947.0	1826982.0	1588448.0	1591061.0	1324023.0	1361125.0	2003837.0	1993613.0	1185023.0	1140873.0	2011732.0	2070304.0	1098241.0	1075844.0
HMP_2012__SRS058808__bin.22	992345.0	973288.0	1355478.0	1416768.0	727773.0	1389888.0	1356110.0	967908.0	1219738.0	1431441.0	996170.0	1360679.0	1342280.0	1450010.0	1416579.0	1350025.0	1375941.0	1576633.0	1433120.0	976815.0	1411670.0	1251700.0	1123304.0	1087541.0	1373734.0	1337858.0	1168053.0	1377667.0	1295756.0	1373350.0	1365943.0	1329929.0	1136161.0	1205684.0	995588.0	992284.0	1405416.0	1397178.0	940281.0	932558.0	1412014.0	1431309.0	942209.0	829886.0
HMP_2012__SRS017304__bin.36	1398988.0	1285395.0	1889269.0	2141258.0	938402.0	2055178.0	2003333.0	1284750.0	1710683.0	2213479.0	1424296.0	2001665.0	2001179.0	2159041.0	2128216.0	1953542.0	2002308.0	1433120.0	2392290.0	1221653.0	2011882.0	1752282.0	1561516.0	1454680.0	1998882.0	1895113.0	1582971.0	2006737.0	1870771.0	2046393.0	1986650.0	1937549.0	1616312.0	1633012.0	1354249.0	1359252.0	2122407.0	2092332.0	1238004.0	1193798.0	2112089.0	2163472.0	1133734.0	1124143.0
HMP_2012__SRS022602__bin.56	954074.0	886796.0	1156509.0	1225877.0	676662.0	1203192.0	1189949.0	861992.0	1063821.0	1246571.0	843984.0	1209761.0	1163652.0	1249762.0	1217473.0	1169798.0	1188418.0	976815.0	1221653.0	1305614.0	1214270.0	1123241.0	1003593.0	1005784.0	1204966.0	1143060.0	1046405.0	1192696.0	1137520.0	1194257.0	1170150.0	1152131.0	1037358.0	1058138.0	906265.0	886270.0	1236148.0	1230000.0	802280.0	838911.0	1225886.0	1249789.0	832678.0	758925.0
HMP_2012__SRS022536__bin.33	1367100.0	1229932.0	1814684.0	2016929.0	910117.0	1991874.0	1894810.0	1240777.0	1649677.0	2072906.0	1366879.0	1909270.0	1915101.0	2070329.0	2006160.0	1871078.0	1906500.0	1411670.0	2011882.0	1214270.0	2258644.0	1707797.0	1512570.0	1436584.0	1949888.0	1802304.0	1535933.0	1933995.0	1787093.0	1954588.0	1909402.0	1843718.0	1543554.0	1573729.0	1297706.0	1320298.0	2049763.0	2015430.0	1220290.0	1156676.0	1991563.0	2063385.0	1114746.0	1093295.0
HMP_2012__SRS018665__bin.34	1247551.0	1194227.0	1642823.0	1750200.0	846264.0	1748770.0	1691329.0	1182574.0	1460449.0	1830411.0	1205030.0	1688512.0	1690099.0	1824865.0	1815242.0	1697780.0	1683354.0	1251700.0	1752282.0	1123241.0	1707797.0	2016447.0	1398691.0	1306940.0	1724177.0	1614667.0	1439856.0	1781612.0	1633782.0	1719190.0	1746659.0	1691530.0	1428546.0	1488106.0	1212315.0	1275954.0	1793787.0	1755314.0	1043580.0	1059205.0	1779390.0	1808175.0	1062091.0	1036217.0
CM_cf__CF_TNFC022IS_t3M16__bin.14	1155613.0	1072275.0	1462332.0	1573118.0	792319.0	1563920.0	1500718.0	1031210.0	1341655.0	1628460.0	1139023.0	1536300.0	1541887.0	1633561.0	1592941.0	1503742.0	1537875.0	1123304.0	1561516.0	1003593.0	1512570.0	1398691.0	1760946.0	1156089.0	1522320.0	1405503.0	1286928.0	1600365.0	1431195.0	1575435.0	1577570.0	1489047.0	1276647.0	1302770.0	1130514.0	1197941.0	1570577.0	1564653.0	888529.0	959337.0	1591577.0	1625604.0	945772.0	907089.0
HMP_2012__SRS049318__bin.75	1073052.0	996642.0	1381551.0	1435602.0	741254.0	1414096.0	1394873.0	987753.0	1211091.0	1483108.0	973021.0	1398180.0	1403461.0	1469835.0	1438478.0	1377895.0	1403040.0	1087541.0	1454680.0	1005784.0	1436584.0	1306940.0	1156089.0	1562778.0	1425118.0	1324881.0	1204597.0	1401918.0	1329945.0	1402376.0	1382658.0	1362378.0	1228518.0	1238637.0	1031895.0	1065629.0	1452839.0	1437165.0	860838.0	933064.0	1435336.0	1455272.0	899336.0	886399.0
HMP_2012__SRS024355__bin.9	1380912.0	1256192.0	1804002.0	2028259.0	917418.0	1974218.0	1938933.0	1239768.0	1620404.0	2068422.0	1356606.0	1894688.0	1925648.0	2056254.0	2026498.0	1873462.0	1903377.0	1373734.0	1998882.0	1204966.0	1949888.0	1724177.0	1522320.0	1425118.0	2255959.0	1831294.0	1542279.0	1968280.0	1851508.0	1971448.0	1962927.0	1887898.0	1563763.0	1582802.0	1307469.0	1336016.0	2009312.0	1997436.0	1181995.0	1149586.0	2016817.0	2111144.0	1105198.0	1106818.0
HMP_2012__SRS015893__bin.10	1295089.0	1199212.0	1669653.0	1866847.0	883782.0	1786868.0	1761858.0	1173943.0	1569467.0	1915579.0	1265175.0	1805957.0	1743527.0	1890674.0	1848009.0	1746894.0	1772542.0	1337858.0	1895113.0	1143060.0	1802304.0	1614667.0	1405503.0	1324881.0	1831294.0	2051538.0	1453918.0	1792435.0	1728076.0	1773774.0	1745757.0	1688933.0	1476774.0	1503434.0	1248145.0	1251625.0	1884360.0	1835219.0	1124061.0	1092638.0	1828093.0	1891917.0	1078616.0	1058257.0
HMP_2012__SRS063603__bin.69	1146229.0	1064563.0	1468938.0	1570299.0	807454.0	1552547.0	1519506.0	1042958.0	1324168.0	1615792.0	1065192.0	1530230.0	1535402.0	1614967.0	1576778.0	1496755.0	1521675.0	1168053.0	1582971.0	1046405.0	1535933.0	1439856.0	1286928.0	1204597.0	1542279.0	1453918.0	1718555.0	1551747.0	1476996.0	1533213.0	1535301.0	1483419.0	1311302.0	1349050.0	1099221.0	1139124.0	1568143.0	1564345.0	961376.0	969334.0	1580751.0	1612278.0	967221.0	926884.0
HMP_2012__SRS022143__bin.95	1384434.0	1301623.0	1861189.0	2121822.0	916177.0	2052098.0	1980975.0	1230384.0	1614616.0	2121284.0	1409921.0	1926751.0	2005992.0	2131273.0	2089289.0	1961465.0	1914716.0	1377667.0	2006737.0	1192696.0	1933995.0	1781612.0	1600365.0	1401918.0	1968280.0	1792435.0	1551747.0	2395739.0	1837420.0	2074681.0	2107536.0	1952969.0	1585511.0	1642759.0	1356324.0	1414110.0	2049961.0	2040308.0	1136569.0	1136054.0	2052673.0	2157391.0	1104006.0	1100480.0
HMP_2012__SRS022725__bin.68	1300895.0	1200894.0	1715274.0	1847355.0	874655.0	1847972.0	1806092.0	1167296.0	1510772.0	1912069.0	1282301.0	1780750.0	1799429.0	1914295.0	1858382.0	1764256.0	1778502.0	1295756.0	1870771.0	1137520.0	1787093.0	1633782.0	1431195.0	1329945.0	1851508.0	1728076.0	1476996.0	1837420.0	2023952.0	1821778.0	1811892.0	1757106.0	1480950.0	1495580.0	1263248.0	1306329.0	1866504.0	1853459.0	1073532.0	1080847.0	1860893.0	1912610.0	1033296.0	1049781.0
HMP_2012__SRS012279__bin.14	1374185.0	1289484.0	1844352.0	2104017.0	938808.0	2035197.0	1997500.0	1255930.0	1647447.0	2140507.0	1416730.0	1953340.0	2007786.0	2137850.0	2082775.0	1946363.0	1937577.0	1373350.0	2046393.0	1194257.0	1954588.0	1719190.0	1575435.0	1402376.0	1971448.0	1773774.0	1533213.0	2074681.0	1821778.0	2359035.0	2028743.0	1954941.0	1574025.0	1640699.0	1353257.0	1418807.0	2063589.0	2070862.0	1185385.0	1151502.0	2074999.0	2149869.0	1106348.0	1090218.0
HMP_2012__SRS056622__bin.20	1354163.0	1344166.0	1827310.0	2211150.0	929378.0	2005286.0	2099669.0	1235796.0	1607816.0	2091546.0	1407128.0	1899483.0	2043112.0	2113227.0	2050674.0	1933469.0	1896947.0	1365943.0	1986650.0	1170150.0	1909402.0	1746659.0	1577570.0	1382658.0	1962927.0	1745757.0	1535301.0	2107536.0	1811892.0	2028743.0	2366238.0	2076330.0	1562551.0	1648515.0	1401148.0	1388738.0	2024044.0	1992885.0	1141685.0	1137357.0	2030491.0	2109191.0	1100872.0	1080450.0
HMP_2012__SRS047824__bin.23	1309819.0	1309960.0	1774616.0	2118514.0	910842.0	1929474.0	1997539.0	1232664.0	1573273.0	1995606.0	1339078.0	1833662.0	1928950.0	1988932.0	1944275.0	1872079.0	1826982.0	1329929.0	1937549.0	1152131.0	1843718.0	1691530.0	1489047.0	1362378.0	1887898.0	1688933.0	1483419.0	1952969.0	1757106.0	1954941.0	2076330.0	2198976.0	1510820.0	1569804.0	1373259.0	1320277.0	1929407.0	1927505.0	1139740.0	1099975.0	1940960.0	2015503.0	1071986.0	1054633.0
HMP_2012__SRS013723__bin.46	1170848.0	1071036.0	1503295.0	1609962.0	793923.0	1587291.0	1561740.0	1050600.0	1334968.0	1657204.0	1095752.0	1597565.0	1548783.0	1667818.0	1619555.0	1516110.0	1588448.0	1136161.0	1616312.0	1037358.0	1543554.0	1428546.0	1276647.0	1228518.0	1563763.0	1476774.0	1311302.0	1585511.0	1480950.0	1574025.0	1562551.0	1510820.0	1765370.0	1350048.0	1101760.0	1170051.0	1633552.0	1637478.0	941719.0	975434.0	1618110.0	1670443.0	936582.0	899985.0
HMP_2012__SRS018439__bin.57	1162661.0	1142900.0	1548318.0	1681229.0	876267.0	1603049.0	1627044.0	1120206.0	1378642.0	1657986.0	1133882.0	1556269.0	1594268.0	1667284.0	1662455.0	1598483.0	1591061.0	1205684.0	1633012.0	1058138.0	1573729.0	1488106.0	1302770.0	1238637.0	1582802.0	1503434.0	1349050.0	1642759.0	1495580.0	1640699.0	1648515.0	1569804.0	1350048.0	1857764.0	1205957.0	1210061.0	1640091.0	1615027.0	972975.0	1004321.0	1624656.0	1646262.0	990402.0	953524.0
HMP_2012__SRS062544__bin.37	1026627.0	1067386.0	1295170.0	1455187.0	780476.0	1359623.0	1419889.0	993623.0	1163662.0	1399931.0	970952.0	1331985.0	1382673.0	1376789.0	1359860.0	1350288.0	1324023.0	995588.0	1354249.0	906265.0	1297706.0	1212315.0	1130514.0	1031895.0	1307469.0	1248145.0	1099221.0	1356324.0	1263248.0	1353257.0	1401148.0	1373259.0	1101760.0	1205957.0	1515778.0	1021890.0	1362385.0	1339277.0	827141.0	810358.0	1342051.0	1380086.0	833134.0	820860.0
HMP_2012__SRS018739__bin.85	1048323.0	948239.0	1309049.0	1391447.0	726690.0	1365745.0	1364969.0	936017.0	1143860.0	1417929.0	900932.0	1341510.0	1357297.0	1444941.0	1418757.0	1334312.0	1361125.0	992284.0	1359252.0	886270.0	1320298.0	1275954.0	1197941.0	1065629.0	1336016.0	1251625.0	1139124.0	1414110.0	1306329.0	1418807.0	1388738.0	1320277.0	1170051.0	1210061.0	1021890.0	1556176.0	1397276.0	1364913.0	768221.0	832800.0	1379668.0	1420812.0	836112.0	847148.0
HMP_2012__SRS063999__bin.35	1437634.0	1284057.0	1888151.0	2135252.0	935107.0	2053181.0	2018433.0	1270431.0	1707051.0	2201825.0	1427084.0	2020654.0	1994680.0	2185825.0	2112210.0	1959757.0	2003837.0	1405416.0	2122407.0	1236148.0	2049763.0	1793787.0	1570577.0	1452839.0	2009312.0	1884360.0	1568143.0	2049961.0	1866504.0	2063589.0	2024044.0	1929407.0	1633552.0	1640091.0	1362385.0	1397276.0	2412889.0	2134380.0	1209814.0	1193762.0	2091773.0	2193181.0	1139150.0	1131519.0
HMP_2012__SRS019980__bin.38	1447378.0	1276397.0	1907654.0	2112461.0	935628.0	2082373.0	1996232.0	1265294.0	1671230.0	2176741.0	1439139.0	2022051.0	1982419.0	2189736.0	2096585.0	1953333.0	1993613.0	1397178.0	2092332.0	1230000.0	2015430.0	1755314.0	1564653.0	1437165.0	1997436.0	1835219.0	1564345.0	2040308.0	1853459.0	2070862.0	1992885.0	1927505.0	1637478.0	1615027.0	1339277.0	1364913.0	2134380.0	2376977.0	1224762.0	1180988.0	2091275.0	2317372.0	1123998.0	1104834.0
HMP_2012__SRS052604__bin.10	817618.0	825530.0	1121140.0	1237834.0	626936.0	1170499.0	1174495.0	819378.0	1046706.0	1266570.0	793551.0	1165790.0	1140493.0	1258010.0	1219744.0	1123515.0	1185023.0	940281.0	1238004.0	802280.0	1220290.0	1043580.0	888529.0	860838.0	1181995.0	1124061.0	961376.0	1136569.0	1073532.0	1185385.0	1141685.0	1139740.0	941719.0	972975.0	827141.0	768221.0	1209814.0	1224762.0	1408759.0	749467.0	1222047.0	1237935.0	771578.0	635316.0
HMP_2012__SRS016575__bin.43	863910.0	796375.0	1103762.0	1180334.0	615631.0	1147619.0	1137088.0	806870.0	1007559.0	1207805.0	845598.0	1139974.0	1128492.0	1209917.0	1175826.0	1121554.0	1140873.0	932558.0	1193798.0	838911.0	1156676.0	1059205.0	959337.0	933064.0	1149586.0	1092638.0	969334.0	1136054.0	1080847.0	1151502.0	1137357.0	1099975.0	975434.0	1004321.0	810358.0	832800.0	1193762.0	1180988.0	749467.0	1306803.0	1175146.0	1196945.0	810589.0	705899.0
HMP_2012__SRS055378__bin.27	1399110.0	1300183.0	1916867.0	2108425.0	927376.0	2095699.0	1994171.0	1244324.0	1690279.0	2191627.0	1455855.0	2002326.0	2021631.0	2184182.0	2158447.0	1950509.0	2011732.0	1412014.0	2112089.0	1225886.0	1991563.0	1779390.0	1591577.0	1435336.0	2016817.0	1828093.0	1580751.0	2052673.0	1860893.0	2074999.0	2030491.0	1940960.0	1618110.0	1624656.0	1342051.0	1379668.0	2091773.0	2091275.0	1222047.0	1175146.0	2491841.0	2187980.0	1117240.0	1109176.0
HMP_2012__SRS024087__bin.39	1484191.0	1301857.0	1942113.0	2210440.0	957858.0	2165826.0	2058795.0	1292090.0	1724801.0	2292584.0	1491120.0	2095101.0	2072151.0	2299832.0	2208825.0	2016342.0	2070304.0	1431309.0	2163472.0	1249789.0	2063385.0	1808175.0	1625604.0	1455272.0	2111144.0	1891917.0	1612278.0	2157391.0	1912610.0	2149869.0	2109191.0	2015503.0	1670443.0	1646262.0	1380086.0	1420812.0	2193181.0	2317372.0	1237935.0	1196945.0	2187980.0	2552885.0	1145471.0	1141681.0
HMP_2012__SRS015574__bin.56	840106.0	813730.0	1086690.0	1134260.0	640347.0	1111208.0	1085414.0	824371.0	975018.0	1142630.0	810318.0	1089855.0	1058162.0	1149077.0	1130324.0	1088339.0	1098241.0	942209.0	1133734.0	832678.0	1114746.0	1062091.0	945772.0	899336.0	1105198.0	1078616.0	967221.0	1104006.0	1033296.0	1106348.0	1100872.0	1071986.0	936582.0	990402.0	833134.0	836112.0	1139150.0	1123998.0	771578.0	810589.0	1117240.0	1145471.0	1227730.0	683313.0
HMP_2012__SRS023595__bin.81	857376.0	758257.0	1059903.0	1112038.0	600694.0	1097002.0	1072610.0	790116.0	955231.0	1138979.0	762711.0	1076158.0	1071607.0	1143450.0	1096370.0	1059807.0	1075844.0	829886.0	1124143.0	758925.0	1093295.0	1036217.0	907089.0	886399.0	1106818.0	1058257.0	926884.0	1100480.0	1049781.0	1090218.0	1080450.0	1054633.0	899985.0	953524.0	820860.0	847148.0	1131519.0	1104834.0	635316.0	705899.0	1109176.0	1141681.0	683313.0	1227240.0
