	HeQ_2017__SZAXPI029578-96__bin.27	VincentC_2016__MM009.1__bin.28	VincentC_2016__MM009.2__bin.4	VincentC_2016__MM060.1__bin.3	VincentC_2016__MM041.2__bin.1	VincentC_2016__MM058.1__bin.40	VincentC_2016__MM038__bin.31	VincentC_2016__MM083.2__bin.12	VincentC_2016__MM064.2__bin.4	VincentC_2016__MM061__bin.28	VincentC_2016__MM021.1__bin.17	VincentC_2016__MM096__bin.3	VincentC_2016__MM001.4__bin.11	VincentC_2016__MM083.3__bin.7	OhJ_2014__MET0251__bin.8	VincentC_2016__MM011__bin.19	VincentC_2016__MM052.2__bin.1	VincentC_2016__MM002.1__bin.8	VincentC_2016__MM041.1__bin.2	VincentC_2016__MM103.1__bin.5	VincentC_2016__MM049.1__bin.20	VincentC_2016__MM004.2__bin.3	DavidLA_2015__LD-Run1-06__bin.18	VincentC_2016__MM002.2__bin.16	VincentC_2016__MM027.3__bin.14	VincentC_2016__MM020.1__bin.3	VincentC_2016__MM034.1__bin.5
VincentC_2016__MM021.1__bin.17	0.982672010719013	0.9883275207160218	0.9891426975299908	0.9811298049862468	0.987422711152879	0.9822643414286631	0.988455979313267	0.9820179286544445	0.9920497314669937	0.9887809308596969	1.0	0.9788413453586683	0.9877270323245438	0.9813210070810385	0.9853002375063886	0.9892789906373478	0.9899188995135914	0.983144199370785	0.9882596685082873	0.9846665451526014	0.9899322422927573	0.98603299909062	0.9895070925832573	0.9928891229918356	0.9883302495056395	0.9892567634611319	0.9873258495046134
VincentC_2016__MM096__bin.3	0.9771918844372037	0.9792086218645429	0.979390612071052	0.9784808969394618	0.9798419184300483	0.9775593515783346	0.9792656324628094	0.9792680576402731	0.9803987805084766	0.9786885112013133	0.9788413453586683	1.0	0.9783672356725247	0.9785145609028408	0.9799478811690655	0.9791754033407923	0.9777250237940887	0.9805264242372568	0.9811978949327681	0.9777000408007652	0.9782012783629718	0.9784594414326376	0.978934726595573	0.978216095271025	0.9785466657721605	0.979289398319014	0.977578857077071
VincentC_2016__MM001.4__bin.11	0.9809938918375706	0.9863385241934138	0.9869063827843012	0.9812194788006025	0.9843413633173137	0.9813472644571078	0.9845610890324885	0.9809681786961908	0.986720725261631	0.9851280837517105	0.9877270323245438	0.9783672356725247	1.0	0.9802369145917633	0.9825482680803811	0.9854529129992502	0.9876935571723146	0.9824395606099634	0.985480265317025	0.982400673275819	0.9853830236542992	0.9869226511807717	0.9872954481180584	0.9845810813505913	0.9913336607768808	0.9877330848676413	0.9909737033628184
VincentC_2016__MM083.3__bin.7	0.9848760611205433	0.9811271579104701	0.9817202424000598	0.9812251159449904	0.9815186610012337	0.9809004628121746	0.9805123654184865	0.9997725050508398	0.9804227037952988	0.9810112319571122	0.9813210070810385	0.9785145609028408	0.9802369145917633	1.0	0.9794822927532699	0.9813118278528575	0.9808811236747432	0.9822145803055232	0.9823291597700022	0.9806399219341181	0.9809619501531015	0.9805963036534097	0.9811068567313503	0.9796643646948737	0.9810107941494592	0.9816208940958207	0.9802945089768124
OhJ_2014__MET0251__bin.8	0.9808404662984989	0.9863579011547657	0.9869620767756548	0.9799080960772314	0.987520536170861	0.9803477896165766	0.9875700810629413	0.9803053089646012	0.9847191867912779	0.9859571469450295	0.9853002375063886	0.9799478811690655	0.9825482680803811	0.9794822927532699	1.0	0.9877889093301712	0.9838805473915941	0.9814597798300242	0.9885369757513511	0.9837594188284529	0.98688571750197	0.9828353895596544	0.9851319780226071	0.9825280450553187	0.9832215903405207	0.9861101352775541	0.9820811325840146
VincentC_2016__MM011__bin.19	0.9842378334908093	0.992019245739026	0.992498326264389	0.9808936613841535	0.9892207076684487	0.9822558125074193	0.9923522632819496	0.9817992501754577	0.989264709300974	0.9919648125386573	0.9892789906373478	0.9791754033407923	0.9854529129992502	0.9813118278528575	0.9877889093301712	1.0	0.9892931910412855	0.9825431164254753	0.9895579910518258	0.9868607711589805	0.9991722628145461	0.9846831965241446	0.9888475897368647	0.9863645158169682	0.9859792252368792	0.9892670625346311	0.9848492266500153
VincentC_2016__MM052.2__bin.1	0.9820957579454568	0.988950784019318	0.9889742342308628	0.9817661345153108	0.985920963115947	0.9825346575181932	0.9876262509342735	0.9817224350099207	0.9896004642348913	0.9884810790435452	0.9899188995135914	0.9777250237940887	0.9876935571723146	0.9808811236747432	0.9838805473915941	0.9892931910412855	1.0	0.9830305455491922	0.9867551581613186	0.9849327723159499	0.9893805638701586	0.9872948583864999	0.9883237936744077	0.9867547514197729	0.9877622874996013	0.9885687190286861	0.9874764850366793
VincentC_2016__MM002.1__bin.8	0.982513242975738	0.9829273680967668	0.9830020936189614	0.9868003579057033	0.9829176363935898	0.9852481701787029	0.9824519339752599	0.9826926040928857	0.9834984746966103	0.9827871605515187	0.983144199370785	0.9805264242372568	0.9824395606099634	0.9822145803055232	0.9814597798300242	0.9825431164254753	0.9830305455491922	1.0	0.9837416631110911	0.98246617417322	0.9827536733441039	0.9833234145997034	0.9827421585531544	0.9841005100033097	0.983493495515042	0.9832630532967831	0.982622210149537
VincentC_2016__MM041.1__bin.2	0.9831100110949902	0.9877989037341556	0.9882420342721271	0.9820736906736138	0.9988916516577828	0.9833044881387693	0.9890108928777114	0.9826393159389734	0.9877954870877275	0.9905547295506149	0.9882596685082873	0.9811978949327681	0.985480265317025	0.9823291597700022	0.9885369757513511	0.9895579910518258	0.9867551581613186	0.9837416631110911	1.0	0.9849013746006624	0.9896486633731674	0.9845767372774767	0.9874677764084612	0.9855498371645233	0.9848153690398332	0.9885546253880975	0.984578534020136
VincentC_2016__MM103.1__bin.5	0.9824195066225321	0.9856191802486575	0.9864243859367474	0.9807445795413884	0.9842244356873577	0.9817943023888824	0.9878392314617086	0.9810597306028929	0.984658024738636	0.985577358569215	0.9846665451526014	0.9777000408007652	0.982400673275819	0.9806399219341181	0.9837594188284529	0.9868607711589805	0.9849327723159499	0.98246617417322	0.9849013746006624	1.0	0.9864005271186401	0.9823156675934056	0.9840132807636439	0.9830453702058375	0.9826652071607727	0.9866504477916185	0.9813134568321112
VincentC_2016__MM049.1__bin.20	0.9833148110233305	0.991981274040579	0.9923741991665112	0.9809263193890524	0.9891000743740187	0.9821636881522251	0.9924943329163078	0.9817290290064244	0.9893068429512514	0.9923188677586205	0.9899322422927573	0.9782012783629718	0.9853830236542992	0.9809619501531015	0.98688571750197	0.9991722628145461	0.9893805638701586	0.9827536733441039	0.9896486633731674	0.9864005271186401	1.0	0.9847721249309574	0.9888369441277081	0.9863339784839336	0.9852638221265381	0.9893547744177793	0.9843087365467097
VincentC_2016__MM004.2__bin.3	0.9809855893902348	0.9853492442392873	0.985761644710275	0.9818224222262827	0.983607774796273	0.9819449535123822	0.9844250601737322	0.981011284194048	0.9864799025578562	0.9847059724606627	0.98603299909062	0.9784594414326376	0.9869226511807717	0.9805963036534097	0.9828353895596544	0.9846831965241446	0.9872948583864999	0.9833234145997034	0.9845767372774767	0.9823156675934056	0.9847721249309574	1.0	0.9858979117086646	0.9841306616336848	0.988029250601956	0.9855085036643646	0.9868247511419012
DavidLA_2015__LD-Run1-06__bin.18	0.9826449300088719	0.9875693240120647	0.9880112304861846	0.9808796720342143	0.9867454801208059	0.9817330122038008	0.9876012542461458	0.9817141072750344	0.9882429946807629	0.9879999935648176	0.9895070925832573	0.978934726595573	0.9872954481180584	0.9811068567313503	0.9851319780226071	0.9888475897368647	0.9883237936744077	0.9827421585531544	0.9874677764084612	0.9840132807636439	0.9888369441277081	0.9858979117086646	1.0	0.9856925878442933	0.9871383929105939	0.9882512204931675	0.9868652575475486
VincentC_2016__MM002.2__bin.16	0.9805136103919012	0.9854671123620092	0.9858169694974107	0.9807752678470467	0.9848653631928705	0.9818901752693359	0.9850808838233156	0.9803597890919934	0.9883198510290512	0.9859034341794887	0.9928891229918356	0.978216095271025	0.9845810813505913	0.9796643646948737	0.9825280450553187	0.9863645158169682	0.9867547514197729	0.9841005100033097	0.9855498371645233	0.9830453702058375	0.9863339784839336	0.9841306616336848	0.9856925878442933	1.0	0.9851970310655533	0.9860873395556977	0.9845175542153728
VincentC_2016__MM027.3__bin.14	0.9815637208924317	0.9869553228078796	0.987419716904658	0.9817448719488596	0.9844884324568333	0.9816031203762329	0.9848198269133335	0.9817891309608361	0.987689836856626	0.9850186950800472	0.9883302495056395	0.9785466657721605	0.9913336607768808	0.9810107941494592	0.9832215903405207	0.9859792252368792	0.9877622874996013	0.983493495515042	0.9848153690398332	0.9826652071607727	0.9852638221265381	0.988029250601956	0.9871383929105939	0.9851970310655533	1.0	0.9884159701139793	0.9913084392764945
VincentC_2016__MM020.1__bin.3	0.983305608365019	0.9884339924083332	0.9887317874024714	0.9817899028780338	0.9872825820225964	0.9821441127097268	0.9887212109399245	0.9819271983127276	0.9885264823463764	0.9887891820941588	0.9892567634611319	0.979289398319014	0.9877330848676413	0.9816208940958207	0.9861101352775541	0.9892670625346311	0.9885687190286861	0.9832630532967831	0.9885546253880975	0.9866504477916185	0.9893547744177793	0.9855085036643646	0.9882512204931675	0.9860873395556977	0.9884159701139793	1.0	0.9874885083734308
VincentC_2016__MM034.1__bin.5	0.9804230461234145	0.9855489851277297	0.9860737226712852	0.9813674369476247	0.9833538078404827	0.9813785423069386	0.9839043339848718	0.9806669410465421	0.9872073779005399	0.984139712462436	0.9873258495046134	0.977578857077071	0.9909737033628184	0.9802945089768124	0.9820811325840146	0.9848492266500153	0.9874764850366793	0.982622210149537	0.984578534020136	0.9813134568321112	0.9843087365467097	0.9868247511419012	0.9868652575475486	0.9845175542153728	0.9913084392764945	0.9874885083734308	1.0
