	HeQ_2017__SZAXPI029578-96__bin.27	VincentC_2016__MM009.1__bin.28	VincentC_2016__MM009.2__bin.4	VincentC_2016__MM060.1__bin.3	VincentC_2016__MM041.2__bin.1	VincentC_2016__MM058.1__bin.40	VincentC_2016__MM038__bin.31	VincentC_2016__MM083.2__bin.12	VincentC_2016__MM064.2__bin.4	VincentC_2016__MM061__bin.28	VincentC_2016__MM021.1__bin.17	VincentC_2016__MM096__bin.3	VincentC_2016__MM001.4__bin.11	VincentC_2016__MM083.3__bin.7	OhJ_2014__MET0251__bin.8	VincentC_2016__MM011__bin.19	VincentC_2016__MM052.2__bin.1	VincentC_2016__MM002.1__bin.8	VincentC_2016__MM041.1__bin.2	VincentC_2016__MM103.1__bin.5	VincentC_2016__MM049.1__bin.20	VincentC_2016__MM004.2__bin.3	DavidLA_2015__LD-Run1-06__bin.18	VincentC_2016__MM002.2__bin.16	VincentC_2016__MM027.3__bin.14	VincentC_2016__MM020.1__bin.3	VincentC_2016__MM034.1__bin.5
VincentC_2016__MM021.1__bin.17	0.9379223425935858	0.7925748874477825	0.7991482848288598	0.9335115712086645	0.8652663711657598	0.9145654020426089	0.9150901142481106	0.8954634136442567	0.6341038292395151	0.9288043809120715	1.0	0.8938921759902131	0.9277034999173795	0.9211453220892243	0.9160474966009665	0.9192928850764311	0.8953307861116506	0.8500410203188279	0.4942788975825552	0.8946379340833915	0.9220005160153181	0.7818190119756139	0.9086102084064114	0.9328737994671708	0.8664158097816791	0.6719708016500894	0.9281876266484226
VincentC_2016__MM096__bin.3	0.9195408614775955	0.7596810670430161	0.7706693311893759	0.8857879911388232	0.8358773548346049	0.8843051032743552	0.867391071728103	0.8665509373065956	0.5971446997784706	0.8852573038192135	0.8917542469445714	1.0	0.8778920289896986	0.8917860592634581	0.9016984886256499	0.8620357570464287	0.8576449340328187	0.8140598881363187	0.48166887424879545	0.864757156325735	0.8951885313698384	0.7457790836895349	0.8693135479990052	0.8698760476375015	0.8298293992098977	0.6505828884428737	0.8917817212199735
VincentC_2016__MM001.4__bin.11	0.9520412474573663	0.7979811358589607	0.8097580899964705	0.940349386919116	0.8813003485877793	0.9265997411674693	0.9279671583103519	0.9006395338942604	0.6371224156518946	0.944140861724381	0.9471650142476283	0.8984574380315112	1.0	0.9278561666591439	0.9295661780320884	0.9296172341916441	0.9129018915197199	0.8589207319825403	0.5027840405844672	0.9179024353788108	0.9401059452307997	0.7981476233357727	0.920988003282393	0.927538730536689	0.8813070080868517	0.6861437282687596	0.9374014486630315
VincentC_2016__MM083.3__bin.7	0.9480637751287871	0.7658051763817122	0.7745278638822934	0.9242715057205749	0.8541029825109865	0.9115197707334626	0.8964137041983791	0.949674821815518	0.6144097109201352	0.9047436454152058	0.9092541469071409	0.8823842918655734	0.8970596967197458	1.0	0.9038844682079394	0.8864519701341131	0.8703736955851454	0.8495924810190514	0.4961709025796062	0.8782643905028369	0.8992451974426422	0.7580897507527637	0.8900875559520377	0.8967799812426092	0.8452744180523075	0.6601478414335168	0.8930742877091875
OhJ_2014__MET0251__bin.8	0.9467394803883367	0.7655041872451622	0.7937406320878316	0.9167866503695306	0.860600425098838	0.8998784917418321	0.8960747862801547	0.8816997903316304	0.6083724735897803	0.9086592100306615	0.9103871194043719	0.8982751877543876	0.9048403790596687	0.910047155575947	1.0	0.8855899272751107	0.8925390184120664	0.833419884858861	0.49230075562722964	0.8842855321622348	0.9213711202168278	0.7651361331851514	0.8808037839702734	0.8962490897684573	0.8493290396093873	0.6663399076479617	0.913930810158292
VincentC_2016__MM011__bin.19	0.9565207807271848	0.8202348140839804	0.8197255384259886	0.9500248556925617	0.8940022529747019	0.9412637941492588	0.9464964115068935	0.9249190859794131	0.6539555516367511	0.9610214093405717	0.9641606757099834	0.9062765564452255	0.9549557082200132	0.9418756850517713	0.9345877223520326	1.0	0.9146081541873861	0.8710202387666712	0.5123951614251814	0.922139353022285	0.9513611342100983	0.8089547383159242	0.9274099760260385	0.942874473431773	0.8849242243427684	0.6968745676857754	0.9470573748436067
VincentC_2016__MM052.2__bin.1	0.9628410660921114	0.7863981351300358	0.8131873816957901	0.9309985940438585	0.8756268981929507	0.9218705303071801	0.9201830786179025	0.9033815984078003	0.6319301160674615	0.9284331805649387	0.9398763549826233	0.9024739654658219	0.9386309273832782	0.9256265938734396	0.9427711943323535	0.9154334118477672	1.0	0.8593671067126798	0.5004846288214923	0.9026238428250589	0.9414489260564451	0.7907308841699077	0.9051755619259774	0.9353427550653982	0.8824801735838491	0.6835107516083286	0.9261279602680447
VincentC_2016__MM002.1__bin.8	0.9532596887065733	0.7876798111070401	0.7983744860401685	0.9608037529544459	0.8769960719140658	0.9373565681891293	0.915540165696419	0.9218605445679305	0.632961438345175	0.9292433665157215	0.9362350561514337	0.8987550019037767	0.9265772809599185	0.9479786042643	0.9236358063272436	0.914698033881637	0.9016469863255354	1.0	0.49764322826242263	0.9044016753234624	0.9179971151996411	0.7913564548405817	0.9171070896323595	0.9188967195174226	0.8932775530762557	0.69244947009554	0.9285991955446039
VincentC_2016__MM041.1__bin.2	0.9646823774147247	0.801088976038685	0.8287126865159627	0.9565260347056225	0.9409227754618131	0.9490434410325512	0.9411368382919981	0.9371835369217216	0.6717909100140239	0.9524478633510712	0.9358497608259532	0.9141608050957931	0.9323931949975163	0.9517178542122351	0.9378998240842639	0.9250039107632437	0.9026878607164518	0.8554746568819828	1.0	0.9363602183440868	0.9646563056597663	0.8018807340708438	0.9219356768639246	0.9235878028097119	0.8959037156367409	0.7102343987990526	0.9555531465863839
VincentC_2016__MM103.1__bin.5	0.9430893949964235	0.7752165773275992	0.8067774058996164	0.9110826069934681	0.861831318420921	0.9043564201968108	0.8984029353844524	0.885173541506607	0.6149353726778466	0.9180310375989427	0.9084215685408737	0.880185566221296	0.9128936732633339	0.903458614081721	0.9034924657876998	0.8927732494988476	0.8730914260987822	0.8337895954573954	0.5021679809959466	1.0	0.9392913807669325	0.7652303240638532	0.8865835386512891	0.8903992146404213	0.8538062563839902	0.6642676109820821	0.9282645554976642
VincentC_2016__MM049.1__bin.20	0.9380959535753316	0.7723912701438864	0.7975979713304426	0.9036332349143216	0.8576345134637492	0.896745085309864	0.8944977015876976	0.8662186546314815	0.6142062149975832	0.9107871583742861	0.9016324893300656	0.8775115629345402	0.9004482010299268	0.8908803422316782	0.9066191155896565	0.8870503637912535	0.8770168691981567	0.815069590226326	0.49823809652055956	0.9046041953997734	1.0	0.7634690646319493	0.870179039443675	0.883966678337092	0.8401161183692967	0.6649739825113716	0.9119707379441435
VincentC_2016__MM004.2__bin.3	0.9169282191334122	0.7733953586325901	0.8033108466147638	0.9248503716083099	0.8576288400657618	0.9105261280723923	0.8887289569151755	0.8722851193630349	0.6274711612929523	0.9091614695851846	0.9160764752238482	0.8759426079158684	0.9159932539844291	0.8998890949605294	0.9021029497683393	0.9037622793787959	0.8826062514436337	0.8418847402817973	0.4962507982445414	0.8830342463892172	0.9147839984238916	1.0	0.8877905949809101	0.9016732564301145	0.8570174187149282	0.6754193331431133	0.9175014266498186
DavidLA_2015__LD-Run1-06__bin.18	0.9532561859496859	0.8071766965918918	0.8145217704099985	0.950067733566	0.8879663857828393	0.9291728851437712	0.9372794832349858	0.9264543582914304	0.6466129390244836	0.9514583763843286	0.9595236455200178	0.9202259316235392	0.9526109950328718	0.9522558721557642	0.9359424149886345	0.9338009628115935	0.9105916928799394	0.8793324608331611	0.5142148646476706	0.922056651283111	0.9396979924842529	0.8001347017809718	1.0	0.9372565227041383	0.8949203652255107	0.7021766583243405	0.9434367322572498
VincentC_2016__MM002.2__bin.16	0.9342458678825947	0.7799772087065978	0.78645705739242	0.9303533974697104	0.8618353244448761	0.9150358532499664	0.9160518240759337	0.8931045670132444	0.6336950660307469	0.9228480141485524	0.9469517564671582	0.8851202575460295	0.9221903183350733	0.9222182740855343	0.9154309121446401	0.9125639763670914	0.9044582800886639	0.846889297435207	0.495164023009054	0.8901221298456328	0.9175768838313503	0.781139579383664	0.9009181992671179	1.0	0.8643969540002839	0.6713956025604525	0.9191666832194136
VincentC_2016__MM027.3__bin.14	0.9451892763024846	0.7817063477755116	0.8045187395062058	0.9397548430183249	0.8682120534209573	0.9260374649031082	0.9158756311953559	0.8972740826209442	0.6452192193792847	0.9316435613762528	0.9370803462109466	0.8996616902631699	0.9336008352707497	0.9261707194333704	0.924311426811125	0.9125591610921855	0.9092183916334967	0.877186354109021	0.5117734296737458	0.9094308150317381	0.9291618917126656	0.7910694381518694	0.9165513100488025	0.9209980921086667	1.0	0.6865438007640972	0.9345892703452233
VincentC_2016__MM020.1__bin.3	0.9408927476976581	0.7828671419416534	0.8153384986713994	0.9190382169801339	0.8827048350678675	0.9085910845013905	0.9167054299934319	0.89166565183279	0.6529357979489043	0.9262701560980868	0.925516517169991	0.8982068384497597	0.9256193314873339	0.9211234510474083	0.9234672182039237	0.9151512368662196	0.8967923929383533	0.8659181518178171	0.5166559194095464	0.9010247493027592	0.9365695553829784	0.7939291639299425	0.9158030596742284	0.9109767759426476	0.8742820466237974	1.0	0.9283484027845711
VincentC_2016__MM034.1__bin.5	0.9014271587149034	0.7478340874098203	0.7693207470016593	0.8927732443555532	0.832156899834627	0.8729896895745507	0.877729035955053	0.8431592768098184	0.6092859199339065	0.8897905507934145	0.8906473189138517	0.8577653651487314	0.8810065912729266	0.8681613283243924	0.8824197023287125	0.8664644823715787	0.8465522732867767	0.8090088611521028	0.4842735760750284	0.8772060735958253	0.8948546623624268	0.7513654741919467	0.857244489075511	0.8688790107109924	0.8291637748424506	0.6467660480596845	1.0
