	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.37	VogtmannE_2016__MMRS99045180ST-27-0-0__bin.36	BackhedF_2015__SID590_12M__bin.7	LouisS_2016__AS51_3__bin.10	LouisS_2016__AS51_6__bin.8	Obregon-TitoAJ_2015__NO01__bin.16	LeChatelierE_2013__MH0088__bin.22	LouisS_2016__AS51_12__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.18	XieH_2016__YSZC12003_35704__bin.28	LouisS_2016__AS51_18__bin.30	KarlssonFH_2013__S317__bin.12	LeChatelierE_2013__MH0212__bin.11	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.39	BackhedF_2015__SID546_12M__bin.13	LiJ_2017__H1M513747__bin.9	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.48	LouisS_2016__AS51_24__bin.10	VogtmannE_2016__MMRS59699117ST-27-0-0__bin.34	CosteaPI_2017__SID713B029-11-90-0__bin.52	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.86	FengQ_2015__SID31137__bin.30	XieH_2016__YSZC12003_37283__bin.60	LiJ_2017__H1M513606__bin.21	CosteaPI_2017__SID713B029-11-0-0__bin.8	LoombaR_2017__SID5571_lgi__bin.7	LiJ_2014__V1.FI13__bin.43
LouisS_2016__AS51_18__bin.30	0.855710004210735	0.9007945904441086	0.8843712382037501	0.8268223812944294	0.9123597453743839	0.9126426076833527	0.6251896069155128	0.8986164020508756	0.8749441458400417	0.6133936046367622	1.0	0.7612785772669854	0.8891387808684021	0.8952562356030019	0.8065028608228271	0.7984737324449508	0.8427775988903475	0.6524816089961113	0.6978099224729398	0.8392683228890595	0.8962103385926238	0.5265038515839794	0.4027870111212939	0.6304654100512719	0.6299888539370372	0.7654675154187204	0.7126327000718302
KarlssonFH_2013__S317__bin.12	0.8746544105684076	0.9000868653215959	0.9171373513564333	0.8063888515143446	0.9099922142099957	0.9482382890853133	0.613364874321136	0.8759447237057884	0.9003711620643434	0.6342969960812086	0.865137506734455	1.0	0.91371509413037	0.9350474831856773	0.8214616455545841	0.8300980739317901	0.894483123188312	0.6412096291588251	0.8160943482370505	0.8957458510971884	0.9176490854933788	0.5511528655141296	0.3778247414729274	0.6857350027838562	0.7284921069653828	0.7813870641041304	0.7398363914467777
LeChatelierE_2013__MH0212__bin.11	0.867514708205525	0.8935902434973434	0.898577693736192	0.8038519342954739	0.8899081211439731	0.921487033345281	0.6236618002834017	0.8593080855397828	0.8939434217917689	0.59763685539592	0.8566291804497679	0.7746269076997164	1.0	0.9295781571633864	0.8305674859289472	0.7931410866150675	0.8493842527343874	0.6150246819128327	0.6992462507021805	0.8729975625925005	0.8930471125526724	0.5198249953824324	0.39746207986697585	0.6146213904820359	0.6357424070246208	0.769703888636202	0.7056979590589995
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.39	0.8293805506869006	0.8306908120770318	0.8292419822132454	0.7454931261705418	0.8230879633547779	0.8747191905496301	0.5853890945734218	0.7926493809804245	0.8526034867511437	0.5518862194968475	0.7924752933726996	0.7283338763521937	0.8540847661942037	1.0	0.7716553802060198	0.7445143766983956	0.803965952498201	0.5609036944723019	0.6530363816789676	0.8256155224754995	0.8431422418537304	0.4804725886564164	0.3803397646353084	0.5751543218673769	0.5992455034311045	0.7203521568665283	0.6583664443285809
BackhedF_2015__SID546_12M__bin.13	0.8881356468373851	0.9133416636350694	0.9012263469517949	0.8078283746948632	0.8819923129240941	0.9354707411332374	0.6792644027226379	0.8605982000221438	0.9156904923841008	0.6126889475876395	0.858362199410552	0.7693260364107999	0.9175215770631996	0.9277899920387623	1.0	0.8201640753101456	0.8642113365916412	0.6187363248606783	0.7119671638485994	0.8929313699128482	0.9183820234197471	0.5508438384765039	0.42599370482261206	0.6271863087800326	0.6293975293801306	0.803100664842436	0.7256067148558805
LiJ_2017__H1M513747__bin.9	0.8834343656645827	0.9144612202262697	0.8994996175714404	0.810784322759947	0.8952313787647259	0.933900841776485	0.6558175487820016	0.8687291608959073	0.9092313538296249	0.6121236629229685	0.8737253962377268	0.7992859888041396	0.9008271406648674	0.9203415675180195	0.8432384408189771	1.0	0.8624292534268146	0.6324159565131839	0.7103359788029958	0.8917762410768928	0.9162879874066898	0.5659449400446338	0.40878550338277164	0.6764339986849444	0.6408152910712281	0.7771067585507069	0.7492764755210487
VogtmannE_2016__MMRS64281211ST-27-0-0__bin.48	0.9105571082849314	0.9282317180530306	0.9140681756339155	0.8043819153182189	0.9033671652210191	0.9556753563862442	0.6451859910478109	0.8831299926215953	0.9225572136169519	0.6252746248450354	0.8784241297070892	0.82039289876302	0.9189082852411767	0.9466524296327888	0.846343300806048	0.8214864929755419	1.0	0.6343213029364398	0.755012694057467	0.8965701519001329	0.9227998903307787	0.5488180353203048	0.42662979357505654	0.6517279356524621	0.6698032201650924	0.807991086019601	0.739617696399039
LouisS_2016__AS51_24__bin.10	0.8611350260398289	0.917789648991574	0.8985208812612029	0.8396355835321017	0.9264512441251606	0.9311539384359167	0.6365623191678546	0.9227605041423793	0.8847748154630009	0.626348213907668	0.9294821673041367	0.8037690711755324	0.9093729270461377	0.9026569093757498	0.8281590052644208	0.823305999745953	0.866943530972577	1.0	0.7404203068324559	0.8604258111865412	0.9017543364430581	0.5670952535531312	0.3703181234386688	0.670586284278718	0.6819492470325886	0.785454391486599	0.7473861374959423
VogtmannE_2016__MMRS59699117ST-27-0-0__bin.34	0.8826250172539586	0.9355398270660383	0.9117749640131722	0.777958807406385	0.9017602734998916	0.9475251661309723	0.602464481493897	0.879272203379804	0.8984505945221146	0.6566345167905665	0.868018308914874	0.8932861150000986	0.9028146136099225	0.9176788989016623	0.8321220643621952	0.8074975844458029	0.9010621043913789	0.6465427996766115	1.0	0.8871745163961904	0.9036865547295566	0.5577810423362846	0.32105180131327277	0.6822640397925581	0.8313320795456786	0.8055016711691282	0.7432179618638219
CosteaPI_2017__SID713B029-11-90-0__bin.52	0.8447142167542956	0.841291378323825	0.8394709277727973	0.7752332991018428	0.8290151022378449	0.8764502565498012	0.6002473240728143	0.7980590558445455	0.8731206072952216	0.5612728150399875	0.789400383566648	0.7413781374465793	0.8522877010789442	0.8772754467023146	0.7891324646859618	0.766545738179419	0.8090763461642403	0.5681161621715315	0.6708320675136942	1.0	0.8467839483508312	0.4988067126027178	0.3879334927489502	0.5833973232341118	0.6270047321463518	0.7224257887997793	0.6644290392382345
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.86	0.8086159390321063	0.8505865968194045	0.8348965899972782	0.7272638501535862	0.8081232790037574	0.8773378154349724	0.592901100377161	0.794489630721484	0.8440662523903953	0.5650545416626901	0.7993618837552093	0.7202256603853617	0.8267696878435364	0.8495637197201867	0.769648077256162	0.746880556233055	0.7896774689557906	0.5646104848658374	0.6479769567661	0.8029890103675111	1.0	0.4831819563596003	0.3986710992813791	0.5736166636621032	0.5675006097496316	0.7286075085806796	0.6567410031000025
FengQ_2015__SID31137__bin.30	0.8863128167788867	0.9348664659965987	0.897044411805672	0.8264721017729192	0.9248913454152393	0.9326587616338181	0.7006646466213449	0.8914755255078679	0.8975640188392996	0.655957590724806	0.8864404249267921	0.8165420193614088	0.9084098773710719	0.9138569938022474	0.8713885017552375	0.870778818381912	0.8865129864226599	0.6702413628883812	0.7549531561331563	0.8928608662508142	0.9120638074101134	1.0	0.39316654197765943	0.7127649015874287	0.6820964100408429	0.7929536949231141	0.7779251248766663
XieH_2016__YSZC12003_37283__bin.60	0.9093097937090999	0.8674731265060658	0.8568619340623325	0.7638301379978223	0.8048000616000007	0.9273258195811003	0.6662326367465723	0.781537176686374	0.9203701528252584	0.49323041657987715	0.8026618308033568	0.6625307136221886	0.8221092669501188	0.8562301391824376	0.7976193179181964	0.7444547659545482	0.8156748309701901	0.5180352758722472	0.5143284168503643	0.821898010537154	0.8907142934706961	0.46535641622251817	1.0	0.5069759039355884	0.35838663279982863	0.7307675221893273	0.6054737128906886
LiJ_2017__H1M513606__bin.21	0.8664071443655319	0.8886089437942494	0.9012891367410224	0.8184809609549532	0.9070783735120536	0.9157927933935736	0.6071661776310671	0.8826356240205396	0.8833844597823792	0.6528666933413357	0.8840770286641548	0.8461427317084015	0.894567675858313	0.9111184744312183	0.8263437364542696	0.8668419970435576	0.8768067920376114	0.6601015026730241	0.7691119835950785	0.8697546764029209	0.9018142942882865	0.5936454547475354	0.3567459126626877	1.0	0.7349176975314816	0.7600981683393907	0.7922730985962456
CosteaPI_2017__SID713B029-11-0-0__bin.8	0.8646881944453988	0.9148689821603548	0.9162941198297532	0.7913911789887706	0.9154159491732965	0.9325931870998242	0.5867513045438116	0.8885396667898946	0.8942141059769202	0.6714398013327855	0.8738601990795013	0.8891855826091977	0.9153073803440944	0.9390214237908663	0.8202938504691135	0.8123209129676533	0.8913844449727821	0.6640310094564825	0.9270259424530234	0.9246628525566586	0.8825553254385012	0.5619618799723493	0.24946162229316607	0.7269741317585814	1.0	0.7769377818151335	0.7605315200048375
LoombaR_2017__SID5571_lgi__bin.7	0.8841388876025413	0.9265915204089433	0.9039427515179986	0.7904043179620682	0.8797306518286004	0.939073617704805	0.6568288041188912	0.8655691734822942	0.9077874740490993	0.6159696305417482	0.8621256054280273	0.7744055632705417	0.899796186744941	0.9165375514624284	0.8498633340902636	0.7998529286229578	0.8730901225055473	0.6210005205523321	0.729320598306001	0.8650486211500468	0.9200341232375565	0.5304489638330506	0.4130150357607736	0.6104985306810643	0.6308424746154022	1.0	0.7213075515795946
LiJ_2014__V1.FI13__bin.43	0.8589587764610553	0.9142971155359817	0.8955341267836463	0.8209757901249483	0.9124105049795047	0.9229339112756099	0.6451494217526442	0.8845762875262827	0.882164940527836	0.6226138220460085	0.8777473918768358	0.80185890935361	0.9021927881687796	0.9160793889627181	0.8397314569734422	0.8433960698460813	0.8740168818696238	0.6462135384442663	0.7359160128816695	0.8700734264923566	0.9069105348772787	0.5691065690900948	0.37423287803294614	0.6959048591814844	0.6753235976418588	0.7888247001985457	1.0
