	VogtmannE_2016__MMRS40913371ST-27-0-0__bin.37	VogtmannE_2016__MMRS99045180ST-27-0-0__bin.36	BackhedF_2015__SID590_12M__bin.7	LouisS_2016__AS51_3__bin.10	LouisS_2016__AS51_6__bin.8	Obregon-TitoAJ_2015__NO01__bin.16	LeChatelierE_2013__MH0088__bin.22	LouisS_2016__AS51_12__bin.20	VogtmannE_2016__MMRS57569834ST-27-0-0__bin.18	XieH_2016__YSZC12003_35704__bin.28	LouisS_2016__AS51_18__bin.30	KarlssonFH_2013__S317__bin.12	LeChatelierE_2013__MH0212__bin.11	VogtmannE_2016__MMRS62376181ST-27-0-0__bin.39	BackhedF_2015__SID546_12M__bin.13	LiJ_2017__H1M513747__bin.9	VogtmannE_2016__MMRS64281211ST-27-0-0__bin.48	LouisS_2016__AS51_24__bin.10	VogtmannE_2016__MMRS59699117ST-27-0-0__bin.34	CosteaPI_2017__SID713B029-11-90-0__bin.52	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.86	FengQ_2015__SID31137__bin.30	XieH_2016__YSZC12003_37283__bin.60	LiJ_2017__H1M513606__bin.21	CosteaPI_2017__SID713B029-11-0-0__bin.8	LoombaR_2017__SID5571_lgi__bin.7	LiJ_2014__V1.FI13__bin.43
LouisS_2016__AS51_18__bin.30	0.9879566652711338	0.9884257170532733	0.9876715057094804	0.9994838097713253	0.9994801087321654	0.9892186631657793	0.9883508208070395	0.9993532271979533	0.9892627659383794	0.987999364860002	1.0	0.9897652137061507	0.9889324591847586	0.9887172344066631	0.9877343677954502	0.9884907819546843	0.9896709130561497	0.9992936604699472	0.9896811752232982	0.9893906407312498	0.988363961770815	0.9876078252086348	0.9888790241173394	0.9882783137544806	0.9896045867747373	0.9893168371537944	0.9879798744280791
KarlssonFH_2013__S317__bin.12	0.988805091487669	0.9895311839509925	0.9885071210826764	0.9897877109795754	0.9896972799153594	0.9891464309833514	0.988895070900003	0.9897516829796261	0.9894536460305323	0.9890179341848508	0.9897652137061507	1.0	0.989313509401576	0.9888436817576723	0.9877597300398374	0.9890312147227083	0.9893923534030713	0.9898158351206388	0.9893154620741899	0.989479752394527	0.988854074089802	0.987992951989973	0.9887925014217479	0.9891902734387372	0.9896963828736017	0.9893691790303243	0.9883824648698734
LeChatelierE_2013__MH0212__bin.11	0.9884679428824379	0.9889453590473857	0.9883228223861652	0.9888682615113097	0.98910681159797	0.9891623990474961	0.9888270735180833	0.9891089261208879	0.9894046857510508	0.9884593282097592	0.9889324591847586	0.989313509401576	1.0	0.9884042938113436	0.9881479302741938	0.9884832125662771	0.9892865461187702	0.9889375012950375	0.9892954208601882	0.9890895798647404	0.9887777544094754	0.9880921060987359	0.9893249003293053	0.9891407288723117	0.9892860670597435	0.9892992952281752	0.988182206411402
VogtmannE_2016__MMRS62376181ST-27-0-0__bin.39	0.988245781052592	0.9891444421005583	0.9879991055493557	0.9887536676931845	0.9886847630394912	0.9882270586422673	0.9888760820578767	0.9889793401610396	0.988418548826172	0.9881971157054839	0.9887172344066631	0.9888436817576723	0.9884042938113436	1.0	0.9872534993968975	0.9884495096863436	0.9891519918857093	0.9892155376686691	0.9892987133079525	0.9882607607069054	0.9884384624440237	0.9878299456003347	0.9884409334319476	0.9890046667204545	0.9887132856204365	0.9891096095788712	0.9879514821782615
BackhedF_2015__SID546_12M__bin.13	0.9873252124821894	0.9880616475508154	0.9872811557103978	0.9875445126569021	0.9879493595531962	0.9876354778790667	0.9883782392522303	0.9878345911074262	0.9876755307079575	0.9873379757074013	0.9877343677954502	0.9877597300398374	0.9881479302741938	0.9872534993968975	1.0	0.9869913076581435	0.9882553036528537	0.9876504870710514	0.9878297140198593	0.9876192892068962	0.9875370563233438	0.9868368854348097	0.98797885569858	0.9876647556738222	0.9878064522535225	0.9882274249227477	0.9870402869927369
LiJ_2017__H1M513747__bin.9	0.9878967119815095	0.9885232049708949	0.9880961879934118	0.9887227935742399	0.9889080301813672	0.9885551722634204	0.9882820477213504	0.9888388491223914	0.9886263237215739	0.9881387196642615	0.9884907819546843	0.9890312147227083	0.9884832125662771	0.9884495096863436	0.9869913076581435	1.0	0.9891885607275355	0.9887042660061034	0.9884382250623799	0.9886474402504762	0.9885458237228821	0.9880502632784316	0.9887336833106949	0.9888403841323147	0.9887415002969145	0.9888499016735839	0.9880378157988037
VogtmannE_2016__MMRS64281211ST-27-0-0__bin.48	0.988926971622631	0.9896735196078161	0.9892459058165987	0.9896566729451675	0.9898871541283937	0.9893278684493819	0.9890923454069513	0.989716796728077	0.9896819220383577	0.988610880034222	0.9896709130561497	0.9893923534030713	0.9892865461187702	0.9891519918857093	0.9882553036528537	0.9891885607275355	1.0	0.9900344675580255	0.9896303415043517	0.9892676562664684	0.9893120770540126	0.9885208838445134	0.9894844494155433	0.9892316626736042	0.989572049736822	0.9900305006703062	0.9885277827234923
LouisS_2016__AS51_24__bin.10	0.9886221121844831	0.989171737146334	0.9881116922000005	0.9994817003253443	0.9994899151660402	0.989437509513815	0.9885370742361429	0.9993519074022416	0.989648691720611	0.9882532793392442	0.9992936604699472	0.9898158351206388	0.9889375012950375	0.9892155376686691	0.9876504870710514	0.9887042660061034	0.9900344675580255	1.0	0.9899693447475164	0.9897596376299832	0.9891589161238384	0.9875949671992941	0.9889004679140606	0.9882338871122898	0.9899890896238738	0.9895148600232924	0.9879718466209881
VogtmannE_2016__MMRS59699117ST-27-0-0__bin.34	0.9890177269974721	0.990274727532566	0.9886736148882062	0.9896564888188957	0.9896710814627259	0.9893209424181457	0.989417555705331	0.9895929199120884	0.9902706227141057	0.9891578489097975	0.9896811752232982	0.9893154620741899	0.9892954208601882	0.9892987133079525	0.9878297140198593	0.9884382250623799	0.9896303415043517	0.9899693447475164	1.0	0.9893595747678162	0.9892055419151176	0.9882621649978656	0.9897079551541907	0.9891391937792247	0.9891451304490638	0.9899683965868616	0.9883044529609244
CosteaPI_2017__SID713B029-11-90-0__bin.52	0.9889842043101967	0.9892053675670138	0.9882635919574119	0.9889795306968218	0.9896210458047834	0.9889377483499417	0.9890935391216018	0.9893942229708653	0.9892149963812433	0.9884399134798749	0.9893906407312498	0.989479752394527	0.9890895798647404	0.9882607607069054	0.9876192892068962	0.9886474402504762	0.9892676562664684	0.9897596376299832	0.9893595747678162	1.0	0.9881316157488261	0.9877970011534025	0.9886549043729798	0.9889788819169305	0.9998201949324691	0.989153727931527	0.9883701909814397
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.86	0.987807846742021	0.9883644096643736	0.9880801295576706	0.988379361717587	0.9888841609431188	0.9882457400326194	0.9885917664748963	0.98859446035496	0.9887840453834926	0.98781800935567	0.988363961770815	0.988854074089802	0.9887777544094754	0.9884384624440237	0.9875370563233438	0.9885458237228821	0.9893120770540126	0.9891589161238384	0.9892055419151176	0.9881316157488261	1.0	0.9881579969891222	0.9882282071782964	0.9891614753498805	0.9884986435264465	0.9890052023169923	0.9882271905556896
FengQ_2015__SID31137__bin.30	0.9880119155646133	0.988128936708526	0.9875538979116625	0.9876854041888563	0.9878061816218874	0.9882234209521655	0.9882957622871555	0.9876760416965056	0.9882320963030509	0.9870246893593417	0.9876078252086348	0.987992951989973	0.9880921060987359	0.9878299456003347	0.9868368854348097	0.9880502632784316	0.9885208838445134	0.9875949671992941	0.9882621649978656	0.9877970011534025	0.9881579969891222	1.0	0.988349054526928	0.9880670216923301	0.9878855011348661	0.9881585771584119	0.9877358890183204
XieH_2016__YSZC12003_37283__bin.60	0.9879678699869253	0.9884500347016391	0.9883165518741226	0.9888545390180594	0.9894687527687458	0.987435379398353	0.988515158350495	0.9893700644719461	0.9876909810136639	0.9875048917103791	0.9888790241173394	0.9887925014217479	0.9893249003293053	0.9884409334319476	0.98797885569858	0.9887336833106949	0.9894844494155433	0.9889004679140606	0.9897079551541907	0.9886549043729798	0.9882282071782964	0.988349054526928	1.0	0.9896727620302976	0.9899300310306652	0.9894327981565539	0.9885660129812985
LiJ_2017__H1M513606__bin.21	0.9888795332987652	0.989471119447721	0.9886698223625657	0.9884076377552475	0.9886110698916754	0.9895234120741212	0.9889637037782965	0.9885615677389841	0.989509591697311	0.9882110239333458	0.9882783137544806	0.9891902734387372	0.9891407288723117	0.9890046667204545	0.9876647556738222	0.9888403841323147	0.9892316626736042	0.9882338871122898	0.9891391937792247	0.9889788819169305	0.9891614753498805	0.9880670216923301	0.9896727620302976	1.0	0.9886174303482238	0.9895779918732935	0.9888459817790247
CosteaPI_2017__SID713B029-11-0-0__bin.8	0.9895266014415373	0.9896861773219295	0.987879322172521	0.9892206208235274	0.9896364011844113	0.9897336719952686	0.9893017522232984	0.9897132098000045	0.989816214193409	0.9887399534339196	0.9896045867747373	0.9896963828736017	0.9892860670597435	0.9887132856204365	0.9878064522535225	0.9887415002969145	0.989572049736822	0.9899890896238738	0.9891451304490638	0.9998201949324691	0.9884986435264465	0.9878855011348661	0.9899300310306652	0.9886174303482238	1.0	0.989371923186638	0.9886000162563429
LoombaR_2017__SID5571_lgi__bin.7	0.9885700953469396	0.9895707334629121	0.9886559947179284	0.989332638703631	0.9895786917037475	0.9891809517988452	0.9891070283822194	0.9896327907963269	0.9895308909872247	0.9888062608988488	0.9893168371537944	0.9893691790303243	0.9892992952281752	0.9891096095788712	0.9882274249227477	0.9888499016735839	0.9900305006703062	0.9895148600232924	0.9899683965868616	0.989153727931527	0.9890052023169923	0.9881585771584119	0.9894327981565539	0.9895779918732935	0.989371923186638	1.0	0.9890281304292279
LiJ_2014__V1.FI13__bin.43	0.9881188188307631	0.9884652731235455	0.987216093489463	0.9882476333314482	0.9884671800149787	0.9886514559705512	0.9886959107417368	0.9885195880225149	0.9884047726314077	0.9875359530510253	0.9879798744280791	0.9883824648698734	0.988182206411402	0.9879514821782615	0.9870402869927369	0.9880378157988037	0.9885277827234923	0.9879718466209881	0.9883044529609244	0.9883701909814397	0.9882271905556896	0.9877358890183204	0.9885660129812985	0.9888459817790247	0.9886000162563429	0.9890281304292279	1.0
