	FerrettiP_2018__CA_C10031MS2525SA_t0M15__bin.35	HMP_2012__SRS015434__bin.38	HMP_2012__SRS021496__bin.28	HMP_2012__SRS057205__bin.47	HMP_2012__SRS019327__bin.12	HMP_2012__SRS075404__bin.33	FerrettiP_2018__CA_C10002MS2015SA_t0M15__bin.16	HMP_2012__SRS050244__bin.8	HMP_2012__SRS011306__bin.2	HMP_2012__SRS057355__bin.10	HMP_2012__SRS049389__bin.57	HMP_2012__SRS054687__bin.19	HMP_2012__SRS017808__bin.17	HMP_2012__SRS018439__bin.56	HMP_2012__SRS014888__bin.47	HMP_2012__SRS019071__bin.72	HMP_2012__SRS022143__bin.96	FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.47	HMP_2012__SRS024441__bin.60	HMP_2012__SRS022719__bin.10	HMP_2012__SRS023926__bin.34	HMP_2012__SRS064329__bin.1	HMP_2012__SRS063193__bin.10	HMP_2012__SRS058336__bin.20	HMP_2012__SRS022077__bin.54	HMP_2012__SRS024081__bin.1	HMP_2012__SRS063288__bin.38	HMP_2012__SRS015797__bin.56	HMP_2012__SRS011115__bin.9	HMP_2012__SRS017209__bin.19	HMP_2012__SRS014573__bin.65	CM_cf__CF_TNFC046IS_t2M15__bin.39	HMP_2012__SRS023958__bin.2	HMP_2012__SRS015762__bin.51	HMP_2012__SRS017439__bin.21	HMP_2012__SRS013705__bin.34	HMP_2012__SRS022530__bin.50	HMP_2012__SRS050669__bin.55	HMP_2012__SRS013164__bin.43	HMP_2012__SRS018739__bin.68
HMP_2012__SRS049389__bin.57	2849162.0	2810284.0	2603881.0	2895718.0	2330017.0	2863688.0	2681042.0	2672620.0	1439994.0	2738436.0	3112116.0	2718401.0	2569881.0	1853013.0	2858341.0	2835322.0	2755228.0	2823710.0	2930294.0	1848155.0	1833120.0	2881418.0	2262185.0	2431463.0	2713092.0	2834573.0	2157851.0	2111221.0	2533902.0	2541287.0	2857446.0	2944682.0	2823625.0	2802056.0	2908807.0	2033498.0	2811953.0	2744597.0	2868085.0	2942816.0
HMP_2012__SRS054687__bin.19	2716748.0	2755860.0	2518796.0	2754714.0	2196197.0	2694564.0	2657305.0	2613301.0	1383699.0	2613856.0	2718401.0	2902089.0	2469187.0	1724149.0	2735918.0	2790436.0	2670288.0	2756323.0	2776572.0	1786477.0	1773269.0	2779614.0	2132191.0	2361020.0	2659700.0	2721298.0	2070350.0	2037820.0	2400320.0	2437961.0	2714720.0	2745542.0	2703663.0	2715726.0	2764794.0	1973647.0	2692866.0	2651567.0	2731597.0	2761610.0
HMP_2012__SRS017808__bin.17	2547878.0	2535854.0	2383248.0	2558865.0	2102516.0	2550075.0	2442860.0	2437441.0	1273397.0	2462973.0	2569881.0	2469187.0	2812191.0	1705365.0	2575446.0	2560816.0	2518631.0	2539063.0	2615247.0	1701252.0	1689820.0	2577302.0	2044235.0	2220338.0	2446336.0	2517846.0	1983401.0	1913103.0	2273106.0	2277055.0	2594405.0	2587096.0	2552956.0	2525890.0	2595659.0	1838479.0	2540862.0	2448850.0	2598489.0	2607832.0
HMP_2012__SRS018439__bin.56	1864938.0	1820878.0	1688246.0	1857444.0	1894104.0	1883628.0	1762494.0	1741169.0	538414.0	1855722.0	1853013.0	1724149.0	1705365.0	2088943.0	1850369.0	1856302.0	1806337.0	1850647.0	1920548.0	1161389.0	1781543.0	1891861.0	1890746.0	1653296.0	1753505.0	1876761.0	1369593.0	1755080.0	1870965.0	1887190.0	1884782.0	1915299.0	1846293.0	1843053.0	1944147.0	1749287.0	1833429.0	1767907.0	1877164.0	1926915.0
HMP_2012__SRS014888__bin.47	2846273.0	2803360.0	2603041.0	2836493.0	2382238.0	2838483.0	2691737.0	2691433.0	1428809.0	2870517.0	2858341.0	2735918.0	2575446.0	1850369.0	3083182.0	2839990.0	2743272.0	2810128.0	2897272.0	1836042.0	1829131.0	2894998.0	2294717.0	2443759.0	2706687.0	2835531.0	2172423.0	2103806.0	2526610.0	2547526.0	2879171.0	2923040.0	2943731.0	2797811.0	2999131.0	2022243.0	2824202.0	2746233.0	2968870.0	2916301.0
HMP_2012__SRS019071__bin.72	2818138.0	3015915.0	2612948.0	2874451.0	2306607.0	2816567.0	2769751.0	2710367.0	1430791.0	2743738.0	2835322.0	2790436.0	2560816.0	1856302.0	2839990.0	3134909.0	2793953.0	2876895.0	2908186.0	1845285.0	1883706.0	2914786.0	2273218.0	2456372.0	2799453.0	2858924.0	2149836.0	2155527.0	2529402.0	2596778.0	2880665.0	2889838.0	2827570.0	2827291.0	2899805.0	2100127.0	2811891.0	2781541.0	2860138.0	2868077.0
HMP_2012__SRS022143__bin.96	2770328.0	2792779.0	2558921.0	2783929.0	2248825.0	2766994.0	2665660.0	2685398.0	1387134.0	2641371.0	2755228.0	2670288.0	2518631.0	1806337.0	2743272.0	2793953.0	3000268.0	2791662.0	2822968.0	1814868.0	1817570.0	2820073.0	2216662.0	2407996.0	2700239.0	2775737.0	2117941.0	2065904.0	2473004.0	2486073.0	2800147.0	2801438.0	2736377.0	2729913.0	2799187.0	2004032.0	2745384.0	2678953.0	2806533.0	2829138.0
FerrettiP_2018__CA_C10035MS2597SA_t0M15__bin.47	2845804.0	2852941.0	2580419.0	2847265.0	2295500.0	2821380.0	2725347.0	2681435.0	1467661.0	2712186.0	2823710.0	2756323.0	2539063.0	1850647.0	2810128.0	2876895.0	2791662.0	3073169.0	2881690.0	1839941.0	1833485.0	2893484.0	2245488.0	2432185.0	2742435.0	2847082.0	2128183.0	2093008.0	2503785.0	2543289.0	2832883.0	2858246.0	2797721.0	2788693.0	2869465.0	2031409.0	2770725.0	2740869.0	2826293.0	2883043.0
HMP_2012__SRS024441__bin.60	2914417.0	2906804.0	2649039.0	2917897.0	2393631.0	2914573.0	2724858.0	2751254.0	1470769.0	2787271.0	2930294.0	2776572.0	2615247.0	1920548.0	2897272.0	2908186.0	2822968.0	2881690.0	3213622.0	1867565.0	1883233.0	2957734.0	2343988.0	2478798.0	2786908.0	2910421.0	2190285.0	2142322.0	2593151.0	2634963.0	2955244.0	2976514.0	2876973.0	2855289.0	2958480.0	2081018.0	2867036.0	2819023.0	2928506.0	2977996.0
HMP_2012__SRS022719__bin.10	1852496.0	1826965.0	1718563.0	1859232.0	1465239.0	1847193.0	1762206.0	1779369.0	931224.0	1759434.0	1848155.0	1786477.0	1701252.0	1161389.0	1836042.0	1845285.0	1814868.0	1839941.0	1867565.0	1976543.0	1148292.0	1885170.0	1411510.0	1608634.0	1787914.0	1841317.0	1520319.0	1320924.0	1607672.0	1611947.0	1847054.0	1849271.0	1823529.0	1835516.0	1858548.0	1280787.0	1833349.0	1782888.0	1850677.0	1872177.0
HMP_2012__SRS023926__bin.34	1824381.0	1852847.0	1678016.0	1861257.0	1845145.0	1828077.0	1825885.0	1728228.0	561149.0	1817972.0	1833120.0	1773269.0	1689820.0	1781543.0	1829131.0	1883706.0	1817570.0	1833485.0	1883233.0	1148292.0	1972751.0	1875035.0	1860760.0	1653075.0	1826965.0	1864873.0	1364405.0	1810132.0	1852733.0	1876309.0	1849940.0	1868056.0	1815135.0	1844073.0	1872946.0	1863990.0	1822362.0	1769397.0	1845130.0	1879854.0
HMP_2012__SRS064329__bin.1	2879001.0	2901996.0	2650129.0	2910331.0	2371482.0	2861511.0	2761403.0	2768958.0	1453130.0	2793482.0	2881418.0	2779614.0	2577302.0	1891861.0	2894998.0	2914786.0	2820073.0	2893484.0	2957734.0	1885170.0	1875035.0	3140688.0	2324708.0	2517182.0	2818370.0	3063018.0	2179852.0	2155726.0	2574060.0	2616240.0	2923682.0	2948144.0	2870693.0	2859096.0	2960740.0	2075842.0	2859324.0	2819311.0	2921844.0	2953175.0
HMP_2012__SRS063193__bin.10	2262832.0	2261830.0	2050171.0	2253518.0	2301814.0	2271387.0	2170650.0	2151348.0	817185.0	2278200.0	2262185.0	2132191.0	2044235.0	1890746.0	2294717.0	2273218.0	2216662.0	2245488.0	2343988.0	1411510.0	1860760.0	2324708.0	2475752.0	2007028.0	2154135.0	2311725.0	1651630.0	2067291.0	2289397.0	2312950.0	2451510.0	2351439.0	2305930.0	2232628.0	2370753.0	2001207.0	2246265.0	2190343.0	2347351.0	2332508.0
HMP_2012__SRS058336__bin.20	2434021.0	2428616.0	2271869.0	2443879.0	2031717.0	2408098.0	2374664.0	2367264.0	1144044.0	2359263.0	2431463.0	2361020.0	2220338.0	1653296.0	2443759.0	2456372.0	2407996.0	2432185.0	2478798.0	1608634.0	1653075.0	2517182.0	2007028.0	2539939.0	2341252.0	2467272.0	1874000.0	1857949.0	2182094.0	2219886.0	2470223.0	2449014.0	2421528.0	2421403.0	2483729.0	1801588.0	2421796.0	2365382.0	2459053.0	2474061.0
HMP_2012__SRS022077__bin.54	2697833.0	2792164.0	2482565.0	2748321.0	2202166.0	2699490.0	2643473.0	2603060.0	1419840.0	2607699.0	2713092.0	2659700.0	2446336.0	1753505.0	2706687.0	2799453.0	2700239.0	2742435.0	2786908.0	1787914.0	1826965.0	2818370.0	2154135.0	2341252.0	2948201.0	2754673.0	2072620.0	2022653.0	2403956.0	2451207.0	2768072.0	2790561.0	2685532.0	2707841.0	2761688.0	2013173.0	2706130.0	2656323.0	2735010.0	2779757.0
HMP_2012__SRS024081__bin.1	2821835.0	2857325.0	2590128.0	2882593.0	2354637.0	2813350.0	2704913.0	2714312.0	1400464.0	2783198.0	2834573.0	2721298.0	2517846.0	1876761.0	2835531.0	2858924.0	2775737.0	2847082.0	2910421.0	1841317.0	1864873.0	3063018.0	2311725.0	2467272.0	2754673.0	3076164.0	2133972.0	2140714.0	2568658.0	2599012.0	2859261.0	2877602.0	2815721.0	2826314.0	2904639.0	2062113.0	2798748.0	2766630.0	2863037.0	2904763.0
HMP_2012__SRS063288__bin.38	2181942.0	2124622.0	2075083.0	2143049.0	1724989.0	2134254.0	2050849.0	2081910.0	1107866.0	2087627.0	2157851.0	2070350.0	1983401.0	1369593.0	2172423.0	2149836.0	2117941.0	2128183.0	2190285.0	1520319.0	1364405.0	2179852.0	1651630.0	1874000.0	2072620.0	2133972.0	2333630.0	1531797.0	1990837.0	1920334.0	2159199.0	2158796.0	2155500.0	2112609.0	2203097.0	1490086.0	2257769.0	2075547.0	2186780.0	2173972.0
HMP_2012__SRS015797__bin.56	2082446.0	2140358.0	1938019.0	2110549.0	2060894.0	2095208.0	2050840.0	1985541.0	715313.0	2064872.0	2111221.0	2037820.0	1913103.0	1755080.0	2103806.0	2155527.0	2065904.0	2093008.0	2142322.0	1320924.0	1810132.0	2155726.0	2067291.0	1857949.0	2022653.0	2140714.0	1531797.0	2258665.0	2110905.0	2108640.0	2113288.0	2120333.0	2072517.0	2088994.0	2129684.0	2001248.0	2089658.0	2006520.0	2113835.0	2164662.0
HMP_2012__SRS011115__bin.9	2559663.0	2503901.0	2428313.0	2575290.0	2384400.0	2528955.0	2406262.0	2400684.0	1117302.0	2518321.0	2533902.0	2400320.0	2273106.0	1870965.0	2526610.0	2529402.0	2473004.0	2503785.0	2593151.0	1607672.0	1852733.0	2574060.0	2289397.0	2182094.0	2403956.0	2568658.0	1990837.0	2110905.0	2825117.0	2576165.0	2560131.0	2554634.0	2532040.0	2501499.0	2607830.0	2063392.0	2715836.0	2474809.0	2561962.0	2577509.0
HMP_2012__SRS017209__bin.19	2554354.0	2554196.0	2348487.0	2605530.0	2391104.0	2534143.0	2466479.0	2418483.0	1098138.0	2521919.0	2541287.0	2437961.0	2277055.0	1887190.0	2547526.0	2596778.0	2486073.0	2543289.0	2634963.0	1611947.0	1876309.0	2616240.0	2312950.0	2219886.0	2451207.0	2599012.0	1920334.0	2108640.0	2576165.0	2795823.0	2587535.0	2611715.0	2554874.0	2520790.0	2600628.0	2060786.0	2569067.0	2614110.0	2571348.0	2576576.0
HMP_2012__SRS014573__bin.65	2849426.0	2865017.0	2599285.0	2837872.0	2384673.0	2850374.0	2704950.0	2743853.0	1433971.0	2782017.0	2857446.0	2714720.0	2594405.0	1884782.0	2879171.0	2880665.0	2800147.0	2832883.0	2955244.0	1847054.0	1849940.0	2923682.0	2451510.0	2470223.0	2768072.0	2859261.0	2159199.0	2113288.0	2560131.0	2587535.0	3126721.0	2951442.0	2890428.0	2800162.0	2950655.0	2050398.0	2850725.0	2773341.0	2956767.0	2921329.0
CM_cf__CF_TNFC046IS_t2M15__bin.39	2876078.0	2870788.0	2610640.0	2866945.0	2372201.0	2883723.0	2728418.0	2717465.0	1455773.0	2804292.0	2944682.0	2745542.0	2587096.0	1915299.0	2923040.0	2889838.0	2801438.0	2858246.0	2976514.0	1849271.0	1868056.0	2948144.0	2351439.0	2449014.0	2790561.0	2877602.0	2158796.0	2120333.0	2554634.0	2611715.0	2951442.0	3194007.0	2895459.0	2829044.0	2982826.0	2052662.0	2837827.0	2809769.0	2947562.0	2961517.0
HMP_2012__SRS023958__bin.2	2810224.0	2794954.0	2593028.0	2812430.0	2370152.0	2839280.0	2676914.0	2692546.0	1408063.0	2818430.0	2823625.0	2703663.0	2552956.0	1846293.0	2943731.0	2827570.0	2736377.0	2797721.0	2876973.0	1823529.0	1815135.0	2870693.0	2305930.0	2421528.0	2685532.0	2815721.0	2155500.0	2072517.0	2532040.0	2554874.0	2890428.0	2895459.0	3064306.0	2776235.0	2997162.0	2021081.0	2809486.0	2754793.0	3071260.0	2888371.0
HMP_2012__SRS015762__bin.51	2786003.0	2792575.0	2571976.0	3025452.0	2288376.0	2770160.0	2685892.0	2651029.0	1375947.0	2689465.0	2802056.0	2715726.0	2525890.0	1843053.0	2797811.0	2827291.0	2729913.0	2788693.0	2855289.0	1835516.0	1844073.0	2859096.0	2232628.0	2421403.0	2707841.0	2826314.0	2112609.0	2088994.0	2501499.0	2520790.0	2800162.0	2829044.0	2776235.0	2989723.0	2852312.0	2035416.0	2761679.0	2718010.0	2805646.0	2856172.0
HMP_2012__SRS017439__bin.21	2886458.0	2860826.0	2661748.0	2896837.0	2441318.0	2897891.0	2722312.0	2754503.0	1475205.0	2901449.0	2908807.0	2764794.0	2595659.0	1944147.0	2999131.0	2899805.0	2799187.0	2869465.0	2958480.0	1858548.0	1872946.0	2960740.0	2370753.0	2483729.0	2761688.0	2904639.0	2203097.0	2129684.0	2607830.0	2600628.0	2950655.0	2982826.0	2997162.0	2852312.0	3218411.0	2075700.0	2892180.0	2812311.0	3027556.0	2975630.0
HMP_2012__SRS013705__bin.34	2021999.0	2070273.0	1860993.0	2053963.0	2032786.0	2043575.0	2016292.0	1930139.0	644207.0	2008388.0	2033498.0	1973647.0	1838479.0	1749287.0	2022243.0	2100127.0	2004032.0	2031409.0	2081018.0	1280787.0	1863990.0	2075842.0	2001207.0	1801588.0	2013173.0	2062113.0	1490086.0	2001248.0	2063392.0	2060786.0	2050398.0	2052662.0	2021081.0	2035416.0	2075700.0	2191506.0	2005981.0	2013538.0	2039564.0	2059856.0
HMP_2012__SRS022530__bin.50	2826576.0	2783326.0	2713687.0	2831750.0	2361578.0	2789900.0	2641858.0	2719630.0	1408218.0	2730423.0	2811953.0	2692866.0	2540862.0	1833429.0	2824202.0	2811891.0	2745384.0	2770725.0	2867036.0	1833349.0	1822362.0	2859324.0	2246265.0	2421796.0	2706130.0	2798748.0	2257769.0	2089658.0	2715836.0	2569067.0	2850725.0	2837827.0	2809486.0	2761679.0	2892180.0	2005981.0	3094626.0	2753990.0	2853908.0	2857941.0
HMP_2012__SRS050669__bin.55	2739889.0	2747487.0	2544317.0	2797064.0	2276322.0	2735860.0	2625632.0	2627974.0	1362971.0	2636612.0	2744597.0	2651567.0	2448850.0	1767907.0	2746233.0	2781541.0	2678953.0	2740869.0	2819023.0	1782888.0	1769397.0	2819311.0	2190343.0	2365382.0	2656323.0	2766630.0	2075547.0	2006520.0	2474809.0	2614110.0	2773341.0	2809769.0	2754793.0	2718010.0	2812311.0	2013538.0	2753990.0	2987317.0	2775173.0	2787177.0
HMP_2012__SRS013164__bin.43	2844218.0	2838918.0	2618887.0	2843246.0	2417113.0	2865843.0	2710926.0	2739929.0	1454676.0	2844287.0	2868085.0	2731597.0	2598489.0	1877164.0	2968870.0	2860138.0	2806533.0	2826293.0	2928506.0	1850677.0	1845130.0	2921844.0	2347351.0	2459053.0	2735010.0	2863037.0	2186780.0	2113835.0	2561962.0	2571348.0	2956767.0	2947562.0	3071260.0	2805646.0	3027556.0	2039564.0	2853908.0	2775173.0	3139370.0	2939491.0
HMP_2012__SRS018739__bin.68	2919118.0	2858237.0	2631799.0	2945290.0	2396262.0	2885809.0	2722451.0	2739615.0	1466070.0	2786108.0	2942816.0	2761610.0	2607832.0	1926915.0	2916301.0	2868077.0	2829138.0	2883043.0	2977996.0	1872177.0	1879854.0	2953175.0	2332508.0	2474061.0	2779757.0	2904763.0	2173972.0	2164662.0	2577509.0	2576576.0	2921329.0	2961517.0	2888371.0	2856172.0	2975630.0	2059856.0	2857941.0	2787177.0	2939491.0	3195620.0
